exact_tuple_id	surface_examples	events	pages	v16_incumbent	rival_1	rival_1_grammar_fit_0_5	rival_1_cross_page_0_5	rival_1_herbal_bio_0_5	rival_1_historical_0_5	rival_1_silent_repairs	rival_1_net_score	rival_2	rival_2_grammar_fit_0_5	rival_2_cross_page_0_5	rival_2_herbal_bio_0_5	rival_2_historical_0_5	rival_2_silent_repairs	rival_2_net_score	rival_3	rival_3_grammar_fit_0_5	rival_3_cross_page_0_5	rival_3_herbal_bio_0_5	rival_3_historical_0_5	rival_3_silent_repairs	rival_3_net_score	selected_meaning	conditioned_second_sense	confidence	revision_status
de7321bface5628e35d6	lchedy	8	f82r|f83r	leave at the ordinary base setting; close the rubric	leave at the ordinary base setting; close the rubric	4	4	3	3	5	9	pour or rinse at the local place	4	4	4	5	4	13	let the liquor drain at the lower outlet	5	5	4	5	2	17	let the liquor drain at the lower outlet		0.43	REVERSED
0275fbf14e07935b0a45	okeey	7	f81v|f82r|f83r	keep gently warmed	keep gently warmed	5	4	5	5	3	16	mix the preparation thoroughly	5	5	5	5	2	18	add warmed water	4	3	4	5	6	10	mix the preparation thoroughly	keep gently warmed when directly flanked by a heat card	0.49	REVERSED
1645e612504fcef59ced	qokain	7	f81v|f82r|f83r	then put it in	then put it in	5	5	5	5	2	18	add the measured ingredient	5	5	5	5	1	19	open the upper inlet	3	3	3	4	7	6	add the measured ingredient		0.55	IMPROVED
7a4bb8136330ee4e6e56	chor	7	f10r|f55v|f83r	the prepared liquid	the prepared or expressed liquor	5	5	5	5	1	19	the expressed juice	5	4	4	5	3	15	from the source just named	3	4	5	4	6	10	the prepared or expressed liquor	expressed juice in a Herbal plant-part clause	0.54	IMPROVED
e0b630cb1b5df5e7105b	cthy	7	f10r|f11r|f83r	when prepared and ready	when the preparation is ready	5	5	5	5	1	19	until it is warm	4	3	4	5	5	11	after straining clear	3	3	4	5	7	8	when the preparation is ready		0.59	RETAINED
308e8ea2d5d190c498e8	okal	6	f55v|f81v|f82r|f83r	combine the two portions	combine the two portions	5	5	5	5	2	18	mix the two portions with warm water	5	5	5	5	1	19	use the lower vessel	3	3	4	4	7	7	mix the two portions with warm water		0.49	IMPROVED
4d4559019a961b834aa1	char	5	f10r|f81v|f82r|f83r	of the same	of the same	4	4	5	5	4	14	then continue	4	5	5	5	3	16	repeat the foregoing preparation	5	5	5	5	2	18	repeat the foregoing preparation	of the same when it directly governs a following noun-like card	0.46	REVERSED
259b2b3b0bf859882e2c	schedy	4	f81v|f82r|f83r	finish this application; close the rubric	finish this application; close the rubric	4	4	4	4	4	12	strain the application and set it aside	5	5	4	5	2	17	give the ordinary bath	3	3	4	5	7	8	strain the application and set it aside		0.40	REVERSED
2cc054357a929df85f64	cho	4	f56r	thereafter	thereafter	4	5	3	5	4	13	the flowering tops	5	5	3	5	2	16	the tender stem	3	3	3	5	6	8	the flowering tops		0.45	REVERSED
2cc8bb3c2af19607888f	chckhy	4	f81v|f82r	through the joined channels	pass the liquor through the joined conduits	5	5	5	5	1	19	keep the member immersed	4	4	5	5	4	14	at the second opening	3	3	5	4	7	8	pass the liquor through the joined conduits		0.53	IMPROVED
b5df9126607030b95175	shey	4	f11r|f82r|f83r	until it becomes clear	until the liquor runs clear	5	5	5	5	1	19	repeat the washing	3	3	4	5	7	8	use clean water	4	3	4	5	6	10	until the liquor runs clear		0.58	IMPROVED
28ffbc88b97772a75f1e	qolchedy	3	f81v|f82r|f83r	retain the combined mixture; close the rubric	retain the combined mixture; close the rubric	5	5	5	5	2	18	keep the combined mixture covered	5	5	5	5	1	19	strain the mixed liquor	3	3	4	5	7	8	keep the combined mixture covered		0.43	IMPROVED
3b70942557b3a40e8030	olkeedy	3	f81v|f83r	let it settle; close the rubric	let the liquor settle	5	5	5	5	1	19	cool the bath	4	3	4	5	5	11	pour into the lower vessel	3	3	4	4	7	7	let the liquor settle		0.55	RETAINED
54d0e228ca346110af05	sotaiin	3	f82r|f83r	for the same duration	for the same duration	5	5	5	5	1	19	keep it for the stated time	5	5	5	5	1	19	repeat after one interval	3	3	4	5	7	8	keep it for the stated time		0.56	IMPROVED
87411f84689b4f93a303	qokchdy	3	f81v|f83r	heat once; close the rubric	heat once; close the rubric	5	5	5	5	1	19	warm it gently once	5	5	5	5	1	19	boil it strongly	3	3	4	4	8	6	warm it gently once		0.55	IMPROVED
90bcf0a9ec0ef56399e6	qotal	3	f83r	toward the lower outlet	toward the lower outlet	5	5	5	5	1	19	apply below the waist	4	3	4	4	5	10	use a lower measure	3	3	4	3	7	6	toward the lower outlet		0.47	RETAINED
9ad66e67803a12e745de	qokchy	3	f10r|f56r	use the fresh preparation	use the fresh preparation	5	5	5	5	1	19	use the freshly pounded preparation	5	5	5	5	1	19	take the flowering tops	4	3	3	5	5	10	use the freshly pounded preparation		0.52	IMPROVED
9da1b6ac2c929daea697	kain	3	f81v|f83r	one measured share	one measured share	5	5	5	5	1	19	one measured portion	5	5	5	5	1	19	one vesselful	4	4	4	5	4	13	one measured portion		0.56	IMPROVED
d68bc8de3bcee09db23c	shckhedy	3	f81v|f83r	strain completely; close the rubric	strain completely; close the rubric	5	5	5	5	1	19	strain it thoroughly through cloth	5	5	5	5	1	19	let it steep until ready	4	3	4	5	5	11	strain it thoroughly through cloth	strain it a second time when immediately repeated	0.57	IMPROVED
d904bf7b044dd3922781	cheky	3	f81v|f83r	at gentle heat	at a gentle heat	5	5	5	5	1	19	until lukewarm	4	4	5	5	4	14	in the broad vessel	3	3	4	4	7	7	at a gentle heat		0.55	RETAINED
