tuple_id	surface_forms	events	folios	v16_incumbent	selected_default	conditioned_second_sense	confidence	revision_status	special_sense_count	rival_1	rival_1_context	rival_1_cross_page	rival_1_portability	rival_1_historical	rival_1_economy	rival_1_total	rival_2	rival_2_context	rival_2_cross_page	rival_2_portability	rival_2_historical	rival_2_economy	rival_2_total	rival_3	rival_3_context	rival_3_cross_page	rival_3_portability	rival_3_historical	rival_3_economy	rival_3_total	selection_reason
de7321bface5628e35d6	lchedy	8	f82r|f83r	leave at the ordinary base setting; close the rubric	leave it standing in the lower vessel, then end the instruction	leave it standing in place where no lower vessel is active	.39	IMPROVED	1	leave at the ordinary base setting; close the rubric	17	17	19	14	15	82	leave it standing in the lower vessel, then end the instruction	19	18	19	19	16	91	draw off the lower liquid and stop	14	13	17	18	13	75	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
0275fbf14e07935b0a45	okeey|qokeey	7	f81v|f82r|f83r	keep gently warmed	keep it lukewarm		.47	IMPROVED	0	keep gently warmed	20	19	20	19	18	96	keep it lukewarm	20	20	20	20	18	98	mix it thoroughly	15	14	18	19	16	82	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
1645e612504fcef59ced	okain|qokain	7	f81v|f82r|f83r	then put it in	add one measured portion to the vessel	put it into the named place when the measure is inherited	.45	IMPROVED	1	then put it in	18	17	20	19	17	91	add one measured portion to the vessel	20	19	20	20	16	95	take the next ingredient	15	14	17	19	14	79	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
7a4bb8136330ee4e6e56	chor|or|shor|sor	7	f10r|f55v|f83r	the prepared liquid	the prepared decoction or working liquor		.38	IMPROVED	0	the prepared liquid	19	18	20	18	17	92	the prepared decoction or working liquor	20	19	20	20	16	95	from the source vessel	14	13	16	18	15	76	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
e0b630cb1b5df5e7105b	checthy|cthy|shcthy	7	f10r|f11r|f83r	when prepared and ready	when the preparation is ready		.46	IMPROVED	0	when prepared and ready	20	19	20	19	18	96	when the preparation is ready	20	20	20	20	18	98	continue until ready	17	16	19	19	16	87	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
308e8ea2d5d190c498e8	okal|qokal	6	f55v|f81v|f82r|f83r	combine the two portions	mix the two portions together		.44	IMPROVED	0	combine the two portions	19	19	20	19	17	94	mix the two portions together	20	20	20	20	18	98	work it in clean warm water	15	13	17	19	14	78	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
4d4559019a961b834aa1	char|dar|sar	5	f10r|f81v|f82r|f83r	of the same	from the same batch	of the same pictured simple in Herbal prose	.43	IMPROVED	1	of the same	18	17	20	20	16	91	from the same batch	20	19	20	20	17	96	then continue	14	13	17	20	16	80	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
259b2b3b0bf859882e2c	dchedy|schedy|tchedy	4	f81v|f82r|f83r	finish this application; close the rubric	finish this treatment, then end the instruction		.38	IMPROVED	0	finish this application; close the rubric	19	18	20	18	17	92	finish this treatment, then end the instruction	20	19	20	20	18	97	set the preparation aside and stop	15	15	18	19	15	82	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
2cc054357a929df85f64	cho|sho	4	f56r	thereafter	thereafter take the following detail		.45	IMPROVED	0	thereafter	19	20	18	20	18	95	thereafter take the following detail	20	20	19	20	17	96	of the same plant	14	16	8	19	14	71	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
2cc8bb3c2af19607888f	chckhy|shckhy	4	f81v|f82r	through the joined channels	through the connected channels	through the connected stalks only in a pictured-plant clause	.35	RETAINED	1	through the joined channels	19	18	18	18	16	89	through the connected channels	20	19	19	19	17	94	immerse the linked part	16	15	18	18	14	81	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
b5df9126607030b95175	cheey|shey	4	f11r|f82r|f83r	until it becomes clear	until the liquor runs clear	until the expressed juice runs clear in Herbal prose	.42	IMPROVED	1	until it becomes clear	19	19	20	19	18	95	until the liquor runs clear	20	20	20	20	18	98	until the first opening appears	14	12	14	17	13	70	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
28ffbc88b97772a75f1e	olchedy|qolchedy	3	f81v|f82r|f83r	retain the combined mixture; close the rubric	reserve the mixed liquor, then end the instruction		.37	IMPROVED	0	retain the combined mixture; close the rubric	19	19	20	18	17	93	reserve the mixed liquor, then end the instruction	20	20	20	20	18	98	let the mixture enter and stop	15	13	17	18	14	77	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
3b70942557b3a40e8030	olkeedy|solkeedy	3	f81v|f83r	let it settle; close the rubric	let the liquor settle, then end the instruction		.40	IMPROVED	0	let it settle; close the rubric	20	20	20	19	18	97	let the liquor settle, then end the instruction	20	20	20	20	18	98	cool it fully and stop	16	15	18	19	16	84	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
54d0e228ca346110af05	otaiin|sotaiin	3	f82r|f83r	for the same duration	for the same interval as before		.38	IMPROVED	0	for the same duration	19	19	20	20	18	96	for the same interval as before	20	20	20	20	18	98	in the same quantity as before	15	14	18	20	16	83	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
87411f84689b4f93a303	qokchdy	3	f81v|f83r	heat once; close the rubric	heat it once, then end the instruction		.37	IMPROVED	0	heat once; close the rubric	19	19	20	19	18	95	heat it once, then end the instruction	20	20	20	20	18	98	stir once and stop	16	15	18	19	16	84	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
90bcf0a9ec0ef56399e6	otal|qotal	3	f83r	toward the lower outlet	toward the lower outlet		.36	RETAINED	0	toward the lower outlet	20	20	18	19	18	95	into the lower vessel	18	17	18	20	17	90	from the same lower part	14	13	15	18	14	74	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
9ad66e67803a12e745de	chokchy|okchy|qokchy	3	f10r|f56r	use the fresh preparation	use the freshly prepared remedy		.41	IMPROVED	0	use the fresh preparation	19	20	18	19	18	94	use the freshly prepared remedy	20	20	19	20	17	96	take the fresh root	16	17	7	20	15	75	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
9da1b6ac2c929daea697	chkain|kain	3	f81v|f83r	one measured share	one measured portion		.39	IMPROVED	0	one measured share	19	20	20	20	18	97	one measured portion	20	20	20	20	18	98	the first opening	14	13	16	17	14	74	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
d68bc8de3bcee09db23c	shckhedy	3	f81v|f83r	strain completely; close the rubric	strain it once through cloth, then end the instruction	immediate repetition orders a second straining	.41	IMPROVED	1	strain completely; close the rubric	19	18	20	19	17	93	strain it once through cloth, then end the instruction	20	20	20	20	17	97	rinse the connected channel and stop	15	14	17	18	14	78	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
d904bf7b044dd3922781	cheky	3	f81v|f83r	at gentle heat	over a gentle heat		.41	IMPROVED	0	at gentle heat	20	20	20	20	18	98	over a gentle heat	20	20	20	20	18	98	in the broad vessel	14	13	16	19	15	77	highest all-occurrence fit; ties prefer the ordinary c.1420 recipe/register phrase needing fewer inherited repairs
