card_no	component_parse	actual_reading_de	predicted_reading_from_other_cards_de	component_tests	components	components_predicted	composition_status	occurrences	event_ids	sections	primitive_program	workshop_use
PROC011	OK+Y	ansetzen · dies	ansetzen · dies	OK=PASS:ansetzen|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	3	E011|E091|E095	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC012	OT+CH+OL	danach · abziehen · fortsetzen	danach · abziehen · fortsetzen	OT=PASS:danach|CH=PASS:abziehen|OL=PASS:fortsetzen	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E012	HERBAL	SOURCE_DRAW	BUILD_FROM_STEMS
PROC013	OL	fortsetzen	fortsetzen	OL=PASS:fortsetzen	1	1	LEAVE_ONE_CARD_COMPOSITIONAL	19	E013|E027|E029|E106|E110|E114|E121|E124|E133|E135|E148|E154|E295|E324|E343|E366|E370|E376|E378	HERBAL|BIOLOGICAL	CONTINUE_USE	BUILD_FROM_STEMS
PROC014	CTH+Y	bereit · dies	bereit · dies	CTH=PASS:bereit|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	7	E014|E016|E054|E271|E279|E289|E310	HERBAL|BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC015	Y+CH+E+OR	dies · abziehen · kurz · Ansatz	dies · abziehen · kurz · Ansatz	Y=PASS:dies|CH=PASS:abziehen|E=PASS:kurz|OR=PASS:Ansatz	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E015	HERBAL	SOURCE_DRAW	BUILD_FROM_STEMS
PROC016	OR	Ansatz	Ansatz	OR=PASS:Ansatz	1	1	LEAVE_ONE_CARD_COMPOSITIONAL	7	E017|E025|E033|E034|E071|E254|E348	HERBAL|BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC017	CTH+AIIN	bereit · Maß	bereit · Maß	CTH=PASS:bereit|AIIN=PASS:Maß	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E018	HERBAL	METER_CHECK	BUILD_FROM_STEMS
PROC018	O+CTH+OL+Y	Arbeitsgang · bereit · fortsetzen · dies	Arbeitsgang · bereit · fortsetzen · dies	O=PASS:Arbeitsgang|CTH=PASS:bereit|OL=PASS:fortsetzen|Y=PASS:dies	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E019	HERBAL	CONTINUE_USE	BUILD_FROM_STEMS
PROC019	Y	dies	dies	Y=PASS:dies	1	1	LEAVE_ONE_CARD_COMPOSITIONAL	18	E020|E021|E023|E035|E037|E048|E050|E055|E072|E132|E170|E208|E232|E234|E273|E277|E349|E380	HERBAL|BIOLOGICAL	MOVE_PASS	BUILD_FROM_STEMS
PROC020	OT+CH+OR	danach · abziehen · Ansatz	danach · abziehen · Ansatz	OT=PASS:danach|CH=PASS:abziehen|OR=PASS:Ansatz	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	2	E024|E080	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC021	OT+OL	danach · fortsetzen	danach · fortsetzen	OT=PASS:danach|OL=PASS:fortsetzen	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E026	HERBAL	CONTINUE_USE	BUILD_FROM_STEMS
PROC022	OL+OR	fortsetzen · Ansatz	fortsetzen · Ansatz	OL=PASS:fortsetzen|OR=PASS:Ansatz	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	2	E028|E113	HERBAL|BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC023	O+Y+K+OR	Arbeitsgang · dies · zuführen · Ansatz	Arbeitsgang · dies · zuführen · Ansatz	O=PASS:Arbeitsgang|Y=PASS:dies|K=PASS:zuführen|OR=PASS:Ansatz	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E032	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC024	K+IIN	zuführen · Sollstufe	zuführen · Sollstufe	K=PASS:zuführen|IIN=PASS:Sollstufe	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E036	HERBAL	METER_CHECK	BUILD_FROM_STEMS
PROC025	CH+O+AIIN	abziehen · Arbeitsgang · Maß	abziehen · Arbeitsgang · Maß	CH=PASS:abziehen|O=PASS:Arbeitsgang|AIIN=PASS:Maß	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E038	HERBAL	SOURCE_DRAW	BUILD_FROM_STEMS
PROC026	T+SH+OL	eintragen · halten · fortsetzen	eintragen · halten · fortsetzen	T=PASS:eintragen|SH=PASS:halten|OL=PASS:fortsetzen	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E039	HERBAL	HOLD_STATE	BUILD_FROM_STEMS
PROC027	SH+O+AL	halten · Arbeitsgang · Zielstelle	halten · Arbeitsgang · Zielstelle	SH=PASS:halten|O=PASS:Arbeitsgang|AL=PASS:Zielstelle	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E040	HERBAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC028	CFHY	auswringen	?	CFHY=NO_OTHER_INVARIANT	1	0	LEARNED_WHOLE_CARD	1	E041	HERBAL	SOURCE_DRAW	RECALL_EXACT_CARD
PROC029	SH+Y+AIIN	halten · dies · Maß	halten · dies · Maß	SH=PASS:halten|Y=PASS:dies|AIIN=PASS:Maß	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E042	HERBAL	METER_CHECK	BUILD_FROM_STEMS
PROC030	P+Y	hinein · dies	hinein · dies	P=PASS:hinein|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E043	HERBAL	MOVE_PASS	BUILD_FROM_STEMS
PROC031	WHOLE[cheey|shey]	Empfangsbestand	NONE	NO_ALIGNED_COMPONENT_TEST	1	0	LEARNED_WHOLE_CARD	4	E044|E197|E203|E353	HERBAL|BIOLOGICAL	HOLD_STATE	RECALL_EXACT_CARD
PROC032	T+CH+O+DY	eintragen · abziehen · Arbeitsgang · Schluss	eintragen · abziehen · Arbeitsgang · Schluss	T=PASS:eintragen|CH=PASS:abziehen|O=PASS:Arbeitsgang|DY=PASS:Schluss	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E045	HERBAL	SOURCE_DRAW>CLOSE	BUILD_FROM_STEMS
PROC033	SH+O+Y+T+Y	halten · Arbeitsgang · dies · eintragen · dies	halten · Arbeitsgang · dies · eintragen · dies	SH=PASS:halten|O=PASS:Arbeitsgang|Y=PASS:dies|T=PASS:eintragen|Y=PASS:dies	5	5	LEAVE_ONE_CARD_COMPOSITIONAL	1	E046	HERBAL	HOLD_STATE	BUILD_FROM_STEMS
PROC034	OL	fortsetzen	fortsetzen	OL=PASS:fortsetzen	1	1	LEAVE_ONE_CARD_COMPOSITIONAL	2	E047|E083	HERBAL	CONTINUE_USE	BUILD_FROM_STEMS
PROC035	K+Y	zuführen · dies	zuführen · dies	K=PASS:zuführen|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E049	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC036	OT+Y	danach · dies	danach · dies	OT=PASS:danach|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E052	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC037	OK+OL	ansetzen · fortsetzen	ansetzen · fortsetzen	OK=PASS:ansetzen|OL=PASS:fortsetzen	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E053	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC038	OK+AIIN	ansetzen · Maß	ansetzen · Maß	OK=PASS:ansetzen|AIIN=PASS:Maß	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	9	E056|E102|E180|E181|E219|E236|E243|E256|E270	HERBAL|BIOLOGICAL	METER_CHECK	BUILD_FROM_STEMS
PROC039	Y+K+AIN	dies · zuführen · Portion	dies · zuführen · Portion	Y=PASS:dies|K=PASS:zuführen|AIN=PASS:Portion	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E058	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC040	Y+K+AIN	dies · zuführen · Portion	dies · zuführen · Portion	Y=PASS:dies|K=PASS:zuführen|AIN=PASS:Portion	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E059	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC041	O+DY	Arbeitsgang · Schluss	Arbeitsgang · Schluss	O=PASS:Arbeitsgang|DY=PASS:Schluss	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E060	HERBAL	CONTINUE_USE>CLOSE	BUILD_FROM_STEMS
PROC042	CHD+Y	umsetzen · dies	umsetzen · dies	CHD=PASS:umsetzen|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	11	E062|E123|E145|E244|E252|E287|E304|E319|E328|E342|E372	HERBAL|BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC043	TALAM	verwahren	?	TALAM=NO_OTHER_INVARIANT	1	0	LEARNED_WHOLE_CARD	1	E063	HERBAL	CONTINUE_USE	RECALL_EXACT_CARD
PROC044	Y+K+AIIN	dies · zuführen · Maß	dies · zuführen · Maß	Y=PASS:dies|K=PASS:zuführen|AIIN=PASS:Maß	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E064	HERBAL	METER_CHECK	BUILD_FROM_STEMS
PROC045	CHEO+AR	abziehen · kurz · Arbeitsgang · von dort	NONE	NO_ALIGNED_COMPONENT_TEST	2	0	LEARNED_WHOLE_CARD	1	E065	HERBAL	SOURCE_DRAW	RECALL_EXACT_CARD
PROC046	CHK+EE+Y	wärmen · länger · dies	wärmen · länger · dies	CHK=PASS:wärmen|EE=PASS:länger|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	2	E066|E333	HERBAL|BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC047	OL+DY	fortsetzen · Schluss	fortsetzen · Schluss	OL=PASS:fortsetzen|DY=PASS:Schluss	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	2	E067|E337	HERBAL|BIOLOGICAL	CONTINUE_USE>CLOSE	BUILD_FROM_STEMS
PROC048	OK+AL	ansetzen · Zielstelle	ansetzen · Zielstelle	OK=PASS:ansetzen|AL=PASS:Zielstelle	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	6	E069|E104|E152|E172|E186|E241	HERBAL|BIOLOGICAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC049	OL+T+Y	fortsetzen · eintragen · dies	fortsetzen · eintragen · dies	OL=PASS:fortsetzen|T=PASS:eintragen|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E070	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC050	OR+AIN	Ansatz · Portion	Ansatz · Portion	OR=PASS:Ansatz|AIN=PASS:Portion	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E073	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC051	HO+CH+OR	Gabe · abziehen · Ansatz	Gabe · abziehen · Ansatz	HO=PASS:Gabe|CH=PASS:abziehen|OR=PASS:Ansatz	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E074	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC052	HO	Gabe	Gabe	HO=PASS:Gabe	1	1	LEAVE_ONE_CARD_COMPOSITIONAL	4	E075|E078|E088|E094	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC053	HO+AL+Y	Gabe · Zielstelle · dies	Gabe · Zielstelle · dies	HO=PASS:Gabe|AL=PASS:Zielstelle|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E076	HERBAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC054	K+OL	zuführen · fortsetzen	zuführen · fortsetzen	K=PASS:zuführen|OL=PASS:fortsetzen	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E079	HERBAL	MOVE_PASS	BUILD_FROM_STEMS
PROC055	AL	Zielstelle	Zielstelle	AL=PASS:Zielstelle	1	1	LEAVE_ONE_CARD_COMPOSITIONAL	10	E082|E109|E156|E166|E214|E268|E272|E278|E359|E365	HERBAL|BIOLOGICAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC056	HO+Y	Gabe · dies	Gabe · dies	HO=PASS:Gabe|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E084	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC057	CH+EE+CKH+O+DY	abziehen · länger · Durchlass · Arbeitsgang · Schluss	abziehen · länger · Durchlass · Arbeitsgang · Schluss	CH=PASS:abziehen|EE=PASS:länger|CKH=PASS:Durchlass|O=PASS:Arbeitsgang|DY=PASS:Schluss	5	5	LEAVE_ONE_CARD_COMPOSITIONAL	1	E086	HERBAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC058	SH	halten	halten	SH=PASS:halten	1	1	LEAVE_ONE_CARD_COMPOSITIONAL	1	E087	HERBAL	HOLD_STATE	BUILD_FROM_STEMS
PROC059	K+E+Y	zuführen · kurz · dies	zuführen · kurz · dies	K=PASS:zuführen|E=PASS:kurz|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E089	HERBAL	HOLD_STATE	BUILD_FROM_STEMS
PROC060	OK+OK+Y	ansetzen · ansetzen · dies	ansetzen · ansetzen · dies	OK=PASS:ansetzen|OK=PASS:ansetzen|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E090	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC061	OK+CHEO	ansetzen · abziehen · kurz · Arbeitsgang	NONE	NO_ALIGNED_COMPONENT_TEST	2	0	LEARNED_WHOLE_CARD	1	E092	HERBAL	ACTIVATE_CHARGE	RECALL_EXACT_CARD
PROC062	K+AL	zuführen · Zielstelle	zuführen · Zielstelle	K=PASS:zuführen|AL=PASS:Zielstelle	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E093	HERBAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC063	K+HO+AR	zuführen · Gabe · von dort	zuführen · Gabe · von dort	K=PASS:zuführen|HO=PASS:Gabe|AR=PASS:von dort	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E096	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC064	OT+O+AIN	danach · Arbeitsgang · Portion	danach · Arbeitsgang · Portion	OT=PASS:danach|O=PASS:Arbeitsgang|AIN=PASS:Portion	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E097	HERBAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC065	OT+Y	danach · dies	danach · dies	OT=PASS:danach|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	2	E098|E321	HERBAL|BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC066	K+E+OL	zuführen · kurz · fortsetzen	zuführen · kurz · fortsetzen	K=PASS:zuführen|E=PASS:kurz|OL=PASS:fortsetzen	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E099	HERBAL	HOLD_STATE	BUILD_FROM_STEMS
PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen · kurz · Schluss	OK=PASS:ansetzen|E=PASS:kurz|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	8	E101|E137|E138|E259|E294|E297|E318|E335	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC068	K+AIR	zuführen · Lauf	zuführen · Lauf	K=PASS:zuführen|AIR=PASS:Lauf	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E103	BIOLOGICAL	MOVE_PASS	BUILD_FROM_STEMS
PROC069	K+AIN	zuführen · Portion	zuführen · Portion	K=PASS:zuführen|AIN=PASS:Portion	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	3	E107|E257|E354	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC070	OL+K+AIN	fortsetzen · zuführen · Portion	fortsetzen · zuführen · Portion	OL=PASS:fortsetzen|K=PASS:zuführen|AIN=PASS:Portion	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	2	E108|E358	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC071	R+OL	abkühlen · fortsetzen	abkühlen · fortsetzen	R=PASS:abkühlen|OL=PASS:fortsetzen	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E111	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC072	L	führen	führen	L=PASS:führen	1	1	LEAVE_ONE_CARD_COMPOSITIONAL	2	E112|E129	BIOLOGICAL	MOVE_PASS	BUILD_FROM_STEMS
PROC073	SH+E+CKH+AL	halten · kurz · Durchlass · Zielstelle	halten · kurz · Durchlass · Zielstelle	SH=PASS:halten|E=PASS:kurz|CKH=PASS:Durchlass|AL=PASS:Zielstelle	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E115	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC074	OK+EE+AL	ansetzen · länger · Zielstelle	ansetzen · länger · Zielstelle	OK=PASS:ansetzen|EE=PASS:länger|AL=PASS:Zielstelle	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E117	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC075	CKH+Y	Durchlass · dies	Durchlass · dies	CKH=PASS:Durchlass|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	4	E119|E128|E139|E179	BIOLOGICAL	MOVE_PASS	BUILD_FROM_STEMS
PROC076	CHD+DY	umsetzen · Schluss	umsetzen · Schluss	CHD=PASS:umsetzen|DY=PASS:Schluss	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	4	E120|E167|E239|E283	BIOLOGICAL	MOVE_PASS>CLOSE	BUILD_FROM_STEMS
PROC077	SH+K+CHD+DY	halten · zuführen · umsetzen · Schluss	halten · zuführen · umsetzen · Schluss	SH=PASS:halten|K=PASS:zuführen|CHD=PASS:umsetzen|DY=PASS:Schluss	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E122	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC078	SHED+DY	absetzen · Schluss	absetzen · Schluss	SHED=PASS:absetzen|DY=PASS:Schluss	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	12	E125|E136|E155|E163|E192|E255|E266|E314|E325|E336|E347|E361	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	fortsetzen · umsetzen · Schluss	OL=PASS:fortsetzen|CHD=PASS:umsetzen|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	3	E126|E168|E242	BIOLOGICAL	MOVE_PASS>CLOSE	BUILD_FROM_STEMS
PROC080	OK+AIN	ansetzen · Portion	ansetzen · Portion	OK=PASS:ansetzen|AIN=PASS:Portion	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	7	E127|E169|E198|E200|E288|E341|E352	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC081	R+AL	abkühlen · Zielstelle	abkühlen · Zielstelle	R=PASS:abkühlen|AL=PASS:Zielstelle	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E130	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	ansetzen · umsetzen · Schluss	OK=PASS:ansetzen|CHD=PASS:umsetzen|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	3	E131|E284|E363	BIOLOGICAL	ACTIVATE_CHARGE>CLOSE	BUILD_FROM_STEMS
PROC083	CHK+E+Y	wärmen · kurz · dies	wärmen · kurz · dies	CHK=PASS:wärmen|E=PASS:kurz|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	3	E134|E164|E339	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC084	LSH+O	Waschgang · Arbeitsgang	Waschgang · Arbeitsgang	LSH=PASS:Waschgang|O=PASS:Arbeitsgang	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E141	BIOLOGICAL	CONTINUE_USE	BUILD_FROM_STEMS
PROC085	OK+E+Y	ansetzen · kurz · dies	ansetzen · kurz · dies	OK=PASS:ansetzen|E=PASS:kurz|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	2	E142|E220	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC086	LSH+E+DY	Waschgang · kurz · Schluss	Waschgang · kurz · Schluss	LSH=PASS:Waschgang|E=PASS:kurz|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	2	E143|E144	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC087	SOLK+Y	auffangen · dies	auffangen · dies	SOLK=PASS:auffangen|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E146	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC088	L+CHD+AL	führen · umsetzen · Zielstelle	führen · umsetzen · Zielstelle	L=PASS:führen|CHD=PASS:umsetzen|AL=PASS:Zielstelle	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E147	BIOLOGICAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC089	OT+AR	danach · von dort	danach · von dort	OT=PASS:danach|AR=PASS:von dort	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E149	BIOLOGICAL	SOURCE_DRAW	BUILD_FROM_STEMS
PROC090	T+E+Y	eintragen · kurz · dies	eintragen · kurz · dies	T=PASS:eintragen|E=PASS:kurz|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E150	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss	ansetzen · umsetzen · Schluss	OK=PASS:ansetzen|CHD=PASS:umsetzen|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	2	E151|E264	BIOLOGICAL	ACTIVATE_CHARGE>CLOSE	BUILD_FROM_STEMS
PROC092	OK+EE+Y	ansetzen · länger · dies	ansetzen · länger · dies	OK=PASS:ansetzen|EE=PASS:länger|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	7	E153|E175|E194|E205|E293|E317|E322	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC093	E+OL	kurz · fortsetzen	kurz · fortsetzen	E=PASS:kurz|OL=PASS:fortsetzen	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E157	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC094	CHD+DY	umsetzen · Schluss	umsetzen · Schluss	CHD=PASS:umsetzen|DY=PASS:Schluss	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E158	BIOLOGICAL	MOVE_PASS>CLOSE	BUILD_FROM_STEMS
PROC095	L+Y	führen · dies	führen · dies	L=PASS:führen|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E159	BIOLOGICAL	MOVE_PASS	BUILD_FROM_STEMS
PROC096	SH+E+OL	halten · kurz · fortsetzen	halten · kurz · fortsetzen	SH=PASS:halten|E=PASS:kurz|OL=PASS:fortsetzen	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E160	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC097	O+IIN	Arbeitsgang · Sollstufe	Arbeitsgang · Sollstufe	O=PASS:Arbeitsgang|IIN=PASS:Sollstufe	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	2	E161|E309	BIOLOGICAL	METER_CHECK	BUILD_FROM_STEMS
PROC098	SOLK+EE+DY	auffangen · länger · Schluss	auffangen · länger · Schluss	SOLK=PASS:auffangen|EE=PASS:länger|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	3	E162|E229|E291	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC099	SH+CKHE+DY	halten · Durchlass · kurz · Schluss	NONE	NO_ALIGNED_COMPONENT_TEST	3	0	LEARNED_WHOLE_CARD	3	E165|E330|E331	BIOLOGICAL	HOLD_STATE>CLOSE	RECALL_EXACT_CARD
