joint_tuple_id	page_host	surface_examples	corrected_host_class	corrected_host_value_German	host_decision	host_reason	formal_additions	retained_local_creative_expansion_German	translation_status	events	pages
b9d7b6d68209a9019e7a	chor	chochor	EXPLORATORY_LOCAL_FAMILY	möglicherweise Sammel-/Beschaffungszeit	DO_NOT_USE_AS_DEFAULT_STEM	2 Karten, 3 Ereignisse im selben Herbal-Deutungsraum	BESCHAFFUNGSZEIT(chor) + exakte Koordinate c199e523e70f794422c4 + lizenzierte Eintrittsform	beschaffe den Bildbesitzer im Frühjahr	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f56r
2f1c5e56e8f0ff459065	aiin	aiin|chaiin|daiin|saiin|taiin	RECURRENT_WHOLE_CARD	Maß-/Standardkarte	NOT_A_STEM_ONE_CARD_ONLY	20 Ereignisse, aber nur eine exakte Kartenart; Wiederholung belegt Kartenwert, kein Paradigma	QUANTITAET(aiin) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	Ein vorgeschriebenes Maß	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	20	f10r|f11r|f55v|f56r|f81v|f82r|f83r
78b3b3140714da19090d	al	daldy	PROVISIONAL_RELATION_FAMILY	Ziel- oder Parallelstation	RETAIN_LOW_CONFIDENCE_AXIS	2 Karten, 11 Ereignisse; gemeinsame Richtung nur breit	ZIEL(al) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	richte den Vorgang auf die zweite Station, wiederhole und schließe	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f82r
dd0ecaf5e27d81befffc	al	al|chal|cheal|dal|sal|tal	PROVISIONAL_RELATION_FAMILY	Ziel- oder Parallelstation	RETAIN_LOW_CONFIDENCE_AXIS	2 Karten, 11 Ereignisse; gemeinsame Richtung nur breit	ZIEL(al) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	führe den Bestand an die bezeichnete Zielstation	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	10	f56r|f81v|f82r|f83r
bc4f1f5c006c74a4d26d	e	cheedy|shedy|tedy	PROVISIONAL_STATE_FAMILY	Vorgang bis zu einer Zustandsgrenze führen	RETAIN_LOW_CONFIDENCE_AXIS	2 Karten, 14 Ereignisse; Bereitschaft/Klarheit können auch aus Kontext und DY stammen	ZUSTANDSGRENZE(e) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	führe den Vorgang bis zur Bereitschaft und schließe den Schritt	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	12	f81v|f82r|f83r
c45ebac60774620561e2	e	otedy	PROVISIONAL_STATE_FAMILY	Vorgang bis zu einer Zustandsgrenze führen	RETAIN_LOW_CONFIDENCE_AXIS	2 Karten, 14 Ereignisse; Bereitschaft/Klarheit können auch aus Kontext und DY stammen	ZUSTANDSGRENZE(e) + exakte Koordinate b4cf3d4564167ed1daee + lizenzierte Eintrittsform	führe den Vorgang bis zur Klarheit und schließe den Schritt	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	2	f83r
de7321bface5628e35d6	lche	lchedy	RECURRENT_WHOLE_CARD	lokale Ablaufkarte	NOT_A_STEM_ONE_CARD_ONLY	8 Ereignisse, eine Karte	ABLAUF(lche) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	führe den verbrauchten Bestand in den unteren Empfänger ab und schließe	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	8	f82r|f83r
276a7c2d74d1143446f4	oky	choky|oky|qoky	RECURRENT_WHOLE_CARD	lokale Verwendungskarte	NOT_A_STEM_ONE_CARD_ONLY	10 Ereignisse, eine Karte	AKTIVE_VERWENDUNG(oky) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	verwende den aktivierten gegenwärtigen Anteil	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	10	f10r|f56r|f81v|f82r|f83r
6f7ff8287eddf4da9fdb	y	chdy|chedy	UNASSIGNED_HOST	UNBEKANNT	REJECT_V45_STEM_GLOSS	3 Karten: Stoffträger, Mischhandlung und Habitat; keine belastbare Schnittmenge	AKTUELLER_TRAEGER(y) + exakte Koordinate 3733a056ae04c4305665 + lizenzierte Eintrittsform	bearbeite den aktuellen Stoff gleichmäßig und schließe den Schritt	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	11	f55v|f81v|f83r
b921a237be883a820352	y	chey|chy|dy|shy|sy|y	UNASSIGNED_HOST	UNBEKANNT	REJECT_V45_STEM_GLOSS	3 Karten: Stoffträger, Mischhandlung und Habitat; keine belastbare Schnittmenge	AKTUELLER_TRAEGER(y) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	der gegenwärtig geführte Stoff oder Anteil	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	18	f10r|f11r|f55v|f81v|f82r|f83r
c10aec6d4dd877ec8bd8	y	choy	UNASSIGNED_HOST	UNBEKANNT	REJECT_V45_STEM_GLOSS	3 Karten: Stoffträger, Mischhandlung und Habitat; keine belastbare Schnittmenge	AKTUELLER_TRAEGER(y) + exakte Koordinate c199e523e70f794422c4 + lizenzierte Eintrittsform	der gegenwärtige Bildbesitzer am feucht-schattigen Standort	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f56r
04a3877f0fc81b7597c9	l	ldy	FORMAL_CONNECTION_AXIS	angeschlossene Station oder Fortsetzung	RETAIN_LOW_CONFIDENCE_AXIS	5 Karten, 26 Ereignisse; keine gemeinsame Gegenstandsbedeutung	ANSCHLUSS(l) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	führe den Bestand in den Nachlauf ab und schließe den Schritt	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	2	f82r|f83r
0f18de177ed7c878bf95	l	dl	FORMAL_CONNECTION_AXIS	angeschlossene Station oder Fortsetzung	RETAIN_LOW_CONFIDENCE_AXIS	5 Karten, 26 Ereignisse; keine gemeinsame Gegenstandsbedeutung	ANSCHLUSS(l) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	das an der nachgeordneten Station bereitgestellte Öl	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	2	f81v
1b1ffdd869fb1429ad03	l	oldy	FORMAL_CONNECTION_AXIS	angeschlossene Station oder Fortsetzung	RETAIN_LOW_CONFIDENCE_AXIS	5 Karten, 26 Ereignisse; keine gemeinsame Gegenstandsbedeutung	ANSCHLUSS(l) + exakte Koordinate fc65210860ff69184fdd + lizenzierte Eintrittsform	koche im nachgeordneten Arbeitsschritt sanft und schließe ihn	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	2	f55v|f83r
29e0eb222ef2fb99523a	l	lar	FORMAL_CONNECTION_AXIS	angeschlossene Station oder Fortsetzung	RETAIN_LOW_CONFIDENCE_AXIS	5 Karten, 26 Ereignisse; keine gemeinsame Gegenstandsbedeutung	ANSCHLUSS(l) + exakte Koordinate dda0ce94b28cdae70cfa + lizenzierte Eintrittsform	schließe den nachgeordneten Ablauf	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f82r
dcda95c81a5460feb191	l	cheol|chol|ol|qol|sol|tol	FORMAL_CONNECTION_AXIS	angeschlossene Station oder Fortsetzung	RETAIN_LOW_CONFIDENCE_AXIS	5 Karten, 26 Ereignisse; keine gemeinsame Gegenstandsbedeutung	ANSCHLUSS(l) + exakte Koordinate c199e523e70f794422c4 + lizenzierte Eintrittsform	knüpfe an den bereits eingeführten Ansatz an	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	19	f10r|f81v|f83r
e0b630cb1b5df5e7105b	cthy	checthy|cthy|shcthy	RECURRENT_WHOLE_CARD	lokale Bereitschaftskarte	NOT_A_STEM_ONE_CARD_ONLY	7 Ereignisse, eine Karte	BEREITSCHAFT(cthy) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	sobald der aktive Ansatz gebrauchsfertig ist	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	7	f10r|f11r|f83r
54d0e228ca346110af05	ot	otaiin|sotaiin	FORMAL_RELATION_AXIS	markierten Bezug, Parameter oder Weg wählen	RETAIN_LOW_CONFIDENCE_AXIS	3 Karten, 7 Ereignisse; gemeinsamer Wert abstrakt	MARKIERTER_GEGENPOSTEN(ot) + exakte Koordinate 62c544e4108c60c3227b + lizenzierte Eintrittsform	verwende für den markierten Gegenposten dieselbe Dauer wie zuvor	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	3	f82r|f83r
90bcf0a9ec0ef56399e6	ot	otal|qotal	FORMAL_RELATION_AXIS	markierten Bezug, Parameter oder Weg wählen	RETAIN_LOW_CONFIDENCE_AXIS	3 Karten, 7 Ereignisse; gemeinsamer Wert abstrakt	MARKIERTER_GEGENPOSTEN(ot) + exakte Koordinate 9a86ad2c9bcdc4433a17 + lizenzierte Eintrittsform	führe zum markierten nachgeordneten Ablauf	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	3	f83r
b6b654722e55729cc947	ot	otar	FORMAL_RELATION_AXIS	markierten Bezug, Parameter oder Weg wählen	RETAIN_LOW_CONFIDENCE_AXIS	3 Karten, 7 Ereignisse; gemeinsamer Wert abstrakt	MARKIERTER_GEGENPOSTEN(ot) + exakte Koordinate dda0ce94b28cdae70cfa + lizenzierte Eintrittsform	wähle danach den markierten unteren Ablauf	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f81v
b5df9126607030b95175	ey	cheey|shey	RECURRENT_WHOLE_CARD	lokale Sollzustandskarte	NOT_A_STEM_ONE_CARD_ONLY	4 Ereignisse, aber nur eine exakte Karte; sichtbares -ey ist nicht produktiv	PRUEFZUSTAND(ey) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	führe den Vorgang bis zum verlangten sichtbaren Endzustand	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	4	f11r|f82r|f83r
7db18b2f0fb7ed0fcfd3	oke	qokedy	RECURRENT_WHOLE_CARD	lokale Spülkarte	NOT_A_STEM_ONE_CARD_ONLY	8 Ereignisse, eine Karte	SPUELGANG(oke) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	führe den aktivierten Spülgang einmal aus und schließe	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	8	f81v|f83r
0275fbf14e07935b0a45	okeey	okeey|qokeey	RECURRENT_WHOLE_CARD	lokale Temperierkarte	NOT_A_STEM_ONE_CARD_ONLY	7 Ereignisse, eine Karte	TEMPERIEREN(okeey) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	bringe das aktive Medium auf lauwarmen Arbeitszustand	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	7	f81v|f82r|f83r
601b77449028deed39de	ch	otchdy	UNASSIGNED_HOST	UNBEKANNT	REJECT_V45_STEM_GLOSS	nur 2 Ereignisse; Trennen/Abziehen wurde aus lokalen Übersetzungen zurückprojiziert	TRENNEN(ch) + exakte Koordinate b4cf3d4564167ed1daee + lizenzierte Eintrittsform	trenne den flüssigen Bestand durch Abziehen und schließe	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f83r
d225b7a7b95da7aee437	ch	dchdy	UNASSIGNED_HOST	UNBEKANNT	REJECT_V45_STEM_GLOSS	nur 2 Ereignisse; Trennen/Abziehen wurde aus lokalen Übersetzungen zurückprojiziert	TRENNEN(ch) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	trenne den flüssigen Bestand durch klares Seihen und schließe	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f81v
2cc8bb3c2af19607888f	ckhy	chckhy|shckhy	RECURRENT_WHOLE_CARD	lokale Verbindungswegkarte	NOT_A_STEM_ONE_CARD_ONLY	4 Ereignisse, eine Karte	VERBUNDENER_WEG(ckhy) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	führe den Bestand durch die verbundenen Läufe	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	4	f81v|f82r
dec401773c1f0347793d	olor	cholor|olor	RECURRENT_WHOLE_CARD	lokale Voransatz-Produktkarte	NOT_A_STEM_ONE_CARD_ONLY	2 Ereignisse, eine Karte	VORQUELLENPRODUKT(olor) + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	entnimm das bereitete Produkt des Voransatzes	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	2	f10r|f81v
5e8441397e7c0faf042b	chy	chedchy	UNASSIGNED_HOST	UNBEKANNT	REJECT_V45_STEM_GLOSS	nur 2 verschieden konstruierte Ereignisse; Wärme-/Anwendungswert zirkulär	WARME_UEBERFUEHRUNG(chy) + exakte Koordinate 3733a056ae04c4305665 + lizenzierte Eintrittsform	überführe das erwärmte Wasser in die Anwendung	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f83r
a48efd6c4491a046ba78	chy	qotchy	UNASSIGNED_HOST	UNBEKANNT	REJECT_V45_STEM_GLOSS	nur 2 verschieden konstruierte Ereignisse; Wärme-/Anwendungswert zirkulär	WARME_UEBERFUEHRUNG(chy) + exakte Koordinate f217eb91add9e43ad300 + lizenzierte Eintrittsform	überführe das warme Blattmedium als Auflage in die Anwendung	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f11r
259b2b3b0bf859882e2c	che	dchedy|schedy|tchedy	UNASSIGNED_HOST	UNBEKANNT	REJECT_V45_STEM_GLOSS	2 Karten; gemeinsamer Flüssigkeitsschritt nicht unabhängig belegt	FLUESSIGKEITSHANDLUNG(che) + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	führe den örtlichen Flüssigkeitsschritt als Spülung aus und schließe	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	4	f81v|f82r|f83r
4de12cf322dfb76ded1e	che	otchedy|qotchedy	UNASSIGNED_HOST	UNBEKANNT	REJECT_V45_STEM_GLOSS	2 Karten; gemeinsamer Flüssigkeitsschritt nicht unabhängig belegt	FLUESSIGKEITSHANDLUNG(che) + exakte Koordinate b4cf3d4564167ed1daee + lizenzierte Eintrittsform	führe den örtlichen Flüssigkeitsschritt zu gleichen Teilen aus und schließe	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	2	f83r
2d2e37ccb2dacc53ee5a	olk	solkaiin	UNASSIGNED_HOST	UNBEKANNT	REJECT_V45_STEM_GLOSS	Tuch und Becken sind keine ausreichend enge gemeinsame Bedeutung	TRANSFERSTATION(olk) + exakte Koordinate 62c544e4108c60c3227b + lizenzierte Eintrittsform	durch ein Tuch	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f82r
94df4847b7b16c98394a	olk	olkain|qolkain	UNASSIGNED_HOST	UNBEKANNT	REJECT_V45_STEM_GLOSS	Tuch und Becken sind keine ausreichend enge gemeinsame Bedeutung	TRANSFERSTATION(olk) + exakte Koordinate fa436db0093634469c20 + lizenzierte Eintrittsform	das untere Becken	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	2	f81v|f83r
fcc1deda9e24ec268eb0	aiiin	daiiin	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern aiiin + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	die zweite Öffnung	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f83r
53cd0637c6820ba5e91f	ain	dain	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern ain + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	durch ein Tuch	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	2	f83r
12efe866f335461823a6	air	chair	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern air + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	gib Rotwein hinzu	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f10r
8aedd154964a78e555d6	airy	dairydy	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern airy + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	gebrauche sie sofort und beende den Schritt	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f83r
e026af581c99322fbd46	ala	talam	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern ala + exakte Koordinate c63952e1036200b3720a + lizenzierte Eintrittsform	wasche die wunde Stelle einmal	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f55v
2bc2ed2630dbdaaa6b59	alch	dalchdy	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern alch + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	behalte den Rückstand und beende den Schritt	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f83r
d788d8d72d41b25a3c71	alror	chealror	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern alror + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	bis der Strom klar wird	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f83r
4d4559019a961b834aa1	ar	char|dar|sar	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern ar + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	nimm daraus, aus demselben bereits eingeführten Ansatz	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	5	f10r|f81v|f82r|f83r
0bdc8b6db811b4e67a63	ary	chary	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern ary + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	und lasse es abkühlen	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f83r
bdad9f9ea8b80f141496	cfhy	cfhy	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern cfhy + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	bevor sich die Blütenkrone öffnet	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f11r
b154ff779abe5f196c80	ched	schedair	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern ched + exakte Koordinate 5db18e798bfd04493555 + lizenzierte Eintrittsform	ziehe die klare Flüssigkeit ab	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f83r
2e2027b1951d79911e24	cho	tchody	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern cho + exakte Koordinate b13789bf2874739e46f6 + lizenzierte Eintrittsform	lasse die geseihte Flüssigkeit offen abkühlen	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f11r
428a5e3662aa57b4b256	cho	schoal	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern cho + exakte Koordinate 9a86ad2c9bcdc4433a17 + lizenzierte Eintrittsform	vom schattigen Waldort	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f11r
d665560c8ff80799a82c	chol	dchol|schol	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern chol + exakte Koordinate fb61c4e2699f5c505886 + lizenzierte Eintrittsform	von diesem abgebildeten Simplex	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	2	f11r|f56r
e8a6105b5c3a6220b440	chol	qotchol	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern chol + exakte Koordinate f217eb91add9e43ad300 + lizenzierte Eintrittsform	wende sie warm an	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f10r
21ed2873b71e57269c08	ckh	chckhal	UNANALYZED_WHOLE_CARD	UNBEKANNT AUF HOSTEBENE	KEEP_ONLY_LOCAL_EXACT_CARD_EXPANSION	kein ausgewähltes produktives Hostparadigma	Ganzkartenkern ckh + exakte Koordinate 9a86ad2c9bcdc4433a17 + lizenzierte Eintrittsform	für die angegebene Dauer	LOCAL_CREATIVE_EXPANSION_NOT_STEM_EVIDENCE	1	f83r
