case	edition	paragraph	leaf	writer	source_atoms	source_types	target_groups	status	independent_meaning_confirmation_capacity
136	ZL3b	f105r|f105r.1-f105r.5	105	POSTFIX	122	27	56	UNKNOWN_SOURCE	0
137	ZL3b	f105r|f105r.6-f105r.10	105	PREFIX	122	27	39	UNKNOWN_SOURCE	0
138	ZL3b	f105r|f105r.6-f105r.10	105	POSTFIX	122	27	39	UNKNOWN_SOURCE	0
139	ZL3b	f105r|f105r.11-f105r.13	105	PREFIX	122	27	34	UNKNOWN_SOURCE	0
140	ZL3b	f105r|f105r.11-f105r.13	105	POSTFIX	122	27	34	UNKNOWN_SOURCE	0
141	ZL3b	f105r|f105r.14-f105r.16	105	PREFIX	122	27	31	UNKNOWN_SOURCE	0
142	ZL3b	f105r|f105r.14-f105r.16	105	POSTFIX	122	27	31	UNKNOWN_SOURCE	0
143	ZL3b	f105r|f105r.17-f105r.23	105	PREFIX	122	27	75	UNKNOWN_SOURCE	0
144	ZL3b	f105r|f105r.17-f105r.23	105	POSTFIX	122	27	75	UNKNOWN_SOURCE	0
145	ZL3b	f105r|f105r.24-f105r.25	105	PREFIX	122	27	19	UNKNOWN_SOURCE	0
146	ZL3b	f105r|f105r.24-f105r.25	105	POSTFIX	122	27	19	UNKNOWN_SOURCE	0
147	ZL3b	f105r|f105r.26-f105r.27	105	PREFIX	122	27	19	UNKNOWN_SOURCE	0
148	ZL3b	f105r|f105r.26-f105r.27	105	POSTFIX	122	27	19	UNKNOWN_SOURCE	0
149	ZL3b	f105r|f105r.28-f105r.30	105	PREFIX	122	27	33	UNKNOWN_SOURCE	0
150	ZL3b	f105r|f105r.28-f105r.30	105	POSTFIX	122	27	33	UNKNOWN_SOURCE	0
151	ZL3b	f105r|f105r.31-f105r.34	105	PREFIX	122	27	46	UNKNOWN_SOURCE	0
152	ZL3b	f105r|f105r.31-f105r.34	105	POSTFIX	122	27	46	UNKNOWN_SOURCE	0
153	ZL3b	f105r|f105r.35-f105r.37	105	PREFIX	122	27	27	CONTRADICTED_COMPLETE_EQUATION	0
154	ZL3b	f105r|f105r.35-f105r.37	105	POSTFIX	122	27	27	CONTRADICTED_COMPLETE_EQUATION	0
155	ZL3b	f105v|f105v.1-f105v.4	105	PREFIX	122	27	40	UNKNOWN_SOURCE	0
156	ZL3b	f105v|f105v.1-f105v.4	105	POSTFIX	122	27	40	UNKNOWN_SOURCE	0
157	ZL3b	f105v|f105v.5-f105v.7	105	PREFIX	122	27	30	UNKNOWN_SOURCE	0
158	ZL3b	f105v|f105v.5-f105v.7	105	POSTFIX	122	27	30	UNKNOWN_SOURCE	0
159	ZL3b	f105v|f105v.8-f105v.13	105	PREFIX	122	27	73	UNKNOWN_SOURCE	0
160	ZL3b	f105v|f105v.8-f105v.13	105	POSTFIX	122	27	73	UNKNOWN_SOURCE	0
161	ZL3b	f105v|f105v.14-f105v.17	105	PREFIX	122	27	45	UNKNOWN_SOURCE	0
162	ZL3b	f105v|f105v.14-f105v.17	105	POSTFIX	122	27	45	UNKNOWN_SOURCE	0
163	ZL3b	f105v|f105v.18-f105v.19	105	PREFIX	122	27	21	UNKNOWN_SOURCE	0
164	ZL3b	f105v|f105v.18-f105v.19	105	POSTFIX	122	27	21	UNKNOWN_SOURCE	0
165	ZL3b	f105v|f105v.20-f105v.22	105	PREFIX	122	27	28	UNKNOWN_SOURCE	0
166	ZL3b	f105v|f105v.20-f105v.22	105	POSTFIX	122	27	28	UNKNOWN_SOURCE	0
167	ZL3b	f105v|f105v.23-f105v.24	105	PREFIX	122	27	18	UNKNOWN_SOURCE	0
168	ZL3b	f105v|f105v.23-f105v.24	105	POSTFIX	122	27	18	UNKNOWN_SOURCE	0
169	ZL3b	f105v|f105v.25-f105v.28	105	PREFIX	122	27	40	UNKNOWN_SOURCE	0
170	ZL3b	f105v|f105v.25-f105v.28	105	POSTFIX	122	27	40	UNKNOWN_SOURCE	0
171	ZL3b	f105v|f105v.29-f105v.31	105	PREFIX	122	27	32	UNKNOWN_SOURCE	0
172	ZL3b	f105v|f105v.29-f105v.31	105	POSTFIX	122	27	32	UNKNOWN_SOURCE	0
173	ZL3b	f105v|f105v.32-f105v.38	105	PREFIX	122	27	72	UNKNOWN_SOURCE	0
174	ZL3b	f105v|f105v.32-f105v.38	105	POSTFIX	122	27	72	UNKNOWN_SOURCE	0
175	ZL3b	f106r|f106r.1-f106r.3	106	PREFIX	122	27	29	UNKNOWN_SOURCE	0
176	ZL3b	f106r|f106r.1-f106r.3	106	POSTFIX	122	27	29	UNKNOWN_SOURCE	0
177	ZL3b	f106r|f106r.4-f106r.7	106	PREFIX	122	27	39	UNKNOWN_SOURCE	0
178	ZL3b	f106r|f106r.4-f106r.7	106	POSTFIX	122	27	39	UNKNOWN_SOURCE	0
179	ZL3b	f106r|f106r.8-f106r.9	106	PREFIX	122	27	18	UNKNOWN_SOURCE	0
180	ZL3b	f106r|f106r.8-f106r.9	106	POSTFIX	122	27	18	UNKNOWN_SOURCE	0
181	ZL3b	f106r|f106r.10-f106r.12	106	PREFIX	122	27	26	CONTRADICTED_COMPLETE_EQUATION	0
182	ZL3b	f106r|f106r.10-f106r.12	106	POSTFIX	122	27	26	CONTRADICTED_COMPLETE_EQUATION	0
183	ZL3b	f106r|f106r.13-f106r.14	106	PREFIX	122	27	19	UNKNOWN_SOURCE	0
184	ZL3b	f106r|f106r.13-f106r.14	106	POSTFIX	122	27	19	UNKNOWN_SOURCE	0
185	ZL3b	f106r|f106r.15-f106r.17	106	PREFIX	122	27	28	UNKNOWN_SOURCE	0
186	ZL3b	f106r|f106r.15-f106r.17	106	POSTFIX	122	27	28	UNKNOWN_SOURCE	0
187	ZL3b	f106r|f106r.18-f106r.21	106	PREFIX	122	27	37	UNKNOWN_SOURCE	0
188	ZL3b	f106r|f106r.18-f106r.21	106	POSTFIX	122	27	37	UNKNOWN_SOURCE	0
189	ZL3b	f106r|f106r.22-f106r.23	106	PREFIX	122	27	20	UNKNOWN_SOURCE	0
190	ZL3b	f106r|f106r.22-f106r.23	106	POSTFIX	122	27	20	UNKNOWN_SOURCE	0
191	ZL3b	f106r|f106r.24-f106r.26	106	PREFIX	122	27	22	CONTRADICTED_COMPLETE_EQUATION	0
192	ZL3b	f106r|f106r.24-f106r.26	106	POSTFIX	122	27	22	CONTRADICTED_COMPLETE_EQUATION	0
193	ZL3b	f106r|f106r.27-f106r.31	106	PREFIX	122	27	52	UNKNOWN_SOURCE	0
194	ZL3b	f106r|f106r.27-f106r.31	106	POSTFIX	122	27	52	UNKNOWN_SOURCE	0
195	ZL3b	f106r|f106r.32-f106r.33	106	PREFIX	122	27	19	UNKNOWN_SOURCE	0
196	ZL3b	f106r|f106r.32-f106r.33	106	POSTFIX	122	27	19	UNKNOWN_SOURCE	0
197	ZL3b	f106r|f106r.34-f106r.35	106	PREFIX	122	27	14	UNKNOWN_SOURCE	0
198	ZL3b	f106r|f106r.34-f106r.35	106	POSTFIX	122	27	14	UNKNOWN_SOURCE	0
199	ZL3b	f106r|f106r.36-f106r.37	106	PREFIX	122	27	13	UNKNOWN_SOURCE	0
200	ZL3b	f106r|f106r.36-f106r.37	106	POSTFIX	122	27	13	UNKNOWN_SOURCE	0
201	ZL3b	f106r|f106r.38-f106r.41	106	PREFIX	122	27	39	UNKNOWN_SOURCE	0
202	ZL3b	f106r|f106r.38-f106r.41	106	POSTFIX	122	27	39	UNKNOWN_SOURCE	0
203	ZL3b	f106r|f106r.42-f106r.47	106	PREFIX	122	27	57	UNKNOWN_SOURCE	0
204	ZL3b	f106r|f106r.42-f106r.47	106	POSTFIX	122	27	57	UNKNOWN_SOURCE	0
205	ZL3b	f106v|f106v.1-f106v.4	106	PREFIX	122	27	45	UNKNOWN_SOURCE	0
206	ZL3b	f106v|f106v.1-f106v.4	106	POSTFIX	122	27	45	UNKNOWN_SOURCE	0
207	ZL3b	f106v|f106v.5-f106v.8	106	PREFIX	122	27	40	UNKNOWN_SOURCE	0
208	ZL3b	f106v|f106v.5-f106v.8	106	POSTFIX	122	27	40	UNKNOWN_SOURCE	0
209	ZL3b	f106v|f106v.9-f106v.10	106	PREFIX	122	27	17	UNKNOWN_SOURCE	0
210	ZL3b	f106v|f106v.9-f106v.10	106	POSTFIX	122	27	17	UNKNOWN_SOURCE	0
211	ZL3b	f106v|f106v.11-f106v.14	106	PREFIX	122	27	39	UNKNOWN_SOURCE	0
212	ZL3b	f106v|f106v.11-f106v.14	106	POSTFIX	122	27	39	UNKNOWN_SOURCE	0
213	ZL3b	f106v|f106v.15-f106v.17	106	PREFIX	122	27	25	UNKNOWN_SOURCE	0
214	ZL3b	f106v|f106v.15-f106v.17	106	POSTFIX	122	27	25	UNKNOWN_SOURCE	0
215	ZL3b	f106v|f106v.18-f106v.19	106	PREFIX	122	27	19	UNKNOWN_SOURCE	0
216	ZL3b	f106v|f106v.18-f106v.19	106	POSTFIX	122	27	19	UNKNOWN_SOURCE	0
217	ZL3b	f106v|f106v.20-f106v.21	106	PREFIX	122	27	17	UNKNOWN_SOURCE	0
218	ZL3b	f106v|f106v.20-f106v.21	106	POSTFIX	122	27	17	UNKNOWN_SOURCE	0
219	ZL3b	f106v|f106v.22-f106v.25	106	PREFIX	122	27	38	UNKNOWN_SOURCE	0
220	ZL3b	f106v|f106v.22-f106v.25	106	POSTFIX	122	27	38	UNKNOWN_SOURCE	0
221	ZL3b	f106v|f106v.26-f106v.27	106	PREFIX	122	27	17	CONTRADICTED_COMPLETE_EQUATION	0
222	ZL3b	f106v|f106v.26-f106v.27	106	POSTFIX	122	27	17	CONTRADICTED_COMPLETE_EQUATION	0
223	ZL3b	f106v|f106v.28-f106v.31	106	PREFIX	122	27	34	UNKNOWN_SOURCE	0
224	ZL3b	f106v|f106v.28-f106v.31	106	POSTFIX	122	27	34	UNKNOWN_SOURCE	0
225	ZL3b	f106v|f106v.32-f106v.33	106	PREFIX	122	27	19	UNKNOWN_SOURCE	0
226	ZL3b	f106v|f106v.32-f106v.33	106	POSTFIX	122	27	19	UNKNOWN_SOURCE	0
227	ZL3b	f106v|f106v.34-f106v.36	106	PREFIX	122	27	28	UNKNOWN_SOURCE	0
228	ZL3b	f106v|f106v.34-f106v.36	106	POSTFIX	122	27	28	UNKNOWN_SOURCE	0
229	ZL3b	f106v|f106v.37-f106v.39	106	PREFIX	122	27	26	UNKNOWN_SOURCE	0
230	ZL3b	f106v|f106v.37-f106v.39	106	POSTFIX	122	27	26	UNKNOWN_SOURCE	0
231	ZL3b	f106v|f106v.40-f106v.41	106	PREFIX	122	27	21	CONTRADICTED_COMPLETE_EQUATION	0
232	ZL3b	f106v|f106v.40-f106v.41	106	POSTFIX	122	27	21	CONTRADICTED_COMPLETE_EQUATION	0
233	ZL3b	f106v|f106v.42-f106v.47	106	PREFIX	122	27	59	UNKNOWN_SOURCE	0
234	ZL3b	f106v|f106v.42-f106v.47	106	POSTFIX	122	27	59	UNKNOWN_SOURCE	0
235	ZL3b	f107r|f107r.1-f107r.3	107	PREFIX	122	27	31	CONTRADICTED_COMPLETE_EQUATION	0
236	ZL3b	f107r|f107r.1-f107r.3	107	POSTFIX	122	27	31	CONTRADICTED_COMPLETE_EQUATION	0
237	ZL3b	f107r|f107r.4-f107r.7	107	PREFIX	122	27	37	UNKNOWN_SOURCE	0
238	ZL3b	f107r|f107r.4-f107r.7	107	POSTFIX	122	27	37	UNKNOWN_SOURCE	0
239	ZL3b	f107r|f107r.8-f107r.12	107	PREFIX	122	27	50	UNKNOWN_SOURCE	0
240	ZL3b	f107r|f107r.8-f107r.12	107	POSTFIX	122	27	50	UNKNOWN_SOURCE	0
241	ZL3b	f107r|f107r.13-f107r.17	107	PREFIX	122	27	43	UNKNOWN_SOURCE	0
242	ZL3b	f107r|f107r.13-f107r.17	107	POSTFIX	122	27	43	UNKNOWN_SOURCE	0
243	ZL3b	f107r|f107r.18-f107r.20	107	PREFIX	122	27	25	UNKNOWN_SOURCE	0
244	ZL3b	f107r|f107r.18-f107r.20	107	POSTFIX	122	27	25	UNKNOWN_SOURCE	0
245	ZL3b	f107r|f107r.21-f107r.23	107	PREFIX	122	27	25	UNKNOWN_SOURCE	0
246	ZL3b	f107r|f107r.21-f107r.23	107	POSTFIX	122	27	25	UNKNOWN_SOURCE	0
247	ZL3b	f107r|f107r.24-f107r.26	107	PREFIX	122	27	32	UNKNOWN_SOURCE	0
248	ZL3b	f107r|f107r.24-f107r.26	107	POSTFIX	122	27	32	UNKNOWN_SOURCE	0
249	ZL3b	f107r|f107r.27-f107r.29	107	PREFIX	122	27	24	UNKNOWN_SOURCE	0
250	ZL3b	f107r|f107r.27-f107r.29	107	POSTFIX	122	27	24	UNKNOWN_SOURCE	0
