event_id	page	record	statement_id	observed_surface	card_no	component_parse	semantic_source	semantic_value_de	local_action_de	card_roundtrip	surface_roundtrip	complete
E031	f10r	H2	H2-S002	dar	PROC003	AR	GENERATE_FROM_COMPONENTS_AND_FRAME	von dort	NON_ACTION_CONTRIBUTION	YES	YES	YES
E032	f10r	H2	H2-S003	oykchor	PROC023	O+Y+K+OR	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten zuführen	zugeben	YES	YES	YES
E033	f10r	H2	H2-S003	shor	PROC016	OR	GENERATE_FROM_COMPONENTS_AND_FRAME	Ansatz	NON_ACTION_CONTRIBUTION	YES	YES	YES
E034	f10r	H2	H2-S003	chor	PROC016	OR	GENERATE_FROM_COMPONENTS_AND_FRAME	Ansatz	NON_ACTION_CONTRIBUTION	YES	YES	YES
E035	f10r	H2	H2-S003	chy	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E036	f10r	H2	H2-S003	kaiiin	PROC024	K+IIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten zuführen bis Sollstufe	zugeben	YES	YES	YES
E037	f10r	H2	H2-S003	dy	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E038	f10r	H2	H2-S003	chodaiin	PROC025	CH+O+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den Arbeitsgang nach vorgeschriebenes Maß abziehen	abziehen	YES	YES	YES
E039	f11r	H3	H3-S001	tshol	PROC026	T+SH+OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten eintragen und halten	eintragen + halten	YES	YES	YES
E040	f11r	H3	H3-S001	schoal	PROC027	SH+O+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den Arbeitsgang an bezeichnete Stelle halten	an Ort halten	YES	YES	YES
E041	f11r	H3	H3-S001	cfhy	PROC028	CFH+Y	LEARN_SPECIALIST_VALUE_OR_INNER_ATOM	diesen Posten auswringen	auswringen	YES	YES	YES
E042	f11r	H3	H3-S001	shfydaiin	PROC029	SH+Y+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten nach vorgeschriebenes Maß halten	halten	YES	YES	YES
E043	f11r	H3	H3-S001	cphy	PROC030	P+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten hineingeben	hineingeben	YES	YES	YES
E044	f11r	H3	H3-S001	shey	PROC031	SH+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten länger halten	halten	YES	YES	YES
E045	f11r	H3	H3-S001	tchody	PROC032	T+CH+O+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den Arbeitsgang eintragen und abziehen; Schritt schließen	abschließend eintragen + abziehen	YES	YES	YES
E046	f11r	H3	H3-S002	shoyty	PROC033	SH+O+Y+T+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten halten und eintragen	halten + eintragen	YES	YES	YES
E047	f11r	H3	H3-S003	dchol	PROC034	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E048	f11r	H3	H3-S003	chy	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E049	f11r	H3	H3-S003	kchy	PROC035	K+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten zuführen	zugeben	YES	YES	YES
E050	f11r	H3	H3-S003	dy	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E051	f11r	H3	H3-S003	daiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E052	f11r	H3	H3-S004	qotchy	PROC036	OT+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E053	f11r	H3	H3-S004	okchol	PROC037	OK+OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten ansetzen	einsetzen	YES	YES	YES
E054	f11r	H3	H3-S004	cthy	PROC014	CTH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E055	f11r	H3	H3-S004	dy	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E056	f55v	H4	H4-S001	qokaiin	PROC038	OK+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	YES	YES	YES
E057	f55v	H4	H4-S001	chaiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E058	f55v	H4	H4-S001	ykain	PROC039	Y+K+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten nach Portion zuführen	dosiert zugeben	YES	YES	YES
E059	f55v	H4	H4-S001	ykan	PROC040	Y+K+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten nach Portion zuführen	zugeben	YES	YES	YES
E060	f55v	H4	H4-S001	ody	PROC041	O+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	Arbeitsgang; Schritt schließen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E061	f55v	H4	H4-S002	daiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E062	f55v	H4	H4-S002	chedy	PROC042	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten umsetzen	abmessen und umsetzen	YES	YES	YES
E063	f55v	H4	H4-S002	talam	PROC043	TALAM	LEARN_SPECIALIST_VALUE_OR_INNER_ATOM	den laufenden Posten verwahren	verwahren	YES	YES	YES
E064	f55v	H4	H4-S003	ykaiin	PROC044	Y+K+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten nach vorgeschriebenes Maß zuführen	dosiert zugeben	YES	YES	YES
E065	f55v	H4	H4-S003	cheoar	PROC045	CH+E+O+AR	GENERATE_FROM_COMPONENTS_AND_FRAME	den Arbeitsgang von dort kurz abziehen	entnehmen	YES	YES	YES
E066	f55v	H4	H4-S003	cheeky	PROC046	CHK+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten länger wärmen	temperieren	YES	YES	YES
E067	f55v	H4	H4-S003	oldy	PROC047	OL+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen; Schritt schließen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E068	f55v	H4	H4-S004	aiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E069	f55v	H4	H4-S004	okal	PROC048	OK+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	YES	YES	YES
E070	f55v	H4	H4-S004	oltchy	PROC049	OL+T+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen diesen Posten eintragen	eintragen	YES	YES	YES
E071	f55v	H4	H4-S004	or	PROC016	OR	GENERATE_FROM_COMPONENTS_AND_FRAME	Ansatz	NON_ACTION_CONTRIBUTION	YES	YES	YES
E072	f55v	H4	H4-S004	y	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E073	f55v	H4	H4-S004	orain	PROC050	OR+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	Ansatz · Portion	NON_ACTION_CONTRIBUTION	YES	YES	YES
E074	f56r	H5	H5-S001	chochor	PROC051	HO+CH+OR	GENERATE_FROM_COMPONENTS_AND_FRAME	den Gabe und Ansatz abziehen	abziehen	YES	YES	YES
E075	f56r	H5	H5-S001	cho	PROC052	HO	GENERATE_FROM_COMPONENTS_AND_FRAME	Gabe	NON_ACTION_CONTRIBUTION	YES	YES	YES
E076	f56r	H5	H5-S001	chodaly	PROC053	HO+AL+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	Gabe · bezeichnete Stelle · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E077	f56r	H5	H5-S001	daiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E078	f56r	H5	H5-S001	sho	PROC052	HO	GENERATE_FROM_COMPONENTS_AND_FRAME	Gabe	NON_ACTION_CONTRIBUTION	YES	YES	YES
E079	f56r	H5	H5-S001	kchol	PROC054	K+OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten zuführen	zuführen	YES	YES	YES
E080	f56r	H5	H5-S001	otchor	PROC020	OT+CH+OR	GENERATE_FROM_COMPONENTS_AND_FRAME	danach den Ansatz abziehen	abziehen	YES	YES	YES
E081	f56r	H5	H5-S001	choky	PROC008	OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten in Einsatz bringen	einsetzen	YES	YES	YES
E082	f56r	H5	H5-S001	dal	PROC055	AL	GENERATE_FROM_COMPONENTS_AND_FRAME	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E083	f56r	H5	H5-S002	schol	PROC034	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E084	f56r	H5	H5-S002	choy	PROC056	HO+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	Gabe · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E085	f56r	H5	H5-S002	choky	PROC008	OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten in Einsatz bringen	anlegen	YES	YES	YES
E086	f56r	H5	H5-S002	cheeckhody	PROC057	CH+EE+CKH+O+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den Arbeitsgang durch Durchlass länger abziehen; Schritt schließen	ablaufen lassen	YES	YES	YES
E087	f56r	H5	H5-S003	sh	PROC058	SH	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten halten	halten	YES	YES	YES
E088	f56r	H5	H5-S003	cho	PROC052	HO	GENERATE_FROM_COMPONENTS_AND_FRAME	Gabe	NON_ACTION_CONTRIBUTION	YES	YES	YES
E089	f56r	H5	H5-S003	kchey	PROC059	K+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz zuführen	zugeben	YES	YES	YES
E090	f56r	H5	H5-S003	qokokchy	PROC060	OK+OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten ansetzen und ansetzen	einsetzen + einsetzen	YES	YES	YES
E091	f56r	H5	H5-S004	okchy	PROC011	OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten in Einsatz bringen	einsetzen	YES	YES	YES
E092	f56r	H5	H5-S004	chokcheo	PROC061	OK+CH+E+O	GENERATE_FROM_COMPONENTS_AND_FRAME	den Arbeitsgang kurz ansetzen und abziehen	ansetzen + abziehen	YES	YES	YES
E093	f56r	H5	H5-S004	kchal	PROC062	K+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle zuführen	zuführen	YES	YES	YES
E094	f56r	H5	H5-S005	sho	PROC052	HO	GENERATE_FROM_COMPONENTS_AND_FRAME	Gabe	NON_ACTION_CONTRIBUTION	YES	YES	YES
E095	f56r	H5	H5-S005	chokchy	PROC011	OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten in Einsatz bringen	ansetzen	YES	YES	YES
E096	f56r	H5	H5-S005	kchoar	PROC063	K+HO+AR	GENERATE_FROM_COMPONENTS_AND_FRAME	den Gabe von dort zuführen	zugeben	YES	YES	YES
E097	f56r	H5	H5-S005	sotodan	PROC064	OT+O+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · Arbeitsgang · Portion	NON_ACTION_CONTRIBUTION	YES	YES	YES
E098	f56r	H5	H5-S006	otchey	PROC065	OT+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E099	f56r	H5	H5-S006	keol	PROC066	K+E+OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten kurz zuführen	zugeben	YES	YES	YES
E100	f56r	H5	H5-S006	daiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E101	f81v	B1	B1-S001	qokedy	PROC067	OK+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E102	f81v	B1	B1-S002	okaiin	PROC038	OK+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	YES	YES	YES
E103	f81v	B1	B1-S002	kair	PROC068	K+AIR	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten durch laufender Bestand zuführen	einspeisen	YES	YES	YES
E104	f81v	B1	B1-S002	okal	PROC048	OK+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	YES	YES	YES
E105	f81v	B1	B1-S002	sar	PROC003	AR	GENERATE_FROM_COMPONENTS_AND_FRAME	von dort	NON_ACTION_CONTRIBUTION	YES	YES	YES
E106	f81v	B1	B1-S002	ol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E107	f81v	B1	B1-S002	kain	PROC069	K+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach Portion zuführen	dosiert zugeben	YES	YES	YES
E108	f81v	B1	B1-S002	olkain	PROC070	OL+K+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten nach Portion zuführen	dosiert zugeben	YES	YES	YES
E109	f81v	B1	B1-S002	al	PROC055	AL	GENERATE_FROM_COMPONENTS_AND_FRAME	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E110	f81v	B1	B1-S002	ol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E111	f81v	B1	B1-S002	rol	PROC071	R+OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten abkühlen	abkühlen lassen	YES	YES	YES
E112	f81v	B1	B1-S002	dl	PROC072	L	GENERATE_FROM_COMPONENTS_AND_FRAME	leiten	führen	YES	YES	YES
E113	f81v	B1	B1-S002	olor	PROC022	OL+OR	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen · Ansatz	NON_ACTION_CONTRIBUTION	YES	YES	YES
E114	f81v	B1	B1-S002	ol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E115	f81v	B1	B1-S002	sheckhal	PROC073	SH+E+CKH+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle durch Durchlass kurz halten	zurückhalten	YES	YES	YES
E116	f81v	B1	B1-S002	daiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E117	f81v	B1	B1-S002	qokeedal	PROC074	OK+EE+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle länger ansetzen	anlegen	YES	YES	YES
E118	f81v	B1	B1-S002	daiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E119	f81v	B1	B1-S002	chckhy	PROC075	CKH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E120	f81v	B1	B1-S002	schedy	PROC076	CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	überführen und den Schritt schließen	durchleiten	YES	YES	YES
E121	f81v	B1	B1-S003	qol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E122	f81v	B1	B1-S003	sshkchdy	PROC077	SH+K+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten halten und zuführen und umsetzen; Schritt schließen	halten + zugeben + überführen	YES	YES	YES
E123	f81v	B1	B1-S004	chedy	PROC042	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten umsetzen	umsetzen	YES	YES	YES
E124	f81v	B1	B1-S004	ol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E125	f81v	B1	B1-S004	shedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	absetzen lassen	YES	YES	YES
E126	f81v	B1	B1-S005	qolchedy	PROC079	OL+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	YES	YES	YES
E127	f81v	B1	B1-S006	qokain	PROC080	OK+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach Portion ansetzen	einsetzen	YES	YES	YES
E128	f81v	B1	B1-S006	shckhy	PROC075	CKH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E129	f81v	B1	B1-S006	dl	PROC072	L	GENERATE_FROM_COMPONENTS_AND_FRAME	leiten	durchleiten	YES	YES	YES
E130	f81v	B1	B1-S006	ral	PROC081	R+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle abkühlen	abkühlen lassen	YES	YES	YES
E131	f81v	B1	B1-S007	qokchdy	PROC082	OK+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	YES	YES	YES
E132	f81v	B1	B1-S008	chey	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E133	f81v	B1	B1-S008	ol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E134	f81v	B1	B1-S008	cheky	PROC083	CHK+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz wärmen	warm halten	YES	YES	YES
E135	f81v	B1	B1-S008	ol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E136	f81v	B1	B1-S008	shedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	absetzen lassen	YES	YES	YES
E137	f81v	B1	B1-S009	qokedy	PROC067	OK+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E138	f81v	B1	B1-S010	qokedy	PROC067	OK+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E139	f81v	B1	B1-S011	chckhy	PROC075	CKH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E140	f81v	B1	B1-S011	qoky	PROC008	OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten in Einsatz bringen	einleiten	YES	YES	YES
E141	f81v	B1	B1-S012	lsho	PROC084	LSH+O	GENERATE_FROM_COMPONENTS_AND_FRAME	den Arbeitsgang waschen	waschen	YES	YES	YES
E142	f81v	B1	B1-S012	qokey	PROC085	OK+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz ansetzen	wirken lassen	YES	YES	YES
E143	f81v	B1	B1-S012	lshedy	PROC086	LSH+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	YES	YES	YES
E144	f81v	B1	B1-S013	lshedy	PROC086	LSH+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	YES	YES	YES
E145	f81v	B1	B1-S014	chedy	PROC042	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten umsetzen	umsetzen	YES	YES	YES
E146	f81v	B1	B1-S014	qolky	PROC087	SOLK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten auffangen	auffangen	YES	YES	YES
E147	f81v	B1	B1-S014	lchedal	PROC088	L+CHD+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle führen und umsetzen	hinleiten + umfüllen	YES	YES	YES
E148	f81v	B1	B1-S014	qol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E149	f81v	B1	B1-S014	otar	PROC089	OT+AR	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · von dort	NON_ACTION_CONTRIBUTION	YES	YES	YES
