page	locus	section	language	hand	token_count	zl3b_line	v66_line_mode	v66_reader_mode	v65_compositional_translation_de	v66_selected_candidate	v66_selected_translation_de	v66_selected_changed_token_positions	v66_selected_changed_ordinals	v66_selected_compact_apparatus_de	v66_local_product_rivals_de	v66_status	v67_translation_de	v67_changed_token_positions	v67_changed_ordinals	v67_compact_apparatus_de	v67_local_rivals_de	v67_bound_span_notes_de	v67_word_count	v67_character_count	v67_status	v68_reader_mode	v68_clause_translation_de	v68_clause_count	v68_action_clause_count	v68_nominal_block_count	v68_action_clause_ids	v68_nominal_block_ids	v68_binding_ids	v68_clause_end_ordinals	v68_content_word_sequence_exact	v68_content_word_additions	v68_content_word_deletions	v68_content_word_reorders	v68_changed_punctuation	v68_status
f112r	f112r.36	S	B	3	6	sain ol checkhy olchain okeey olam	QUANTITY_LABEL	MENGEN_UND_ZUSTANDSLISTE	Samen, Charge II; Grundansatz; trockenes Arzneikompositum am Gradanfang; Holzansatz, trocken auf Stufe II; heißer Ansatz am Ende des Grades; ein Maß Holz.	share	Samen, Charge II; Grundansatz; trockenes Arzneikompositum am Gradanfang; Holzansatz, trocken auf Stufe II; heißer Ansatz am Ende des Grades; ein Maß Holz.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Samen, Charge II; Grundansatz; trockenes Arzneikompositum am Gradanfang; Holzansatz, trocken auf Stufe II; heißer Ansatz am Ende des Grades; ein Maß Holz.	0	NONE	NONE	NONE	NONE	22	154	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	QUANTITY_STATE_REGISTER	Samen, Charge II; Grundansatz; trockenes Arzneikompositum am Gradanfang; Holzansatz, trocken auf Stufe II; heißer Ansatz am Ende des Grades: ein Maß Holz.	1	0	1	NONE	1	f112r.36#5-6	6	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f112v	f112v.10	S	B	3	4	dain sheey okchedy oror	QUANTITY_LABEL	MENGEN_UND_ZUSTANDSLISTE	Feuchtgrad II; feucht am Ende des Grades; heiß-trockene Zubereitung, Mittelstufe erreicht; zwei Portionen.	share	Feuchtgrad II; feucht am Ende des Grades; heiß-trockene Zubereitung, Mittelstufe erreicht; zwei Portionen.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Feuchtgrad II; feucht am Ende des Grades; heiß-trockene Zubereitung, Mittelstufe erreicht; zwei Portionen.	0	NONE	NONE	NONE	NONE	13	106	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	QUANTITY_STATE_REGISTER	Feuchtgrad II; feucht am Ende des Grades; heiß-trockene Zubereitung, Mittelstufe erreicht: zwei Portionen.	1	0	1	NONE	1	f112v.10#3-4	4	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f113v	f113v.12	S	B	3	5	solchedy otsheody arl olchey oror	QUANTITY_LABEL	MENGEN_UND_ZUSTANDSLISTE	Bis zur Mittelstufe getrocknete Samenmasse; fertiges kalt angefeuchtetes Mazerat; erste Holzfraktion; Holzansatz, bis Mittelstufe getrocknet; zwei Portionen.	share	Bis zur Mittelstufe getrocknete Samenmasse; fertiges kalt angefeuchtetes Mazerat; erste Holzfraktion; Holzansatz, bis Mittelstufe getrocknet; zwei Portionen.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Bis zur Mittelstufe getrocknete Samenmasse; fertiges kalt angefeuchtetes Mazerat; Anteil I der Holzdroge; Holzansatz, bis Mittelstufe getrocknet; zwei Portionen.	1	3	#3 arl: erste Holzfraktion → Anteil I der Holzdroge [M008; LEARNED_WHOLE_WITH_SHARE_RENDERER]	#3 arl: Drogenanteil I; ein Pfund	NONE	19	161	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	QUANTITY_STATE_REGISTER	Bis zur Mittelstufe getrocknete Samenmasse; fertiges kalt angefeuchtetes Mazerat; Anteil I der Holzdroge; Holzansatz, bis Mittelstufe getrocknet; zwei Portionen.	1	0	1	NONE	1	NONE	5	1	0	0	0	0	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f113v	f113v.17	S	B	3	7	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Drei Teile der ersten Samenfraktion; mittlere Feuchtstufe erreicht; trocken gebundenes Holz, Form II; Fraktion I des heißen Holzansatzes; heißer Ansatz, Grad III; drei Portionen Krautdroge; hiervon eine Portion bis zur letzten Stufe abkühlen.	share	Drei Teile der ersten Samenfraktion; mittlere Feuchtstufe erreicht; trocken gebundenes Holz, Form II; Anteil I des heißen Holzansatzes; heißer Ansatz, Grad III; drei Portionen Krautdroge; hiervon eine Portion bis zur letzten Stufe abkühlen.	1	4	#4 olkar: Fraktion I des heißen Holzansatzes → Anteil I des heißen Holzansatzes [H011]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Drei Teile des Samenanteils I; mittlere Feuchtstufe erreicht; trocken gebundenes Holz, Form II; Anteil I des heißen Holzansatzes; heißer Ansatz, Grad III; drei Portionen Krautdroge; hiervon eine Portion bis zur letzten Stufe abkühlen.	1	1	#1 saraiin: drei Teile der ersten Samenfraktion → drei Teile des Samenanteils I [M009; COMPOSED_R_SHARE]	#1 saraiin: drei Teile des ersten Samenpostens	NONE	33	234	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	HYBRID_LIST_WITH_ACTION_ISLANDS	Drei Teile des Samenanteils I; mittlere Feuchtstufe erreicht; trocken gebundenes Holz, Form II; Anteil I des heißen Holzansatzes: heißer Ansatz, Grad III; drei Portionen Krautdroge. Hiervon eine Portion bis zur letzten Stufe abkühlen.	2	1	1	2	1	f113v.17#4-5	6|7	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f113v	f113v.3	S	B	3	7	sar aiin chotar okeeodar qokain olol olam	QUANTITY_LABEL	MENGEN_UND_ZUSTANDSLISTE	Erste Samenfraktion; Menge III; erste Fraktion des abgekühlten Trockenansatzes; erste abgemessene Fraktion des vollständig erhitzten Auszugs; heiß, Grad II; Holz-Grundansatz; ein Maß Holz.	share	Samenanteil I; Menge III; erste Fraktion des abgekühlten Trockenansatzes; erste abgemessene Fraktion des vollständig erhitzten Auszugs; heiß, Grad II; Holz-Grundansatz; ein Maß Holz.	1	1	#1 sar: erste Samenfraktion → Samenanteil I [C005]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Samenanteil I; Menge III; Anteil I des abgekühlten Trockenansatzes; Anteil I des vollständig erhitzten Auszugs; heiß, Grad II; Holz-Grundansatz; ein Maß Holz.	2	3|4	#3 chotar: erste Fraktion des abgekühlten Trockenansatzes → Anteil I des abgekühlten Trockenansatzes [M010; COMPOSED_AROUND_LEARNED_BODY] || #4 okeeodar: erste abgemessene Fraktion des vollständig erhitzten Auszugs → Anteil I des vollständig erhitzten Auszugs [M011; COMPOSED_AROUND_LEARNED_BODY]	#3 chotar: abgekühlter Trockenextrakt I || #4 okeeodar: abgemessener Anteil I des vollständig erhitzten Ansatzes	NONE	22	158	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	QUANTITY_STATE_REGISTER	Samenanteil I; Menge III; Anteil I des abgekühlten Trockenansatzes; Anteil I des vollständig erhitzten Auszugs; heiß, Grad II; Holz-Grundansatz: ein Maß Holz.	1	0	1	NONE	1	f113v.3#6-7	7	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f114r	f114r.24	S	B	3	13	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair	NOMINAL_REGISTER	ZUSTANDSLISTE	Drei Dosen bis zur Mittelstufe kalt-getrocknete Droge; abgemessener Drogenrohstoff I; Pflanzenteil; nachgetrocknetes Pulver, Form II; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; leicht angetrocknetes Arzneikompositum im Ansatz; eine Charge Trockenansatz; Drogenfraktion III; trocken-kalt am Gradanfang; Pulverzubereitung aus Trockengut; zweite Samenfraktion; Arzneikompositum in Grundform; abgemessene Fraktion II.	share	Drei Dosen bis zur Mittelstufe kalt-getrocknete Droge; abgemessener Drogenrohstoff I; Pflanzenteil; nachgetrocknetes Pulver, Form II; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; leicht angetrocknetes Arzneikompositum im Ansatz; eine Charge Trockenansatz; Drogenanteil III; trocken-kalt am Gradanfang; Pulverzubereitung aus Trockengut; Samenanteil II; Arzneikompositum in Grundform; abgemessener Anteil II.	3	8|11|13	#8 aiir: Drogenfraktion III → Drogenanteil III [H002] || #11 sair: zweite Samenfraktion → Samenanteil II [C006] || #13 dair: abgemessene Fraktion II → abgemessener Anteil II [C008]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Drei Dosen bis zur Mittelstufe kalt-getrocknete Droge; abgemessener Drogenrohstoff I; Pflanzenteil; nachgetrocknetes Pulver, Form II; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; leicht angetrocknetes Arzneikompositum im Ansatz; eine Charge Trockenansatz; Drogenanteil III; trocken-kalt am Gradanfang; Pulverzubereitung aus Trockengut; Samenanteil II; Arzneikompositum in Grundform; abgemessener Anteil II.	0	NONE	NONE	NONE	NONE	46	432	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	NOMINAL_REGISTER	Drei Dosen bis zur Mittelstufe kalt-getrocknete Droge; abgemessener Drogenrohstoff I; Pflanzenteil; nachgetrocknetes Pulver, Form II; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; leicht angetrocknetes Arzneikompositum im Ansatz; eine Charge Trockenansatz; Drogenanteil III; trocken-kalt am Gradanfang; Pulverzubereitung aus Trockengut; Samenanteil II; Arzneikompositum in Grundform; abgemessener Anteil II.	1	0	1	NONE	1	NONE	13	1	0	0	0	0	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f114r	f114r.26	S	B	3	10	ycheeodaiin olkaiir qokaiin chodaiin okar olkaiin okaiin cheody airoy olam	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Hiervon drei Dosen des zweiten Trockenansatzes abmessen; Fraktion III des heißen Holzansatzes; heiß, Grad III; Trockenansatz, Dosis III; Fraktion I des heißen Ansatzes; heiße Drogenbasis, Stufe III; heißer Ansatz, Grad III; getrocknete Masse; zweite Drogenfraktion als Grundansatz; ein Maß Holz.	share	Hiervon drei Dosen des zweiten Trockenansatzes abmessen; Anteil III des heißen Holzansatzes; heiß, Grad III; Trockenansatz, Dosis III; Anteil I des heißen Ansatzes; heiße Drogenbasis, Stufe III; heißer Ansatz, Grad III; getrocknete Masse; zweite Drogenfraktion als Grundansatz; ein Maß Holz.	2	2|5	#2 olkaiir: Fraktion III des heißen Holzansatzes → Anteil III des heißen Holzansatzes [H012] || #5 okar: Fraktion I des heißen Ansatzes → Anteil I des heißen Ansatzes [H006]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Hiervon drei Dosen des zweiten Trockenansatzes abmessen; Anteil III des heißen Holzansatzes; heiß, Grad III; Trockenansatz, Dosis III; Anteil I des heißen Ansatzes; heiße Drogenbasis, Stufe III; heißer Ansatz, Grad III; getrocknete Masse; Grundansatz aus Drogenanteil II; ein Maß Holz.	1	9	#9 airoy: zweite Drogenfraktion als Grundansatz → Grundansatz aus Drogenanteil II [M012; COMPOSED_R_SHARE]	#9 airoy: Drogenanteil II als Grundansatz	NONE	40	285	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	HYBRID_LIST_WITH_ACTION_ISLANDS	Hiervon drei Dosen des zweiten Trockenansatzes abmessen. Anteil III des heißen Holzansatzes; heiß, Grad III; Trockenansatz, Dosis III; Anteil I des heißen Ansatzes; heiße Drogenbasis, Stufe III; heißer Ansatz, Grad III; getrocknete Masse; Grundansatz aus Drogenanteil II; ein Maß Holz.	2	1	1	1	2	NONE	1|10	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f114v	f114v.36	S	B	3	11	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Kalt und feucht in der Mitte des Grades; abgemessene Rohstoffmenge I im Grundansatz; Pulverzubereitung; erhitztes Mazerat; kalt-trockene Zubereitung in der Mitte des Grades; nimm getrockneten Pulverstoff; drei Teile Pulverzubereitung nehmen; kalte Drogenfraktion I; Rohstoffklasse I; Rohstoffklasse I, heiß am Gradanfang; ein Maß Wurzel.	share	Kalt und feucht in der Mitte des Grades; abgemessene Rohstoffmenge I im Grundansatz; Pulverzubereitung; erhitztes Mazerat; kalt-trockene Zubereitung in der Mitte des Grades; nimm getrockneten Pulverstoff; drei Teile Pulverzubereitung nehmen; kalter Drogenanteil I; Rohstoffklasse I; Rohstoffklasse I, heiß am Gradanfang; ein Maß Wurzel.	1	8	#8 qotar: kalte Drogenfraktion I → kalter Drogenanteil I [H014]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Kalt und feucht in der Mitte des Grades; abgemessene Rohstoffmenge I im Grundansatz; Pulverzubereitung; erhitztes Mazerat; kalt-trockene Zubereitung in der Mitte des Grades; nimm getrockneten Pulverstoff; drei Teile Pulverzubereitung nehmen; kalter Drogenanteil I; Rohstoffklasse I; Rohstoffklasse I, heiß am Gradanfang; ein Maß Wurzel.	0	NONE	NONE	NONE	NONE	43	336	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	HYBRID_LIST_WITH_ACTION_ISLANDS	Kalt und feucht in der Mitte des Grades; abgemessene Rohstoffmenge I im Grundansatz; Pulverzubereitung; erhitztes Mazerat; kalt-trockene Zubereitung in der Mitte des Grades. Nimm getrockneten Pulverstoff. Drei Teile Pulverzubereitung nehmen. Kalter Drogenanteil I; Rohstoffklasse I; Rohstoffklasse I, heiß am Gradanfang; ein Maß Wurzel.	4	2	2	2|3	1|4	NONE	5|6|7|11	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f115r	f115r.1	S	B	@	11	fdar qopchol qochedain otedy cheop ol teeedy oroiir oechedy oteedy qotchedy	ACTION_SEQUENCE	ARBEITSGANG	Erste Blütenfraktion abmessen; nimm getrockneten Pulverstoff; zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen; kalter Ansatz, Mittelstufe erreicht; bis zur Mittelstufe getrocknet; Pulverstoff; vollständig abgekühlte Zubereitung, fertig; eine Portion der dritten Ansatzfraktion; fertige, bis zur Mittelstufe getrocknete Masse; kalter Ansatz am Ende des Grades; kalt-trockene Mittelstufe erreicht.	share	Erste Blütenfraktion abmessen; nimm getrockneten Pulverstoff; zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen; kalter Ansatz, Mittelstufe erreicht; bis zur Mittelstufe getrocknet; Pulverstoff; vollständig abgekühlte Zubereitung, fertig; eine Portion des Ansatzanteils III; fertige, bis zur Mittelstufe getrocknete Masse; kalter Ansatz am Ende des Grades; kalt-trockene Mittelstufe erreicht.	1	8	#8 oroiir: eine Portion der dritten Ansatzfraktion → eine Portion des Ansatzanteils III [C011]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Blütenanteil I abmessen; nimm getrockneten Pulverstoff; zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen; kalter Ansatz, Mittelstufe erreicht; bis zur Mittelstufe getrocknet; Pulverstoff; vollständig abgekühlte Zubereitung, fertig; eine Portion des Ansatzanteils III; fertige, bis zur Mittelstufe getrocknete Masse; kalter Ansatz am Ende des Grades; kalt-trockene Mittelstufe erreicht.	1	1	#1 fdar: erste Blütenfraktion abmessen → Blütenanteil I abmessen [M013; COMPOSED_AROUND_LOCAL_HEAD]	#1 fdar: Blütenauszug I abmessen	NONE	47	393	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	PROCEDURE_WITH_NOMINAL_CHECKPOINTS	Blütenanteil I abmessen. Nimm getrockneten Pulverstoff. Zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen. Kalter Ansatz, Mittelstufe erreicht; bis zur Mittelstufe getrocknet; Pulverstoff; vollständig abgekühlte Zubereitung, fertig; eine Portion des Ansatzanteils III; fertige, bis zur Mittelstufe getrocknete Masse; kalter Ansatz am Ende des Grades; kalt-trockene Mittelstufe erreicht.	4	3	1	1|2|3	4	NONE	1|2|3|11	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f115r	f115r.23	S	B	@	13	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy	ACTION_SEQUENCE	ARBEITSGANG	Eine abgemessene Portion bis zur Mittelstufe trocknen; heiß am Ende des Grades; heißen Auszug bereiten und abschließen; leicht getrocknete Zubereitung, abgeschlossen; erhitze, trockne und setze an; Samenposten; trockenes Kraut; stark erhitzt, Endstufe III; stark erhitzt, Endstufe III; Holzstoff; mittlere Trockenstufe erreicht; heiß-trockene Mittelstufe erreicht; fertig aufbereitetes Holz.	share	Eine abgemessene Portion bis zur Mittelstufe trocknen; heiß am Ende des Grades; heißen Auszug bereiten und abschließen; leicht getrocknete Zubereitung, abgeschlossen; erhitze, trockne und setze an; Samenposten; trockenes Kraut; stark erhitzt, Endstufe III; stark erhitzt, Endstufe III; Holzstoff; mittlere Trockenstufe erreicht; heiß-trockene Mittelstufe erreicht; fertig aufbereitetes Holz.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Eine abgemessene Portion bis zur Mittelstufe trocknen; heiß am Ende des Grades; heißen Auszug bereiten und abschließen; leicht getrocknete Zubereitung, abgeschlossen; erhitze, trockne und setze an; Samenposten; trockenes Kraut; stark erhitzt, Endstufe III; stark erhitzt, Endstufe III; Holzstoff; mittlere Trockenstufe erreicht; heiß-trockene Mittelstufe erreicht; fertig aufbereitetes Holz.	0	NONE	NONE	NONE	NONE	47	391	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	PROCEDURE_WITH_NOMINAL_CHECKPOINTS	Eine abgemessene Portion bis zur Mittelstufe trocknen. Heiß am Ende des Grades. Heißen Auszug bereiten und abschließen. Leicht getrocknete Zubereitung, abgeschlossen. Erhitze, trockne und setze an. Samenposten; trockenes Kraut; stark erhitzt, Endstufe III; stark erhitzt, Endstufe III; Holzstoff; mittlere Trockenstufe erreicht; heiß-trockene Mittelstufe erreicht; fertig aufbereitetes Holz.	6	3	3	1|3|5	2|4|6	NONE	1|2|3|4|5|13	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f116r	f116r.12	S	B	3	12	qoin ar cholches okain dain cheey okeey otain olchdy otal dain olam	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Zweiten Ansatz nehmen; Drogenfraktion I; nachgetrocknetes Drogenmaterial, Mittelstufe; heißer Ansatz, Grad II; zwei Portionen des erhitzten nachgetrockneten Drogenmaterials; trocken am Ende des Grades; heißer Ansatz am Ende des Grades; kalter Ansatz, Grad II; Holz im Ansatz fertig getrocknet; Rohstoffklasse I im kalten Ansatz, Gradanfang; zwei Portionen der Rohdroge I im kalten Anfangsansatz; ein Maß Holz.	share	Zweiten Ansatz nehmen; Drogenanteil I; nachgetrocknetes Drogenmaterial, Mittelstufe; heißer Ansatz, Grad II; zwei Portionen des erhitzten nachgetrockneten Drogenmaterials; trocken am Ende des Grades; heißer Ansatz am Ende des Grades; kalter Ansatz, Grad II; Holz im Ansatz fertig getrocknet; Rohstoffklasse I im kalten Ansatz, Gradanfang; zwei Portionen der Rohdroge I im kalten Anfangsansatz; ein Maß Holz.	1	2	#2 ar: Drogenfraktion I → Drogenanteil I [H001]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Zweiten Ansatz nehmen; Drogenanteil I; nachgetrocknetes Drogenmaterial, Mittelstufe; heißer Ansatz, Grad II; zwei Portionen des erhitzten nachgetrockneten Drogenmaterials; trocken am Ende des Grades; heißer Ansatz am Ende des Grades; kalter Ansatz, Grad II; Holz im Ansatz fertig getrocknet; Rohstoffklasse I im kalten Ansatz, Gradanfang; zwei Portionen der Rohdroge I im kalten Anfangsansatz; ein Maß Holz.	0	NONE	NONE	NONE	NONE	55	407	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	HYBRID_LIST_WITH_ACTION_ISLANDS	Zweiten Ansatz nehmen. Drogenanteil I; nachgetrocknetes Drogenmaterial, Mittelstufe; heißer Ansatz, Grad II; zwei Portionen des erhitzten nachgetrockneten Drogenmaterials; trocken am Ende des Grades; heißer Ansatz am Ende des Grades; kalter Ansatz, Grad II; Holz im Ansatz fertig getrocknet; Rohstoffklasse I im kalten Ansatz, Gradanfang; zwei Portionen der Rohdroge I im kalten Anfangsansatz; ein Maß Holz.	2	1	1	1	2	NONE	1|12	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f23r	f23r.6	H	A	1	12	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	MIXED_RECORD	HYBRID_ARBEIT_UND_ZUSTAND	Kalt eingeweichter Drogenstoff; Hierzu: heiße Drogenportion; heiß, Grad III; hierzu leicht erhitzen; abgemessene Fraktion I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I; hieraus eine kalte Trockenmischung herstellen; eine Charge Holzrohstoff I abmessen.	share	Kalt eingeweichter Drogenstoff; Hierzu: heiße Drogenportion; heiß, Grad III; hierzu leicht erhitzen; abgemessener Anteil I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I; hieraus eine kalte Trockenmischung herstellen; eine Charge Holzrohstoff I abmessen.	1	6	#6 dar: abgemessene Fraktion I → abgemessener Anteil I [C007]	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Kalt eingeweichter Drogenstoff; Hierzu: heiße Drogenportion; heiß, Grad III; hierzu leicht erhitzen; abgemessener Anteil I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I; hieraus eine kalte Trockenmischung herstellen; eine Charge Holzrohstoff I abmessen.	0	NONE	NONE	NONE	NONE	37	321	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	HYBRID_LIST_WITH_ACTION_ISLANDS	Kalt eingeweichter Drogenstoff; hierzu: heiße Drogenportion; heiß, Grad III. Hierzu leicht erhitzen. Abgemessener Anteil I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I. Hieraus eine kalte Trockenmischung herstellen. Eine Charge Holzrohstoff I abmessen.	5	3	2	2|4|5	1|3	NONE	4|5|10|11|12	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f24v	f24v.15	H	A	1	4	dchey kchod dchal ochdy	ACTION_SEQUENCE	ARBEITSGANG	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Auszug aus Trockengut, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertige Trockenmasse.	share	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Auszug aus Trockengut, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertige Trockenmasse.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Auszug aus Trockengut, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertige Trockenmasse.	0	NONE	NONE	NONE	NONE	21	172	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	PROCEDURE_WITH_NOMINAL_CHECKPOINTS	Eine abgemessene Portion bis zur Mittelstufe trocknen. Heißer Auszug aus Trockengut, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertige Trockenmasse.	2	1	1	1	2	NONE	1|4	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
f26r	f26r.2	H	B	2	9	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls	ACTION_SEQUENCE	ARBEITSGANG	Fertige abgemessene Mittelstufen-Trockenportion; Menge III; gleicher abgemessener Teil der fertigen Zubereitung; hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen; mittlere Trockenstufe erreicht; hiervon bis zur Mittelstufe abkühlen und abschließen; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen; eine Charge Holz.	share	Fertige abgemessene Mittelstufen-Trockenportion; Menge III; gleicher abgemessener Teil der fertigen Zubereitung; hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen; mittlere Trockenstufe erreicht; hiervon bis zur Mittelstufe abkühlen und abschließen; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen; eine Charge Holz.	0	NONE	NONE	NONE	SCOPED_INDEXED_MATERIAL_SHARE_RENDERER__NO_LOCAL_R_REDEFINITION	Fertige abgemessene Mittelstufen-Trockenportion; Menge III; gleicher abgemessener Teil der fertigen Zubereitung; hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen; mittlere Trockenstufe erreicht; hiervon bis zur Mittelstufe abkühlen und abschließen; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen; eine Charge Holz.	0	NONE	NONE	NONE	NONE	40	349	ZERO_FRAKTION_EXACT_CARD_READER__NO_FREE_SUBSTRING_EXPORT	PROCEDURE_WITH_NOMINAL_CHECKPOINTS	Fertige abgemessene Mittelstufen-Trockenportion: Menge III; gleicher abgemessener Teil der fertigen Zubereitung. Hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen. Mittlere Trockenstufe erreicht. Hiervon bis zur Mittelstufe abkühlen und abschließen. Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen. Eine Charge Holz.	6	3	3	2|4|5	1|3|6	f26r.2#1-2	3|4|5|7|8|9	1	0	0	0	1	PUNCTUATION_ONLY_CLAUSE_REALIZATION__V67_WORDS_AND_SPANS_FROZEN
