page	locus	v67_word_count	v68_word_count	word_sequence_exact	content_word_additions	content_word_deletions	content_word_reorders	v67_translation_de	v68_clause_translation_de
f114v	f114v.36	43	43	1	0	0	0	Kalt und feucht in der Mitte des Grades; abgemessene Rohstoffmenge I im Grundansatz; Pulverzubereitung; erhitztes Mazerat; kalt-trockene Zubereitung in der Mitte des Grades; nimm getrockneten Pulverstoff; drei Teile Pulverzubereitung nehmen; kalter Drogenanteil I; Rohstoffklasse I; Rohstoffklasse I, heiß am Gradanfang; ein Maß Wurzel.	Kalt und feucht in der Mitte des Grades; abgemessene Rohstoffmenge I im Grundansatz; Pulverzubereitung; erhitztes Mazerat; kalt-trockene Zubereitung in der Mitte des Grades. Nimm getrockneten Pulverstoff. Drei Teile Pulverzubereitung nehmen. Kalter Drogenanteil I; Rohstoffklasse I; Rohstoffklasse I, heiß am Gradanfang; ein Maß Wurzel.
f115r	f115r.1	47	47	1	0	0	0	Blütenanteil I abmessen; nimm getrockneten Pulverstoff; zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen; kalter Ansatz, Mittelstufe erreicht; bis zur Mittelstufe getrocknet; Pulverstoff; vollständig abgekühlte Zubereitung, fertig; eine Portion des Ansatzanteils III; fertige, bis zur Mittelstufe getrocknete Masse; kalter Ansatz am Ende des Grades; kalt-trockene Mittelstufe erreicht.	Blütenanteil I abmessen. Nimm getrockneten Pulverstoff. Zwei Dosen bis zur Mittelstufe getrocknetes Gut abmessen. Kalter Ansatz, Mittelstufe erreicht; bis zur Mittelstufe getrocknet; Pulverstoff; vollständig abgekühlte Zubereitung, fertig; eine Portion des Ansatzanteils III; fertige, bis zur Mittelstufe getrocknete Masse; kalter Ansatz am Ende des Grades; kalt-trockene Mittelstufe erreicht.
f115r	f115r.23	47	47	1	0	0	0	Eine abgemessene Portion bis zur Mittelstufe trocknen; heiß am Ende des Grades; heißen Auszug bereiten und abschließen; leicht getrocknete Zubereitung, abgeschlossen; erhitze, trockne und setze an; Samenposten; trockenes Kraut; stark erhitzt, Endstufe III; stark erhitzt, Endstufe III; Holzstoff; mittlere Trockenstufe erreicht; heiß-trockene Mittelstufe erreicht; fertig aufbereitetes Holz.	Eine abgemessene Portion bis zur Mittelstufe trocknen. Heiß am Ende des Grades. Heißen Auszug bereiten und abschließen. Leicht getrocknete Zubereitung, abgeschlossen. Erhitze, trockne und setze an. Samenposten; trockenes Kraut; stark erhitzt, Endstufe III; stark erhitzt, Endstufe III; Holzstoff; mittlere Trockenstufe erreicht; heiß-trockene Mittelstufe erreicht; fertig aufbereitetes Holz.
f116r	f116r.12	55	55	1	0	0	0	Zweiten Ansatz nehmen; Drogenanteil I; nachgetrocknetes Drogenmaterial, Mittelstufe; heißer Ansatz, Grad II; zwei Portionen des erhitzten nachgetrockneten Drogenmaterials; trocken am Ende des Grades; heißer Ansatz am Ende des Grades; kalter Ansatz, Grad II; Holz im Ansatz fertig getrocknet; Rohstoffklasse I im kalten Ansatz, Gradanfang; zwei Portionen der Rohdroge I im kalten Anfangsansatz; ein Maß Holz.	Zweiten Ansatz nehmen. Drogenanteil I; nachgetrocknetes Drogenmaterial, Mittelstufe; heißer Ansatz, Grad II; zwei Portionen des erhitzten nachgetrockneten Drogenmaterials; trocken am Ende des Grades; heißer Ansatz am Ende des Grades; kalter Ansatz, Grad II; Holz im Ansatz fertig getrocknet; Rohstoffklasse I im kalten Ansatz, Gradanfang; zwei Portionen der Rohdroge I im kalten Anfangsansatz; ein Maß Holz.
f23r	f23r.6	37	37	1	0	0	0	Kalt eingeweichter Drogenstoff; Hierzu: heiße Drogenportion; heiß, Grad III; hierzu leicht erhitzen; abgemessener Anteil I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I; hieraus eine kalte Trockenmischung herstellen; eine Charge Holzrohstoff I abmessen.	Kalt eingeweichter Drogenstoff; hierzu: heiße Drogenportion; heiß, Grad III. Hierzu leicht erhitzen. Abgemessener Anteil I; heißer Ansatzstoff; fertige abgemessene Mittelstufen-Trockenportion; drei abgemessene Mengen Rohdroge I; Dosis I. Hieraus eine kalte Trockenmischung herstellen. Eine Charge Holzrohstoff I abmessen.
f24v	f24v.15	21	21	1	0	0	0	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Auszug aus Trockengut, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertige Trockenmasse.	Eine abgemessene Portion bis zur Mittelstufe trocknen. Heißer Auszug aus Trockengut, abgezogen und abgeschlossen; eine Dosis angetrocknete Rohdroge I; fertige Trockenmasse.
f26r	f26r.2	40	40	1	0	0	0	Fertige abgemessene Mittelstufen-Trockenportion; Menge III; gleicher abgemessener Teil der fertigen Zubereitung; hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen; mittlere Trockenstufe erreicht; hiervon bis zur Mittelstufe abkühlen und abschließen; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen; eine Charge Holz.	Fertige abgemessene Mittelstufen-Trockenportion: Menge III; gleicher abgemessener Teil der fertigen Zubereitung. Hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen. Mittlere Trockenstufe erreicht. Hiervon bis zur Mittelstufe abkühlen und abschließen. Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen. Eine Charge Holz.
f27r	f27r.9	35	35	1	0	0	0	Eine abgemessene Portion bis zur Mittelstufe trocknen; vollständig erhitzter und abgezogener Auszug; Mazerat aus kalt bis Mittelstufe getrockneter Droge; trocken; kalter Ansatz am Anfang des Grades; trocken am Anfang des Grades; ein Gran kalten Drogenmaterials.	Eine abgemessene Portion bis zur Mittelstufe trocknen. Vollständig erhitzter und abgezogener Auszug; Mazerat aus kalt bis Mittelstufe getrockneter Droge; trocken; kalter Ansatz am Anfang des Grades; trocken am Anfang des Grades; ein Gran kalten Drogenmaterials.
f30r	f30r.9	30	30	1	0	0	0	Eine abgemessene Portion bis zur Mittelstufe trocknen; trockenen Drogenanteil I nehmen; trocken; vollständig erhitzt, Stufe III; Krautdroge bis zur mittleren Stufe trocknen; Pflanzenteil; bis zur mittleren Trockenstufe, dann leicht erhitzen.	Eine abgemessene Portion bis zur Mittelstufe trocknen. Trockenen Drogenanteil I nehmen. Trocken; vollständig erhitzt, Stufe III. Krautdroge bis zur mittleren Stufe trocknen. Pflanzenteil. Bis zur mittleren Trockenstufe, dann leicht erhitzen.
f49r	f49r.16	19	19	1	0	0	0	Getrocknete Droge nehmen; trocken am Ende des Grades; fertige abgemessene Mittelstufen-Trockenportion; abkühlen, bis zur Mittelstufe trocknen und neu ansetzen.	Getrocknete Droge nehmen. Trocken am Ende des Grades; fertige abgemessene Mittelstufen-Trockenportion. Abkühlen, bis zur Mittelstufe trocknen und neu ansetzen.
f56r	f56r.6	18	18	1	0	0	0	Hieraus eine warme Trockenmischung bereiten; fertige abgemessene Mittelstufen-Trockenportion; heiß am Ende des Grades; Qualitätsgrad III des heißen Endzustands.	Hieraus eine warme Trockenmischung bereiten. Fertige abgemessene Mittelstufen-Trockenportion; heiß am Ende des Grades; Qualitätsgrad III des heißen Endzustands.
f75r	f75r.3	39	39	1	0	0	0	Heiß, Grad II; Rohstoffklasse I, trocken am Gradanfang; eine Portion bis zur Mittelstufe getrocknete Droge; die vorstehende Mittelstufenportion anschließend nehmen; heiß, Grad II; vollständig einweichen, erhitzen und abschließen; Holz, kalt auf Stufe II; Anteil I des heißen Holzansatzes; Drogenportion.	Heiß, Grad II; Rohstoffklasse I, trocken am Gradanfang; eine Portion bis zur Mittelstufe getrocknete Droge. Die vorstehende Mittelstufenportion anschließend nehmen. Heiß, Grad II. Vollständig einweichen, erhitzen und abschließen. Holz, kalt auf Stufe II; Anteil I des heißen Holzansatzes: Drogenportion.
f76v	f76v.10	44	44	1	0	0	0	Eine Portion Arzneikompositum abmessen; feuchte abgemessene Rohstoffmenge I in der Gradmitte; fertig getrocknetes Pulver nehmen; bis zur Mittelstufe angefeuchtete Drogenportion; mittlere Feuchtstufe erreicht; kalt-trockene Mittelstufe erreicht; Rohholz I, vollständig eingeweicht und kaltgestellt; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum; drei Portionen des eingeweichten Arzneikompositums.	Eine Portion Arzneikompositum abmessen. Feuchte abgemessene Rohstoffmenge I in der Gradmitte. Fertig getrocknetes Pulver nehmen. Bis zur Mittelstufe angefeuchtete Drogenportion; mittlere Feuchtstufe erreicht; kalt-trockene Mittelstufe erreicht; Rohholz I, vollständig eingeweicht und kaltgestellt; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum: drei Portionen des eingeweichten Arzneikompositums.
f77r	f77r.38	30	30	1	0	0	0	Pulverstoff; mittlere Feuchtstufe erreicht; nimm die Endportion hinzu; heiß, Grad III; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; Drogenstoff zugeben; Holz, kalt auf Stufe III; mittlere Feuchtstufe erreicht; Drogenstoff zugeben.	Pulverstoff; mittlere Feuchtstufe erreicht. Nimm die Endportion hinzu. Heiß, Grad III; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum. Drogenstoff zugeben. Holz, kalt auf Stufe III; mittlere Feuchtstufe erreicht. Drogenstoff zugeben.
f77v	f77v.7	45	45	1	0	0	0	Bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen; vollständig eingeweichten Drogenstoff zugeben und abschließen; hiervon nehmen; getrocknete Wurzel; hiervon bis zur Endstufe trocknen; heißer Ansatz, Mittelstufe erreicht; vollständig eingeweichtes Holz, Form I; Trockengut, Grundform; feuchte abgemessene Rohstoffmenge I am Gradanfang; mittlere Trockenstufe erreicht; leicht erhitzten Drogenstoff hinzugeben.	Bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen. Vollständig eingeweichten Drogenstoff zugeben und abschließen. Hiervon nehmen. Getrocknete Wurzel. Hiervon bis zur Endstufe trocknen. Heißer Ansatz, Mittelstufe erreicht; vollständig eingeweichtes Holz, Form I; Trockengut, Grundform; feuchte abgemessene Rohstoffmenge I am Gradanfang; mittlere Trockenstufe erreicht. Leicht erhitzten Drogenstoff hinzugeben.
f7r	f7r.2	35	35	1	0	0	0	Eine Dosis vollständig trocknen und abschließen; Ansatz auf mittlerer Heizstufe; Wurzel; Blüte; Drogenstoff abmessen und abschließen; fertige abgemessene Mittelstufen-Trockenportion; heiß und trocken in der Mitte des Grades; kalt-trockene Zubereitung am Anfang des Grades; getrocknete Masse.	Eine Dosis vollständig trocknen und abschließen. Ansatz auf mittlerer Heizstufe; Wurzel; Blüte. Drogenstoff abmessen und abschließen. Fertige abgemessene Mittelstufen-Trockenportion; heiß und trocken in der Mitte des Grades; kalt-trockene Zubereitung am Anfang des Grades; getrocknete Masse.
f80r	f80r.17	62	62	1	0	0	0	Samenansatz, leicht erhitzt; feuchtes Arzneikompositum am Gradanfang; bis zur Mittelstufe einweichen, erhitzen und abschließen; eingeweichter Drogenstoff, bis Mittelstufe erhitzt; heißer Drogenanteil I; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis Mittelstufe trocknen, dann auf Kühlstufe II bringen; Grundansatz; Anteil I des heißen Holzansatzes; heißer Ansatz, Grad II; bis zur Mittelstufe einweichen, erhitzen und abschließen; Rohstoffklasse I, heiß am Gradanfang; eine Teilmenge abmessen.	Samenansatz, leicht erhitzt; feuchtes Arzneikompositum am Gradanfang. Bis zur Mittelstufe einweichen, erhitzen und abschließen. Eingeweichter Drogenstoff, bis Mittelstufe erhitzt; heißer Drogenanteil I. Bis zur Mittelstufe einweichen, erhitzen und abschließen. Bis Mittelstufe trocknen, dann auf Kühlstufe II bringen. Grundansatz; Anteil I des heißen Holzansatzes: heißer Ansatz, Grad II. Bis zur Mittelstufe einweichen, erhitzen und abschließen. Rohstoffklasse I, heiß am Gradanfang. Eine Teilmenge abmessen.
f80v	f80v.27	41	41	1	0	0	0	Eingeweichtes Pulver; heiß, Grad II; Anteil I des heißen Holzansatzes; feucht in der Mitte des Grades; heiß, Grad II; abgemessene Rohstoffmenge I; Holzansatz, kalt auf Stufe III; heißer Ansatz, Grad II; Rohstoffklasse I, feucht am Gradanfang; kalt am Anfang des Grades.	Eingeweichtes Pulver; heiß, Grad II; Anteil I des heißen Holzansatzes; feucht in der Mitte des Grades; heiß, Grad II; abgemessene Rohstoffmenge I; Holzansatz, kalt auf Stufe III; heißer Ansatz, Grad II; Rohstoffklasse I, feucht am Gradanfang; kalt am Anfang des Grades.
f80v	f80v.35	36	36	1	0	0	0	Kalt; Holzansatz, kalt auf Stufe II; Anteil I des heißen Holzansatzes; Hierzu: Drogenstoff zugeben; Drogenstoff zugeben; heiß, Grad II; erhitzte Zubereitung, Form III; Grundansatz; heiß, Grad II; feucht in der Mitte des Grades; fertig aufbereitetes Holz.	Kalt; Holzansatz, kalt auf Stufe II; Anteil I des heißen Holzansatzes. Hierzu: Drogenstoff zugeben. Drogenstoff zugeben. Heiß, Grad II; erhitzte Zubereitung, Form III; Grundansatz; heiß, Grad II; feucht in der Mitte des Grades; fertig aufbereitetes Holz.
f83v	f83v.12	44	44	1	0	0	0	Drei Portionen feuchten Arzneikompositums; Arzneikompositum: feucht, Gradanfang; zweites Mazerat; Anteil I der Holzdroge abmessen; trocken am Ende des Grades; Rohstoffklasse I; heiß am Ende des Grades; Anteil I des heißen Holzansatzes; feucht am Ende des Grades; heiß, Grad II; Ansatz aus Holzrohstoff, Form I.	Drei Portionen feuchten Arzneikompositums; Arzneikompositum: feucht, Gradanfang; zweites Mazerat. Anteil I der Holzdroge abmessen. Trocken am Ende des Grades; Rohstoffklasse I; heiß am Ende des Grades; Anteil I des heißen Holzansatzes; feucht am Ende des Grades; heiß, Grad II; Ansatz aus Holzrohstoff, Form I.
f85r2	f85r2.5	12	12	1	0	0	0	Abgemessener Anteil I der Arzneizubereitung; Anteil I des heißen Holzansatzes; Blütenrohdroge I.	Abgemessener Anteil I der Arzneizubereitung; Anteil I des heißen Holzansatzes; Blütenrohdroge I.
f86v3	f86v3.13	43	43	1	0	0	0	Vollständig eingeweichtes Mazerat; eine Portion vollständig eingeweichte Droge; abkühlen, bis zur Mittelstufe trocknen und ansetzen; heiß, Grad II; drei Portionen des Anteils I des heißen Holzansatzes; abgemessene Trockendroge, Dosis III; Hierzu: mittlere Trockenstufe erreicht; einen gleichen Teil erhitzen; Trockengut, heiß auf Stufe II.	Vollständig eingeweichtes Mazerat; eine Portion vollständig eingeweichte Droge. Abkühlen, bis zur Mittelstufe trocknen und ansetzen. Heiß, Grad II; drei Portionen des Anteils I des heißen Holzansatzes; abgemessene Trockendroge, Dosis III; hierzu: mittlere Trockenstufe erreicht. Einen gleichen Teil erhitzen. Trockengut, heiß auf Stufe II.
f86v3	f86v3.18	26	26	1	0	0	0	Drei Dosen bis Mittelstufe getrocknetes Pulver; fertige abgemessene Trockenportion; heiß-trockene Anfangsstufe erreicht; nimm getrockneten Pulverstoff; feucht; feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen; ein Maß erhitzter Samenzubereitung.	Drei Dosen bis Mittelstufe getrocknetes Pulver; fertige abgemessene Trockenportion; heiß-trockene Anfangsstufe erreicht. Nimm getrockneten Pulverstoff. Feucht; feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen; ein Maß erhitzter Samenzubereitung.
f86v3	f86v3.19	38	38	1	0	0	0	Eine abgemessene Portion bis zur Mittelstufe trocknen; kalter Ansatz, Grad II; Holzansatz mäßig erhitzen, trocknen und abschließen; nimm ein Maß und erhitze es; trocken; heiß-trockene Anfangsstufe erreicht; trocken; kalt-trockene Anfangsstufe erreicht; abgemessener Anteil I; drei fertig abgeteilte Teile.	Eine abgemessene Portion bis zur Mittelstufe trocknen. Kalter Ansatz, Grad II. Holzansatz mäßig erhitzen, trocknen und abschließen. Nimm ein Maß und erhitze es. Trocken; heiß-trockene Anfangsstufe erreicht; trocken; kalt-trockene Anfangsstufe erreicht; abgemessener Anteil I; drei fertig abgeteilte Teile.
