world	locus	edition	source_group_ids_json	source_groups_json	separators_json	literal_json	confidence
ASCENT	f75r.18	RF1b	"[""RF1b|f75r.18|G001"", ""RF1b|f75r.18|G002"", ""RF1b|f75r.18|G003"", ""RF1b|f75r.18|G004"", ""RF1b|f75r.18|G005"", ""RF1b|f75r.18|G006"", ""RF1b|f75r.18|G007"", ""RF1b|f75r.18|G008"", ""RF1b|f75r.18|G009""]"	"[""sol"", ""sheedy"", ""qol"", ""shedy"", ""qol"", ""otain"", ""char"", ""s@221;r"", ""oly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[sol]"", ""wenn?"", ""daraus?"", ""[shedy]"", ""daraus?"", ""[otain]"", ""[char]"", ""[s@221;r]"", ""[oly]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
LIGHTNESS	f75r.18	RF1b	"[""RF1b|f75r.18|G001"", ""RF1b|f75r.18|G002"", ""RF1b|f75r.18|G003"", ""RF1b|f75r.18|G004"", ""RF1b|f75r.18|G005"", ""RF1b|f75r.18|G006"", ""RF1b|f75r.18|G007"", ""RF1b|f75r.18|G008"", ""RF1b|f75r.18|G009""]"	"[""sol"", ""sheedy"", ""qol"", ""shedy"", ""qol"", ""otain"", ""char"", ""s@221;r"", ""oly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[sol]"", ""wenn?"", ""daraus?"", ""[shedy]"", ""daraus?"", ""[otain]"", ""[char]"", ""[s@221;r]"", ""[oly]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
ASCENT	f75r.19	ZL3b	"[""ZL3b|f75r.19|G001"", ""ZL3b|f75r.19|G002"", ""ZL3b|f75r.19|G003"", ""ZL3b|f75r.19|G004"", ""ZL3b|f75r.19|G005"", ""ZL3b|f75r.19|G006"", ""ZL3b|f75r.19|G007"", ""ZL3b|f75r.19|G008""]"	"[""qokshedy"", ""qol"", ""shey"", ""qoky"", ""shey"", ""{ith}ey"", ""qokain"", ""ar""]"	"[""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokshedy]"", ""daraus?"", ""[shey]"", ""[qoky]"", ""[shey]"", ""[{ith}ey]"", ""Wasser?"", ""[ar]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
LIGHTNESS	f75r.19	ZL3b	"[""ZL3b|f75r.19|G001"", ""ZL3b|f75r.19|G002"", ""ZL3b|f75r.19|G003"", ""ZL3b|f75r.19|G004"", ""ZL3b|f75r.19|G005"", ""ZL3b|f75r.19|G006"", ""ZL3b|f75r.19|G007"", ""ZL3b|f75r.19|G008""]"	"[""qokshedy"", ""qol"", ""shey"", ""qoky"", ""shey"", ""{ith}ey"", ""qokain"", ""ar""]"	"[""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokshedy]"", ""daraus?"", ""[shey]"", ""[qoky]"", ""[shey]"", ""[{ith}ey]"", ""Wasser?"", ""[ar]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
ASCENT	f75r.19	IT2a	"[""IT2a|f75r.19|G001"", ""IT2a|f75r.19|G002"", ""IT2a|f75r.19|G003"", ""IT2a|f75r.19|G004"", ""IT2a|f75r.19|G005"", ""IT2a|f75r.19|G006"", ""IT2a|f75r.19|G007"", ""IT2a|f75r.19|G008""]"	"[""qokshedy"", ""qol"", ""shey"", ""qoky"", ""shey"", ""ithey"", ""qokain"", ""ar""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokshedy]"", ""daraus?"", ""[shey]"", ""[qoky]"", ""[shey]"", ""[ithey]"", ""Wasser?"", ""[ar]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
LIGHTNESS	f75r.19	IT2a	"[""IT2a|f75r.19|G001"", ""IT2a|f75r.19|G002"", ""IT2a|f75r.19|G003"", ""IT2a|f75r.19|G004"", ""IT2a|f75r.19|G005"", ""IT2a|f75r.19|G006"", ""IT2a|f75r.19|G007"", ""IT2a|f75r.19|G008""]"	"[""qokshedy"", ""qol"", ""shey"", ""qoky"", ""shey"", ""ithey"", ""qokain"", ""ar""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokshedy]"", ""daraus?"", ""[shey]"", ""[qoky]"", ""[shey]"", ""[ithey]"", ""Wasser?"", ""[ar]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
ASCENT	f75r.19	RF1b	"[""RF1b|f75r.19|G001"", ""RF1b|f75r.19|G002"", ""RF1b|f75r.19|G003"", ""RF1b|f75r.19|G004"", ""RF1b|f75r.19|G005"", ""RF1b|f75r.19|G006"", ""RF1b|f75r.19|G007""]"	"[""qok{ch'}e@152;y"", ""qol{ch'}ey"", ""qoky"", ""shey"", ""{ith}ey"", ""qokain"", ""ar""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qok{ch'}e@152;y]"", ""[qol{ch'}ey]"", ""[qoky]"", ""[shey]"", ""[{ith}ey]"", ""Wasser?"", ""[ar]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
LIGHTNESS	f75r.19	RF1b	"[""RF1b|f75r.19|G001"", ""RF1b|f75r.19|G002"", ""RF1b|f75r.19|G003"", ""RF1b|f75r.19|G004"", ""RF1b|f75r.19|G005"", ""RF1b|f75r.19|G006"", ""RF1b|f75r.19|G007""]"	"[""qok{ch'}e@152;y"", ""qol{ch'}ey"", ""qoky"", ""shey"", ""{ith}ey"", ""qokain"", ""ar""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qok{ch'}e@152;y]"", ""[qol{ch'}ey]"", ""[qoky]"", ""[shey]"", ""[{ith}ey]"", ""Wasser?"", ""[ar]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
ASCENT	f75r.23	ZL3b	"[""ZL3b|f75r.23|G001"", ""ZL3b|f75r.23|G002"", ""ZL3b|f75r.23|G003"", ""ZL3b|f75r.23|G004"", ""ZL3b|f75r.23|G005"", ""ZL3b|f75r.23|G006"", ""ZL3b|f75r.23|G007""]"	"[""pchey"", ""kshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedyqokam""]"	"[""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pchey]"", ""[kshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""[chedyqokam]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
LIGHTNESS	f75r.23	ZL3b	"[""ZL3b|f75r.23|G001"", ""ZL3b|f75r.23|G002"", ""ZL3b|f75r.23|G003"", ""ZL3b|f75r.23|G004"", ""ZL3b|f75r.23|G005"", ""ZL3b|f75r.23|G006"", ""ZL3b|f75r.23|G007""]"	"[""pchey"", ""kshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedyqokam""]"	"[""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pchey]"", ""[kshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""[chedyqokam]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
ASCENT	f75r.23	IT2a	"[""IT2a|f75r.23|G001"", ""IT2a|f75r.23|G002"", ""IT2a|f75r.23|G003"", ""IT2a|f75r.23|G004"", ""IT2a|f75r.23|G005"", ""IT2a|f75r.23|G006"", ""IT2a|f75r.23|G007"", ""IT2a|f75r.23|G008""]"	"[""pchey"", ""kshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedy"", ""qokam""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pchey]"", ""[kshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""wird?"", ""[qokam]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
LIGHTNESS	f75r.23	IT2a	"[""IT2a|f75r.23|G001"", ""IT2a|f75r.23|G002"", ""IT2a|f75r.23|G003"", ""IT2a|f75r.23|G004"", ""IT2a|f75r.23|G005"", ""IT2a|f75r.23|G006"", ""IT2a|f75r.23|G007"", ""IT2a|f75r.23|G008""]"	"[""pchey"", ""kshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedy"", ""qokam""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pchey]"", ""[kshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""wird?"", ""[qokam]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
ASCENT	f75r.23	RF1b	"[""RF1b|f75r.23|G001"", ""RF1b|f75r.23|G002"", ""RF1b|f75r.23|G003"", ""RF1b|f75r.23|G004"", ""RF1b|f75r.23|G005"", ""RF1b|f75r.23|G006"", ""RF1b|f75r.23|G007""]"	"[""pcheykshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedy"", ""qokam""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE""]"	"[""[pcheykshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""wird?"", ""[qokam]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
LIGHTNESS	f75r.23	RF1b	"[""RF1b|f75r.23|G001"", ""RF1b|f75r.23|G002"", ""RF1b|f75r.23|G003"", ""RF1b|f75r.23|G004"", ""RF1b|f75r.23|G005"", ""RF1b|f75r.23|G006"", ""RF1b|f75r.23|G007""]"	"[""pcheykshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedy"", ""qokam""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE""]"	"[""[pcheykshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""wird?"", ""[qokam]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
ASCENT	f75r.28	ZL3b	"[""ZL3b|f75r.28|G001"", ""ZL3b|f75r.28|G002"", ""ZL3b|f75r.28|G003"", ""ZL3b|f75r.28|G004"", ""ZL3b|f75r.28|G005"", ""ZL3b|f75r.28|G006"", ""ZL3b|f75r.28|G007"", ""ZL3b|f75r.28|G008"", ""ZL3b|f75r.28|G009"", ""ZL3b|f75r.28|G010"", ""ZL3b|f75r.28|G011""]"	"[""tchedy"", ""pchedy"", ""qokeey"", ""sol"", ""oldair"", ""shecthy"", ""qol"", ""l"", ""sheedy"", ""qokeedy"", ""lolchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[pchedy]"", ""Feuer?"", ""[sol]"", ""[oldair]"", ""[shecthy]"", ""daraus?"", ""[l]"", ""wenn?"", ""[qokeedy]"", ""[lolchedy]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
LIGHTNESS	f75r.28	ZL3b	"[""ZL3b|f75r.28|G001"", ""ZL3b|f75r.28|G002"", ""ZL3b|f75r.28|G003"", ""ZL3b|f75r.28|G004"", ""ZL3b|f75r.28|G005"", ""ZL3b|f75r.28|G006"", ""ZL3b|f75r.28|G007"", ""ZL3b|f75r.28|G008"", ""ZL3b|f75r.28|G009"", ""ZL3b|f75r.28|G010"", ""ZL3b|f75r.28|G011""]"	"[""tchedy"", ""pchedy"", ""qokeey"", ""sol"", ""oldair"", ""shecthy"", ""qol"", ""l"", ""sheedy"", ""qokeedy"", ""lolchedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[pchedy]"", ""Feuer?"", ""[sol]"", ""[oldair]"", ""[shecthy]"", ""daraus?"", ""[l]"", ""wenn?"", ""[qokeedy]"", ""[lolchedy]""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
ASCENT	f75r.28	IT2a	"[""IT2a|f75r.28|G001"", ""IT2a|f75r.28|G002"", ""IT2a|f75r.28|G003"", ""IT2a|f75r.28|G004"", ""IT2a|f75r.28|G005"", ""IT2a|f75r.28|G006"", ""IT2a|f75r.28|G007"", ""IT2a|f75r.28|G008"", ""IT2a|f75r.28|G009"", ""IT2a|f75r.28|G010"", ""IT2a|f75r.28|G011"", ""IT2a|f75r.28|G012"", ""IT2a|f75r.28|G013""]"	"[""tchedy"", ""pchedy"", ""qokeey"", ""sol"", ""ol"", ""dair"", ""shecthy"", ""qol"", ""l"", ""sheedy"", ""qokeedy"", ""lol"", ""chedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[pchedy]"", ""Feuer?"", ""[sol]"", ""[ol]"", ""[dair]"", ""[shecthy]"", ""daraus?"", ""[l]"", ""wenn?"", ""[qokeedy]"", ""[lol]"", ""wird?""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
LIGHTNESS	f75r.28	IT2a	"[""IT2a|f75r.28|G001"", ""IT2a|f75r.28|G002"", ""IT2a|f75r.28|G003"", ""IT2a|f75r.28|G004"", ""IT2a|f75r.28|G005"", ""IT2a|f75r.28|G006"", ""IT2a|f75r.28|G007"", ""IT2a|f75r.28|G008"", ""IT2a|f75r.28|G009"", ""IT2a|f75r.28|G010"", ""IT2a|f75r.28|G011"", ""IT2a|f75r.28|G012"", ""IT2a|f75r.28|G013""]"	"[""tchedy"", ""pchedy"", ""qokeey"", ""sol"", ""ol"", ""dair"", ""shecthy"", ""qol"", ""l"", ""sheedy"", ""qokeedy"", ""lol"", ""chedy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tchedy]"", ""[pchedy]"", ""Feuer?"", ""[sol]"", ""[ol]"", ""[dair]"", ""[shecthy]"", ""daraus?"", ""[l]"", ""wenn?"", ""[qokeedy]"", ""[lol]"", ""wird?""]"	C0_EXPLORATORY_WHOLE_MEANING_NOT_IDENTIFICATION
