source_group_id	edition	locus	page	source_group_index	source_group_count	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	clean_ascii_fragment_count	legacy_surface_positions_1based	legacy_mapping_status	block_id	left_group	right_group
ZL3b|f81r.26|G004	ZL3b	f81r.26	f81r	4	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	4	ONE_ASCII_FRAGMENT	f81r.16--f81r.31	oteol	sheor
ZL3b|f81v.12|G001	ZL3b	f81v.12	f81v	1	9	0	0	LINE_START	DEFINITE_SPACE	qol	qol	1	1	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	LINE_START	ol
ZL3b|f81v.21|G008	ZL3b	f81v.21	f81v	8	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	8	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	lchedal	otar
ZL3b|f81v.22|G002	ZL3b	f81v.22	f81v	2	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	2	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	qokal	oiin
ZL3b|f81v.24|G005	ZL3b	f81v.24	f81v	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	5	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	okeey	cheedy
ZL3b|f81v.25|G009	ZL3b	f81v.25	f81v	9	12	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	qol	qol	1	9	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	chey	chedy
ZL3b|f82r.6|G003	ZL3b	f82r.6	f82r	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f82r.1--f82r.9	shedy	shedaiin
ZL3b|f82r.21|G007	ZL3b	f82r.21	f82r	7	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	7	ONE_ASCII_FRAGMENT	f82r.20--f82r.33	chey	chedy
ZL3b|f82r.22|G006	ZL3b	f82r.22	f82r	6	9	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	qol	qol	1	6	ONE_ASCII_FRAGMENT	f82r.20--f82r.33	shckhey	keeedy
ZL3b|f83r.7|G006	ZL3b	f83r.7	f83r	6	10	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	qol	qol	1	6	ONE_ASCII_FRAGMENT	f83r.1--f83r.8	o	rsheedy
ZL3b|f89r2.25|G014	ZL3b	f89r2.25	f89r2	14	17	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	14	ONE_ASCII_FRAGMENT	f89r2.22--f89r2.28	qo	cheo
IT2a|f75r.15|G003	IT2a	f75r.15	f75r	3	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f75r.1--f75r.26	qokain	keeoly
IT2a|f75r.18|G003	IT2a	f75r.18	f75r	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f75r.1--f75r.26	sheedy	shedy
IT2a|f75r.18|G005	IT2a	f75r.18	f75r	5	9	0	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	qol	qol	1	5	ONE_ASCII_FRAGMENT	f75r.1--f75r.26	shedy	otain
IT2a|f75r.19|G002	IT2a	f75r.19	f75r	2	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	2	ONE_ASCII_FRAGMENT	f75r.1--f75r.26	qokshedy	shey
IT2a|f75r.23|G006	IT2a	f75r.23	f75r	6	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	6	ONE_ASCII_FRAGMENT	f75r.1--f75r.26	sshey	chedy
IT2a|f75r.28|G008	IT2a	f75r.28	f75r	8	13	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	8	ONE_ASCII_FRAGMENT	f75r.27--f75r.31	shecthy	l
IT2a|f75r.29|G007	IT2a	f75r.29	f75r	7	12	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	7	ONE_ASCII_FRAGMENT	f75r.27--f75r.31	okeedy	dain
IT2a|f75r.33|G003	IT2a	f75r.33	f75r	3	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f75r.32--f75r.46	lshedy	chedy
IT2a|f76r.2|G009	IT2a	f76r.2	f76r	9	12	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	9	ONE_ASCII_FRAGMENT	f76r.1--f76r.38	shedy	ain
IT2a|f76r.24|G002	IT2a	f76r.24	f76r	2	12	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	2	ONE_ASCII_FRAGMENT	f76r.1--f76r.38	dalshedy	sheedy
IT2a|f76r.33|G006	IT2a	f76r.33	f76r	6	14	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	6	ONE_ASCII_FRAGMENT	f76r.1--f76r.38	qopchey	pchedy
IT2a|f76r.35|G010	IT2a	f76r.35	f76r	10	12	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	10	ONE_ASCII_FRAGMENT	f76r.1--f76r.38	chedy	chcthy
IT2a|f76r.53|G002	IT2a	f76r.53	f76r	2	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	2	ONE_ASCII_FRAGMENT	f76r.51--f76r.56	saiin	shedy
IT2a|f77r.18|G004	IT2a	f77r.18	f77r	4	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	4	ONE_ASCII_FRAGMENT	f77r.9--f77r.24	lshey	or
IT2a|f77r.18|G008	IT2a	f77r.18	f77r	8	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	8	ONE_ASCII_FRAGMENT	f77r.9--f77r.24	sheckhedy	cheedy
IT2a|f77r.33|G003	IT2a	f77r.33	f77r	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f77r.25--f77r.37	chedy	keedy
IT2a|f77r.34|G004	IT2a	f77r.34	f77r	4	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	4	ONE_ASCII_FRAGMENT	f77r.25--f77r.37	chedy	chedy
IT2a|f77r.38|G006	IT2a	f77r.38	f77r	6	9	1	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	6	ONE_ASCII_FRAGMENT	f77r.38--f77r.48	chcphey	ltaiin
IT2a|f77r.38|G009	IT2a	f77r.38	f77r	9	9	1	0	DEFINITE_SPACE	LINE_END	qol	qol	1	9	ONE_ASCII_FRAGMENT	f77r.38--f77r.48	shedy	LINE_END
IT2a|f77r.44|G003	IT2a	f77r.44	f77r	3	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f77r.38--f77r.48	qepchedy	cheedy
IT2a|f81r.5|G001	IT2a	f81r.5	f81r	1	9	0	0	LINE_START	DEFINITE_SPACE	qol	qol	1	1	ONE_ASCII_FRAGMENT	f81r.1--f81r.15	LINE_START	cheol
IT2a|f81r.13|G004	IT2a	f81r.13	f81r	4	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	4	ONE_ASCII_FRAGMENT	f81r.1--f81r.15	qotedy	chedy
IT2a|f81r.14|G002	IT2a	f81r.14	f81r	2	6	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	2	ONE_ASCII_FRAGMENT	f81r.1--f81r.15	qokechedy	sheedy
IT2a|f81r.20|G002	IT2a	f81r.20	f81r	2	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	2	ONE_ASCII_FRAGMENT	f81r.16--f81r.31	qopchedy	chedy
IT2a|f81r.22|G003	IT2a	f81r.22	f81r	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f81r.16--f81r.31	chedy	ol
IT2a|f81r.25|G003	IT2a	f81r.25	f81r	3	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f81r.16--f81r.31	shedy	otain
IT2a|f81r.26|G004	IT2a	f81r.26	f81r	4	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	4	ONE_ASCII_FRAGMENT	f81r.16--f81r.31	oteol	sheor
IT2a|f81v.12|G001	IT2a	f81v.12	f81v	1	9	0	0	LINE_START	DEFINITE_SPACE	qol	qol	1	1	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	LINE_START	ol
IT2a|f81v.21|G008	IT2a	f81v.21	f81v	8	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	8	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	lchedal	otar
IT2a|f81v.22|G002	IT2a	f81v.22	f81v	2	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	2	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	qokal	oiin
IT2a|f81v.24|G005	IT2a	f81v.24	f81v	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	5	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	okeey	cheedy
IT2a|f81v.25|G008	IT2a	f81v.25	f81v	8	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	8	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	chey	chedy
IT2a|f82r.6|G003	IT2a	f82r.6	f82r	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f82r.1--f82r.9	shedy	shedaiin
IT2a|f82r.21|G007	IT2a	f82r.21	f82r	7	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	7	ONE_ASCII_FRAGMENT	f82r.20--f82r.33	chey	chedy
IT2a|f82r.22|G006	IT2a	f82r.22	f82r	6	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	6	ONE_ASCII_FRAGMENT	f82r.20--f82r.33	shckhey	keeedy
IT2a|f89r2.25|G014	IT2a	f89r2.25	f89r2	14	17	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	14	ONE_ASCII_FRAGMENT	f89r2.22--f89r2.28	qo	cheo
RF1b|f75r.18|G003	RF1b	f75r.18	f75r	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f75r.1--f75r.26	sheedy	shedy
RF1b|f75r.18|G005	RF1b	f75r.18	f75r	5	9	0	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	qol	qol	1	5	ONE_ASCII_FRAGMENT	f75r.1--f75r.26	shedy	otain
RF1b|f75r.23|G005	RF1b	f75r.23	f75r	5	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	5	ONE_ASCII_FRAGMENT	f75r.1--f75r.26	sshey	chedy
RF1b|f75r.28|G007	RF1b	f75r.28	f75r	7	11	0	0	DEFINITE_SPACE	DRAWING_INTERRUPTION	qol	qol	1	7	ONE_ASCII_FRAGMENT	f75r.27--f75r.31	shecthy	l
RF1b|f75r.29|G008	RF1b	f75r.29	f75r	8	13	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	qol	qol	1	8	ONE_ASCII_FRAGMENT	f75r.27--f75r.31	okeedy	@152;ain
RF1b|f75r.33|G003	RF1b	f75r.33	f75r	3	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f75r.32--f75r.46	lshedy	ched@222;
RF1b|f76r.2|G009	RF1b	f76r.2	f76r	9	12	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	9	ONE_ASCII_FRAGMENT	f76r.1--f76r.38	shedy	ain
RF1b|f76r.33|G006	RF1b	f76r.33	f76r	6	15	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	7	ONE_ASCII_FRAGMENT	f76r.1--f76r.38	qopchey	pchedy
RF1b|f76r.35|G010	RF1b	f76r.35	f76r	10	12	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	10	ONE_ASCII_FRAGMENT	f76r.1--f76r.38	chedy	chcthy
RF1b|f76r.53|G002	RF1b	f76r.53	f76r	2	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	2	ONE_ASCII_FRAGMENT	f76r.51--f76r.56	saiin	{ch'}edy
RF1b|f77r.13|G002	RF1b	f77r.13	f77r	2	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	2	ONE_ASCII_FRAGMENT	f77r.9--f77r.24	qokeedy	{ch'}eedy
RF1b|f77r.13|G009	RF1b	f77r.13	f77r	9	11	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	qol	qol	1	12	ONE_ASCII_FRAGMENT	f77r.9--f77r.24	qoke@152;y	al
RF1b|f77r.18|G007	RF1b	f77r.18	f77r	7	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	8	ONE_ASCII_FRAGMENT	f77r.9--f77r.24	sheckhedy	cheedy
RF1b|f77r.33|G003	RF1b	f77r.33	f77r	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f77r.25--f77r.37	chedy	kee@152;y
RF1b|f77r.38|G006	RF1b	f77r.38	f77r	6	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	7	ONE_ASCII_FRAGMENT	f77r.38--f77r.48	chcphey	ltaiin
RF1b|f77r.38|G009	RF1b	f77r.38	f77r	9	9	0	0	DEFINITE_SPACE	LINE_END	qol	qol	1	11	ONE_ASCII_FRAGMENT	f77r.38--f77r.48	she@152;y	LINE_END
RF1b|f77r.41|G003	RF1b	f77r.41	f77r	3	11	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f77r.38--f77r.48	sh	che@222;
RF1b|f77r.44|G003	RF1b	f77r.44	f77r	3	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f77r.38--f77r.48	qepchedy	cheedy
RF1b|f81r.5|G001	RF1b	f81r.5	f81r	1	10	0	0	LINE_START	DEFINITE_SPACE	qol	qol	1	1	ONE_ASCII_FRAGMENT	f81r.1--f81r.15	LINE_START	cheol
RF1b|f81r.13|G004	RF1b	f81r.13	f81r	4	6	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	4	ONE_ASCII_FRAGMENT	f81r.1--f81r.15	qoted@222;	ched@222;
RF1b|f81r.14|G002	RF1b	f81r.14	f81r	2	7	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f81r.1--f81r.15	qokeche@152;y	{ch'}ee@152;y
RF1b|f81r.20|G002	RF1b	f81r.20	f81r	2	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	2	ONE_ASCII_FRAGMENT	f81r.16--f81r.31	qopchedy	chedy
RF1b|f81r.22|G003	RF1b	f81r.22	f81r	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f81r.16--f81r.31	chedy	ol
RF1b|f81r.25|G003	RF1b	f81r.25	f81r	3	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	4	ONE_ASCII_FRAGMENT	f81r.16--f81r.31	shedy	otain
RF1b|f81r.26|G004	RF1b	f81r.26	f81r	4	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	4	ONE_ASCII_FRAGMENT	f81r.16--f81r.31	oteol	shear
RF1b|f81v.12|G001	RF1b	f81v.12	f81v	1	9	0	0	LINE_START	DEFINITE_SPACE	qol	qol	1	1	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	LINE_START	ol
RF1b|f81v.21|G008	RF1b	f81v.21	f81v	8	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	9	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	lchedal	otar
RF1b|f81v.22|G002	RF1b	f81v.22	f81v	2	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	2	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	qokal	oiin
RF1b|f81v.24|G005	RF1b	f81v.24	f81v	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	6	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	okeey	chee@152;y
RF1b|f81v.25|G008	RF1b	f81v.25	f81v	8	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	9	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	chey	che@152;ytchd
RF1b|f81v.26|G001	RF1b	f81v.26	f81v	1	10	0	0	LINE_START	DEFINITE_SPACE	qol	qol	1	1	ONE_ASCII_FRAGMENT	f81v.10--f81v.27	LINE_START	chechol
RF1b|f82r.6|G003	RF1b	f82r.6	f82r	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	3	ONE_ASCII_FRAGMENT	f82r.1--f82r.9	shedy	shedaiin
RF1b|f82r.21|G007	RF1b	f82r.21	f82r	7	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	7	ONE_ASCII_FRAGMENT	f82r.20--f82r.33	chey	chedy
RF1b|f89r2.25|G014	RF1b	f89r2.25	f89r2	14	18	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qol	qol	1	15	ONE_ASCII_FRAGMENT	f89r2.22--f89r2.28	qo	cheo
