lexeme_id	normalized_forms	canonical_noun_de	noun_class	content_status	note
L044	gummiharz	Gummiharz	PLANT_MATERIAL	CONTENT_WITH_RIVAL	legacy shx value retained in apparatus
L045	gut	Gut	MATERIAL	CONTENT_WITH_RIVAL	short whole-card material
L046	handvoll	Handvoll	QUANTITY	CONTENT_WITH_WARNING	concrete but absolute identity weak
L047	herbal	Herbal	STRUCTURAL_META	APPARATUS_ONLY	register name removed from main text
L048	holz	Holz	PLANT_PART	CONTENT	selected l=lignum head
L049	holzbindung	Holzbindung	STRUCTURAL_META	APPARATUS_ONLY	scope tag removed from spoken main text
L050	holzdroge	Holzdroge	PLANT_MATERIAL	CONTENT_WITH_RIVAL	legacy compound normalized to Holz where licensed
L051	holz-grundansatz|holzdrogen-grundansatz	Holz-Grundansatz	PREPARATION	CONTENT	bounded wood preparation
L052	holzansatz|holzdrogenansatz	Holzansatz	PREPARATION	CONTENT	bounded wood preparation
L053	holzdrogenfraktion|holzfraktion	Holzfraktion	FRACTION_MATERIAL	CONTENT	fraction with wood head
L054	holzdrogenpulver|holzpulver	Holzpulver	MATERIAL	CONTENT	powder with wood head
L055	holzportion	Holzportion	QUANTITY_MATERIAL	CONTENT	portion with wood head
L056	holzpostens	Holzposten	QUANTITY_MATERIAL	CONTENT	wood lot
L057	holzrohdroge|holzrohstoff|rohholzdroge|rohholz	Rohholz	PLANT_MATERIAL	CONTENT	raw wood
L058	holzstoff	Holzstoff	MATERIAL	CONTENT	wood material
L059	klassenwert	Klassenwert	STRUCTURAL_META	APPARATUS_ONLY	alternative relative code label
L060	kraut	Kraut	PLANT_PART	CONTENT	selected CTH head
L061	krautansatz	Krautansatz	PREPARATION	CONTENT	preparation with herb head
L062	krautdroge	Krautdroge	PLANT_MATERIAL	CONTENT	herb drug
L063	krautgut	Krautgut	PLANT_MATERIAL	CONTENT_WITH_RIVAL	herb material rival
L064	kräutercharge	Kräutercharge	QUANTITY_MATERIAL	CONTENT	batch of herbs
L065	mass|masse	Maß	QUANTITY	CONTENT	measure; normalized tokenizer folds Maß to mass
L066	masseinheit	Maßeinheit	QUANTITY	CONTENT	unit of measure
L067	massportion	Maßportion	QUANTITY	CONTENT	measured portion
L068	materialmass|materialmasse	Materialmaß	QUANTITY_MATERIAL	CONTENT	measure of material
L069	mazerationsansatz	Mazerationsansatz	PREPARATION	CONTENT	maceration preparation
L070	menge|mengen	Menge	QUANTITY	CONTENT	quantity
L071	mittelstufen-trockenportion|mittelstufenportion	Mittelstufenportion	QUANTITY	CONTENT	portion at middle stage
L072	pflanzen	Pflanze	STRUCTURAL_META	APPARATUS_ONLY	removed slash fragment
L073	pflanzenteil	Pflanzenteil	PLANT_PART	CONTENT	selected chor value
L074	portion|portionen	Portion	QUANTITY	CONTENT	portion
L075	pulver	Pulver	MATERIAL	CONTENT	selected p=pulvis head
L076	pulveransatz	Pulveransatz	PREPARATION	CONTENT	powder preparation
L077	pulverfraktion|pulverstofffraktion	Pulverfraktion	FRACTION_MATERIAL	CONTENT	fraction with powder head
L078	pulverstoff	Pulverstoff	MATERIAL	CONTENT	powder material
L079	pulverzubereitung	Pulverzubereitung	PREPARATION	CONTENT	powder preparation
L080	qo-rahmen	qo-Rahmen	STRUCTURAL_META	APPARATUS_ONLY	parser label removed from main text
L081	reproduktionsteil	Reproduktionsteil	STRUCTURAL_META	APPARATUS_ONLY	abstract alternative removed from main text
L082	rohdroge	Rohdroge	MATERIAL	CONTENT	raw drug material
L083	rohstoffklasse	Rohstoffklasse	MATERIAL_CLASS	FUNCTIONAL	relative material class
L084	rohstoffmenge	Rohstoffmenge	QUANTITY_MATERIAL	CONTENT	quantity of raw material
L085	saatgut	Saatgut	PLANT_PART	CONTENT_WITH_RIVAL	legacy s value normalized to Samen on productive s cards
L086	saatgutansatz	Saatgutansatz	PREPARATION	CONTENT_WITH_RIVAL	legacy s compound normalized to Samenansatz
L087	saatgutfraktion	Saatgutfraktion	FRACTION_MATERIAL	CONTENT_WITH_RIVAL	legacy s compound normalized to Samenfraktion
L088	saatgutposten	Saatgutposten	QUANTITY_MATERIAL	CONTENT_WITH_RIVAL	legacy s compound normalized to Samenposten
L089	saatgutzubereitung	Saatgutzubereitung	PREPARATION	CONTENT_WITH_RIVAL	legacy s compound normalized to Samenzubereitung
L090	samen	Samen	PLANT_PART	CONTENT	selected s=semen head
L091	samenansatz	Samenansatz	PREPARATION	CONTENT	preparation with seed head
L092	samenfraktion	Samenfraktion	FRACTION_MATERIAL	CONTENT	fraction with seed head
L093	samenposten	Samenposten	QUANTITY_MATERIAL	CONTENT	seed lot
L094	samenpulver	Samenpulver	MATERIAL	CONTENT	seed powder
L095	samenzubereitung	Samenzubereitung	PREPARATION	CONTENT	seed preparation
L096	teil|teile	Teil	QUANTITY	CONTENT	part
L097	teilmenge	Teilmenge	QUANTITY	CONTENT	partial quantity
L098	trockenabsud|trockenabsuds	Trockenabsud	PREPARATION	CONTENT	dry decoction
L099	trockenansatz|trockenansatzes	Trockenansatz	PREPARATION	CONTENT	dry preparation
L100	trockendroge	Trockendroge	MATERIAL	CONTENT	dried drug material
L101	trockenfraktion	Trockenfraktion	FRACTION_MATERIAL	CONTENT	dry fraction
L102	trockengut	Trockengut	MATERIAL	CONTENT	dry material
L103	trockenportion	Trockenportion	QUANTITY_MATERIAL	CONTENT	dry portion
L104	trockenpulver	Trockenpulver	MATERIAL	CONTENT	dry powder
L105	trockenpulver-ansatz	Trockenpulver-Ansatz	PREPARATION	CONTENT	dry powder preparation
L106	trockenstoff	Trockenstoff	MATERIAL	CONTENT	dry material
L107	unterfraktion	Unterfraktion	FRACTION	CONTENT	subfraction
L108	wurzel	Wurzel	PLANT_PART	CONTENT	selected r=radix head
L109	wurzeldroge	Wurzeldroge	PLANT_MATERIAL	CONTENT_WITH_RIVAL	legacy compound normalized to Wurzel on productive r cards
L110	zubereitung	Zubereitung	PREPARATION	CONTENT	preparation
L111	zubereitungsdosis	Zubereitungsdosis	QUANTITY_PREPARATION	CONTENT	dose of preparation
L112	zubereitungsrahmen	Zubereitungsrahmen	STRUCTURAL_META	APPARATUS_ONLY	analysis frame removed from main text
L113	anfang	Anfang	FORM_STAGE	FUNCTIONAL	stage boundary
L114	anfangsstufe	Anfangsstufe	FORM_STAGE	FUNCTIONAL	initial stage
L115	ende	Ende	FORM_STAGE	FUNCTIONAL	stage boundary
L116	endstufe	Endstufe	FORM_STAGE	FUNCTIONAL	final stage
L117	endzustands	Endzustand	FORM_STAGE	FUNCTIONAL	final state
L118	feuchtgrad	Feuchtgrad	FORM_STAGE	FUNCTIONAL	moisture grade
L119	feuchtstufe	Feuchtstufe	FORM_STAGE	FUNCTIONAL	moisture stage
L120	form	Form	FORM_STAGE	FUNCTIONAL	relative form
L121	grad|grades	Grad	FORM_STAGE	FUNCTIONAL	relative grade
L122	gradanfang	Gradanfang	FORM_STAGE	FUNCTIONAL	start of grade
L123	gradmitte	Gradmitte	FORM_STAGE	FUNCTIONAL	middle of grade
L124	grundform	Grundform	FORM_STAGE	FUNCTIONAL	base form
L125	heizstufe	Heizstufe	FORM_STAGE	FUNCTIONAL	heating stage
L126	kühlstufe	Kühlstufe	FORM_STAGE	FUNCTIONAL	cooling stage
L127	mitte	Mitte	FORM_STAGE	FUNCTIONAL	middle position
L128	mittelstufe	Mittelstufe	FORM_STAGE	FUNCTIONAL	middle stage
L129	qualitätsgrad	Qualitätsgrad	FORM_STAGE	FUNCTIONAL	relative quality grade
L130	schlussstufe	Schlussstufe	FORM_STAGE	FUNCTIONAL	final stage
L131	stufe	Stufe	FORM_STAGE	FUNCTIONAL	relative stage
L132	trockenstufe	Trockenstufe	FORM_STAGE	FUNCTIONAL	drying stage
L133	typ	Typ	FORM_STAGE	FUNCTIONAL_WITH_RIVAL	relative type; removed where a main choice is possible
L134	wärme	Wärme	PROCESS_NOUN	FUNCTIONAL	heat condition
L135	anfangsansatz	Anfangsansatz	PREPARATION	CONTENT	preparation at initial stage
L136	ansatzstoff	Ansatzstoff	MATERIAL	CONTENT	material in preparation frame
L137	kalt-trockenansatz	Kalt-Trockenansatz	PREPARATION	CONTENT	cold dry preparation
L138	kaltansatz	Kaltansatz	PREPARATION	CONTENT	cold preparation
