rule_id	surface	expected_v62_gloss_de	main_gloss_de	selected_noun_de	live_rivals_de	provenance_tier	apparatus_note_de	basis
N013	olam	ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	ein Maß Holz	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; Slash und Scope-Tag verschwinden aus dem Haupttext.	four V62 positions; provisional bounded head carry, explicitly not free internal-l promotion
N014	qotain	kalt im qo-Rahmen, Grad II	kalter Ansatz, Grad II	Ansatz	Zubereitung|Arbeitsgang|Bad	STRUCTURAL_FRAME_WITH_CONTENT	qo-Rahmen ist Parserjargon; q bleibt als struktureller Selektor nur im Apparat.	exact qotain card; no action ordinal and therefore no invented verb
N015	otain	kalt im Zubereitungsrahmen, Grad II	kalter Ansatz, Grad II	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Zubereitungsrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	exact otain card and o preparation frame
N016	otaiin	kalt im Zubereitungsrahmen, Grad III	kalter Ansatz, Grad III	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Zubereitungsrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	exact otaiin card and o preparation frame
N017	okain	heiß im Zubereitungsrahmen, Grad II	heißer Ansatz, Grad II	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Zubereitungsrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	exact okain card and o preparation frame
N018	okaiin	heiß, Grad III, im Ansatzrahmen	heißer Ansatz, Grad III	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Ansatzrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	exact okaiin card and o preparation frame
N019	raiin	Wurzel, Typ/Charge III	Wurzel, Charge III	Wurzel	Wurzeldroge|Harz	PRODUCTIVE_INITIAL_HEAD	r=radix/Wurzel ist die Hauptwahl; resina/Harz bleibt historischer Rivale.	GDT635 exact raiin four-head paradigm
N020	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I	ein Maß Wurzel	Wurzel	Wurzeldroge|Harz	PRODUCTIVE_INITIAL_HEAD	r=radix/Wurzel plus GDT636 am measure/entry body; Slash und Metasprache entfernt.	GDT635 r head plus GDT636 am body
N021	sain	Saatgut, Typ/Charge II	Samen, Charge II	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen/Samen ist Hauptwahl; historische s-Rivalen bleiben im Apparat.	GDT635 productive s head
N022	s	Samen-/Saatgutposten	Samenposten	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen/Samen ist Hauptwahl; Slash entfernt.	GDT635 productive s head
N023	dshees	Dosis oder Charge vollständig eingeweichter Arzneispecies	eine Dosis vollständig eingeweichte Arzneimischung	Arzneimischung	Charge Arzneispecies|eingeweichte Droge	LOCAL_LEARNED_WHOLE	Eine konkrete Hauptkonstruktion ersetzt die Dosis/Charge-Alternative; Species bleibt historischer Apparatwert.	exact dshees whole card
N024	aiiin	Menge-/Klassenwert IV	Menge IV	Menge	Klassenwert IV	LOCAL_VALUE_SELECTION__UPSTREAM_CARD_UNEXPORTED	Menge ist der praktische Hauptwert; Klassenwert bleibt im Apparat.	inherited a-minim value selection; exact upstream card is not exported in the scoped sources
N025	yteody	Eintrag: fertige kalte Zubereitung	fertige kalte Zubereitung	Zubereitung	Eintrag einer kalten Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Eintrag ist ein Rendererlabel und wird nicht als Rezeptnomen vorgelesen.	exact whole card; removes prose-only record label
N026	pchedaiin	drei Dosen bis Mittelstufe getrocknetes Pulver	drei Dosen bis Mittelstufe getrocknetes Pulver	Pulver	Trank|Pille	PRODUCTIVE_INITIAL_HEAD	p wird kurz als Pulver gelesen; potio und pilula bleiben Rivalen.	GDT635 p=pulvis working head
N027	pol	Pulverstoff	Pulverstoff	Pulver	Trank|Pille	PRODUCTIVE_INITIAL_HEAD	p=Pulver plus ol=Stoff; kein komplexer Ganzwortwert.	GDT635 p head plus GDT636 ol carrier
N028	polairy	abgeschlossene zweite Pulverstofffraktion	zweite Pulverfraktion, abgeschlossen	Pulver	Trank|Pille	PRODUCTIVE_INITIAL_HEAD	p=Pulver plus Fraktionskörper; überlanges Stoffkompositum gekürzt.	GDT635 p head plus residual air/body closure
N029	pshol	eingeweichter Pulverstoff	eingeweichtes Pulver	Pulver	Trank|Pille	PRODUCTIVE_INITIAL_HEAD	p=Pulver plus Feuchtzustand.	GDT635 p head plus shol state
N030	sail	Saatgut, Charge II	Samen, Charge II	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen wird einwertig als Samen gelesen.	GDT635 s=semen working head
N031	sair	Samenfraktion II	zweite Samenfraktion	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus Fraktionskörper II.	GDT635 s head plus air body
N032	sairy	abgeschlossene zweite Saatgutfraktion	zweite Samenfraktion, abgeschlossen	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus Fraktionskörper und Schluss.	GDT635 s head plus air/y body
N033	sar	Samenfraktion I	erste Samenfraktion	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus Fraktionskörper I.	GDT635 s head plus ar body
N034	saraiin	drei Teile der ersten Samenfraktion	drei Teile der ersten Samenfraktion	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus Fraktionskörper und sichtbarer Wert.	GDT635 s head
N035	solchedy	bis zur Mittelstufe fertig getrockneter Saatgutansatz	bis zur Mittelstufe fertig getrockneter Samenansatz	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus Zubereitungs- und Trockenresultat.	GDT635 s head plus GDT636 olchedy body
N036	solkam	ein Maß erhitzter Saatgutzubereitung	ein Maß erhitzter Samenzubereitung	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus erhitzte Zubereitungs-/Maßform.	GDT635 s head
N037	solky	Saatgutansatz, leicht erhitzt	Samenansatz, leicht erhitzt	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus Ansatz und Wärmezustand.	GDT635 s head
N038	r	Wurzel	Wurzel	Wurzel	Harz	PRODUCTIVE_INITIAL_HEAD	r=radix bleibt die kurze Hauptwahl.	GDT635 r=radix working head
N039	rr	getrocknete Wurzeldroge	getrocknete Wurzel	Wurzel	Harz	PRODUCTIVE_INITIAL_HEAD	r=radix plus Trockenresultat; Droge ist Kontext, kein atomarer Kopf.	GDT635 r head
N040	l	Holzdroge in der gebundenen Anschlussform	Holz, gebundene Anschlussform	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=lignum wird kurz als Holz gelesen; Anschlussform bleibt Funktionsapparat.	GDT635 l=lignum working head
N041	lcheey	Drogenholz, trocken gebunden, Form II	trocken gebundenes Holz, Form II	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Trocken-/Formkörper.	GDT635 l head plus GDT636 cheey body
N042	lchl	getrocknetes Drogenholz	getrocknetes Holz	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Trockenresultat.	GDT635 l head
N043	ldals	eine Charge Holzrohdroge I abmessen	eine Charge Holzrohstoff I abmessen	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Rohstoff- und Maßkörper.	GDT635 l head
N044	ldy	fertig aufbereitetes Drogenholz	fertig aufbereitetes Holz	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Ergebnisform; kein atomarer Wert Drogenholz.	GDT635 l head
N045	lkar	heiße Holzfraktion I	heiße Holzfraktion I	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus heiße Fraktion.	GDT635 l head
N046	lkedy	bis zur mittleren Heizstufe erhitzte Holzdroge	bis zur mittleren Heizstufe erhitztes Holz	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Heizresultat.	GDT635 l head
N047	lldar	erste Holzdrogenfraktion abmessen	erste Holzfraktion abmessen	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Fraktions-/Maßkörper.	GDT635 l head
N048	lol	Holzstoff	Holzstoff	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus ol=Stoff.	GDT635 l head plus GDT636 ol carrier
N049	lolkaiin	Holzstoff, heiß auf Stufe III	Holzstoff, heiß auf Stufe III	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Stoff-/Wärmekörper.	GDT635 l head
N050	lor	Holzportion	Holzportion	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus or=Portion.	GDT635 l head plus GDT636 or carrier
N051	losair	zweite Fraktion des Drogenholzpostens	zweite Fraktion des Holzpostens	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus zweite Fraktionsform.	GDT635 l head
N052	ls	eine Charge Holzdroge	eine Charge Holz	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz; Droge ist Kontext, kein atomarer Kopf.	GDT635 l head
N053	lshedy	vollständig eingeweichtes Drogenholz, Form I	vollständig eingeweichtes Holz, Form I	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Feucht-/Formkörper.	GDT635 l head plus GDT636 shedy body
N054	lsheetal	Rohholzdroge I, vollständig eingeweicht und kaltgestellt	Rohholz I, vollständig eingeweicht und kaltgestellt	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Rohstoff-/Feucht-/Kaltkörper.	GDT635 l head
N055	ltaiin	Holzdroge, kalt auf Stufe III	Holz, kalt auf Stufe III	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Kaltwert III.	GDT635 l head
N056	ltain	Holzdroge, kalt auf Stufe II	Holz, kalt auf Stufe II	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Kaltwert II.	GDT635 l head
N057	ltedy	fertig abgekühlte Holzdroge, Mittelstufe	fertig abgekühltes Holz, Mittelstufe	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Kälte-/Ergebnisform.	GDT635 l head
N058	arl	erste Holzdrogenfraktion	erste Holzfraktion	Holz	Drogenfraktion	BOUNDED_L_HEAD	Lokale gebundene Holzlesung; keine freie interne l-Regel.	exact V62 whole card with inherited wood head
N059	olchain	Holzdrogenansatz, trocken auf Stufe II	Holzansatz, trocken auf Stufe II	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz; keine freie interne l-Regel.	exact V62 whole card
N060	olchdy	Holzdroge im Ansatz fertig getrocknet	Holz im Ansatz fertig getrocknet	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzkopf im Ansatz.	exact V62 whole card
N061	olchey	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzansatz, bis Mittelstufe getrocknet	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	exact V62 whole card
N062	olkaiir	dritte erhitzte Holzdrogenfraktion im Ansatz	dritte erhitzte Holzfraktion im Ansatz	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundene Holzfraktion.	exact V62 whole card
N063	olkchey	erhitzter Holzdrogenansatz, bis Mittelstufe getrocknet	erhitzter Holzansatz, bis Mittelstufe getrocknet	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	exact V62 whole card
N064	olkechy	Holzdrogenansatz mäßig erhitzen, trocknen und abschließen	Holzansatz mäßig erhitzen, trocknen und abschließen	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	exact V62 whole card
N065	olkeedy	Holzdrogenansatz vollständig erhitzt	Holzansatz vollständig erhitzt	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	exact V62 whole card
N066	olkeey	Holzdrogenansatz vollständig erhitzt	Holzansatz vollständig erhitzt	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	exact V62 whole card
N067	olol	Holzdrogen-Grundansatz	Holz-Grundansatz	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	exact V62 whole card
N068	olord	abgezogene Portion Holzdrogenansatz	abgezogene Portion Holzansatz	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	exact V62 whole card
N069	olpchedy	fertiges Trockenpulver aus Holzdrogenansatz	fertiges Trockenpulver aus Holzansatz	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz als Quelle des Pulvers.	exact V62 whole card
N070	olpcheey	trocken gebundenes Holzdrogenpulver, Form II	trocken gebundenes Holzpulver, Form II	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzkopf plus Pulverform.	exact V62 whole card
N071	oltaiin	Holzdrogenansatz, kalt auf Stufe III	Holzansatz, kalt auf Stufe III	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	exact V62 whole card
N072	oltain	Holzdrogenansatz, kalt auf Stufe II	Holzansatz, kalt auf Stufe II	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	exact V62 whole card
