record	unit	locus	word	reading	status	claimed_complement
f21r	f21r:V3	f21r.9:7	cthody	[cthody]	OPEN	0
f21r	f21r:V3	f21r.9:8	cthy	Kraut	HYPOTHESIS	0
f21r	f21r:V3	f21r.9:9	s	und	HYPOTHESIS	0
f21r	f21r:V3	f21r.10:1	totchy	[totchy]	OPEN	0
f21r	f21r:V3	f21r.10:2	keor	[keor]	OPEN	0
f21r	f21r:V3	f21r.10:3	chy	Wasser	HYPOTHESIS	0
f21r	f21r:V3	f21r.10:4	ky	[ky]	OPEN	0
f21r	f21r:V3	f21r.10:5	qotaiin	abgeteilte Portion	HYPOTHESIS	0
f21r	f21r:V3	f21r.10:6	qotchol	Trockenmaterial	HYPOTHESIS	0
f21r	f21r:V3	f21r.10:7	ty	[ty]	OPEN	0
f21r	f21r:V3	f21r.10:8	ctheey	[ctheey]	OPEN	0
f21r	f21r:V3	f21r.10:9	otaiin	[otaiin]	OPEN	0
f21r	f21r:V3	f21r.11:1	shol	Trockenmaterial ist feucht	HYPOTHESIS	0
f21r	f21r:V4	f21r.11:2	chol	Trockenmaterial ist trocken	HYPOTHESIS	0
f21r	f21r:V5	f21r.11:3	shol	Trockenmaterial ist feucht	HYPOTHESIS	0
f21r	f21r:V6	f21r.11:4	tchol	[tchol]	OPEN	0
f21r	f21r:V6	f21r.11:5	chcthy	[chcthy]	OPEN	0
f21r	f21r:V6	f21r.11:6	otyky	[otyky]	OPEN	0
f21r	f21r:V6	f21r.11:7	shey	Trockenmaterial ist heiß	HYPOTHESIS	0
f21r	f21r:V7	f21r.11:8	yteol	[yteol]	OPEN	0
f21r	f21r:V7	f21r.11:9	shody	[shody]	OPEN	0
f21r	f21r:V7	f21r.12:1	ykeey	[ykeey]	OPEN	0
f21r	f21r:V7	f21r.12:2	chor	Blüten	HYPOTHESIS	0
f21r	f21r:V7	f21r.12:3	sheey	[sheey]	OPEN	0
f21r	f21r:V7	f21r.12:4	ysheol	[ysheol]	OPEN	0
f21r	f21r:V7	f21r.12:5	chor	Blüten	HYPOTHESIS	0
f21r	f21r:V7	f21r.12:6	chol	Blüten ist trocken	HYPOTHESIS	0
f21r	f21r:V8	f21r.12:7	daiin	Maß Γ	HYPOTHESIS	0
f21r	f21r:V8	f21r.12:8	chkaiin	Blüten ist gemischt	HYPOTHESIS	0
f32v	f32v:V1	f32v.7:1	ksho	[ksho]	OPEN	0
f32v	f32v:V1	f32v.7:2	cphos	[cphos]	OPEN	0
f32v	f32v:V1	f32v.7:3	she	[she]	OPEN	0
f32v	f32v:V1	f32v.7:4	sheaiin	[sheaiin]	OPEN	0
f32v	f32v:V1	f32v.7:5	otshcho	[otshcho]	OPEN	0
f32v	f32v:V1	f32v.7:6	r	[r]	OPEN	0
f32v	f32v:V1	f32v.7:7	dain	Maß Β	HYPOTHESIS	0
f32v	f32v:V1	f32v.7:8	shckhy	[shckhy]	OPEN	0
f32v	f32v:V1	f32v.7:9	s	und	HYPOTHESIS	0
f32v	f32v:V1	f32v.7:10	odan	[odan]	OPEN	0
f32v	f32v:V1	f32v.8:1	otchol	Trockenmaterial	HYPOTHESIS	0
f32v	f32v:V1	f32v.8:2	daiin	Maß Γ	HYPOTHESIS	0
f32v	f32v:V1	f32v.8:3	daiin	Maß Γ	HYPOTHESIS	0
f32v	f32v:V1	f32v.8:4	ctho	Pflanzenpulver	HYPOTHESIS	0
f32v	f32v:V1	f32v.8:5	daiin	Maß Γ	HYPOTHESIS	0
f32v	f32v:V1	f32v.8:6	qotaiin	abgeteilte Portion	HYPOTHESIS	0
f32v	f32v:V1	f32v.8:7	otchy	[otchy]	OPEN	0
f32v	f32v:V1	f32v.8:8	d	[d]	OPEN	0
f32v	f32v:V1	f32v.8:9	shan	Feinanteil	HYPOTHESIS	0
f32v	f32v:V1	f32v.9:1	qotchy	Feinanteil befindet sich bei Filterstelle	HYPOTHESIS	0
f32v	f32v:V1	f32v.9:2	cfhy	Filterstelle	HYPOTHESIS	1
f32v	f32v:V2	f32v.9:3	skey	[skey]	OPEN	0
f32v	f32v:V2	f32v.9:4	chocthy	Pflanzenmark	HYPOTHESIS	0
f32v	f32v:V2	f32v.9:5	daiin	Maß Γ	HYPOTHESIS	0
f32v	f32v:V2	f32v.9:6	cthaiin	Pflanzenportion	HYPOTHESIS	0
f32v	f32v:V2	f32v.9:7	daiin	Maß Γ	HYPOTHESIS	0
f32v	f32v:V2	f32v.10:1	sho	Pflanzenportion enthält Öl	HYPOTHESIS	0
f32v	f32v:V2	f32v.10:2	keol	Öl	HYPOTHESIS	1
f32v	f32v:V3	f32v.10:3	chor	Blüten	HYPOTHESIS	0
f32v	f32v:V3	f32v.10:4	chol	Blüten ist trocken	HYPOTHESIS	0
f32v	f32v:V4	f32v.10:5	daiin	Maß Γ	HYPOTHESIS	0
f32v	f32v:V4	f32v.10:6	cpho	[cpho]	OPEN	0
f32v	f32v:V4	f32v.10:7	l	[l]	OPEN	0
f32v	f32v:V4	f32v.10:8	cthol	Trockenmaterial	HYPOTHESIS	0
f32v	f32v:V4	f32v.10:9	da	[da]	OPEN	0
f32v	f32v:V4	f32v.10:10	ar	[ar]	OPEN	0
f32v	f32v:V4	f32v.11:1	ol	auch	HYPOTHESIS	0
f32v	f32v:V4	f32v.11:2	sho	Trockenmaterial enthält Wasser	HYPOTHESIS	0
f32v	f32v:V4	f32v.11:3	chy	Wasser	HYPOTHESIS	1
f29v	f29v:V1	f29v.1:1	kooiin	Wurzelmaterial	HYPOTHESIS	0
f29v	f29v:V1	f29v.1:2	shor	Früchte	HYPOTHESIS	0
f29v	f29v:V1	f29v.1:3	chetchy	[chetchy]	OPEN	0
f29v	f29v:V1	f29v.1:4	ol	auch	HYPOTHESIS	0
f29v	f29v:V1	f29v.1:5	ls	[ls]	OPEN	0
f29v	f29v:V1	f29v.1:6	shytchy	[shytchy]	OPEN	0
f29v	f29v:V1	f29v.1:7	cthy	Kraut	HYPOTHESIS	0
f29v	f29v:V1	f29v.1:8	shy	feucht	HYPOTHESIS	0
f29v	f29v:V1	f29v.1:9	cho	Inneres	HYPOTHESIS	0
f29v	f29v:V1	f29v.1:10	shy	feucht	HYPOTHESIS	0
f29v	f29v:V1	f29v.1:11	daiin	Maß Γ	HYPOTHESIS	0
f29v	f29v:V1	f29v.2:1	qotcheaiin	Feinpulver	HYPOTHESIS	0
f29v	f29v:V1	f29v.2:2	s	und	HYPOTHESIS	0
f29v	f29v:V1	f29v.2:3	chol	Feinpulver ist trocken	HYPOTHESIS	0
f29v	f29v:V2	f29v.2:4	chol	Feinpulver ist trocken	HYPOTHESIS	0
f29v	f29v:V3	f29v.2:5	cthy	Kraut	HYPOTHESIS	0
f29v	f29v:V3	f29v.2:6	chey	[chey]	OPEN	0
f29v	f29v:V3	f29v.2:7	cthold	Pflanzenrückstand	HYPOTHESIS	0
f29v	f29v:V3	f29v.2:8	ytchor	zerkleinerte Blüten	HYPOTHESIS	0
f29v	f29v:V3	f29v.2:9	dary	Teilmenge	HYPOTHESIS	0
f29v	f29v:V3	f29v.3:1	chol	zerkleinerte Blüten ist trocken	HYPOTHESIS	0
f29v	f29v:V4	f29v.3:2	chol	zerkleinerte Blüten ist trocken	HYPOTHESIS	0
f29v	f29v:V5	f29v.3:3	kor	Mörser	HYPOTHESIS	0
f29v	f29v:V5	f29v.3:4	shey	zerkleinerte Blüten ist heiß	HYPOTHESIS	0
f29v	f29v:V6	f29v.3:5	odaiin	Zusatzportion	HYPOTHESIS	0
f29v	f29v:V6	f29v.3:6	qotchy	Zusatzportion befindet sich bei Auffanggefäß	HYPOTHESIS	0
f29v	f29v:V6	f29v.3:7	taiin	Auffanggefäß	HYPOTHESIS	1
f29v	f29v:V7	f29v.3:8	s	und	HYPOTHESIS	0
f29v	f29v:V7	f29v.3:9	she	[she]	OPEN	0
f29v	f29v:V7	f29v.3:10	otey	[otey]	OPEN	0
f29v	f29v:V7	f29v.3:11	sy	[sy]	OPEN	0
f29v	f29v:V7	f29v.4:1	ysho	[ysho]	OPEN	0
f29v	f29v:V7	f29v.4:2	otshy	kalt-feucht	HYPOTHESIS	0
f29v	f29v:V7	f29v.4:3	okaiin	Ansatz	HYPOTHESIS	0
f29v	f29v:V7	f29v.4:4	cthy	Kraut	HYPOTHESIS	0
f29v	f29v:V7	f29v.4:5	oltchy	kalt-trocken	HYPOTHESIS	0
f29v	f29v:V7	f29v.4:6	s	und	HYPOTHESIS	0
f29v	f29v:V7	f29v.4:7	shot	[shot]	OPEN	0
f29v	f29v:V7	f29v.4:8	sho	Kraut enthält Ansatz	HYPOTHESIS	0
f29v	f29v:V7	f29v.4:9	okaiin	Ansatz	HYPOTHESIS	1
