unified_id	section	page	record_or_locus	case_ids	surface	local_identity	semantic_component_parse	workshop_role_de	owner_or_namespace_de	case_material_or_label_policy_de	architecture_role	learning_mode	required_for_case	orientation	cross_page_key
PROSE:E011	PROSE_CASE	f10r	H1	C1	qokchy	PROC011	OK+Y	ANSETZEN · ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	waessriger Grundauszug der H1-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E012	PROSE_CASE	f10r	H1	C1	qotchol	PROC012	OT+CH+OL	DANACH · ABNEHMEN · FORTSETZEN	abgebildete breit gezähnte radialblütige Pflanze	waessriger Grundauszug der H1-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E013	PROSE_CASE	f10r	H1	C1	chol	PROC013	OL	FORTSETZEN	abgebildete breit gezähnte radialblütige Pflanze	waessriger Grundauszug der H1-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E014	PROSE_CASE	f10r	H1	C1	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	waessriger Grundauszug der H1-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E015	PROSE_CASE	f10r	H2	C2	ycheor	PROC015	Y+CH+E+OR	ARBEITSPOSTEN · ABNEHMEN · KURZ · ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E016	PROSE_CASE	f10r	H2	C2	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E017	PROSE_CASE	f10r	H2	C2	chor	PROC016	OR	ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E018	PROSE_CASE	f10r	H2	C2	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E019	PROSE_CASE	f10r	H2	C2	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E020	PROSE_CASE	f10r	H2	C2	dy	PROC019	Y	ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E021	PROSE_CASE	f10r	H2	C2	chy	PROC019	Y	ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E022	PROSE_CASE	f10r	H2	C2	taiin	PROC009	AIIN	SOLLMASS	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E023	PROSE_CASE	f10r	H2	C2	shy	PROC019	Y	ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E024	PROSE_CASE	f10r	H2	C2	qotchor	PROC020	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E025	PROSE_CASE	f10r	H2	C2	chor	PROC016	OR	ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E026	PROSE_CASE	f10r	H2	C2	otol	PROC021	OT+OL	DANACH · FORTSETZEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E027	PROSE_CASE	f10r	H2	C2	chol	PROC013	OL	FORTSETZEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E028	PROSE_CASE	f10r	H2	C2	cholor	PROC022	OL+OR	FORTSETZEN · ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E029	PROSE_CASE	f10r	H2	C2	chol	PROC013	OL	FORTSETZEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E030	PROSE_CASE	f10r	H2	C2	daiin	PROC009	AIIN	SOLLMASS	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E031	PROSE_CASE	f10r	H2	C2	dar	PROC003	AR	VORRAT	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E032	PROSE_CASE	f10r	H2	C2	oykchor	PROC023	O+Y+K+OR	ARBEITSGANG · ARBEITSPOSTEN · ZUDOSIEREN · ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E033	PROSE_CASE	f10r	H2	C2	shor	PROC016	OR	ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E034	PROSE_CASE	f10r	H2	C2	chor	PROC016	OR	ANSATZ	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E035	PROSE_CASE	f10r	H2	C2	chy	PROC019	Y	ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E036	PROSE_CASE	f10r	H2	C2	kaiiin	PROC024	K+IIN	ZUDOSIEREN · ARBEITSSTUFE	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E037	PROSE_CASE	f10r	H2	C2	dy	PROC019	Y	ARBEITSPOSTEN	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E038	PROSE_CASE	f10r	H2	C2	chodaiin	PROC025	CH+O+AIIN	ABNEHMEN · ARBEITSGANG · SOLLMASS	abgebildete breit gezähnte radialblütige Pflanze	staerkerer Nach- oder Spuelauszug der H2-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E039	PROSE_CASE	f11r	H3	C3	tshol	PROC026	T+SH+OL	EINTRAGEN · HALTEN · FORTSETZEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E040	PROSE_CASE	f11r	H3	C3	schoal	PROC027	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E041	PROSE_CASE	f11r	H3	C3	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E042	PROSE_CASE	f11r	H3	C3	shfydaiin	PROC029	SH+Y+AIIN	HALTEN · ARBEITSPOSTEN · SOLLMASS	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E043	PROSE_CASE	f11r	H3	C3	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E044	PROSE_CASE	f11r	H3	C3	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E045	PROSE_CASE	f11r	H3	C3	tchody	PROC032	T+CH+O+DY	EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E046	PROSE_CASE	f11r	H3	C3	shoyty	PROC033	SH+O+Y+T+Y	ARBEITSPOSTEN HALTEN · IM ARBEITSGANG EINTRAGEN · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E047	PROSE_CASE	f11r	H3	C3	dchol	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E048	PROSE_CASE	f11r	H3	C3	chy	PROC019	Y	ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E049	PROSE_CASE	f11r	H3	C3	kchy	PROC035	K+Y	ZUDOSIEREN · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E050	PROSE_CASE	f11r	H3	C3	dy	PROC019	Y	ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E051	PROSE_CASE	f11r	H3	C3	daiin	PROC009	AIIN	SOLLMASS	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E052	PROSE_CASE	f11r	H3	C3	qotchy	PROC036	OT+Y	DANACH · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E053	PROSE_CASE	f11r	H3	C3	okchol	PROC037	OK+OL	ANSETZEN · FORTSETZEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E054	PROSE_CASE	f11r	H3	C3	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E055	PROSE_CASE	f11r	H3	C3	dy	PROC019	Y	ARBEITSPOSTEN	abgebildete dicht blau blühende Kronenpflanze	Bluetenauszug der H3-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E056	PROSE_CASE	f55v	H4	C4	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E057	PROSE_CASE	f55v	H4	C4	chaiin	PROC009	AIIN	SOLLMASS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E058	PROSE_CASE	f55v	H4	C4	ykain	PROC039	Y+K+AIN	ARBEITSPOSTEN · ZUDOSIEREN · PORTION	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E059	PROSE_CASE	f55v	H4	C4	ykan	PROC040	Y+K+AN	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E060	PROSE_CASE	f55v	H4	C4	ody	PROC041	O+DY	ARBEITSGANG; SCHLUSS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E061	PROSE_CASE	f55v	H4	C4	daiin	PROC009	AIIN	SOLLMASS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E062	PROSE_CASE	f55v	H4	C4	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E063	PROSE_CASE	f55v	H4	C4	talam	PROC043	TALAM	VERWAHREN	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E064	PROSE_CASE	f55v	H4	C4	ykaiin	PROC044	Y+K+AIIN	ARBEITSPOSTEN · ZUDOSIEREN · SOLLMASS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E065	PROSE_CASE	f55v	H4	C4	cheoar	PROC045	CH+E+O+AR	ABNEHMEN · KURZ · ARBEITSGANG · VORRAT	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E066	PROSE_CASE	f55v	H4	C4	cheeky	PROC046	CHK+EE+Y	WAERMEN · LANG · ARBEITSPOSTEN	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E067	PROSE_CASE	f55v	H4	C4	oldy	PROC047	OL+DY	FORTSETZEN; SCHLUSS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E068	PROSE_CASE	f55v	H4	C4	aiin	PROC009	AIIN	SOLLMASS	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E069	PROSE_CASE	f55v	H4	C4	okal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E070	PROSE_CASE	f55v	H4	C4	oltchy	PROC049	OL+T+Y	FORTSETZEN · EINTRAGEN · ARBEITSPOSTEN	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E071	PROSE_CASE	f55v	H4	C4	or	PROC016	OR	ANSATZ	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E072	PROSE_CASE	f55v	H4	C4	y	PROC019	Y	ARBEITSPOSTEN	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E073	PROSE_CASE	f55v	H4	C4	orain	PROC050	OR+AIN	ANSATZ · PORTION	abgebildete breitblättrige rispige Pflanze	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
PROSE:E074	PROSE_CASE	f56r	H5	C5	chochor	PROC051	HO+CH+OR	ZUTAT · ABNEHMEN · ANSATZ	abgebildete mehrköpfige stachelige Pflanze	konzentrierter Pflanzenauszug der H5-Bildpflanze	CASE_PREPARATION_OR_APPLICATION_COMMAND	39_WORD_COMPOSITION_OR_173_LEARNED_CARD	YES	NOT_APPLICABLE	NONE
