gdt755_occurrence_id	surface	page	locus	token_ordinal	line_position	field_channel	boundary_complete	selected_role_axes	historical_expression	working_candidate_de	working_confidence	spoken_candidate_render_de	written_line_eva	candidate_hybrid_line_de	unmapped_tokens_preserved_as_eva	candidate_layer_not_plaintext	literal_identity	confirmed_lexeme	component_export_credit
G755-O0011	cthody	f13v	f13v.3	5	LAST	PRESCRIPTIVE_RECIPE	1	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	qokchy qokod chy otchy cthody	<qokchy> <qokod> <chy> <otchy> [Salbe]	1	1	OPEN	0	0
G755-O0012	ykol	f13v	f13v.8	5	MIDDLE	DESCRIPTIVE_MATERIA	0	HOT|MATERIAL|PASS	calidum	heißes Heilmittel	C0_FORCED_DEFAULT	Arbeitshypothese: heißes Heilmittel	otchy daiin y dain ykol okchy o kald d y taiin	<otchy> <daiin> <y> <dain> [heißes Heilmittel] <okchy> <o> <kald> <d> <y> <taiin>	1	1	OPEN	0	0
G755-O0013	olchy	f14r	f14r.3	2	MIDDLE	DESCRIPTIVE_MATERIA	1	DRY|MATERIAL|PREPARATION|PROCESS	siccum	trockene Zubereitung	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockene Zubereitung	ydaiin olchy kchor daiin olol	<ydaiin> [trockene Zubereitung] <kchor> <daiin> <olol>	1	1	OPEN	0	0
G755-O0014	chky	f14v	f14v.5	4	MIDDLE	DESCRIPTIVE_MATERIA	1	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	calidum et siccum in primo gradu	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß und trocken im ersten Grad	okshy daiin okchor chky qotchy daiin cthor oty	<okshy> <daiin> <okchor> [heiß und trocken im ersten Grad] <qotchy> <daiin> <cthor> <oty>	1	1	OPEN	0	0
G755-O0015	qopchey	f16r	f16r.1	2	MIDDLE	OPEN	1	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C0_FORCED_DEFAULT	Arbeitshypothese: trockne	pocheody qopchey sykaiin opchy dor ychy daiin dy chor orom	<pocheody> [trockne] <sykaiin> <opchy> <dor> <ychy> <daiin> <dy> <chor> <orom>	1	1	OPEN	0	0
G755-O0016	okeol	f17v	f17v.14	5	MIDDLE	DESCRIPTIVE_MATERIA	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	olo r okeeol chodaiin okeol tchory	<olo> <r> <okeeol> <chodaiin> [heiß im zweiten Grad] <tchory>	1	1	OPEN	0	0
G755-O0017	ychor	f17v	f17v.15	1	FIRST	PRESCRIPTIVE_RECIPE	0	PART|PASS	Recipe	nimm	C2_STRONG_EXPLORATORY	Arbeitshypothese: nimm	ychor cthy cheeky cheo otor oteol	[nimm] <cthy> <cheeky> <cheo> <otor> <oteol>	1	1	OPEN	0	0
G755-O0018	okeol	f17v	f17v.16	3	MIDDLE	MATERIA_OR_INGREDIENT	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	okcheol chol okeol cthol otcheolom	<okcheol> <chol> [heiß im zweiten Grad] <cthol> <otcheolom>	1	1	OPEN	0	0
G755-O0019	qoaiin	f17v	f17v.19	3	MIDDLE	QUANTITY_OR_PART	1	LEVEL_III|PROCESS	Recipe iii vel iiii guttas	nimm drei Einheiten	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: nimm drei Einheiten	dain chey qoaiin cthor cholchom	<dain> <chey> [nimm drei Einheiten] <cthor> <cholchom>	1	1	OPEN	0	0
G755-O0020	ykol	f18v	f18v.10	4	MIDDLE	DESCRIPTIVE_MATERIA	1	HOT|MATERIAL|PASS	calidum	heißes Heilmittel	C0_FORCED_DEFAULT	Arbeitshypothese: heißes Heilmittel	yko dshy dair ykol dom	<yko> <dshy> <dair> [heißes Heilmittel] <dom>	1	1	OPEN	0	0
G755-O0021	ychor	f19v	f19v.9	1	FIRST	OPEN	0	PART|PASS	Recipe	nimm	C2_STRONG_EXPLORATORY	Arbeitshypothese: nimm	ychor oky chor ytol chol oky ddor	[nimm] <oky> <chor> <ytol> <chol> <oky> <ddor>	1	1	OPEN	0	0
G755-O0022	cthody	f20r	f20r.2	7	MIDDLE	DESCRIPTIVE_MATERIA	0	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	chod ey cthey chotol odaiir qotchy cthody chodchy	<chod> <ey> <cthey> <chotol> <odaiir> <qotchy> [Salbe] <chodchy>	1	1	OPEN	0	0
G755-O0023	qokeol	f21r	f21r.6	8	MIDDLE	OPEN	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	dchor y kol y ky chol kol qokeol chol ol qoteeol dady	<dchor> <y> <kol> <y> <ky> <chol> <kol> [heiß im zweiten Grad] <chol> <ol> <qoteeol> <dady>	1	1	OPEN	0	0
G755-O0024	cthody	f21r	f21r.9	7	MIDDLE	DESCRIPTIVE_MATERIA	0	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	<okaiin> <sho> <tshaiin> <chkaiin> <sh> <cthey> [Salbe] <cthy> <s>	1	1	OPEN	0	0
G755-O0025	ychor	f22v	f22v.7	1	FIRST	DESCRIPTIVE_MATERIA	1	PART|PASS	Recipe	nimm	C2_STRONG_EXPLORATORY	Arbeitshypothese: nimm	ychor chor qokchol chory	[nimm] <chor> <qokchol> <chory>	1	1	OPEN	0	0
G755-O0026	ychor	f23r	f23r.5	1	FIRST	DESCRIPTIVE_MATERIA	0	PART|PASS	Recipe	nimm	C2_STRONG_EXPLORATORY	Arbeitshypothese: nimm	ychor qokchol ytym chol dair chol ar ol ol dol dain	[nimm] <qokchol> <ytym> <chol> <dair> <chol> <ar> <ol> <ol> <dol> <dain>	1	1	OPEN	0	0
G755-O0027	qoaiin	f23r	f23r.8	6	MIDDLE	DESCRIPTIVE_MATERIA	0	LEVEL_III|PROCESS	Recipe iii vel iiii guttas	nimm drei Einheiten	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: nimm drei Einheiten	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	<qokshy> <char> <daiir> <qokaiin> <olol> [nimm drei Einheiten] <ykchy> <s> <dal> <okchy>	1	1	OPEN	0	0
G755-O0028	okeol	f23v	f23v.3	3	MIDDLE	DESCRIPTIVE_MATERIA	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	ycho okaiin okeol eees o l daiin okeeor daiin qotcholg	<ycho> <okaiin> [heiß im zweiten Grad] <eees> <o> <l> <daiin> <okeeor> <daiin> <qotcholg>	1	1	OPEN	0	0
G755-O0029	chees	f23v	f23v.9	9	MIDDLE	OPEN	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	otshy dal dar oldar ar or qoto l chees g	<otshy> <dal> <dar> <oldar> <ar> <or> <qoto> <l> [vollständig getrocknet] <g>	1	1	OPEN	0	0
G755-O0030	chees	f24r	f24r.4	5	MIDDLE	QUANTITY_OR_PART	1	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	or chckhaly cthar eeor chees da	<or> <chckhaly> <cthar> <eeor> [vollständig getrocknet] <da>	1	1	OPEN	0	0
G755-O0031	ychor	f24r	f24r.8	1	FIRST	OPEN	0	PART|PASS	Recipe	nimm	C2_STRONG_EXPLORATORY	Arbeitshypothese: nimm	ychor s om qoear daiin qokeol	[nimm] <s> <om> <qoear> <daiin> [heiß im zweiten Grad]	1	1	OPEN	0	0
G755-O0032	qokeol	f24r	f24r.8	6	LAST	OPEN	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	ychor s om qoear daiin qokeol	[nimm] <s> <om> <qoear> <daiin> [heiß im zweiten Grad]	1	1	OPEN	0	0
G755-O0033	okam	f24v	f24v.3	4	MIDDLE	DESCRIPTIVE_MATERIA	1	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	octhyl odchees oesearies okam chcth	<octhyl> <odchees> <oesearies> [eine Drachme] <chcth>	1	1	OPEN	0	0
G755-O0034	qopchey	f25v	f25v.1	6	MIDDLE	OPEN	1	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C0_FORCED_DEFAULT	Arbeitshypothese: trockne	poeeaiin qo ky shy daiin qopchey otchey qofchor sos	<poeeaiin> <qo> <ky> <shy> <daiin> [trockne] <otchey> <qofchor> <sos>	1	1	OPEN	0	0
G755-O0035	olchedy	f26r	f26r.3	6	MIDDLE	QUANTITY_OR_PART	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s	<oaiin> <shcthy> <cthedy> <oloy> <ykeedy> [getrocknet] <dal> <y> <sheey> <s> <aiin> <s>	1	1	OPEN	0	0
G755-O0036	opchedy	f26v	f26v.5	7	MIDDLE	OPEN	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	deeol cheody qoteedy qokody qotedy qotedy opchedy ofchy chs ar	<deeol> <cheody> <qoteedy> <qokody> <qotedy> <qotedy> [trockne] <ofchy> <chs> <ar>	1	1	OPEN	0	0
G755-O0037	chees	f26v	f26v.7	6	MIDDLE	PRESCRIPTIVE_PROCESS	1	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	pchedy dar cheoet chy sair chees odaiiin chkeeey ykey sheey	<pchedy> <dar> <cheoet> <chy> <sair> [vollständig getrocknet] <odaiiin> <chkeeey> <ykey> <sheey>	1	1	OPEN	0	0
G755-O0038	cthody	f27r	f27r.4	8	LAST	DESCRIPTIVE_MATERIA	0	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	qokey chor char chy dchy keey chos cthody	<qokey> <chor> <char> <chy> <dchy> <keey> <chos> [Salbe]	1	1	OPEN	0	0
G755-O0039	chees	f27r	f27r.5	2	MIDDLE	QUANTITY_OR_PART	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	dor chees ctho shy ar y daiin dair	<dor> [vollständig getrocknet] <ctho> <shy> <ar> <y> <daiin> <dair>	1	1	OPEN	0	0
G755-O0040	chees	f27r	f27r.11	3	MIDDLE	OPEN	1	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	chol daiiin chees chos ey dan	<chol> <daiiin> [vollständig getrocknet] <chos> <ey> <dan>	1	1	OPEN	0	0
G755-O0041	cthody	f28r	f28r.5	6	MIDDLE	DESCRIPTIVE_MATERIA	0	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	oksho otorchy kchoror chodaiin sho cthody okoy	<oksho> <otorchy> <kchoror> <chodaiin> <sho> [Salbe] <okoy>	1	1	OPEN	0	0
G755-O0042	cthody	f29v	f29v.8	7	MIDDLE	OPEN	1	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	otol shotchor cholody dain ch chy cthody dol	<otol> <shotchor> <cholody> <dain> <ch> <chy> [Salbe] <dol>	1	1	OPEN	0	0
G755-O0043	okeol	f31r	f31r.9	4	LAST	QUANTITY_OR_PART	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	daiir sheeo shcthey okeol	<daiir> <sheeo> <shcthey> [heiß im zweiten Grad]	1	1	OPEN	0	0
G755-O0044	qoaiin	f31r	f31r.12	1	FIRST	OPEN	0	LEVEL_III|PROCESS	Recipe iii vel iiii guttas	nimm drei Einheiten	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: nimm drei Einheiten	qoaiin yches okedy sheey chedaiin dar	[nimm drei Einheiten] <yches> <okedy> <sheey> <chedaiin> <dar>	1	1	OPEN	0	0
G755-O0045	ykedy	f31r	f31r.13	4	MIDDLE	PRESCRIPTIVE_RECIPE	1	HOT|MIDDLE_STAGE|CLOSE|PASS	custodiatur	warm halten oder aufbewahren	C0_FORCED_DEFAULT	Arbeitshypothese: warm halten oder aufbewahren	olsheor qoekedy otedy ykedy dals	<olsheor> <qoekedy> <otedy> [warm halten oder aufbewahren] <dals>	1	1	OPEN	0	0
G755-O0046	olar	f34r	f34r.1	2	MIDDLE	OPEN	0	LEVEL_I|PART|MATERIAL|PREPARATION	prima pars	erster Teil oder Anteil	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: erster Teil oder Anteil	pcheoepchy olar yl yfody okedody shod ololdy dar ytey	<pcheoepchy> [erster Teil oder Anteil] <yl> <yfody> <okedody> <shod> <ololdy> <dar> <ytey>	1	1	OPEN	0	0
G755-O0047	olchy	f34r	f34r.7	4	MIDDLE	OPEN	0	DRY|MATERIAL|PREPARATION|PROCESS	siccum	trockene Zubereitung	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockene Zubereitung	qokedy dal chdy olchy ykchy ykedy qokchdy s as oldam	<qokedy> <dal> <chdy> [trockene Zubereitung] <ykchy> [warm halten oder aufbewahren] <qokchdy> <s> <as> <oldam>	1	1	OPEN	0	0
G755-O0048	ykedy	f34r	f34r.7	6	MIDDLE	PRESCRIPTIVE_RECIPE	0	HOT|MIDDLE_STAGE|CLOSE|PASS	custodiatur	warm halten oder aufbewahren	C0_FORCED_DEFAULT	Arbeitshypothese: warm halten oder aufbewahren	qokedy dal chdy olchy ykchy ykedy qokchdy s as oldam	<qokedy> <dal> <chdy> [trockene Zubereitung] <ykchy> [warm halten oder aufbewahren] <qokchdy> <s> <as> <oldam>	1	1	OPEN	0	0
G755-O0049	air	f34r	f34r.8	6	MIDDLE	DESCRIPTIVE_QUALITY	0	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	otchy qoky olk checkhy ys air air chodar tam	<otchy> <qoky> <olk> <checkhy> <ys> [zweiter Teil oder Abschnitt] <air> <chodar> <tam>	1	1	OPEN	0	0
G755-O0050	okam	f34v	f34v.10	12	LAST	OPEN	0	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	daiin chdy tedy kchdy okeedy checkhy chdy kain chear or okedy okam	<daiin> <chdy> <tedy> <kchdy> <okeedy> <checkhy> <chdy> <kain> <chear> <or> <okedy> [eine Drachme]	1	1	OPEN	0	0
G755-O0051	ykol	f35v	f35v.15	1	FIRST	DESCRIPTIVE_MATERIA	1	HOT|MATERIAL|PASS	calidum	heißes Heilmittel	C0_FORCED_DEFAULT	Arbeitshypothese: heißes Heilmittel	ykol cheol okchy tch	[heißes Heilmittel] <cheol> <okchy> <tch>	1	1	OPEN	0	0
G755-O0052	ykol	f37v	f37v.20	3	MIDDLE	OPEN	1	HOT|MATERIAL|PASS	calidum	heißes Heilmittel	C0_FORCED_DEFAULT	Arbeitshypothese: heißes Heilmittel	y choy ykol daiin s	<y> <choy> [heißes Heilmittel] <daiin> <s>	1	1	OPEN	0	0
G755-O0053	orain	f39r	f39r.1	8	MIDDLE	DESCRIPTIVE_MATERIA	0	LEVEL_II|PART	ii partes	zwei Teile	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zwei Teile	tedo chshd cphhofy chdain shey fshy dy orain cheepaiin ofy shey kaly dy	<tedo> <chshd> <cphhofy> <chdain> <shey> <fshy> <dy> [zwei Teile] <cheepaiin> <ofy> <shey> <kaly> <dy>	1	1	OPEN	0	0
G755-O0054	chees	f39r	f39r.4	9	MIDDLE	MATERIA_OR_INGREDIENT	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	tchedy chdy olaiin chedy shckhdchy chol or ordy chees aly okalcheg	<tchedy> <chdy> <olaiin> <chedy> <shckhdchy> <chol> <or> <ordy> [vollständig getrocknet] <aly> <okalcheg>	1	1	OPEN	0	0
G755-O0055	okam	f39r	f39r.8	6	MIDDLE	OPEN	1	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	lchedy shedy qokaiin chkeey fchedy okam chy saiin chckhy daisog	<lchedy> <shedy> <qokaiin> <chkeey> <fchedy> [eine Drachme] <chy> <saiin> <chckhy> <daisog>	1	1	OPEN	0	0
G755-O0056	air	f39v	f39v.1	5	MIDDLE	DESCRIPTIVE_MATERIA	0	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	pdair chdy fdykain or air sheykaiiin ofchy kar or aiin dolky oshdy	<pdair> <chdy> <fdykain> <or> [zweiter Teil oder Abschnitt] <sheykaiiin> <ofchy> <kar> <or> <aiin> <dolky> <oshdy>	1	1	OPEN	0	0
G755-O0057	okam	f40r	f40r.3	11	LAST	OPEN	0	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	shy qokal chdy chckhd otor aiir o ky okolchy qokar okam	<shy> <qokal> <chdy> <chckhd> <otor> <aiir> <o> <ky> <okolchy> <qokar> [eine Drachme]	1	1	OPEN	0	0
G755-O0058	air	f40v	f40v.3	2	MIDDLE	OPEN	1	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	s air ain okaiin okam	<s> [zweiter Teil oder Abschnitt] <ain> <okaiin> [eine Drachme]	1	1	OPEN	0	0
G755-O0059	okam	f40v	f40v.3	5	LAST	OPEN	1	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	s air ain okaiin okam	<s> [zweiter Teil oder Abschnitt] <ain> <okaiin> [eine Drachme]	1	1	OPEN	0	0
G755-O0060	chees	f41r	f41r.4	7	MIDDLE	PRESCRIPTIVE_RECIPE	1	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	chdchy ytcheeky ypchedy schdy ytedy y chees oteey otal dam	<chdchy> <ytcheeky> <ypchedy> <schdy> <ytedy> <y> [vollständig getrocknet] <oteey> <otal> <dam>	1	1	OPEN	0	0
G755-O0061	orain	f41v	f41v.5	9	LAST	OPEN	0	LEVEL_II|PART	ii partes	zwei Teile	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zwei Teile	ycheos olchey daiin or cholalaiin oteedy qoteol oteodar orain	<ycheos> <olchey> <daiin> <or> <cholalaiin> <oteedy> <qoteol> <oteodar> [zwei Teile]	1	1	OPEN	0	0
G755-O0062	chees	f42r	f42r.8	2	MIDDLE	MATERIA_OR_INGREDIENT	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	yshol chees cthol shor shol ety char y	<yshol> [vollständig getrocknet] <cthol> <shor> <shol> <ety> <char> <y>	1	1	OPEN	0	0
G755-O0063	chky	f43r	f43r.3	10	MIDDLE	DESCRIPTIVE_QUALITY	1	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	calidum et siccum in primo gradu	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß und trocken im ersten Grad	yty yty oty she ody shy olor yteedy kaiin chky qotydy dar aiin ykam	<yty> <yty> <oty> <she> <ody> <shy> <olor> <yteedy> <kaiin> [heiß und trocken im ersten Grad] <qotydy> <dar> <aiin> <ykam>	1	1	OPEN	0	0
G755-O0064	chky	f43v	f43v.3	5	MIDDLE	OPEN	0	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	calidum et siccum in primo gradu	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß und trocken im ersten Grad	tody teedy qot chocthy chky oky chdy okedy ykaiin chey ody dary	<tody> <teedy> <qot> <chocthy> [heiß und trocken im ersten Grad] <oky> <chdy> <okedy> <ykaiin> <chey> <ody> <dary>	1	1	OPEN	0	0
G755-O0065	chees	f43v	f43v.4	3	MIDDLE	OPEN	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	dey ykeedy chees ain shy qocthedy chey qokar checkhy okam	<dey> <ykeedy> [vollständig getrocknet] <ain> <shy> <qocthedy> <chey> <qokar> <checkhy> [eine Drachme]	1	1	OPEN	0	0
G755-O0066	okam	f43v	f43v.4	10	LAST	OPEN	0	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	dey ykeedy chees ain shy qocthedy chey qokar checkhy okam	<dey> <ykeedy> [vollständig getrocknet] <ain> <shy> <qocthedy> <chey> <qokar> <checkhy> [eine Drachme]	1	1	OPEN	0	0
G755-O0067	air	f43v	f43v.11	3	MIDDLE	DESCRIPTIVE_MATERIA	0	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she	<ysheey> <or> [zweiter Teil oder Abschnitt] <yteey> <cheody> <ar> <sheo> <qody> <chckhy> <chdy> <choty> <she>	1	1	OPEN	0	0
