gdt755_occurrence_id	bridge_rank	surface	selected_role_axes_not_used_as_self_anchor	gdt754_whole_default_not_used_as_self_anchor	page	physical_folio	locus	token_ordinal	line_token_count	normalized_position	line_position	paragraph_first_token	paragraph_last_token	section	language	hand	written_line_eva	left_extent	right_extent	left_boundary_reason	right_boundary_reason	boundary_complete	independent_anchor_count	independent_anchor_surfaces	independent_anchor_tags	independent_anchor_evidence	field_channel	slot_class	suspect_172_neighbor_cells_with_axes_excluded	unknown_neighbor_cells	target_current_cache_value_not_used_as_anchor	target_current_cache_confidence_not_used_as_anchor	all_172_productive_compound_axes_excluded_from_field	reader_exact_target	literal_identity	confirmed_lexeme	component_export_credit
G755-O0011	17	cthody	MATERIAL|PREPARATION|CLOSE	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	f13v	f13	f13v.3	5	5	1.000000	LAST	0	0	H	A	1	qokchy qokod chy otchy cthody	4	0	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R0	1	1	qokod	HOT|PREPARATION|PROCESS	L3 qokod=erhitze den Ansatz und schließe ab [HOT|PREPARATION|PROCESS;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	0	fertiger Krautansatz	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0012	18	ykol	HOT|MATERIAL|PASS	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	f13v	f13	f13v.8	5	11	0.400000	MIDDLE	0	0	H	A	1	otchy daiin y dain ykol okchy o kald d y taiin	4	5	LINE_EDGE_AFTER_R4	RADIUS5_CENSORED	0	1	okchy	HOT|DRY|PREPARATION|BEGIN_STAGE	R1 okchy=heiß-trockener Ansatz am Anfang des Grades [HOT|DRY|PREPARATION|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	0	erhitze hiervon den Drogenstoff	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0013	23	olchy	DRY|MATERIAL|PREPARATION|PROCESS	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	f14r	f14	f14r.3	2	5	0.250000	MIDDLE	0	0	H	A	1	ydaiin olchy kchor daiin olol	1	3	LINE_EDGE_AFTER_R1	LINE_EDGE_AFTER_R3	1	1	kchor	HOT|DRY|AMOUNT|MATERIAL	R1 kchor=Drogenportion, heiß-trocken [HOT|DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	0	Holzdroge im Ansatz leicht getrocknet	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0014	14	chky	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	Arbeitshypothese: heiß/warm, trocken, Anfangsstufe, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	f14v	f14	f14v.5	4	8	0.428571	MIDDLE	0	0	H	A	1	okshy daiin okchor chky qotchy daiin cthor oty	3	4	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R4	1	4	okchor|okshy|qotchy|cthor	HOT|COLD|DRY|MOIST|AMOUNT|MATERIAL|PREPARATION|BEGIN_STAGE	L3 okshy=heiß-feuchter Ansatz am Anfang des Grades [HOT|MOIST|PREPARATION|BEGIN_STAGE;W3_SOLID_WORKING_THEORY] || L1 okchor=eine Portion heiß-trockene Droge im Ansatz [HOT|DRY|AMOUNT|MATERIAL|PREPARATION;W3_SOLID_WORKING_THEORY] || R1 qotchy=kalt und trocken am Anfang des Grades [COLD|DRY|BEGIN_STAGE;W3_SOLID_WORKING_THEORY] || R3 cthor=eine Portion Pflanzendroge [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	0	getrocknete Droge leicht erhitzen	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0015	24	qopchey	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	f16r	f16	f16r.1	2	10	0.111111	MIDDLE	0	0	H	A	1	pocheody qopchey sykaiin opchy dor ychy daiin dy chor orom	0	0	STRICT_INITIAL_BEFORE_R1	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	0	nimm bis zur Mittelstufe getrocknetes Pulver	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0016	4	okeol	HOT|MIDDLE_STAGE	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	f17v	f17	f17v.14	5	6	0.800000	MIDDLE	0	0	H	A	1	olo r okeeol chodaiin okeol tchory	4	1	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R1	1	1	okeeol	HOT|MATERIAL|PREPARATION|END_STAGE	L2 okeeol=vollständig erhitzter Ansatzstoff [HOT|MATERIAL|PREPARATION|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	2	Grundansatz bis zur mittleren Heizstufe erwärmt	W2_PROVISIONAL_WORKING	1	1	OPEN	0	0
G755-O0017	16	ychor	PART|PASS	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	f17v	f17	f17v.15	1	6	0.000000	FIRST	0	0	H	A	1	ychor cthy cheeky cheo otor oteol	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	5	cthy|cheeky|cheo|otor|oteol	HOT|COLD|DRY|AMOUNT|MATERIAL|PREPARATION|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	R1 cthy=CTH-Drogenmaterial [MATERIAL;W3_SOLID_WORKING_THEORY] || R2 cheeky=trocken am Gradende, dann heiß am Gradanfang [HOT|DRY|BEGIN_STAGE|END_STAGE;W3_SOLID_WORKING_THEORY] || R3 cheo=trocken angesetzte Zubereitung [DRY|PREPARATION;W3_SOLID_WORKING_THEORY] || R4 otor=kalte Drogenportion im Ansatz [COLD|AMOUNT|MATERIAL|PREPARATION;W3_SOLID_WORKING_THEORY] || R5 oteol=Drogenstoff im Ansatz bis zur Mittelstufe abkühlen [COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	0	nimm hiervon den Pflanzenteil	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0018	4	okeol	HOT|MIDDLE_STAGE	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	f17v	f17	f17v.16	3	5	0.500000	MIDDLE	0	0	H	A	1	okcheol chol okeol cthol otcheolom	2	2	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R2	1	1	cthol	MATERIAL	R1 cthol=Pflanzendrogenstoff [MATERIAL;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	0	2	Grundansatz bis zur mittleren Heizstufe erwärmt	W2_PROVISIONAL_WORKING	1	1	OPEN	0	0
G755-O0019	10	qoaiin	LEVEL_III|PROCESS	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	f17v	f17	f17v.19	3	5	0.500000	MIDDLE	0	0	H	A	1	dain chey qoaiin cthor cholchom	2	2	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R2	1	1	cthor	AMOUNT|MATERIAL	R1 cthor=eine Portion Pflanzendroge [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	0	0	nimm drei Teile	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0020	18	ykol	HOT|MATERIAL|PASS	Arbeitshypothese: heiß/warm, Stoff-/Materialrolle, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	f18v	f18	f18v.10	4	5	0.750000	MIDDLE	0	0	H	A	1	yko dshy dair ykol dom	3	1	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R1	1	1	dshy	MOIST|AMOUNT|MATERIAL	L2 dshy=eine Portion leicht angefeuchteter Droge [MOIST|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	0	erhitze hiervon den Drogenstoff	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0021	16	ychor	PART|PASS	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	f19v	f19	f19v.9	1	7	0.000000	FIRST	0	0	H	A	1	ychor oky chor ytol chol oky ddor	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	0	nimm hiervon den Pflanzenteil	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0022	17	cthody	MATERIAL|PREPARATION|CLOSE	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	f20r	f20	f20r.2	7	8	0.857143	MIDDLE	0	0	H	A	1	chod ey cthey chotol odaiir qotchy cthody chodchy	5	1	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	3	qotchy|chotol|cthey	COLD|DRY|MATERIAL|PREPARATION|BEGIN_STAGE	L4 cthey=Pflanzendroge, Form I [MATERIAL;W3_SOLID_WORKING_THEORY] || L3 chotol=Trockenansatz aus kaltem Material [COLD|DRY|MATERIAL|PREPARATION;W3_SOLID_WORKING_THEORY] || L1 qotchy=kalt und trocken am Anfang des Grades [COLD|DRY|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	2	fertiger Krautansatz	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0023	5	qokeol	HOT|MIDDLE_STAGE	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	f21r	f21	f21r.6	8	12	0.636364	MIDDLE	0	0	H	A	1	dchor y kol y ky chol kol qokeol chol ol qoteeol dady	5	4	RADIUS5_CENSORED	LINE_EDGE_AFTER_R4	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	2	erhitze den Drogenstoff bis zur Mittelstufe	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0024	17	cthody	MATERIAL|PREPARATION|CLOSE	Arbeitshypothese: Stoff-/Materialrolle, Zubereitungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	f21r	f21	f21r.9	7	9	0.750000	MIDDLE	0	0	H	A	1	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	5	2	RADIUS5_CENSORED	LINE_EDGE_AFTER_R2	0	3	chkaiin|sho|cthy	HOT|DRY|MOIST|MATERIAL|PREPARATION|LEVEL_III	L5 sho=feuchter Ansatz [MOIST|PREPARATION;W3_SOLID_WORKING_THEORY] || L3 chkaiin=heiß-trocken, Grad III [HOT|DRY|LEVEL_III;W3_SOLID_WORKING_THEORY] || R1 cthy=CTH-Drogenmaterial [MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	0	fertiger Krautansatz	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0025	16	ychor	PART|PASS	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	f22v	f22	f22v.7	1	4	0.000000	FIRST	0	0	H	A	1	ychor chor qokchol chory	0	3	LINE_EDGE_AFTER_R0	LINE_EDGE_AFTER_R3	1	2	qokchol|chory	HOT|DRY|PART|MATERIAL|BEGIN_STAGE	R2 qokchol=heiß-trockenes Drogenmaterial [HOT|DRY|MATERIAL;W3_SOLID_WORKING_THEORY] || R3 chory=Pflanzenteil in Grundform [PART|BEGIN_STAGE;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	0	nimm hiervon den Pflanzenteil	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0026	16	ychor	PART|PASS	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	f23r	f23	f23r.5	1	11	0.000000	FIRST	0	0	H	A	1	ychor qokchol ytym chol dair chol ar ol ol dol dain	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	1	qokchol	HOT|DRY|MATERIAL	R1 qokchol=heiß-trockenes Drogenmaterial [HOT|DRY|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	0	nimm hiervon den Pflanzenteil	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0027	10	qoaiin	LEVEL_III|PROCESS	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	f23r	f23	f23r.8	6	10	0.555556	MIDDLE	0	0	H	A	1	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	5	4	RADIUS5_CENSORED	LINE_EDGE_AFTER_R4	0	4	daiir|qokshy|ykchy|okchy	HOT|DRY|MOIST|PART|PREPARATION|BEGIN_STAGE	L5 qokshy=heiß und feucht am Anfang des Grades [HOT|MOIST|BEGIN_STAGE;W3_SOLID_WORKING_THEORY] || L3 daiir=abgemessene Fraktion III [PART;W3_SOLID_WORKING_THEORY] || R1 ykchy=Eintrag: heiß-trocken am Gradanfang [HOT|DRY|BEGIN_STAGE;W3_SOLID_WORKING_THEORY] || R4 okchy=heiß-trockener Ansatz am Anfang des Grades [HOT|DRY|PREPARATION|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	0	nimm drei Teile	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0028	4	okeol	HOT|MIDDLE_STAGE	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	f23v	f23	f23v.3	3	10	0.222222	MIDDLE	0	0	H	A	1	ycho okaiin okeol eees o l daiin okeeor daiin qotcholg	2	5	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	1	ycho	DRY|PREPARATION	L2 ycho=Eintrag: Trockenansatz [DRY|PREPARATION;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	2	Grundansatz bis zur mittleren Heizstufe erwärmt	W2_PROVISIONAL_WORKING	1	1	OPEN	0	0
G755-O0029	7	chees	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	f23v	f23	f23v.9	9	10	0.888889	MIDDLE	0	0	H	A	1	otshy dal dar oldar ar or qoto l chees g	5	1	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	2	vollständig getrocknete Kräutermischung	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0030	7	chees	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	f24r	f24	f24r.4	5	6	0.800000	MIDDLE	0	0	H	A	1	or chckhaly cthar eeor chees da	4	1	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R1	1	1	cthar	PART	L2 cthar=Pflanzenanteil I [PART;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	0	2	vollständig getrocknete Kräutermischung	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0031	16	ychor	PART|PASS	Arbeitshypothese: Teil-/Fraktionsfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	f24r	f24	f24r.8	1	6	0.000000	FIRST	0	0	H	A	1	ychor s om qoear daiin qokeol	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	1	0	nimm hiervon den Pflanzenteil	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0032	5	qokeol	HOT|MIDDLE_STAGE	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	f24r	f24	f24r.8	6	6	1.000000	LAST	0	0	H	A	1	ychor s om qoear daiin qokeol	5	0	RADIUS5_CENSORED	LINE_EDGE_AFTER_R0	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	1	0	erhitze den Drogenstoff bis zur Mittelstufe	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0033	9	okam	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	Arbeitshypothese: heiß/warm, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	f24v	f24	f24v.3	4	5	0.750000	MIDDLE	0	0	H	A	1	octhyl odchees oesearies okam chcth	3	1	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R1	1	1	chcth	DRY|MATERIAL	R1 chcth=getrocknete Pflanzendroge [DRY|MATERIAL;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	3	ein Maß heißen Ansatzes	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
G755-O0034	24	qopchey	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	f25v	f25	f25v.1	6	9	0.625000	MIDDLE	0	0	H	A	1	poeeaiin qo ky shy daiin qopchey otchey qofchor sos	4	2	STRICT_INITIAL_BEFORE_R5	STRICT_INITIAL_BEFORE_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	1	nimm bis zur Mittelstufe getrocknetes Pulver	W3_SOLID_WORKING_THEORY	1	1	OPEN	0	0
