unified_serial	register	page	source_group_id	reading_unit_id	visible_owner	visible_surface	lookup_id	resolved_entry_id	resolved_reading_de	lookup_status	shared_card_status	common_family_id	common_nucleus_de	final_register_reading_de	common_reader_path	portable_component_status	portable_atom_sequence	portable_nucleus_de	final_local_expansion_de
U011	PROSE	f10r	E011	H1-S002	NOT_REQUIRED	qokchy	PR147	MC103	Posten zur Weiterbearbeitung ansetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Posten zur Weiterbearbeitung ansetzen	Posten zur Weiterbearbeitung ansetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OK+Y	AKTUELLEN POSTEN SETZEN	Posten zur Weiterbearbeitung ansetzen
U012	PROSE	f10r	E012	H1-S002	NOT_REQUIRED	qotchol	PR166	MC163	danach weiterfuehren	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	danach weiterfuehren	danach weiterfuehren	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OT+OL	DANACH FORTSETZEN	danach weiterfuehren
U013	PROSE	f10r	E013	H1-S002	NOT_REQUIRED	chol	PR042	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	OL	FORTSETZEN	fortsetzen
U014	PROSE	f10r	E014	H1-S002	NOT_REQUIRED	cthy	PR051	MC161	bereit	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	bereit	bereit	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	bereit	bereit
U015	PROSE	f10r	E015	H2-S001	NOT_REQUIRED	ycheor	PR226	MC075	Auszugsansatz	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Auszugsansatz	Auszugsansatz	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Auszugsansatz	Auszugsansatz
U016	PROSE	f10r	E016	H2-S001	NOT_REQUIRED	cthy	PR051	MC161	bereit	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	bereit	bereit	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	bereit	bereit
U017	PROSE	f10r	E017	H2-S001	NOT_REQUIRED	chor	PR044	MC080	Ansatz	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Ansatz	Ansatz	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OR	ANSATZ	Ansatz
U018	PROSE	f10r	E018	H2-S001	NOT_REQUIRED	cthaiin	PR049	MC169	Fertigmaß	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Fertigmaß	Fertigmaß	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Fertigmaß	Fertigmaß
U019	PROSE	f10r	E019	H2-S001	NOT_REQUIRED	qoctholy	PR139	MC115	bereiten Posten weiterfuehren	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	bereiten Posten weiterfuehren	bereiten Posten weiterfuehren	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	bereiten Posten weiterfuehren	bereiten Posten weiterfuehren
U020	PROSE	f10r	E020	H2-S001	NOT_REQUIRED	dy	PR067	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	Y	AKTUELLER POSTEN	dieser Posten
U021	PROSE	f10r	E021	H2-S001	NOT_REQUIRED	chy	PR047	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	Y	AKTUELLER POSTEN	dieser Posten
U022	PROSE	f10r	E022	H2-S001	NOT_REQUIRED	taiin	PR215	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Sollmaß	Sollmaß	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	AIIN	VORGABEWERT	Sollmaß
U023	PROSE	f10r	E023	H2-S001	NOT_REQUIRED	shy	PR201	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	dieser Posten	dieser Posten	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	Y	AKTUELLER POSTEN	dieser Posten
U024	PROSE	f10r	E024	H2-S002	NOT_REQUIRED	qotchor	PR167	MC013	Folgeansatz	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Folgeansatz	Folgeansatz	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OT+OR	FOLGEANSATZ	Folgeansatz
U025	PROSE	f10r	E025	H2-S002	NOT_REQUIRED	chor	PR044	MC080	Ansatz	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Ansatz	Ansatz	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OR	ANSATZ	Ansatz
U026	PROSE	f10r	E026	H2-S002	NOT_REQUIRED	otol	PR131	MC053	danach fortsetzen	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F18_OT_FOLLOW	DANACH FORTSETZEN	danach fortsetzen	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	OT+OL	DANACH FORTSETZEN	danach fortsetzen
U027	PROSE	f10r	E027	H2-S002	NOT_REQUIRED	chol	PR042	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	OL	FORTSETZEN	fortsetzen
U028	PROSE	f10r	E028	H2-S002	NOT_REQUIRED	cholor	PR043	MC157	Fortsetzungsansatz	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Fortsetzungsansatz	Fortsetzungsansatz	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OL+OR	FORTGESETZTER ANSATZ	Fortsetzungsansatz
U029	PROSE	f10r	E029	H2-S002	NOT_REQUIRED	chol	PR042	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	OL	FORTSETZEN	fortsetzen
U030	PROSE	f10r	E030	H2-S002	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	AIIN	VORGABEWERT	Sollmaß
U031	PROSE	f10r	E031	H2-S002	NOT_REQUIRED	dar	PR059	MC055	aus dem Ansatz	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F02_AR_SOURCE	VOM AUSGANG	aus dem Ansatz	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	AR	VOM AUSGANG	aus dem Ansatz
U032	PROSE	f10r	E032	H2-S003	NOT_REQUIRED	oykchor	PR133	MC027	Ansatzgefäß	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Ansatzgefäß	Ansatzgefäß	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Ansatzgefäß	Ansatzgefäß
U033	PROSE	f10r	E033	H2-S003	NOT_REQUIRED	shor	PR199	MC080	Ansatz	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Ansatz	Ansatz	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OR	ANSATZ	Ansatz
U034	PROSE	f10r	E034	H2-S003	NOT_REQUIRED	chor	PR044	MC080	Ansatz	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Ansatz	Ansatz	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OR	ANSATZ	Ansatz
U035	PROSE	f10r	E035	H2-S003	NOT_REQUIRED	chy	PR047	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	Y	AKTUELLER POSTEN	dieser Posten
U036	PROSE	f10r	E036	H2-S003	NOT_REQUIRED	kaiiin	PR069	MC048	Weichstufe	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Weichstufe	Weichstufe	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Weichstufe	Weichstufe
U037	PROSE	f10r	E037	H2-S003	NOT_REQUIRED	dy	PR067	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	Y	AKTUELLER POSTEN	dieser Posten
U038	PROSE	f10r	E038	H2-S003	NOT_REQUIRED	chodaiin	PR037	MC087	Zutatenmaß	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Zutatenmaß	Zutatenmaß	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	HO+AIIN	EINGANGSWERT	Zutatenmaß
U039	PROSE	f11r	E039	H3-S001	NOT_REQUIRED	tshol	PR224	MC098	Zutat entnehmen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Zutat entnehmen	Zutat entnehmen	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Zutat entnehmen	Zutat entnehmen
U040	PROSE	f11r	E040	H3-S001	NOT_REQUIRED	schoal	PR181	MC049	Zutat an die Arbeitsstelle geben	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Zutat an die Arbeitsstelle geben	Zutat an die Arbeitsstelle geben	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	HO+AL	EINGANGSPOSTEN ZUM ZIEL	Zutat an die Arbeitsstelle geben
U041	PROSE	f11r	E041	H3-S001	NOT_REQUIRED	cfhy	PR003	MC129	auswringen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	auswringen	auswringen	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	auswringen	auswringen
U042	PROSE	f11r	E042	H3-S001	NOT_REQUIRED	shfydaiin	PR197	MC111	Standmaß	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Standmaß	Standmaß	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Standmaß	Standmaß
U043	PROSE	f11r	E043	H3-S001	NOT_REQUIRED	cphy	PR048	MC156	nachseihen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	nachseihen	nachseihen	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	nachseihen	nachseihen
U044	PROSE	f11r	E044	H3-S001	NOT_REQUIRED	shey	PR196	MC119	klarer Auszug	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F05_RELEASED_VALUE	FREIGEGEBENER WERT	klarer Auszug	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	CHEEY	FREIGEGEBENER WERT	klarer Auszug
U045	PROSE	f11r	E045	H3-S001	NOT_REQUIRED	tchody	PR219	MC037	kalt stellen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kalt stellen	kalt stellen	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	kalt stellen	kalt stellen
U046	PROSE	f11r	E046	H3-S002	NOT_REQUIRED	shoyty	PR200	MC062	Zutatenteil	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Zutatenteil	Zutatenteil	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Zutatenteil	Zutatenteil
U047	PROSE	f11r	E047	H3-S003	NOT_REQUIRED	dchol	PR063	MC142	Voriges	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Voriges	Voriges	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Voriges	Voriges
U048	PROSE	f11r	E048	H3-S003	NOT_REQUIRED	chy	PR047	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	Y	AKTUELLER POSTEN	dieser Posten
U049	PROSE	f11r	E049	H3-S003	NOT_REQUIRED	kchy	PR076	MC117	diesen Posten bearbeiten	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F11_KCH_PROCESS	BEARBEITEN	diesen Posten bearbeiten	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	KCH+Y	BEARBEITEN	diesen Posten bearbeiten
U050	PROSE	f11r	E050	H3-S003	NOT_REQUIRED	dy	PR067	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	Y	AKTUELLER POSTEN	dieser Posten
U051	PROSE	f11r	E051	H3-S003	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	AIIN	VORGABEWERT	Sollmaß
U052	PROSE	f11r	E052	H3-S004	NOT_REQUIRED	qotchy	PR168	MC107	anschließender Arbeitsposten	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	anschließender Arbeitsposten	anschließender Arbeitsposten	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OT+Y	FOLGEPOSTEN	anschließender Arbeitsposten
U053	PROSE	f11r	E053	H3-S004	NOT_REQUIRED	okchol	PR105	MC041	weiterlaufenden Posten aufnehmen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	weiterlaufenden Posten aufnehmen	weiterlaufenden Posten aufnehmen	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OK+OL	FORTSETZUNG SETZEN	weiterlaufenden Posten aufnehmen
U054	PROSE	f11r	E054	H3-S004	NOT_REQUIRED	cthy	PR051	MC161	bereit	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	bereit	bereit	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	bereit	bereit
U055	PROSE	f11r	E055	H3-S004	NOT_REQUIRED	dy	PR067	MC123	dieser Posten	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F04_Y_CURRENT	AKTUELLER POSTEN	dieser Posten	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	Y	AKTUELLER POSTEN	dieser Posten
U056	PROSE	f55v	E056	H4-S001	NOT_REQUIRED	qokaiin	PR140	MC120	auf Sollmaß einstellen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	auf Sollmaß einstellen	auf Sollmaß einstellen	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OK+AIIN	AUF VORGABEWERT SETZEN	auf Sollmaß einstellen
U057	PROSE	f55v	E057	H4-S001	NOT_REQUIRED	chaiin	PR004	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Sollmaß	Sollmaß	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	AIIN	VORGABEWERT	Sollmaß
U058	PROSE	f55v	E058	H4-S001	NOT_REQUIRED	ykain	PR228	MC047	Postenportion	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Postenportion	Postenportion	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	Y+AIN	POSTENANTEIL	Postenportion
U059	PROSE	f55v	E059	H4-S001	NOT_REQUIRED	ykan	PR229	MC148	dieser Anteil	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	dieser Anteil	dieser Anteil	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	dieser Anteil	dieser Anteil
U060	PROSE	f55v	E060	H4-S001	NOT_REQUIRED	ody	PR098	MC100	kühlen	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F12_ODY_WITHDRAW	ZURÜCKNEHMEN	kühlen	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	ODY	ZURÜCKNEHMEN	kühlen
U061	PROSE	f55v	E061	H4-S002	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	AIIN	VORGABEWERT	Sollmaß
U062	PROSE	f55v	E062	H4-S002	NOT_REQUIRED	chedy	PR018	MC074	laufenden Posten umsetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	laufenden Posten umsetzen	laufenden Posten umsetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	CHD+Y	AKTUELLEN POSTEN ÜBERTRAGEN	laufenden Posten umsetzen
U063	PROSE	f55v	E063	H4-S002	NOT_REQUIRED	talam	PR217	MC160	am Ziel verwahren	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	am Ziel verwahren	am Ziel verwahren	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	am Ziel verwahren	am Ziel verwahren
U064	PROSE	f55v	E064	H4-S003	NOT_REQUIRED	ykaiin	PR227	MC170	Postenmaß	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Postenmaß	Postenmaß	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	Y+AIIN	POSTENWERT	Postenmaß
U065	PROSE	f55v	E065	H4-S003	NOT_REQUIRED	cheoar	PR026	MC085	Auszug entnehmen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Auszug entnehmen	Auszug entnehmen	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Auszug entnehmen	Auszug entnehmen
U066	PROSE	f55v	E066	H4-S003	NOT_REQUIRED	cheeky	PR023	MC032	länger erwärmen und offen halten	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	länger erwärmen und offen halten	länger erwärmen und offen halten	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	länger erwärmen und offen halten	länger erwärmen und offen halten
U067	PROSE	f55v	E067	H4-S003	NOT_REQUIRED	oldy	PR113	MC019	Fortsetzung abschließen	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F19_OL_CLOSE	FORTSETZEN; SCHLUSS	Fortsetzung abschließen	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	OL+CLOSE	FORTSETZEN; SCHLUSS	Fortsetzung abschließen
U068	PROSE	f55v	E068	H4-S004	NOT_REQUIRED	aiin	PR001	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	AIIN	VORGABEWERT	Sollmaß
U069	PROSE	f55v	E069	H4-S004	NOT_REQUIRED	okal	PR103	MC040	dort ansetzen	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F14_OK_AL_TARGET	AM ZIEL SETZEN	dort ansetzen	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	OK+AL	AM ZIEL SETZEN	dort ansetzen
U070	PROSE	f55v	E070	H4-S004	NOT_REQUIRED	oltchy	PR118	MC021	bereiten Posten weiterführen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	bereiten Posten weiterführen	bereiten Posten weiterführen	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	bereiten Posten weiterführen	bereiten Posten weiterführen
