event_id	page	record_unit_id	statement_id	field_id	field_position	visible_owner	visible_surface	master_card_id	component_parse	concrete_default_de	composition_status	memorized_residue	terminal_status
E011	f10r	H1	H1-S002	F002	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qokchy	MC103	OK + Y	den laufenden Posten einsetzen und weiterbearbeiten	FULL_COMPOSITION	NONE	NONCLOSE
E012	f10r	H1	H1-S002	F002	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchol	MC163	OT + OL	den Folgegang fortsetzen	FULL_COMPOSITION	NONE	NONCLOSE
E013	f10r	H1	H1-S002	F002	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	COMMON_CORE	weiter	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E014	f10r	H1	H1-S002	F002	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	COMMON_CORE	bereit	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E015	f10r	H2	H2-S001	F003	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ycheor	MC075	Y + CHEO + OR	aktueller Auszugsansatz	FULL_COMPOSITION	NONE	NONCLOSE
E016	f10r	H2	H2-S001	F003	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	COMMON_CORE	bereit	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E017	f10r	H2	H2-S001	F003	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	COMMON_CORE	Ansatz	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E018	f10r	H2	H2-S001	F003	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthaiin	MC169	CTH + AIIN	die Sollvorbereitung setzen	FULL_COMPOSITION	NONE	NONCLOSE
E019	f10r	H2	H2-S001	F003	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qoctholy	MC115	OT + OL + Y	den bereiten Folgeposten wählen	FULL_COMPOSITION	NONE	NONCLOSE
E020	f10r	H2	H2-S001	F003	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	MC123	COMMON_CORE	dies	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E021	f10r	H2	H2-S001	F003	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	COMMON_CORE	dies	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E022	f10r	H2	H2-S001	F003	8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	taiin	MC039	COMMON_CORE	Sollmaß	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E023	f10r	H2	H2-S001	F003	9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shy	MC123	COMMON_CORE	dies	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E024	f10r	H2	H2-S002	F004	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchor	MC013	OT + OR	Folgeansatz	FULL_COMPOSITION	NONE	NONCLOSE
E025	f10r	H2	H2-S002	F004	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	COMMON_CORE	Ansatz	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E026	f10r	H2	H2-S002	F004	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otol	MC053	OT + OL	anschließend fortsetzen	FULL_COMPOSITION	NONE	NONCLOSE
E027	f10r	H2	H2-S002	F004	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	COMMON_CORE	weiter	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E028	f10r	H2	H2-S002	F004	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cholor	MC157	COMMON_CORE	derselbe Ansatz	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E029	f10r	H2	H2-S002	F004	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	COMMON_CORE	weiter	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E030	f10r	H2	H2-S002	F004	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	MC039	COMMON_CORE	Sollmaß	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E031	f10r	H2	H2-S002	F004	8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dar	MC055	COMMON_CORE	davon	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E032	f10r	H2	H2-S003	F005	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oykchor	MC027	OYK + OR	Gefäß für den Ansatz	PARTIAL_COMPOSITION	OYK preparation-vessel core	NONCLOSE
E033	f10r	H2	H2-S003	F005	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shor	MC080	COMMON_CORE	Ansatz	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E034	f10r	H2	H2-S003	F005	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	COMMON_CORE	Ansatz	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E035	f10r	H2	H2-S003	F005	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	COMMON_CORE	dies	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E036	f10r	H2	H2-S003	F005	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	kaiiin	MC048	K + IIN	die Arbeitsstufe setzen	FULL_COMPOSITION	NONE	NONCLOSE
E037	f10r	H2	H2-S003	F005	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	MC123	COMMON_CORE	dies	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E038	f10r	H2	H2-S003	F005	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chodaiin	MC087	CHO + AIIN	Zugabemaß	FULL_COMPOSITION	NONE	NONCLOSE
E039	f11r	H3	H3-S001	F006	1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tshol	MC098	TSHOL	Kochgut	LEARNED_WHOLE_NOUN	TSHOL cooking-material core	NONCLOSE
E040	f11r	H3	H3-S001	F006	2	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	schoal	MC049	SCHOAL	Sudansatz	LEARNED_WHOLE_NOUN	SCHOAL decoction core	NONCLOSE
E041	f11r	H3	H3-S001	F006	3	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cfhy	MC129	CFHY	auswringen	LEARNED_WHOLE_OPERATION	CFHY wringing operation	NONCLOSE
E042	f11r	H3	H3-S001	F006	4	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shfydaiin	MC111	SHFY + AIIN	eine vorgeschriebene Stehzeit einhalten	PARTIAL_COMPOSITION	SHFY standing core	NONCLOSE
E043	f11r	H3	H3-S001	F006	5	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cphy	MC156	CPHY	nachseihen	LEARNED_WHOLE_OPERATION	CPHY second-straining operation	NONCLOSE
E044	f11r	H3	H3-S001	F006	6	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shey	MC119	COMMON_CORE	Klarlauf	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E045	f11r	H3	H3-S001	F006	7	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tchody	MC037	TCHO + DY	kalt stellen; Schluss	LEARNED_WHOLE_OPERATION	TCHO cold-setting operation	TERMINAL
E046	f11r	H3	H3-S002	F007	1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shoyty	MC062	SHO + YTY	Zugabeteil	PARTIAL_COMPOSITION	YTY material-part core	NONCLOSE
E047	f11r	H3	H3-S003	F008	1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dchol	MC142	D + OL	vom vorigen Arbeitsgang nehmen	PARTIAL_COMPOSITION	D previous-source core	NONCLOSE
E048	f11r	H3	H3-S003	F008	2	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	chy	MC123	COMMON_CORE	dies	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E049	f11r	H3	H3-S003	F008	3	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	kchy	MC117	K + Y	den laufenden Posten bearbeiten	FULL_COMPOSITION	NONE	NONCLOSE
E050	f11r	H3	H3-S003	F008	4	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	MC123	COMMON_CORE	dies	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E051	f11r	H3	H3-S003	F008	5	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	daiin	MC039	COMMON_CORE	Sollmaß	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E052	f11r	H3	H3-S004	F009	1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	qotchy	MC107	OT + Y	zum nächsten Posten wechseln	FULL_COMPOSITION	NONE	NONCLOSE
E053	f11r	H3	H3-S004	F009	2	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	okchol	MC041	OK + OL	die Fortsetzung einsetzen	FULL_COMPOSITION	NONE	NONCLOSE
E054	f11r	H3	H3-S004	F009	3	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cthy	MC161	COMMON_CORE	bereit	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E055	f11r	H3	H3-S004	F009	4	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	MC123	COMMON_CORE	dies	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E056	f55v	H4	H4-S001	F010	1	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	qokaiin	MC120	COMMON_CORE	bemessen	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E057	f55v	H4	H4-S001	F010	2	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chaiin	MC039	COMMON_CORE	Sollmaß	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E058	f55v	H4	H4-S001	F010	3	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykain	MC047	Y + K + AIN	erste Portion	PARTIAL_COMPOSITION	K ordinal/index core	NONCLOSE
E059	f55v	H4	H4-S001	F010	4	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykan	MC148	Y + K + AIN	zweite Portion	PARTIAL_COMPOSITION	K ordinal/index core	NONCLOSE
E060	f55v	H4	H4-S001	F010	5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ody	MC100	O + DY	abkühlen; Schluss	LEARNED_WHOLE_OPERATION	O cooling operation	TERMINAL
E061	f55v	H4	H4-S002	F011	1	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	daiin	MC039	COMMON_CORE	Sollmaß	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E062	f55v	H4	H4-S002	F011	2	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chedy	MC074	COMMON_CORE	überführen	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E063	f55v	H4	H4-S002	F011	3	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	talam	MC160	TALAM	Verwahrort	LEARNED_WHOLE_NOUN	TALAM storage-place core	TERMINAL
E064	f55v	H4	H4-S003	F012	1	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykaiin	MC170	Y + K + AIIN	Sollportion	PARTIAL_COMPOSITION	K ordinal/index core	NONCLOSE
E065	f55v	H4	H4-S003	F012	2	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheoar	MC085	CHEO + AR	Auszug aus der Quelle	FULL_COMPOSITION	NONE	NONCLOSE
E066	f55v	H4	H4-S003	F012	3	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheeky	MC032	COMMON_CORE	länger bearbeiten	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E067	f55v	H4	H4-S003	F012	4	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oldy	MC019	COMMON_CORE	fertig	KNOWN_FROM_BIOLOGICAL	NONE	TERMINAL
E068	f55v	H4	H4-S004	F013	1	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	aiin	MC039	COMMON_CORE	Sollmaß	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E069	f55v	H4	H4-S004	F013	2	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	okal	MC040	COMMON_CORE	dorthin einsetzen	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E070	f55v	H4	H4-S004	F013	3	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oltchy	MC021	OL + TCH + Y	die laufende Bereitung fortsetzen	PARTIAL_COMPOSITION	TCH preparation core	NONCLOSE
E071	f55v	H4	H4-S004	F013	4	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	or	MC080	COMMON_CORE	Ansatz	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E072	f55v	H4	H4-S004	F013	5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	y	MC123	COMMON_CORE	dies	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E073	f55v	H4	H4-S004	F013	6	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	orain	MC072	OR + AIN	Bereitungsanteil	FULL_COMPOSITION	NONE	NONCLOSE
E074	f56r	H5	H5-S001	F014	1	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chochor	MC125	CHO + OR	Zugabeansatz	FULL_COMPOSITION	NONE	NONCLOSE
E075	f56r	H5	H5-S001	F014	2	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	MC034	CHO	weitere Zutat	LEARNED_WHOLE_NOUN	CHO ingredient core	NONCLOSE
E076	f56r	H5	H5-S001	F014	3	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chodaly	MC010	CHO + AL + Y	Zugabe am aktuellen Ziel	FULL_COMPOSITION	NONE	NONCLOSE
E077	f56r	H5	H5-S001	F014	4	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	MC039	COMMON_CORE	Sollmaß	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E078	f56r	H5	H5-S001	F015	1	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	MC034	CHO	weitere Zutat	LEARNED_WHOLE_NOUN	CHO ingredient core	NONCLOSE
E079	f56r	H5	H5-S001	F015	2	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchol	MC090	K + OL	weiter bearbeiten	FULL_COMPOSITION	NONE	NONCLOSE
E080	f56r	H5	H5-S001	F015	3	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchor	MC013	OT + OR	Folgeansatz	FULL_COMPOSITION	NONE	NONCLOSE
E081	f56r	H5	H5-S001	F015	4	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	MC026	COMMON_CORE	einsetzen	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E082	f56r	H5	H5-S001	F015	5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	dal	MC154	COMMON_CORE	dorthin	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E083	f56r	H5	H5-S002	F016	1	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	schol	MC142	D + OL	vom vorigen Arbeitsgang nehmen	PARTIAL_COMPOSITION	D previous-source core	NONCLOSE
E084	f56r	H5	H5-S002	F016	2	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choy	MC131	CHO + Y	aktuelle Zutat	FULL_COMPOSITION	NONE	NONCLOSE
E085	f56r	H5	H5-S002	F016	3	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	MC026	COMMON_CORE	einsetzen	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E086	f56r	H5	H5-S002	F016	4	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cheeckhody	MC099	CHEECKHO + DY	auftragen; Schluss	LEARNED_WHOLE_OPERATION	CHEECKHO application operation	TERMINAL
E087	f56r	H5	H5-S003	F017	1	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sh	MC114	SH	Stängel	LEARNED_WHOLE_NOUN	SH stem core	NONCLOSE
E088	f56r	H5	H5-S003	F017	2	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	MC034	CHO	weitere Zutat	LEARNED_WHOLE_NOUN	CHO ingredient core	NONCLOSE
E089	f56r	H5	H5-S003	F017	3	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchey	MC122	K + E + Y	den laufenden Posten kurz bearbeiten	FULL_COMPOSITION	NONE	NONCLOSE
E090	f56r	H5	H5-S003	F017	4	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	qokokchy	MC015	OK + OK + Y	denselben Posten erneut einsetzen	FULL_COMPOSITION	NONE	NONCLOSE
E091	f56r	H5	H5-S004	F018	1	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	okchy	MC103	OK + Y	den laufenden Posten einsetzen und weiterbearbeiten	FULL_COMPOSITION	NONE	NONCLOSE
E092	f56r	H5	H5-S004	F018	2	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokcheo	MC006	OK + CHEO	Auszug einsetzen	FULL_COMPOSITION	NONE	NONCLOSE
E093	f56r	H5	H5-S004	F018	3	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchal	MC077	K + AL	an der Zielstelle bearbeiten	FULL_COMPOSITION	NONE	NONCLOSE
E094	f56r	H5	H5-S005	F019	1	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	MC034	CHO	weitere Zutat	LEARNED_WHOLE_NOUN	CHO ingredient core	NONCLOSE
E095	f56r	H5	H5-S005	F019	2	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokchy	MC103	OK + Y	den laufenden Posten einsetzen und weiterbearbeiten	FULL_COMPOSITION	NONE	NONCLOSE
E096	f56r	H5	H5-S005	F019	3	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchoar	MC136	K + CHO + AR	bearbeiteter Quellauszug	PARTIAL_COMPOSITION	KCHO processed-extract core	NONCLOSE
E097	f56r	H5	H5-S005	F019	4	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sotodan	MC068	SOTODAN	als Folgeanwendung führen	LEARNED_WHOLE_OPERATION	SOTODAN follow-up application	NONCLOSE
E098	f56r	H5	H5-S006	F020	1	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchey	MC171	COMMON_CORE	das nächste	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
E099	f56r	H5	H5-S006	F020	2	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	keol	MC104	K + E + OL	kurz weiterbearbeiten	FULL_COMPOSITION	NONE	NONCLOSE
E100	f56r	H5	H5-S006	F020	3	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	MC039	COMMON_CORE	Sollmaß	KNOWN_FROM_BIOLOGICAL	NONE	NONCLOSE
