control	surface	matched_units	occurrences	pages	reader_exact_occurrences	split_normalized_occurrences	loci	v33_status	decision
GLOBAL_SHORT_TAIL_NONLEAK	doal	oal	1	1	1	1	f16r.7	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	dokal	okal|kal	2	2	1	1	f66v.10|f75v.20	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	dtal	tal	1	1	1	1	f116r.21	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	dytal	tal	1	1	0	0	f58r.39	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	eeokal	okal|kal	1	1	0	0	f103r.3	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	kalkal	kal	2	2	1	2	f107r.48|f107v.20	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	keeoal	oal	1	1	1	1	f112v.1	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	lkal	kal	5	3	4	4	f107v.1|f107v.6|f107v.9|f108r.18|f111r.50	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	lotal	otal|tal	1	1	1	1	f48r.6	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	lsheetal	tal	1	1	1	1	f76v.10	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	ltal	tal	3	3	3	3	f106r.19|f108v.1|f113v.49	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	olchokal	okal|kal	1	1	0	0	f58r.2	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	olkal	kal	12	11	10	11	f105v.34|f107v.12|f107v.22|f111r.27|f113r.51|f78v.17|f79r.39|f80v.42|f81r.3|f81v.28|f86v5.10|f86v6.7	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	oltal	tal	2	2	2	2	f78v.30|f86v5.36	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	ototaykal	kal	1	1	0	1	f44r.3	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	pcheolkal	kal	1	1	1	1	f80r.28	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	pchoetal	tal	1	1	1	1	f116r.15	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	pcholkal	kal	1	1	1	1	f107v.20	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	qekal	kal	1	1	1	1	f111v.48	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	qetal	tal	1	1	1	1	f83r.19	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	qoetal	tal	1	1	1	1	f99v.21	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	qoolkal	kal	1	1	0	0	f76r.34	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	qotlolkal	kal	1	1	1	1	f80v.17	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	rkal	kal	1	1	0	0	f75v.34	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	schoal	oal	1	1	1	1	f11r.1	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	sheykal	kal	1	1	1	1	f107r.31	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	sholkal	kal	1	1	0	0	f78v.31	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	skal	kal	1	1	1	1	f83r.10	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	sokal	okal|kal	1	1	1	1	f113r.7	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	solchkal	kal	1	1	1	1	f83r.53	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	ykal	kal	9	8	8	9	f39r.11|f46r.3|f48v.11|f58r.14|f58r.17|f58v.25|f78v.11|f86v5.22|f94r.8	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	ykalkal	kal	1	1	0	1	f107r.28	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	ytal	tal	12	10	12	12	f13v.9|f22v.10|f34v.3|f54v.15|f58r.2|f58v.13|f58v.8|f76r.28|f76r.39|f77v.34|f86v5.11|f86v6.18	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
GLOBAL_SHORT_TAIL_NONLEAK	ytolkal	kal	1	1	0	0	f58r.38	OPEN_UNKNOWN_WHOLE	NO_SUBSTRING_INHERITANCE__REMAIN_OPEN
