master_card_id	master_form	registered_surfaces	old_generation_class	new_generation_class	component_parse	added_licensed_core	portable_core_de	prose_event_count	generation_rule
MC020	solkeey	solkeey	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	SOLK_COLLECT+EE_LONG+Y_ITEM	NONE	Langsammlung	1	compose the registered component parse
MC021	oltchy	oltchy	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	OL + TCH + Y	TCH_PREPARATION	die laufende Bereitung fortsetzen	1	compose the registered component parse using licensed core TCH_PREPARATION
MC022	chckhal	chckhal	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CKH_THROUGH+AL_TO	NONE	Zielpassage	1	compose the registered component parse
MC023	kair	kair	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	K_BASIN+AIR_WATER	NONE	Beckenlauf	1	compose the registered component parse
MC024	qokol	qokol	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+OL_CONTINUE	NONE	Weiter einsetzen	1	compose the registered component parse
MC025	dchedy	dchedy|schedy|tchedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHED_TRANSFER+TERMINAL	NONE	überführen; Schluss	4	compose the registered component parse
MC026	choky	choky|oky|qoky	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+Y_CURRENT_ITEM	NONE	einsetzen	10	compose the registered component parse
MC027	oykchor	oykchor	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	OYK + OR	OYK_VESSEL	Gefäß für den Ansatz	1	compose the registered component parse using licensed core OYK_VESSEL
MC028	olchedy	olchedy|qolchedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	NONE	weiterführen; Schluss	3	compose the registered component parse
MC029	lar	lar	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	L_OUT+AR_FROM	NONE	Quellabzug	1	compose the registered component parse
MC030	lo	lo	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	L_OUT+O_RESIDUAL_BRANCH	NONE	Abzug	1	compose the registered component parse
MC031	dalchdy	dalchdy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	D+AL_TO+CHD_TRANSFER+CLOSE	NONE	Zieltransfer; Schluss	1	compose the registered component parse
MC032	cheeky	cheeky	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	CHK_WARM+GRADE_2+Y_CURRENT_ITEM	NONE	länger bearbeiten	2	compose the registered component parse
MC033	oiiin	oiiin|soiiin	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	IIN_TARGET_STAGE	NONE	Arbeitsstufe	2	compose the registered component parse
MC034	cho	cho|sho	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	CHO	CHO_INPUT	EINGABE_ODER_BEDINGUNG	4	compose the registered component parse using licensed core CHO_INPUT
MC035	chckhy	chckhy|shckhy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CKH_THROUGH+Y_ITEM	NONE	durchleiten	4	compose the registered component parse
MC036	solkaiin	solkaiin	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	SOLK_COLLECT+AIIN_MEASURE	NONE	Sollsammlung	1	compose the registered component parse
MC037	tchody	tchody	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	TCHO + DY	NONE	kalt stellen; Schluss	1	retrieve the complete whole sign
MC038	lshedy	lshedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	LSH_WASH+DY_CLOSE	NONE	Waschgang; Schluss	2	compose the registered component parse
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	AIIN_TARGET_MEASURE	NONE	Sollmaß	20	compose the registered component parse
MC040	okal	okal|qokal	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+AL_TO	NONE	dorthin einsetzen	6	compose the registered component parse
MC041	okchol	okchol	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK + OL	NONE	die Fortsetzung einsetzen	1	compose the registered component parse
MC042	cheedar	cheedar	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHED_TRANSFER+AR_FROM	NONE	Quelltransfer	1	compose the registered component parse
MC043	shecthedchy	shecthedchy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CTH_READY+CHED_TRANSFER+Y_CURRENT	NONE	Vorbereitungstransfer	1	compose the registered component parse
MC044	qokar	qokar	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+AR_FROM	NONE	Quelleinsatz	1	compose the registered component parse
MC045	olkeedy	olkeedy|solkeedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	SOLK_COLLECT+EE_LONG+TERMINAL	NONE	lange sammeln; Schluss	3	compose the registered component parse
MC046	raly	raly	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	AL_TO+Y_CURRENT	NONE	Endposten	1	compose the registered component parse
MC047	ykain	ykain	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	Y + K + AIN	K_BINDER	erste Portion	1	compose the registered component parse using licensed core K_BINDER
MC048	kaiiin	kaiiin	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	K + IIN	NONE	die Arbeitsstufe setzen	1	compose the registered component parse
MC049	schoal	schoal	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	LEXICAL_BLOCKER_AR_OR_DECOCTION_BATCH	NONE	Sudansatz	1	retrieve the complete whole sign
MC050	solkey	solkey	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	SOLK_COLLECT+E_SHORT+Y_ITEM	NONE	Kurzsammlung	1	compose the registered component parse
MC051	lchedal	lchedal	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	L_OUT+CHED_TRANSFER+AL_TO	NONE	Zielabführung	1	compose the registered component parse
MC052	qekey	qekey	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	MEMORIZED_WHOLE_CARD	NONE	kurz bearbeiten	1	retrieve the complete whole sign
MC053	otol	otol	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OT_FOLLOW+OL_CONTINUE_WITHIN_ACTIVE_SEQUENCE	NONE	danach im selben Gang weiter	1	compose the registered component parse
MC054	qokaly	qokaly	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+AL_TO+Y_ITEM	NONE	Zieleinsatz	1	compose the registered component parse
MC055	char	char|dar|sar	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	AR_FROM	NONE	davon	5	compose the registered component parse
MC056	ral	ral	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	R_FRAME+AL_TO	NONE	Zielmarke	1	compose the registered component parse
MC057	otchedy	otchedy|qotchedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	NONE	Folgetransfer; Schluss	2	compose the registered component parse
MC058	sheckhal	sheckhal	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CKH_THROUGH+E_SHORT+AL_TO	NONE	Kurze Zielpassage	1	compose the registered component parse
MC059	dain	dain	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	DAIN_CLOTH_WHOLE	NONE	Einlage	2	retrieve the complete whole sign
MC060	otaiin	otaiin|sotaiin	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OT_FOLLOW+AIIN_MEASURE	NONE	Folgemaß	3	compose the registered component parse
MC061	sshkchdy	sshkchdy	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	LEXICAL_BLOCKER_AR_AL_TRANSFER+CLOSE	NONE	übertragen; Schluss	1	retrieve the complete whole sign
MC062	shoyty	shoyty	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	SHO + YTY	YTY_PART	Zugabeteil	1	compose the registered component parse using licensed core YTY_PART
MC063	oteey	oteey	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OT_FOLLOW+GRADE_2+Y_ITEM	NONE	Langfolge	2	compose the registered component parse
MC064	chedchy	chedchy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHED_TRANSFER+CHY_ITEM	NONE	Postentransfer	1	compose the registered component parse
MC065	ls	ls	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	L_OUT+S_PORT	NONE	Auslass	1	compose the registered component parse
MC066	lcheey	lcheey	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	L_OUT+CHEEY_CLEAR_FLOW	NONE	Klarabzug	1	compose the registered component parse
MC067	otchdy	otchdy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	NONE	Nachtransfer; Schluss	1	compose the registered component parse
MC068	sotodan	sotodan	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	LEXICAL_BLOCKER_AL_OL_FOLLOWUP_APPLICATION	NONE	zur Folgeanwendung weiterführen	1	retrieve the complete whole sign
MC069	otytchol	otytchol	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	OT + YTY + OL	YTY_PART	Folgeteil	1	compose the registered component parse using licensed core YTY_PART
MC070	pchedy	pchedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	P_IN+CHED_TRANSFER+TERMINAL	NONE	Zuführung; Schluss	1	compose the registered component parse
MC071	dchey	dchey	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	DCHEY	NONE	Wurzel	1	retrieve the complete whole sign
MC072	orain	orain	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OR + AIN	NONE	Bereitungsanteil	1	compose the registered component parse
MC073	qcthey	qcthey|shcthey	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CTH_READY+GRADE_1+Y_CURRENT	NONE	kurz vorbereiten	2	compose the registered component parse
MC074	chdy	chdy|chedy	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	CHD~CHED_TRANSFER+Y_ITEM	NONE	überführen	11	compose the registered component parse
MC075	ycheor	ycheor	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	Y + CHEO + OR	NONE	aktueller Auszugsansatz	1	compose the registered component parse
MC076	dsheol	dsheol	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	SH_REST+E_SHORT+OL_CONTINUE	NONE	Kurzhalt	1	compose the registered component parse
MC077	kchal	kchal	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	K + AL	NONE	an der Zielstelle bearbeiten	1	compose the registered component parse
MC078	olsaly	olsaly	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OLS_BELOW+AL_TO+Y_ITEM	NONE	Zwischenziel	1	compose the registered component parse
MC079	daldy	daldy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	NONE	Zielschluss	1	compose the registered component parse
MC080	chor	chor|or|shor|sor	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	OR_BATCH	NONE	Ansatz	7	compose the registered component parse
MC081	okair	okair	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+AIR_WATER	NONE	Laufeinsatz	1	compose the registered component parse
MC082	qokeedy	qokeedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+GRADE_2+DY_CLOSE	NONE	lange einwirken; Schluss	10	compose the registered component parse
MC083	qokedy	qokedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+GRADE_1+DY_CLOSE	NONE	kurz einwirken; Schluss	8	compose the registered component parse
MC084	rshedy	rshedy	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	RSHE_WASH_WHOLE_CARD+DY_CLOSE	NONE	Vollwaschung; Schluss	1	retrieve the complete whole sign
MC085	cheoar	cheoar	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHEO + AR	NONE	Auszug aus der Quelle	1	compose the registered component parse
MC086	chety	chety|chty	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	CH_PARTITION+TY_PART	NONE	Teil	2	compose the registered component parse
MC087	chodaiin	chodaiin	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHO + AIIN	NONE	Zugabemaß	1	compose the registered component parse
MC088	qokchdy	qokchdy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	Q_FRAME+OK_SET+CHD_NEW_ENTRY+CLOSE	NONE	neuen Posten einsetzen; Schluss	3	compose the registered component parse
MC089	skar	skar	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	SK_POUR+AR_FROM	NONE	Quellausguss	1	compose the registered component parse
MC090	kchol	kchol	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	K + OL	NONE	weiter bearbeiten	1	compose the registered component parse
MC091	dairydy	dairydy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	NONE	Laufschluss	1	compose the registered component parse
MC092	lol	lol	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	L_OUT+OL_CONTINUE	NONE	Weiterabzug	1	compose the registered component parse
MC093	otal	otal|qotal	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OT_NEXT+AL_TO	NONE	danach dorthin	3	compose the registered component parse
MC094	cheeety	cheeety	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	EEE_FULL+TY_PART	NONE	Vollteil	1	compose the registered component parse
MC095	sheey	sheey	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	SH_REST+EE_LONG+Y_CURRENT	NONE	Langhalt	1	compose the registered component parse
MC096	qokeedal	qokeedal	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+EE_HOLD+AL_TO	NONE	Langer Zieleinsatz	1	compose the registered component parse
MC097	olkain	olkain|qolkain	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OL_CONTINUE+AIN_PORTION	NONE	weiterer Anteil	2	compose the registered component parse
MC098	tshol	tshol	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	TSHOL	NONE	Kochgut	1	retrieve the complete whole sign
MC099	cheeckhody	cheeckhody	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	CHEECKHO + DY	NONE	auftragen; Schluss	1	retrieve the complete whole sign
MC100	ody	ody	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	O + DY	O_WITHDRAW	ZURUECKNEHMEN__SCHLUSS	1	compose the registered component parse using licensed core O_WITHDRAW
MC101	ldalor	ldalor	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	LD_END+AL_TO	NONE	Endziel	1	compose the registered component parse
MC102	rsheal	rsheal	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	R_FRAME+SH_REST+E_SHORT+AL_TO	NONE	Kurzhalt am Ziel	1	compose the registered component parse
MC103	chokchy	chokchy|okchy|qokchy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK + Y	NONE	den laufenden Posten einsetzen und weiterbearbeiten	3	compose the registered component parse
MC104	keol	keol	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	K + E + OL	NONE	kurz weiterbearbeiten	1	compose the registered component parse
MC105	chkain	chkain|kain	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	AIN_PORTION	NONE	Portion	3	compose the registered component parse
MC106	teol	teol	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	E_SHORT+OL_CONTINUE	NONE	kurz weiterführen	1	compose the registered component parse
MC107	qotchy	qotchy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OT + Y	NONE	zum nächsten Posten wechseln	1	compose the registered component parse
MC108	etyd	etyd	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	ETYD	NONE	kleiner Rest	1	retrieve the complete whole sign
MC109	ytey	ytey	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	MEMORIZED_WHOLE_CARD	NONE	Kurzteil	1	retrieve the complete whole sign
MC110	chkeedy	chkeedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHK_WARM+GRADE_2+DY_CLOSE	NONE	Langwärmen; Schluss	1	compose the registered component parse
MC111	shfydaiin	shfydaiin	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	SHFY + AIIN	SHFY_DURATION	eine vorgeschriebene Stehzeit einhalten	1	compose the registered component parse using licensed core SHFY_DURATION
MC112	octheol	octheol	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CTH_READY+OL_CONTINUE	NONE	Fortsetzung vorbereiten	1	compose the registered component parse
MC113	shedal	shedal	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	SHED_SETTLE+AL_TO	NONE	am Ziel absetzen	2	compose the registered component parse
MC114	sh	sh	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	SH	NONE	Stängel	1	retrieve the complete whole sign
MC115	qoctholy	qoctholy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OT_FOLLOW+OL_CONTINUE+Y_CURRENT_ITEM	NONE	danach mit diesem Posten weiter	1	compose the registered component parse
MC116	schedair	schedair	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	SCHED_LEAD+AIR_WATER	NONE	Weiterlauf	1	compose the registered component parse
MC117	kchy	kchy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	K + Y	NONE	den laufenden Posten bearbeiten	1	compose the registered component parse
MC118	ly	ly	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	MEMORIZED_VESSEL_CARD	NONE	Auffanggefäß	1	retrieve the complete whole sign
MC119	cheey	cheey|shey	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	SHEY_CLEAR_LIQUID_WHOLE	NONE	Klarlauf	4	retrieve the complete whole sign
MC120	okaiin	okaiin|qokaiin	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+AIIN_TARGET_MEASURE	NONE	bemessen	9	compose the registered component parse
MC121	otar	otar	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OT_NEXT+AR_FROM	NONE	Folgequelle	1	compose the registered component parse
MC122	kchey	kchey	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	K + E + Y	NONE	den laufenden Posten kurz bearbeiten	1	compose the registered component parse
MC123	chey	chey|chy|dy|shy|sy|y	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	Y_CURRENT_ITEM_CARD	NONE	dies	18	compose the registered component parse
MC124	lkedy	lkedy	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	LEXICAL_BLOCKER_AR_OL_CONTINUING_WITHDRAWAL+CLOSE	NONE	weiter abziehen; Schluss	1	retrieve the complete whole sign
MC125	chochor	chochor	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHO + OR	NONE	Zugabeansatz	1	compose the registered component parse
MC126	pchedal	pchedal	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	P_IN+CHED_TRANSFER+AL_TO	NONE	Zielzuführung	1	compose the registered component parse
MC127	lched	lched	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	L_OUT+CHED_TRANSFER	NONE	Abführung	1	compose the registered component parse
MC128	cheedy	cheedy|shedy|tedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	SHED_SETTLE+GRADE_1+DY_CLOSE	NONE	kurz absetzen; Schluss	12	compose the registered component parse
MC129	cfhy	cfhy	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	CFHY	NONE	auswringen	1	retrieve the complete whole sign
MC130	lsho	lsho	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	LSH_WASH	NONE	Waschgang	1	compose the registered component parse
MC131	choy	choy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHO + Y	NONE	aktuelle Zutat	1	compose the registered component parse
MC132	sheckhy	sheckhy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CKH_THROUGH+E_SHORT+Y_CURRENT	NONE	Kurzpassage	1	compose the registered component parse
MC133	lcheckhedy	lcheckhedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	L_OUT+CKHE_STRAIN+TERMINAL	NONE	Trennabzug; Schluss	1	compose the registered component parse
MC134	qolky	qolky	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	Q_FRAME+OL_CONTINUE+KY_PATH	NONE	Weiterweg	1	compose the registered component parse
MC135	otedy	otedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OT_FOLLOW+GRADE_1+CLOSE	NONE	Kurzfolge; Schluss	2	compose the registered component parse
MC136	kchoar	kchoar	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	K + CHO + AR	K_BINDER|CHO_INPUT	bearbeiteter Quellauszug	1	compose the registered component parse using licensed core K_BINDER|CHO_INPUT
MC137	shecthy	shecthy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CTH_READY+E_SHORT+Y_CURRENT	NONE	Kurzvorbereitung	1	compose the registered component parse
MC138	dshedy	dshedy	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	DSHE_FRESH_WATER+DY_CLOSE	NONE	Frischwasser zugeben; Schluss	1	retrieve the complete whole sign
MC139	dchdy	dchdy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	D+CHD_TRANSFER+CLOSE	NONE	Transfer; Schluss	1	compose the registered component parse
MC140	qokeeedy	qokeeedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+GRADE_3+DY_CLOSE	NONE	Volleinsatz; Schluss	1	compose the registered component parse
MC141	tshey	tshey	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	T_FRAME+SHEY_CLEAR_FLOW	NONE	Folgeklarlauf	1	compose the registered component parse
