page	locus	target_surfaces	zl3b_line	v26_tokenwise_de	v27_tokenwise_de	v27_working_reading_de	complete_v27
f105v	f105v.37	sheo	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	[yshey:?] | [ckhy:?] | [sheo:?] | [qoeeo:?] | [lkaiin:?] | [chs:?] | [okol:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [sheeey:?] | heiß, Grad III, im Ansatzrahmen | [ar:?] | [aildy:?]	[yshey:?] | [ckhy:?] | Feuchtzubereitung | [qoeeo:?] | [lkaiin:?] | [chs:?] | [okol:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [sheeey:?] | heiß, Grad III, im Ansatzrahmen | [ar:?] | [aildy:?]	[yshey:?]; [ckhy:?]; Feuchtzubereitung; [qoeeo:?]; [lkaiin:?]; [chs:?]; [okol:?]; kalt und trocken am Anfang des Grades, abgeschlossen; [sheeey:?]; heiß, Grad III, im Ansatzrahmen; [ar:?]; [aildy:?]	False
f106r	f106r.13	sheo	pcheol sheokaiin otey qokeeor sheo aiin otchey pcheo ror aiin daiinopal	[pcheol:?] | [sheokaiin:?] | kalter Ansatz in der Mitte des Grades | [qokeeor:?] | [sheo:?] | Menge III | kalt-trockener Ansatz in der Mitte des Grades | trockene Pulverzubereitung/Trockenansatz | Wurzelportion | Menge III | [daiinopal:?]	[pcheol:?] | [sheokaiin:?] | kalter Ansatz in der Mitte des Grades | [qokeeor:?] | Feuchtzubereitung | Menge III | kalt-trockener Ansatz in der Mitte des Grades | trockene Pulverzubereitung/Trockenansatz | Wurzelportion | Menge III | [daiinopal:?]	[pcheol:?]; [sheokaiin:?]; kalter Ansatz in der Mitte des Grades; [qokeeor:?]; Feuchtzubereitung; Menge III; kalt-trockener Ansatz in der Mitte des Grades; trockene Pulverzubereitung/Trockenansatz; Wurzelportion; Menge III; [daiinopal:?]	False
f106r	f106r.30	sheo	ycheeo lkaiin cho ror sheo l kain shor sar aiiry sheo al kairam	[ycheeo:?] | [lkaiin:?] | [cho:?] | Wurzelportion | [sheo:?] | [l:?] | heiß, Grad II | Blüten-/Fruchtstand; reproduktiver Teil | Samenfraktion I | [aiiry:?] | [sheo:?] | [al:?] | [kairam:?]	[ycheeo:?] | [lkaiin:?] | [cho:?] | Wurzelportion | Feuchtzubereitung | [l:?] | heiß, Grad II | Blüten-/Fruchtstand; reproduktiver Teil | Samenfraktion I | [aiiry:?] | Feuchtzubereitung | [al:?] | [kairam:?]	[ycheeo:?]; [lkaiin:?]; [cho:?]; Wurzelportion; Feuchtzubereitung; [l:?]; heiß, Grad II; Blüten-/Fruchtstand; reproduktiver Teil; Samenfraktion I; [aiiry:?]; Feuchtzubereitung; [al:?]; [kairam:?]	False
f106r	f106r.33	ycheol	ycheol chokaiin sheody chody qokaiin ar akair aiir okaly	[ycheol:?] | [chokaiin:?] | [sheody:?] | [chody:?] | heiß, Grad III | [ar:?] | [akair:?] | [aiir:?] | [okaly:?]	trockener Drogenstoff dieser Droge | [chokaiin:?] | [sheody:?] | [chody:?] | heiß, Grad III | [ar:?] | [akair:?] | [aiir:?] | [okaly:?]	trockener Drogenstoff dieser Droge; [chokaiin:?]; [sheody:?]; [chody:?]; heiß, Grad III; [ar:?]; [akair:?]; [aiir:?]; [okaly:?]	False
f106v	f106v.2	sheo	daiin al sheeodar y chtain char otar qokar otar shed sheo keorain amchy	Grad-/Maßwert III | [al:?] | [sheeodar:?] | [y:?] | kalt-trocken, Grad II | [char:?] | [otar:?] | heiße Portion | [otar:?] | [shed:?] | [sheo:?] | [keorain:?] | [amchy:?]	Grad-/Maßwert III | [al:?] | [sheeodar:?] | [y:?] | kalt-trocken, Grad II | [char:?] | [otar:?] | heiße Portion | [otar:?] | [shed:?] | Feuchtzubereitung | [keorain:?] | [amchy:?]	Grad-/Maßwert III; [al:?]; [sheeodar:?]; [y:?]; kalt-trocken, Grad II; [char:?]; [otar:?]; heiße Portion; [otar:?]; [shed:?]; Feuchtzubereitung; [keorain:?]; [amchy:?]	False
f107r	f107r.28	cholor	kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykalkal	[kar:?] | Menge III | [chl:?] | [cholor:?] | [sheees:?] | Menge III | trocken am Ende des Grades | kalt-trockener Ansatz am Anfang des Grades | [lkaiin:?] | [ykaiin:?] | [ykalkal:?]	[kar:?] | Menge III | [chl:?] | trockene Zutat | [sheees:?] | Menge III | trocken am Ende des Grades | kalt-trockener Ansatz am Anfang des Grades | [lkaiin:?] | [ykaiin:?] | [ykalkal:?]	[kar:?]; Menge III; [chl:?]; trockene Zutat; [sheees:?]; Menge III; trocken am Ende des Grades; kalt-trockener Ansatz am Anfang des Grades; [lkaiin:?]; [ykaiin:?]; [ykalkal:?]	False
f108r	f108r.34	ycheol	ycheol chckhy qokedy okain	[ycheol:?] | trockene Arzneimischung am Gradanfang | heiß in der Mitte des Grades, abgeschlossen | heiß im Zubereitungsrahmen, Grad II	trockener Drogenstoff dieser Droge | trockene Arzneimischung am Gradanfang | heiß in der Mitte des Grades, abgeschlossen | heiß im Zubereitungsrahmen, Grad II	trockener Drogenstoff dieser Droge; trockene Arzneimischung am Gradanfang; heiß in der Mitte des Grades, abgeschlossen; heiß im Zubereitungsrahmen, Grad II	True
f108r	f108r.45	sheckhy	dain sheckhy okeey keey lchedy okeey qokedy chedy dalkedy qokedy dal	Grad-/Maßwert II | [sheckhy:?] | heißer Ansatz am Ende des Grades | heiß am Ende des Grades | getrocknetes Drogenholz | heißer Ansatz am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | [dalkedy:?] | heiß in der Mitte des Grades, abgeschlossen | [dal:?]	Grad-/Maßwert II | feuchte Arzneimischung, Anfangsgrad, gebunden | heißer Ansatz am Ende des Grades | heiß am Ende des Grades | getrocknetes Drogenholz | heißer Ansatz am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | [dalkedy:?] | heiß in der Mitte des Grades, abgeschlossen | [dal:?]	Grad-/Maßwert II; feuchte Arzneimischung, Anfangsgrad, gebunden; heißer Ansatz am Ende des Grades; heiß am Ende des Grades; getrocknetes Drogenholz; heißer Ansatz am Ende des Grades; heiß in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; [dalkedy:?]; heiß in der Mitte des Grades, abgeschlossen; [dal:?]	False
f108v	f108v.12	sheckhy	tshedky sheckhy akey sheey teeody qokedy qokeedy shok ar aiin okeey tedam	[tshedky:?] | [sheckhy:?] | [akey:?] | feucht am Ende des Grades | [teeody:?] | heiß in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [shok:?] | [ar:?] | Menge III | heißer Ansatz am Ende des Grades | [tedam:?]	[tshedky:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | [akey:?] | feucht am Ende des Grades | [teeody:?] | heiß in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [shok:?] | [ar:?] | Menge III | heißer Ansatz am Ende des Grades | [tedam:?]	[tshedky:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; [akey:?]; feucht am Ende des Grades; [teeody:?]; heiß in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; [shok:?]; [ar:?]; Menge III; heißer Ansatz am Ende des Grades; [tedam:?]	False
f108v	f108v.20	sheo	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey r aiin ol	[polkeedal:?] | [sheo:?] | heiß und trocken in der Mitte des Grades | [lotedaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [opchedaiin:?] | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades | [r:?] | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	[polkeedal:?] | Feuchtzubereitung | heiß und trocken in der Mitte des Grades | [lotedaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [opchedaiin:?] | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades | [r:?] | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	[polkeedal:?]; Feuchtzubereitung; heiß und trocken in der Mitte des Grades; [lotedaiin:?]; kalter Ansatz in der Mitte des Grades, abgeschlossen; [opchedaiin:?]; kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen; kalt in der Mitte des Grades; [r:?]; Menge III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	False
f108v	f108v.37	sheckhey	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam	[sain:?] | feuchter Drogenteil | feucht am Ende des Grades | [sheckhey:?] | heiß in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades | [lkain:?] | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad II | [dalam:?]	[sain:?] | feuchter Drogenteil | feucht am Ende des Grades | feuchte Arzneimischung, Mittelgrad, gebunden | heiß in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades | [lkain:?] | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad II | [dalam:?]	[sain:?]; feuchter Drogenteil; feucht am Ende des Grades; feuchte Arzneimischung, Mittelgrad, gebunden; heiß in der Mitte des Grades; heißer Ansatz in der Mitte des Grades; feucht in der Mitte des Grades; [lkain:?]; feucht in der Mitte des Grades, abgeschlossen; heiß, Grad II; [dalam:?]	False
f108v	f108v.38	sheckhy	dsheol qokeedy qokeedy chey qokeedy qokedy sheckhy lkedy qoteedy otam	[dsheol:?] | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [sheckhy:?] | [lkedy:?] | kalt am Ende des Grades, abgeschlossen | [otam:?]	[dsheol:?] | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | feuchte Arzneimischung, Anfangsgrad, gebunden | [lkedy:?] | kalt am Ende des Grades, abgeschlossen | [otam:?]	[dsheol:?]; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; trocken in der Mitte des Grades; heiß am Ende des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; feuchte Arzneimischung, Anfangsgrad, gebunden; [lkedy:?]; kalt am Ende des Grades, abgeschlossen; [otam:?]	False
f10r	f10r.8	cholor	qotchor chor otol chol cholor chol daiin dar	kalt-trockene Drogenportion | Pflanzen-/Reproduktionsteil | kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | [cholor:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | abgemessene Fraktion I	kalt-trockene Drogenportion | Pflanzen-/Reproduktionsteil | kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | trockene Zutat | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | abgemessene Fraktion I	kalt-trockene Drogenportion; Pflanzen-/Reproduktionsteil; kaltes Zubereitungsgut; trocken; nominal trockenes Gut/Material; trockene Zutat; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; abgemessene Fraktion I	True
f10v	f10v.1	sheo	paiin daiin sheo pcheey qoty daiin cthor otydy sain	Pulver, Typ/Charge III | Grad-/Maßwert III | [sheo:?] | Pulver, trocken gebunden, Form II | kalt am Anfang des Grades | Grad-/Maßwert III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [otydy:?] | [sain:?]	Pulver, Typ/Charge III | Grad-/Maßwert III | Feuchtzubereitung | Pulver, trocken gebunden, Form II | kalt am Anfang des Grades | Grad-/Maßwert III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [otydy:?] | [sain:?]	Pulver, Typ/Charge III; Grad-/Maßwert III; Feuchtzubereitung; Pulver, trocken gebunden, Form II; kalt am Anfang des Grades; Grad-/Maßwert III; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; [otydy:?]; [sain:?]	False
f111r	f111r.44	sheo	pchedar oteeol lkeedain okeam sheo teolkedain shal keey lteeal cheal oty	[pchedar:?] | [oteeol:?] | [lkeedain:?] | [okeam:?] | [sheo:?] | [teolkedain:?] | [shal:?] | heiß am Ende des Grades | [lteeal:?] | [cheal:?] | kalter Ansatz am Anfang des Grades	[pchedar:?] | [oteeol:?] | [lkeedain:?] | [okeam:?] | Feuchtzubereitung | [teolkedain:?] | [shal:?] | heiß am Ende des Grades | [lteeal:?] | [cheal:?] | kalter Ansatz am Anfang des Grades	[pchedar:?]; [oteeol:?]; [lkeedain:?]; [okeam:?]; Feuchtzubereitung; [teolkedain:?]; [shal:?]; heiß am Ende des Grades; [lteeal:?]; [cheal:?]; kalter Ansatz am Anfang des Grades	False
f111v	f111v.21	sheo	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	Samenfraktion II | [air:?] | Menge-/Klassenwert II | [qol:?] | Wurzelfraktion I | Menge-/Klassenwert II | trocken am Ende des Grades | [lkeey:?] | [lkain:?] | [cheokain:?] | [sheo:?] | [qo:?] | heiß, Grad II | trockene Fraktion I | [alam:?]	Samenfraktion II | [air:?] | Menge-/Klassenwert II | [qol:?] | Wurzelfraktion I | Menge-/Klassenwert II | trocken am Ende des Grades | [lkeey:?] | [lkain:?] | [cheokain:?] | Feuchtzubereitung | [qo:?] | heiß, Grad II | trockene Fraktion I | [alam:?]	Samenfraktion II; [air:?]; Menge-/Klassenwert II; [qol:?]; Wurzelfraktion I; Menge-/Klassenwert II; trocken am Ende des Grades; [lkeey:?]; [lkain:?]; [cheokain:?]; Feuchtzubereitung; [qo:?]; heiß, Grad II; trockene Fraktion I; [alam:?]	False
f111v	f111v.23	sheckhy	qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol daiin lam	heiß, Grad III | [sheckhy:?] | heiße Portion | [chalkain:?] | trockene Arzneimischung in der Gradmitte, abgeschlossen | [lcheol:?] | heiß, Grad III, im Ansatzrahmen | heiß, Grad II | trockener Drogenstoff | Qualitätsgrad III | Drogenholz: Maß-/Einheitsform I	heiß, Grad III | feuchte Arzneimischung, Anfangsgrad, gebunden | heiße Portion | [chalkain:?] | trockene Arzneimischung in der Gradmitte, abgeschlossen | [lcheol:?] | heiß, Grad III, im Ansatzrahmen | heiß, Grad II | trockener Drogenstoff | Qualitätsgrad III | Drogenholz: Maß-/Einheitsform I	heiß, Grad III; feuchte Arzneimischung, Anfangsgrad, gebunden; heiße Portion; [chalkain:?]; trockene Arzneimischung in der Gradmitte, abgeschlossen; [lcheol:?]; heiß, Grad III, im Ansatzrahmen; heiß, Grad II; trockener Drogenstoff; Qualitätsgrad III; Drogenholz: Maß-/Einheitsform I	False
f111v	f111v.40	sheckhedy	ykeeey lkain chckhy chokain chckhal sheckhedy qokeey qokeedy lchsl	[ykeeey:?] | [lkain:?] | trockene Arzneimischung am Gradanfang | [chokain:?] | [chckhal:?] | [sheckhedy:?] | heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | [lchsl:?]	[ykeeey:?] | [lkain:?] | trockene Arzneimischung am Gradanfang | [chokain:?] | [chckhal:?] | feuchte Arzneimischung, Mittelgrad, gebunden und abgeschlossen | heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | [lchsl:?]	[ykeeey:?]; [lkain:?]; trockene Arzneimischung am Gradanfang; [chokain:?]; [chckhal:?]; feuchte Arzneimischung, Mittelgrad, gebunden und abgeschlossen; heiß am Ende des Grades; heiß am Ende des Grades, abgeschlossen; [lchsl:?]	False
f112v	f112v.23	ycheol	ycheol keeor olkeeey chedain ol cheedaiin sheedy qokeedy qotain	[ycheol:?] | [keeor:?] | [olkeeey:?] | [chedain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheedaiin:?] | feucht am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II	trockener Drogenstoff dieser Droge | [keeor:?] | [olkeeey:?] | [chedain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheedaiin:?] | feucht am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II	trockener Drogenstoff dieser Droge; [keeor:?]; [olkeeey:?]; [chedain:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [cheedaiin:?]; feucht am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; kalt im qo-Rahmen, Grad II	False
f113r	f113r.11	sheo	daiin cholchey okecheey chokeo l sheo qoaiin shoo keeeol keody chor chor kal laram	Grad-/Maßwert III | [cholchey:?] | [okecheey:?] | [chokeo:?] | [l:?] | [sheo:?] | [qoaiin:?] | [shoo:?] | [keeeol:?] | [keody:?] | Pflanzen-/Reproduktionsteil | Pflanzen-/Reproduktionsteil | [kal:?] | [laram:?]	Grad-/Maßwert III | [cholchey:?] | [okecheey:?] | [chokeo:?] | [l:?] | Feuchtzubereitung | [qoaiin:?] | [shoo:?] | [keeeol:?] | [keody:?] | Pflanzen-/Reproduktionsteil | Pflanzen-/Reproduktionsteil | [kal:?] | [laram:?]	Grad-/Maßwert III; [cholchey:?]; [okecheey:?]; [chokeo:?]; [l:?]; Feuchtzubereitung; [qoaiin:?]; [shoo:?]; [keeeol:?]; [keody:?]; Pflanzen-/Reproduktionsteil; Pflanzen-/Reproduktionsteil; [kal:?]; [laram:?]	False
f113v	f113v.32	sheo	sheo l keey qokain char ar olar aiiin okar	[sheo:?] | [l:?] | heiß am Ende des Grades | heiß, Grad II | [char:?] | [ar:?] | [olar:?] | Menge-/Klassenwert IV | [okar:?]	Feuchtzubereitung | [l:?] | heiß am Ende des Grades | heiß, Grad II | [char:?] | [ar:?] | [olar:?] | Menge-/Klassenwert IV | [okar:?]	Feuchtzubereitung; [l:?]; heiß am Ende des Grades; heiß, Grad II; [char:?]; [ar:?]; [olar:?]; Menge-/Klassenwert IV; [okar:?]	False
f113v	f113v.8	sheckhy	ycheody qokeeor choltar olkam chokam odal sheckhy qokchedy otor otar toky	[ycheody:?] | [qokeeor:?] | [choltar:?] | heißes Material [terminal-M] | [chokam:?] | [odal:?] | [sheckhy:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [otor:?] | [otar:?] | [toky:?]	[ycheody:?] | [qokeeor:?] | [choltar:?] | heißes Material [terminal-M] | [chokam:?] | [odal:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | heiß und trocken in der Mitte des Grades, abgeschlossen | [otor:?] | [otar:?] | [toky:?]	[ycheody:?]; [qokeeor:?]; [choltar:?]; heißes Material [terminal-M]; [chokam:?]; [odal:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; heiß und trocken in der Mitte des Grades, abgeschlossen; [otor:?]; [otar:?]; [toky:?]	False
