audit_id	round	surface	tier	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	before_gloss_de	after_gloss_de	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	hard_collision	verdict
G650-A03-004	3	sheo	STRONG_COMPOSITIONAL_SHELL	f106r	f106r.13	S	B	3	5	MEDIAL	qokeeor	aiin	pcheol sheokaiin otey qokeeor sheo aiin otchey pcheo ror aiin daiinopal	pcheol sheokaiin otey qokeeor sheo aiin otchey pcheo ror aiin daiin opal	pcheol sheokaiin otey qokeeor sheoaiin otchey pcheo ror aiin daiinopal	READER_VARIANT	0	0	[sheo:?]	Feuchtzubereitung	6	5	[pcheol:?] | [sheokaiin:?] | kalter Ansatz in der Mitte des Grades | [qokeeor:?] | [sheo:?] | Menge III | kalt-trockener Ansatz in der Mitte des Grades | trockene Pulverzubereitung/Trockenansatz | Wurzelportion | Menge III | [daiinopal:?]	[pcheol:?] | [sheokaiin:?] | kalter Ansatz in der Mitte des Grades | [qokeeor:?] | Feuchtzubereitung | Menge III | kalt-trockener Ansatz in der Mitte des Grades | trockene Pulverzubereitung/Trockenansatz | Wurzelportion | Menge III | [daiinopal:?]	0	READER_VARIANT_WARNING
G650-A03-005	3	sheo	STRONG_COMPOSITIONAL_SHELL	f106r	f106r.30	S	B	3	5	MEDIAL	ror	l	ycheeo lkaiin cho ror sheo l kain shor sar aiiry sheo al kairam	ycheeo lkaiin cho ror sheol kain shor sar aiiry sheo al kairam	ycheeo lkaiin cho r r eolkain shor sar aiiry sheoal kairam	READER_VARIANT	0	0	[sheo:?]	Feuchtzubereitung	4	2	[ycheeo:?] | [lkaiin:?] | [cho:?] | Wurzelportion | [sheo:?] | [l:?] | heiß, Grad II | Blüten-/Fruchtstand; reproduktiver Teil | Samenfraktion I | [aiiry:?] | [sheo:?] | [al:?] | [kairam:?]	[ycheeo:?] | [lkaiin:?] | [cho:?] | Wurzelportion | Feuchtzubereitung | [l:?] | heiß, Grad II | Blüten-/Fruchtstand; reproduktiver Teil | Samenfraktion I | [aiiry:?] | Feuchtzubereitung | [al:?] | [kairam:?]	0	READER_VARIANT_WARNING
G650-A03-006	3	sheo	STRONG_COMPOSITIONAL_SHELL	f106r	f106r.30	S	B	3	11	MEDIAL	aiiry	al	ycheeo lkaiin cho ror sheo l kain shor sar aiiry sheo al kairam	ycheeo lkaiin cho ror sheol kain shor sar aiiry sheo al kairam	ycheeo lkaiin cho r r eolkain shor sar aiiry sheoal kairam	READER_VARIANT	0	0	[sheo:?]	Feuchtzubereitung	4	2	[ycheeo:?] | [lkaiin:?] | [cho:?] | Wurzelportion | [sheo:?] | [l:?] | heiß, Grad II | Blüten-/Fruchtstand; reproduktiver Teil | Samenfraktion I | [aiiry:?] | [sheo:?] | [al:?] | [kairam:?]	[ycheeo:?] | [lkaiin:?] | [cho:?] | Wurzelportion | Feuchtzubereitung | [l:?] | heiß, Grad II | Blüten-/Fruchtstand; reproduktiver Teil | Samenfraktion I | [aiiry:?] | Feuchtzubereitung | [al:?] | [kairam:?]	0	READER_VARIANT_WARNING
G650-A03-007	3	sheo	STRONG_COMPOSITIONAL_SHELL	f106v	f106v.2	S	B	3	11	MEDIAL	shed	keorain	daiin al sheeodar y chtain char otar qokar otar shed sheo keorain amchy	daiin al sheeodar ychtain chor otar qokar okar shed sheo keor ain amchy	daiin al sheeo ar y chtain char otar qokar okar shed sheo keorain amchy	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	3	2	Grad-/Maßwert III | [al:?] | [sheeodar:?] | [y:?] | kalt-trocken, Grad II | [char:?] | [otar:?] | heiße Portion | [otar:?] | [shed:?] | [sheo:?] | [keorain:?] | [amchy:?]	Grad-/Maßwert III | [al:?] | [sheeodar:?] | [y:?] | kalt-trocken, Grad II | [char:?] | [otar:?] | heiße Portion | [otar:?] | [shed:?] | Feuchtzubereitung | [keorain:?] | [amchy:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-008	3	sheo	STRONG_COMPOSITIONAL_SHELL	f108v	f108v.20	S	B	3	2	MEDIAL	polkeedal	kchey	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey r aiin ol	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey raiin ol	polkeedal sheo kchey lote aiin otedy opchedaiin otshedy qotey r aiin ol	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	6	4	[polkeedal:?] | [sheo:?] | heiß und trocken in der Mitte des Grades | [lotedaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [opchedaiin:?] | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades | [r:?] | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	[polkeedal:?] | Feuchtzubereitung | heiß und trocken in der Mitte des Grades | [lotedaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [opchedaiin:?] | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades | [r:?] | Menge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-009	3	sheo	STRONG_COMPOSITIONAL_SHELL	f10v	f10v.1	H	A	1	3	MEDIAL	daiin	pcheey	paiin daiin sheo pcheey qoty daiin cthor otydy sain	paiin daiin sheo pcheey qoty daiin cthor otydy sain	paiin daiin sheo pcheey qoty daiin cthor otydy sain	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	6	6	Pulver, Typ/Charge III | Grad-/Maßwert III | [sheo:?] | Pulver, trocken gebunden, Form II | kalt am Anfang des Grades | Grad-/Maßwert III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [otydy:?] | [sain:?]	Pulver, Typ/Charge III | Grad-/Maßwert III | Feuchtzubereitung | Pulver, trocken gebunden, Form II | kalt am Anfang des Grades | Grad-/Maßwert III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [otydy:?] | [sain:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-010	3	sheo	STRONG_COMPOSITIONAL_SHELL	f111r	f111r.44	S	B	3	5	MEDIAL	okeam	teolkedain	pchedar oteeol lkeedain okeam sheo teolkedain shal keey lteeal cheal oty	pchedar oteeol lkeedain okeam sheo teolkedain shal keey lteeal cheal oty	pche ar oteeol lkee ain okeam sheo teolke ain shal teey lteeal cheal oty	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	2	1	[pchedar:?] | [oteeol:?] | [lkeedain:?] | [okeam:?] | [sheo:?] | [teolkedain:?] | [shal:?] | heiß am Ende des Grades | [lteeal:?] | [cheal:?] | kalter Ansatz am Anfang des Grades	[pchedar:?] | [oteeol:?] | [lkeedain:?] | [okeam:?] | Feuchtzubereitung | [teolkedain:?] | [shal:?] | heiß am Ende des Grades | [lteeal:?] | [cheal:?] | kalter Ansatz am Anfang des Grades	0	SHORT_OR_OPAQUE_CONTEXT
G650-A03-011	3	sheo	STRONG_COMPOSITIONAL_SHELL	f111v	f111v.21	S	B	3	11	MEDIAL	cheokain	qo	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	7	7	Samenfraktion II | [air:?] | Menge-/Klassenwert II | [qol:?] | Wurzelfraktion I | Menge-/Klassenwert II | trocken am Ende des Grades | [lkeey:?] | [lkain:?] | [cheokain:?] | [sheo:?] | [qo:?] | heiß, Grad II | trockene Fraktion I | [alam:?]	Samenfraktion II | [air:?] | Menge-/Klassenwert II | [qol:?] | Wurzelfraktion I | Menge-/Klassenwert II | trocken am Ende des Grades | [lkeey:?] | [lkain:?] | [cheokain:?] | Feuchtzubereitung | [qo:?] | heiß, Grad II | trockene Fraktion I | [alam:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-012	3	sheo	STRONG_COMPOSITIONAL_SHELL	f113r	f113r.11	S	B	3	6	MEDIAL	l	qoaiin	daiin cholchey okecheey chokeo l sheo qoaiin shoo keeeol keody chor chor kal laram	daiin cholchey okecheey chokeol sheo qoaiin shoo keeeol keody chor chor kal liiram	daiin cholchey okecheey chokeolsheo qoaiin shoo keeeol keod chor chor kal laram	READER_VARIANT	0	0	[sheo:?]	Feuchtzubereitung	3	3	Grad-/Maßwert III | [cholchey:?] | [okecheey:?] | [chokeo:?] | [l:?] | [sheo:?] | [qoaiin:?] | [shoo:?] | [keeeol:?] | [keody:?] | Pflanzen-/Reproduktionsteil | Pflanzen-/Reproduktionsteil | [kal:?] | [laram:?]	Grad-/Maßwert III | [cholchey:?] | [okecheey:?] | [chokeo:?] | [l:?] | Feuchtzubereitung | [qoaiin:?] | [shoo:?] | [keeeol:?] | [keody:?] | Pflanzen-/Reproduktionsteil | Pflanzen-/Reproduktionsteil | [kal:?] | [laram:?]	0	READER_VARIANT_WARNING
G650-A03-013	3	sheo	STRONG_COMPOSITIONAL_SHELL	f113v	f113v.32	S	B	3	1	INITIAL	<BOS>	l	sheo l keey qokain char ar olar aiiin okar	sheol keey qokain char ar olar aiiin okar	sheol keey qokain char ar olar aiiin okar	READER_VARIANT	0	0	[sheo:?]	Feuchtzubereitung	3	3	[sheo:?] | [l:?] | heiß am Ende des Grades | heiß, Grad II | [char:?] | [ar:?] | [olar:?] | Menge-/Klassenwert IV | [okar:?]	Feuchtzubereitung | [l:?] | heiß am Ende des Grades | heiß, Grad II | [char:?] | [ar:?] | [olar:?] | Menge-/Klassenwert IV | [okar:?]	0	READER_VARIANT_WARNING
G650-A03-014	3	sheo	STRONG_COMPOSITIONAL_SHELL	f114r	f114r.35	S	B	3	4	MEDIAL	oy	qokey	pcheos air oy sheo qokey sheekas oar ytched lked o kchdar otal kar	pcheos air oy sheo qokchey sheekas oar ytched lked okchdar otal kar	pcheos air oy sheo qokchey sheekas oar ytched lked y tchdar otal kar	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	2	1	[pcheos:?] | [air:?] | [oy:?] | [sheo:?] | heiß in der Mitte des Grades | [sheekas:?] | [oar:?] | [ytched:?] | [lked:?] | [o:?] | [kchdar:?] | Ansatz aus kaltem Rohstoff, Form I | [kar:?]	[pcheos:?] | [air:?] | [oy:?] | Feuchtzubereitung | heiß in der Mitte des Grades | [sheekas:?] | [oar:?] | [ytched:?] | [lked:?] | [o:?] | [kchdar:?] | Ansatz aus kaltem Rohstoff, Form I | [kar:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A03-015	3	sheo	STRONG_COMPOSITIONAL_SHELL	f115r	f115r.30	S	B	@	2	MEDIAL	dsheodar	qokecheos	dsheodar sheo qokecheos cheos r char qokchar qolcheey lkedy qotal	dsheodar sheo qokecheos cheos rchar qokchar qol cheey lkedy qotal	dsheodar sheo qokecheos cheos r char qokchar qol cheey lkedy qotal	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	0	0	[dsheodar:?] | [sheo:?] | [qokecheos:?] | [cheos:?] | [r:?] | [char:?] | [qokchar:?] | [qolcheey:?] | [lkedy:?] | [qotal:?]	[dsheodar:?] | Feuchtzubereitung | [qokecheos:?] | [cheos:?] | [r:?] | [char:?] | [qokchar:?] | [qolcheey:?] | [lkedy:?] | [qotal:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A03-016	3	sheo	STRONG_COMPOSITIONAL_SHELL	f115v	f115v.16	S	B	3	7	MEDIAL	y	lkechdy	dain ar oteey qoteol kar y sheo lkechdy qokar qokey lko rokeedy ld	dain aroteey qoteol kar y sheo lkechdy qokar qokey lko rokeedy ld	dain aroteey qoteo l kar y sheo lkechdy qokar qokey lko rokee y ld	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	4	3	Grad-/Maßwert II | [ar:?] | kalter Ansatz am Ende des Grades | [qoteol:?] | [kar:?] | [y:?] | [sheo:?] | [lkechdy:?] | heiße Portion | heiß in der Mitte des Grades | [lko:?] | [rokeedy:?] | [ld:?]	Grad-/Maßwert II | [ar:?] | kalter Ansatz am Ende des Grades | [qoteol:?] | [kar:?] | [y:?] | Feuchtzubereitung | [lkechdy:?] | heiße Portion | heiß in der Mitte des Grades | [lko:?] | [rokeedy:?] | [ld:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-017	3	sheo	STRONG_COMPOSITIONAL_SHELL	f115v	f115v.41	S	B	3	2	MEDIAL	dcheodl	kolchey	dcheodl sheo kolchey fchedol shedy qotoee tchy choy qopchyr	dcheodl sheo kolchey fchedol shedy qotoeetchy choiphy qopchyr	dcheodl sheo kolchey fchedol shedy qotoee tchy chocphy qopchyr	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	2	1	[dcheodl:?] | [sheo:?] | [kolchey:?] | [fchedol:?] | feucht in der Mitte des Grades, abgeschlossen | [qotoee:?] | kalt und trocken am Anfang des Grades | [choy:?] | [qopchyr:?]	[dcheodl:?] | Feuchtzubereitung | [kolchey:?] | [fchedol:?] | feucht in der Mitte des Grades, abgeschlossen | [qotoee:?] | kalt und trocken am Anfang des Grades | [choy:?] | [qopchyr:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A03-018	3	sheo	STRONG_COMPOSITIONAL_SHELL	f26r	f26r.7	H	B	2	4	MEDIAL	dar	ypchseds	pcho qokedy dar sheo ypchseds s aiin sha p chedyfchy dalchedy sar	pcho qokedy dar sheo ypchseds s aiin shapchedyfeey dalchedy sas	pcho qokedy dar sheo ypchseds s aiin shapchedyfchy dalchedy sar	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	4	3	[pcho:?] | heiß in der Mitte des Grades, abgeschlossen | abgemessene Fraktion I | [sheo:?] | [ypchseds:?] | [s:?] | Menge III | [sha:?] | [p:?] | [chedyfchy:?] | [dalchedy:?] | Samenfraktion I	[pcho:?] | heiß in der Mitte des Grades, abgeschlossen | abgemessene Fraktion I | Feuchtzubereitung | [ypchseds:?] | [s:?] | Menge III | [sha:?] | [p:?] | [chedyfchy:?] | [dalchedy:?] | Samenfraktion I	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-019	3	sheo	STRONG_COMPOSITIONAL_SHELL	f42v	f42v.7	H	A	1	2	MEDIAL	chok	key	chok sheo key keeeyd chekeesshy	chok sheokey keeey d chekeesshy	chok sheo key keeeyd chekeesshy	READER_VARIANT	0	0	[sheo:?]	Feuchtzubereitung	1	0	[chok:?] | [sheo:?] | heiß in der Mitte des Grades | [keeeyd:?] | [chekeesshy:?]	[chok:?] | Feuchtzubereitung | heiß in der Mitte des Grades | [keeeyd:?] | [chekeesshy:?]	0	READER_VARIANT_WARNING
