statement_id	record_unit_id	page	dossier_id	master_command_de	macro_sequence	scribe_id	tuple_sequence	semantic_readback_de	original_surface_sequence	counterfactual_surface_sequence	line_broken_copy	changed_token_count	tuple_sequence_changed	starts_after_committed_cell	meaning_changed	copy_status
H2-S001	H2	f10r	D1_ROOT_BATH_RIGHT_WHEEL	Nimm den bereiten Auszugsansatz, bringe den Ansatz auf Fertigmass, fuehre den bereiten Posten weiter und stelle sein Sollmass ein.	M03>M08>M03>M04>M08>M02>M04>M02	S4_MIXED_COMPACT	7249edc4df3419c26999 e0b630cb1b5df5e7105b 7a4bb8136330ee4e6e56 f3c23f42baf625639e1e af816c04e65874a0f2fa b921a237be883a820352 b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352	Auszugsansatz -> bereit -> Ansatz -> Fertigmaß -> bereiten Posten weiterfuehren -> dieser Posten -> dieser Posten -> Sollmaß -> dieser Posten	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	ycheor cthy or cthaiin qoctholy y y aiin shy	ycheor cthy or cthaiin / qoctholy y y aiin / shy	4	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H2-S002	H2	f10r	D1_ROOT_BATH_RIGHT_WHEEL	Führe den bemessenen Pflanzenansatz als Folgeansatz samt seinem Fortsetzungsposten weiter und nimm daraus das Sollmaß	M03>M02>M03>M02>M04>M05	S1_BARE_MASTER	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	qotchor chor otol chol cholor chol daiin dar	otchor chor otol cheol cholor cheol aiin char	otchor chor otol cheol cholor cheol aiin char	5	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H2-S002	H2	f10r	D1_ROOT_BATH_RIGHT_WHEEL	Führe den bemessenen Pflanzenansatz als Folgeansatz samt seinem Fortsetzungsposten weiter und nimm daraus das Sollmaß	M03>M02>M03>M02>M04>M05	S2_Q_CELL_SCRIBE	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	qotchor chor otol chol cholor chol daiin dar	otchor chor otol cheol cholor cheol aiin char	otchor chor otol cheol cholor cheol aiin char	5	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H2-S002	H2	f10r	D1_ROOT_BATH_RIGHT_WHEEL	Führe den bemessenen Pflanzenansatz als Folgeansatz samt seinem Fortsetzungsposten weiter und nimm daraus das Sollmaß	M03>M02>M03>M02>M04>M05	S3_S_LINE_SCRIBE	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	qotchor chor otol chol cholor chol daiin dar	otchor chor otol sol cholor cheol saiin char	otchor chor otol / sol cholor cheol / saiin char	5	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H2-S002	H2	f10r	D1_ROOT_BATH_RIGHT_WHEEL	Führe den bemessenen Pflanzenansatz als Folgeansatz samt seinem Fortsetzungsposten weiter und nimm daraus das Sollmaß	M03>M02>M03>M02>M04>M05	S4_MIXED_COMPACT	10488b911aae52b3b334 7a4bb8136330ee4e6e56 497cbd9c7401810ff56b dcda95c81a5460feb191 dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 4d4559019a961b834aa1	Folgeansatz -> Ansatz -> danach fortsetzen -> fortsetzen -> Fortsetzungsansatz -> fortsetzen -> Sollmaß -> daraus	qotchor chor otol chol cholor chol daiin dar	otchor or otol ol olor ol aiin dar	otchor or otol ol / olor ol aiin dar	6	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H2-S003	H2	f10r	D1_ROOT_BATH_RIGHT_WHEEL	Gib den weitergefuehrten Folgeansatz in das Gefaess, bearbeite diesen Posten bis zur Weichstufe und stelle das Zutatenmass ein.	M05>M03>M02>M04>M02>M04	S1_BARE_MASTER	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	oykchor shor chor chy kaiiin dy chodaiin	oykchor chor chor chey kaiiin chey chodaiin	oykchor chor chor chey kaiiin chey chodaiin	3	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H2-S003	H2	f10r	D1_ROOT_BATH_RIGHT_WHEEL	Gib den weitergefuehrten Folgeansatz in das Gefaess, bearbeite diesen Posten bis zur Weichstufe und stelle das Zutatenmass ein.	M05>M03>M02>M04>M02>M04	S2_Q_CELL_SCRIBE	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	oykchor shor chor chy kaiiin dy chodaiin	oykchor chor chor chey kaiiin chey chodaiin	oykchor chor chor chey kaiiin chey chodaiin	3	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H2-S003	H2	f10r	D1_ROOT_BATH_RIGHT_WHEEL	Gib den weitergefuehrten Folgeansatz in das Gefaess, bearbeite diesen Posten bis zur Weichstufe und stelle das Zutatenmass ein.	M05>M03>M02>M04>M02>M04	S3_S_LINE_SCRIBE	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	oykchor shor chor chy kaiiin dy chodaiin	oykchor chor chor shy kaiiin chey chodaiin	oykchor chor chor / shy kaiiin chey / chodaiin	3	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H2-S003	H2	f10r	D1_ROOT_BATH_RIGHT_WHEEL	Gib den weitergefuehrten Folgeansatz in das Gefaess, bearbeite diesen Posten bis zur Weichstufe und stelle das Zutatenmass ein.	M05>M03>M02>M04>M02>M04	S4_MIXED_COMPACT	27d97af8c96eb056c2e6 7a4bb8136330ee4e6e56 7a4bb8136330ee4e6e56 b921a237be883a820352 409de02322e7b2ca0c62 b921a237be883a820352 834825c61d048a6b5628	Gefaess -> Ansatz -> Ansatz -> dieser Posten -> Weichstufe -> dieser Posten -> Zutatenmaß	oykchor shor chor chy kaiiin dy chodaiin	oykchor or or y kaiiin y chodaiin	oykchor or or y / kaiiin y chodaiin	4	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S001	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Entnimm eine Zutat, gib sie dorthin, wringe aus, lass bis zum Standmass stehen, seih nach, nimm den Klarlauf und stelle ihn kalt.	M06>M01>M07>M04>M07>M08>M07>M09	S1_BARE_MASTER	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	1	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S001	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Entnimm eine Zutat, gib sie dorthin, wringe aus, lass bis zum Standmass stehen, seih nach, nimm den Klarlauf und stelle ihn kalt.	M06>M01>M07>M04>M07>M08>M07>M09	S2_Q_CELL_SCRIBE	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	1	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S001	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Entnimm eine Zutat, gib sie dorthin, wringe aus, lass bis zum Standmass stehen, seih nach, nimm den Klarlauf und stelle ihn kalt.	M06>M01>M07>M04>M07>M08>M07>M09	S3_S_LINE_SCRIBE	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy cheey tchody	tshol schoal cfhy / shfydaiin cphy cheey / tchody	1	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S001	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Entnimm eine Zutat, gib sie dorthin, wringe aus, lass bis zum Standmass stehen, seih nach, nimm den Klarlauf und stelle ihn kalt.	M06>M01>M07>M04>M07>M08>M07>M09	S4_MIXED_COMPACT	953ad19b79517fc8a211 428a5e3662aa57b4b256 bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 2e2027b1951d79911e24	Zutat entnehmen -> Zutat dorthin -> auswringen -> Standmaß -> nachseihen -> Klarlauf -> kalt stellen	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin cphy shey tchody	tshol schoal cfhy shfydaiin / cphy shey tchody	0	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S002	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Lege einen Zutatenteil zurueck.	M04	S1_BARE_MASTER	577c03a928d674d420d7	Zutatenteil	shoyty	shoyty	shoyty	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S002	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Lege einen Zutatenteil zurueck.	M04	S2_Q_CELL_SCRIBE	577c03a928d674d420d7	Zutatenteil	shoyty	shoyty	shoyty	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S002	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Lege einen Zutatenteil zurueck.	M04	S3_S_LINE_SCRIBE	577c03a928d674d420d7	Zutatenteil	shoyty	shoyty	shoyty	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S002	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Lege einen Zutatenteil zurueck.	M04	S4_MIXED_COMPACT	577c03a928d674d420d7	Zutatenteil	shoyty	shoyty	shoyty	0	NO	YES	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S003	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Nimm den Vorposten, bearbeite diesen Posten und stelle sein Sollmass ein.	M02>M07>M02>M04	S1_BARE_MASTER	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	dchol chy kchy dy daiin	dchol chey kchy chey aiin	dchol chey kchy chey aiin	3	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S003	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Nimm den Vorposten, bearbeite diesen Posten und stelle sein Sollmass ein.	M02>M07>M02>M04	S2_Q_CELL_SCRIBE	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	dchol chy kchy dy daiin	dchol chey kchy chey aiin	dchol chey kchy chey aiin	3	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S003	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Nimm den Vorposten, bearbeite diesen Posten und stelle sein Sollmass ein.	M02>M07>M02>M04	S3_S_LINE_SCRIBE	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	dchol chy kchy dy daiin	schol chey kchy shy aiin	schol chey kchy / shy aiin	4	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S003	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Nimm den Vorposten, bearbeite diesen Posten und stelle sein Sollmass ein.	M02>M07>M02>M04	S4_MIXED_COMPACT	d665560c8ff80799a82c b921a237be883a820352 b2812c8283c3a62438bd b921a237be883a820352 2f1c5e56e8f0ff459065	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	dchol chy kchy dy daiin	schol y kchy y saiin	schol y kchy y / saiin	4	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S004	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Nimm die restliche Blütenreserve als Folgeposten, setze die Fortsetzung an und halte sie bereit	M02>M07>M08>M02	S1_BARE_MASTER	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	qotchy okchol cthy dy	qotchy okchol checthy chey	qotchy okchol checthy chey	2	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S004	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Nimm die restliche Blütenreserve als Folgeposten, setze die Fortsetzung an und halte sie bereit	M02>M07>M08>M02	S2_Q_CELL_SCRIBE	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	qotchy okchol cthy dy	qotchy okchol checthy chey	qotchy okchol checthy chey	2	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S004	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Nimm die restliche Blütenreserve als Folgeposten, setze die Fortsetzung an und halte sie bereit	M02>M07>M08>M02	S3_S_LINE_SCRIBE	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	qotchy okchol cthy dy	qotchy okchol checthy shy	qotchy okchol checthy / shy	2	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H3-S004	H3	f11r	D2_CLEAR_EXTRACT_STAR_ATLAS	Nimm die restliche Blütenreserve als Folgeposten, setze die Fortsetzung an und halte sie bereit	M02>M07>M08>M02	S4_MIXED_COMPACT	a48efd6c4491a046ba78 322281bd391aa621f568 e0b630cb1b5df5e7105b b921a237be883a820352	Folgeposten -> Fortsetzung einsetzen -> bereit -> dieser Posten	qotchy okchol cthy dy	qotchy okchol cthy y	qotchy okchol cthy y	1	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
H4-S001	H4	f55v	D3_STORED_APPLICATION_THREE_WHEELS	Stelle das Sollmaß ein, nimm eine Postenportion und kühle diesen Anteil ab	M04>M07>M09	S1_BARE_MASTER	b5fcea1eaed06b2f2291 2f1c5e56e8f0ff459065 403c1592f918c8f23b88 d929a14ec45749b2e805 97cc9ac109148723c472	auf Sollmaß einstellen -> Sollmaß -> Postenportion -> dieser Anteil -> kühlen	qokaiin chaiin ykain ykan ody	okaiin aiin ykain ykan ody	okaiin aiin ykain ykan ody	2	NO	NO	NO	COUNTERFACTUAL_WORKSHOP_COPY__NOT_MANUSCRIPT_TRANSCRIPTION
