exercise_id	dossier_id	master_dictation_de	scribe_id	tuple_sequence	semantic_readback_de	base_generated_sequence	scribe_surface_sequence	line_broken_copy	changed_token_count	tuple_sequence_changed	meaning_changed	all_surfaces_registered	copy_status
X04	D1_ROOT_BATH_RIGHT_WHEEL	Beckenwasser durchleiten und abführen	S1_BARE_MASTER	22fb87a5a83e5c3fb510 2cc8bb3c2af19607888f de7321bface5628e35d6	Beckenwasser -> durchleiten -> abführen; Schluss	kair chckhy lchedy	kair chckhy lchedy	kair chckhy lchedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X04	D1_ROOT_BATH_RIGHT_WHEEL	Beckenwasser durchleiten und abführen	S2_Q_CELL_SCRIBE	22fb87a5a83e5c3fb510 2cc8bb3c2af19607888f de7321bface5628e35d6	Beckenwasser -> durchleiten -> abführen; Schluss	kair chckhy lchedy	kair chckhy lchedy	kair chckhy lchedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X04	D1_ROOT_BATH_RIGHT_WHEEL	Beckenwasser durchleiten und abführen	S3_S_LINE_SCRIBE	22fb87a5a83e5c3fb510 2cc8bb3c2af19607888f de7321bface5628e35d6	Beckenwasser -> durchleiten -> abführen; Schluss	kair chckhy lchedy	kair chckhy lchedy	kair chckhy lchedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X04	D1_ROOT_BATH_RIGHT_WHEEL	Beckenwasser durchleiten und abführen	S4_MIXED_COMPACT	22fb87a5a83e5c3fb510 2cc8bb3c2af19607888f de7321bface5628e35d6	Beckenwasser -> durchleiten -> abführen; Schluss	kair chckhy lchedy	kair chckhy lchedy	kair chckhy lchedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X05	D2_CLEAR_EXTRACT_STAR_ATLAS	Auswringen, bis zum Standmaß stehen lassen, nachseihen und Klarlauf kühlen	S1_BARE_MASTER	bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 97cc9ac109148723c472	auswringen -> Standmaß -> nachseihen -> Klarlauf -> kühlen	cfhy shfydaiin cphy cheey ody	cfhy shfydaiin cphy cheey ody	cfhy shfydaiin cphy cheey ody	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X05	D2_CLEAR_EXTRACT_STAR_ATLAS	Auswringen, bis zum Standmaß stehen lassen, nachseihen und Klarlauf kühlen	S2_Q_CELL_SCRIBE	bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 97cc9ac109148723c472	auswringen -> Standmaß -> nachseihen -> Klarlauf -> kühlen	cfhy shfydaiin cphy cheey ody	cfhy shfydaiin cphy cheey ody	cfhy shfydaiin cphy cheey ody	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X05	D2_CLEAR_EXTRACT_STAR_ATLAS	Auswringen, bis zum Standmaß stehen lassen, nachseihen und Klarlauf kühlen	S3_S_LINE_SCRIBE	bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 97cc9ac109148723c472	auswringen -> Standmaß -> nachseihen -> Klarlauf -> kühlen	cfhy shfydaiin cphy cheey ody	cfhy shfydaiin cphy shey ody	cfhy shfydaiin cphy / shey ody	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X05	D2_CLEAR_EXTRACT_STAR_ATLAS	Auswringen, bis zum Standmaß stehen lassen, nachseihen und Klarlauf kühlen	S4_MIXED_COMPACT	bdad9f9ea8b80f141496 a8af08e69edab8e54f15 deb377381ceaf55ea310 b5df9126607030b95175 97cc9ac109148723c472	auswringen -> Standmaß -> nachseihen -> Klarlauf -> kühlen	cfhy shfydaiin cphy cheey ody	cfhy shfydaiin cphy shey ody	cfhy shfydaiin cphy shey / ody	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X06	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarlauf durch die Stelle führen und schließen	S1_BARE_MASTER	b5df9126607030b95175 21ed2873b71e57269c08 259b2b3b0bf859882e2c	Klarlauf -> zur Zielstelle durchleiten -> umsetzen; Schluss	cheey chckhal dchedy	cheey chckhal dchedy	cheey chckhal dchedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X06	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarlauf durch die Stelle führen und schließen	S2_Q_CELL_SCRIBE	b5df9126607030b95175 21ed2873b71e57269c08 259b2b3b0bf859882e2c	Klarlauf -> zur Zielstelle durchleiten -> umsetzen; Schluss	cheey chckhal dchedy	cheey chckhal dchedy	cheey chckhal dchedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X06	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarlauf durch die Stelle führen und schließen	S3_S_LINE_SCRIBE	b5df9126607030b95175 21ed2873b71e57269c08 259b2b3b0bf859882e2c	Klarlauf -> zur Zielstelle durchleiten -> umsetzen; Schluss	cheey chckhal dchedy	shey chckhal dchedy	shey chckhal dchedy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X06	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarlauf durch die Stelle führen und schließen	S4_MIXED_COMPACT	b5df9126607030b95175 21ed2873b71e57269c08 259b2b3b0bf859882e2c	Klarlauf -> zur Zielstelle durchleiten -> umsetzen; Schluss	cheey chckhal dchedy	shey chckhal dchedy	shey chckhal dchedy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X07	D2_CLEAR_EXTRACT_STAR_ATLAS	Vom Auszugsansatz eine Portion entnehmen und länger ansetzen	S1_BARE_MASTER	7249edc4df3419c26999 807591efc3d3f7ddbfab 1645e612504fcef59ced 7d25241b0e56c836372a	Auszugsansatz -> Auszug entnehmen -> eine Portion zugeben -> länger ansetzen; Schluss	ycheor cheoar qokain qokeedy	ycheor cheoar okain qokeedy	ycheor cheoar okain qokeedy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X07	D2_CLEAR_EXTRACT_STAR_ATLAS	Vom Auszugsansatz eine Portion entnehmen und länger ansetzen	S2_Q_CELL_SCRIBE	7249edc4df3419c26999 807591efc3d3f7ddbfab 1645e612504fcef59ced 7d25241b0e56c836372a	Auszugsansatz -> Auszug entnehmen -> eine Portion zugeben -> länger ansetzen; Schluss	ycheor cheoar qokain qokeedy	ycheor cheoar okain qokeedy	ycheor cheoar okain qokeedy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X07	D2_CLEAR_EXTRACT_STAR_ATLAS	Vom Auszugsansatz eine Portion entnehmen und länger ansetzen	S3_S_LINE_SCRIBE	7249edc4df3419c26999 807591efc3d3f7ddbfab 1645e612504fcef59ced 7d25241b0e56c836372a	Auszugsansatz -> Auszug entnehmen -> eine Portion zugeben -> länger ansetzen; Schluss	ycheor cheoar qokain qokeedy	ycheor cheoar okain qokeedy	ycheor cheoar okain / qokeedy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X07	D2_CLEAR_EXTRACT_STAR_ATLAS	Vom Auszugsansatz eine Portion entnehmen und länger ansetzen	S4_MIXED_COMPACT	7249edc4df3419c26999 807591efc3d3f7ddbfab 1645e612504fcef59ced 7d25241b0e56c836372a	Auszugsansatz -> Auszug entnehmen -> eine Portion zugeben -> länger ansetzen; Schluss	ycheor cheoar qokain qokeedy	ycheor cheoar okain qokeedy	ycheor cheoar okain qokeedy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X08	D2_CLEAR_EXTRACT_STAR_ATLAS	Bereiten Posten fortsetzen und auf Sollmaß bringen	S1_BARE_MASTER	e0b630cb1b5df5e7105b dcda95c81a5460feb191 b5fcea1eaed06b2f2291	bereit -> fortsetzen -> auf Sollmaß einstellen	cthy ol qokaiin	checthy cheol okaiin	checthy cheol okaiin	3	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X08	D2_CLEAR_EXTRACT_STAR_ATLAS	Bereiten Posten fortsetzen und auf Sollmaß bringen	S2_Q_CELL_SCRIBE	e0b630cb1b5df5e7105b dcda95c81a5460feb191 b5fcea1eaed06b2f2291	bereit -> fortsetzen -> auf Sollmaß einstellen	cthy ol qokaiin	checthy cheol okaiin	checthy cheol okaiin	3	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X08	D2_CLEAR_EXTRACT_STAR_ATLAS	Bereiten Posten fortsetzen und auf Sollmaß bringen	S3_S_LINE_SCRIBE	e0b630cb1b5df5e7105b dcda95c81a5460feb191 b5fcea1eaed06b2f2291	bereit -> fortsetzen -> auf Sollmaß einstellen	cthy ol qokaiin	shcthy cheol okaiin	shcthy cheol okaiin	3	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X08	D2_CLEAR_EXTRACT_STAR_ATLAS	Bereiten Posten fortsetzen und auf Sollmaß bringen	S4_MIXED_COMPACT	e0b630cb1b5df5e7105b dcda95c81a5460feb191 b5fcea1eaed06b2f2291	bereit -> fortsetzen -> auf Sollmaß einstellen	cthy ol qokaiin	shcthy ol okaiin	shcthy ol okaiin	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X09	D3_STORED_APPLICATION_THREE_WHEELS	Tuch an die Zielstelle bringen, länger halten und befestigen	S1_BARE_MASTER	53cd0637c6820ba5e91f dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 eb2e4bc143f623ee03ac	Tuch -> dorthin -> länger ansetzen -> befestigen	dain dal qokeey qokylddy	dain al okeey qokylddy	dain al okeey qokylddy	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X09	D3_STORED_APPLICATION_THREE_WHEELS	Tuch an die Zielstelle bringen, länger halten und befestigen	S2_Q_CELL_SCRIBE	53cd0637c6820ba5e91f dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 eb2e4bc143f623ee03ac	Tuch -> dorthin -> länger ansetzen -> befestigen	dain dal qokeey qokylddy	dain al okeey qokylddy	dain al okeey qokylddy	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X09	D3_STORED_APPLICATION_THREE_WHEELS	Tuch an die Zielstelle bringen, länger halten und befestigen	S3_S_LINE_SCRIBE	53cd0637c6820ba5e91f dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 eb2e4bc143f623ee03ac	Tuch -> dorthin -> länger ansetzen -> befestigen	dain dal qokeey qokylddy	dain al okeey qokylddy	dain al okeey / qokylddy	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X09	D3_STORED_APPLICATION_THREE_WHEELS	Tuch an die Zielstelle bringen, länger halten und befestigen	S4_MIXED_COMPACT	53cd0637c6820ba5e91f dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 eb2e4bc143f623ee03ac	Tuch -> dorthin -> länger ansetzen -> befestigen	dain dal qokeey qokylddy	dain al okeey qokylddy	dain al okeey qokylddy	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X10	D3_STORED_APPLICATION_THREE_WHEELS	Klarlauf abführen und danach nachwaschen	S1_BARE_MASTER	b5df9126607030b95175 de7321bface5628e35d6 b958a512ca6a3559e86e	Klarlauf -> abführen; Schluss -> nachwaschen	cheey lchedy lkedy	cheey lchedy lkedy	cheey lchedy lkedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X10	D3_STORED_APPLICATION_THREE_WHEELS	Klarlauf abführen und danach nachwaschen	S2_Q_CELL_SCRIBE	b5df9126607030b95175 de7321bface5628e35d6 b958a512ca6a3559e86e	Klarlauf -> abführen; Schluss -> nachwaschen	cheey lchedy lkedy	cheey lchedy lkedy	cheey lchedy lkedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X10	D3_STORED_APPLICATION_THREE_WHEELS	Klarlauf abführen und danach nachwaschen	S3_S_LINE_SCRIBE	b5df9126607030b95175 de7321bface5628e35d6 b958a512ca6a3559e86e	Klarlauf -> abführen; Schluss -> nachwaschen	cheey lchedy lkedy	shey lchedy lkedy	shey lchedy lkedy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X10	D3_STORED_APPLICATION_THREE_WHEELS	Klarlauf abführen und danach nachwaschen	S4_MIXED_COMPACT	b5df9126607030b95175 de7321bface5628e35d6 b958a512ca6a3559e86e	Klarlauf -> abführen; Schluss -> nachwaschen	cheey lchedy lkedy	shey lchedy lkedy	shey lchedy lkedy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X11	D3_STORED_APPLICATION_THREE_WHEELS	Vom vorigen Ansatz dort länger arbeiten	S1_BARE_MASTER	d665560c8ff80799a82c 4d4559019a961b834aa1 308e8ea2d5d190c498e8 7d25241b0e56c836372a	Voriges -> daraus -> dort ansetzen -> länger ansetzen; Schluss	dchol char qokal qokeedy	dchol char okal qokeedy	dchol char okal qokeedy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X11	D3_STORED_APPLICATION_THREE_WHEELS	Vom vorigen Ansatz dort länger arbeiten	S2_Q_CELL_SCRIBE	d665560c8ff80799a82c 4d4559019a961b834aa1 308e8ea2d5d190c498e8 7d25241b0e56c836372a	Voriges -> daraus -> dort ansetzen -> länger ansetzen; Schluss	dchol char qokal qokeedy	dchol char okal qokeedy	dchol char okal qokeedy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X11	D3_STORED_APPLICATION_THREE_WHEELS	Vom vorigen Ansatz dort länger arbeiten	S3_S_LINE_SCRIBE	d665560c8ff80799a82c 4d4559019a961b834aa1 308e8ea2d5d190c498e8 7d25241b0e56c836372a	Voriges -> daraus -> dort ansetzen -> länger ansetzen; Schluss	dchol char qokal qokeedy	schol char okal qokeedy	schol char okal / qokeedy	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X11	D3_STORED_APPLICATION_THREE_WHEELS	Vom vorigen Ansatz dort länger arbeiten	S4_MIXED_COMPACT	d665560c8ff80799a82c 4d4559019a961b834aa1 308e8ea2d5d190c498e8 7d25241b0e56c836372a	Voriges -> daraus -> dort ansetzen -> länger ansetzen; Schluss	dchol char qokal qokeedy	schol dar okal qokeedy	schol dar okal qokeedy	3	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X12	D3_STORED_APPLICATION_THREE_WHEELS	Ansatz am Ziel verwahren und den Folgeposten messen	S1_BARE_MASTER	7a4bb8136330ee4e6e56 e026af581c99322fbd46 faf321940aed922846a9 b5fcea1eaed06b2f2291	Ansatz -> am Ziel verwahren -> Folgeposten -> auf Sollmaß einstellen	chor talam otchey qokaiin	chor talam otchey okaiin	chor talam otchey okaiin	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X12	D3_STORED_APPLICATION_THREE_WHEELS	Ansatz am Ziel verwahren und den Folgeposten messen	S2_Q_CELL_SCRIBE	7a4bb8136330ee4e6e56 e026af581c99322fbd46 faf321940aed922846a9 b5fcea1eaed06b2f2291	Ansatz -> am Ziel verwahren -> Folgeposten -> auf Sollmaß einstellen	chor talam otchey qokaiin	chor talam otchey okaiin	chor talam otchey okaiin	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X12	D3_STORED_APPLICATION_THREE_WHEELS	Ansatz am Ziel verwahren und den Folgeposten messen	S3_S_LINE_SCRIBE	7a4bb8136330ee4e6e56 e026af581c99322fbd46 faf321940aed922846a9 b5fcea1eaed06b2f2291	Ansatz -> am Ziel verwahren -> Folgeposten -> auf Sollmaß einstellen	chor talam otchey qokaiin	shor talam otchey okaiin	shor talam otchey / okaiin	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X12	D3_STORED_APPLICATION_THREE_WHEELS	Ansatz am Ziel verwahren und den Folgeposten messen	S4_MIXED_COMPACT	7a4bb8136330ee4e6e56 e026af581c99322fbd46 faf321940aed922846a9 b5fcea1eaed06b2f2291	Ansatz -> am Ziel verwahren -> Folgeposten -> auf Sollmaß einstellen	chor talam otchey qokaiin	shor talam otchey okaiin	shor talam otchey okaiin	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X13	D4_FRESH_PLANT_LEFT_WHEEL	Zutat zum Ziel bringen, Portion zugeben und umsetzen	S1_BARE_MASTER	2cc054357a929df85f64 0ec6a45e2950e8e7061d 1645e612504fcef59ced 87411f84689b4f93a303	Zutat -> Zutat dorthin -> eine Portion zugeben -> umsetzen; Schluss	cho chodaly qokain qokchdy	cho chodaly okain qokchdy	cho chodaly okain qokchdy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X13	D4_FRESH_PLANT_LEFT_WHEEL	Zutat zum Ziel bringen, Portion zugeben und umsetzen	S2_Q_CELL_SCRIBE	2cc054357a929df85f64 0ec6a45e2950e8e7061d 1645e612504fcef59ced 87411f84689b4f93a303	Zutat -> Zutat dorthin -> eine Portion zugeben -> umsetzen; Schluss	cho chodaly qokain qokchdy	cho chodaly okain qokchdy	cho chodaly okain qokchdy	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X13	D4_FRESH_PLANT_LEFT_WHEEL	Zutat zum Ziel bringen, Portion zugeben und umsetzen	S3_S_LINE_SCRIBE	2cc054357a929df85f64 0ec6a45e2950e8e7061d 1645e612504fcef59ced 87411f84689b4f93a303	Zutat -> Zutat dorthin -> eine Portion zugeben -> umsetzen; Schluss	cho chodaly qokain qokchdy	sho chodaly okain qokchdy	sho chodaly okain / qokchdy	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X13	D4_FRESH_PLANT_LEFT_WHEEL	Zutat zum Ziel bringen, Portion zugeben und umsetzen	S4_MIXED_COMPACT	2cc054357a929df85f64 0ec6a45e2950e8e7061d 1645e612504fcef59ced 87411f84689b4f93a303	Zutat -> Zutat dorthin -> eine Portion zugeben -> umsetzen; Schluss	cho chodaly qokain qokchdy	sho chodaly okain qokchdy	sho chodaly okain qokchdy	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X14	D4_FRESH_PLANT_LEFT_WHEEL	Posten ansetzen, länger offen halten und kurz geschlossen beenden	S1_BARE_MASTER	276a7c2d74d1143446f4 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	Posten ansetzen -> länger ansetzen -> kurz ansetzen; Schluss	qoky qokeey qokedy	choky okeey qokedy	choky okeey qokedy	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X14	D4_FRESH_PLANT_LEFT_WHEEL	Posten ansetzen, länger offen halten und kurz geschlossen beenden	S2_Q_CELL_SCRIBE	276a7c2d74d1143446f4 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	Posten ansetzen -> länger ansetzen -> kurz ansetzen; Schluss	qoky qokeey qokedy	choky okeey qokedy	choky okeey qokedy	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X14	D4_FRESH_PLANT_LEFT_WHEEL	Posten ansetzen, länger offen halten und kurz geschlossen beenden	S3_S_LINE_SCRIBE	276a7c2d74d1143446f4 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	Posten ansetzen -> länger ansetzen -> kurz ansetzen; Schluss	qoky qokeey qokedy	choky okeey qokedy	choky okeey qokedy	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X14	D4_FRESH_PLANT_LEFT_WHEEL	Posten ansetzen, länger offen halten und kurz geschlossen beenden	S4_MIXED_COMPACT	276a7c2d74d1143446f4 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	Posten ansetzen -> länger ansetzen -> kurz ansetzen; Schluss	qoky qokeey qokedy	oky okeey qokedy	oky okeey qokedy	2	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X15	D4_FRESH_PLANT_LEFT_WHEEL	Kurz sammeln, dann länger sammeln und schließen	S1_BARE_MASTER	42cdc187d5b9ffc60063 3b70942557b3a40e8030	kurz sammeln -> länger sammeln; Schluss	solkey olkeedy	solkey olkeedy	solkey olkeedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X15	D4_FRESH_PLANT_LEFT_WHEEL	Kurz sammeln, dann länger sammeln und schließen	S2_Q_CELL_SCRIBE	42cdc187d5b9ffc60063 3b70942557b3a40e8030	kurz sammeln -> länger sammeln; Schluss	solkey olkeedy	solkey olkeedy	solkey olkeedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X15	D4_FRESH_PLANT_LEFT_WHEEL	Kurz sammeln, dann länger sammeln und schließen	S3_S_LINE_SCRIBE	42cdc187d5b9ffc60063 3b70942557b3a40e8030	kurz sammeln -> länger sammeln; Schluss	solkey olkeedy	solkey olkeedy	solkey olkeedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X15	D4_FRESH_PLANT_LEFT_WHEEL	Kurz sammeln, dann länger sammeln und schließen	S4_MIXED_COMPACT	42cdc187d5b9ffc60063 3b70942557b3a40e8030	kurz sammeln -> länger sammeln; Schluss	solkey olkeedy	solkey olkeedy	solkey olkeedy	0	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X16	D4_FRESH_PLANT_LEFT_WHEEL	Danach den fertigen Posten anwenden	S1_BARE_MASTER	e0b630cb1b5df5e7105b 61a075bc54793c1c781f	bereit -> danach anwenden	cthy sotodan	checthy sotodan	checthy sotodan	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
X16	D4_FRESH_PLANT_LEFT_WHEEL	Danach den fertigen Posten anwenden	S2_Q_CELL_SCRIBE	e0b630cb1b5df5e7105b 61a075bc54793c1c781f	bereit -> danach anwenden	cthy sotodan	checthy sotodan	checthy sotodan	1	NO	NO	YES	APPRENTICE_EXERCISE__NOT_MANUSCRIPT_TEXT
