joint_tuple_id	semantic_reading_de	registered_surface_family	variant_count	occurrences	variant_event_counts	line_entry_counts	postcommit_counts	bare_forms	q_forms	s_forms	tuple_meaning_status
2cc8bb3c2af19607888f	durchleiten	chckhy|shckhy	2	4	chckhy:3;shckhy:1	chckhy:0;shckhy:0	chckhy:1;shckhy:0	chckhy	NONE	shckhy	INVARIANT_ACROSS_REGISTERED_SURFACES
2f1c5e56e8f0ff459065	Sollmaß	aiin|chaiin|daiin|saiin|taiin	5	20	aiin:3;chaiin:1;daiin:11;saiin:4;taiin:1	aiin:0;chaiin:0;daiin:1;saiin:3;taiin:0	aiin:1;chaiin:0;daiin:1;saiin:2;taiin:0	aiin;chaiin;daiin;taiin	NONE	saiin	INVARIANT_ACROSS_REGISTERED_SURFACES
308e8ea2d5d190c498e8	dort ansetzen	okal|qokal	2	6	okal:2;qokal:4	okal:0;qokal:0	okal:0;qokal:2	okal	qokal	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
3b70942557b3a40e8030	länger sammeln; Schluss	olkeedy|solkeedy	2	3	olkeedy:2;solkeedy:1	olkeedy:1;solkeedy:1	olkeedy:0;solkeedy:0	olkeedy	NONE	solkeedy	INVARIANT_ACROSS_REGISTERED_SURFACES
4d4559019a961b834aa1	daraus	char|dar|sar	3	5	char:2;dar:2;sar:1	char:0;dar:0;sar:0	char:0;dar:0;sar:0	char;dar	NONE	sar	INVARIANT_ACROSS_REGISTERED_SURFACES
4de12cf322dfb76ded1e	Folgeumsetzung; Schluss	otchedy|qotchedy	2	2	otchedy:1;qotchedy:1	otchedy:0;qotchedy:0	otchedy:0;qotchedy:1	otchedy	qotchedy	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
54d0e228ca346110af05	Folgemaß	otaiin|sotaiin	2	3	otaiin:2;sotaiin:1	otaiin:0;sotaiin:0	otaiin:0;sotaiin:1	otaiin	NONE	sotaiin	INVARIANT_ACROSS_REGISTERED_SURFACES
6b89d6dd70635bc60fe0	kurz bereithalten	qcthey|shcthey	2	2	qcthey:1;shcthey:1	qcthey:0;shcthey:0	qcthey:0;shcthey:0	NONE	qcthey	shcthey	INVARIANT_ACROSS_REGISTERED_SURFACES
6f7ff8287eddf4da9fdb	umsetzen	chdy|chedy	2	11	chdy:1;chedy:10	chdy:0;chedy:0	chdy:0;chedy:3	chdy;chedy	NONE	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
7a4bb8136330ee4e6e56	Ansatz	chor|or|shor|sor	4	7	chor:3;or:2;shor:1;sor:1	chor:0;or:1;shor:0;sor:1	chor:0;or:1;shor:0;sor:0	chor;or	NONE	shor;sor	INVARIANT_ACROSS_REGISTERED_SURFACES
80ebbbbf238eee9f0aef	Teil abtrennen	chety|chty	2	2	chety:1;chty:1	chety:0;chty:0	chety:0;chty:0	chety;chty	NONE	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
90bcf0a9ec0ef56399e6	danach dorthin	otal|qotal	2	3	otal:1;qotal:2	otal:0;qotal:0	otal:0;qotal:1	otal	qotal	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
94df4847b7b16c98394a	weitere Portion	olkain|qolkain	2	2	olkain:1;qolkain:1	olkain:0;qolkain:0	olkain:0;qolkain:1	olkain	qolkain	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
9ad66e67803a12e745de	Posten ansetzen	chokchy|okchy|qokchy	3	3	chokchy:1;okchy:1;qokchy:1	chokchy:0;okchy:1;qokchy:1	chokchy:0;okchy:0;qokchy:0	chokchy;okchy	qokchy	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
9da1b6ac2c929daea697	eine Portion	chkain|kain	2	3	chkain:1;kain:2	chkain:0;kain:0	chkain:0;kain:0	chkain;kain	NONE	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
b5df9126607030b95175	Klarlauf	cheey|shey	2	4	cheey:2;shey:2	cheey:1;shey:0	cheey:0;shey:0	cheey	NONE	shey	INVARIANT_ACROSS_REGISTERED_SURFACES
b5fcea1eaed06b2f2291	auf Sollmaß einstellen	okaiin|qokaiin	2	9	okaiin:1;qokaiin:8	okaiin:0;qokaiin:2	okaiin:1;qokaiin:4	okaiin	qokaiin	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
b921a237be883a820352	dieser Posten	chey|chy|dy|shy|sy|y	6	18	chey:7;chy:3;dy:5;shy:1;sy:1;y:1	chey:0;chy:0;dy:0;shy:0;sy:0;y:0	chey:2;chy:0;dy:0;shy:0;sy:0;y:0	chey;chy;dy;y	NONE	shy;sy	INVARIANT_ACROSS_REGISTERED_SURFACES
bc4f1f5c006c74a4d26d	absetzen; Schluss	cheedy|shedy|tedy	3	12	cheedy:1;shedy:10;tedy:1	cheedy:0;shedy:0;tedy:0	cheedy:0;shedy:2;tedy:1	cheedy;tedy	NONE	shedy	INVARIANT_ACROSS_REGISTERED_SURFACES
d665560c8ff80799a82c	Voriges	dchol|schol	2	2	dchol:1;schol:1	dchol:1;schol:1	dchol:0;schol:0	dchol	NONE	schol	INVARIANT_ACROSS_REGISTERED_SURFACES
dcda95c81a5460feb191	fortsetzen	cheol|chol|ol|qol|sol|tol	6	19	cheol:1;chol:3;ol:8;qol:3;sol:3;tol:1	cheol:0;chol:0;ol:0;qol:0;sol:2;tol:0	cheol:0;chol:0;ol:0;qol:1;sol:1;tol:0	cheol;chol;ol;tol	qol	sol	INVARIANT_ACROSS_REGISTERED_SURFACES
dd0ecaf5e27d81befffc	dorthin	al|chal|cheal|dal|sal|tal	6	10	al:1;chal:1;cheal:1;dal:5;sal:1;tal:1	al:0;chal:0;cheal:0;dal:1;sal:0;tal:0	al:0;chal:1;cheal:1;dal:1;sal:1;tal:0	al;chal;cheal;dal;tal	NONE	sal	INVARIANT_ACROSS_REGISTERED_SURFACES
dec401773c1f0347793d	Fortsetzungsansatz	cholor|olor	2	2	cholor:1;olor:1	cholor:0;olor:1	cholor:0;olor:0	cholor;olor	NONE	NONE	INVARIANT_ACROSS_REGISTERED_SURFACES
e0b630cb1b5df5e7105b	bereit	checthy|cthy|shcthy	3	7	checthy:2;cthy:3;shcthy:2	checthy:0;cthy:0;shcthy:0	checthy:0;cthy:0;shcthy:0	checthy;cthy	NONE	shcthy	INVARIANT_ACROSS_REGISTERED_SURFACES
