event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	visible_surface	shortest_visible_kernel	semantic_composition_de	concrete_word_translation_de	reading_with_picture_owner_de	crosses_visible_line	creative_status
11	E011	H1	f10r	f10r.5	F002	H1-S002	9ad66e67803a12e745de	qokchy	okchy	OK[einsetzen, aufbringen oder eintauchen] + CHY[zubereitete Dosis oder Auflage]	frische Dosis ansetzen	frische Dosis ansetzen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
12	E012	H1	f10r	f10r.5	F002	H1-S002	e8a6105b5c3a6220b440	qotchol	qotchol	OL[Flüssigkeit, Bad oder Auszug] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz] + OT[danach, zweite Gabe oder Einwirkzeit]	Pflanzenflüssigkeit erwärmen	Pflanzenflüssigkeit erwärmen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
13	E013	H1	f10r	f10r.5	F002	H1-S002	dcda95c81a5460feb191	chol	ol	OL[Flüssigkeit, Bad oder Auszug]	Arbeitsflüssigkeit	Arbeitsflüssigkeit — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
14	E014	H1	f10r	f10r.5	F002	H1-S002	e0b630cb1b5df5e7105b	cthy	cthy	CTH/TCH[zerstoßen, rühren oder materiell bearbeiten]	Material bearbeiten	Material bearbeiten — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
15	E015	H2	f10r	f10r.6	F003	H2-S001	7249edc4df3419c26999	ycheor	ycheor	OR[Pflanzenposten oder laufender Ansatz]	junge Pflanzenspitzen	junge Pflanzenspitzen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
16	E016	H2	f10r	f10r.6	F003	H2-S001	e0b630cb1b5df5e7105b	cthy	cthy	CTH/TCH[zerstoßen, rühren oder materiell bearbeiten]	Material bearbeiten	Material bearbeiten — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
17	E017	H2	f10r	f10r.6	F003	H2-S001	7a4bb8136330ee4e6e56	chor	or	OR[Pflanzenposten oder laufender Ansatz]	Pflanzenansatz	Pflanzenansatz — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
18	E018	H2	f10r	f10r.6	F003	H2-S001	f3c23f42baf625639e1e	cthaiin	cthaiin	AIIN[abgemessenes Maß] + CTH/TCH[zerstoßen, rühren oder materiell bearbeiten]	Pflanzenmaß zerstoßen	Pflanzenmaß zerstoßen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
19	E019	H2	f10r	f10r.6	F003	H2-S001	af816c04e65874a0f2fa	qoctholy	qoctholy	OL[Flüssigkeit, Bad oder Auszug] + CTH/TCH[zerstoßen, rühren oder materiell bearbeiten]	Pflanzensaft auspressen	Pflanzensaft auspressen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
20	E020	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	dy	y	GANZKARTE[Y = Mischung]	Mischung	Mischung — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
21	E021	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	chy	y	GANZKARTE[Y = Mischung]	Mischung	Mischung — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
22	E022	H2	f10r	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	taiin	aiin	AIIN[abgemessenes Maß]	örtliches Maß	örtliches Maß — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
23	E023	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	shy	y	GANZKARTE[Y = Mischung]	Mischung	Mischung — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
24	E024	H2	f10r	f10r.8	F004	H2-S002	10488b911aae52b3b334	qotchor	otchor	OR[Pflanzenposten oder laufender Ansatz] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz] + OT[danach, zweite Gabe oder Einwirkzeit]	zweite Pflanzenportion	zweite Pflanzenportion — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
25	E025	H2	f10r	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	chor	or	OR[Pflanzenposten oder laufender Ansatz]	Pflanzenansatz	Pflanzenansatz — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
26	E026	H2	f10r	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	otol	otol	OL[Flüssigkeit, Bad oder Auszug] + OT[danach, zweite Gabe oder Einwirkzeit]	nächste Flüssigkeitsportion	nächste Flüssigkeitsportion — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
27	E027	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	chol	ol	OL[Flüssigkeit, Bad oder Auszug]	Arbeitsflüssigkeit	Arbeitsflüssigkeit — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
28	E028	H2	f10r	f10r.8	F004	H2-S002	dec401773c1f0347793d	cholor	olor	OL[Flüssigkeit, Bad oder Auszug] + OR[Pflanzenposten oder laufender Ansatz]	vorige Flüssigkeitscharge	vorige Flüssigkeitscharge — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
29	E029	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	chol	ol	OL[Flüssigkeit, Bad oder Auszug]	Arbeitsflüssigkeit	Arbeitsflüssigkeit — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
30	E030	H2	f10r	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	daiin	aiin	AIIN[abgemessenes Maß]	örtliches Maß	örtliches Maß — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
31	E031	H2	f10r	f10r.8	F004	H2-S002	4d4559019a961b834aa1	dar	dar	AR[gießen, überführen oder Abfluss]	in Ansatz gießen	in Ansatz gießen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
32	E032	H2	f10r	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	oykchor	oykchor	OR[Pflanzenposten oder laufender Ansatz] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Pflanzenansatz ins Gefäß	Pflanzenansatz ins Gefäß — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
33	E033	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	shor	or	OR[Pflanzenposten oder laufender Ansatz]	Pflanzenansatz	Pflanzenansatz — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
34	E034	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	chor	or	OR[Pflanzenposten oder laufender Ansatz]	Pflanzenansatz	Pflanzenansatz — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
35	E035	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	chy	y	GANZKARTE[Y = Mischung]	Mischung	Mischung — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
36	E036	H2	f10r	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	kaiiin	kaiiin	AIIN[abgemessenes Maß]	abgemessene Salbe	abgemessene Salbe — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
37	E037	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	dy	y	GANZKARTE[Y = Mischung]	Mischung	Mischung — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
38	E038	H2	f10r	f10r.9	F005	H2-S003	834825c61d048a6b5628	chodaiin	chodaiin	AIIN[abgemessenes Maß] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	abgemessene Pflanzenauflage	abgemessene Pflanzenauflage — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
39	E039	H3	f11r	f11r.1	F006	H3-S001	953ad19b79517fc8a211	tshol	tshol	OL[Flüssigkeit, Bad oder Auszug] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Frühlingspflanzensaft	Frühlingspflanzensaft — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
40	E040	H3	f11r	f11r.1	F006	H3-S001	428a5e3662aa57b4b256	schoal	schoal	AL[Zielstelle, Gefäßplatz oder bezeichnete Zeitstelle] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Pflanzenstoff in Wein	Pflanzenstoff in Wein — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
41	E041	H3	f11r	f11r.1	F006	H3-S001	bdad9f9ea8b80f141496	cfhy	cfhy	CKH/KCH/FH/PH[Tuch, Filter oder enger Lauf]	durch feines Tuch wringen	durch feines Tuch wringen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
42	E042	H3	f11r	f11r.1	F006	H3-S001	a8af08e69edab8e54f15	shfydaiin	shfydaiin	AIIN[abgemessenes Maß]	Auszugsmaß stehen lassen	Auszugsmaß stehen lassen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
43	E043	H3	f11r	f11r.1	F006	H3-S001	deb377381ceaf55ea310	cphy	cphy	CKH/KCH/FH/PH[Tuch, Filter oder enger Lauf]	nochmals durch Tuch seihen	nochmals durch Tuch seihen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
44	E044	H3	f11r	f11r.1	F006	H3-S001	b5df9126607030b95175	shey	shey	SHE[Waschwasser oder spülen]	Waschflüssigkeit klären	Waschflüssigkeit klären — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
45	E045	H3	f11r	f11r.1	F006	H3-S001	2e2027b1951d79911e24	tchody	tchody	CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz] + DY[Wasser, Nässe oder nasse Behandlung] + CTH/TCH[zerstoßen, rühren oder materiell bearbeiten]	Pflanzenflüssigkeit kühlen	Pflanzenflüssigkeit kühlen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
46	E046	H3	f11r	f11r.1	F007	H3-S002	577c03a928d674d420d7	shoyty	shoyty	CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Pflanzenteil zurücklegen	Pflanzenteil zurücklegen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
47	E047	H3	f11r	f11r.4	F008	H3-S003	d665560c8ff80799a82c	dchol	dchol	OL[Flüssigkeit, Bad oder Auszug] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Pflanzenflüssigkeit wiedernehmen	Pflanzenflüssigkeit wiedernehmen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
48	E048	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	chy	y	GANZKARTE[Y = Mischung]	Mischung	Mischung — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
49	E049	H3	f11r	f11r.4	F008	H3-S003	b2812c8283c3a62438bd	kchy	kchy	CHY[zubereitete Dosis oder Auflage]	Trankdosis	Trankdosis — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
50	E050	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	dy	y	GANZKARTE[Y = Mischung]	Mischung	Mischung — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
51	E051	H3	f11r	f11r.4	F008	H3-S003	2f1c5e56e8f0ff459065	daiin	aiin	AIIN[abgemessenes Maß]	örtliches Maß	örtliches Maß — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
52	E052	H3	f11r	f11r.7	F009	H3-S004	a48efd6c4491a046ba78	qotchy	qotchy	CHY[zubereitete Dosis oder Auflage] + OT[danach, zweite Gabe oder Einwirkzeit]	zweite Pflanzendosis	zweite Pflanzendosis — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
53	E053	H3	f11r	f11r.7	F009	H3-S004	322281bd391aa621f568	okchol	okchol	OL[Flüssigkeit, Bad oder Auszug] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz] + OK[einsetzen, aufbringen oder eintauchen]	Pflanzenöl erwärmen	Pflanzenöl erwärmen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
54	E054	H3	f11r	f11r.7	F009	H3-S004	e0b630cb1b5df5e7105b	cthy	cthy	CTH/TCH[zerstoßen, rühren oder materiell bearbeiten]	Material bearbeiten	Material bearbeiten — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
55	E055	H3	f11r	f11r.7	F009	H3-S004	b921a237be883a820352	dy	y	GANZKARTE[Y = Mischung]	Mischung	Mischung — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
56	E056	H4	f55v	f55v.5	F010	H4-S001	b5fcea1eaed06b2f2291	qokaiin	okaiin	AIIN[abgemessenes Maß] + OK[einsetzen, aufbringen oder eintauchen]	abgemessene Zugabe	abgemessene Zugabe — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
57	E057	H4	f55v	f55v.5	F010	H4-S001	2f1c5e56e8f0ff459065	chaiin	aiin	AIIN[abgemessenes Maß]	örtliches Maß	örtliches Maß — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
58	E058	H4	f55v	f55v.5	F010	H4-S001	403c1592f918c8f23b88	ykain	ykain	AIN[Anteil oder Portion]	Blätterportion zerstoßen	Blätterportion zerstoßen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
59	E059	H4	f55v	f55v.5	F010	H4-S001	d929a14ec45749b2e805	ykan	ykan	GANZKARTE[YKAN = Weißwein]	Weißwein	Weißwein — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
60	E060	H4	f55v	f55v.5	F010	H4-S001	97cc9ac109148723c472	ody	ody	DY[Wasser, Nässe oder nasse Behandlung]	Flüssigkeit kühl lagern	Flüssigkeit kühl lagern — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
61	E061	H4	f55v	f55v.5	F011	H4-S002	2f1c5e56e8f0ff459065	daiin	aiin	AIIN[abgemessenes Maß]	örtliches Maß	örtliches Maß — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
62	E062	H4	f55v	f55v.5	F011	H4-S002	6f7ff8287eddf4da9fdb	chedy	chdy	DY[Wasser, Nässe oder nasse Behandlung]	Flüssigkeit verrühren	Flüssigkeit verrühren — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
63	E063	H4	f55v	f55v.5	F011	H4-S002	e026af581c99322fbd46	talam	talam	GANZKARTE[TALAM = Vorratsgefäß]	Vorratsgefäß	Vorratsgefäß — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
64	E064	H4	f55v	f55v.11	F012	H4-S003	f7dc90b2c31fd341f0a4	ykaiin	ykaiin	AIIN[abgemessenes Maß]	abgemessenes Waschwasser	abgemessenes Waschwasser — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
65	E065	H4	f55v	f55v.11	F012	H4-S003	807591efc3d3f7ddbfab	cheoar	cheoar	AR[gießen, überführen oder Abfluss]	klaren Auszug umgießen	klaren Auszug umgießen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
66	E066	H4	f55v	f55v.11	F012	H4-S003	2c1a5fd92b9e3c762242	cheeky	cheeky	KEY/KEEY/EKY[Wärme oder Erwärmen] + EE[klar, warm oder vollständig bereitet]	noch warm	noch warm — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
67	E067	H4	f55v	f55v.11	F012	H4-S003	1b1ffdd869fb1429ad03	oldy	oldy	OL[Flüssigkeit, Bad oder Auszug] + DY[Wasser, Nässe oder nasse Behandlung]	Restflüssigkeit	Restflüssigkeit — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
68	E068	H4	f55v	f55v.11	F013	H4-S004	2f1c5e56e8f0ff459065	aiin	aiin	AIIN[abgemessenes Maß]	örtliches Maß	örtliches Maß — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
69	E069	H4	f55v	f55v.11	F013	H4-S004	308e8ea2d5d190c498e8	okal	okal	AL[Zielstelle, Gefäßplatz oder bezeichnete Zeitstelle] + OK[einsetzen, aufbringen oder eintauchen]	an Zielstelle auflegen	an Zielstelle auflegen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
70	E070	H4	f55v	f55v.11	F013	H4-S004	204b04837409088c48f9	oltchy	oltchy	OL[Flüssigkeit, Bad oder Auszug] + CTH/TCH[zerstoßen, rühren oder materiell bearbeiten] + CHY[zubereitete Dosis oder Auflage]	Flüssigkeit erwärmen	Flüssigkeit erwärmen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
71	E071	H4	f55v	f55v.11	F013	H4-S004	7a4bb8136330ee4e6e56	or	or	OR[Pflanzenposten oder laufender Ansatz]	Pflanzenansatz	Pflanzenansatz — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
72	E072	H4	f55v	f55v.11	F013	H4-S004	b921a237be883a820352	y	y	GANZKARTE[Y = Mischung]	Mischung	Mischung — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
73	E073	H4	f55v	f55v.11	F013	H4-S004	6afeb5c9ab9f6cbdea0d	orain	orain	AIN[Anteil oder Portion] + OR[Pflanzenposten oder laufender Ansatz]	Pflanzenportion auflegen	Pflanzenportion auflegen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
74	E074	H5	f56r	f56r.5	F014	H5-S001	b9d7b6d68209a9019e7a	chochor	chochor	OR[Pflanzenposten oder laufender Ansatz] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	abgebildete Pflanze	abgebildete Pflanze — an der abgebildeten Pflanze oder ihrem Ansatz	YES	CONCRETE_WORKING_TRANSLATION
75	E075	H5	f56r	f56r.5	F014	H5-S001	2cc054357a929df85f64	cho	cho	CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Pflanzenstoff	Pflanzenstoff — an der abgebildeten Pflanze oder ihrem Ansatz	YES	CONCRETE_WORKING_TRANSLATION
76	E076	H5	f56r	f56r.5	F014	H5-S001	0ec6a45e2950e8e7061d	chodaly	chodaly	AL[Zielstelle, Gefäßplatz oder bezeichnete Zeitstelle] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Pflanze zur Blütezeit	Pflanze zur Blütezeit — an der abgebildeten Pflanze oder ihrem Ansatz	YES	CONCRETE_WORKING_TRANSLATION
77	E077	H5	f56r	f56r.5	F014	H5-S001	2f1c5e56e8f0ff459065	daiin	aiin	AIIN[abgemessenes Maß]	örtliches Maß	örtliches Maß — an der abgebildeten Pflanze oder ihrem Ansatz	YES	CONCRETE_WORKING_TRANSLATION
78	E078	H5	f56r	f56r.7	F015	H5-S001	2cc054357a929df85f64	sho	cho	CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Pflanzenstoff	Pflanzenstoff — an der abgebildeten Pflanze oder ihrem Ansatz	YES	CONCRETE_WORKING_TRANSLATION
79	E079	H5	f56r	f56r.7	F015	H5-S001	893c570f3fa3fce99711	kchol	kchol	OL[Flüssigkeit, Bad oder Auszug] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Pflanzenauflage	Pflanzenauflage — an der abgebildeten Pflanze oder ihrem Ansatz	YES	CONCRETE_WORKING_TRANSLATION
80	E080	H5	f56r	f56r.7	F015	H5-S001	10488b911aae52b3b334	otchor	otchor	OR[Pflanzenposten oder laufender Ansatz] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz] + OT[danach, zweite Gabe oder Einwirkzeit]	zweite Pflanzenportion	zweite Pflanzenportion — an der abgebildeten Pflanze oder ihrem Ansatz	YES	CONCRETE_WORKING_TRANSLATION
81	E081	H5	f56r	f56r.7	F015	H5-S001	276a7c2d74d1143446f4	choky	oky	OK[einsetzen, aufbringen oder eintauchen]	Flüssigkeit anwenden	Flüssigkeit anwenden — an der abgebildeten Pflanze oder ihrem Ansatz	YES	CONCRETE_WORKING_TRANSLATION
82	E082	H5	f56r	f56r.7	F015	H5-S001	dd0ecaf5e27d81befffc	dal	al	AL[Zielstelle, Gefäßplatz oder bezeichnete Zeitstelle]	Zielstelle	Zielstelle — an der abgebildeten Pflanze oder ihrem Ansatz	YES	CONCRETE_WORKING_TRANSLATION
83	E083	H5	f56r	f56r.8	F016	H5-S002	d665560c8ff80799a82c	schol	dchol	OL[Flüssigkeit, Bad oder Auszug] + CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Pflanzenflüssigkeit wiedernehmen	Pflanzenflüssigkeit wiedernehmen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
84	E084	H5	f56r	f56r.8	F016	H5-S002	c10aec6d4dd877ec8bd8	choy	choy	CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	mit Pflanzenwasser waschen	mit Pflanzenwasser waschen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
85	E085	H5	f56r	f56r.8	F016	H5-S002	276a7c2d74d1143446f4	choky	oky	OK[einsetzen, aufbringen oder eintauchen]	Flüssigkeit anwenden	Flüssigkeit anwenden — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
86	E086	H5	f56r	f56r.8	F016	H5-S002	95987d6f198d6d247511	cheeckhody	cheeckhody	DY[Wasser, Nässe oder nasse Behandlung] + CKH/KCH/FH/PH[Tuch, Filter oder enger Lauf] + EE[klar, warm oder vollständig bereitet]	nasse Auflage abnehmen	nasse Auflage abnehmen — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
87	E087	H5	f56r	f56r.12	F017	H5-S003	ad3581d3144f69a5912d	sh	sh	GANZKARTE[SH = blühende Stiele]	blühende Stiele	blühende Stiele — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
88	E088	H5	f56r	f56r.12	F017	H5-S003	2cc054357a929df85f64	cho	cho	CHO/SHO[Pflanze, Pflanzenteil oder Pflanzenzusatz]	Pflanzenstoff	Pflanzenstoff — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
89	E089	H5	f56r	f56r.12	F017	H5-S003	b74e9e65637b7c8538dd	kchey	kchey	GANZKARTE[KCHEY = Pflanzenstoff zerreiben]	Pflanzenstoff zerreiben	Pflanzenstoff zerreiben — an der abgebildeten Pflanze oder ihrem Ansatz	NO	CONCRETE_WORKING_TRANSLATION
