joint_tuple_id	surface_examples	visible_occurrences	pages	records	shortest_surface	selected_segmentation	compact_default_de	nested_string_decision	event_ids
2f1c5e56e8f0ff459065	aiin|chaiin|daiin|saiin|taiin	20	f10r|f11r|f55v|f56r|f81v|f82r|f83r	H1|H2|H3|H4|H5|B1|B2|B3|B4|B5|B6	aiin	A+IIN	MASS	AIIN calibrated measure kept distinct from AIN physical portion	E009|E022|E030|E051|E057|E061|E068|E077|E100|E116|E118|E207|E217|E233|E274|E299|E332|E338|E369|E377
308e8ea2d5d190c498e8	okal|qokal	6	f55v|f81v|f82r|f83r	H4|B1|B2|B3	okal	OK+AL	STELLE BESCHICKEN	AL selected as site; A+L amount-plus-basin was less reusable	E069|E104|E152|E172|E186|E241
322281bd391aa621f568	okchol	1	f11r	H3	okchol	OKCH+OL	ÖL	whole card or listed recurring roots; no automatic substring split	E053
342c3f0777337648f4b3	cheedar	1	f83r	B3	cheedar	CHEED+AR	BECKEN BEREITEN	whole card or listed recurring roots; no automatic substring split	E285
348e81ba084c5acdb32b	shecthedchy	1	f83r	B3	shecthedchy	SH+ECTH+ED+CH+Y	AUFTRAGEN	whole card or listed recurring roots; no automatic substring split	E250
3ae9a121ba0045b913e8	qokar	1	f82r	B2	qokar	QOK+AR	BEHANDLUNGSSTELLE	whole card or listed recurring roots; no automatic substring split	E191
3b70942557b3a40e8030	olkeedy|solkeedy	3	f81v|f83r	B1|B3	olkeedy	OL+K+EE+DY	ABSETZEN	whole card or listed recurring roots; no automatic substring split	E162|E229|E291
3e9c7f217843b588489d	raly	1	f83r	B6	raly	R+AL+Y	ERSTE STELLE	AL selected as site; A+L amount-plus-basin was less reusable	E375
403c1592f918c8f23b88	ykain	1	f55v	H4	ykain	YK+AIN	ZERSTOSSENE PORTION	AIN selected as physical portion or vessel fill	E058
409de02322e7b2ca0c62	kaiiin	1	f10r	H2	kaiiin	WHOLE(KAIIIN:SALBE)	SALBE	whole card or listed recurring roots; no automatic substring split	E036
428a5e3662aa57b4b256	schoal	1	f11r	H3	schoal	WHOLE(SCHOAL:WEIN)	WEIN	internal AL resemblance kept inside an atomic whole card	E040
42cdc187d5b9ffc60063	solkey	1	f83r	B4	solkey	SOLK+E+Y	OBEREN LAUF ÖFFNEN	whole card or listed recurring roots; no automatic substring split	E356
433713294b25b0a12f66	lchedal	1	f81v	B1	lchedal	LCHED+AL	UNTERES BECKEN	AL selected as site; A+L amount-plus-basin was less reusable	E147
43eb9aa12959b4d5cdc9	qekey	1	f83r	B6	qekey	QEK+E+Y	LAUWARM	whole card or listed recurring roots; no automatic substring split	E374
497cbd9c7401810ff56b	otol	1	f10r	H2	otol	OT+OL	HANDVOLL	whole card or listed recurring roots; no automatic substring split	E026
4a7a6326ac95a8809302	qokaly	1	f82r	B2	qokaly	QOK+AL+Y	BADSTELLE	AL selected as site; A+L amount-plus-basin was less reusable	E177
4d4559019a961b834aa1	char|dar|sar	5	f10r|f81v|f82r|f83r	H1|H2|B1|B2|B3	dar	AR	VORANSATZ	whole card or listed recurring roots; no automatic substring split	E003|E031|E105|E199|E238
4da0f0f7b5fc7ac20067	ral	1	f81v	B1	ral	R+AL	KÜHLSTELLE	AL selected as site; A+L amount-plus-basin was less reusable	E130
4de12cf322dfb76ded1e	otchedy|qotchedy	2	f83r	B3	otchedy	OT+CH+E+DY	GLEICH MISCHEN	whole card or listed recurring roots; no automatic substring split	E281|E301
4eab1841ed655c20a348	sheckhal	1	f81v	B1	sheckhal	SH+ECKH+AL	MITTLERE STELLE	AL selected as site; A+L amount-plus-basin was less reusable	E115
53cd0637c6820ba5e91f	dain	2	f83r	B4|B6	dain	D+AIN	ABGEZOGENE PORTION	AIN selected as physical portion or vessel fill	E327|E379
54d0e228ca346110af05	otaiin|sotaiin	3	f82r|f83r	B2|B3	otaiin	OT+A+IIN	GLEICHE DAUER	AIIN selected as calibrated measure/degree	E190|E306|E312
54e32e9c1414b20640e9	sshkchdy	1	f81v	B1	sshkchdy	SH+K+CH+DY	WARM HALTEN	whole card or listed recurring roots; no automatic substring split	E122
577c03a928d674d420d7	shoyty	1	f11r	H3	shoyty	SH+O+Y+TY	BLÜTE ZURÜCKBEHALTEN	whole card or listed recurring roots; no automatic substring split	E046
5d5e0b288cf36864ed9d	oteey	2	f82r	B2	oteey	OT+EE+Y	BADEZUSATZ	whole card or listed recurring roots; no automatic substring split	E185|E218
5e8441397e7c0faf042b	chedchy	1	f83r	B3	chedchy	WHOLE(CHEDCHY:WARMES WASSER)	WARMES WASSER	whole card or listed recurring roots; no automatic substring split	E240
5eff216ba51fbfb21f22	ls	1	f82r	B2	ls	WHOLE(LS:ERSTE ÖFFNUNG)	ERSTE ÖFFNUNG	whole card or listed recurring roots; no automatic substring split	E196
5fca8fc3dee57e1d8c1f	lcheey	1	f82r	B2	lcheey	L+CH+EE+Y	NASSE HAUTSTELLE	whole card or listed recurring roots; no automatic substring split	E206
601b77449028deed39de	otchdy	1	f83r	B5	otchdy	OT+CH+DY	ABZIEHEN	whole card or listed recurring roots; no automatic substring split	E362
61a075bc54793c1c781f	sotodan	1	f56r	H5	sotodan	WHOLE(SOTODAN:HUSTEN)	HUSTEN	whole card or listed recurring roots; no automatic substring split	E097
62ff059766b21c7de083	otytchol	1	f10r	H1	otytchol	OTYTCH+OL	AUSZUG	whole card or listed recurring roots; no automatic substring split	E007
65df3cd9e59060042d47	pchedy	1	f82r	B2	pchedy	P+CH+E+DY	ABZIEHEN	whole card or listed recurring roots; no automatic substring split	E221
65f320e75510b2f38182	dchey	1	f10r	H1	dchey	DCH+E+Y	WURZEL	whole card or listed recurring roots; no automatic substring split	E001
6afeb5c9ab9f6cbdea0d	orain	1	f55v	H4	orain	OR+AIN	FRISCH AUFLEGEN	AIN selected as physical portion or vessel fill	E073
6b89d6dd70635bc60fe0	qcthey|shcthey	2	f82r|f83r	B2|B3	qcthey	CTH+E+Y	GLEICHER GRAD	whole card or listed recurring roots; no automatic substring split	E204|E258
6f7ff8287eddf4da9fdb	chdy|chedy	11	f55v|f81v|f83r	H4|B1|B3|B4|B5	chdy	CH+E+DY	RÜHREN	whole card or listed recurring roots; no automatic substring split	E062|E123|E145|E244|E252|E287|E304|E319|E328|E342|E372
7249edc4df3419c26999	ycheor	1	f10r	H2	ycheor	YCHE+OR	JUNGER SPROSS	whole card or listed recurring roots; no automatic substring split	E015
74c76d589d44120f647b	dsheol	1	f81v	B1	dsheol	D+SH+E+OL	AUFTRAGEN	whole card or listed recurring roots; no automatic substring split	E160
75a523fcf039b006f97b	kchal	1	f56r	H5	kchal	K+CH+AL	FILTERSTELLE	AL selected as site; A+L amount-plus-basin was less reusable	E093
7811a7daff25d476e28d	olsaly	1	f83r	B3	olsaly	OL+S+AL+Y	UNTERE BADSTELLE	AL selected as site; A+L amount-plus-basin was less reusable	E313
78b3b3140714da19090d	daldy	1	f82r	B2	daldy	D+AL+DY	ZWEITE ABLAUFSTELLE	AL selected as site; A+L amount-plus-basin was less reusable	E223
7a4bb8136330ee4e6e56	chor|or|shor|sor	7	f10r|f55v|f83r	H2|H4|B3|B4	or	OR	ANSATZ	whole card or listed recurring roots; no automatic substring split	E017|E025|E033|E034|E071|E254|E348
7d2404c835b10a2c06af	okair	1	f83r	B3	okair	OK+AIR	OBERER EINLAUF	AIR selected as flowing liquid; heat/air reading was less coherent	E260
7d25241b0e56c836372a	qokeedy	10	f82r|f83r	B2|B3|B4	qokeedy	QOK+EE+DY	BADEN	E-length ladder: flow/rinse -> immersion -> saturation	E171|E201|E213|E224|E227|E245|E265|E302|E315|E329
7db18b2f0fb7ed0fcfd3	qokedy	8	f81v|f83r	B1|B3|B4	qokedy	QOK+E+DY	SPÜLEN	E-length ladder: flow/rinse -> immersion -> saturation	E101|E137|E138|E259|E294|E297|E318|E335
7f68f60279efe6b28cd7	rshedy	1	f82r	B2	rshedy	RSH+E+DY	PORTION	whole card or listed recurring roots; no automatic substring split	E225
807591efc3d3f7ddbfab	cheoar	1	f55v	H4	cheoar	CHEO+AR	AUSZUG	whole card or listed recurring roots; no automatic substring split	E065
80ebbbbf238eee9f0aef	chety|chty	2	f10r|f83r	H1|B3	chty	CH+TY	SCHNEIDEN	whole card or listed recurring roots; no automatic substring split	E004|E311
834825c61d048a6b5628	chodaiin	1	f10r	H2	chodaiin	WHOLE(CHODAIIN:GESCHWÜR)	GESCHWÜR	AIIN-looking interior kept atomic here; local whole-card reading wins	E038
87411f84689b4f93a303	qokchdy	3	f81v|f83r	B1|B3|B5	qokchdy	QOK+CH+DY	ERWÄRMEN	whole card or listed recurring roots; no automatic substring split	E131|E284|E363
883a6708116c342cb10b	skar	1	f83r	B4	skar	SK+AR	WARMES WASSER	whole card or listed recurring roots; no automatic substring split	E360
893c570f3fa3fce99711	kchol	1	f56r	H5	kchol	KCH+OL	AUFLAGE	whole card or listed recurring roots; no automatic substring split	E079
8aedd154964a78e555d6	dairydy	1	f83r	B4	dairydy	D+AIR+Y+DY	FRISCHER ABFLUSS	AIR selected as flowing liquid; heat/air reading was less coherent	E351
8c97dfde96fbc78e3355	lol	1	f83r	B5	lol	L+OL	BADWÄRME	whole card or listed recurring roots; no automatic substring split	E367
90bcf0a9ec0ef56399e6	otal|qotal	3	f83r	B3|B4	otal	OT+AL	ABLAUFSTELLE	AL selected as site; A+L amount-plus-basin was less reusable	E230|E237|E320
9247e38d29c79a0d2fa5	cheeety	1	f83r	B3	cheeety	WHOLE(CHEEETY:SPÜLUNG BEGINNEN)	SPÜLUNG BEGINNEN	whole card or listed recurring roots; no automatic substring split	E296
92e43836d82f98bf02d3	sheey	1	f83r	B4	sheey	SHE+E+Y	ERSTE ÖFFNUNG	whole card or listed recurring roots; no automatic substring split	E334
93f69c38fdedee1598e9	qokeedal	1	f81v	B1	qokeedal	QOK+EE+D+AL	EINGETAUCHTE STELLE	AL selected as site; A+L amount-plus-basin was less reusable	E117
94df4847b7b16c98394a	olkain|qolkain	2	f81v|f83r	B1|B4	olkain	OL+K+AIN	BECKENFÜLLUNG	AIN selected as physical portion or vessel fill	E108|E358
953ad19b79517fc8a211	tshol	1	f11r	H3	tshol	TSH+OL	BLÜTE	whole card or listed recurring roots; no automatic substring split	E039
95987d6f198d6d247511	cheeckhody	1	f56r	H5	cheeckhody	CHEECKHO+DY	BEENDEN	whole card or listed recurring roots; no automatic substring split	E086
97cc9ac109148723c472	ody	1	f55v	H4	ody	O+DY	VERSCHLIESSEN	whole card or listed recurring roots; no automatic substring split	E060
97ddca78c9ebcc956d04	ldalor	1	f83r	B6	ldalor	L+D+AL+OR	BEHANDLUNGSSTELLE	AL selected as site; A+L amount-plus-basin was less reusable	E381
98bdc4244c84cbef3321	rsheal	1	f82r	B2	rsheal	WHOLE(RSHEAL:WARMES_WASSER)	WARMES WASSER	internal AL resemblance kept inside an atomic whole card	E222
9ad66e67803a12e745de	chokchy|okchy|qokchy	3	f10r|f56r	H1|H5	okchy	OK+CH+Y	NACHANSATZ	whole card or listed recurring roots; no automatic substring split	E011|E091|E095
9bb7122b386ebbc6138f	keol	1	f56r	H5	keol	KE+OL	JE GABE	whole card or listed recurring roots; no automatic substring split	E099
9da1b6ac2c929daea697	chkain|kain	3	f81v|f83r	B1|B3|B4	kain	K+AIN	PORTION	AIN selected as physical portion or vessel fill	E107|E257|E354
a06244ef1f2b37ca44c1	teol	1	f81v	B1	teol	TE+OL	ERSTE ÖFFNUNG	whole card or listed recurring roots; no automatic substring split	E157
a48efd6c4491a046ba78	qotchy	1	f11r	H3	qotchy	WHOLE(QOTCHY:BLÜTE)	BLÜTE	whole card or listed recurring roots; no automatic substring split	E052
a6939862e33ece5a0483	etyd	1	f10r	H1	etyd	WHOLE(ETYD:WURZEL)	WURZEL	whole card or listed recurring roots; no automatic substring split	E010
a7af89ab31ce5e247395	ytey	1	f81v	B1	ytey	Y+T+E+Y	FÜLLEN	whole card or listed recurring roots; no automatic substring split	E150
a84fbe3ad380df345b97	chkeedy	1	f83r	B3	chkeedy	CHK+EE+DY	BENETZEN	whole card or listed recurring roots; no automatic substring split	E231
a8af08e69edab8e54f15	shfydaiin	1	f11r	H3	shfydaiin	WHOLE(SHFYDAIIN:AUSZUG)	AUSZUG	AIIN-looking interior kept atomic here; local whole-card reading wins	E042
a8f891de626fc00028e9	octheol	1	f82r	B2	octheol	OCTHE+OL	TEMPERATURGRAD	whole card or listed recurring roots; no automatic substring split	E182
abb23e5e6936b4147f76	shedal	2	f83r	B3|B5	shedal	SH+ED+AL	EINWIRKSTELLE	AL selected as site; A+L amount-plus-basin was less reusable	E275|E364
ad3581d3144f69a5912d	sh	1	f56r	H5	sh	SH	BLÜTENSTIEL	whole card or listed recurring roots; no automatic substring split	E087
af816c04e65874a0f2fa	qoctholy	1	f10r	H2	qoctholy	WHOLE(QOCTHOLY:SAFT PRESSEN)	SAFT PRESSEN	whole card or listed recurring roots; no automatic substring split	E019
b154ff779abe5f196c80	schedair	1	f83r	B3	schedair	S+CH+ED+AIR	KLARER ABFLUSS	AIR selected as flowing liquid; heat/air reading was less coherent	E300
b2812c8283c3a62438bd	kchy	1	f11r	H3	kchy	WHOLE(KCHY:TRANK)	TRANK	whole card or listed recurring roots; no automatic substring split	E049
b38d70daefd663d74625	ly	1	f81v	B1	ly	WHOLE(LY:FÜLLEN)	FÜLLEN	whole card or listed recurring roots; no automatic substring split	E159
b5df9126607030b95175	cheey|shey	4	f11r|f82r|f83r	H3|B2|B4	shey	CH/SH+EE+Y	KLARGRAD	whole card or listed recurring roots; no automatic substring split	E044|E197|E203|E353
b5fcea1eaed06b2f2291	okaiin|qokaiin	9	f55v|f81v|f82r|f83r	H4|B1|B2|B3	okaiin	QOK+A+IIN	FLÜSSIGKEITSMASS	AIIN selected as calibrated measure/degree	E056|E102|E180|E181|E219|E236|E243|E256|E270
b6b654722e55729cc947	otar	1	f81v	B1	otar	OT+AR	UNTERER ABLAUF	whole card or listed recurring roots; no automatic substring split	E149
b74e9e65637b7c8538dd	kchey	1	f56r	H5	kchey	KCH+E+Y	ZERREIBEN	whole card or listed recurring roots; no automatic substring split	E089
b921a237be883a820352	chey|chy|dy|shy|sy|y	18	f10r|f11r|f55v|f81v|f82r|f83r	H2|H3|H4|B1|B2|B3|B4|B6	y	Y	ZUBEREITUNG	whole card or listed recurring roots; no automatic substring split	E020|E021|E023|E035|E037|E048|E050|E055|E072|E132|E170|E208|E232|E234|E273|E277|E349|E380
b958a512ca6a3559e86e	lkedy	1	f83r	B4	lkedy	LK+E+DY	WASCHEN	whole card or listed recurring roots; no automatic substring split	E344
b9d7b6d68209a9019e7a	chochor	1	f56r	H5	chochor	CHOCH+OR	BILDPFLANZE	whole card or listed recurring roots; no automatic substring split	E074
ba540da978ea132f6da5	pchedal	1	f83r	B3	pchedal	P+CHED+AL	FÜLLSTELLE	AL selected as site; A+L amount-plus-basin was less reusable	E248
ba8142680851f24c9ff2	lched	1	f82r	B2	lched	L+CH+ED	NÄCHSTES BECKEN	whole card or listed recurring roots; no automatic substring split	E174
bc4f1f5c006c74a4d26d	cheedy|shedy|tedy	12	f81v|f82r|f83r	B1|B2|B3|B4	tedy	CH/SH/T+E+DY	RUHEN LASSEN	whole card or listed recurring roots; no automatic substring split	E125|E136|E155|E163|E192|E255|E266|E314|E325|E336|E347|E361
bdad9f9ea8b80f141496	cfhy	1	f11r	H3	cfhy	WHOLE(CFHY:AUSWRINGEN)	AUSWRINGEN	whole card or listed recurring roots; no automatic substring split	E041
be0974b366c981dc1eef	lsho	1	f81v	B1	lsho	WHOLE(LSHO:SPÜLUNG BEGINNEN)	SPÜLUNG BEGINNEN	whole card or listed recurring roots; no automatic substring split	E141
c10aec6d4dd877ec8bd8	choy	1	f56r	H5	choy	WHOLE(CHOY:WASCHEN)	WASCHEN	whole card or listed recurring roots; no automatic substring split	E084
c1913ec4ff84148da6d3	sheckhy	1	f82r	B2	sheckhy	WHOLE(SHECKHY:BEHANDLUNGSSTELLE)	BEHANDLUNGSSTELLE	whole card or listed recurring roots; no automatic substring split	E187
c1db6b0a28d5cbb5d3d2	lcheckhedy	1	f82r	B2	lcheckhedy	LCHECKH+E+DY	SEIHEN	whole card or listed recurring roots; no automatic substring split	E176
c205570c49d4d93c23d3	qolky	1	f81v	B1	qolky	WHOLE(QOLKY:BEHANDLUNGSSTELLE)	BEHANDLUNGSSTELLE	whole card or listed recurring roots; no automatic substring split	E146
c45ebac60774620561e2	otedy	2	f83r	B3	otedy	OT+E+DY	ZIEHZEIT	whole card or listed recurring roots; no automatic substring split	E249|E307
c71c72da4e09e0833392	kchoar	1	f56r	H5	kchoar	K+CH+O+AR	BRUSTTRANK	whole card or listed recurring roots; no automatic substring split	E096
cb57b696b815fdef9cb7	shecthy	1	f83r	B3	shecthy	WHOLE(SHECTHY:WARMES WASSER)	WARMES WASSER	whole card or listed recurring roots; no automatic substring split	E276
cbb42a4fe68068325d6b	dshedy	1	f82r	B2	dshedy	DSH+E+DY	WASSER	whole card or listed recurring roots; no automatic substring split	E189
d225b7a7b95da7aee437	dchdy	1	f81v	B1	dchdy	DCH+DY	SEIHEN	whole card or listed recurring roots; no automatic substring split	E158
d25110e0d8488927278f	qokeeedy	1	f82r	B2	qokeeedy	QOK+EEE+DY	DURCHNÄSSEN	E-length ladder: flow/rinse -> immersion -> saturation	E209
d4a31dbcf1ed6d9e5aa9	tshey	1	f82r	B2	tshey	TSH+E+Y	SPÜLUNG BEGINNEN	whole card or listed recurring roots; no automatic substring split	E212
d665560c8ff80799a82c	dchol|schol	2	f11r|f56r	H3|H5	dchol	D+CH+OL	ABGENOMMENER POSTEN	whole card or listed recurring roots; no automatic substring split	E047|E083
d68bc8de3bcee09db23c	shckhedy	3	f81v|f83r	B1|B4	shckhedy	SH+CKH+E+DY	FILTERN	whole card or listed recurring roots; no automatic substring split	E165|E330|E331
d72f71baff01cd0a0406	chldaiin	1	f83r	B3	chldaiin	CHL+D+A+IIN	RUHEZEIT	AIIN selected as calibrated measure/degree	E286
d784b2abcaf1a3703de2	chedain	1	f83r	B3	chedain	CH+ED+AIN	SPÜLPORTION	AIN selected as physical portion or vessel fill	E303
d788d8d72d41b25a3c71	chealror	1	f83r	B3	chealror	CHEALR+OR	KLAR	AL selected as site; A+L amount-plus-basin was less reusable	E290
d904bf7b044dd3922781	cheky	3	f81v|f83r	B1|B4	cheky	CH+E+KY	MILDE WÄRME	whole card or listed recurring roots; no automatic substring split	E134|E164|E339
d929a14ec45749b2e805	ykan	1	f55v	H4	ykan	WHOLE(YKAN:WEIN)	WEIN	whole card or listed recurring roots; no automatic substring split	E059
daa1347f456415fe8737	solshedy	1	f82r	B2	solshedy	S+OL+SH+E+DY	WARM HALTEN	whole card or listed recurring roots; no automatic substring split	E193
daf32e6db9e04413ce7f	okeeol	1	f83r	B4	okeeol	OKEE+OL	BREITES GEFÄSS	whole card or listed recurring roots; no automatic substring split	E340
db167f8e9b53eefb58f8	qokshedy	1	f83r	B3	qokshedy	QOK+SH+E+DY	WARMBAD	whole card or listed recurring roots; no automatic substring split	E267
db729b598e89e11452e0	ches	1	f82r	B2	ches	WHOLE(CHES:PORTION)	PORTION	whole card or listed recurring roots; no automatic substring split	E216
dcda95c81a5460feb191	cheol|chol|ol|qol|sol|tol	19	f10r|f81v|f83r	H1|H2|B1|B3|B4|B5|B6	ol	OL	FLÜSSIGKEIT	OL atomic liquid/oil beats O+L; O alone is not the water root	E013|E027|E029|E106|E110|E114|E121|E124|E133|E135|E148|E154|E295|E324|E343|E366|E370|E376|E378
dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	10	f56r|f81v|f82r|f83r	H5|B1|B2|B3|B4|B5	al	AL	BEHANDLUNGSSTELLE	AL selected as site; A+L amount-plus-basin was less reusable	E082|E109|E156|E166|E214|E268|E272|E278|E359|E365
de7321bface5628e35d6	lchedy	8	f82r|f83r	B2|B3|B4	lchedy	L+CH+E+DY	ABFÜHREN	whole card or listed recurring roots; no automatic substring split	E210|E235|E246|E262|E269|E282|E345|E357
deb377381ceaf55ea310	cphy	1	f11r	H3	cphy	WHOLE(CPHY:SEIHEN)	SEIHEN	whole card or listed recurring roots; no automatic substring split	E043
dec401773c1f0347793d	cholor|olor	2	f10r|f81v	H2|B1	olor	OL+OR	VORANSATZ	whole card or listed recurring roots; no automatic substring split	E028|E113
dedc383b600397a301ee	cthoor	1	f10r	H1	cthoor	CTHO+OR	REINIGEN	whole card or listed recurring roots; no automatic substring split	E002
df1098831679a8ad1b39	os	1	f10r	H1	os	WHOLE(OS:GEFÄSS)	GEFÄSS	whole card or listed recurring roots; no automatic substring split	E005
e026af581c99322fbd46	talam	1	f55v	H4	talam	WHOLE(TALAM:AUSZUG)	AUSZUG	internal AL resemblance kept inside an atomic whole card	E063
e0b630cb1b5df5e7105b	checthy|cthy|shcthy	7	f10r|f11r|f83r	H1|H2|H3|B3	cthy	CTH+Y	PRÜFZUSTAND	whole card or listed recurring roots; no automatic substring split	E014|E016|E054|E271|E279|E289|E310
e2eb77ca9d9e1a8ba29a	qolchey	1	f83r	B4	qolchey	QOLCH+E+Y	FÜLLEN	whole card or listed recurring roots; no automatic substring split	E316
