field_id	statement_id	record_unit_id	visible_owner	field_frame_mode	visible_sequence	normalized_sequence	card_sequence	literal_values	terminal
F030	B1-S008	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	O	chey ol cheky ol shedy	chey cheol cheky cheol cheedy	MC123 MC153 MC147 MC153 MC128	dies | weiter | kurz wärmen | weiter | kurz absetzen; Schluss	NO
F031	B1-S009	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	qokedy	qokedy	MC083	kurz einwirken; Schluss	NO
F032	B1-S010	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	qokedy	qokedy	MC083	kurz einwirken; Schluss	NO
F033	B1-S011	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	MIXED	chckhy qoky	chckhy choky	MC035 MC026	durchleiten | einsetzen	NO
F034	B1-S012	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	lsho qokey lshedy	lsho okey lshedy	MC130 MC007 MC038	Waschgang | kurz einwirken | Waschgang; Schluss	NO
F035	B1-S013	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	lshedy	lshedy	MC038	Waschgang; Schluss	NO
F036	B1-S014	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	MIXED	chedy qolky lchedal qol otar	chdy qolky lchedal cheol otar	MC074 MC134 MC051 MC153 MC121	überführen | Weitergang | Zielabführung | weiter | Folgequelle	NO
F037	B1-S015	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	ytey okchedy	ytey okchedy	MC109 MC005	Kurzteil | einführen; Schluss	NO
F038	B1-S016	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	Q	qokal okeey qol cheedy	okal okeey cheol cheedy	MC040 MC002 MC153 MC128	dorthin einsetzen | lange einwirken | weiter | kurz absetzen; Schluss	NO
F039	B1-S017	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	sal teol dchdy	al teol dchdy	MC154 MC106 MC139	dorthin | Kurzfortsetzung | Transfer; Schluss	NO
F040	B1-S018	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	ly	ly	MC118	Abführposten	NO
F041	B1-S018	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	O	dsheol oiiin olkeedy	dsheol oiiin olkeedy	MC076 MC033 MC045	Kurzhalt | Arbeitsstufe | lange sammeln; Schluss	NO
F042	B1-S019	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	tedy	cheedy	MC128	kurz absetzen; Schluss	NO
F043	B1-S020	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	cheky shckhedy	cheky shckhedy	MC147 MC143	kurz wärmen | durchlassen; Schluss	NO
F044	B1-S021	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	chal	al	MC154	dorthin	NO
