recipe_id	pictured_owner	template	field_no	card_no	exact_tuple_id	selected_surface	intended_default_English	support_events	support_folios	surface_meaning_count
NEW03_ALLIUM_WOUND_WASH	pictured broad Allium/ramsons candidate	MEASURED_HERBAL_WASH	1	2	2f1c5e56e8f0ff459065	daiin	in the stated or usual measure	20	7	1
NEW03_ALLIUM_WOUND_WASH	pictured broad Allium/ramsons candidate	MEASURED_HERBAL_WASH	2	1	893c570f3fa3fce99711	kchol	steep it in white wine	1	1	1
NEW03_ALLIUM_WOUND_WASH	pictured broad Allium/ramsons candidate	MEASURED_HERBAL_WASH	2	2	e026af581c99322fbd46	talam	wash the sore place once	1	1	1
NEW04_SUNDEW_HONEY_APPLICATION	pictured Drosera/sundew candidate	HERBAL_MEDIUM_MIX_APPLICATION	1	1	2f1c5e56e8f0ff459065	daiin	in the stated or usual measure	20	7	1
NEW04_SUNDEW_HONEY_APPLICATION	pictured Drosera/sundew candidate	HERBAL_MEDIUM_MIX_APPLICATION	1	2	893c570f3fa3fce99711	kchol	steep it in white wine	1	1	1
NEW04_SUNDEW_HONEY_APPLICATION	pictured Drosera/sundew candidate	HERBAL_MEDIUM_MIX_APPLICATION	2	1	c71c72da4e09e0833392	kchoar	mix it with honey	1	1	1
NEW04_SUNDEW_HONEY_APPLICATION	pictured Drosera/sundew candidate	HERBAL_MEDIUM_MIX_APPLICATION	2	2	e8a6105b5c3a6220b440	qotchol	apply it while warm	1	1	1
NEW04_SUNDEW_HONEY_APPLICATION	pictured Drosera/sundew candidate	HERBAL_MEDIUM_MIX_APPLICATION	2	3	dd0ecaf5e27d81befffc	dal	apply it at the place indicated by the drawing	10	4	1
NEW05_COMMON_WARM_BATH	generic Biological bath station	BIO_WATER_TEMPER_IMMERSE_COMMIT	1	1	cbb42a4fe68068325d6b	dshedy	add clean water; close the rubric	1	1	1
NEW05_COMMON_WARM_BATH	generic Biological bath station	BIO_WATER_TEMPER_IMMERSE_COMMIT	2	1	0275fbf14e07935b0a45	qokeey	temper the working liquid and keep it lukewarm	7	3	1
NEW05_COMMON_WARM_BATH	generic Biological bath station	BIO_WATER_TEMPER_IMMERSE_COMMIT	3	1	7d25241b0e56c836372a	qokeedy	bathe or immerse in the tempered warm liquid; end this instruction	10	2	1
NEW06_FILTER_REST_APPLICATION	generic Biological preparation vessel	BIO_MIX_FILTER_REST_APPLY	1	1	6f7ff8287eddf4da9fdb	chedy	stir until evenly mixed	11	3	1
NEW06_FILTER_REST_APPLICATION	generic Biological preparation vessel	BIO_MIX_FILTER_REST_APPLY	1	2	53cd0637c6820ba5e91f	dain	through a cloth	3	2	1
NEW06_FILTER_REST_APPLICATION	generic Biological preparation vessel	BIO_MIX_FILTER_REST_APPLY	1	3	c1db6b0a28d5cbb5d3d2	lcheckhedy	strain it clear; close the rubric	2	2	1
NEW06_FILTER_REST_APPLICATION	generic Biological preparation vessel	BIO_MIX_FILTER_REST_APPLY	2	1	bc4f1f5c006c74a4d26d	shedy	let it stand until ready; end this instruction	12	3	1
NEW06_FILTER_REST_APPLICATION	generic Biological preparation vessel	BIO_MIX_FILTER_REST_APPLY	3	1	dd0ecaf5e27d81befffc	dal	apply it at the place indicated by the drawing	10	4	1
NEW07_LOCAL_RINSE_DRAIN	generic Biological local conduit/outlet	BIO_RINSE_UNTIL_CLEAR_DRAIN	1	1	7db18b2f0fb7ed0fcfd3	qokedy	rinse the indicated place once; end this instruction	8	2	1
NEW07_LOCAL_RINSE_DRAIN	generic Biological local conduit/outlet	BIO_RINSE_UNTIL_CLEAR_DRAIN	2	1	b5df9126607030b95175	cheey	until the liquid runs clear	4	3	1
NEW07_LOCAL_RINSE_DRAIN	generic Biological local conduit/outlet	BIO_RINSE_UNTIL_CLEAR_DRAIN	3	1	de7321bface5628e35d6	lchedy	let the spent liquid drain into the lower receiving vessel; end this instruction	8	2	1
NEW08_MEASURED_WHITE_WINE_BATCH	generic pictured medicinal simple	HERBAL_MEASURE_MIX_REST	1	1	b5fcea1eaed06b2f2291	qokaiin	begin the next measured entry	9	4	1
NEW08_MEASURED_WHITE_WINE_BATCH	generic pictured medicinal simple	HERBAL_MEASURE_MIX_REST	1	2	2f1c5e56e8f0ff459065	daiin	in the stated or usual measure	20	7	1
NEW08_MEASURED_WHITE_WINE_BATCH	generic pictured medicinal simple	HERBAL_MEASURE_MIX_REST	1	3	807591efc3d3f7ddbfab	cheoar	add white wine	1	1	1
NEW08_MEASURED_WHITE_WINE_BATCH	generic pictured medicinal simple	HERBAL_MEASURE_MIX_REST	2	1	6f7ff8287eddf4da9fdb	chedy	stir until evenly mixed	11	3	1
NEW08_MEASURED_WHITE_WINE_BATCH	generic pictured medicinal simple	HERBAL_MEASURE_MIX_REST	3	1	bc4f1f5c006c74a4d26d	shedy	let it stand until ready; end this instruction	12	3	1
