tuple_a	tuple_b	coassignment_stability	eligible_folds	direct_merge_folds	support_events	support_folios	held_gain_contribution	page_host_same	string_group_same	normalized_edit_diagnostic	supporting_views	counterexample_reason
T1219	T1539	0.090909091	11	0	21	17	-4.879091838	0	1	0.333333333	boundary|domain|placement	FOLD_UNSTABLE
T0583	T1499	0.090909091	11	0	9	8	-4.762429401	0	0	0.250000000	domain|placement|boundary	FOLD_UNSTABLE
T0083	T1490	0.090909091	11	0	19	16	-4.607366453	0	0	0.400000000	boundary|placement|local1	FOLD_UNSTABLE
T0752	T1539	0.090909091	11	0	23	20	-3.912345672	0	1	0.333333333	boundary|placement|domain	FOLD_UNSTABLE
T0496	T0953	0.090909091	11	0	10	10	-3.658036983	0	1	0.333333333	boundary|domain|placement	FOLD_UNSTABLE
T0126	T1188	0.090909091	11	0	30	24	-3.633877831	0	1	0.400000000	placement|domain|boundary	FOLD_UNSTABLE
T0126	T0777	0.090909091	11	0	41	28	-2.949444265	0	1	0.400000000	placement|boundary|domain	FOLD_UNSTABLE
T0777	T1169	0.090909091	11	0	39	26	-2.949444265	0	1	0.400000000	domain|boundary|placement	FOLD_UNSTABLE
T1149	T1490	0.090909091	11	0	41	27	-2.727531718	0	0	0.400000000	boundary|placement|local2	FOLD_UNSTABLE
T0968	T1490	0.090909091	11	1	9	8	-1.543313800	0	0	0.400000000	boundary|placement|domain	FOLD_UNSTABLE
T0583	T1507	0.090909091	11	0	8	7	-1.131296877	0	1	0.200000000	domain|boundary|placement	FOLD_UNSTABLE
T0645	T1490	0.090909091	11	0	15	14	-1.050988876	0	0	0.400000000	boundary|placement|local1	FOLD_UNSTABLE
T0391	T0605	0.090909091	11	0	9	8	-0.970158435	0	1	0.400000000	boundary|placement|local1	FOLD_UNSTABLE
T0605	T0937	0.090909091	11	0	9	9	-0.970158435	0	1	0.333333333	boundary|placement|domain	FOLD_UNSTABLE
T0752	T1219	0.090909091	11	0	12	11	-0.966746166	0	1	0.400000000	boundary|placement|domain	FOLD_UNSTABLE
T0777	T1662	0.090909091	11	0	38	21	-0.834071054	0	1	0.400000000	domain|placement|boundary	FOLD_UNSTABLE
T0391	T1334	0.090909091	11	0	17	15	-0.367056530	0	1	0.333333333	boundary|local2|local1	FOLD_UNSTABLE
T0937	T1334	0.090909091	11	0	17	15	-0.367056530	0	1	0.166666667	boundary|local1|local2	FOLD_UNSTABLE
T0391	T1340	0.090909091	11	0	6	6	0.000000000	0	1	0.333333333	boundary|domain|placement	FOLD_UNSTABLE
T0752	T1067	0.090909091	11	0	13	10	0.000000000	0	1	0.400000000	boundary|placement|domain	FOLD_UNSTABLE
T0879	T1340	0.090909091	11	0	5	5	0.000000000	0	1	0.333333333	boundary|placement|domain	FOLD_UNSTABLE
T0937	T1340	0.090909091	11	0	6	6	0.000000000	0	1	0.166666667	boundary|placement|domain	FOLD_UNSTABLE
T0496	T0583	0.090909091	11	0	12	11	0.049622477	0	1	0.333333333	domain|placement|boundary	FOLD_UNSTABLE
T0496	T1219	0.090909091	11	0	11	11	0.214173188	0	1	0.333333333	boundary|placement|domain	FOLD_UNSTABLE
T0168	T0391	0.090909091	11	1	8	8	0.989476337	0	1	0.400000000	boundary|placement|domain	FOLD_UNSTABLE
T0168	T0937	0.090909091	11	1	8	7	0.989476337	0	1	0.333333333	boundary|placement|domain	FOLD_UNSTABLE
T0256	T1294	0.090909091	11	0	84	28	1.066782487	0	1	0.285714286	boundary|domain|placement	FOLD_UNSTABLE
T0496	T0752	0.090909091	11	0	13	10	1.180919354	0	1	0.333333333	boundary|placement|domain	FOLD_UNSTABLE
T0256	T0794	0.090909091	11	0	145	26	2.074946689	0	1	0.285714286	boundary|placement|domain	FOLD_UNSTABLE
T0232	T0937	0.090909091	11	0	31	17	2.076952698	0	1	0.333333333	boundary|local2|local1	FOLD_UNSTABLE
T0766	T1499	0.090909091	11	0	7	6	3.123069878	0	0	0.250000000	domain|placement|boundary	FOLD_UNSTABLE
T0193	T1507	0.090909091	11	0	4	4	3.357824755	0	1	0.400000000	domain|boundary|placement	FOLD_UNSTABLE
T0213	T1127	0.090909091	11	0	28	19	4.090452299	0	1	0.400000000	boundary|domain|placement	FOLD_UNSTABLE
T0193	T0496	0.090909091	11	0	8	8	4.538744109	0	1	0.333333333	domain|placement|boundary	FOLD_UNSTABLE
T0391	T0596	0.090909091	11	0	7	7	5.493490989	0	1	0.333333333	boundary|placement|domain	FOLD_UNSTABLE
T0596	T0879	0.090909091	11	0	6	5	5.493490989	0	1	0.166666667	boundary|placement|local1	FOLD_UNSTABLE
T0596	T0937	0.090909091	11	0	7	6	5.493490989	0	1	0.333333333	boundary|domain|placement	FOLD_UNSTABLE
T0766	T1340	0.090909091	11	0	7	7	6.754202402	0	1	0.333333333	boundary|placement|local1	FOLD_UNSTABLE
T0766	T1507	0.090909091	11	0	6	6	6.754202402	0	1	0.400000000	boundary|placement|domain	FOLD_UNSTABLE
T1219	T1254	0.090909091	11	0	18	15	6.956124121	0	1	0.400000000	domain|boundary|placement	FOLD_UNSTABLE
T0126	T1210	0.090909091	11	0	239	68	7.289167334	0	1	0.500000000	boundary|placement|domain	FOLD_UNSTABLE
T0282	T0504	0.090909091	11	0	188	60	8.128652012	0	1	0.333333333	boundary|domain|placement	FOLD_UNSTABLE
T0282	T0794	0.090909091	11	0	136	29	8.615749551	0	1	0.285714286	boundary|placement|domain	FOLD_UNSTABLE
T0114	T1219	0.090909091	11	1	15	11	10.818256917	1	1	0.166666667	boundary|domain|placement	FOLD_UNSTABLE
T0391	T1405	0.090909091	11	0	10	8	11.008580551	0	1	0.400000000	boundary|domain|placement	FOLD_UNSTABLE
T0937	T1405	0.090909091	11	0	10	8	11.008580551	0	1	0.166666667	boundary|placement|local1	FOLD_UNSTABLE
T0126	T0244	0.090909091	11	0	96	56	11.615046538	0	1	0.500000000	boundary|placement|domain	FOLD_UNSTABLE
T0114	T0752	0.090909091	11	1	17	13	11.785003083	0	1	0.333333333	boundary|placement|domain	FOLD_UNSTABLE
T0007	T0571	0.090909091	11	0	32	16	13.000929034	1	0	0.250000000	boundary|placement|domain	FOLD_UNSTABLE
T0339	T0781	0.090909091	11	0	235	74	13.558005968	0	1	0.333333333	boundary|placement|domain	FOLD_UNSTABLE
T0781	T0869	0.090909091	11	0	236	72	13.830893313	0	1	0.400000000	boundary|placement|domain	FOLD_UNSTABLE
T0126	T1455	0.090909091	11	0	76	51	14.430831027	0	1	0.666666667	placement|domain|boundary	FOLD_UNSTABLE
T1169	T1455	0.090909091	11	0	74	48	14.430831027	0	1	0.500000000	domain|placement|boundary	FOLD_UNSTABLE
T0648	T0943	0.090909091	11	0	87	49	17.342906698	0	1	0.400000000	boundary|placement|domain	FOLD_UNSTABLE
T0166	T0915	0.090909091	11	0	65	31	17.828601705	0	1	0.400000000	boundary|placement|domain	FOLD_UNSTABLE
T0166	T0328	0.090909091	11	0	78	33	20.304940063	0	1	0.400000000	boundary|placement|domain	FOLD_UNSTABLE
T0007	T0602	0.090909091	11	0	52	23	21.823441775	0	1	0.333333333	boundary|domain|placement	FOLD_UNSTABLE
T0213	T0781	0.090909091	11	0	233	72	21.865510921	0	1	0.500000000	boundary|domain|placement	FOLD_UNSTABLE
T0781	T1169	0.090909091	11	0	235	75	21.865510921	0	1	0.500000000	boundary|placement|domain	FOLD_UNSTABLE
