surface	sister_surface	pair_status	sister_endpoint_before_dy	v62_class	evidence_basis	transfer_policy	v62_gloss_override_de	rationale_de
oechedy	NONE	NO_REAL_SISTER	NA	UNPAIRED_WHOLE_RETAINED	NO_NON_DY_SISTER_IN_V48	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Keine reale nicht-dy-Schwester; aktuelle Ganzform bleibt ohne Suffixexport stehen.
ofchedy	ofchey	VISIBLE_SISTER_WITHOUT_CARD	NA	UNPAIRED_WHOLE_RETAINED	SISTER_HAS_NO_INDEPENDENT_WORKING_VALUE	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Die sichtbare Schwester besitzt keinen selbständigen Arbeitswert; aktuelle Ganzform bleibt ohne Suffixexport stehen.
okchedy	okchey	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	GRID_QUALITY_PAIR	GRID_RESULTATIVE_DEFAULT	heiß-trockener Ansatz, Mittelstufe erreicht	Das Qualitätsraster kontrastiert heiß-trockene Mittelqualität mit fertiger Zustandsform.
okedy	okey	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	PAIRED_NOMINAL_CONTRAST	PAIRED_SURFACE_RESULTATIVE_DEFAULT	heißer Ansatz, Mittelstufe erreicht	Heiße Mittelqualität steht einem fertigen heißen Mittelzustand gegenüber.
olchdy	olchy	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	HEAD_PRESERVING_RESULT_CORRECTION	PAIRED_SURFACE_RESULTATIVE_DEFAULT	Holzdroge im Ansatz fertig getrocknet	Die Schwester erzwingt Holzdroge und Ansatz; dy darf weder den Kopf zu Trockenstoff noch den Zustand zum Befehl wechseln.
olkchdy	olkchy	VISIBLE_SISTER_WITHOUT_CARD	NA	UNPAIRED_WHOLE_RETAINED	SISTER_HAS_NO_INDEPENDENT_WORKING_VALUE	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Die sichtbare Schwester besitzt keinen selbständigen Arbeitswert; aktuelle Ganzform bleibt ohne Suffixexport stehen.
olkeedy	olkeey	REAL_NON_DY_SISTER	1	FIELD_END	SISTER_ALREADY_ENDPOINT	NO_DY_SEMANTIC_LOAD	Holzdrogenansatz vollständig erhitzt	Vollständig erhitzt ist bereits endpunktgebunden; dy schließt nur das Feld.
olshedy	olshey	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	HEAD_PRESERVING_RESULT_CORRECTION	PAIRED_SURFACE_RESULTATIVE_DEFAULT	bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen	Dy darf die Drogenbasis nicht in eine neue Holzdroge umbenennen.
otardy	otary	VISIBLE_SISTER_WITHOUT_CARD	NA	UNPAIRED_WHOLE_RETAINED	SISTER_HAS_NO_INDEPENDENT_WORKING_VALUE	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Die sichtbare Schwester besitzt keinen selbständigen Arbeitswert; aktuelle Ganzform bleibt ohne Suffixexport stehen.
otchdy	otchy	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	GRID_QUALITY_PAIR	GRID_RESULTATIVE_DEFAULT	kalt-trockener Ansatz, Anfangsstufe erreicht	Das Qualitätsraster kontrastiert kalt-trockene Anfangsqualität mit fertiger Zustandsform.
oteedy	oteey	REAL_NON_DY_SISTER	1	FIELD_END	SISTER_ALREADY_ENDPOINT	NO_DY_SEMANTIC_LOAD	kalter Ansatz am Ende des Grades	Die Schwester liegt bereits am Gradende; fertig wäre doppelt gesprochen.
otsheody	NONE	NO_REAL_SISTER	NA	UNPAIRED_WHOLE_RETAINED	NO_NON_DY_SISTER_IN_V48	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Keine reale nicht-dy-Schwester; aktuelle Ganzform bleibt ohne Suffixexport stehen.
qckhedy	NONE	NO_REAL_SISTER	NA	UNPAIRED_WHOLE_RETAINED	NO_NON_DY_SISTER_IN_V48	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Keine reale nicht-dy-Schwester; aktuelle Ganzformaktion bleibt ohne Suffixexport stehen.
qody	qoy	VISIBLE_SISTER_WITHOUT_CARD	NA	UNPAIRED_WHOLE_RETAINED	SISTER_HAS_NO_INDEPENDENT_WORKING_VALUE	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Qoy ist sichtbar, besitzt aber keinen selbständigen Arbeitswert; qody bleibt eine gelernte Ganzform ohne Suffixexport.
qoeedy	qoeey	REAL_NON_DY_SISTER	1	FIELD_END	SISTER_ALREADY_ENDPOINT	NO_DY_SEMANTIC_LOAD	nimm die Endportion hinzu	Die Schwester enthält Handlung und Endportion bereits vollständig; das sichtbare d ist formal kein DY und erhält keinen eigenen Bedeutungswert.
qokady	qokay	VISIBLE_SISTER_WITHOUT_CARD	NA	UNPAIRED_WHOLE_RETAINED	SISTER_HAS_NO_INDEPENDENT_WORKING_VALUE	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Die sichtbare Schwester besitzt keinen selbständigen Arbeitswert; aktuelle Ganzformaktion bleibt ohne Suffixexport stehen.
qokamdy	NONE	NO_REAL_SISTER	NA	UNPAIRED_WHOLE_RETAINED	NO_NON_DY_SISTER_IN_V48	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Keine reale nicht-dy-Schwester; aktuelle Ganzformaktion bleibt ohne Suffixexport stehen.
qokchdy	qokchy	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	GRID_QUALITY_PAIR	GRID_RESULTATIVE_DEFAULT	heiß-trockene Anfangsstufe erreicht	Das Qualitätsraster kontrastiert heiß-trockene Anfangsqualität mit fertiger Zustandsform.
qokchedy	qokchey	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	GRID_QUALITY_PAIR	GRID_RESULTATIVE_DEFAULT	heiß-trockene Mittelstufe erreicht	Das Qualitätsraster kontrastiert heiß-trockene Mittelqualität mit fertiger Zustandsform.
qokedy	qokey	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	PAIRED_NOMINAL_CONTRAST	PAIRED_SURFACE_RESULTATIVE_DEFAULT	heiße Mittelstufe erreicht	Heiße Mittelqualität steht einer fertigen heißen Mittelstufe gegenüber.
qokeedy	qokeey	REAL_NON_DY_SISTER	1	FIELD_END	SISTER_ALREADY_ENDPOINT	NO_DY_SEMANTIC_LOAD	heiß am Ende des Grades	Die Schwester liegt bereits am Gradende; fertig wäre doppelt gesprochen.
qolsheedy	qolsheey	REAL_NON_DY_SISTER	1	FIELD_END	SISTER_ALREADY_ENDPOINT	NO_DY_SEMANTIC_LOAD	vollständig eingeweichten Drogenstoff zugeben und abschließen	Die Schwester schreibt bereits Zugeben und Abschluss; die dy-Form erhält keinen zusätzlichen Endpunktwert.
qopchdy	qopchy	VISIBLE_SISTER_WITHOUT_CARD	NA	UNPAIRED_WHOLE_RETAINED	SISTER_HAS_NO_INDEPENDENT_WORKING_VALUE	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Die sichtbare Schwester besitzt keinen selbständigen Arbeitswert; aktuelle Ganzformaktion bleibt ohne Suffixexport stehen.
qotchody	NONE	NO_REAL_SISTER	NA	UNPAIRED_WHOLE_RETAINED	NO_NON_DY_SISTER_IN_V48	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Keine reale nicht-dy-Schwester; aktuelle Ganzformaktion bleibt ohne Suffixexport stehen.
qotchedy	qotchey	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	GRID_QUALITY_PAIR	GRID_RESULTATIVE_DEFAULT	kalt-trockene Mittelstufe erreicht	Das Qualitätsraster kontrastiert kalt-trockene Mittelqualität mit fertiger Zustandsform.
shdy	shy	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	PAIRED_NOMINAL_CONTRAST	PAIRED_SURFACE_RESULTATIVE_DEFAULT	feuchte Anfangsstufe erreicht	Offene Feucht-Anfangsqualität steht der erreichten feuchten Anfangsstufe gegenüber.
sheedy	sheey	REAL_NON_DY_SISTER	1	FIELD_END	SISTER_ALREADY_ENDPOINT	NO_DY_SEMANTIC_LOAD	feucht am Ende des Grades	Die Schwester liegt bereits am Gradende; fertig wäre doppelt gesprochen.
sheody	sheoy	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	HEAD_PRESERVING_RESULT_CORRECTION	PAIRED_SURFACE_RESULTATIVE_DEFAULT	feucht angesetzte Zubereitung auf Anfangsstufe, abgeschlossen	Stoffkopf und Anfangsstufe der Schwester bleiben erhalten.
solchedy	solchey	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	HEAD_PRESERVING_RESULT_CORRECTION	PAIRED_SURFACE_RESULTATIVE_DEFAULT	bis zur Mittelstufe fertig getrockneter Saatgutansatz	Dy darf den Saatgutansatz nicht in einen neuen Saatgutstoff umbenennen.
tchdy	tchy	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	GRID_QUALITY_PAIR	GRID_RESULTATIVE_DEFAULT	kalt-trockene Anfangsstufe erreicht	Das Qualitätsraster kontrastiert kalt-trockene Anfangsqualität mit fertiger Zustandsform.
tchedy	tchey	REAL_NON_DY_SISTER	0	RESULT_PARTICIPLE	GRID_QUALITY_PAIR	GRID_RESULTATIVE_DEFAULT	kalt-trockene Mittelstufe erreicht	Das Qualitätsraster kontrastiert kalt-trockene Mittelqualität mit fertiger Zustandsform.
tcheody	NONE	NO_REAL_SISTER	NA	UNPAIRED_WHOLE_RETAINED	NO_NON_DY_SISTER_IN_V48	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Keine reale nicht-dy-Schwester; aktuelle Ganzformaktion bleibt ohne Suffixexport stehen.
teeedy	NONE	NO_REAL_SISTER	NA	UNPAIRED_WHOLE_RETAINED	NO_NON_DY_SISTER_IN_V48	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Keine reale nicht-dy-Schwester; aktuelle Ganzform bleibt ohne Suffixexport stehen.
ychedy	ychey	REAL_NON_DY_SISTER	1	RESULT_PARTICIPLE	INHERITED_TARGET_RESULT_PLUS_ACTION_SISTER	PAIRED_SURFACE_RESULTATIVE_DEFAULT	bis zur Mittelstufe getrocknet und abgeschlossen	Der bisherige Zielwert ist nominal, die Schwester liefert Trocknung und Abschluss; dieser einzige mechanische Regeloverride bleibt ein In-Sample-Ganzwortentscheid, nicht eine gehaltene Prognose.
ycheedy	ycheey	REAL_NON_DY_SISTER	1	FIELD_END	SISTER_ALREADY_ENDPOINT	NO_DY_SEMANTIC_LOAD	hiervon bis zur Endstufe trocknen	Die Schwester reicht bereits bis zur Endstufe; die dy-Form erhält keinen zusätzlichen Endpunktwert.
ypcheddy	ypchedy	NESTED_DY_SISTER_EXCLUDED	NA	UNPAIRED_WHOLE_RETAINED	NESTED_DY_DOES_NOT_ISOLATE_ENDING	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Die scheinbare Schwester endet selbst auf dy und isoliert daher keine dy/y-Alternation.
ytedy	ytey	REAL_NON_DY_SISTER	1	FIELD_END	SISTER_ALREADY_ENDPOINT	NO_DY_SEMANTIC_LOAD	hiervon bis zur Mittelstufe abkühlen und abschließen	Die Schwester enthält bereits Abkühlung bis Mittelstufe und Abschluss; die dy-Form erhält keinen zusätzlichen Endpunktwert.
yteedy	yteey	REAL_NON_DY_SISTER	1	FIELD_END	SISTER_ALREADY_ENDPOINT	NO_DY_SEMANTIC_LOAD	hiervon bis zur Endstufe abkühlen	Die Schwester reicht bereits bis zur Endstufe; die dy-Form erhält keinen zusätzlichen Endpunktwert.
yteody	NONE	NO_REAL_SISTER	NA	UNPAIRED_WHOLE_RETAINED	NO_NON_DY_SISTER_IN_V48	WHOLE_ONLY_NO_PAIR_EXPORT	KEEP_V60	Keine reale nicht-dy-Schwester; aktuelle Ganzform bleibt ohne Suffixexport stehen.
