event_id	page	record	statement_id	statement_ordinal	surface	component_parse	event_role	atomic_card_value_de	source_action_de	revised_event_reading_de	meaning_preserved	macro_id	natural_complete_statement_de	event_retained_in_full_sequence	owner_object_class	owner_specialized_statement_de	event_retained	previous_owner_object_class	corrected_owner_object_class	modifier_channels	portable_object_tags	owner_class_changed	biological_cell_slots	schema_binding_complete
E111	f81v	B1	B1-S002	10	rol	R+OL	ACTION	fortsetzen den laufenden Posten abkühlen	abkühlen lassen	abkühlen lassen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	NONE	WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5|BS6	YES
E112	f81v	B1	B1-S002	11	dl	L	ACTION	leiten	führen	führen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	NONE	WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5|BS6	YES
E113	f81v	B1	B1-S002	12	olor	OL+OR	ARGUMENT_OR_STATE	fortsetzen · Ansatz	NON_ACTION_CONTRIBUTION	fortsetzen · Ansatz	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	PREPARATION	PREPARATION_BATCH|WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5|BS6	YES
E114	f81v	B1	B1-S002	13	ol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	NONE	WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5|BS6	YES
E115	f81v	B1	B1-S002	14	sheckhal	SH+E+CKH+AL	ACTION	den laufenden Posten an bezeichnete Stelle durch Durchlass kurz halten	zurückhalten	zurückhalten	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	TARGET|PASSAGE|GRADE	WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5|BS6	YES
E116	f81v	B1	B1-S002	15	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	MEASURE	MEASURED_PORTION|WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5|BS6	YES
E117	f81v	B1	B1-S002	16	qokeedal	OK+EE+AL	ACTION	den laufenden Posten an bezeichnete Stelle länger ansetzen	anlegen	anlegen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	TARGET|GRADE	WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5|BS6	YES
E118	f81v	B1	B1-S002	17	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	MEASURE	MEASURED_PORTION|WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5|BS6	YES
E119	f81v	B1	B1-S002	18	chckhy	CKH+Y	ARGUMENT_OR_STATE	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Durchlass · dieser Posten	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	PASSAGE	WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5|BS6	YES
E120	f81v	B1	B1-S002	19	schedy	CHD+DY	ACTION	überführen und den Schritt schließen	durchleiten	durchleiten	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	NONE	WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5|BS6	YES
E121	f81v	B1	B1-S003	1	qol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei dem gemeinsamen Becken: halten + zugeben + überführen. Angaben: fortsetzen.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: halten + zugeben + überführen. Angaben: fortsetzen.	YES	BASIN_LIQUID	BASIN_LIQUID	NONE	WORKING_LIQUID	NO	BS1|BS3|BS4|BS5|BS6	YES
E122	f81v	B1	B1-S003	2	sshkchdy	SH+K+CHD+DY	ACTION	den laufenden Posten halten und zuführen und umsetzen; Schritt schließen	halten + zugeben + überführen	halten + zugeben + überführen	YES	NONE	Bei dem gemeinsamen Becken: halten + zugeben + überführen. Angaben: fortsetzen.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: halten + zugeben + überführen. Angaben: fortsetzen.	YES	BASIN_LIQUID	BASIN_LIQUID	NONE	WORKING_LIQUID	NO	BS1|BS3|BS4|BS5|BS6	YES
E123	f81v	B1	B1-S004	1	chedy	CHD+Y	ACTION	den aktuellen Posten umsetzen	umsetzen	umschöpfen	YES	WM14	Am gemeinsamen Becken: Weiterführen, auffangen oder absetzen und abschließen. Vollfolge: umschöpfen → absetzen lassen. Angaben: fortsetzen.	YES	BASIN_LIQUID	Führe die Bad- oder Beckenflüssigkeit weiter, fange sie oder ihn auf, lass absetzen und schließe den Schritt. Vollfolge: umschöpfen → absetzen lassen.	YES	BASIN_LIQUID	BASIN_LIQUID	NONE	WORKING_LIQUID	NO	BS1|BS3|BS4|BS5|BS6	YES
E124	f81v	B1	B1-S004	2	ol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	WM14	Am gemeinsamen Becken: Weiterführen, auffangen oder absetzen und abschließen. Vollfolge: umschöpfen → absetzen lassen. Angaben: fortsetzen.	YES	BASIN_LIQUID	Führe die Bad- oder Beckenflüssigkeit weiter, fange sie oder ihn auf, lass absetzen und schließe den Schritt. Vollfolge: umschöpfen → absetzen lassen.	YES	BASIN_LIQUID	BASIN_LIQUID	NONE	WORKING_LIQUID	NO	BS1|BS3|BS4|BS5|BS6	YES
E125	f81v	B1	B1-S004	3	shedy	SHED+DY	ACTION	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	YES	WM14	Am gemeinsamen Becken: Weiterführen, auffangen oder absetzen und abschließen. Vollfolge: umschöpfen → absetzen lassen. Angaben: fortsetzen.	YES	BASIN_LIQUID	Führe die Bad- oder Beckenflüssigkeit weiter, fange sie oder ihn auf, lass absetzen und schließe den Schritt. Vollfolge: umschöpfen → absetzen lassen.	YES	BASIN_LIQUID	BASIN_LIQUID	SETTLE	WORKING_LIQUID	NO	BS1|BS3|BS4|BS5|BS6	YES
E126	f81v	B1	B1-S005	1	qolchedy	OL+CHD+DY	ACTION	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	in die nächste Station weitergeben	YES	WM01	Am gemeinsamen Becken: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: in die nächste Station weitergeben.	YES	BASIN_LIQUID	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.	YES	BASIN_LIQUID	BASIN_LIQUID	NONE	WORKING_LIQUID	NO	BS1|BS3|BS5|BS6	YES
E127	f81v	B1	B1-S006	1	qokain	OK+AIN	ACTION	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	YES	NONE	Bei dem gemeinsamen Becken: eine Portion einfüllen; dann durchleiten; dann abkühlen lassen. Angaben: Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: eine abgemessene Portion der Beckenflüssigkeit einfüllen; dann durchleiten; dann abkühlen lassen. Angaben: Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	PORTION	MEASURED_PORTION|WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5	YES
E128	f81v	B1	B1-S006	2	shckhy	CKH+Y	ARGUMENT_OR_STATE	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Durchlass · dieser Posten	YES	NONE	Bei dem gemeinsamen Becken: eine Portion einfüllen; dann durchleiten; dann abkühlen lassen. Angaben: Durchlass · dieser Posten.	YES	BASIN_LIQUID	Bei dem gemeinsamen Becken: eine abgemessene Portion der Beckenflüssigkeit einfüllen; dann durchleiten; dann abkühlen lassen. Angaben: Durchlass · dieser Posten.	YES	BASIN_LIQUID	BASIN_LIQUID	PASSAGE	WORKING_LIQUID	NO	BS1|BS2|BS3|BS4|BS5	YES
