statement_id	page	record	owner_object_class	cell_slots	modifier_channels	phase_signature	input_object	output_object	committed	complete_reading_de
B1-S011	f81v	B1	BASIN_LIQUID	BS1|BS3|BS5	PASSAGE	ROUTE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	NO	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station. Vollfolge: einleiten.
B1-S012	f81v	B1	BASIN_LIQUID	BS1|BS4|BS5|BS6	GRADE	WASH>HOLD>WASH>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Bei dem gemeinsamen Becken: waschen; dann wirken lassen; dann durchwaschen.
B1-S013	f81v	B1	BASIN_LIQUID	BS1|BS4|BS5|BS6	GRADE	WASH>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Bei dem gemeinsamen Becken: durchwaschen.
B1-S014	f81v	B1	BASIN_LIQUID	BS1|BS3|BS4|BS5	SOURCE|TARGET	ROUTE>SETTLE>ROUTE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	NO	Bei dem gemeinsamen Becken: umschöpfen; dann auffangen; dann hinleiten + umfüllen. Angaben: fortsetzen | danach · von dort.
B1-S015	f81v	B1	BASIN_LIQUID	BS1|BS3|BS4|BS5|BS6	GRADE	ROUTE>MEASURE_CHARGE>ROUTE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Übernimm die Bad- oder Beckenflüssigkeit, gib eine abgemessene Portion der Beckenflüssigkeit zu, führe weiter und schließe den Schritt. Vollfolge: übertragen → einsetzen + überführen.
B1-S016	f81v	B1	BASIN_LIQUID	BS1|BS3|BS4|BS5|BS6	GRADE|SETTLE|TARGET	APPLY>HOLD>SETTLE>CLOSE	WORKING_LIQUID	APPLICATION_CHARGE	YES	Bei dem gemeinsamen Becken: anlegen; dann wirken lassen; dann absetzen lassen. Angaben: fortsetzen.
B1-S017	f81v	B1	BASIN_LIQUID	BS1|BS3|BS4|BS5|BS6	GRADE|TARGET	ROUTE>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: umfüllen.
B1-S018	f81v	B1	BASIN_LIQUID	BS1|BS2|BS3|BS4|BS5|BS6	GRADE|STAGE	ROUTE>HOLD>SETTLE>HOLD>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Bei dem gemeinsamen Becken: führen; dann stehen lassen; dann auffangen und stehen lassen. Angaben: Arbeitsgang · Sollstufe.
B1-S019	f81v	B1	BASIN_LIQUID	BS1|BS4|BS5|BS6	SETTLE	SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Lass die Bad- oder Beckenflüssigkeit ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: absetzen lassen.
B1-S020	f81v	B1	BASIN_LIQUID	BS1|BS3|BS4|BS5|BS6	GRADE|HEAT|PASSAGE	HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Lass die Bad- oder Beckenflüssigkeit einwirken oder stehen; schließe danach den Schritt. Vollfolge: warm halten → zurückhalten.
B1-S021	f81v	B1	BASIN_LIQUID	BS1|BS3	TARGET	STATE_ONLY	WORKING_LIQUID	WORKING_LIQUID	NO	Bei dem gemeinsamen Becken: die gelernte Zustands- und Adressfolge setzen. Angaben: bezeichnete Stelle.
B2-S001	f82r	B2	BASIN_LIQUID	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.
B2-S002	f82r	B2	BASIN_LIQUID	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.
B2-S003	f82r	B2	BASIN_LIQUID	BS1|BS2|BS4|BS5|BS6	GRADE|PORTION	MEASURE_CHARGE>HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Fülle eine abgemessene Portion der Beckenflüssigkeit ein, lass sie einwirken und schließe den Schritt. Vollfolge: eine abgemessene Portion der Beckenflüssigkeit einfüllen → einwirken lassen.
B2-S004	f82r	B2	BASIN_LIQUID	BS1|BS3|BS4|BS5|BS6	GRADE|PASSAGE|TARGET	APPLY>ROUTE>SPECIALIST>HOLD>ROUTE>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Bei dem oberen Beckenpaar: anlegen; dann durchleiten; dann führen + umsetzen; dann wirken lassen; dann durchleiten.
B2-S005	f82r	B2	BASIN_LIQUID	BS1|BS2|BS3|BS4|BS5|BS6	GRADE|HEAT|MEASURE|PASSAGE|READY|TARGET	APPLY>SETTLE>ROUTE>HOLD>ROUTE>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Bei dem oberen Beckenpaar: anlegen; dann bis zum Maß auffangen; dann einleiten; dann einleiten; dann warm halten; dann abführen. Angaben: Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen.
B2-S006	f82r	B2	BASIN_LIQUID	BS1|BS3|BS4|BS5	GRADE|PASSAGE|TARGET	APPLY>HOLD>MEASURE_CHARGE	WORKING_LIQUID	WORKING_LIQUID	NO	Bei dem oberen Beckenpaar: anlegen; dann zurückhalten; dann die Bad- oder Beckenflüssigkeit einsetzen. Angaben: danach · länger · dieser Posten.
B2-S007	f82r	B2	HAND_DEVICE_LIQUID	BS1|BS4|BS5|BS6	GRADE	SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Lass die Arbeitsflüssigkeit im Handgerät ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: ruhen lassen.
B2-S008	f82r	B2	HAND_DEVICE_LIQUID	BS1|BS2|BS3|BS4|BS5|BS6	MEASURE|SETTLE|SOURCE	MEASURE_CHARGE>SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Beschicke mit eine abgemessene Portion der Arbeitsflüssigkeit, lass den Inhalt absetzen und schließe den Schritt. Vollfolge: aus der bezeichneten Quelle beschicken → absetzen lassen.
B2-S009	f82r	B2	HAND_DEVICE_LIQUID	BS1|BS4|BS5|BS6	GRADE	SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Lass die Arbeitsflüssigkeit im Handgerät ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: ruhen lassen.
B2-S010	f82r	B2	HAND_DEVICE_LIQUID	BS1|BS4|BS5	GRADE	HOLD>MEASURE_CHARGE>HOLD	WORKING_LIQUID	WORKING_LIQUID	NO	Bei dem mittleren Handgerät: wirken lassen; dann die Arbeitsflüssigkeit im Handgerät einsetzen; dann stehen lassen. Angaben: weiter.
B2-S011	f82r	B2	UNCLEAR_WORK_PORTION	BS1|BS2|BS3|BS4|BS5|BS6	GRADE|PORTION|SOURCE	MEASURE_CHARGE>HOLD>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Fülle eine abgemessene Arbeitsportion ein, lass sie einwirken und schließe den Schritt. Vollfolge: eine abgemessene Arbeitsportion einfüllen → eine abgemessene Arbeitsportion einfüllen → einwirken lassen.
B2-S012	f82r	B2	UNCLEAR_WORK_PORTION	BS1|BS2|BS3|BS4|BS5|BS6	GRADE|MEASURE|READY	ROUTE>MATERIAL_PREP>HOLD>ROUTE>MEASURE_CHARGE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Bei der mittleren rechten Station: führen + abnehmen; dann stehen lassen; dann wirken lassen; dann führen; dann vollständig beschicken und abschließen. Angaben: bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten.
B2-S013	f82r	B2	BASIN_LIQUID	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.
B2-S014	f82r	B2	BASIN_LIQUID	BS1|BS3|BS5	SOURCE	ROUTE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	NO	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station. Vollfolge: ableiten.
B2-S015	f82r	B2	TECHNICAL_STATION_LIQUID	BS1|BS4|BS5|BS6	GRADE	HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Lass die Flüssigkeit dieser Station einwirken oder stehen; schließe danach den Schritt. Vollfolge: stehen lassen → einwirken lassen.
B2-S016	f82r	B2	TECHNICAL_STATION_LIQUID	BS1|BS2|BS3|BS4|BS5|BS6	GRADE|MEASURE|SOURCE|TARGET	ROUTE>MATERIAL_PREP>MEASURE_CHARGE>HOLD>MEASURE_CHARGE>ROUTE>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Bei den kleinen Randstationen: ableiten + umfüllen; dann abnehmen + abteilen; dann bis zum Sollmaß beschicken; dann wirken lassen; dann einfüllen + überführen. Angaben: bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten.
B2-S017	f82r	B2	TECHNICAL_STATION_LIQUID	BS1|BS3|BS4|BS5|BS6	GRADE|TARGET	THERMAL>SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Temperiere die Flüssigkeit dieser Station, lass ruhen oder absetzen und schließe den Schritt. Vollfolge: abkühlen lassen + ruhen lassen.
B2-S018	f82r	B2	TECHNICAL_STATION_LIQUID	BS1|BS4|BS5|BS6	GRADE	HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Lass die Flüssigkeit dieser Station einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.
B2-S019	f82r	B2	TECHNICAL_STATION_LIQUID	BS1|BS4|BS5|BS6	SETTLE	THERMAL>SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Temperiere die Flüssigkeit dieser Station, lass ruhen oder absetzen und schließe den Schritt. Vollfolge: auskühlen lassen + absetzen lassen.
B2-S020	f82r	B2	TECHNICAL_STATION_LIQUID	BS1|BS4|BS6	GRADE	CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Schließe den laufenden Arbeitsschritt für die Flüssigkeit dieser Station. Vollfolge: NO_EXPLICIT_ACTION_CARD.
B2-S021	f82r	B2	TECHNICAL_STATION_LIQUID	BS1|BS4|BS5|BS6	GRADE	HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Lass die Flüssigkeit dieser Station einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.
B2-S022	f82r	B2	TECHNICAL_STATION_LIQUID	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	WORKING_LIQUID	TARGETED_TRANSFER_PORTION	YES	Führe die Flüssigkeit dieser Station zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.
B3-S001	f83r	B3	TECHNICAL_STATION_LIQUID	BS1|BS4|BS5|BS6	GRADE	SETTLE>HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Bei der oberen Fächerstation: auffangen und stehen lassen.
B3-S002	f83r	B3	TECHNICAL_STATION_LIQUID	BS1|BS3|BS4|BS5|BS6	GRADE|HEAT|TARGET	THERMAL>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Bei der oberen Fächerstation: anwärmen. Angaben: danach · bezeichnete Stelle.
B3-S003	f83r	B3	TECHNICAL_STATION_LIQUID	BS1|BS2|BS3|BS5|BS6	MEASURE	ROUTE>MEASURE_CHARGE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	YES	Bei der oberen Fächerstation: abführen + abmessen und umsetzen. Angaben: dieser Posten | vorgeschriebenes Maß | dieser Posten.
B3-S004	f83r	B3	TECHNICAL_STATION_LIQUID	BS1|BS2|BS3|BS5	MEASURE|SOURCE|TARGET	MEASURE_CHARGE	WORKING_LIQUID	WORKING_LIQUID	NO	Fülle eine abgemessene Portion der Stationsflüssigkeit ein. Vollfolge: bis zum Sollmaß beschicken.
B3-S005	f83r	B3	VESSEL_PREPARATION	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	PREPARATION_BATCH	TARGETED_TRANSFER_PORTION	YES	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: umfüllen.
B3-S006	f83r	B3	VESSEL_PREPARATION	BS1|BS3|BS5|BS6	TARGET	ROUTE>APPLY>ROUTE>CLOSE	PREPARATION_BATCH	TARGETED_TRANSFER_PORTION	YES	Bei dem runden Gefäß: umschöpfen; dann anlegen; dann in die nächste Station weitergeben.
B3-S007	f83r	B3	VESSEL_PREPARATION	BS1|BS2|BS3|BS4|BS5|BS6	GRADE|MEASURE	MEASURE_CHARGE>ROUTE>HOLD>CLOSE	PREPARATION_BATCH	TARGETED_TRANSFER_PORTION	YES	Bei dem runden Gefäß: bis zum Sollmaß beschicken; dann umschöpfen; dann einwirken lassen.
B3-S008	f83r	B3	VESSEL_PREPARATION	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	PREPARATION_BATCH	TARGETED_TRANSFER_PORTION	YES	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.
B3-S009	f83r	B3	VESSEL_PREPARATION	BS1|BS5	NONE	MEASURE_CHARGE	PREPARATION_BATCH	PREPARATION_BATCH	NO	Fülle eine abgemessene Portion des Ansatzes ein. Vollfolge: den Ansatz im Gefäß einsetzen.
B3-S010	f83r	B3	VESSEL_PREPARATION	BS1|BS3|BS4|BS5|BS6	GRADE|TARGET	MEASURE_CHARGE>ROUTE>CLOSE	PREPARATION_BATCH	TARGETED_TRANSFER_PORTION	YES	Fülle eine abgemessene Portion des Ansatzes ein, führe sie weiter und schließe den Schritt. Vollfolge: einfüllen + umfüllen.
B3-S011	f83r	B3	VESSEL_PREPARATION	BS1|BS3|BS4|BS5	GRADE|READY|SOURCE	HOLD>SPECIALIST>MEASURE_CHARGE>ROUTE	PREPARATION_BATCH	TARGETED_TRANSFER_PORTION	NO	Bei dem korbartigen Gefäß: halten + umsetzen; dann den Ansatz im Gefäß einsetzen; dann umschöpfen. Angaben: von dort · dieser Posten.
B3-S012	f83r	B3	VESSEL_PREPARATION	BS1|BS4|BS5|BS6	PREPARATION|SETTLE	SETTLE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Lass den Ansatz im Gefäß ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: absetzen lassen.
B3-S013	f83r	B3	VESSEL_PREPARATION	BS1|BS2|BS4|BS5|BS6	GRADE|MEASURE|PORTION|READY	MEASURE_CHARGE>HOLD>CLOSE	PREPARATION_BATCH	PREPARATION_BATCH	YES	Fülle eine abgemessene Portion des Ansatzes ein, lass sie einwirken und schließe den Schritt. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → einwirken lassen.
B3-S014	f83r	B3	VESSEL_PREPARATION	BS1|BS3|BS4|BS5|BS6	FLOW_LIQUID|GRADE	ROUTE>SETTLE>CLOSE	PREPARATION_BATCH	TARGETED_TRANSFER_PORTION	YES	Führe den Ansatz im Gefäß weiter, fange sie oder ihn auf, lass absetzen und schließe den Schritt. Vollfolge: einleiten → ruhen lassen.
B3-S015	f83r	B3	VESSEL_PREPARATION	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	PREPARATION_BATCH	TARGETED_TRANSFER_PORTION	YES	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.
B3-S016	f83r	B3	VESSEL_PREPARATION	BS1|BS3|BS5|BS6	NONE	ROUTE>MEASURE_CHARGE>ROUTE>CLOSE	PREPARATION_BATCH	TARGETED_TRANSFER_PORTION	YES	Übernimm den Ansatz im Gefäß, gib eine abgemessene Portion des Ansatzes zu, führe weiter und schließe den Schritt. Vollfolge: führen → einsetzen + überführen.
B3-S017	f83r	B3	SEPARATE_PORTION	BS1|BS4|BS5|BS6	GRADE	HOLD>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Lass die getrennt geführte Portion einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.
B3-S018	f83r	B3	SEPARATE_PORTION	BS1|BS4|BS5|BS6	SETTLE	SETTLE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Lass die getrennt geführte Portion ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: absetzen lassen.
B3-S019	f83r	B3	SEPARATE_PORTION	BS1|BS4|BS5|BS6	GRADE	HOLD>SETTLE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Lass die getrennt geführte Portion einwirken, dann absetzen, und schließe den Schritt. Vollfolge: einwirken lassen + ruhen lassen.
B3-S020	f83r	B3	SEPARATE_PORTION	BS1|BS3|BS5|BS6	TARGET	ROUTE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: hinleiten + umfüllen.
B3-S021	f83r	B3	SEPARATE_PORTION	BS1|BS2|BS3|BS4|BS5|BS6	GRADE|MEASURE|READY|SETTLE|TARGET	MEASURE_CHARGE>SETTLE>HOLD>ROUTE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Bei dem getrennten Zwischenbereich: bis zum Sollmaß beschicken; dann ablagern; dann stehen lassen; dann umfüllen. Angaben: bereit · dieser Posten | bezeichnete Stelle | dieser Posten | vorgeschriebenes Maß | dieser Posten | bezeichnete Stelle | bereit · dieser Posten.
B3-S022	f83r	B3	SEPARATE_PORTION	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.
B3-S023	f83r	B3	SEPARATE_PORTION	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.
B3-S024	f83r	B3	SEPARATE_PORTION	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.
B3-S025	f83r	B3	SEPARATE_PORTION	BS1|BS3|BS5|BS6	NONE	MEASURE_CHARGE>ROUTE>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Fülle eine weitere abgemessene Portion ein, führe sie weiter und schließe den Schritt. Vollfolge: einsetzen + überführen.
B3-S026	f83r	B3	SEPARATE_PORTION	BS1|BS2|BS3|BS4|BS5|BS6	GRADE|MEASURE|PORTION|PREPARATION|READY|SOURCE|TARGET	ROUTE>MEASURE_CHARGE>THERMAL>SETTLE>HOLD>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	YES	Bei dem getrennten Zwischenbereich: ableiten; dann umschöpfen; dann eine weitere abgemessene Portion einfüllen; dann abkühlen lassen; dann auffangen und stehen lassen. Angaben: länger · von dort | bereit · dieser Posten.
B3-S027	f83r	B3	FIGURE_APPLICATION	BS1|BS4|BS6	GRADE	CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Schließe den laufenden Arbeitsschritt für die Anwendung am Figurenpaar. Vollfolge: NO_EXPLICIT_ACTION_CARD.
B3-S028	f83r	B3	FIGURE_APPLICATION	BS1|BS4|BS5|BS6	GRADE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: wirken lassen → einwirken lassen.
B3-S029	f83r	B3	FIGURE_APPLICATION	BS1|BS4|BS5|BS6	GRADE	MEASURE_CHARGE>HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Fülle eine abgemessene Portion für die Anwendung ein, lass sie einwirken und schließe den Schritt. Vollfolge: eintragen → einwirken lassen.
B3-S030	f83r	B3	FIGURE_APPLICATION	BS1|BS2|BS3|BS5|BS6	FLOW_LIQUID|MEASURE	MEASURE_CHARGE>ROUTE>CLOSE	APPLICATION_CHARGE	TARGETED_TRANSFER_PORTION	YES	Fülle eine abgemessene Portion für die Anwendung ein, führe sie weiter und schließe den Schritt. Vollfolge: die Anwendung am Figurenpaar einsetzen → durchleiten → in die nächste Station weitergeben.
B3-S031	f83r	B3	FIGURE_APPLICATION	BS1|BS4|BS5|BS6	GRADE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.
B3-S032	f83r	B3	FIGURE_APPLICATION	BS1|BS2|BS4|BS5|BS6	GRADE|MEASURE|PORTION	MEASURE_CHARGE>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Beschicke bis zum Sollmaß mit eine abgemessene Portion für die Anwendung und schließe den Schritt. Vollfolge: abmessen und umsetzen → abmessen und umsetzen.
B3-S033	f83r	B3	FIGURE_APPLICATION	BS1|BS3|BS5|BS6	NONE	ROUTE>CLOSE	APPLICATION_CHARGE	TARGETED_TRANSFER_PORTION	YES	Führe die Anwendung am Figurenpaar zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen.
B3-S034	f83r	B3	FIGURE_APPLICATION	BS1|BS2|BS3|BS4|BS5|BS6	MEASURE|READY|SETTLE|STAGE|TARGET	MEASURE_CHARGE>SETTLE>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Beschicke mit eine abgemessene Portion für die Anwendung, lass den Inhalt absetzen und schließe den Schritt. Vollfolge: eintragen → ablagern.
B4-S001	f83r	B4	FIGURE_APPLICATION	BS1|BS4|BS5|BS6	GRADE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.
B4-S002	f83r	B4	FIGURE_APPLICATION	BS1|BS4|BS5|BS6	GRADE	HOLD>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: wirken lassen → einwirken lassen.
B4-S003	f83r	B4	FIGURE_APPLICATION	BS1|BS3|BS4|BS5|BS6	GRADE|SETTLE|TARGET	ROUTE>APPLY>MEASURE_CHARGE>SETTLE>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Bei dem Figurenpaar in B4: umschöpfen; dann anlegen; dann die Anwendung am Figurenpaar einsetzen; dann absetzen lassen. Angaben: danach · bezeichnete Stelle | danach · dieser Posten | fortsetzen.
B4-S004	f83r	B4	FIGURE_APPLICATION	BS1|BS3|BS5|BS6	NONE	MEASURE_CHARGE>APPLY>CLOSE	APPLICATION_CHARGE	APPLICATION_CHARGE	YES	Bei dem Figurenpaar in B4: einsetzen + festbinden.
