page	locus	section	language	hand	token_count	new_v50_positions	new_v51_positions	new_v52_positions	new_v53_positions	residual_unknown_positions	assigned_fraction	complete	action_positions	action_ordinals	action_surfaces	line_mode	v53_target_surfaces	remaining_unknown_surfaces	zl3b_line	literal_token_glosses_de	aligned_line_de	practical_translation_de	review_note
f112r	f112r.36	S	B	3	6	1	1	0	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	sain ol checkhy olchain okeey olam	Saatgut, Typ/Charge II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockenes Arzneikompositum am Gradanfang | Holzdrogenansatz, trocken auf Stufe II | heißer Ansatz am Ende des Grades | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	Saatgut, Charge II · Ansatz/Gut · trockenes Arzneikompositum, Anfangsstufe · Holzdrogenansatz, trocken auf Stufe II · heißer Ansatz, Endstufe · ein Maß Ansatz-/Drogenmaterial.	Saatgut, Charge II · Ansatz/Gut · trockenes Arzneikompositum, Anfangsstufe · Holzdrogenansatz, trocken auf Stufe II · heißer Ansatz, Endstufe · ein Maß Ansatz-/Drogenmaterial.	GDT677 closes olchain; Zwischen trockenem Kompositum und heißem Endansatz ein abgestufter trockener Zwischenansatz.
f112v	f112v.10	S	B	3	4	1	0	0	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	dain sheey okchedy oror	Grad-/Maßwert II | feucht am Ende des Grades | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | zwei Portionen	Grad/Maß II · feucht, Endstufe · heiß-trockener Ansatz, Mittelstufe, abgeschlossen · zwei Portionen.	Grad/Maß II · feucht, Endstufe · heiß-trockener Ansatz, Mittelstufe, abgeschlossen · zwei Portionen.	HOLD: vollständiges Zustands- und Mengenlabel; oror passt ohne Zusatzannahme.
f113v	f113v.12	S	B	3	5	1	0	2	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	solchedy otsheody arl olchey oror	getrockneter Samen/Saatgutstoff/-ansatz | kalt angefeuchteter Ansatz, abgeschlossen | erste Holzdrogenfraktion | Holzdrogenansatz, bis Mittelstufe getrocknet | zwei Portionen	Getrockneter Samen-/Saatgutansatz · kalt angefeuchteter Ansatz, abgeschlossen · erste Holzdrogenfraktion · Holzdrogenansatz, bis Mittelstufe getrocknet · zwei Portionen.	Getrockneter Saatgutansatz; kalt angefeuchteter Ansatz, abgeschlossen; erste Holzdrogenfraktion; bis zur Mittelstufe getrockneter Holzdrogenansatz — zwei Portionen.	Both new cards are nominal preparation results and oror remains the final quantity.
f113v	f113v.17	S	B	3	7	1	0	0	3	0	1.000000	1	1	7	yteeeor	MIXED_RECORD	saraiin|cthororaiin|yteeeor	NONE	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor	drei Teile der ersten Samenfraktion | feucht in der Mitte des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | heiß, Grad III, im Ansatzrahmen | drei Portionen Blatt- oder Krautdroge | hiervon eine Portion bis zur letzten Stufe abkühlen	drei Teile der ersten Samenfraktion · feucht, Mittelstufe, abgeschlossen · trocken gebundenes Drogenholz, Form II · erste erhitzte Drogenfraktion im Ansatz · heiß, Grad III, im Ansatz · drei Portionen Blatt- oder Krautdroge · hiervon eine Portion bis zur letzten Stufe abkühlen.	Drei Teile der ersten Samenfraktion bis zur Mittelstufe einweichen und abschließen; dazu trocken gebundene Holzdroge in Form II und die erste erhitzte Drogenfraktion. Im Ansatz auf Heizstufe III bringen, drei Portionen Blatt- oder Krautdroge zugeben und hiervon eine Portion bis zur letzten Stufe abkühlen.	cthororaiin wird von beiden Alternativlesern als cthor oraiin bestätigt; saraiin behält den Wurzelrivalen von f87r.9
f113v	f113v.3	S	B	3	7	1	0	2	0	0	1.000000	1	0	NONE	NONE	QUANTITY_LABEL	NONE	NONE	sar aiin chotar okeeodar qokain olol olam	Samenfraktion I | Menge III | erste Fraktion des abgekühlten Trockenansatzes | erste abgemessene Fraktion des vollständig erhitzten Ansatzes | heiß, Grad II | Holzdrogen-Grundansatz | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	Samenfraktion I · Menge III · erste Fraktion des abgekühlten Trockenansatzes · erste abgemessene Fraktion des vollständig erhitzten Ansatzes · heiß, Grad II · Holzdrogen-Grundansatz · ein Maß Ansatz-/Drogenmaterial.	Samenfraktion I, Menge III; erste Fraktion des abgekühlten Trockenansatzes; erste abgemessene Fraktion des vollständig erhitzten Ansatzes; Heizgrad II; Holzdrogen-Grundansatz; ein Maß Ansatzmaterial.	RF1b drops initial o from okeeodar but preserves the heated measured-fraction core.
f114r	f114r.24	S	B	3	13	1	0	0	0	5	0.615385	0	0	NONE	NONE	NOMINAL_REGISTER	NONE	tchedaiin|chpcheey|cphochy|aiir|chopo	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair	[tchedaiin:?] | abgemessener Drogenrohstoff I | Pflanzen-/Reproduktionsteil | [chpcheey:?] | bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum | [cphochy:?] | eine Charge Trockenansatz | [aiir:?] | trocken-kalt am Gradanfang | [chopo:?] | Samenfraktion II | Arzneikompositum in Grundform | abgemessene Fraktion II	⟦tchedaiin:?⟧ · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · ⟦chpcheey:?⟧ · bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · ⟦cphochy:?⟧ · Charge Trockenansatz · ⟦aiir:?⟧ · trocken-kalt, Anfangsstufe · ⟦chopo:?⟧ · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.	⟦tchedaiin:?⟧ · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · ⟦chpcheey:?⟧ · bis Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · ⟦cphochy:?⟧ · Charge Trockenansatz · ⟦aiir:?⟧ · trocken-kalt, Anfangsstufe · ⟦chopo:?⟧ · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.	HOLD/SPLIT: chcphey ist ein benanntes Trockenprodukt zwischen Materialangaben.
f114r	f114r.26	S	B	3	10	1	0	0	3	0	1.000000	1	1	1	ycheeodaiin	MIXED_RECORD	ycheeodaiin|olkaiir|airoy	NONE	ycheeodaiin olkaiir qokaiin chodaiin okar olkaiin okaiin cheody airoy olam	hiervon drei Dosen des zweiten Trockenansatzes abmessen | dritte erhitzte Holzdrogenfraktion im Ansatz | heiß, Grad III | Trockenansatz, Dosis III | heiße Drogenfraktion I im Ansatz | heiße Drogenbasis, Stufe III | heiß, Grad III, im Ansatzrahmen | getrockneter Ansatz | zweite Drogenfraktion als Grundansatz | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	drei Dosen des zweiten Trockenansatzes abmessen · dritte erhitzte Holzdrogenfraktion im Ansatz · heiß, Grad III · Trockenansatz, Dosis III · heiße Drogenfraktion I im Ansatz · heiße Drogenbasis, Stufe III · heiß, Grad III, im Ansatz · getrockneter Ansatz · zweite Drogenfraktion als Grundansatz · ein Maß Ansatz-/Drogenmaterial.	Hiervon drei Dosen des zweiten Trockenansatzes abmessen. Die dritte erhitzte Holzdrogenfraktion mit einer Zubereitung auf Heizstufe III, drei Dosen Trockenansatz und der ersten heißen Ansatzfraktion verbinden. Heiße Drogenbasis Stufe III und heißen Ansatz Stufe III zusammengeben, den getrockneten Ansatz als Grundansatz aus der zweiten Fraktion nehmen und davon ein Maß verwenden.	Die Zeile bleibt ein Mengen- und Fraktionsregister mit genau einem initialen Abmessbefehl
f114v	f114v.36	S	B	3	11	1	0	0	0	4	0.636364	0	1	6	qopchol	MIXED_RECORD	NONE	oidal|op|shoko|qopaiin	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	kalt und feucht in der Mitte des Grades | [oidal:?] | [op:?] | [shoko:?] | kalt-trockener Ansatz in der Mitte des Grades | nimm getrockneten Pulverstoff | [qopaiin:?] | kalte Drogenfraktion I | Rohstoffklasse I | Rohstoffklasse I, heiß am Gradanfang | Wurzel/Wurzeldroge: Maß-/Einheitsform I	Kalt-feucht, Mittelstufe · ⟦oidal:?⟧ · ⟦op:?⟧ · ⟦shoko:?⟧ · kalt-trockener Ansatz, Mittelstufe · getrockneten Pulverstoff nehmen · ⟦qopaiin:?⟧ · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I im heißen Anfangsansatz · Wurzeldroge, Einheit I.	Kalt-feucht, Mittelstufe · ⟦oidal:?⟧ · ⟦op:?⟧ · ⟦shoko:?⟧ · kalt-trockener Ansatz, Mittelstufe · getrockneten Pulverstoff nehmen · ⟦qopaiin:?⟧ · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I im heißen Anfangsansatz · Wurzeldroge, Einheit I.	HOLD: qopchol hat mit dem expliziten Pulverstoff eine natürliche Entnahmevalenz.
f115r	f115r.1	S	B	@	11	1	0	0	0	5	0.545455	0	1	2	qopchol	MIXED_RECORD	NONE	fdar|qochedain|cheop|oroiir|oechedy	fdar qopchol qochedain otedy cheop ol teeedy oroiir oechedy oteedy qotchedy	[fdar:?] | nimm getrockneten Pulverstoff | [qochedain:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [cheop:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | vollständig abgekühlt und abgeschlossen | [oroiir:?] | [oechedy:?] | kalter Ansatz am Ende des Grades, abgeschlossen | kalt und trocken in der Mitte des Grades, abgeschlossen	⟦fdar:?⟧ · getrockneten Pulverstoff nehmen · ⟦qochedain:?⟧ · kalter Ansatz, Mittelstufe, abgeschlossen · ⟦cheop:?⟧ · Ansatz/Gut · vollständig abgekühlt und abgeschlossen · ⟦oroiir:?⟧ · ⟦oechedy:?⟧ · kalter Ansatz, Endstufe, abgeschlossen · kalt-trocken, Mittelstufe, abgeschlossen.	⟦fdar:?⟧ · getrockneten Pulverstoff nehmen · ⟦qochedain:?⟧ · kalter Ansatz, Mittelstufe, abgeschlossen · ⟦cheop:?⟧ · Ansatz/Gut · vollständig abgekühlt und abgeschlossen · ⟦oroiir:?⟧ · ⟦oechedy:?⟧ · kalter Ansatz, Endstufe, abgeschlossen · kalt-trocken, Mittelstufe, abgeschlossen.	HOLD: qopchol bleibt konkrete Entnahme; die nachfolgenden Wörter sind überwiegend Zustandsresultate.
f115r	f115r.23	S	B	@	13	1	0	2	0	0	1.000000	1	3	1|3|5	dchey|qokeod|qokcho	ACTION_SEQUENCE	NONE	NONE	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy	eine Dosis bis zur Mittelstufe trocknen und abschließen | heiß am Ende des Grades | heißen Auszug bereiten und abschließen | Trockenansatz, abgeschlossen | erhitze, trockne und setze an | Samen-/Saatgutposten | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | stark erhitzt, Endstufe III | stark erhitzt, Endstufe III | Holzstoff | trocken in der Mitte des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | Holzdroge, fertig aufbereitet	Eine Dosis bis Mittelstufe trocknen und abschließen · heiß, Endstufe · heißen Auszug bereiten und abschließen · Trockenansatz, abgeschlossen · erhitzen, trocknen und ansetzen · Samen-/Saatgutposten · trockenes Blatt-/Krautgut · stark erhitzt, Endstufe III · stark erhitzt, Endstufe III · Holzstoff · trocken, Mittelstufe, abgeschlossen · heiß-trocken, Mittelstufe, abgeschlossen · Holzdroge, fertig aufbereitet.	Eine Dosis bis zur Mittelstufe trocknen und abschließen. Am Heizende einen heißen Auszug bereiten und abschließen; den fertigen Trockenansatz erhitzen, trocknen und neu ansetzen. Saatgutposten und trockenes Blatt- oder Krautgut stark bis zur Endstufe III erhitzen. Das stark erhitzte Gut mit Holzstoff bis zur mittleren Trockenstufe führen, heiß-trocken abschließen und als fertig aufbereitete Holzdroge halten.	qokeod is the new action; keeey remains a repeated high final heat state.
f116r	f116r.12	S	B	3	12	1	0	2	0	0	1.000000	1	2	1|9	qoin|olchdy	MIXED_RECORD	NONE	NONE	qoin ar cholches okain dain cheey okeey otain olchdy otal dain olam	zweiten Ansatz nehmen | Drogenfraktion I | nachgetrocknetes Drogenmaterial, Mittelstufe | heiß im Zubereitungsrahmen, Grad II | Grad-/Maßwert II | trocken am Ende des Grades | heißer Ansatz am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | Drogenstoff trocknen und fertigstellen | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Grad-/Maßwert II | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	zweiten Ansatz nehmen · Drogenfraktion I · nachgetrocknetes Drogenmaterial, Mittelstufe · heiß, Grad II, im Zubereitungsrahmen · Grad/Maß II · trocken, Endstufe · heißer Ansatz, Endstufe · kalt, Grad II, im Zubereitungsrahmen · Drogenstoff trocknen und fertigstellen · Rohstoffklasse I im kalten Anfangsansatz · Grad/Maß II · ein Maß Ansatz-/Drogenmaterial.	Den zweiten Ansatz nehmen: erste Drogenfraktion und nachgetrocknetes Drogenmaterial der Mittelstufe. Auf Heizgrad II bringen; Maß II. Bis zur Trocken-Endstufe, danach zur heißen Endstufe und anschließend auf Kühlgrad II führen. Den Drogenstoff trocknen und fertigstellen; Rohdroge I im kalten Anfangsansatz, Maß II, schließlich ein Maß Drogenmaterial.	qoin uses the learned oin preparation block; form II remains its explicit rival.
