repeated_event_ordinal	event_id	statement_id	physical_page	register	state_status	surface	final_context_recipe	action_sequence	repeated_action_roots	repeated_action_root_counts	raw_adjacent_pair_count	raw_action_atom_positions	classification	count_card_id	count_voice_changed	before_clause_de	after_clause_de	guard
18	G407-E0756	G407-S036	f55v	HERBAL	NONSTATE_CARD	ykaky	Y+K+A_ADDR+K+Y	K+K	K	K:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu und gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu; an der bezeichneten Stelle.	Gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu und gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu; an der bezeichneten Stelle.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
19	G407-E0799	G407-S038	f56r	HERBAL	NONSTATE_CARD	chchs	CH+CH+S	CH+CH+S	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C04	YES	Nimm, nimm und wähle.	Nimm zweimal und wähle.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
20	G407-E0804	G407-S039	f56r	HERBAL	NONSTATE_CARD	ychocphy	Y+CH+O+CH+P+Y	CH+CH+P	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Nimm den äußeren Pflanzenposten und den inneren Pflanzenposten, nimm den äußeren Pflanzenposten und den inneren Pflanzenposten und setze den äußeren Pflanzenposten und den inneren Pflanzenposten ein; als Ausführung.	Nimm den äußeren Pflanzenposten und den inneren Pflanzenposten, nimm den äußeren Pflanzenposten und den inneren Pflanzenposten und setze den äußeren Pflanzenposten und den inneren Pflanzenposten ein; als Ausführung.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
21	G407-E0805	G407-S039	f56r	HERBAL	NONSTATE_CARD	chorchy	CH+OR+CH+Y	CH+CH	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Nimm die Arbeitseinheit und den Pflanzenposten und nimm sie und ihn.	Nimm die Arbeitseinheit und den Pflanzenposten und nimm sie und ihn.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
22	G407-E0847	G407-S039	f56r	HERBAL	STATE_CARD	cheeckhody	CH+EE+CH+K+O+DY	CH+CH+K	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Nimm denselben Pflanzenposten und nimm ihn und gib ihn zu; auf Grad II und als Ausführung; schließe den Schritt.	Nimm denselben Pflanzenposten und nimm ihn und gib ihn zu; auf Grad II und als Ausführung; schließe den Schritt.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
23	G407-E0851	G407-S040	f56r	HERBAL	STATE_CARD	chotchey	CH+OT+CH+E+Y	CH+CH	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Danach: nimm den Pflanzenposten und nimm ihn; auf Grad I.	Danach: nimm den Pflanzenposten und nimm ihn; auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
24	G407-E0871	G407-S040	f56r	HERBAL	NONSTATE_CARD	qokokchy	OK+OK+CH+Y	OK+OK+CH	OK	OK:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C05	YES	Setze den Pflanzenposten im Arbeitsgang an, setze ihn im Arbeitsgang an und nimm ihn.	Setze den Pflanzenposten im Arbeitsgang zweimal an und nimm ihn.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
25	G407-E0923	G407-S042	f67r2	CELESTIAL	NONSTATE_CARD	chocfhy	CH+O+CH+LOCAL_CHAR_F+Y	CH+CH	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Nimm den Positionsposten auf und nimm ihn auf; als Ausführung; an der bezeichneten Stelle.	Nimm den Positionsposten auf und nimm ihn auf; als Ausführung; an der bezeichneten Stelle.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
26	G407-E0929	G407-S043	f67r2	CELESTIAL	NONSTATE_CARD	salsain	S+AL+S+AIN	S+S	S	S:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Wähle den Sektoranteil und wähle ihn; zur Zielposition.	Wähle den Sektoranteil und wähle ihn; zur Zielposition.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
27	G407-E1035	G407-S052	f68r1	CELESTIAL	NONSTATE_CARD	choctheeey	CH+O+CH+T+EEE+Y	CH+CH+T	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Nimm den Positionsposten auf, nimm ihn auf und stelle ihn ein; als Ausführung und auf Grad III.	Nimm den Positionsposten auf, nimm ihn auf und stelle ihn ein; als Ausführung und auf Grad III.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
28	G407-E1044	G407-S054	f68r1	CELESTIAL	NONSTATE_CARD	cheokorchey	CH+E+O+K+OR+CH+E+Y	CH+K+CH	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Nimm die Positionseinheit und den Positionsposten auf, ordne sie und ihn zu und nimm sie und ihn auf; auf Grad I, als Ausführung und auf Grad I.	Nimm die Positionseinheit und den Positionsposten auf, ordne sie und ihn zu und nimm sie und ihn auf; auf Grad I, als Ausführung und auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
29	G407-E1058	G407-S054	f68r1	CELESTIAL	STATE_CARD	chkchykoly	CH+K+CH+Y+K+OL+Y	CH+K+CH+K	CH|K	CH:2|K:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Weiter: nimm die beiden Positionsposten auf und ordne sie zu und nimm sie auf und ordne sie zu.	Weiter: nimm die beiden Positionsposten auf und ordne sie zu und nimm sie auf und ordne sie zu.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
30	G407-E1082	G407-S056	f71v	CELESTIAL	NONSTATE_CARD	chpchy	CH+P+CH+Y	CH+P+CH	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Nimm den Positionsposten auf, setze ihn ein und nimm ihn auf.	Nimm den Positionsposten auf, setze ihn ein und nimm ihn auf.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
31	G407-E1131	G407-S059	f71v	CELESTIAL	NONSTATE_CARD	cheekaiin	CH+K+EE+K+AIIN	CH+K+K	K	K:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Nimm den Positionswert auf, ordne ihn zu und ordne ihn zu; auf Grad II.	Nimm den Positionswert auf, ordne ihn zu und ordne ihn zu; auf Grad II.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
32	G407-E1292	G407-S071	f72r	CELESTIAL	NONSTATE_CARD	chchs	CH+CH+S	CH+CH+S	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C03	YES	Nimm denselben Positionswert auf, nimm ihn auf und wähle ihn.	Nimm denselben Positionswert zweimal auf und wähle ihn.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
33	G407-E1308	G407-S072	f72r	CELESTIAL	NONSTATE_CARD	chocthar	CH+O+CH+T+AR	CH+CH+T	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Nimm dieselbe Positionseinheit auf, nimm sie auf und stelle sie ein; von der Ausgangsposition; als Ausführung.	Nimm dieselbe Positionseinheit auf, nimm sie auf und stelle sie ein; von der Ausgangsposition; als Ausführung.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
34	G407-E1328	G407-S073	f72r	CELESTIAL	NONSTATE_CARD	chekackhy	CH+E+CH+K+Y	CH+CH+K	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Nimm den Positionsposten auf, nimm ihn auf und ordne ihn zu; auf Grad I.	Nimm den Positionsposten auf, nimm ihn auf und ordne ihn zu; auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
35	G407-E1425	G407-S082	f75r	BIOLOGICAL	NONSTATE_CARD	kchedykary	K+CHD+Y+K+AR+Y	K+CHD+K	K	K:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Führe den äußeren Stationsposten und den inneren Stationsposten zu, bearbeite den äußeren Stationsposten und den inneren Stationsposten und führe den äußeren Stationsposten und den inneren Stationsposten zu; von der Ausgangsstation.	Führe den äußeren Stationsposten und den inneren Stationsposten zu, bearbeite den äußeren Stationsposten und den inneren Stationsposten und führe den äußeren Stationsposten und den inneren Stationsposten zu; von der Ausgangsstation.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
36	G407-E1474	G407-S087	f75r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	CH+CH+T	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	YES	Entnimm den Stationsposten, entnimm ihn und stelle ihn ein.	Entnimm den Stationsposten zweimal und stelle ihn ein.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
37	G407-E1495	G407-S094	f75r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	CH+CH+T	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	YES	Entnimm den Stationsposten, entnimm ihn und stelle ihn ein.	Entnimm den Stationsposten zweimal und stelle ihn ein.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
38	G407-E1499	G407-S095	f75r	BIOLOGICAL	NONSTATE_CARD	checkhy	CH+E+CH+K+Y	CH+CH+K	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
39	G407-E1728	G407-S141	f75r	BIOLOGICAL	STATE_CARD	chcthedy	CH+CH+T+E+DY	CH+CH+T	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	NO	Entnimm denselben Stationsanteil zweimal und stelle ihn ein; auf Grad I; schließe den Schritt.	Entnimm denselben Stationsanteil zweimal und stelle ihn ein; auf Grad I; schließe den Schritt.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
40	G407-E1834	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	chcfhdy	CH+O+CH+LOCAL_CHAR_F+Y	CH+CH	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Entnimm den Stationsposten und entnimm ihn; als Ausführung; an der bezeichneten Stelle.	Entnimm den Stationsposten und entnimm ihn; als Ausführung; an der bezeichneten Stelle.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
41	G407-E1837	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	chcphy	CH+CH+P+Y	CH+CH+P	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	YES	Entnimm den Stationsposten, entnimm ihn und setze ihn ein.	Entnimm den Stationsposten zweimal und setze ihn ein.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
42	G407-E1838	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	chcphdy	CH+CH+P+Y	CH+CH+P	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	YES	Entnimm den Stationsposten, entnimm ihn und setze ihn ein.	Entnimm den Stationsposten zweimal und setze ihn ein.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
43	G407-E1914	G407-S210	f76r	BIOLOGICAL	STATE_CARD	chcphedy	CH+CH+P+E+DY	CH+CH+P	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	NO	Entnimm denselben Stationsanteil zweimal und setze ihn ein; auf Grad I; schließe den Schritt.	Entnimm denselben Stationsanteil zweimal und setze ihn ein; auf Grad I; schließe den Schritt.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
44	G407-E1952	G407-S218	f76r	BIOLOGICAL	NONSTATE_CARD	chckhey	CH+CH+K+E+Y	CH+CH+K	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	YES	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	Entnimm den Stationsposten zweimal und führe ihn zu; auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
45	G407-E1971	G407-S221	f76r	BIOLOGICAL	NONSTATE_CARD	chckheed	CH+CH+K+E+Y	CH+CH+K	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	YES	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	Entnimm den Stationsposten zweimal und führe ihn zu; auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
46	G407-E1982	G407-S223	f76r	BIOLOGICAL	NONSTATE_CARD	checkhy	CH+E+CH+K+Y	CH+CH+K	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
47	G407-E2115	G407-S253	f76r	BIOLOGICAL	STATE_CARD	cheolchey	CH+E+OL+CH+E+Y	CH+CH	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Weiter: entnimm den Stationsposten und entnimm ihn; auf Grad I und auf Grad I.	Weiter: entnimm den Stationsposten und entnimm ihn; auf Grad I und auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
48	G407-E2172	G407-S263	f76r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	CH+CH+T	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	YES	Entnimm den Stationsposten, entnimm ihn und stelle ihn ein.	Entnimm den Stationsposten zweimal und stelle ihn ein.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
49	G407-E2178	G407-S263	f76r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	CH+CH+T	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	YES	Entnimm den Stationsposten, entnimm ihn und stelle ihn ein.	Entnimm den Stationsposten zweimal und stelle ihn ein.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
50	G407-E2385	G407-S309	f76r	BIOLOGICAL	NONSTATE_CARD	checkhey	CH+E+CH+K+E+Y	CH+CH+K	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I und auf Grad I.	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I und auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
51	G407-E2546	G407-S361	f77r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	CH+CH+T	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	YES	Entnimm den Stationsposten, entnimm ihn und stelle ihn ein.	Entnimm den Stationsposten zweimal und stelle ihn ein.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
52	G407-E2567	G407-S368	f77r	BIOLOGICAL	NONSTATE_CARD	chckhey	CH+CH+K+E+Y	CH+CH+K	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	YES	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	Entnimm den Stationsposten zweimal und führe ihn zu; auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
53	G407-E2602	G407-S374	f77r	BIOLOGICAL	NONSTATE_CARD	checkhy	CH+E+CH+K+Y	CH+CH+K	CH	CH:2	0	NONE	INTERRUPTED_OR_NONADJACENT_REPEAT_ORDER_EXPLICIT	NOT_APPLICABLE	NO	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	Entnimm den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
54	G407-E2631	G407-S381	f77r	BIOLOGICAL	NONSTATE_CARD	chcphey	CH+CH+P+E+Y	CH+CH+P	CH	CH:2	1	1|2	ADJACENT_IDENTICAL_PAIR_COUNTABLE	GDT574-C01	YES	Entnimm den Stationsposten, entnimm ihn und setze ihn ein; auf Grad I.	Entnimm den Stationsposten zweimal und setze ihn ein; auf Grad I.	COMPLETE_REPEATED_ACTION_EVENT_INVENTORY__ORDER_PRESERVED
