statement_id	record	page	events	emitted_tokens	closed	primitive_signature	event_ids	surfaces	program_id	program_support	program_status
H5-S002	H5	f56r	4	5	YES	CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	E083|E084|E085|E086	schol|choy|choky|cheeckhody	PG026	1	UNIQUE
H5-S003	H5	f56r	4	4	NO	HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE	E087|E088|E089|E090	sh|cho|kchey|qokokchy	PG035	1	UNIQUE
H5-S004	H5	f56r	3	3	NO	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF	E091|E092|E093	okchy|chokcheo|kchal	PG017	1	UNIQUE
H5-S005	H5	f56r	4	4	NO	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	E094|E095|E096|E097	sho|chokchy|kchoar|sotodan	PG011	1	UNIQUE
H5-S006	H5	f56r	3	3	NO	ACTIVATE_CHARGE>HOLD_STATE>METER_CHECK	E098|E099|E100	otchey|keol|daiin	PG021	1	UNIQUE
B1-S001	B1	f81v	1	2	YES	HOLD_STATE>CLOSE	E101	qokedy	PG001	21	RECURRENT
B1-S002	B1	f81v	19	20	YES	METER_CHECK>MOVE_PASS>TARGET_HANDOFF>SOURCE_DRAW>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>CONTINUE_USE>HOLD_STATE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>METER_CHECK>HOLD_STATE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	okaiin|kair|okal|sar|ol|kain|olkain|al|ol|rol|dl|olor|ol|sheckhal|daiin|qokeedal|daiin|chckhy|schedy	PG048	1	UNIQUE
B1-S003	B1	f81v	2	3	YES	CONTINUE_USE>HOLD_STATE>CLOSE	E121|E122	qol|sshkchdy	PG030	1	UNIQUE
B1-S004	B1	f81v	3	4	YES	MOVE_PASS>CONTINUE_USE>HOLD_STATE>CLOSE	E123|E124|E125	chedy|ol|shedy	PG055	1	UNIQUE
B1-S005	B1	f81v	1	2	YES	MOVE_PASS>CLOSE	E126	qolchedy	PG002	14	RECURRENT
B1-S006	B1	f81v	4	4	NO	ACTIVATE_CHARGE>MOVE_PASS>MOVE_PASS>HOLD_STATE	E127|E128|E129|E130	qokain|shckhy|dl|ral	PG023	1	UNIQUE
B1-S007	B1	f81v	1	2	YES	ACTIVATE_CHARGE>CLOSE	E131	qokchdy	PG003	4	RECURRENT
B1-S008	B1	f81v	5	6	YES	CONTINUE_USE>CONTINUE_USE>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	E132|E133|E134|E135|E136	chey|ol|cheky|ol|shedy	PG029	1	UNIQUE
B1-S009	B1	f81v	1	2	YES	HOLD_STATE>CLOSE	E137	qokedy	PG001	21	RECURRENT
B1-S010	B1	f81v	1	2	YES	HOLD_STATE>CLOSE	E138	qokedy	PG001	21	RECURRENT
B1-S011	B1	f81v	2	2	NO	MOVE_PASS>ACTIVATE_CHARGE	E139|E140	chckhy|qoky	PG053	1	UNIQUE
B1-S012	B1	f81v	3	4	YES	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	E141|E142|E143	lsho|qokey|lshedy	PG004	3	RECURRENT
B1-S013	B1	f81v	1	2	YES	HOLD_STATE>CLOSE	E144	lshedy	PG001	21	RECURRENT
B1-S014	B1	f81v	5	5	NO	MOVE_PASS>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>SOURCE_DRAW	E145|E146|E147|E148|E149	chedy|qolky|lchedal|qol|otar	PG058	1	UNIQUE
B1-S015	B1	f81v	2	3	YES	HOLD_STATE>ACTIVATE_CHARGE>CLOSE	E150|E151	ytey|okchedy	PG033	1	UNIQUE
B1-S016	B1	f81v	4	5	YES	TARGET_HANDOFF>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	E152|E153|E154|E155	qokal|okeey|qol|cheedy	PG067	1	UNIQUE
B1-S017	B1	f81v	3	4	YES	TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	E156|E157|E158	sal|teol|dchdy	PG068	1	UNIQUE
B1-S018	B1	f81v	4	5	YES	MOVE_PASS>HOLD_STATE>METER_CHECK>HOLD_STATE>CLOSE	E159|E160|E161|E162	ly|dsheol|oiiin|olkeedy	PG057	1	UNIQUE
B1-S019	B1	f81v	1	2	YES	HOLD_STATE>CLOSE	E163	tedy	PG001	21	RECURRENT
B1-S020	B1	f81v	2	3	YES	HOLD_STATE>HOLD_STATE>CLOSE	E164|E165	cheky|shckhedy	PG005	3	RECURRENT
B1-S021	B1	f81v	1	1	NO	TARGET_HANDOFF	E166	chal	PG065	1	UNIQUE
B2-S001	B2	f82r	1	2	YES	MOVE_PASS>CLOSE	E167	dchedy	PG002	14	RECURRENT
B2-S002	B2	f82r	1	2	YES	MOVE_PASS>CLOSE	E168	qolchedy	PG002	14	RECURRENT
B2-S003	B2	f82r	3	4	YES	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	E169|E170|E171	qokain|dy|qokeedy	PG006	2	RECURRENT
B2-S004	B2	f82r	5	6	YES	TARGET_HANDOFF>ACTIVATE_CHARGE>MOVE_PASS>HOLD_STATE>MOVE_PASS>CLOSE	E172|E173|E174|E175|E176	qokal|lcheckhy|lched|qokeey|lcheckhedy	PG066	1	UNIQUE
B2-S005	B2	f82r	8	9	YES	TARGET_HANDOFF>METER_CHECK>MOVE_PASS>METER_CHECK>METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>CLOSE	E177|E178|E179|E180|E181|E182|E183|E184	qokaly|solkaiin|chckhy|qokaiin|qokaiin|octheol|chkeey|ldy	PG069	1	UNIQUE
B2-S006	B2	f82r	4	4	NO	HOLD_STATE>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE	E185|E186|E187|E188	oteey|qokal|sheckhy|qoky	PG039	1	UNIQUE
B2-S007	B2	f82r	1	2	YES	HOLD_STATE>CLOSE	E189	dshedy	PG001	21	RECURRENT
B2-S008	B2	f82r	3	4	YES	METER_CHECK>SOURCE_DRAW>HOLD_STATE>CLOSE	E190|E191|E192	sotaiin|qokar|shedy	PG050	1	UNIQUE
B2-S009	B2	f82r	1	2	YES	HOLD_STATE>CLOSE	E193	solshedy	PG001	21	RECURRENT
B2-S010	B2	f82r	4	4	NO	HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE	E194|E195|E196|E197	qokeey|qoky|ls|cheey	PG034	1	UNIQUE
B2-S011	B2	f82r	4	5	YES	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	E198|E199|E200|E201	okain|char|okain|qokeedy	PG013	1	UNIQUE
B2-S012	B2	f82r	8	9	YES	SOURCE_DRAW>HOLD_STATE>HOLD_STATE>HOLD_STATE>SOURCE_DRAW>METER_CHECK>CONTINUE_USE>HOLD_STATE>CLOSE	E202|E203|E204|E205|E206|E207|E208|E209	lchy|cheey|qcthey|qokeey|lcheey|daiin|chey|qokeeedy	PG064	1	UNIQUE
B2-S013	B2	f82r	1	2	YES	MOVE_PASS>CLOSE	E210	lchedy	PG002	14	RECURRENT
B2-S014	B2	f82r	1	1	NO	SOURCE_DRAW	E211	lar	PG061	1	UNIQUE
B2-S015	B2	f82r	2	3	YES	HOLD_STATE>HOLD_STATE>CLOSE	E212|E213	tshey|qokeedy	PG005	3	RECURRENT
B2-S016	B2	f82r	8	9	YES	TARGET_HANDOFF>SOURCE_DRAW>ACTIVATE_CHARGE>METER_CHECK>HOLD_STATE>METER_CHECK>HOLD_STATE>MOVE_PASS>CLOSE	E214|E215|E216|E217|E218|E219|E220|E221	cheal|lchedar|ches|aiin|oteey|qokaiin|okey|pchedy	PG071	1	UNIQUE
B2-S017	B2	f82r	2	3	YES	HOLD_STATE>TARGET_HANDOFF>CLOSE	E222|E223	rsheal|daldy	PG040	1	UNIQUE
B2-S018	B2	f82r	1	2	YES	HOLD_STATE>CLOSE	E224	qokeedy	PG001	21	RECURRENT
B2-S019	B2	f82r	1	2	YES	HOLD_STATE>CLOSE	E225	rshedy	PG001	21	RECURRENT
B2-S020	B2	f82r	1	2	YES	HOLD_STATE>CLOSE	E226	qoteedy	PG001	21	RECURRENT
B2-S021	B2	f82r	1	2	YES	HOLD_STATE>CLOSE	E227	qokeedy	PG001	21	RECURRENT
B2-S022	B2	f82r	1	2	YES	MOVE_PASS>CLOSE	E228	lochedy	PG002	14	RECURRENT
B3-S001	B3	f83r	1	2	YES	HOLD_STATE>CLOSE	E229	olkeedy	PG001	21	RECURRENT
B3-S002	B3	f83r	2	3	YES	TARGET_HANDOFF>HOLD_STATE>CLOSE	E230|E231	qotal|chkeedy	PG009	2	RECURRENT
B3-S003	B3	f83r	4	5	YES	CONTINUE_USE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CLOSE	E232|E233|E234|E235	chey|daiin|chey|lchedy	PG031	1	UNIQUE
B3-S004	B3	f83r	3	3	NO	METER_CHECK>TARGET_HANDOFF>SOURCE_DRAW	E236|E237|E238	qokaiin|qotal|dar	PG052	1	UNIQUE
B3-S005	B3	f83r	1	2	YES	MOVE_PASS>CLOSE	E239	schedy	PG002	14	RECURRENT
B3-S006	B3	f83r	3	4	YES	MOVE_PASS>TARGET_HANDOFF>MOVE_PASS>CLOSE	E240|E241|E242	chedchy|qokal|olchedy	PG060	1	UNIQUE
B3-S007	B3	f83r	3	4	YES	METER_CHECK>MOVE_PASS>HOLD_STATE>CLOSE	E243|E244|E245	qokaiin|chedy|qokeedy	PG047	1	UNIQUE
B3-S008	B3	f83r	1	2	YES	MOVE_PASS>CLOSE	E246	lchedy	PG002	14	RECURRENT
B3-S009	B3	f83r	1	1	NO	ACTIVATE_CHARGE	E247	qoky	PG010	1	UNIQUE
B3-S010	B3	f83r	2	3	YES	TARGET_HANDOFF>HOLD_STATE>CLOSE	E248|E249	pchedal|otedy	PG009	2	RECURRENT
B3-S011	B3	f83r	4	4	NO	HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>SOURCE_DRAW	E250|E251|E252|E253	shecthedchy|qoky|chedy|chary	PG036	1	UNIQUE
B3-S012	B3	f83r	2	3	YES	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	E254|E255	sor|shedy	PG007	2	RECURRENT
B3-S013	B3	f83r	4	5	YES	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	E256|E257|E258|E259	qokaiin|chkain|shcthey|qokedy	PG008	2	RECURRENT
B3-S014	B3	f83r	2	3	YES	MOVE_PASS>HOLD_STATE>CLOSE	E260|E261	okair|sheedy	PG056	1	UNIQUE
B3-S015	B3	f83r	1	2	YES	MOVE_PASS>CLOSE	E262	lchedy	PG002	14	RECURRENT
B3-S016	B3	f83r	2	3	YES	MOVE_PASS>ACTIVATE_CHARGE>CLOSE	E263|E264	lo|qokchedy	PG054	1	UNIQUE
B3-S017	B3	f83r	1	2	YES	HOLD_STATE>CLOSE	E265	qokeedy	PG001	21	RECURRENT
B3-S018	B3	f83r	1	2	YES	HOLD_STATE>CLOSE	E266	shedy	PG001	21	RECURRENT
B3-S019	B3	f83r	1	2	YES	HOLD_STATE>CLOSE	E267	qokshedy	PG001	21	RECURRENT
B3-S020	B3	f83r	2	3	YES	TARGET_HANDOFF>MOVE_PASS>CLOSE	E268|E269	dal|lchedy	PG070	1	UNIQUE
B3-S021	B3	f83r	11	12	YES	METER_CHECK>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>METER_CHECK>HOLD_STATE>HOLD_STATE>CONTINUE_USE>TARGET_HANDOFF>HOLD_STATE>TARGET_HANDOFF>CLOSE	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	qokaiin|shcthy|dal|sy|saiin|shedal|shecthy|chey|tal|shcthy|dalchdy	PG045	1	UNIQUE
B3-S022	B3	f83r	1	2	YES	MOVE_PASS>CLOSE	E281	qotchedy	PG002	14	RECURRENT
B3-S023	B3	f83r	1	2	YES	MOVE_PASS>CLOSE	E282	lchedy	PG002	14	RECURRENT
B3-S024	B3	f83r	1	2	YES	MOVE_PASS>CLOSE	E283	tchedy	PG002	14	RECURRENT
B3-S025	B3	f83r	1	2	YES	ACTIVATE_CHARGE>CLOSE	E284	qokchdy	PG003	4	RECURRENT
B3-S026	B3	f83r	7	8	YES	HOLD_STATE>METER_CHECK>MOVE_PASS>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	E285|E286|E287|E288|E289|E290|E291	cheedar|chldaiin|chedy|qokain|checthy|chealror|solkeedy	PG038	1	UNIQUE
B3-S027	B3	f83r	1	2	YES	HOLD_STATE>CLOSE	E292	qoteedy	PG001	21	RECURRENT
B3-S028	B3	f83r	2	3	YES	HOLD_STATE>HOLD_STATE>CLOSE	E293|E294	qokeey|qokedy	PG005	3	RECURRENT
B3-S029	B3	f83r	3	4	YES	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	E295|E296|E297	sol|cheeety|qokedy	PG004	3	RECURRENT
B3-S030	B3	f83r	4	5	YES	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	E298|E299|E300|E301	qoky|saiin|schedair|otchedy	PG022	1	UNIQUE
B3-S031	B3	f83r	1	2	YES	HOLD_STATE>CLOSE	E302	qokeedy	PG001	21	RECURRENT
B3-S032	B3	f83r	5	6	YES	ACTIVATE_CHARGE>ACTIVATE_CHARGE>METER_CHECK>METER_CHECK>HOLD_STATE>CLOSE	E303|E304|E305|E306|E307	chedain|chedy|qotedaiin|otaiin|otedy	PG016	1	UNIQUE
B3-S033	B3	f83r	1	2	YES	MOVE_PASS>CLOSE	E308	ldy	PG002	14	RECURRENT
B3-S034	B3	f83r	6	7	YES	METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>TARGET_HANDOFF>HOLD_STATE>CLOSE	E309|E310|E311|E312|E313|E314	soiiin|checthy|chety|otaiin|olsaly|shedy	PG043	1	UNIQUE
B4-S001	B4	f83r	1	2	YES	HOLD_STATE>CLOSE	E315	qokeedy	PG001	21	RECURRENT
B4-S002	B4	f83r	3	4	YES	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	E316|E317|E318	qolchey|qokeey|qokedy	PG004	3	RECURRENT
B4-S003	B4	f83r	7	8	YES	MOVE_PASS>TARGET_HANDOFF>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	E319|E320|E321|E322|E323|E324|E325	chedy|otal|otchey|qokeey|qoky|tol|shedy	PG059	1	UNIQUE
B4-S004	B4	f83r	1	2	YES	ACTIVATE_CHARGE>CLOSE	E326	qokylddy	PG003	4	RECURRENT
B4-S005	B4	f83r	3	4	YES	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	E327|E328|E329	dain|chedy|qokeedy	PG006	2	RECURRENT
B4-S006	B4	f83r	1	2	YES	HOLD_STATE>CLOSE	E330	shckhedy	PG001	21	RECURRENT
B4-S007	B4	f83r	1	2	YES	HOLD_STATE>CLOSE	E331	shckhedy	PG001	21	RECURRENT
B4-S008	B4	f83r	4	5	YES	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	E332|E333|E334|E335	saiin|cheeky|sheey|qokedy	PG008	2	RECURRENT
B4-S009	B4	f83r	1	2	YES	HOLD_STATE>CLOSE	E336	shedy	PG001	21	RECURRENT
B4-S010	B4	f83r	1	2	YES	CONTINUE_USE>CLOSE	E337	oldy	PG027	1	UNIQUE
B4-S011	B4	f83r	7	8	YES	METER_CHECK>HOLD_STATE>HOLD_STATE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	E338|E339|E340|E341|E342|E343|E344	saiin|cheky|okeeol|okain|chdy|sol|lkedy	PG044	1	UNIQUE
B4-S012	B4	f83r	1	2	YES	MOVE_PASS>CLOSE	E345	lchedy	PG002	14	RECURRENT
B4-S013	B4	f83r	2	3	YES	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	E346|E347	qokol|shedy	PG007	2	RECURRENT
B4-S014	B4	f83r	4	5	YES	ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>MOVE_PASS>CLOSE	E348|E349|E350|E351	or|chey|qockhey|dairydy	PG019	1	UNIQUE
B4-S015	B4	f83r	6	7	YES	ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	E352|E353|E354|E355|E356|E357	qokain|shey|kain|chckhal|solkey|lchedy	PG020	1	UNIQUE
B4-S016	B4	f83r	4	5	YES	ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>HOLD_STATE>CLOSE	E358|E359|E360|E361	qolkain|dal|skar|shedy	PG025	1	UNIQUE
B5-S001	B5	f83r	1	2	YES	MOVE_PASS>CLOSE	E362	otchdy	PG002	14	RECURRENT
B5-S002	B5	f83r	1	2	YES	ACTIVATE_CHARGE>CLOSE	E363	qokchdy	PG003	4	RECURRENT
B5-S003	B5	f83r	9	9	NO	TARGET_HANDOFF>TARGET_HANDOFF>CONTINUE_USE>MOVE_PASS>TARGET_HANDOFF>METER_CHECK>CONTINUE_USE>METER_CHECK>MOVE_PASS	E364|E365|E366|E367|E368|E369|E370|E371|E372	shedal|dal|cheol|lol|chdal|aiin|sol|daiiin|chedy	PG072	1	UNIQUE
B6-S001	B6	f83r	9	9	NO	HOLD_STATE>HOLD_STATE>HOLD_STATE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	E373|E374|E375|E376|E377|E378|E379|E380|E381	solkeey|qekey|raly|ol|daiin|ol|dain|chey|ldalor	PG037	1	UNIQUE
