program_id	support	registers	records	primitive_signature	statements	status
PG019	1	BIOLOGICAL	1	ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>MOVE_PASS>CLOSE	B4-S014	UNIQUE_PROGRAM
PG020	1	BIOLOGICAL	1	ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	B4-S015	UNIQUE_PROGRAM
PG021	1	HERBAL	1	ACTIVATE_CHARGE>HOLD_STATE>METER_CHECK	H5-S006	UNIQUE_PROGRAM
PG022	1	BIOLOGICAL	1	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	B3-S030	UNIQUE_PROGRAM
PG023	1	BIOLOGICAL	1	ACTIVATE_CHARGE>MOVE_PASS>MOVE_PASS>HOLD_STATE	B1-S006	UNIQUE_PROGRAM
PG024	1	HERBAL	1	ACTIVATE_CHARGE>SOURCE_DRAW>CONTINUE_USE>HOLD_STATE	H1-S002	UNIQUE_PROGRAM
PG025	1	BIOLOGICAL	1	ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>HOLD_STATE>CLOSE	B4-S016	UNIQUE_PROGRAM
PG026	1	HERBAL	1	CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	H5-S002	UNIQUE_PROGRAM
PG027	1	BIOLOGICAL	1	CONTINUE_USE>CLOSE	B4-S010	UNIQUE_PROGRAM
PG028	1	HERBAL	1	CONTINUE_USE>CONTINUE_USE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK	H3-S003	UNIQUE_PROGRAM
PG029	1	BIOLOGICAL	1	CONTINUE_USE>CONTINUE_USE>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	B1-S008	UNIQUE_PROGRAM
PG030	1	BIOLOGICAL	1	CONTINUE_USE>HOLD_STATE>CLOSE	B1-S003	UNIQUE_PROGRAM
PG031	1	BIOLOGICAL	1	CONTINUE_USE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CLOSE	B3-S003	UNIQUE_PROGRAM
PG032	1	HERBAL	1	HOLD_STATE	H3-S002	UNIQUE_PROGRAM
PG033	1	BIOLOGICAL	1	HOLD_STATE>ACTIVATE_CHARGE>CLOSE	B1-S015	UNIQUE_PROGRAM
PG034	1	BIOLOGICAL	1	HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE	B2-S010	UNIQUE_PROGRAM
PG035	1	HERBAL	1	HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE	H5-S003	UNIQUE_PROGRAM
PG036	1	BIOLOGICAL	1	HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>SOURCE_DRAW	B3-S011	UNIQUE_PROGRAM
PG037	1	BIOLOGICAL	1	HOLD_STATE>HOLD_STATE>HOLD_STATE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	B6-S001	UNIQUE_PROGRAM
PG038	1	BIOLOGICAL	1	HOLD_STATE>METER_CHECK>MOVE_PASS>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	B3-S026	UNIQUE_PROGRAM
PG039	1	BIOLOGICAL	1	HOLD_STATE>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE	B2-S006	UNIQUE_PROGRAM
PG040	1	BIOLOGICAL	1	HOLD_STATE>TARGET_HANDOFF>CLOSE	B2-S017	UNIQUE_PROGRAM
PG041	1	HERBAL	1	HOLD_STATE>TARGET_HANDOFF>SOURCE_DRAW>METER_CHECK>MOVE_PASS>HOLD_STATE>SOURCE_DRAW>CLOSE	H3-S001	UNIQUE_PROGRAM
PG042	1	HERBAL	1	METER_CHECK>ACTIVATE_CHARGE>CONTINUE_USE	H4-S002	UNIQUE_PROGRAM
PG043	1	BIOLOGICAL	1	METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>TARGET_HANDOFF>HOLD_STATE>CLOSE	B3-S034	UNIQUE_PROGRAM
PG044	1	BIOLOGICAL	1	METER_CHECK>HOLD_STATE>HOLD_STATE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	B4-S011	UNIQUE_PROGRAM
PG045	1	BIOLOGICAL	1	METER_CHECK>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>METER_CHECK>HOLD_STATE>HOLD_STATE>CONTINUE_USE>TARGET_HANDOFF>HOLD_STATE>TARGET_HANDOFF>CLOSE	B3-S021	UNIQUE_PROGRAM
PG046	1	HERBAL	1	METER_CHECK>METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE	H4-S001	UNIQUE_PROGRAM
PG047	1	BIOLOGICAL	1	METER_CHECK>MOVE_PASS>HOLD_STATE>CLOSE	B3-S007	UNIQUE_PROGRAM
PG048	1	BIOLOGICAL	1	METER_CHECK>MOVE_PASS>TARGET_HANDOFF>SOURCE_DRAW>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>CONTINUE_USE>HOLD_STATE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>METER_CHECK>HOLD_STATE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	B1-S002	UNIQUE_PROGRAM
PG049	1	HERBAL	1	METER_CHECK>SOURCE_DRAW>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE	H4-S003	UNIQUE_PROGRAM
PG050	1	BIOLOGICAL	1	METER_CHECK>SOURCE_DRAW>HOLD_STATE>CLOSE	B2-S008	UNIQUE_PROGRAM
PG051	1	HERBAL	1	METER_CHECK>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>ACTIVATE_CHARGE	H4-S004	UNIQUE_PROGRAM
PG052	1	BIOLOGICAL	1	METER_CHECK>TARGET_HANDOFF>SOURCE_DRAW	B3-S004	UNIQUE_PROGRAM
PG053	1	BIOLOGICAL	1	MOVE_PASS>ACTIVATE_CHARGE	B1-S011	UNIQUE_PROGRAM
PG054	1	BIOLOGICAL	1	MOVE_PASS>ACTIVATE_CHARGE>CLOSE	B3-S016	UNIQUE_PROGRAM
PG055	1	BIOLOGICAL	1	MOVE_PASS>CONTINUE_USE>HOLD_STATE>CLOSE	B1-S004	UNIQUE_PROGRAM
PG056	1	BIOLOGICAL	1	MOVE_PASS>HOLD_STATE>CLOSE	B3-S014	UNIQUE_PROGRAM
PG057	1	BIOLOGICAL	1	MOVE_PASS>HOLD_STATE>METER_CHECK>HOLD_STATE>CLOSE	B1-S018	UNIQUE_PROGRAM
PG058	1	BIOLOGICAL	1	MOVE_PASS>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>SOURCE_DRAW	B1-S014	UNIQUE_PROGRAM
PG059	1	BIOLOGICAL	1	MOVE_PASS>TARGET_HANDOFF>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	B4-S003	UNIQUE_PROGRAM
PG060	1	BIOLOGICAL	1	MOVE_PASS>TARGET_HANDOFF>MOVE_PASS>CLOSE	B3-S006	UNIQUE_PROGRAM
PG061	1	BIOLOGICAL	1	SOURCE_DRAW	B2-S014	UNIQUE_PROGRAM
PG062	1	HERBAL	1	SOURCE_DRAW>ACTIVATE_CHARGE>SOURCE_DRAW>ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>SOURCE_DRAW>CONTINUE_USE>METER_CHECK>ACTIVATE_CHARGE	H1-S001	UNIQUE_PROGRAM
PG063	1	HERBAL	1	SOURCE_DRAW>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CONTINUE_USE>METER_CHECK>TARGET_HANDOFF	H2-S001	UNIQUE_PROGRAM
PG064	1	BIOLOGICAL	1	SOURCE_DRAW>HOLD_STATE>HOLD_STATE>HOLD_STATE>SOURCE_DRAW>METER_CHECK>CONTINUE_USE>HOLD_STATE>CLOSE	B2-S012	UNIQUE_PROGRAM
PG065	1	BIOLOGICAL	1	TARGET_HANDOFF	B1-S021	UNIQUE_PROGRAM
PG066	1	BIOLOGICAL	1	TARGET_HANDOFF>ACTIVATE_CHARGE>MOVE_PASS>HOLD_STATE>MOVE_PASS>CLOSE	B2-S004	UNIQUE_PROGRAM
PG067	1	BIOLOGICAL	1	TARGET_HANDOFF>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	B1-S016	UNIQUE_PROGRAM
PG068	1	BIOLOGICAL	1	TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	B1-S017	UNIQUE_PROGRAM
PG069	1	BIOLOGICAL	1	TARGET_HANDOFF>METER_CHECK>MOVE_PASS>METER_CHECK>METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>CLOSE	B2-S005	UNIQUE_PROGRAM
PG070	1	BIOLOGICAL	1	TARGET_HANDOFF>MOVE_PASS>CLOSE	B3-S020	UNIQUE_PROGRAM
PG071	1	BIOLOGICAL	1	TARGET_HANDOFF>SOURCE_DRAW>ACTIVATE_CHARGE>METER_CHECK>HOLD_STATE>METER_CHECK>HOLD_STATE>MOVE_PASS>CLOSE	B2-S016	UNIQUE_PROGRAM
PG072	1	BIOLOGICAL	1	TARGET_HANDOFF>TARGET_HANDOFF>CONTINUE_USE>MOVE_PASS>TARGET_HANDOFF>METER_CHECK>CONTINUE_USE>METER_CHECK>MOVE_PASS	B5-S003	UNIQUE_PROGRAM
