card_id	surface	count	class	composition	working_meaning_de	confidence	scope	semantic_features
GDT672-F1R-027	os	2	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	F1R_CURATED_ROLE_COMPOSITION	MATERIAL
GDT672-F1R-028	kos	1	P	K_HOT+O_PREP+S_TERM_SPECIES	Charge Heißansatz	HIGH	F1R_CURATED_ROLE_COMPOSITION	MATERIAL+STATE
GDT672-F1R-029	shos	1	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	F1R_CURATED_ROLE_COMPOSITION	MATERIAL+STATE
GDT672-F1R-030	cfhol	1	W	LEARNED_FLOWER_WHOLE	Blütendrogenstoff oder Blütenauszug	LOW	F1R_EXACT_SURFACE_ONLY	MATERIAL
GDT672-F1R-031	cphesaiin	1	P	CPH_COMPOSITE+E_MIDDLE+S_SEED+AIIN_III	drei Teile Saatgut-Kompositum der Mittelstufe	MEDIUM	F1R_CURATED_ROLE_COMPOSITION	QUANTITY+STAGE+MATERIAL
GDT672-F1R-032	cphey	1	P	CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Kompositum auf Mittelstufe, abgeschlossen	HIGH	F1R_CURATED_ROLE_COMPOSITION	STAGE+MATERIAL+STATE
GDT672-F1R-033	ytain	1	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+REFERENCE
GDT672-F1R-034	shoshy	1	P	SH_MOIST+O_PREP+SH_MOIST+Y_START_OR_CLOSE	Feuchtansatz erneut leicht einweichen und abschließen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+MATERIAL+STATE
GDT672-F1R-035	cphodal	1	P	CPH_COMPOSITE+O_PREP+D_MEASURE+AL_RAW_I	Rohstoffmenge I des Kompositumansatzes abmessen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+MATERIAL
GDT672-F1R-036	es	1	W	LEARNED_ES_WHOLE	Mittelstufen-Species	LOW	F1R_EXACT_SURFACE_ONLY	MATERIAL
GDT672-F1R-037	oksho	1	P	O_PREP+K_HOT+SH_MOIST+O_PREP	Ansatz erhitzen, einweichen und erneut ansetzen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+MATERIAL
GDT672-F1R-038	kshoy	1	P	K_HOT+SH_MOIST+O_PREP+Y_START_OR_CLOSE	erhitzen, einweichen, ansetzen und abschließen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION
GDT672-F1R-039	otairin	1	P	O_PREP+T_COLD+AIR_FRACTION_II+IN_FORM_II	Kaltansatz, zweite Fraktion, Form II	HIGH	F1R_CURATED_ROLE_COMPOSITION	QUANTITY+FORM+MATERIAL+STATE
GDT672-F1R-040	shodain	1	P	SH_MOIST+O_PREP+D_MEASURE+AIN_II	zwei Dosen Feuchtansatz	HIGH	F1R_CURATED_ROLE_COMPOSITION	QUANTITY+MATERIAL+STATE
GDT672-F1R-041	sckhey	1	W	LEARNED_SEED_COMPOSITE_WHOLE	Saatgut-Kompositum auf Mittelstufe, abgeschlossen	LOW	F1R_EXACT_SURFACE_ONLY	STAGE+MATERIAL+STATE
GDT672-F1R-042	shoy	1	P	SH_MOIST+O_PREP+Y_START_OR_CLOSE	Feuchtansatz leicht abschließen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+MATERIAL+STATE
GDT672-F1R-043	cphodaiils	1	W	LEARNED_CPHODAIILS_WHOLE	Kompositumansatz-Species mit unbestimmter Dosis- oder Holzeinlage	LOW	F1R_EXACT_SURFACE_ONLY	QUANTITY+MATERIAL
GDT672-F1R-044	oldain	1	P	O_PREP+L_WOOD+D_MEASURE+AIN_II	zwei Dosen Holzdroge im Ansatz abmessen	MEDIUM	F1R_CURATED_ROLE_COMPOSITION	ACTION+QUANTITY+MATERIAL
GDT672-F1R-045	d	2	O	FREE_D_OCCURRENCE	abschließen oder mit folgendem or eine Portion abmessen	MEDIUM	F1R_EXACT_SURFACE_ONLY	ACTION+QUANTITY
GDT672-F1R-046	chodain	1	P	CH_DRY+O_PREP+D_MEASURE+AIN_II	zwei Dosen Trockenansatz	HIGH	F1R_CURATED_ROLE_COMPOSITION	QUANTITY+MATERIAL+STATE
GDT672-F1R-047	dn	1	W	LEARNED_READER_ALIAS_DAN_AN	Grad- oder Maßwert I	MEDIUM	F1R_EXACT_SURFACE_ONLY	STAGE
GDT672-F1R-048	kod	1	P	K_HOT+O_PREP+D_TERM_CLOSE	Heißansatz abschließen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+MATERIAL+STATE
GDT672-F1R-049	eo	2	W	LEARNED_EO_SHORT_WHOLE	Mittelstufenansatz	LOW	F1R_EXACT_SURFACE_ONLY	MATERIAL
GDT672-F1R-050	r	1	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	F1R_EXACT_SURFACE_ONLY	MATERIAL+STATE
GDT672-F1R-051	shodan	1	P	SH_MOIST+O_PREP+D_MEASURE+AN_I	eine Dosis Feuchtansatz	HIGH	F1R_CURATED_ROLE_COMPOSITION	QUANTITY+MATERIAL+STATE
GDT672-F1R-052	koeam	1	P	K_HOT+O_PREP+E_MIDDLE+AM_UNIT_I	ein Maß Ansatz bis zur Mittelstufe erhitzen	MEDIUM	F1R_CURATED_ROLE_COMPOSITION	ACTION+QUANTITY+STAGE+MATERIAL
GDT672-F1R-053	pshol	1	P	P_POWDER+SH_MOIST+OL_MATERIAL	eingeweichter Pulverstoff	HIGH	F1R_CURATED_ROLE_COMPOSITION	MATERIAL+STATE
GDT672-F1R-054	dydyd	1	W	LEARNED_DOUBLE_FINISH_WHOLE	zweifacher Fertigstellungs- und Abschlusscode	LOW	F1R_EXACT_SURFACE_ONLY	STATE
GDT672-F1R-055	daiy	1	W	LEARNED_DAIY_WHOLE	abgemessene Drogenportion, abgeschlossen	MEDIUM	F1R_EXACT_SURFACE_ONLY	MATERIAL+STATE
GDT672-F1R-056	yto	1	P	Y_REFERENCE+T_COLD+O_PREP	hiervon einen Ansatz abkühlen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+QUANTITY+REFERENCE+MATERIAL
GDT672-F1R-057	kodshey	1	W	LEARNED_KODSHEY_SEQUENCE	Heißansatz abschließen und anschließend bis Mittelstufe einweichen	LOW	F1R_EXACT_SURFACE_ONLY	ACTION+STAGE+MATERIAL+STATE
GDT672-F1R-058	cphealy	1	P	CPH_COMPOSITE+E_MIDDLE+AL_RAW_I+Y_START_OR_CLOSE	Rohdroge-I-Kompositum bis Mittelstufe, abgeschlossen	MEDIUM	F1R_CURATED_ROLE_COMPOSITION	STAGE+MATERIAL+STATE
GDT672-F1R-059	ckhyds	1	W	LEARNED_CKHYDS_WHOLE	abgeschlossene Kompositum-Species	LOW	F1R_EXACT_SURFACE_ONLY	MATERIAL+STATE
GDT672-F1R-060	dchar	1	P	D_MEASURE+CH_DRY+AR_FRACTION_I	erste Trockenfraktion abmessen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+STATE
GDT672-F1R-061	shcthaiin	1	P	SH_MOIST+CTH_HERB+AIIN_III	drei Teile eingeweichte Krautdroge	HIGH	F1R_CURATED_ROLE_COMPOSITION	QUANTITY+MATERIAL+STATE
GDT672-F1R-062	okaiir	1	P	O_PREP+K_HOT+AIIR_FRACTION_III	dritte erhitzte Ansatzfraktion	HIGH	F1R_CURATED_ROLE_COMPOSITION	MATERIAL
GDT672-F1R-063	cthols	1	P	CTH_HERB+OL_MATERIAL+S_TERM_SPECIES	Charge Krautdrogenstoff	HIGH	F1R_CURATED_ROLE_COMPOSITION	MATERIAL
GDT672-F1R-064	dloo	1	W	LEARNED_DLOO_WHOLE	Holzdroge abmessen und zweimal ansetzen	LOW	F1R_EXACT_SURFACE_ONLY	ACTION+MATERIAL
GDT672-F1R-065	cpho	1	P	CPH_COMPOSITE+O_PREP	Kompositumansatz	HIGH	F1R_CURATED_ROLE_COMPOSITION	MATERIAL
GDT672-F1R-066	shokcheey	1	P	SH_MOIST+O_PREP+K_HOT+CH_DRY+EE_END+Y_START_OR_CLOSE	Feuchtansatz erhitzen, vollständig trocknen und abschließen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+MATERIAL+STATE
GDT672-F1R-067	tshodeesy	1	W	LEARNED_TSHODEESY_WHOLE	kalt-feuchte Ansatzspecies auf Endstufe, abgeschlossen	LOW	F1R_EXACT_SURFACE_ONLY	STAGE+MATERIAL+STATE
GDT672-F1R-068	pydeey	1	W	LEARNED_PYDEEY_WHOLE	Enddosis Pulver abmessen und abschließen	LOW	F1R_EXACT_SURFACE_ONLY	ACTION+MATERIAL
GDT672-F1R-069	cha	1	P	CH_DRY+A_PART_OR_LINK	ein Teil Trockendroge	MEDIUM	F1R_CURATED_ROLE_COMPOSITION	QUANTITY+MATERIAL+STATE
GDT672-F1R-070	ydoin	1	P	Y_REFERENCE+D_MEASURE+O_PREP+IN_FORM_II	hiervon eine Ansatzportion der Form II abmessen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+QUANTITY+FORM+REFERENCE+MATERIAL
GDT672-F1R-071	shoaiin	1	P	SH_MOIST+O_PREP+AIIN_III	drei Teile Feuchtansatz	HIGH	F1R_CURATED_ROLE_COMPOSITION	QUANTITY+MATERIAL+STATE
GDT672-F1R-072	ctholdar	1	P	CTH_HERB+OL_MATERIAL+D_MEASURE+AR_FRACTION_I	erste Fraktion Krautdrogenstoff abmessen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+QUANTITY+MATERIAL
GDT672-F1R-073	kokaiin	1	P	K_HOT+O_PREP+K_HOT+AIIN_III	Ansatz erhitzen und erneut auf Stufe III erhitzen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+STAGE+MATERIAL
GDT672-F1R-074	ochol	1	P	O_PREP+CH_DRY+OL_MATERIAL	Ansatz aus Trockendroge	HIGH	F1R_CURATED_ROLE_COMPOSITION	MATERIAL+STATE
GDT672-F1R-075	kdchy	1	W	LEARNED_KDCHY_WHOLE	erhitzte Dosis trocknen und abschließen	LOW	F1R_EXACT_SURFACE_ONLY	ACTION+QUANTITY
GDT672-F1R-076	dcheo	1	P	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP	Dosis bis Mittelstufe trocknen und ansetzen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+QUANTITY+STAGE
GDT672-F1R-077	koshey	1	P	K_HOT+O_PREP+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	heißen Ansatz bis Mittelstufe einweichen und abschließen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+STAGE+MATERIAL+STATE
GDT672-F1R-078	ok	1	O	LOCAL_LEFT_OF_CHEY	Ansatz erhitzen; mit chey lokal heiß-trockener Ansatz auf Mittelstufe	HIGH	F1R_EXACT_SURFACE_ONLY	ACTION+STAGE+MATERIAL+STATE
GDT672-F1R-079	chtor	1	P	CH_DRY+T_COLD+OR_PORTION	Portion trocken abgekühlte Droge	HIGH	F1R_CURATED_ROLE_COMPOSITION	QUANTITY+MATERIAL+STATE
GDT672-F1R-080	chok	1	P	CH_DRY+O_PREP+K_HOT	Trockenansatz erhitzen	HIGH	F1R_CURATED_ROLE_COMPOSITION	ACTION+MATERIAL+STATE
