token_ordinal_global	locus	token_index	eva	route	component_ordinal	char_start	char_end	surface_segment	component_role	productive
108	f1r.15	2	shckhey	EXACT_V48	1	0	7	shckhey	EXACT_V48_CARD	0
109	f1r.15	3	eo	LOCAL_WHOLE_HYPOTHESIS	1	0	2	eo	LEARNED_EO_SHORT_WHOLE	0
110	f1r.15	4	r	OCCURRENCE_SCOPED_TRANSFER	1	0	1	r	FREE_R_OCCURRENCE	0
111	f1r.15	5	char	EXACT_V48	1	0	4	char	EXACT_V48_CARD	0
112	f1r.15	6	shey	EXACT_V48	1	0	4	shey	EXACT_V48_CARD	0
113	f1r.15	7	kol	EXACT_V48	1	0	3	kol	EXACT_V48_CARD	0
114	f1r.15	8	chol	EXACT_V48	1	0	4	chol	EXACT_V48_CARD	0
115	f1r.15	9	chol	EXACT_V48	1	0	4	chol	EXACT_V48_CARD	0
116	f1r.15	10	kor	EXACT_V48	1	0	3	kor	EXACT_V48_CARD	0
117	f1r.15	11	chal	EXACT_V48	1	0	4	chal	EXACT_V48_CARD	0
118	f1r.16	1	sho	EXACT_V48	1	0	3	sho	EXACT_V48_CARD	0
119	f1r.16	2	chol	EXACT_V48	1	0	4	chol	EXACT_V48_CARD	0
120	f1r.16	3	shodan	ROLE_COMPOSED_TRANSFER	1	0	2	sh	SH_MOIST	1
120	f1r.16	3	shodan	ROLE_COMPOSED_TRANSFER	2	2	3	o	O_PREP	1
120	f1r.16	3	shodan	ROLE_COMPOSED_TRANSFER	3	3	4	d	D_MEASURE	1
120	f1r.16	3	shodan	ROLE_COMPOSED_TRANSFER	4	4	6	an	AN_I	1
121	f1r.16	4	kshy	EXACT_V48	1	0	4	kshy	EXACT_V48_CARD	0
122	f1r.16	5	kchy	EXACT_V48	1	0	4	kchy	EXACT_V48_CARD	0
123	f1r.16	6	d	OCCURRENCE_SCOPED_TRANSFER	1	0	1	d	FREE_D_OCCURRENCE	0
124	f1r.16	7	or	EXACT_V48	1	0	2	or	EXACT_V48_CARD	0
125	f1r.16	8	chodaiin	EXACT_V48	1	0	8	chodaiin	EXACT_V48_CARD	0
126	f1r.16	9	sho	EXACT_V48	1	0	3	sho	EXACT_V48_CARD	0
127	f1r.16	10	koeam	ROLE_COMPOSED_TRANSFER	1	0	1	k	K_HOT	1
127	f1r.16	10	koeam	ROLE_COMPOSED_TRANSFER	2	1	2	o	O_PREP	1
127	f1r.16	10	koeam	ROLE_COMPOSED_TRANSFER	3	2	3	e	E_MIDDLE	1
127	f1r.16	10	koeam	ROLE_COMPOSED_TRANSFER	4	3	5	am	AM_UNIT_I	1
128	f1r.17	1	ycho	EXACT_V48	1	0	4	ycho	EXACT_V48_CARD	0
129	f1r.17	2	tchey	EXACT_V48	1	0	5	tchey	EXACT_V48_CARD	0
130	f1r.17	3	chekain	EXACT_V48	1	0	7	chekain	EXACT_V48_CARD	0
131	f1r.17	4	sheo	EXACT_V48	1	0	4	sheo	EXACT_V48_CARD	0
132	f1r.17	5	pshol	ROLE_COMPOSED_TRANSFER	1	0	1	p	P_POWDER	1
132	f1r.17	5	pshol	ROLE_COMPOSED_TRANSFER	2	1	3	sh	SH_MOIST	1
132	f1r.17	5	pshol	ROLE_COMPOSED_TRANSFER	3	3	5	ol	OL_MATERIAL	1
133	f1r.17	6	dydyd	LOCAL_WHOLE_HYPOTHESIS	1	0	5	dydyd	LEARNED_DOUBLE_FINISH_WHOLE	0
134	f1r.17	7	cthy	EXACT_V48	1	0	4	cthy	EXACT_V48_CARD	0
135	f1r.17	8	daiy	LOCAL_WHOLE_HYPOTHESIS	1	0	4	daiy	LEARNED_DAIY_WHOLE	0
136	f1r.18	1	yto	ROLE_COMPOSED_TRANSFER	1	0	1	y	Y_REFERENCE	1
136	f1r.18	1	yto	ROLE_COMPOSED_TRANSFER	2	1	2	t	T_COLD	1
136	f1r.18	1	yto	ROLE_COMPOSED_TRANSFER	3	2	3	o	O_PREP	1
137	f1r.18	2	shol	EXACT_V48	1	0	4	shol	EXACT_V48_CARD	0
138	f1r.18	3	she	EXACT_V48	1	0	3	she	EXACT_V48_CARD	0
139	f1r.18	4	kodshey	LOCAL_WHOLE_HYPOTHESIS	1	0	7	kodshey	LEARNED_KODSHEY_SEQUENCE	0
140	f1r.18	5	cphealy	ROLE_COMPOSED_TRANSFER	1	0	3	cph	CPH_COMPOSITE	1
140	f1r.18	5	cphealy	ROLE_COMPOSED_TRANSFER	2	3	4	e	E_MIDDLE	1
140	f1r.18	5	cphealy	ROLE_COMPOSED_TRANSFER	3	4	6	al	AL_RAW_I	1
140	f1r.18	5	cphealy	ROLE_COMPOSED_TRANSFER	4	6	7	y	Y_START_OR_CLOSE	1
141	f1r.18	6	dar	EXACT_V48	1	0	3	dar	EXACT_V48_CARD	0
142	f1r.18	7	ain	EXACT_V48	1	0	3	ain	EXACT_V48_CARD	0
143	f1r.18	8	dain	EXACT_V48	1	0	4	dain	EXACT_V48_CARD	0
144	f1r.18	9	ckhyds	LOCAL_WHOLE_HYPOTHESIS	1	0	6	ckhyds	LEARNED_CKHYDS_WHOLE	0
145	f1r.19	1	dchar	ROLE_COMPOSED_TRANSFER	1	0	1	d	D_MEASURE	1
145	f1r.19	1	dchar	ROLE_COMPOSED_TRANSFER	2	1	3	ch	CH_DRY	1
145	f1r.19	1	dchar	ROLE_COMPOSED_TRANSFER	3	3	5	ar	AR_FRACTION_I	1
146	f1r.19	2	shcthaiin	ROLE_COMPOSED_TRANSFER	1	0	2	sh	SH_MOIST	1
146	f1r.19	2	shcthaiin	ROLE_COMPOSED_TRANSFER	2	2	5	cth	CTH_HERB	1
146	f1r.19	2	shcthaiin	ROLE_COMPOSED_TRANSFER	3	5	9	aiin	AIIN_III	1
147	f1r.19	3	okaiir	ROLE_COMPOSED_TRANSFER	1	0	1	o	O_PREP	1
147	f1r.19	3	okaiir	ROLE_COMPOSED_TRANSFER	2	1	2	k	K_HOT	1
147	f1r.19	3	okaiir	ROLE_COMPOSED_TRANSFER	3	2	6	aiir	AIIR_FRACTION_III	1
148	f1r.19	4	chey	EXACT_V48	1	0	4	chey	EXACT_V48_CARD	0
149	f1r.19	5	chy	EXACT_V48	1	0	3	chy	EXACT_V48_CARD	0
150	f1r.19	6	tol	EXACT_V48	1	0	3	tol	EXACT_V48_CARD	0
151	f1r.19	7	cthols	ROLE_COMPOSED_TRANSFER	1	0	3	cth	CTH_HERB	1
151	f1r.19	7	cthols	ROLE_COMPOSED_TRANSFER	2	3	5	ol	OL_MATERIAL	1
151	f1r.19	7	cthols	ROLE_COMPOSED_TRANSFER	3	5	6	s	S_TERM_SPECIES	1
152	f1r.19	8	dloo	LOCAL_WHOLE_HYPOTHESIS	1	0	4	dloo	LEARNED_DLOO_WHOLE	0
153	f1r.20	1	shok	EXACT_V48	1	0	4	shok	EXACT_V48_CARD	0
154	f1r.20	2	chor	EXACT_V48	1	0	4	chor	EXACT_V48_CARD	0
155	f1r.20	3	chey	EXACT_V48	1	0	4	chey	EXACT_V48_CARD	0
156	f1r.20	4	dain	EXACT_V48	1	0	4	dain	EXACT_V48_CARD	0
157	f1r.20	5	ckhey	EXACT_V48	1	0	5	ckhey	EXACT_V48_CARD	0
158	f1r.21	1	otol	EXACT_V48	1	0	4	otol	EXACT_V48_CARD	0
159	f1r.21	2	daiiin	EXACT_V48	1	0	6	daiiin	EXACT_V48_CARD	0
160	f1r.22	1	cpho	ROLE_COMPOSED_TRANSFER	1	0	3	cph	CPH_COMPOSITE	1
160	f1r.22	1	cpho	ROLE_COMPOSED_TRANSFER	2	3	4	o	O_PREP	1
161	f1r.22	2	shaiin	EXACT_V48	1	0	6	shaiin	EXACT_V48_CARD	0
162	f1r.22	3	shokcheey	ROLE_COMPOSED_TRANSFER	1	0	2	sh	SH_MOIST	1
162	f1r.22	3	shokcheey	ROLE_COMPOSED_TRANSFER	2	2	3	o	O_PREP	1
162	f1r.22	3	shokcheey	ROLE_COMPOSED_TRANSFER	3	3	4	k	K_HOT	1
162	f1r.22	3	shokcheey	ROLE_COMPOSED_TRANSFER	4	4	6	ch	CH_DRY	1
162	f1r.22	3	shokcheey	ROLE_COMPOSED_TRANSFER	5	6	8	ee	EE_END	1
162	f1r.22	3	shokcheey	ROLE_COMPOSED_TRANSFER	6	8	9	y	Y_START_OR_CLOSE	1
163	f1r.22	4	chol	EXACT_V48	1	0	4	chol	EXACT_V48_CARD	0
164	f1r.22	5	tshodeesy	LOCAL_WHOLE_HYPOTHESIS	1	0	9	tshodeesy	LEARNED_TSHODEESY_WHOLE	0
165	f1r.22	6	shey	EXACT_V48	1	0	4	shey	EXACT_V48_CARD	0
166	f1r.22	7	pydeey	LOCAL_WHOLE_HYPOTHESIS	1	0	6	pydeey	LEARNED_PYDEEY_WHOLE	0
167	f1r.22	8	cha	ROLE_COMPOSED_TRANSFER	1	0	2	ch	CH_DRY	1
