card_id	surface	class	confidence	composition	rival_or_issue	decision	promoted_to_v48
GDT672-F1R-017	cphar	P	HIGH	CPH_COMPOSITE+AR_FRACTION_I	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-018	cfhaiin	W	LOW	LEARNED_FLOWER_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-019	ydaraishy	W	LOW	LEARNED_YDARAISHY_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-020	odar	P	HIGH	O_PREP+D_MEASURE+AR_FRACTION_I	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-021	cphoy	P	MEDIUM	CPH_COMPOSITE+O_PREP+Y_START_OR_CLOSE	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-022	oydar	P	HIGH	OY_PREP_BASE+D_MEASURE+AR_FRACTION_I	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-023	s	O	LOW	FREE_S_OCCURRENCE	POSITION_OR_READER_DEPENDENT	KEEP_OCCURRENCE_SCOPED	0
GDT672-F1R-024	cfhoaiin	W	LOW	LEARNED_FLOWER_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-025	shodary	P	HIGH	SH_MOIST+O_PREP+D_MEASURE+AR_FRACTION_I+Y_START_OR_CLOSE	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-026	okchoy	P	HIGH	O_PREP+K_HOT+CH_DRY+O_PREP+Y_START_OR_CLOSE	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-027	os	P	MEDIUM	O_PREP+S_TERM_SPECIES	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-028	kos	P	HIGH	K_HOT+O_PREP+S_TERM_SPECIES	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-029	shos	P	HIGH	SH_MOIST+O_PREP+S_TERM_SPECIES	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-030	cfhol	W	LOW	LEARNED_FLOWER_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-031	cphesaiin	P	MEDIUM	CPH_COMPOSITE+E_MIDDLE+S_SEED+AIIN_III	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-032	cphey	P	HIGH	CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-033	ytain	P	HIGH	Y_REFERENCE+T_COLD+AIN_II	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-034	shoshy	P	HIGH	SH_MOIST+O_PREP+SH_MOIST+Y_START_OR_CLOSE	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-035	cphodal	P	HIGH	CPH_COMPOSITE+O_PREP+D_MEASURE+AL_RAW_I	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-036	es	W	LOW	LEARNED_ES_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-037	oksho	P	HIGH	O_PREP+K_HOT+SH_MOIST+O_PREP	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-038	kshoy	P	HIGH	K_HOT+SH_MOIST+O_PREP+Y_START_OR_CLOSE	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-039	otairin	P	HIGH	O_PREP+T_COLD+AIR_FRACTION_II+IN_FORM_II	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-040	shodain	P	HIGH	SH_MOIST+O_PREP+D_MEASURE+AIN_II	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-041	sckhey	W	LOW	LEARNED_SEED_COMPOSITE_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-042	shoy	P	HIGH	SH_MOIST+O_PREP+Y_START_OR_CLOSE	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-043	cphodaiils	W	LOW	LEARNED_CPHODAIILS_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-044	oldain	P	MEDIUM	O_PREP+L_WOOD+D_MEASURE+AIN_II	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-045	d	O	MEDIUM	FREE_D_OCCURRENCE	POSITION_OR_READER_DEPENDENT	KEEP_OCCURRENCE_SCOPED	0
GDT672-F1R-046	chodain	P	HIGH	CH_DRY+O_PREP+D_MEASURE+AIN_II	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-047	dn	W	MEDIUM	LEARNED_READER_ALIAS_DAN_AN	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-048	kod	P	HIGH	K_HOT+O_PREP+D_TERM_CLOSE	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-049	eo	W	LOW	LEARNED_EO_SHORT_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-050	r	O	MEDIUM	FREE_R_OCCURRENCE	POSITION_OR_READER_DEPENDENT	KEEP_OCCURRENCE_SCOPED	0
GDT672-F1R-051	shodan	P	HIGH	SH_MOIST+O_PREP+D_MEASURE+AN_I	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-052	koeam	P	MEDIUM	K_HOT+O_PREP+E_MIDDLE+AM_UNIT_I	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-053	pshol	P	HIGH	P_POWDER+SH_MOIST+OL_MATERIAL	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-054	dydyd	W	LOW	LEARNED_DOUBLE_FINISH_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-055	daiy	W	MEDIUM	LEARNED_DAIY_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-056	yto	P	HIGH	Y_REFERENCE+T_COLD+O_PREP	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-057	kodshey	W	LOW	LEARNED_KODSHEY_SEQUENCE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-058	cphealy	P	MEDIUM	CPH_COMPOSITE+E_MIDDLE+AL_RAW_I+Y_START_OR_CLOSE	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-059	ckhyds	W	LOW	LEARNED_CKHYDS_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-060	dchar	P	HIGH	D_MEASURE+CH_DRY+AR_FRACTION_I	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-061	shcthaiin	P	HIGH	SH_MOIST+CTH_HERB+AIIN_III	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-062	okaiir	P	HIGH	O_PREP+K_HOT+AIIR_FRACTION_III	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-063	cthols	P	HIGH	CTH_HERB+OL_MATERIAL+S_TERM_SPECIES	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-064	dloo	W	LOW	LEARNED_DLOO_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-065	cpho	P	HIGH	CPH_COMPOSITE+O_PREP	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-066	shokcheey	P	HIGH	SH_MOIST+O_PREP+K_HOT+CH_DRY+EE_END+Y_START_OR_CLOSE	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-067	tshodeesy	W	LOW	LEARNED_TSHODEESY_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-068	pydeey	W	LOW	LEARNED_PYDEEY_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-069	cha	P	MEDIUM	CH_DRY+A_PART_OR_LINK	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-070	ydoin	P	HIGH	Y_REFERENCE+D_MEASURE+O_PREP+IN_FORM_II	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-071	shoaiin	P	HIGH	SH_MOIST+O_PREP+AIIN_III	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-072	ctholdar	P	HIGH	CTH_HERB+OL_MATERIAL+D_MEASURE+AR_FRACTION_I	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-073	kokaiin	P	HIGH	K_HOT+O_PREP+K_HOT+AIIN_III	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-074	ochol	P	HIGH	O_PREP+CH_DRY+OL_MATERIAL	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-075	kdchy	W	LOW	LEARNED_KDCHY_WHOLE	OPEN_INTERNAL_ANALYSIS	KEEP_AS_LOCAL_WHOLE_HYPOTHESIS	0
GDT672-F1R-076	dcheo	P	HIGH	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-077	koshey	P	HIGH	K_HOT+O_PREP+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-078	ok	O	HIGH	LOCAL_LEFT_OF_CHEY	POSITION_OR_READER_DEPENDENT	KEEP_OCCURRENCE_SCOPED	0
GDT672-F1R-079	chtor	P	HIGH	CH_DRY+T_COLD+OR_PORTION	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
GDT672-F1R-080	chok	P	HIGH	CH_DRY+O_PREP+K_HOT	NONE	ACCEPT_CURATED_FULL_SURFACE_COMPOSITION	0
