phrase_id	page	locus	token_index	carrier_surface	quality_core	d_value_surface	working_value	working_roman	contextual_role	working_reading_de	phrase_line_end	all_expression_tokens_stable	surface_line
G628-L031	f25v	f25v.3	3	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	0	1	orcho kchor chol daiin shcfho r daiin dshey daiity
G628-L032	f25v	f25v.4	3	shol	sh	daiin	3	III	QUALITY_DEGREE	unmarkiert: feucht, Grad III	0	1	qokaiin qokcho shol daiin ckhear ckhol daiin chkear
G628-L033	f27r	f27r.2	3	shol	sh	dain	2	II	QUALITY_DEGREE	unmarkiert: feucht, Grad II	0	1	dy ain shol dain dar shokyd dchol cthey ds
G628-L034	f27r	f27r.11	1	chol	ch	daiiin	4	IV	QUALITY_DEGREE	unmarkiert: trocken, Grad IV	0	1	chol daiiin chees chos ey dan
G628-L035	f28r	f28r.8	4	kol	k	daiin	3	III	QUALITY_DEGREE	unmarkiert: heiß, Grad III	0	1	oschotshl daiin okchey kol daiin shol dsho otaiin
G628-L036	f28v	f28v.5	2	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	0	1	otol chol daiin chkaiin shoiin qotchey qotshey daiiin
G628-L037	f2r	f2r.5	4	chol	ch	dan	1	I	QUALITY_DEGREE	unmarkiert: trocken, Grad I	0	1	otochor al shodaiin chol dan ytchaiin dan
G628-L038	f2r	f2r.7	4	chol	ch	dan	1	I	QUALITY_DEGREE	unmarkiert: trocken, Grad I	1	1	shor ckhy daiiny chol dan
G628-L039	f2v	f2v.5	8	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	1	1	kchor shy daiiin chm s shey dor chol daiin
G628-L040	f32v	f32v.8	1	otchol	tch	daiin	3	III	QUALITY_DEGREE	im o-Rahmen: kalt-trocken, Grad III	0	1	otchol daiin daiin ctho daiin qotaiin otchy d shan
G628-L041	f32v	f32v.10	4	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	0	1	sho keol chor chol daiin cpho l cthol da ar
G628-L042	f35v	f35v.7	5	kol	k	daiin	3	III	QUALITY_DEGREE	unmarkiert: heiß, Grad III	1	1	tcho tchor shol sho kol daiin
G628-L043	f35v	f35v.19	4	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	1	1	schokey y keol chol daiin
G628-L044	f36v	f36v.2	2	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	0	1	qotor chol daiin otaiin qotor ytar ochor chety ckhor dom
G628-L045	f37r	f37r.4	4	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	0	1	pchotchy daiin cfholdar chol daiin yd
G628-L046	f37v	f37v.23	2	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	1	1	yto chol daiin
G628-L047	f3r	f3r.3	3	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	0	1	ochor qocheor chol daiin cthy
G628-L048	f3r	f3r.16	7	qokol	k	daiin	3	III	QUALITY_DEGREE	im qo-Qualitätsrahmen: heiß, Grad III	0	0	oteol chol s cheol ekshy qokeom qokol daiin soleeg
G628-L049	f42r	f42r.10	8	shol	sh	dain	2	II	QUALITY_DEGREE	unmarkiert: feucht, Grad II	1	0	choty dol ksheo cthor otol cthol chol shol dain
G628-L050	f42r	f42r.13	5	shol	sh	daiin	3	III	QUALITY_DEGREE	unmarkiert: feucht, Grad III	0	0	qopor shol shot shol shol daiin dain s cheam
G628-L051	f42v	f42v.2	9	otol	t	daiin	3	III	QUALITY_DEGREE	im o-Rahmen: kalt, Grad III	1	1	dshey tchey y kchey chtchy y dan dain otol daiin
G628-L052	f44v	f44v.2	5	otchol	tch	daiin	3	III	QUALITY_DEGREE	im o-Rahmen: kalt-trocken, Grad III	0	1	yolkol cheol qokchain daly otchol daiin shol qotor ar
G628-L053	f44v	f44v.3	4	otol	t	daiin	3	III	QUALITY_DEGREE	im o-Rahmen: kalt, Grad III	0	1	tol okchor shcthy otol daiin cthy cthy
G628-L054	f45r	f45r.3	3	kchol	kch	daiin	3	III	QUALITY_DEGREE	unmarkiert: heiß-trocken, Grad III	0	1	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom
G628-L055	f47r	f47r.1	4	shol	sh	daiin	3	III	QUALITY_DEGREE	unmarkiert: feucht, Grad III	0	1	chair oly sheaiin shol daiin chdy
G628-L056	f47r	f47r.3	6	chol	ch	dain	2	II	QUALITY_DEGREE	unmarkiert: trocken, Grad II	0	1	dor chol chy chaiin ckhey chol dain okaiin
G628-L057	f47r	f47r.4	4	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	0	1	qokcheo cthey chokain chol daiin kchdal
G628-L058	f47r	f47r.9	5	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	0	1	qoko kor chaiin okal chol daiin okcho kchorsy
G628-L059	f47r	f47r.10	7	tchol	tch	dain	2	II	QUALITY_DEGREE	unmarkiert: kalt-trocken, Grad II	0	1	shy otcho keey tor chey otchy tchol dain dam
G628-L060	f47v	f47v.9	4	chol	ch	dain	2	II	QUALITY_DEGREE	unmarkiert: trocken, Grad II	1	1	qotcheey chety chol chol dain
G628-L061	f49r	f49r.14	5	otol	t	daiin	3	III	QUALITY_DEGREE	im o-Rahmen: kalt, Grad III	1	1	qo shoqoky shor sheor otol daiin
G628-L062	f49v	f49v.26	6	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	1	1	qokeol chokeeody otol kcho s chol daiin
G628-L063	f4v	f4v.11	5	qotol	t	daiin	3	III	QUALITY_DEGREE	im qo-Qualitätsrahmen: kalt, Grad III	1	0	sho kcheor shody shtaiin qotol daiin
G628-L064	f51r	f51r.9	1	tol	t	daiin	3	III	QUALITY_DEGREE	unmarkiert: kalt, Grad III	0	1	tol daiin daim qchodal dal qody qoetam
G628-L065	f51v	f51v.6	7	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	1	0	okor ctheody qocphy qokal qotaiin otykol chol daiin
G628-L066	f53v	f53v.4	1	qokol	k	daiiin	4	IV	QUALITY_DEGREE	im qo-Qualitätsrahmen: heiß, Grad IV	0	0	qokol daiiin qockhor okchor daiio dain d
G628-L067	f56v	f56v.13	5	shol	sh	daiin	3	III	QUALITY_DEGREE	unmarkiert: feucht, Grad III	1	1	ykor aiin chorol sho shol daiin
G628-L068	f56v	f56v.15	3	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	0	1	otchol chol chol daiin chotaiin
G628-L069	f56v	f56v.16	5	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	1	1	s o kchol chol chol daiin
G628-L070	f5v	f5v.4	5	shol	sh	daiin	3	III	QUALITY_DEGREE	unmarkiert: feucht, Grad III	0	0	qotor shees otol ykoiin shol daiin cthor okch y taiin
G628-L071	f5v	f5v.5	4	otchol	tch	daiin	3	III	QUALITY_DEGREE	im o-Rahmen: kalt-trocken, Grad III	0	1	shokeeol chor cheotol otchol daiin dal chol chotaiin
G628-L072	f6v	f6v.20	3	okol	k	daiin	3	III	QUALITY_DEGREE	im o-Rahmen: heiß, Grad III	1	1	dchor choldar okol daiin
G628-L073	f79v	f79v.35	6	otol	t	dain	2	II	QUALITY_DEGREE	im o-Rahmen: kalt, Grad II	0	1	qor cheey kain chl ol otol dain otain ol oteedy qokan
G628-L074	f7r	f7r.7	4	otchol	tch	dain	2	II	QUALITY_DEGREE	im o-Rahmen: kalt-trocken, Grad II	0	1	dshoy cthol chol otchol dain shody shol chotchy
G628-L075	f81r	f81r.10	1	chol	ch	dain	2	II	QUALITY_DEGREE	unmarkiert: trocken, Grad II	0	1	chol dain otedy cheey qotain ly
G628-L076	f85r2	f85r2.4	4	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	1	1	dair sheo oraiin chol daiin
G628-L077	f89v1	f89v1.10	5	qokol	k	daiin	3	III	QUALITY_DEGREE	im qo-Qualitätsrahmen: heiß, Grad III	0	0	tor sheor cheeor cthey qokol daiin chekal dals chear qotam
G628-L078	f93r	f93r.21	2	shol	sh	daiin	3	III	QUALITY_DEGREE	unmarkiert: feucht, Grad III	0	1	dol shol daiin shcthy
G628-L079	f96r	f96r.8	5	chol	ch	daiin	3	III	QUALITY_DEGREE	unmarkiert: trocken, Grad III	1	0	ykeor secheeol sheol qokeeey chol daiin
G628-L080	f99v	f99v.12	4	otol	t	daiin	3	III	QUALITY_DEGREE	im o-Rahmen: kalt, Grad III	0	1	qokeo qokeol chockhy otol daiin oty otoey da chor aiin
