occurrence_id	page	locus	token_index	surface	wrapper	quality_core	ending	role	working_meaning_de	left_surface	right_surface	position	section	hand	triple_reading_token_stable	surface_line
G628-O0020	f100v	f100v.20	7	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	cheor	chockhar	MIDDLE	P	1	1	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar
G628-O0021	f100v	f100v.21	2	okor	o	k	OR	OR_NOMINAL_OR_PART_CARRIER	or-Träger mit heiß-Kern; Teil-/Nominalform gegen Qualitätsallomorph offen	soral	ol	MIDDLE	P	1	1	soral okor ol choy ly araroy okar cheeeal cheokeol orey
G628-O0022	f100v	f100v.21	3	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	okor	choy	MIDDLE	P	1	1	soral okor ol choy ly araroy okar cheeeal cheokeol orey
G628-O0023	f102r1	f102r1.5	7	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	oraroekeol	ekey	MIDDLE	P	1	1	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain
G628-O0024	f102r1	f102r1.5	9	qokol	qo	k	OL	QUALITY_STATE_CARRIER	heiße Zustands-/Materialform; flüssig meist heiß	ekey	dain	MIDDLE	P	1	1	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain
G628-O0025	f102r1	f102r1.10	3	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	sholdy	chol	MIDDLE	P	1	1	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy
G628-O0026	f102r1	f102r1.10	4	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	chol	ykeeol	MIDDLE	P	1	1	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy
G628-O0027	f102r1	f102r1.14	7	okol	o	k	OL	QUALITY_STATE_CARRIER	heiße Zustands-/Materialform; flüssig meist heiß	qoteol	chos	MIDDLE	P	1	1	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin
G628-O0028	f102r1	f102r1.14	10	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	s	oeeaiin	MIDDLE	P	1	0	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin
G628-O0029	f102r1	f102r1.15	1	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	<START>	chol	FIRST	P	1	1	or chol daiin dykeor sheey qokeody dor os ykeeykam
G628-O0030	f102r1	f102r1.15	2	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	or	daiin	MIDDLE	P	1	1	or chol daiin dykeor sheey qokeody dor os ykeeykam
G628-O0031	f102v1	f102v1.8	2	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	dairn	chey	MIDDLE	P	1	1	dairn ol chey ctheol qokeor os aiin cheor qokey choky
G628-O0032	f102v1	f102v1.9	6	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	qockheor	cheo	MIDDLE	P	1	0	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar
G628-O0033	f102v1	f102v1.10	2	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	kochor	ydaiin	MIDDLE	P	1	1	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy
G628-O0034	f102v1	f102v1.10	7	kor	BARE	k	OR	OR_NOMINAL_OR_PART_CARRIER	or-Träger mit heiß-Kern; Teil-/Nominalform gegen Qualitätsallomorph offen	ykeey	shey	MIDDLE	P	1	0	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy
G628-O0035	f102v1	f102v1.11	2	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	sol	qooiin	MIDDLE	P	1	1	sol chol qooiin qokol cheol chey kolcheey daiin cheody dy
G628-O0036	f102v1	f102v1.11	4	qokol	qo	k	OL	QUALITY_STATE_CARRIER	heiße Zustands-/Materialform; flüssig meist heiß	qooiin	cheol	MIDDLE	P	1	0	sol chol qooiin qokol cheol chey kolcheey daiin cheody dy
G628-O0037	f102v1	f102v1.13	2	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	toiin	daiin	MIDDLE	P	1	1	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim
G628-O0038	f102v1	f102v1.14	1	chor	BARE	ch	OR	PART_TERM__QUALITY_RIVAL	Pflanzen-/Reproduktionsteil; ch-Qualitätskomposition bleibt Nebenlesung	<START>	cheor	FIRST	P	1	1	chor cheor ckhey oteol aeky
G628-O0039	f102v1	f102v1.19	3	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	dair	sheol	MIDDLE	P	1	1	foidaiin dair or sheol okeeol qoteol oroey olkey
G628-O0040	f102v1	f102v1.22	5	qool	qo	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	cheol	chsey	MIDDLE	P	1	1	ykeeody chodaiin qokeos cheol qool chsey oteody okchy
G628-O0041	f102v1	f102v1.24	3	qoor	qo	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	ckhey	cheol	MIDDLE	P	1	1	ysaiin ckhey qoor cheol
G628-O0042	f102v2	f102v2.4	1	chor	BARE	ch	OR	PART_TERM__QUALITY_RIVAL	Pflanzen-/Reproduktionsteil; ch-Qualitätskomposition bleibt Nebenlesung	<START>	<END>	FIRST	P	1	0	chor
G628-O0043	f102v2	f102v2.7	1	okol	o	k	OL	QUALITY_STATE_CARRIER	heiße Zustands-/Materialform; flüssig meist heiß	<START>	<END>	FIRST	P	1	0	okol
G628-O0044	f102v2	f102v2.20	9	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	dol	sheeoy	MIDDLE	P	1	1	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc
G628-O0045	f102v2	f102v2.22	2	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	dain	aiin	MIDDLE	P	1	1	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho
G628-O0046	f102v2	f102v2.22	7	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	oiir	sheey	MIDDLE	P	1	1	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho
G628-O0047	f102v2	f102v2.22	10	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	qockhy	keo	MIDDLE	P	1	1	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho
G628-O0048	f102v2	f102v2.23	6	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	oiees	eey	MIDDLE	P	1	0	okey okey shey okey oiees or eey
G628-O0049	f102v2	f102v2.32	10	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	cheeor	daiin	MIDDLE	P	1	1	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy
G628-O0050	f102v2	f102v2.34	5	okchol	o	kch	OL	QUALITY_STATE_CARRIER	heiß-trockene Zustands-/Materialform; flüssig meist heiß-trocken	qokeos	ctheor	MIDDLE	P	1	0	sorshey okeeor sheockhey qokeos okchol ctheor okey sal
G628-O0051	f102v2	f102v2.37	1	tchor	BARE	tch	OR	OR_NOMINAL_OR_PART_CARRIER	or-Träger mit kalt-trocken-Kern; Teil-/Nominalform gegen Qualitätsallomorph offen	<START>	ar	FIRST	P	1	1	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar
G628-O0052	f102v2	f102v2.37	4	kor	BARE	k	OR	OR_NOMINAL_OR_PART_CARRIER	or-Träger mit heiß-Kern; Teil-/Nominalform gegen Qualitätsallomorph offen	chey	or	MIDDLE	P	1	1	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar
G628-O0053	f102v2	f102v2.37	5	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	kor	cthey	MIDDLE	P	1	1	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar
G628-O0054	f103r	f103r.3	7	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	chckhy	orol	MIDDLE	S	3	1	yshdain sheek cheoty eeokal chedy chckhy or orol okaiin eeal ot kar otar chal
G628-O0055	f103r	f103r.4	7	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	chdar	loty	MIDDLE	S	3	0	ychedy qokedy okedy qokeey okey chdar ol loty chedaraly
G628-O0056	f103r	f103r.7	8	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	qoedy	shedy	MIDDLE	S	3	0	saiin chey shs olshedy qokeey okeeody qoedy ol shedy
G628-O0057	f103r	f103r.10	2	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	daiin	oain	MIDDLE	S	3	0	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain
G628-O0058	f103r	f103r.10	5	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	okeol	okam	MIDDLE	S	3	0	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain
G628-O0059	f103r	f103r.15	3	shol	BARE	sh	OL	QUALITY_STATE_CARRIER	feuchte Zustands-/Materialform; flüssig meist feucht	qokeey	qotey	MIDDLE	S	3	0	qotedy qokeey shol qotey shkaiin
G628-O0060	f103r	f103r.17	9	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	oty	aiin	MIDDLE	S	3	0	sar shey qokey keedy qokeey chckhy qokal oty or aiin
G628-O0061	f103r	f103r.23	5	shol	BARE	sh	OL	QUALITY_STATE_CARRIER	feuchte Zustands-/Materialform; flüssig meist feucht	chckhy	<END>	LAST	S	3	1	daiin sheckhy lchedy chckhy shol
G628-O0062	f103r	f103r.25	12	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	oteey	<END>	LAST	S	3	1	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol
G628-O0063	f103r	f103r.28	9	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	ain	cheey	MIDDLE	S	3	1	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy
G628-O0064	f103r	f103r.31	2	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	soiin	kaiin	MIDDLE	S	3	0	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty
G628-O0065	f103r	f103r.43	3	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	cheal	sheey	MIDDLE	S	3	1	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin
G628-O0066	f103r	f103r.45	3	shol	BARE	sh	OL	QUALITY_STATE_CARRIER	feuchte Zustands-/Materialform; flüssig meist feucht	qokeedy	shedar	MIDDLE	S	3	1	qokeedy qokeedy shol shedar chedy qoteedy oteedy olkeol ltar y
G628-O0067	f103r	f103r.46	1	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	<START>	keey	FIRST	S	3	0	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan
G628-O0068	f103r	f103r.46	9	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	qokeey	loiin	MIDDLE	S	3	1	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan
G628-O0069	f103r	f103r.49	5	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	l	sheed	MIDDLE	S	3	0	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am
G628-O0070	f103v	f103v.3	2	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	qok	chedy	MIDDLE	S	3	1	qok or chedy qokey dar chcthy char qoty shdy okeedy qokeey qokain
G628-O0071	f103v	f103v.4	6	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	lkees	qoteedy	MIDDLE	S	3	1	y cheey qokeey okeey lkees ol qoteedy ykeedy
G628-O0072	f103v	f103v.7	3	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	shey	chey	MIDDLE	S	3	1	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy
G628-O0073	f103v	f103v.7	11	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	qokaiin	chedydy	MIDDLE	S	3	1	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy
G628-O0074	f103v	f103v.9	10	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	qotar	lkar	MIDDLE	S	3	1	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar
G628-O0075	f103v	f103v.10	1	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	<START>	cheey	FIRST	S	3	1	or cheey qokeeshy okeey loiin oy otedy lor aiin sheor qotain olldy
G628-O0076	f103v	f103v.12	7	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	l	shedy	MIDDLE	S	3	0	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam
G628-O0077	f103v	f103v.16	7	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	otain	kedy	MIDDLE	S	3	0	daiin sheekchy okeeshy qol shedy otain ol kedy
G628-O0078	f103v	f103v.17	8	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	qokal	char	MIDDLE	S	3	1	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy
G628-O0079	f103v	f103v.18	2	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	yshear	oqaiin	MIDDLE	S	3	0	yshear ol oqaiin chckhey lchedy chedy olaiin oteedy qokeedal larorol
G628-O0080	f103v	f103v.23	5	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	cheey	aiiin	MIDDLE	S	3	1	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty
G628-O0081	f103v	f103v.23	10	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	otear	ar	MIDDLE	S	3	0	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty
G628-O0082	f103v	f103v.34	3	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	sheey	chey	MIDDLE	S	3	1	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy
G628-O0083	f103v	f103v.37	3	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	qokain	shey	MIDDLE	S	3	1	olshey qokain ol shey qokeshe lsheok shdy qcphey chetydar
G628-O0084	f103v	f103v.38	4	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	chees	chey	MIDDLE	S	3	1	oteey l chees ol chey chey chol keechy
G628-O0085	f103v	f103v.38	7	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	chey	keechy	MIDDLE	S	3	0	oteey l chees ol chey chey chol keechy
G628-O0086	f103v	f103v.39	5	shol	BARE	sh	OL	QUALITY_STATE_CARRIER	feuchte Zustands-/Materialform; flüssig meist feucht	lcharar	okeedar	MIDDLE	S	3	1	polshor keeolshey okey lcharar shol okeedar shes aiin oty lchdy
G628-O0087	f103v	f103v.40	5	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	qoain	keey	MIDDLE	S	3	1	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain
G628-O0088	f103v	f103v.45	2	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	okey	cheey	MIDDLE	S	3	1	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly
G628-O0089	f103v	f103v.45	8	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	sheckhy	ain	MIDDLE	S	3	0	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly
G628-O0090	f103v	f103v.46	2	shol	BARE	sh	OL	QUALITY_STATE_CARRIER	feuchte Zustands-/Materialform; flüssig meist feucht	tain	qokain	MIDDLE	S	3	1	tain shol qokain chckhy rorol chdy raly osaiin chary
G628-O0091	f104r	f104r.5	4	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	qoshedy	chl	MIDDLE	S	3	1	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod
G628-O0092	f104r	f104r.5	6	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	chl	cheday	MIDDLE	S	3	1	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod
G628-O0093	f104r	f104r.9	3	qokol	qo	k	OL	QUALITY_STATE_CARRIER	heiße Zustands-/Materialform; flüssig meist heiß	qokecho	cheeo	MIDDLE	S	3	1	ycheeoy qokecho qokol cheeo dam
G628-O0094	f104r	f104r.10	1	tol	BARE	t	OL	QUALITY_STATE_CARRIER	kalte Zustands-/Materialform; flüssig meist kalt	<START>	chedal	FIRST	S	3	1	tol chedal cheoy otyd os l air shdy qokchd octheody cholfor otalr
G628-O0095	f104r	f104r.12	9	qotor	qo	t	OR	OR_NOMINAL_OR_PART_CARRIER	or-Träger mit kalt-Kern; Teil-/Nominalform gegen Qualitätsallomorph offen	octhy	opchey	MIDDLE	S	3	0	tshdol qotchedy qokoeey qoteode lo sar al octhy qotor opchey qotam
G628-O0096	f104r	f104r.14	9	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	otal	oeeal	MIDDLE	S	3	1	daiin choaiin qokechy qotal cheolor saiin olkeechey otal ol oeeal
G628-O0097	f104r	f104r.18	4	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	qolar	chockhar	MIDDLE	S	3	1	dcheeokeody qokain qolar or chockhar otalkshedy
G628-O0098	f104r	f104r.19	10	otor	o	t	OR	OR_NOMINAL_OR_PART_CARRIER	or-Träger mit kalt-Kern; Teil-/Nominalform gegen Qualitätsallomorph offen	opair	airod	MIDDLE	S	3	0	toaiin chdar otar shd qotar olkchedy cheokeey kary opair otor airod lshd
G628-O0099	f104r	f104r.20	5	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	qokaiin	rar	MIDDLE	S	3	1	dsheoy qocthey qokchdy qokaiin chol rar cheody cheeekan ar ain ar alam
G628-O0100	f104r	f104r.23	1	ol	BARE	NONE	OL	BASE_CARRIER	Eigenschafts-/Zustands-/Materialträger; genaue Wortbedeutung offen	<START>	sheockhey	FIRST	S	3	1	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol
G628-O0101	f104r	f104r.23	3	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	sheockhey	kechdy	MIDDLE	S	3	1	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol
G628-O0102	f104r	f104r.23	7	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	lkain	keeody	MIDDLE	S	3	1	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol
G628-O0103	f104r	f104r.23	9	otchor	o	tch	OR	OR_NOMINAL_OR_PART_CARRIER	or-Träger mit kalt-trocken-Kern; Teil-/Nominalform gegen Qualitätsallomorph offen	keeody	aiir	MIDDLE	S	3	1	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol
G628-O0104	f104r	f104r.23	11	chol	BARE	ch	OL	QUALITY_STATE_CARRIER	trockene Zustands-/Materialform; flüssig meist trocken	aiir	kar	MIDDLE	S	3	0	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol
G628-O0105	f104r	f104r.28	3	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	chedar	aror	MIDDLE	S	3	1	olcheear chedar or aror sheey olkeechy or char cheeo l s or or aiin atam
G628-O0106	f104r	f104r.28	7	or	BARE	NONE	OR	BASE_NOMINAL_PART_CARRIER	Teil-/Nominalträger; genaue Wortbedeutung offen	olkeechy	char	MIDDLE	S	3	1	olcheear chedar or aror sheey olkeechy or char cheeo l s or or aiin atam
