base_surface	wrapper	quality_core	ending	working_value	working_roman	realization_mode	predicted_surface	occurrences	pages	triple_stable_occurrences	occupied
chor	BARE	ch	OR	3	III	SEPARATE_D_VALUE	chor daiin	9	9	7	1
chor	BARE	ch	OR	4	IV	DIRECT_A_VALUE	choraiiin	0	0	0	0
chor	BARE	ch	OR	4	IV	FUSED_D_VALUE	chordaiiin	0	0	0	0
chor	BARE	ch	OR	4	IV	SEPARATE_D_VALUE	chor daiiin	0	0	0	0
shol	BARE	sh	OL	1	I	DIRECT_A_VALUE	sholan	0	0	0	0
shol	BARE	sh	OL	1	I	FUSED_D_VALUE	sholdan	0	0	0	0
shol	BARE	sh	OL	1	I	SEPARATE_D_VALUE	shol dan	0	0	0	0
shol	BARE	sh	OL	2	II	DIRECT_A_VALUE	sholain	0	0	0	0
shol	BARE	sh	OL	2	II	FUSED_D_VALUE	sholdain	0	0	0	0
shol	BARE	sh	OL	2	II	SEPARATE_D_VALUE	shol dain	2	2	1	1
shol	BARE	sh	OL	3	III	DIRECT_A_VALUE	sholaiin	1	1	1	1
shol	BARE	sh	OL	3	III	FUSED_D_VALUE	sholdaiin	2	2	1	1
shol	BARE	sh	OL	3	III	SEPARATE_D_VALUE	shol daiin	9	9	6	1
shol	BARE	sh	OL	4	IV	DIRECT_A_VALUE	sholaiiin	0	0	0	0
shol	BARE	sh	OL	4	IV	FUSED_D_VALUE	sholdaiiin	0	0	0	0
shol	BARE	sh	OL	4	IV	SEPARATE_D_VALUE	shol daiiin	0	0	0	0
shor	BARE	sh	OR	1	I	DIRECT_A_VALUE	shoran	0	0	0	0
shor	BARE	sh	OR	1	I	FUSED_D_VALUE	shordan	0	0	0	0
shor	BARE	sh	OR	1	I	SEPARATE_D_VALUE	shor dan	0	0	0	0
shor	BARE	sh	OR	2	II	DIRECT_A_VALUE	shorain	0	0	0	0
shor	BARE	sh	OR	2	II	FUSED_D_VALUE	shordain	0	0	0	0
shor	BARE	sh	OR	2	II	SEPARATE_D_VALUE	shor dain	0	0	0	0
shor	BARE	sh	OR	3	III	DIRECT_A_VALUE	shoraiin	0	0	0	0
shor	BARE	sh	OR	3	III	FUSED_D_VALUE	shordaiin	0	0	0	0
shor	BARE	sh	OR	3	III	SEPARATE_D_VALUE	shor daiin	5	5	3	1
shor	BARE	sh	OR	4	IV	DIRECT_A_VALUE	shoraiiin	0	0	0	0
shor	BARE	sh	OR	4	IV	FUSED_D_VALUE	shordaiiin	0	0	0	0
shor	BARE	sh	OR	4	IV	SEPARATE_D_VALUE	shor daiiin	0	0	0	0
kchol	BARE	kch	OL	1	I	DIRECT_A_VALUE	kcholan	0	0	0	0
kchol	BARE	kch	OL	1	I	FUSED_D_VALUE	kcholdan	0	0	0	0
kchol	BARE	kch	OL	1	I	SEPARATE_D_VALUE	kchol dan	0	0	0	0
kchol	BARE	kch	OL	2	II	DIRECT_A_VALUE	kcholain	0	0	0	0
kchol	BARE	kch	OL	2	II	FUSED_D_VALUE	kcholdain	0	0	0	0
kchol	BARE	kch	OL	2	II	SEPARATE_D_VALUE	kchol dain	0	0	0	0
kchol	BARE	kch	OL	3	III	DIRECT_A_VALUE	kcholaiin	0	0	0	0
kchol	BARE	kch	OL	3	III	FUSED_D_VALUE	kcholdaiin	0	0	0	0
kchol	BARE	kch	OL	3	III	SEPARATE_D_VALUE	kchol daiin	2	2	2	1
kchol	BARE	kch	OL	4	IV	DIRECT_A_VALUE	kcholaiiin	0	0	0	0
kchol	BARE	kch	OL	4	IV	FUSED_D_VALUE	kcholdaiiin	0	0	0	0
kchol	BARE	kch	OL	4	IV	SEPARATE_D_VALUE	kchol daiiin	0	0	0	0
kchor	BARE	kch	OR	1	I	DIRECT_A_VALUE	kchoran	0	0	0	0
kchor	BARE	kch	OR	1	I	FUSED_D_VALUE	kchordan	0	0	0	0
kchor	BARE	kch	OR	1	I	SEPARATE_D_VALUE	kchor dan	0	0	0	0
kchor	BARE	kch	OR	2	II	DIRECT_A_VALUE	kchorain	0	0	0	0
kchor	BARE	kch	OR	2	II	FUSED_D_VALUE	kchordain	0	0	0	0
kchor	BARE	kch	OR	2	II	SEPARATE_D_VALUE	kchor dain	0	0	0	0
kchor	BARE	kch	OR	3	III	DIRECT_A_VALUE	kchoraiin	0	0	0	0
kchor	BARE	kch	OR	3	III	FUSED_D_VALUE	kchordaiin	0	0	0	0
kchor	BARE	kch	OR	3	III	SEPARATE_D_VALUE	kchor daiin	2	2	2	1
kchor	BARE	kch	OR	4	IV	DIRECT_A_VALUE	kchoraiiin	0	0	0	0
kchor	BARE	kch	OR	4	IV	FUSED_D_VALUE	kchordaiiin	0	0	0	0
kchor	BARE	kch	OR	4	IV	SEPARATE_D_VALUE	kchor daiiin	0	0	0	0
kshol	BARE	ksh	OL	1	I	DIRECT_A_VALUE	ksholan	0	0	0	0
kshol	BARE	ksh	OL	1	I	FUSED_D_VALUE	ksholdan	0	0	0	0
kshol	BARE	ksh	OL	1	I	SEPARATE_D_VALUE	kshol dan	0	0	0	0
kshol	BARE	ksh	OL	2	II	DIRECT_A_VALUE	ksholain	0	0	0	0
kshol	BARE	ksh	OL	2	II	FUSED_D_VALUE	ksholdain	0	0	0	0
kshol	BARE	ksh	OL	2	II	SEPARATE_D_VALUE	kshol dain	0	0	0	0
kshol	BARE	ksh	OL	3	III	DIRECT_A_VALUE	ksholaiin	0	0	0	0
kshol	BARE	ksh	OL	3	III	FUSED_D_VALUE	ksholdaiin	0	0	0	0
kshol	BARE	ksh	OL	3	III	SEPARATE_D_VALUE	kshol daiin	0	0	0	0
kshol	BARE	ksh	OL	4	IV	DIRECT_A_VALUE	ksholaiiin	0	0	0	0
kshol	BARE	ksh	OL	4	IV	FUSED_D_VALUE	ksholdaiiin	0	0	0	0
kshol	BARE	ksh	OL	4	IV	SEPARATE_D_VALUE	kshol daiiin	0	0	0	0
kshor	BARE	ksh	OR	1	I	DIRECT_A_VALUE	kshoran	0	0	0	0
kshor	BARE	ksh	OR	1	I	FUSED_D_VALUE	kshordan	0	0	0	0
kshor	BARE	ksh	OR	1	I	SEPARATE_D_VALUE	kshor dan	0	0	0	0
kshor	BARE	ksh	OR	2	II	DIRECT_A_VALUE	kshorain	0	0	0	0
kshor	BARE	ksh	OR	2	II	FUSED_D_VALUE	kshordain	0	0	0	0
kshor	BARE	ksh	OR	2	II	SEPARATE_D_VALUE	kshor dain	0	0	0	0
kshor	BARE	ksh	OR	3	III	DIRECT_A_VALUE	kshoraiin	1	1	0	1
kshor	BARE	ksh	OR	3	III	FUSED_D_VALUE	kshordaiin	0	0	0	0
kshor	BARE	ksh	OR	3	III	SEPARATE_D_VALUE	kshor daiin	0	0	0	0
kshor	BARE	ksh	OR	4	IV	DIRECT_A_VALUE	kshoraiiin	0	0	0	0
kshor	BARE	ksh	OR	4	IV	FUSED_D_VALUE	kshordaiiin	0	0	0	0
kshor	BARE	ksh	OR	4	IV	SEPARATE_D_VALUE	kshor daiiin	0	0	0	0
tchol	BARE	tch	OL	1	I	DIRECT_A_VALUE	tcholan	0	0	0	0
tchol	BARE	tch	OL	1	I	FUSED_D_VALUE	tcholdan	0	0	0	0
tchol	BARE	tch	OL	1	I	SEPARATE_D_VALUE	tchol dan	0	0	0	0
tchol	BARE	tch	OL	2	II	DIRECT_A_VALUE	tcholain	0	0	0	0
tchol	BARE	tch	OL	2	II	FUSED_D_VALUE	tcholdain	0	0	0	0
tchol	BARE	tch	OL	2	II	SEPARATE_D_VALUE	tchol dain	1	1	1	1
tchol	BARE	tch	OL	3	III	DIRECT_A_VALUE	tcholaiin	0	0	0	0
tchol	BARE	tch	OL	3	III	FUSED_D_VALUE	tcholdaiin	0	0	0	0
tchol	BARE	tch	OL	3	III	SEPARATE_D_VALUE	tchol daiin	1	1	1	1
tchol	BARE	tch	OL	4	IV	DIRECT_A_VALUE	tcholaiiin	0	0	0	0
tchol	BARE	tch	OL	4	IV	FUSED_D_VALUE	tcholdaiiin	0	0	0	0
tchol	BARE	tch	OL	4	IV	SEPARATE_D_VALUE	tchol daiiin	0	0	0	0
tchor	BARE	tch	OR	1	I	DIRECT_A_VALUE	tchoran	0	0	0	0
tchor	BARE	tch	OR	1	I	FUSED_D_VALUE	tchordan	0	0	0	0
tchor	BARE	tch	OR	1	I	SEPARATE_D_VALUE	tchor dan	0	0	0	0
tchor	BARE	tch	OR	2	II	DIRECT_A_VALUE	tchorain	0	0	0	0
tchor	BARE	tch	OR	2	II	FUSED_D_VALUE	tchordain	0	0	0	0
tchor	BARE	tch	OR	2	II	SEPARATE_D_VALUE	tchor dain	0	0	0	0
tchor	BARE	tch	OR	3	III	DIRECT_A_VALUE	tchoraiin	0	0	0	0
tchor	BARE	tch	OR	3	III	FUSED_D_VALUE	tchordaiin	0	0	0	0
tchor	BARE	tch	OR	3	III	SEPARATE_D_VALUE	tchor daiin	0	0	0	0
tchor	BARE	tch	OR	4	IV	DIRECT_A_VALUE	tchoraiiin	0	0	0	0
tchor	BARE	tch	OR	4	IV	FUSED_D_VALUE	tchordaiiin	0	0	0	0
tchor	BARE	tch	OR	4	IV	SEPARATE_D_VALUE	tchor daiiin	0	0	0	0
tshol	BARE	tsh	OL	1	I	DIRECT_A_VALUE	tsholan	0	0	0	0
tshol	BARE	tsh	OL	1	I	FUSED_D_VALUE	tsholdan	0	0	0	0
tshol	BARE	tsh	OL	1	I	SEPARATE_D_VALUE	tshol dan	0	0	0	0
tshol	BARE	tsh	OL	2	II	DIRECT_A_VALUE	tsholain	0	0	0	0
tshol	BARE	tsh	OL	2	II	FUSED_D_VALUE	tsholdain	0	0	0	0
tshol	BARE	tsh	OL	2	II	SEPARATE_D_VALUE	tshol dain	0	0	0	0
tshol	BARE	tsh	OL	3	III	DIRECT_A_VALUE	tsholaiin	0	0	0	0
tshol	BARE	tsh	OL	3	III	FUSED_D_VALUE	tsholdaiin	0	0	0	0
tshol	BARE	tsh	OL	3	III	SEPARATE_D_VALUE	tshol daiin	0	0	0	0
tshol	BARE	tsh	OL	4	IV	DIRECT_A_VALUE	tsholaiiin	0	0	0	0
tshol	BARE	tsh	OL	4	IV	FUSED_D_VALUE	tsholdaiiin	0	0	0	0
tshol	BARE	tsh	OL	4	IV	SEPARATE_D_VALUE	tshol daiiin	0	0	0	0
tshor	BARE	tsh	OR	1	I	DIRECT_A_VALUE	tshoran	0	0	0	0
tshor	BARE	tsh	OR	1	I	FUSED_D_VALUE	tshordan	0	0	0	0
tshor	BARE	tsh	OR	1	I	SEPARATE_D_VALUE	tshor dan	0	0	0	0
tshor	BARE	tsh	OR	2	II	DIRECT_A_VALUE	tshorain	0	0	0	0
tshor	BARE	tsh	OR	2	II	FUSED_D_VALUE	tshordain	0	0	0	0
tshor	BARE	tsh	OR	2	II	SEPARATE_D_VALUE	tshor dain	0	0	0	0
tshor	BARE	tsh	OR	3	III	DIRECT_A_VALUE	tshoraiin	0	0	0	0
tshor	BARE	tsh	OR	3	III	FUSED_D_VALUE	tshordaiin	0	0	0	0
tshor	BARE	tsh	OR	3	III	SEPARATE_D_VALUE	tshor daiin	0	0	0	0
tshor	BARE	tsh	OR	4	IV	DIRECT_A_VALUE	tshoraiiin	0	0	0	0
tshor	BARE	tsh	OR	4	IV	FUSED_D_VALUE	tshordaiiin	0	0	0	0
tshor	BARE	tsh	OR	4	IV	SEPARATE_D_VALUE	tshor daiiin	0	0	0	0
ool	o	NONE	OL	1	I	DIRECT_A_VALUE	oolan	0	0	0	0
ool	o	NONE	OL	1	I	FUSED_D_VALUE	ooldan	0	0	0	0
ool	o	NONE	OL	1	I	SEPARATE_D_VALUE	ool dan	0	0	0	0
ool	o	NONE	OL	2	II	DIRECT_A_VALUE	oolain	0	0	0	0
ool	o	NONE	OL	2	II	FUSED_D_VALUE	ooldain	0	0	0	0
ool	o	NONE	OL	2	II	SEPARATE_D_VALUE	ool dain	0	0	0	0
ool	o	NONE	OL	3	III	DIRECT_A_VALUE	oolaiin	0	0	0	0
ool	o	NONE	OL	3	III	FUSED_D_VALUE	ooldaiin	0	0	0	0
ool	o	NONE	OL	3	III	SEPARATE_D_VALUE	ool daiin	0	0	0	0
ool	o	NONE	OL	4	IV	DIRECT_A_VALUE	oolaiiin	0	0	0	0
ool	o	NONE	OL	4	IV	FUSED_D_VALUE	ooldaiiin	0	0	0	0
ool	o	NONE	OL	4	IV	SEPARATE_D_VALUE	ool daiiin	0	0	0	0
oor	o	NONE	OR	1	I	DIRECT_A_VALUE	ooran	0	0	0	0
oor	o	NONE	OR	1	I	FUSED_D_VALUE	oordan	0	0	0	0
oor	o	NONE	OR	1	I	SEPARATE_D_VALUE	oor dan	0	0	0	0
oor	o	NONE	OR	2	II	DIRECT_A_VALUE	oorain	0	0	0	0
oor	o	NONE	OR	2	II	FUSED_D_VALUE	oordain	0	0	0	0
oor	o	NONE	OR	2	II	SEPARATE_D_VALUE	oor dain	0	0	0	0
oor	o	NONE	OR	3	III	DIRECT_A_VALUE	ooraiin	0	0	0	0
oor	o	NONE	OR	3	III	FUSED_D_VALUE	oordaiin	0	0	0	0
oor	o	NONE	OR	3	III	SEPARATE_D_VALUE	oor daiin	0	0	0	0
oor	o	NONE	OR	4	IV	DIRECT_A_VALUE	ooraiiin	0	0	0	0
oor	o	NONE	OR	4	IV	FUSED_D_VALUE	oordaiiin	0	0	0	0
oor	o	NONE	OR	4	IV	SEPARATE_D_VALUE	oor daiiin	0	0	0	0
okol	o	k	OL	1	I	DIRECT_A_VALUE	okolan	0	0	0	0
okol	o	k	OL	1	I	FUSED_D_VALUE	okoldan	0	0	0	0
okol	o	k	OL	1	I	SEPARATE_D_VALUE	okol dan	0	0	0	0
okol	o	k	OL	2	II	DIRECT_A_VALUE	okolain	0	0	0	0
okol	o	k	OL	2	II	FUSED_D_VALUE	okoldain	0	0	0	0
okol	o	k	OL	2	II	SEPARATE_D_VALUE	okol dain	0	0	0	0
okol	o	k	OL	3	III	DIRECT_A_VALUE	okolaiin	2	1	1	1
okol	o	k	OL	3	III	FUSED_D_VALUE	okoldaiin	0	0	0	0
okol	o	k	OL	3	III	SEPARATE_D_VALUE	okol daiin	2	2	2	1
okol	o	k	OL	4	IV	DIRECT_A_VALUE	okolaiiin	0	0	0	0
okol	o	k	OL	4	IV	FUSED_D_VALUE	okoldaiiin	0	0	0	0
okol	o	k	OL	4	IV	SEPARATE_D_VALUE	okol daiiin	0	0	0	0
okor	o	k	OR	1	I	DIRECT_A_VALUE	okoran	0	0	0	0
okor	o	k	OR	1	I	FUSED_D_VALUE	okordan	0	0	0	0
okor	o	k	OR	1	I	SEPARATE_D_VALUE	okor dan	0	0	0	0
okor	o	k	OR	2	II	DIRECT_A_VALUE	okorain	0	0	0	0
okor	o	k	OR	2	II	FUSED_D_VALUE	okordain	0	0	0	0
okor	o	k	OR	2	II	SEPARATE_D_VALUE	okor dain	0	0	0	0
okor	o	k	OR	3	III	DIRECT_A_VALUE	okoraiin	1	1	0	1
okor	o	k	OR	3	III	FUSED_D_VALUE	okordaiin	0	0	0	0
okor	o	k	OR	3	III	SEPARATE_D_VALUE	okor daiin	0	0	0	0
okor	o	k	OR	4	IV	DIRECT_A_VALUE	okoraiiin	0	0	0	0
okor	o	k	OR	4	IV	FUSED_D_VALUE	okordaiiin	0	0	0	0
okor	o	k	OR	4	IV	SEPARATE_D_VALUE	okor daiiin	0	0	0	0
otol	o	t	OL	1	I	DIRECT_A_VALUE	otolan	0	0	0	0
otol	o	t	OL	1	I	FUSED_D_VALUE	otoldan	0	0	0	0
otol	o	t	OL	1	I	SEPARATE_D_VALUE	otol dan	0	0	0	0
otol	o	t	OL	2	II	DIRECT_A_VALUE	otolain	0	0	0	0
otol	o	t	OL	2	II	FUSED_D_VALUE	otoldain	0	0	0	0
otol	o	t	OL	2	II	SEPARATE_D_VALUE	otol dain	1	1	1	1
otol	o	t	OL	3	III	DIRECT_A_VALUE	otolaiin	1	1	0	1
otol	o	t	OL	3	III	FUSED_D_VALUE	otoldaiin	1	1	0	1
otol	o	t	OL	3	III	SEPARATE_D_VALUE	otol daiin	5	5	5	1
otol	o	t	OL	4	IV	DIRECT_A_VALUE	otolaiiin	0	0	0	0
otol	o	t	OL	4	IV	FUSED_D_VALUE	otoldaiiin	0	0	0	0
otol	o	t	OL	4	IV	SEPARATE_D_VALUE	otol daiiin	0	0	0	0
otor	o	t	OR	1	I	DIRECT_A_VALUE	otoran	0	0	0	0
otor	o	t	OR	1	I	FUSED_D_VALUE	otordan	0	0	0	0
otor	o	t	OR	1	I	SEPARATE_D_VALUE	otor dan	0	0	0	0
otor	o	t	OR	2	II	DIRECT_A_VALUE	otorain	1	1	1	1
otor	o	t	OR	2	II	FUSED_D_VALUE	otordain	0	0	0	0
otor	o	t	OR	2	II	SEPARATE_D_VALUE	otor dain	0	0	0	0
otor	o	t	OR	3	III	DIRECT_A_VALUE	otoraiin	1	1	1	1
otor	o	t	OR	3	III	FUSED_D_VALUE	otordaiin	0	0	0	0
otor	o	t	OR	3	III	SEPARATE_D_VALUE	otor daiin	0	0	0	0
otor	o	t	OR	4	IV	DIRECT_A_VALUE	otoraiiin	0	0	0	0
otor	o	t	OR	4	IV	FUSED_D_VALUE	otordaiiin	0	0	0	0
otor	o	t	OR	4	IV	SEPARATE_D_VALUE	otor daiiin	0	0	0	0
ochol	o	ch	OL	1	I	DIRECT_A_VALUE	ocholan	0	0	0	0
ochol	o	ch	OL	1	I	FUSED_D_VALUE	ocholdan	0	0	0	0
ochol	o	ch	OL	1	I	SEPARATE_D_VALUE	ochol dan	0	0	0	0
ochol	o	ch	OL	2	II	DIRECT_A_VALUE	ocholain	0	0	0	0
ochol	o	ch	OL	2	II	FUSED_D_VALUE	ocholdain	0	0	0	0
ochol	o	ch	OL	2	II	SEPARATE_D_VALUE	ochol dain	0	0	0	0
ochol	o	ch	OL	3	III	DIRECT_A_VALUE	ocholaiin	0	0	0	0
ochol	o	ch	OL	3	III	FUSED_D_VALUE	ocholdaiin	0	0	0	0
ochol	o	ch	OL	3	III	SEPARATE_D_VALUE	ochol daiin	0	0	0	0
ochol	o	ch	OL	4	IV	DIRECT_A_VALUE	ocholaiiin	0	0	0	0
ochol	o	ch	OL	4	IV	FUSED_D_VALUE	ocholdaiiin	0	0	0	0
ochol	o	ch	OL	4	IV	SEPARATE_D_VALUE	ochol daiiin	0	0	0	0
ochor	o	ch	OR	1	I	DIRECT_A_VALUE	ochoran	0	0	0	0
ochor	o	ch	OR	1	I	FUSED_D_VALUE	ochordan	0	0	0	0
ochor	o	ch	OR	1	I	SEPARATE_D_VALUE	ochor dan	0	0	0	0
ochor	o	ch	OR	2	II	DIRECT_A_VALUE	ochorain	0	0	0	0
ochor	o	ch	OR	2	II	FUSED_D_VALUE	ochordain	0	0	0	0
ochor	o	ch	OR	2	II	SEPARATE_D_VALUE	ochor dain	0	0	0	0
ochor	o	ch	OR	3	III	DIRECT_A_VALUE	ochoraiin	0	0	0	0
ochor	o	ch	OR	3	III	FUSED_D_VALUE	ochordaiin	0	0	0	0
ochor	o	ch	OR	3	III	SEPARATE_D_VALUE	ochor daiin	0	0	0	0
ochor	o	ch	OR	4	IV	DIRECT_A_VALUE	ochoraiiin	0	0	0	0
ochor	o	ch	OR	4	IV	FUSED_D_VALUE	ochordaiiin	0	0	0	0
ochor	o	ch	OR	4	IV	SEPARATE_D_VALUE	ochor daiiin	0	0	0	0
oshol	o	sh	OL	1	I	DIRECT_A_VALUE	osholan	0	0	0	0
oshol	o	sh	OL	1	I	FUSED_D_VALUE	osholdan	0	0	0	0
oshol	o	sh	OL	1	I	SEPARATE_D_VALUE	oshol dan	0	0	0	0
oshol	o	sh	OL	2	II	DIRECT_A_VALUE	osholain	0	0	0	0
