chol_id	page	locus	token_index	surface	composition	working_meaning_de	left_surface	right_surface	position	section	hand	triple_reading_token_stable	surface_line
G628-H048	f108v	f108v.28	12	chol	ch+ol	trocken; nominal trockenes Gut/Material	sheey	tan	MIDDLE	S	3	1	paror aiin shedy qokey qol eees aiin lal lkeeedy otain sheey chol tan al
G628-H049	f10r	f10r.3	7	chol	ch+ol	trocken; nominal trockenes Gut/Material	qotchy	or	MIDDLE	H	1	1	qotor o tchy daiin chocthy qotchy chol or yty dy dy
G628-H050	f10r	f10r.5	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	qotchol	cthy	MIDDLE	H	1	1	qokchy qotchol chol cthy
G628-H051	f10r	f10r.8	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	otol	cholor	MIDDLE	H	1	1	qotchor chor otol chol cholor chol daiin dar
G628-H052	f10r	f10r.8	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	cholor	daiin	MIDDLE	H	1	1	qotchor chor otol chol cholor chol daiin dar
G628-H053	f10v	f10v.3	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	ty	dy	MIDDLE	H	1	1	dsho ytey kchol ol ty chol dy
G628-H054	f10v	f10v.5	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	qotor	daiin	MIDDLE	H	1	1	sho ykeey daiin qotchy qotor chol daiin qokchy ky
G628-H055	f10v	f10v.7	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	ky	cheky	MIDDLE	H	1	0	qokol chy ky chol cheky daiin dain chckhan
G628-H056	f111r	f111r.7	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	lchedy	sheeol	MIDDLE	S	3	1	sshedy qokeey checthey oteedy lchedy chol sheeol qokeody raiin otedy otar aiin om
G628-H057	f111r	f111r.37	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	dain	l	MIDDLE	S	3	1	dain chol l cheeol keeol lkeeedy qokeey l keedy l kedy okeal kain chckhy ltedy
G628-H058	f111v	f111v.6	7	chol	ch+ol	trocken; nominal trockenes Gut/Material	lkeey	l	MIDDLE	S	3	1	okeeo okchor oteedy cheal qokeey lkeey chol l kaiin oteedaiin as alkeedym
G628-H059	f112r	f112r.2	7	chol	ch+ol	trocken; nominal trockenes Gut/Material	olaiin	otar	MIDDLE	S	3	1	saiin oar qolkaiin otail ol olaiin chol otar
G628-H060	f112r	f112r.8	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	eedy	qotchedy	MIDDLE	S	3	1	sairo r eedy chol qotchedy dody qokeeey dairam
G628-H061	f112r	f112r.30	5	chol	ch+ol	trocken; nominal trockenes Gut/Material	okeody	ol	MIDDLE	S	3	1	tar ar cheokey okeody chol ol chedy qokedy cheom
G628-H062	f112v	f112v.21	5	chol	ch+ol	trocken; nominal trockenes Gut/Material	qoeedy	keedy	MIDDLE	S	3	1	saiin chekain cheol qoeedy chol keedy qokaiin shedy qokeol kain
G628-H063	f112v	f112v.33	10	chol	ch+ol	trocken; nominal trockenes Gut/Material	cheekey	<END>	LAST	S	3	1	or cheeor okeedy qokedy qokeedy chedaiin okeeedy otaiin cheekey chol
G628-H064	f112v	f112v.37	9	chol	ch+ol	trocken; nominal trockenes Gut/Material	qokaiin	kedy	MIDDLE	S	3	1	teedal sain ar otaiin shedy qokedaiin ar qokaiin chol kedy qokam
G628-H065	f112v	f112v.38	7	chol	ch+ol	trocken; nominal trockenes Gut/Material	chedy	otaiin	MIDDLE	S	3	1	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain
G628-H066	f112v	f112v.41	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	oain	<END>	LAST	S	3	1	ykeedan checkhey oain chol
G628-H067	f112v	f112v.43	5	chol	ch+ol	trocken; nominal trockenes Gut/Material	al	chl	MIDDLE	S	3	1	ooeeor oeeal olkeol al chol chl olchedy ykeedy chtal kar opchy famam
G628-H068	f113r	f113r.14	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	l	oiiin	MIDDLE	S	3	0	ycheo lkchey l chol oiiin qoksheoy qokcheody lcheo l kchedy chokchy okchdar al
G628-H069	f113r	f113r.15	1	chol	ch+ol	trocken; nominal trockenes Gut/Material	<START>	chs	FIRST	S	3	1	chol chs s aiin chaiiin
G628-H070	f113r	f113r.17	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	qok	chedaiin	MIDDLE	S	3	0	dor shar shol qokeey qok chol chedaiin qoky chokain chotar chokar char alom
G628-H071	f113r	f113r.27	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	tchol	lsheol	MIDDLE	S	3	1	tchol chol lsheol shor kcheey y raiin sheol tcheody tchey sheoky lpchedy qokam
G628-H072	f113r	f113r.28	10	chol	ch+ol	trocken; nominal trockenes Gut/Material	otain	lcholkaiin	MIDDLE	S	3	1	sar al chal os akchy daiin cheeeo rain otain chol lcholkaiin cheokedy lodas
G628-H073	f114r	f114r.29	1	chol	ch+ol	trocken; nominal trockenes Gut/Material	<START>	oeedy	FIRST	S	3	0	chol oeedy keedy cheey cheodeey keedeedy daiiin ald air ar shol chedy otchedy qoty
G628-H074	f114r	f114r.38	9	chol	ch+ol	trocken; nominal trockenes Gut/Material	al	<END>	LAST	S	3	1	qoeedy qokchedy cheey raiin ar ain aiin al chol
G628-H075	f114r	f114r.44	8	chol	ch+ol	trocken; nominal trockenes Gut/Material	chotal	okain	MIDDLE	S	3	1	ydaiin chedy qoal cheey qokair okeedy chotal chol okain ar da opaiin
G628-H076	f114v	f114v.16	11	chol	ch+ol	trocken; nominal trockenes Gut/Material	choky	dam	MIDDLE	S	3	1	ytchedy qool chey ol aiin chedar chdaiin chdal qokaiin choky chol dam
G628-H077	f115r	f115r.11	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	chedy	chedy	MIDDLE	S	@	1	daiin chedy chol chedy qokoiin qokcheedy qototeeey rain cheo chkain cho lory
G628-H078	f115r	f115r.12	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	or	o	MIDDLE	S	@	0	dsheo qokeedaiin qokechdy qodaiin or chol o ro chey
G628-H079	f115r	f115r.17	9	chol	ch+ol	trocken; nominal trockenes Gut/Material	qotaiin	oteeedchey	MIDDLE	S	@	1	qol cheey qotchy daiin daiin cheocthy dolkeedy qotaiin chol oteeedchey okeedain
G628-H080	f115r	f115r.19	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	polchedy	pchody	MIDDLE	S	@	1	pcheodain qokchey qotchedy darailchedy polchedy chol pchody qotchedy qofchedy ram
G628-H081	f115r	f115r.27	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	qoky	kchedshedy	MIDDLE	S	@	1	ysheeo los ar chey qoky chol kchedshedy qokaiin shey qoetar chol qokaram
G628-H082	f115r	f115r.27	11	chol	ch+ol	trocken; nominal trockenes Gut/Material	qoetar	qokaram	MIDDLE	S	@	0	ysheeo los ar chey qoky chol kchedshedy qokaiin shey qoetar chol qokaram
G628-H083	f115v	f115v.15	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	saiin	qotain	MIDDLE	S	3	1	saiin chol qotain qokain chl lr chdain qoteey rcheey r ar rodam
G628-H084	f115v	f115v.28	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	chedy	chedy	MIDDLE	S	3	1	y chey lcho lor chedy chol chedy chdy
G628-H085	f116r	f116r.20	1	chol	ch+ol	trocken; nominal trockenes Gut/Material	<START>	keedy	FIRST	S	3	1	chol keedy ol cheey raiin y chedy otar o kal okain olar otedy qoty sfm
G628-H086	f116r	f116r.25	1	chol	ch+ol	trocken; nominal trockenes Gut/Material	<START>	sheky	FIRST	S	3	1	chol sheky shedy qokeey qokeedy shckhy qokain otal ches oin ain al om
G628-H087	f11r	f11r.3	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	qoty	cthy	MIDDLE	H	1	1	qoty chol cthy dor ykychy choty dain chaiin daiin dod
G628-H088	f13r	f13r.2	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	dchol	dol	MIDDLE	H	1	1	dchol chol dol shkchy ydal shy ykchy qoty daiin s y
G628-H089	f13r	f13r.7	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	qoky	dy	MIDDLE	H	1	1	dchy qoky chol dy qoy d oldy okchor doaiin
G628-H090	f13r	f13r.9	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	shey	doiin	MIDDLE	H	1	0	oldy shey chol doiin ykoly okchal daldy
G628-H091	f14r	f14r.8	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	soshy	shor	MIDDLE	H	1	0	soshy chol shor cheos ykaiin s
G628-H092	f14v	f14v.2	9	chol	ch+ol	trocken; nominal trockenes Gut/Material	ty	daiin	MIDDLE	H	1	1	okchor d chytshy oty chy cthy otchy ty chol daiin
G628-H093	f15r	f15r.3	5	chol	ch+ol	trocken; nominal trockenes Gut/Material	daiin	cthy	MIDDLE	H	1	1	qokaiin qotchy tydy daiin chol cthy
G628-H094	f15r	f15r.14	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	kchy	daiin	MIDDLE	H	1	1	otcho kchy chol daiin ar ytol dor dom
G628-H095	f15v	f15v.9	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	octhol	chol	MIDDLE	H	1	1	otchol octhol chol chol chody kan
G628-H096	f15v	f15v.9	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	chol	chody	MIDDLE	H	1	1	otchol octhol chol chol chody kan
G628-H097	f15v	f15v.11	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	cheor	daiin	MIDDLE	H	1	1	sol oiin cheor chol daiin cthy
G628-H098	f15v	f15v.12	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	cthor	chor	MIDDLE	H	1	1	daiin cthor chol chor
G628-H099	f16v	f16v.5	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	chor	ytchy	MIDDLE	H	1	1	ytchy chyty chor chol ytchy dan
G628-H100	f16v	f16v.6	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	chkar	dairin	MIDDLE	H	1	1	sor ch kar oty chkar chol dairin
G628-H101	f16v	f16v.8	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	daiin	y	MIDDLE	H	1	1	daiin chol y daiin chcthy qot char chor sholo
G628-H102	f16v	f16v.9	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	okaiin	chor	MIDDLE	H	1	1	dshy okaiin okaiin chol chor cthor ty chody
G628-H103	f17r	f17r.3	1	chol	ch+ol	trocken; nominal trockenes Gut/Material	<START>	or	FIRST	H	1	1	chol or chy qodam okor chor okchom
G628-H104	f17r	f17r.11	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	okaiin	daiiin	MIDDLE	H	1	1	otchol cthar okaiin chol daiiin
G628-H105	f17v	f17v.5	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	ychol	dolcheey	MIDDLE	H	1	1	ychol chol dolcheey tchol dar ckhy
G628-H106	f17v	f17v.11	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	ctheol	<END>	LAST	H	1	1	qokcheo qokoiir ctheol chol
G628-H107	f17v	f17v.13	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	ykeor	chol	MIDDLE	H	1	1	ykeor chol chol cthol chkor sheol
G628-H108	f17v	f17v.13	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	chol	cthol	MIDDLE	H	1	0	ykeor chol chol cthol chkor sheol
G628-H109	f17v	f17v.16	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	okcheol	okeol	MIDDLE	H	1	1	okcheol chol okeol cthol otcheolom
G628-H110	f17v	f17v.18	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	ol	dor	MIDDLE	H	1	1	otor cheeor ol chol dor chr or eees
G628-H111	f17v	f17v.20	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	cheor	sho	MIDDLE	H	1	1	ykeey okeey cheor chol sho odaiin
G628-H112	f18r	f18r.2	7	chol	ch+ol	trocken; nominal trockenes Gut/Material	dy	dain	MIDDLE	H	1	1	otshol qokchol chykchy okchal daiin dy chol dain
G628-H113	f18r	f18r.9	1	chol	ch+ol	trocken; nominal trockenes Gut/Material	<START>	chcthal	FIRST	H	1	1	chol chcthal okshal chykald
G628-H114	f19r	f19r.2	5	chol	ch+ol	trocken; nominal trockenes Gut/Material	tchy	dytchy	MIDDLE	H	1	1	dshy chor y tchy chol dytchy chordy daiin dyty cho
G628-H115	f19r	f19r.3	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	tdaiin	dor	MIDDLE	H	1	1	oscheor shy tdaiin chol dor yky
G628-H116	f19r	f19r.10	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	cthor	ykchor	MIDDLE	H	1	1	daiin cthor chol ykchor chordy
G628-H117	f19v	f19v.3	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	otchy	daiin	MIDDLE	H	1	0	otchy chol daiin qotol ytol daiiin
G628-H118	f19v	f19v.9	5	chol	ch+ol	trocken; nominal trockenes Gut/Material	ytol	oky	MIDDLE	H	1	1	ychor oky chor ytol chol oky ddor
G628-H119	f20r	f20r.7	5	chol	ch+ol	trocken; nominal trockenes Gut/Material	choteol	dol	MIDDLE	H	1	1	ocho lshod daiin choteol chol dol shol otaiin
G628-H120	f20r	f20r.11	7	chol	ch+ol	trocken; nominal trockenes Gut/Material	dchaiin	ody	MIDDLE	H	1	0	dchod qoteeody ytchy qo tshey dchaiin chol ody
G628-H121	f20v	f20v.2	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	cheol	choiin	MIDDLE	H	1	1	sos ykoiin cheol chol choiin checthy otol chol chodaiin oty
G628-H122	f20v	f20v.2	8	chol	ch+ol	trocken; nominal trockenes Gut/Material	otol	chodaiin	MIDDLE	H	1	1	sos ykoiin cheol chol choiin checthy otol chol chodaiin oty
G628-H123	f20v	f20v.9	5	chol	ch+ol	trocken; nominal trockenes Gut/Material	cthy	shd	MIDDLE	H	1	1	ykchy keody cho cthy chol shd qoty d
G628-H124	f20v	f20v.10	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	chocthy	daiin	MIDDLE	H	1	1	shokaiin chocthy chol daiin chy chor ety
G628-H125	f21r	f21r.5	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	otol	qotcheol	MIDDLE	H	1	1	ykeey daiin chosy qokoiin otol chol qotcheol okeoaiin
G628-H126	f21r	f21r.6	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	ky	kol	MIDDLE	H	1	1	dchor y kol y ky chol kol qokeol chol ol qoteeol dady
G628-H127	f21r	f21r.6	9	chol	ch+ol	trocken; nominal trockenes Gut/Material	qokeol	ol	MIDDLE	H	1	0	dchor y kol y ky chol kol qokeol chol ol qoteeol dady
G628-H128	f21r	f21r.11	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	shol	shol	MIDDLE	H	1	1	shol chol shol tchol chcthy otyky shey yteol shody
G628-H129	f21r	f21r.12	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	chor	daiin	MIDDLE	H	1	1	ykeey chor sheey ysheol chor chol daiin chkaiin
G628-H130	f21v	f21v.4	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	choty	daiin	MIDDLE	H	1	1	sho chodaiin choty chol daiin daiin chty chtol
G628-H131	f21v	f21v.6	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	chotshol	todaiin	MIDDLE	H	1	1	sho tsho chotshol chol todaiin daiin
G628-H132	f22v	f22v.9	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	shody	tchol	MIDDLE	H	1	1	okshor shody chol tchol otaiin daiin
G628-H133	f23r	f23r.5	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	ytym	dair	MIDDLE	H	1	1	ychor qokchol ytym chol dair chol ar ol ol dol dain
G628-H134	f23r	f23r.5	6	chol	ch+ol	trocken; nominal trockenes Gut/Material	dair	ar	MIDDLE	H	1	1	ychor qokchol ytym chol dair chol ar ol ol dol dain
G628-H135	f23v	f23v.10	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	kshol	ctho	MIDDLE	H	1	1	dor chy kshol chol ctho otol oloiir
G628-H136	f24r	f24r.18	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	ycheol	daiin	MIDDLE	H	1	1	ycheol chol daiin chol s
G628-H137	f24r	f24r.18	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	daiin	s	MIDDLE	H	1	1	ycheol chol daiin chol s
G628-H138	f24r	f24r.19	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	kol	shom	MIDDLE	H	1	1	yol kol chol shom otacphy
G628-H139	f24v	f24v.9	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	ychol	or	MIDDLE	H	1	1	ychol chol or chor om
G628-H140	f24v	f24v.13	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	cheol	odor	MIDDLE	H	1	1	oeeey cheol chol odor sho do otolodal
G628-H141	f25v	f25v.3	3	chol	ch+ol	trocken; nominal trockenes Gut/Material	kchor	daiin	MIDDLE	H	1	1	orcho kchor chol daiin shcfho r daiin dshey daiity
G628-H142	f27r	f27r.3	1	chol	ch+ol	trocken; nominal trockenes Gut/Material	<START>	shy	FIRST	H	1	1	chol shy keol chol chy shol chy daiin chey dam
G628-H143	f27r	f27r.3	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	keol	chy	MIDDLE	H	1	1	chol shy keol chol chy shol chy daiin chey dam
G628-H144	f27r	f27r.8	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	t	dy	MIDDLE	H	1	1	ytchy chy t chol dy t chey dain chol dal
G628-H145	f27r	f27r.8	9	chol	ch+ol	trocken; nominal trockenes Gut/Material	dain	dal	MIDDLE	H	1	0	ytchy chy t chol dy t chey dain chol dal
G628-H146	f27r	f27r.9	4	chol	ch+ol	trocken; nominal trockenes Gut/Material	shotchey	oty	MIDDLE	H	1	1	dchey keeod shotchey chol oty chy tolg
G628-H147	f27r	f27r.11	1	chol	ch+ol	trocken; nominal trockenes Gut/Material	<START>	daiiin	FIRST	H	1	1	chol daiiin chees chos ey dan
G628-H148	f28v	f28v.3	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	chor	chy	MIDDLE	H	1	1	chor chol chy choiin
G628-H149	f28v	f28v.5	2	chol	ch+ol	trocken; nominal trockenes Gut/Material	otol	daiin	MIDDLE	H	1	1	otol chol daiin chkaiin shoiin qotchey qotshey daiiin
