contrast_id	page	locus	contrast_type	left_surface	right_surface	minimum_token_distance	adjacent	both_have_stable_token	both_have_adjacent_stable_tokens	section	surface_line
G628-C0022	f17v	f17v.18	ENDING_OL_OR	ol	or	4	0	0	0	H	otor cheeor ol chol dor chr or eees
G628-C0023	f18r	f18r.3	ENDING_OL_OR	qokchol	qokchor	5	0	1	0	H	qokchor chor ey or chey qokchol dy ytcharg
G628-C0024	f19r	f19r.2	ENDING_OL_OR	chol	chor	3	0	1	0	H	dshy chor y tchy chol dytchy chordy daiin dyty cho
G628-C0025	f19v	f19v.9	ENDING_OL_OR	chol	chor	2	0	1	0	H	ychor oky chor ytol chol oky ddor
G628-C0026	f20v	f20v.10	ENDING_OL_OR	chol	chor	3	0	1	0	H	shokaiin chocthy chol daiin chy chor ety
G628-C0027	f20v	f20v.5	ENDING_OL_OR	shol	shor	1	1	0	0	H	tshol folchol otor shol shor fshodchy otchy chcphy dy
G628-C0028	f21r	f21r.12	ENDING_OL_OR	chol	chor	1	1	1	1	H	ykeey chor sheey ysheol chor chol daiin chkaiin
G628-C0029	f24v	f24v.9	ENDING_OL_OR	chol	chor	2	0	0	0	H	ychol chol or chor om
G628-C0030	f28v	f28v.3	ENDING_OL_OR	chol	chor	1	1	1	1	H	chor chol chy choiin
G628-C0031	f2v	f2v.3	ENDING_OL_OR	chol	chor	2	0	1	0	H	otchy chor lshy chol chody chodain chcthy daiin
G628-C0032	f2v	f2v.6	ENDING_OL_OR	chol	chor	1	1	1	1	H	dor chol chor chol keol chy chty daiin o tchor chan
G628-C0033	f2v	f2v.8	ENDING_OL_OR	chol	chor	2	0	1	0	H	chokoishe chor cheol chol dolody
G628-C0034	f30r	f30r.9	ENDING_OL_OR	chol	chor	3	0	1	0	H	dchey qochar chol keeaiin chcthey chor cheky
G628-C0035	f32r	f32r.3	ENDING_OL_OR	chol	chor	2	0	1	0	H	qokchor chor cthol chol dol dcheodain daiin
G628-C0036	f32v	f32v.10	ENDING_OL_OR	chol	chor	1	1	1	1	H	sho keol chor chol daiin cpho l cthol da ar
G628-C0037	f33r	f33r.5	ENDING_OL_OR	ol	or	3	0	1	0	H	pair or aiin otaiin ol kor aiin okal otal chdal shekal qokar otam
G628-C0038	f34r	f34r.14	ENDING_OL_OR	ol	or	4	0	1	0	H	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram
G628-C0039	f34v	f34v.3	ENDING_OL_OR	ol	or	1	1	1	1	H	ytal shor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dasam
G628-C0040	f37r	f37r.6	ENDING_OL_OR	shol	shor	1	1	1	1	H	shor shol qokchy qotomody dchol daiin
G628-C0041	f38v	f38v.1	ENDING_OL_OR	chol	chor	5	0	1	0	H	okchop chol shotol oteol okeea s chor d aiin d
G628-C0042	f39v	f39v.5	ENDING_OL_OR	ol	or	4	0	1	0	H	ytedykor or sheky kain otar or aiin okaiin ckhol ol kor oto r ofchy
G628-C0043	f3r	f3r.8	ENDING_OL_OR	chol	chor	1	1	1	1	H	ysheor chor chol oky dago
G628-C0044	f40r	f40r.4	ENDING_OL_OR	ol	or	9	0	1	0	H	or aiin chekody dar qokol okaiin okar oky okoldy ol
G628-C0045	f40r	f40r.5	ENDING_OL_OR	ol	or	5	0	1	0	H	lokar qokar okar okol ol chedy qokchd ar ar or dag
G628-C0046	f40r	f40r.9	ENDING_OL_OR	ol	or	2	0	1	0	H	taiin ol olaiin or dain okaiin okaiin okaiin daram
G628-C0047	f41v	f41v.6	ENDING_OL_OR	ol	or	7	0	1	0	H	tadaiin ol cheos yteedy okal old oteol qokal or oteody
G628-C0048	f42r	f42r.8	ENDING_OL_OR	shol	shor	1	1	1	1	H	yshol chees cthol shor shol ety char y
G628-C0049	f42v	f42v.1	ENDING_OL_OR	chol	chor	1	1	1	1	H	cho sheey qocho taiin shols chol chor dain
G628-C0050	f47r	f47r.7	ENDING_OL_OR	chol	chor	1	1	1	1	H	schesy kchor cthaiin chol chol chol chor ey
G628-C0051	f48v	f48v.6	ENDING_OL_OR	ol	or	1	1	1	1	H	shdy qokain okar otar or otees ol or ain otal ok y tar chedy am
G628-C0052	f49r	f49r.1	ENDING_OL_OR	shol	shor	1	1	1	1	H	pychol dy shor shol shtchy shorpchor opchor shor kchy
G628-C0053	f49r	f49r.6	ENDING_OL_OR	ol	or	1	1	0	0	H	ol or shes sheoty choldaiin
G628-C0054	f49v	f49v.50	ENDING_OL_OR	chol	chor	1	1	1	1	H	chol chor ches chkalchy chokeeoky chokoran
G628-C0055	f4r	f4r.8	ENDING_OL_OR	shol	shor	1	1	1	1	H	shor shol shol cthy cpholdy
G628-C0056	f52v	f52v.2	ENDING_OL_OR	chol	chor	6	0	0	0	H	ytchey chol ctho daiir shy kor ese chor chy dam
G628-C0057	f54v	f54v.4	ENDING_OL_OR	chol	chor	2	0	1	0	H	dar chor cheky chol okaiin chody chol dy
G628-C0058	f55r	f55r.10	ENDING_OL_OR	ol	or	6	0	0	0	H	dair okal qokar or or o ar odaiin okeey darchd ol
G628-C0059	f55r	f55r.2	ENDING_OL_OR	ol	or	7	0	0	0	H	okair or aiin chody ykair y qokar okar ol ykar ar al
G628-C0060	f56v	f56v.1	ENDING_OL_OR	shol	shor	3	0	1	0	H	kcheat shol chey qokoiin shor qotcheol choror
G628-C0061	f58r	f58r.31	ENDING_OL_OR	ol	or	2	0	0	0	S	odshchol taiin okal or chol ol ekar otarchol chol kam qokal
G628-C0062	f5v	f5v.5	ENDING_OL_OR	chol	chor	5	0	1	0	H	shokeeol chor cheotol otchol daiin dal chol chotaiin
G628-C0063	f75r	f75r.21	ENDING_OL_OR	ol	or	2	0	1	0	B	oqokain chey qckhsy or ysheor ol lor am
G628-C0064	f75v	f75v.39	ENDING_OL_OR	ol	or	3	0	1	0	B	qoqokeey olkain qol sheedy qokeor sheedy qokal or chey qokar ol aiin
G628-C0065	f75v	f75v.41	ENDING_OL_OR	ol	or	6	0	0	0	B	sal shedy qokain shey qoin ol shey ol shey qoky qol cheey chl or sheolo
G628-C0066	f76r	f76r.56	ENDING_OL_OR	ol	or	3	0	1	0	T	qokaiin ol shedy qokeey or shdy
G628-C0067	f78r	f78r.14	ENDING_OL_OR	ol	or	6	0	1	0	B	sor checkhy or chckhdy dol kedy qokededy qokan ol
G628-C0068	f78v	f78v.25	ENDING_OL_OR	ol	or	1	1	1	1	B	teeol olkeshey qolcheol ol or sheckhedy or ol sham
G628-C0069	f78v	f78v.26	ENDING_OL_OR	ol	or	3	0	1	0	B	qokaiin or sheedy otain ol shedy sol fchedy otaldy
G628-C0070	f79r	f79r.13	ENDING_OL_OR	ol	or	2	0	1	0	B	pshorol shckhy qotshdy qokaldy opchedy qotar or aiin ol
G628-C0071	f79r	f79r.17	ENDING_OL_OR	ol	or	5	0	1	0	B	qokaiin shy lsheey ls air or aror otaiin ches olol ol
G628-C0072	f79r	f79r.23	ENDING_OL_OR	ol	or	3	0	1	0	B	das shear qotaiin ol lkain otchedy or olkl o tshedy otory
G628-C0073	f79r	f79r.36	ENDING_OL_OR	ol	or	5	0	1	0	B	sol sheeol ol cheey os sheky sheol or shear oly
G628-C0074	f79v	f79v.32	ENDING_OL_OR	ol	or	1	1	1	1	B	olkeey ol or ocheey ol ol o keeedy checkhy aror
G628-C0075	f80r	f80r.41	ENDING_OL_OR	ol	or	3	0	0	0	B	tolkain otal chedy qokar ol shedy checkhy or oly
G628-C0076	f80v	f80v.22	ENDING_OL_OR	ol	or	3	0	1	0	B	dchedy qokal ol chey dal or shedy lshedy
G628-C0077	f80v	f80v.28	ENDING_OL_OR	ol	or	4	0	1	0	B	olcheol qokain or al chain qokain ol kaiin okeedy qokey ly
G628-C0078	f81r	f81r.31	ENDING_OL_OR	ol	or	7	0	1	0	B	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin
G628-C0079	f81r	f81r.5	ENDING_OL_OR	ol	or	1	1	0	0	B	qol cheol okeey ol ol olaiin ol or ain
G628-C0080	f82r	f82r.16	ENDING_OL_OR	ol	or	1	1	0	0	B	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam
G628-C0081	f85r1	f85r1.29	ENDING_OL_OR	ol	or	2	0	0	0	T	oees aiin ol keeody or s cheey qokchdy qotol okar otar otchy okam
G628-C0082	f86v5	f86v5.15	ENDING_OL_OR	ol	or	7	0	1	0	T	ykar ar alody or eees aiin okar qokaiin ykar ar ol chsky
G628-C0083	f86v5	f86v5.32	ENDING_OL_OR	ol	or	4	0	1	0	T	dshey ytchy dy qotal shdy or aiin chody chey ol teody aiin
G628-C0084	f86v6	f86v6.14	ENDING_OL_OR	ol	or	5	0	1	0	T	ykchy cholkaiin chey ykeedy okal or chcfhy lkey okar dar ol ain
G628-C0085	f86v6	f86v6.32	ENDING_OL_OR	ol	or	3	0	0	0	T	qokeey qoeear chsey oky qokar or chey qotar ol kchedy qokaiin am
G628-C0086	f86v6	f86v6.34	ENDING_OL_OR	ol	or	2	0	1	0	T	soraiin ar shey qoteody or aiiin oeey ldaiiin or oro ol kaiiin
G628-C0087	f86v6	f86v6.7	ENDING_OL_OR	ol	or	1	1	1	1	T	qokaiin y lchedor or aiin ol or olkal or shedy qokal s ar archey dy
G628-C0088	f89r1	f89r1.10	ENDING_OL_OR	chol	chor	5	0	1	0	P	tdain s chol cheoky cheody qokar dal chor y daiin
G628-C0089	f8v	f8v.14	ENDING_OL_OR	shol	shor	3	0	1	0	H	shor okol lokaiin shol kol char cthey tchy ckham
G628-C0090	f8v	f8v.15	ENDING_OL_OR	chol	chor	3	0	1	0	H	or chol chan chy chor cheain char cheeky chor ry
G628-C0091	f93r	f93r.7	ENDING_OL_OR	shol	shor	1	1	1	1	H	shor shol ody cheodaiin s
G628-C0092	f94r	f94r.4	ENDING_OL_OR	ol	or	5	0	0	0	H	shor olkeedy ol kchdy cheedy kalchdy chedaiin or chol kar am
G628-C0093	f95r1	f95r1.11	ENDING_OL_OR	ol	or	3	0	1	0	H	ykaiin or chdy chekain ol dar ykar olkeey ldar chekal
G628-C0094	f99v	f99v.34	ENDING_OL_OR	ol	or	6	0	1	0	P	yoiin ol ol olaiin qockhey qokol olshy qokeeor or aiin doldam
G628-C0095	f99v	f99v.42	ENDING_OL_OR	ol	or	4	0	0	0	P	ol sheol olkeol okol or oraloly ykeol okal okaldaly
G628-C0096	f9v	f9v.1	ENDING_OL_OR	shol	shor	4	0	0	0	H	fochor oporody opy shor daiin qopchypcho qofol shol cfhol daiin
G628-C0097	f9v	f9v.2	ENDING_OL_OR	chol	chor	1	1	1	1	H	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy
G628-C0098	f100r	f100r.15	MOISTURE_CH_SH	chol	shol	3	0	1	0	P	dcheor shol qokeeol chor chol qokeeody dareu
G628-C0099	f100r	f100r.23	MOISTURE_CH_SH	chol	shol	2	0	1	0	P	soiin chol cphol shol shol qockhol chor chol sho keey y ykeeam
G628-C0100	f10r	f10r.9	MOISTURE_CH_SH	chor	shor	1	1	1	1	H	oykchor shor chor chy kaiiin dy chodaiin
G628-C0101	f113r	f113r.17	MOISTURE_CH_SH	chol	shol	3	0	0	0	S	dor shar shol qokeey qok chol chedaiin qoky chokain chotar chokar char alom
G628-C0102	f114r	f114r.29	MOISTURE_CH_SH	chol	shol	10	0	0	0	S	chol oeedy keedy cheey cheodeey keedeedy daiiin ald air ar shol chedy otchedy qoty
G628-C0103	f17r	f17r.5	MOISTURE_CH_SH	chor	shor	1	1	1	1	H	ychekchy cthy chor shor cphor cphaldy dair cthey qody
G628-C0104	f20r	f20r.7	MOISTURE_CH_SH	chol	shol	2	0	1	0	H	ocho lshod daiin choteol chol dol shol otaiin
G628-C0105	f21r	f21r.11	MOISTURE_CH_SH	chol	shol	1	1	1	1	H	shol chol shol tchol chcthy otyky shey yteol shody
G628-C0106	f27r	f27r.3	MOISTURE_CH_SH	chol	shol	2	0	1	0	H	chol shy keol chol chy shol chy daiin chey dam
G628-C0107	f28v	f28v.4	MOISTURE_CH_SH	chor	shor	5	0	1	0	H	tshoiin cheor chor o chty qotol sheol shor daiin qoty
G628-C0108	f29r	f29r.8	MOISTURE_CH_SH	chor	shor	1	1	1	1	H	shor chor shosheky shy qoty kody daiin cthy
G628-C0109	f35r	f35r.14	MOISTURE_CH_SH	chol	shol	5	0	1	0	H	cthol chol aiin qotchy otchor daiin shol qotaiin
G628-C0110	f3r	f3r.15	MOISTURE_CH_SH	chor	shor	2	0	0	0	H	tsheoarom shor or chor olchsy chom otchom oporar
G628-C0111	f3v	f3v.3	MOISTURE_CH_SH	chol	shol	1	1	1	1	H	okom chol shol seees chom cheeykam okai
G628-C0112	f42r	f42r.10	MOISTURE_CH_SH	chol	shol	1	1	0	0	H	choty dol ksheo cthor otol cthol chol shol dain
G628-C0113	f42r	f42r.12	MOISTURE_CH_SH	chol	shol	1	1	1	1	H	dcheey chol shol chokaiin choeky d dain dal
G628-C0114	f42r	f42r.20	MOISTURE_CH_SH	chol	shol	1	1	1	1	H	shol chol shoky okol sho chol shol chal
G628-C0115	f42r	f42r.21	MOISTURE_CH_SH	chol	shol	1	1	1	1	H	shol chol chol shol oiin s odan
G628-C0116	f46r	f46r.13	MOISTURE_CH_SH	chol	shol	2	0	1	0	H	ar akaiin shol okeey chol dar ols lain y
G628-C0117	f47r	f47r.6	MOISTURE_CH_SH	chol	shol	1	1	1	1	H	folr chey so chol shol aiin shol shol chdy cholol
G628-C0118	f52r	f52r.5	MOISTURE_CH_SH	chor	shor	3	0	1	0	H	oky chor okchal okchar shor tol ykair ytchdam
G628-C0119	f56v	f56v.7	MOISTURE_CH_SH	chol	shol	1	1	1	1	H	kchokchy chol shol chol otchyd
G628-C0120	f7r	f7r.7	MOISTURE_CH_SH	chol	shol	4	0	1	0	H	dshoy cthol chol otchol dain shody shol chotchy
G628-C0121	f86v5	f86v5.10	MOISTURE_CH_SH	chor	shor	2	0	1	0	T	ykar olkal kar shedy shor qokar chor or ykaiin otam ytam
G628-C0122	f8r	f8r.1	MOISTURE_CH_SH	chor	shor	7	0	1	0	H	pshol chor otshal chopy cphol chody shy cfhodar shor
G628-C0123	f8v	f8v.1	MOISTURE_CH_SH	chol	shol	2	0	1	0	H	od soo sol shol otol chol opcheaiin opydaiin saiin
G628-C0124	f8v	f8v.2	MOISTURE_CH_SH	chor	shor	2	0	1	0	H	shcthal sar chor sheaiin shor chykchy otaiin y
G628-C0125	f8v	f8v.9	MOISTURE_CH_SH	chol	shol	3	0	1	0	H	shol orchl chokchy chol cthor chaiin
G628-C0126	f93v	f93v.4	MOISTURE_CH_SH	chol	shol	4	0	1	0	H	sol shol shdchy qokchol qokchody chol chol ykchy dar
G628-C0127	f104v	f104v.11	THERMAL_K_T	qokol	qotol	1	1	1	1	S	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin
G628-C0128	f115v	f115v.13	THERMAL_K_T	kol	tol	4	0	0	0	S	pchdarody pcheed rar tcheody polched lpchdy tol rchees cphor orair kol
G628-C0129	f56r	f56r.9	THERMAL_K_T	kchol	tchol	3	0	0	0	H	tchoky kchol shol chotchey tchol
G628-C0130	f112r	f112r.25	WRAPPER_BARE_O	chor	ochor	4	0	1	0	S	tedain shedy ochor okchd ykedy kedy chor aiin cheety chcthy okey
G628-C0131	f44v	f44v.1	WRAPPER_BARE_O	tol	otol	2	0	1	0	H	tsho qotshy cthol d chor otol shol tol qotshol otoldy
G628-C0132	f44v	f44v.3	WRAPPER_BARE_O	tol	otol	3	0	1	0	H	tol okchor shcthy otol daiin cthy cthy
G628-C0133	f49r	f49r.15	WRAPPER_BARE_O	chol	ochol	1	1	1	1	H	ochol chol chody dchodaiin daiin
G628-C0134	f8v	f8v.14	WRAPPER_BARE_O	kol	okol	3	0	1	0	H	shor okol lokaiin shol kol char cthey tchy ckham
G628-C0135	f107v	f107v.5	WRAPPER_BARE_QO	tol	qotol	2	0	1	0	S	tol sheockhedy qotol chdor otechdy teol tedaiin opchedy qopchdy ytar aiiil
G628-C0136	f114v	f114v.16	WRAPPER_BARE_QO	ol	qool	2	0	1	0	S	ytchedy qool chey ol aiin chedar chdaiin chdal qokaiin choky chol dam
G628-C0137	f37r	f37r.7	WRAPPER_BARE_QO	kor	qokor	1	1	1	1	H	sor chey kor qokor daiin
G628-C0138	f51r	f51r.11	WRAPPER_BARE_QO	kol	qokol	2	0	0	0	H	tchodaiin eody qokol oteodaiin kol otag
G628-C0139	f55v	f55v.3	WRAPPER_BARE_QO	ol	qool	5	0	1	0	H	qokeeey os ain qool al chedy sar aiin ol kar am
G628-C0140	f76r	f76r.12	WRAPPER_BARE_QO	ol	qool	4	0	1	0	T	solshedy qool qctheed shdy qa ol keey dain saiin s ar shedy qokeor okeedy
G628-C0141	f23r	f23r.9	WRAPPER_O_QO	okol	qokol	3	0	0	0	H	okol ok shy qokol dy dal dshe qokeees y oly daiin dal
