record	locus	word	role	reading
f32v	f32v.10:9	da	OPEN	[da]
f32v	f32v.10:10	ar	OPEN	[ar]
f32v	f32v.11:1	ol	OPEN	[ol]
f32v	f32v.11:2	sho	ACTION	Benetzen
f32v	f32v.11:3	chy	OPEN	[chy]
f29v	f29v.1:1	kooiin	OPEN	[kooiin]
f29v	f29v.1:2	shor	FINDING	Absonderung
f29v	f29v.1:3	chetchy	OPEN	[chetchy]
f29v	f29v.1:4	ol	OPEN	[ol]
f29v	f29v.1:5	ls	OPEN	[ls]
f29v	f29v.1:6	shytchy	OPEN	[shytchy]
f29v	f29v.1:7	cthy	FINDING	Schwellung
f29v	f29v.1:8	shy	OPEN	[shy]
f29v	f29v.1:9	cho	OPEN	[cho]
f29v	f29v.1:10	shy	OPEN	[shy]
f29v	f29v.1:11	daiin	GRADE	Grad C → UNBOUND
f29v	f29v.2:1	qotcheaiin	OPEN	[qotcheaiin]
f29v	f29v.2:2	s	OPEN	[s]
f29v	f29v.2:3	chol	FINDING	Trockenheit
f29v	f29v.2:4	chol	FINDING	Trockenheit
f29v	f29v.2:5	cthy	FINDING	Schwellung
f29v	f29v.2:6	chey	OPEN	[chey]
f29v	f29v.2:7	cthold	OPEN	[cthold]
f29v	f29v.2:8	ytchor	OPEN	[ytchor]
f29v	f29v.2:9	dary	OPEN	[dary]
f29v	f29v.3:1	chol	FINDING	Trockenheit
f29v	f29v.3:2	chol	FINDING	Trockenheit
f29v	f29v.3:3	kor	OPEN	[kor]
f29v	f29v.3:4	shey	FINDING	Hitze
f29v	f29v.3:5	odaiin	OPEN	[odaiin]
f29v	f29v.3:6	qotchy	ACTION	Kühlen
f29v	f29v.3:7	taiin	OPEN	[taiin]
f29v	f29v.3:8	s	OPEN	[s]
f29v	f29v.3:9	she	OPEN	[she]
f29v	f29v.3:10	otey	OPEN	[otey]
f29v	f29v.3:11	sy	OPEN	[sy]
f29v	f29v.4:1	ysho	OPEN	[ysho]
f29v	f29v.4:2	otshy	OPEN	[otshy]
f29v	f29v.4:3	okaiin	OPEN	[okaiin]
f29v	f29v.4:4	cthy	FINDING	Schwellung
f29v	f29v.4:5	oltchy	OPEN	[oltchy]
f29v	f29v.4:6	s	OPEN	[s]
f29v	f29v.4:7	shot	OPEN	[shot]
f29v	f29v.4:8	sho	ACTION	Benetzen
f29v	f29v.4:9	okaiin	OPEN	[okaiin]
