audit_id	page	statement_id	locus_span	image_source	visible_station	owner_binding	image_observation	current_translation	optical_fit	supported_elements	unsupported_or_invisible_elements	repair	revised_translation
BATH-11	f81v	P1009-S419	f81v.18|f81v.19	YALE_CANVAS_1006221;SHA256=5065b13388c0307510ce5c27bc6df76996791e6fc51a705a5b0a6be228a88d44	Junktion des sichtbaren Randanschlusses mit dem gemeinsamen grünen Becken	PAGE_CLUSTER_PLAUSIBLE	Der gebogene Randweg trifft sichtbar auf die Einfassung des großen Bades; eine kleine blaue Zone und die erste Figur liegen direkt an der Kontaktstelle.	Im gemeinsamen zweireihigen Badfeld durch den angeschlossenen Durchlass geben, im Empfangsbecken auffangen, absetzen lassen und den Teilgang schließen.	STRONG_FIT	Realer Anschluss, großes aufnehmendes Feld, lokales Halten oder Aufnehmen und Abschluss stimmen mit der einfachen Lesung überein.	Ein Pfeil fehlt; Einlass und Auslass können deshalb nicht sicher unterschieden werden.	Durchlass und Becken behalten, die Richtung als offen kennzeichnen.	Den Posten am sichtbaren Randanschluss des gemeinsamen Badfeldes durchgeben, im großen Becken aufnehmen oder halten, absetzen und schließen; die Flussrichtung bleibt offen.
BATH-12	f81v	P1009-S431	f81v.25|f81v.26	YALE_CANVAS_1006221;SHA256=5065b13388c0307510ce5c27bc6df76996791e6fc51a705a5b0a6be228a88d44	rechter unterer Beckenrand mit auslaufender Umrisslinie	BLOCK_ONLY_UNCERTAIN	Am rechten unteren Rand läuft die Umrisslinie weiter, endet aber nicht an einer klar gezeichneten zweiten Station.	Den aktuellen Posten im selben Becken weiterhalten, zur nächsten Station umsetzen, dort nach eingestellter Stufe behandeln und kurz schließen.	STRAINED	Weiterhalten im selben Feld und ein eingestellter Grad sind mit dem Bild vereinbar.	Eine nächste Station und das dort sind nicht sichtbar; die Zeilen können keiner einzelnen unteren Figur sicher zugewiesen werden.	Innerhalb desselben Feldes bleiben und keine externe Zielstation benennen.	Den aktiven Posten im gemeinsamen Becken weiterhalten, an einer weiteren Stelle desselben Feldes nach eingestelltem Grad behandeln und kurz schließen.
BATH-13	f82r	P1009-S437	f82r.1|f82r.2	YALE_CANVAS_1006222;SHA256=81bd1aa1addeedd6b08411ec05105f45d6ba6b9f59ea39ff95cf2fd89cf49d6c	obere dreiseitige Stationsgruppe um einen verzierten senkrechten Zylinder	ADJACENT_ZONE_PLAUSIBLE	Mehrere dünne Bögen verbinden Randfiguren oder ihre Becken sichtbar mit der oberen Mitte beim verzierten Zylinder. Pfeile fehlen.	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	PLAUSIBLE	Reale Anschlüsse, mehrere lokale Stationen, ein Durchlassobjekt und Halten passen gut.	Nächste Station und Flussrichtung sind nicht festgelegt; der Zylinder muss weder Quelle noch Ziel sein.	Verbundene Gruppe ungerichtet beschreiben.	An der oberen verbundenen Stationsgruppe länger halten und den Posten innerhalb eines der sichtbaren lokalen Anschlüsse weiterbehandeln; anschließend schließen.
BATH-14	f82r	P1009-S449	f82r.8|f82r.9	YALE_CANVAS_1006222;SHA256=81bd1aa1addeedd6b08411ec05105f45d6ba6b9f59ea39ff95cf2fd89cf49d6c	oberes Bogen- und Zylindergerät mit mehreren blauen Kontaktflächen	ADJACENT_ZONE_PLAUSIBLE	Blaue Flächen und wirkliche Röhrenkontakte sind sichtbar; weder Spülbewegung noch ein Bereitschaftszeichen ist eindeutig dargestellt.	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, die Station spülen und bis zur Gebrauchsbereitschaft führen.	STRAINED	Stationswahl, kurzer Kontakt und lokale Passage sind bildverträglich.	Spülen, Gebrauchsbereitschaft, Richtung und die genaue nächste Station sind bildstill.	Auf Wahl, kurzen Kontakt und lokalen Anschluss reduzieren.	An der oberen Stationsgruppe einen Posten wählen, kurz halten und über den lokalen Anschluss behandeln; die Fortsetzung bleibt offen.
BATH-15	f82r	P1009-S473	f82r.21|f82r.22|f82r.23	YALE_CANVAS_1006222;SHA256=81bd1aa1addeedd6b08411ec05105f45d6ba6b9f59ea39ff95cf2fd89cf49d6c	mittlere horizontale Verbindung zwischen linker Becherfigur, Vierpassjunktion und rechter Liegestation	PAGE_CLUSTER_PLAUSIBLE	Eine lange reale Linie durchläuft eine kleine vierteilige blaue Junktion und reicht zwischen verschiedenen Gefäß- oder Figurenstationen; die Richtung bleibt offen.	An dieser Stationsgruppe den gewählten Posten nach Sollwert einsetzen, zum Zielbecken versetzen, länger halten, durch den sichtbaren Durchlass führen und den Klarlauf prüfen; anschließend vollständig füllen und die Zelle schließen.	PLAUSIBLE	Stationsgruppe, Sollmaß, Gefäßkontakt, sichtbare Verbindung und längeres Halten passen zur mittleren Anlage.	Zielbecken, Klarlauf, vollständiges Füllen, Zelle und Richtung sind nicht dargestellt.	Verbindung und Gefäß behalten, spezifische Qualitäts- und Zielwörter entfernen.	An der mittleren horizontal verbundenen Stationsgruppe eine Portion nach Maß einsetzen, am angeschlossenen Gefäß länger halten und den lokalen Gang vollständig schließen.
BATH-16	f82r	P1009-S498	f82r.31|f82r.32|f82r.33	YALE_CANVAS_1006222;SHA256=81bd1aa1addeedd6b08411ec05105f45d6ba6b9f59ea39ff95cf2fd89cf49d6c	unteres gemeinsames grünes Mehrfigurenbecken mit mehreren herabhängenden Strähnen	ADJACENT_ZONE_PLAUSIBLE	Das untere Becken ist eine eigene Bildgruppe. Es gibt keine sichtbare Leitung vom mittleren horizontalen Apparat in dieses Becken und kein gezeichnetes vorheriges Einzelbecken.	Zur nächsten Station gehen, eine Portion aus dem vorherigen Becken abführen, nach Sollwert absetzen lassen und durch den sichtbaren Durchlass weiterleiten; den Auszug markieren und die Fortsetzung offenlassen.	IMAGE_CONTRADICTION	Portion, Sollmaß, Absetzen und offener lokaler Gang sind mit einer unteren Beckenroutine vereinbar.	Vorheriges Becken, nächste Station und der sie verbindende Durchlass werden zwischen zwei getrennten Bildgruppen erfunden.	Den unteren Pool als eigenen Besitzerblock lesen und keine Kante zum mittleren Apparat einsetzen.	Im unteren gemeinsamen Becken eine Portion aufnehmen, nach Maß halten oder absetzen, den Gang markieren und offenlassen.
BATH-17	f83r	P1009-S501	f83r.1|f83r.2	YALE_CANVAS_1006224;SHA256=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	oberste linke Figur in Schuppenbecher mit Fächer- oder Sprühkontakt und oberem Auslass	ADJACENT_ZONE_PLAUSIBLE	Die Figur bedient sichtbar eine lokale Fächer-, Bürsten- oder Sprühform; ein oberes Rohrende zeigt Tropfen oder Strahlen. Keine Linie führt zu einer nächsten Station.	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, in die Arbeitsstation geben, länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	STRAINED	Lokale Arbeitsstation, Einsetzen, Halten und Anwenden passen zur Figur.	Die nächste Station und der Weg dorthin fehlen; Sprühen, Bürsten oder Fächern kann optisch nicht sicher gewählt werden.	Als lokale Kontaktanwendung lesen und keine Interstationskante ergänzen.	An der oberen linken Kontaktstation den Posten einsetzen, länger lokal behandeln und den Teilgang schließen.
BATH-18	f83r	P1009-S521	f83r.9|f83r.10|f83r.11	YALE_CANVAS_1006224;SHA256=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	zweite linke Figur in gelappter oder geschuppter Einzelaufnahme	BLOCK_ONLY_UNCERTAIN	Eine einzelne Figur sitzt in einem eigens gezeichneten Behälter. Ein eindeutig identifizierbares Filtertuch ist bei dieser Station nicht zu sehen.	Die markierte Beckenvariante wählen, den Posten kurz einsetzen, länger im Auffangbecken halten, durch das Tuch führen und an der Zielstelle gebrauchsfertig machen; anschließend absetzen und schließen.	STRAINED	Behälterwahl, Einsetzen, längeres Halten und lokaler Abschluss passen zur Bildserie.	Tuch, Zielstelle, Gebrauchsbereitschaft und Auffangrichtung sind nicht sichtbar; die Zeilenbindung zu genau dieser zweiten Figur ist unsicher.	Filtertuch und Zielqualität streichen; lokale Behälteranwendung behalten.	An der linken Beckenvariante den Posten kurz einsetzen, länger im lokalen Behälter halten, an der gezeigten Kontaktstelle behandeln und anschließend schließen.
BATH-19	f83r	P1009-S539	f83r.16|f83r.17|f83r.18	YALE_CANVAS_1006224;SHA256=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	mittlere linke Einzelbeckenvarianten neben dem zweiten Textblock	BLOCK_ONLY_UNCERTAIN	Mehrere voneinander getrennte linke Becher- oder Korbstationen sind sichtbar; keine trägt ein klares Klarpunktzeichen oder einen sicher zuweisbaren Spülauslass.	Aus dem Sammelbecken den Posten nach Sollwert umsetzen, bis zum Klarpunkt führen, länger durch den sichtbaren Durchlass halten und anschließend spülen und umleiten; schließen.	STRAINED	Sollmaß, lokales Umsetzen, Halten und Abschluss sind als Arbeitsgang an einer Einzelstation möglich.	Sammelbecken, Klarpunkt, Spülen, Umleitung und ein zusammengehöriger Durchlass überbestimmen die getrennten Varianten.	Auf einen einzelnen lokalen Anschluss reduzieren; keine Qualitätsprüfung oder kombinierte Rohrfolge behaupten.	An der mittleren linken Variante den Posten nach Maß umsetzen, im lokalen Anschluss länger halten, weiterbehandeln und schließen.
BATH-20	f83r	P1009-S585	f83r.41|f83r.42|f83r.43|f83r.44	YALE_CANVAS_1006224;SHA256=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	unterer farbig ausgefüllter Bogen zwischen linker und rechter Figurenstation	ADJACENT_ZONE_PLAUSIBLE	Ein breiter blau ausgefüllter Bogen verbindet die beiden Figuren tatsächlich. Er besitzt keine Pfeile, Heizquelle oder Temperaturmarke.	Eine Portion im Empfangsbecken auffangen, zur nächsten Station umsetzen, nach Sollwert weiterführen und an der Zielstelle warm ausgießen; absetzen lassen und schließen.	PLAUSIBLE	Portion, zwei physisch verbundene Endstationen, Weitergabe nach Maß und lokaler Abschluss passen zur Geometrie.	Empfangsrichtung, nächste Station als Zeitfolge, Zielrichtung und warm sind nicht sichtbar.	Die reale Verbindung behalten, Richtung und Wärme entfernen.	Zwischen den beiden durch den farbigen Bogen verbundenen Figurenstationen eine Portion nach Maß weiterführen, lokal halten oder absetzen und schließen; die Richtung bleibt offen.
BATH-21	f83r	P1009-S589	f83r.52|f83r.53|f83r.54|f83r.55	YALE_CANVAS_1006224;SHA256=3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9	rechtes unteres S-Rohr von der Figurenstation zum blauen mehrarmigen Endstück	ADJACENT_ZONE_PLAUSIBLE	Ein geschwungenes Rohr läuft von der rechten Figurenstation zu einem blauen stern- oder vielarmigen Endstück. Die Verbindung zum farbigen Bogen besteht höchstens über die gemeinsame Figur, nicht als gezeichnete Rohrabzweigung.	Den Posten länger im Auffangbecken halten, über den Seitenarm und die markierte Verbindung weiterführen, nach Sollwert einstellen und an der Zielstelle gebrauchsfertig machen; die Fortsetzung bleibt offen.	PLAUSIBLE	Längeres Halten, ein realer lokaler Rohrweg, Sollmaß und offene Fortsetzung passen.	Auffangbecken, Seitenarm des farbigen Bogens, Zielrichtung und Gebrauchsbereitschaft sind nicht sichtbar.	Nur das tatsächlich gezeichnete S-Rohr und sein Endstück lesen; keine Abzweigung zum Bogen behaupten.	Am rechten unteren Rohr-und-Endstück den Posten länger halten, entlang der dort sichtbaren Verbindung weiterbehandeln, nach Maß einstellen und offenlassen.
