reviewer	domain	audit_id	page	image_source	statement_id	locus_span	visible_zone	owner_binding	image_observation	current_translation	optical_fit	supported_elements	unsupported_or_invisible_elements	repair	revised_translation
HERBAL_APOTHECARY_SCRIBE_CA1420	HERBAL	HA11	f55v	YALE_CANVAS_1006183	P1009-S023	f55v.1|f55v.2	WHOLE_PLANT_AND_VISIBLE_PARTS	WHOLE_PLANT_OWNER	Eine sehr große Blattmasse, ein hoher Schaft mit vielfach verzweigtem doldenartigem Kopf und ein stark asymmetrisches Wurzelsystem dominieren die Seite; der kurze Gang steht oben links neben dem Schaft; kein Durchlass ist gezeichnet.	Von der großen Doldenpflanze eine Portion entnehmen, durch den bezeichneten Durchlass führen, vollständig bearbeiten und länger ansetzen; den ersten Teilgang schließen.	PLAUSIBLE	großer doldenartiger Blütenstand; leicht portionierbare Blatt- und Wurzelmasse; erster geschlossener Teilgang	bezeichneter Durchlass; vollständige Bearbeitung; längere Dauer als bildlesbare Werte	Doldenbesitzer und Portion behalten, den unsichtbaren Durchlass aber als neutralen Folgegang lesen.	Von der großen doldenartigen Pflanze eine Portion entnehmen, im nächsten Gang weiterbearbeiten und länger ansetzen; den ersten Teilgang schließen.
HERBAL_APOTHECARY_SCRIBE_CA1420	HERBAL	HA12	f55v	YALE_CANVAS_1006183	P1009-S026	f55v.5|f55v.6|f55v.7|f55v.8|f55v.9|f55v.10|f55v.11	WHOLE_PLANT_AND_VISIBLE_PARTS	WHOLE_PLANT_OWNER	Das Bild trennt besonders klar drei Materialzonen: weit ausgreifende Wurzeln, eine riesige geschlossene Blattmasse und den doldenartig verzweigten Kopf; die lange Passage verteilt sich auf mehrere vom vorgezeichneten Pflanzenkörper geformte Texttaschen.	Den langen Hauptansatz aus Wurzel-, Blatt- und Doldenanteilen nach Sollmaß aufbauen, einzelne Portionen an Quell- und Zielstellen umsetzen, Proben entnehmen und behandeln, den Auszug weiterverwenden und den Gang schließen.	STRONG_FIT	Wurzel-, Blatt- und Doldenanteile; mehrere Texttaschen um einen einzigen Besitzer; lange mehrteilige Arbeitsfolge; Teilportionen	Sollmaß; Quell- und Zielstellen; Probe als eigene Kategorie; Auszug	Die dreifache Teileliste als stärksten Bildanker behalten; räumliche Apparatewörter und Auszug auf neutralen Transfer und Weitergebrauch zurücknehmen.	Aus Wurzel, Blattmasse und doldenartigem Kopf den Hauptposten aufbauen, einzelne Portionen entnehmen, umsetzen und weiterbearbeiten; den Gang schließen.
HERBAL_APOTHECARY_SCRIBE_CA1420	HERBAL	HA13	f56r	YALE_CANVAS_1006184	P1009-S028	f56r.1	WHOLE_PLANT_AND_VISIBLE_PARTS	WHOLE_PLANT_OWNER	Die Zeichnung zeigt mehrere offensichtlich verschiedene Kopfzustände: einen großen spiraligen Kopf, dunkle geschlossene Köpfe, radial stachelige Köpfe und kleinere seitliche Formen; der Kurzgang beginnt links oben.	Vom stachelköpfigen Kraut den bezeichneten Reifeanteil wählen, kurz behandeln und den ersten Teilgang schließen.	STRONG_FIT	stachelköpfiges Kraut; mehrere Kopfzustände; Auswahl eines Reifeanteils; erster Kurzgang	eine sicher bestimmbare botanische Reifestufe; konkrete Behandlung	Reifeanteil als vergleichende Werkstattbezeichnung stehen lassen, aber nicht als botanisch bewiesenes Stadium ausgeben.	Vom stachelköpfigen Kraut einen der reiferen Kopfanteile wählen, kurz bearbeiten und den ersten Teilgang schließen.
HERBAL_APOTHECARY_SCRIBE_CA1420	HERBAL	HA14	f56r	YALE_CANVAS_1006184	P1009-S029	f56r.1|f56r.2|f56r.3|f56r.4|f56r.5|f56r.6|f56r.7|f56r.8	WHOLE_PLANT_AND_VISIBLE_PARTS	WHOLE_PLANT_OWNER	Die obere und mittlere Passage läuft links an mehreren verschieden aussehenden Köpfen vorbei; die Zustandsreihe Knospe, Blüte und reifer Kopf ist als bildgestützte Arbeitshypothese möglich, doch weder Waschplatz noch Körper oder Auftragsfläche erscheinen.	Knospen-, Blüten- und reife Kopfanteile nacheinander entnehmen, nach Sollmaß ansetzen, länger halten und weiterführen; den letzten Posten auflegen, waschen und äußerlich auftragen.	PLAUSIBLE	mehrere verschieden gestaltete Kopfanteile; mögliche Entwicklungs- oder Auswahlreihe; Entnahme nacheinander	Sollmaß; Waschen; äußerliches Auftragen; Körper- oder Auftragsstelle	Die sichtbare Kopfserie behalten, aber die ungemalte äußere Anwendung zu einer neutralen Weitergabe des letzten Postens abschwächen.	Verschiedene Knospen-, Blüten- und reifere Kopfanteile nacheinander entnehmen, nach Maß ansetzen und weiterführen; den letzten Posten zur weiteren Verwendung geben.
BATHHOUSE_MASTER_TECHNICAL_DRAUGHTSMAN_CA1420	BIOLOGICAL	BATH-01	f75r	YALE_CANVAS_1006208;SHA256=7c807221ad51b901ba8e572373e43317530779b6a7f054c2108545d23de254bc	P1009-S075	f75r.2|f75r.3|f75r.4	obere vertikale grüne Figuren- und Beckenfolge mit seitlicher umgrenzter Tasche	BLOCK_ONLY_UNCERTAIN	Mehrere Figuren stehen in einer zusammenhängend wirkenden grünen Vertikalform; daneben liegt eine eigene umgrenzte Tasche. Pfeile, eindeutiger Quellpunkt und Zielbecken fehlen.	Am großen Stationsblatt eine Portion aus der markierten Quelle nehmen, in das Zielbecken geben, die Stufe einstellen, den Posten länger halten und über die angeschlossene Strecke weiterleiten; danach kurz ansetzen und länger einwirken lassen.	STRAINED	Portion oder Stufe ist als Textfunktion möglich; mehrere lokale Plätze, Behälterformen und ein zusammenhängender Weg sind sichtbar.	Markierte Quelle, gerichtetes Zielbecken, Reihenfolge und genaue Besitzerbindung des Textblocks sind nicht sichtbar.	Quelle und Ziel nicht aus dem Bild ergänzen; nur die lokale verbundene Stationsgruppe behalten.	An der oberen Stationsgruppe eine abgemessene Portion ansetzen, länger halten und innerhalb der sichtbaren verbundenen Geometrie weitergeben; den Folgegrad ausführen und schließen.
BATHHOUSE_MASTER_TECHNICAL_DRAUGHTSMAN_CA1420	BIOLOGICAL	BATH-02	f75r	YALE_CANVAS_1006208;SHA256=7c807221ad51b901ba8e572373e43317530779b6a7f054c2108545d23de254bc	P1009-S109	f75r.19|f75r.20|f75r.21|f75r.22|f75r.23|f75r.24|f75r.25	mittlere große grüne Mehrfigurenstation mit mehreren lokalen Positionen	PAGE_CLUSTER_PLAUSIBLE	Das Bild zeigt viele Figurenpositionen, mehrere beckenartige Einfassungen und einige reale lokale Übergänge, aber keine nummerierte oder gerichtete Gesamtkette.	Auf dem großen Stationsblatt mehrere Teilposten nacheinander vom markierten Vorrat nehmen, nach Sollwert an den zugehörigen Zielstellen ansetzen, kurz oder länger halten, über die sichtbaren Durchlässe leiten und in den passenden Becken auffangen; den letzten Posten vollständig setzen und die Zelle schließen.	PLAUSIBLE	Mehrere Posten, lokale Stellen, unterschiedliche Aufenthaltsgrade und Becken passen gut zur repetitiven Bildanlage.	Ein einzelner Vorrat, paarweise zugehörige Ziele, Flussrichtung und eine letzte Zelle sind optisch nicht ausgewiesen.	Pluralität und Gradfolge behalten, aber jede Verbindung nur lokal und ungerichtet lesen.	Auf dem Blatt mehrere Teilposten nacheinander bemessen, an den jeweils lokalen Stationen ansetzen, in unterschiedlichen Graden halten und nur dort über sichtbare Verbindungen weitergeben; den letzten lokalen Gang schließen.
BATHHOUSE_MASTER_TECHNICAL_DRAUGHTSMAN_CA1420	BIOLOGICAL	BATH-03	f75r	YALE_CANVAS_1006208;SHA256=7c807221ad51b901ba8e572373e43317530779b6a7f054c2108545d23de254bc	P1009-S112	f75r.25|f75r.26|f75r.27	kleine mittlere Becherfigur zwischen oberem Figurenfeld und unterem Textfeld	BLOCK_ONLY_UNCERTAIN	Eine Figur sitzt in einem kleinen Gefäß; eine sichere gezeichnete Verbindung von diesem Gefäß zum unteren Gruppenbecken ist nicht erkennbar.	Den inneren Posten portionsweise weiterführen, an der markierten Zielstelle einsetzen, kurz halten und danach aus der Quellstation in den nächsten Gang geben; absetzen lassen und schließen.	STRAINED	Lokales Gefäß, ein einzelner Benutzer und ein kurzer lokaler Arbeitsgang sind sichtbar.	Quellstation, markierte Zielstelle, nächster Gang und deren Richtung sind nicht sichtbar; die Zeilen lassen sich der kleinen Figur nicht sicher allein zuweisen.	Auf den kleinen lokalen Gefäßgang reduzieren und keinen Übergang zum unteren Pool erfinden.	Am mittleren lokalen Gefäß eine Portion des aktiven Postens weiterbehandeln, kurz halten, absetzen und den lokalen Gang schließen.
BATHHOUSE_MASTER_TECHNICAL_DRAUGHTSMAN_CA1420	BIOLOGICAL	BATH-04	f75r	YALE_CANVAS_1006208;SHA256=7c807221ad51b901ba8e572373e43317530779b6a7f054c2108545d23de254bc	P1009-S153	f75r.39	unteres rechtes gemeinsames grünes Mehrfigurenbecken	ADJACENT_ZONE_PLAUSIBLE	Ein klar umgrenztes grünes Becken enthält mehrere Figuren; ein eindeutiger Einlauf oder eine Flussrichtung ist nicht gezeichnet.	Auf dem großen Bad- und Stationsblatt im Empfangsbecken auffangen und den Teilgang schließen.	PLAUSIBLE	Ein gemeinsames aufnehmendes Becken und ein abgeschlossener lokaler Vorgang passen zur sichtbaren Einheit.	Die technische Funktion als Empfangsbecken und die Richtung des Auffangens bleiben unsichtbar.	Auffangen als neutrales Aufnehmen oder Halten im unteren Becken lesen.	Im unteren gemeinsamen Becken den aktiven Posten aufnehmen oder halten und den Teilgang schließen.
BATHHOUSE_MASTER_TECHNICAL_DRAUGHTSMAN_CA1420	BIOLOGICAL	BATH-05	f77r	YALE_CANVAS_1006212;SHA256=f0c6536d5890e14b5ee30ffd5d58113b0028848cea883f0ed0b3915759007488	P1009-S301	f77r.9	oberer durchgehender grüner Bogen mit wiederholten Hängeauslässen und zwei Randfiguren	ADJACENT_ZONE_PLAUSIBLE	Ein realer bogenförmiger Verteiler trägt mehrere verschiedene Auslässe; Figuren berühren die beiden Randstellen. Keine Pfeile legen Quelle und Ziel fest.	An der bezeichneten Körper-/Beckenstation: einsetzen damit fortfahren vom bezeichneten Teil aus der Quelle am bezeichneten Ort auf die Stufe auswählen; mit demselben Ansatz fortfahren; ansetzen damit fortfahren; diesen Posten weiterführen; einen neuen Gang beginnen ausführen einsetzen umsetzen diesen Posten; einen neuen Gang beginnen ausführen einsetzen umsetzen diesen Posten; vom bezeichneten Teil diesen Posten weiterleiten entnehmen kurz auswählen; auffangen kurz. Dann den Teilgang schließen.	STRAINED	Auswahl eines Anschlussplatzes, wiederholte Teilgänge und lokale Weitergabe passen zum Mehrfachverteiler.	Die vielen einzelnen Operationen, zwei Neustarts, Quelle, Stufe und Auffangrichtung sind für diese sichtbare Station überbestimmt.	Auf Anschlusswahl, Fortsetzung und lokalen Abschluss verdichten.	Am oberen Verteiler einen der sichtbaren Anschlussplätze wählen, den laufenden Posten dort fortsetzen und nach dem lokalen Gang schließen.
BATHHOUSE_MASTER_TECHNICAL_DRAUGHTSMAN_CA1420	BIOLOGICAL	BATH-06	f77r	YALE_CANVAS_1006212;SHA256=f0c6536d5890e14b5ee30ffd5d58113b0028848cea883f0ed0b3915759007488	P1009-S347	f77r.23|f77r.24|f77r.25	mittlere linke gelappte Behälterstation mit zwei sichtbaren Mündungen	ADJACENT_ZONE_PLAUSIBLE	Eine Figur arbeitet an einem großen gelappten Behälter; mindestens zwei röhrenartige Mündungen oder Arme sind sichtbar.	An der bezeichneten Körper-/Beckenstation: diesen Posten umsetzen; ansetzen zur Zielstelle; nach dem vorgeschriebenen Maß arbeiten; vom bezeichneten Teil damit fortfahren; halten den Ansatz; umleiten kurz diesen Posten; weiterleiten über den Nebenweg entnehmen kurz zur Zielstelle; halten kurz aus der Quelle; damit fortfahren entnehmen diesen Posten; danach kurz halten. Dann den Teilgang schließen.	PLAUSIBLE	Lokales Umsetzen, Halten und die Wahl eines Seitenzweigs passen zur mehrmündigen Form.	Quelle, Ziel, Flussrichtung und die genaue Identität eines Nebenwegs sind nicht markiert; der Textblock gehört nicht sicher nur diesem Gerät.	Nur einen ungerichteten lokalen Zweig und einen Arbeitsgrad behaupten.	An der mittleren mehrmündigen Station den Posten nach Maß halten und über einen sichtbaren lokalen Zweig umsetzen; anschließend schließen.
BATHHOUSE_MASTER_TECHNICAL_DRAUGHTSMAN_CA1420	BIOLOGICAL	BATH-07	f77r	YALE_CANVAS_1006212;SHA256=f0c6536d5890e14b5ee30ffd5d58113b0028848cea883f0ed0b3915759007488	P1009-S358	f77r.29|f77r.30|f77r.31	untere linke blau gefasste Becherstation mit angeschlossenem Schuppenbehälter und sichtbarem Auslass	ADJACENT_ZONE_PLAUSIBLE	Eine Figur steht in einem blauen Becher; daran schließt eine schuppenartig gezeichnete Behälterform mit herabhängenden Linien oder Tropfen an.	An der bezeichneten Körper-/Beckenstation: danach zur Zielstelle; den Posten nach Maß ansetzen; entnehmen durch den Durchlass kurz diesen Posten; auswählen am bezeichneten Ort; auf die Stufe; auffangen eine Portion; behandeln länger diesen Posten; weiterleiten damit fortfahren; eine Portion ansetzen; durch den Durchlass diesen Posten; ansetzen länger diesen Posten; danach kurz halten. Dann den Teilgang schließen.	PLAUSIBLE	Maßportion, lokaler Behälter, Passage und Halten sind mit der komplexen Station vereinbar.	Zweimalige Passage, Zielrichtung, Arbeitsstufe und genaue zeitliche Folge sind optisch nicht ablesbar.	Die sichtbaren Teile als eine lokale Behälter-und-Auslass-Station lesen, ohne doppelte gerichtete Passage.	An der unteren blau gefassten Station eine Portion nach Maß einsetzen, im angeschlossenen Behälter halten und am sichtbaren Auslass weiterbehandeln; schließen.
BATHHOUSE_MASTER_TECHNICAL_DRAUGHTSMAN_CA1420	BIOLOGICAL	BATH-08	f77r	YALE_CANVAS_1006212;SHA256=f0c6536d5890e14b5ee30ffd5d58113b0028848cea883f0ed0b3915759007488	P1009-S373	f77r.39|f77r.40	untere Becher- und Auslassgruppe unterhalb der großen Textblöcke	BLOCK_ONLY_UNCERTAIN	Die untere Zeichnung zeigt einen Behälter, eine Benutzerfigur und einen strukturierten Auslass, aber keine nummerierte zweite Stufe.	An der bezeichneten Körper-/Beckenstation: weiterleiten nach Maß; als zweiten Gang auf die Stufe; mit demselben Ansatz fortfahren; vollständig. Dann den Teilgang schließen.	PLAUSIBLE	Maß, Fortsetzung und ein vollständig abgeschlossener lokaler Gang passen zu einer wiederholbaren Station.	Eine zweite Stufe und die Richtung des Weiterleitens sind nicht sichtbar; die Zeilenbindung bleibt blockweise.	Grad oder Stufe aus dem Text behalten, aber nicht an eine gezeichnete zweite Kammer binden.	An der unteren Station nach Maß weiterarbeiten, einen zweiten Arbeitsgrad einstellen, mit demselben Posten fortfahren und den lokalen Gang vollständig schließen.
BATHHOUSE_MASTER_TECHNICAL_DRAUGHTSMAN_CA1420	BIOLOGICAL	BATH-09	f81v	YALE_CANVAS_1006221;SHA256=5065b13388c0307510ce5c27bc6df76996791e6fc51a705a5b0a6be228a88d44	P1009-S386	f81v.2|f81v.3	linker gebogener Randanschluss zum großen zweireihigen Gemeinschaftsbad	PAGE_CLUSTER_PLAUSIBLE	Eine lange gebogene Linie erreicht die linke obere Ecke des großen grünen Bades; dort sitzt eine Figur an einer kleinen blauen Kontaktstelle.	Nach Sollwert den Beckenlauf zur Zielstelle öffnen, eine Portion aus der Quelle zugeben, den Ansatz warm weiterführen und länger im Empfangsbecken halten; schließen.	STRAINED	Sollmenge, Randanschluss, großes aufnehmendes Bad und längeres Halten passen zur Anlage.	Wärme, Quelle, Ziel, Öffnungsrichtung und die Funktion als Empfangsbecken sind nicht sichtbar.	Wärme und gerichtete Quelle-Ziel-Lesung entfernen; nur Randanschluss plus gemeinsames Feld nutzen.	Nach Sollwert eine Portion am sichtbaren Randanschluss in das gemeinsame Badfeld geben, dort im höheren Grad halten und schließen.
