neighbor_id	source_recipe	source_catalog_tier	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_recipe	target_is_exact_catalog_key	target_identity_route	target_identity_status	target_factor_gate_status	target_execution_route	target_execution_decision	target_blocked_factor_rules	source_identity_retained_without_exact_target	fuzzy_identity_matching_used	meaning_revision	surface_prediction
G447-N00024	AIIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AL	AIR	RELATION	AIIN+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00025	AIIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AL	AR	RELATION	AIIN+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00026	AIIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AL	L	RELATION	AIIN+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00027	AIIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIIN	AIN	ARGUMENT	AIN+AL	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00028	AIIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIIN	OR	ARGUMENT	OR+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00029	AIIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIIN	Y	ARGUMENT	Y+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00033	AIIN+OR	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	OR	AIIN	ARGUMENT	AIIN+AIIN	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00034	AIIN+OR	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	OR	AIN	ARGUMENT	AIIN+AIN	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00035	AIIN+OR	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	OR	Y	ARGUMENT	AIIN+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00036	AIIN+OR	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIIN	AIN	ARGUMENT	AIN+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00037	AIIN+OR	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIIN	OR	ARGUMENT	OR+OR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00038	AIIN+OR	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIIN	Y	ARGUMENT	Y+OR	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00042	AIIN+Y	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	2	Y	AIIN	ARGUMENT	AIIN+AIIN	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00043	AIIN+Y	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	2	Y	AIN	ARGUMENT	AIIN+AIN	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00044	AIIN+Y	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	2	Y	OR	ARGUMENT	AIIN+OR	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00045	AIIN+Y	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIIN	AIN	ARGUMENT	AIN+Y	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00046	AIIN+Y	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIIN	OR	ARGUMENT	OR+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00047	AIIN+Y	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIIN	Y	ARGUMENT	Y+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00049	AIN	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIN	AIIN	ARGUMENT	AIIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00050	AIN	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIN	OR	ARGUMENT	OR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00051	AIN	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIN	Y	ARGUMENT	Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00053	AIN+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIN	AIIN	ARGUMENT	AIIN+AIN	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00054	AIN+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AIN	AIIN	ARGUMENT	AIN+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00055	AIN+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AIN	OR	ARGUMENT	AIN+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00056	AIN+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AIN	Y	ARGUMENT	AIN+Y	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00057	AIN+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIN	OR	ARGUMENT	OR+AIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00058	AIN+AIN	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIN	Y	ARGUMENT	Y+AIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00062	AIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIN	AIIN	ARGUMENT	AIIN+AL	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00063	AIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AL	AIR	RELATION	AIN+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00064	AIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AL	AR	RELATION	AIN+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00065	AIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AL	L	RELATION	AIN+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00066	AIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIN	OR	ARGUMENT	OR+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00067	AIN+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIN	Y	ARGUMENT	Y+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00071	AIN+D_ADDR	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIN	AIIN	ARGUMENT	AIIN+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00072	AIN+D_ADDR	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIN	OR	ARGUMENT	OR+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00073	AIN+D_ADDR	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIN	Y	ARGUMENT	Y+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00077	AIN+Y	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	1	AIN	AIIN	ARGUMENT	AIIN+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00078	AIN+Y	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	2	Y	AIIN	ARGUMENT	AIN+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00079	AIN+Y	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	2	Y	AIN	ARGUMENT	AIN+AIN	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00080	AIN+Y	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	2	Y	OR	ARGUMENT	AIN+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00081	AIN+Y	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	1	AIN	OR	ARGUMENT	OR+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00082	AIN+Y	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	1	AIN	Y	ARGUMENT	Y+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00084	AIR	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIR	AL	RELATION	AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00085	AIR	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIR	AR	RELATION	AR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00086	AIR	T0_EXACT_OBSERVED	SAME_CLASS_SUBSTITUTION	1	AIR	L	RELATION	L	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00090	AIR+AIIN	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	2	AIIN	AIN	ARGUMENT	AIR+AIN	YES	IDENTITY_EXACT_SECOND_RING_AMBER	PREDICTED_AMBER	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00091	AIR+AIIN	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	2	AIIN	OR	ARGUMENT	AIR+OR	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00092	AIR+AIIN	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	2	AIIN	Y	ARGUMENT	AIR+Y	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00093	AIR+AIIN	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	1	AIR	AL	RELATION	AL+AIIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00094	AIR+AIIN	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	1	AIR	AR	RELATION	AR+AIIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00095	AIR+AIIN	T2_FUTURE_STRONG	SAME_CLASS_SUBSTITUTION	1	AIR	L	RELATION	L+AIIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00099	AIR+AIN	T3_SECOND_RING_AMBER	SAME_CLASS_SUBSTITUTION	2	AIN	AIIN	ARGUMENT	AIR+AIIN	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00100	AIR+AIN	T3_SECOND_RING_AMBER	SAME_CLASS_SUBSTITUTION	2	AIN	OR	ARGUMENT	AIR+OR	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00101	AIR+AIN	T3_SECOND_RING_AMBER	SAME_CLASS_SUBSTITUTION	2	AIN	Y	ARGUMENT	AIR+Y	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00102	AIR+AIN	T3_SECOND_RING_AMBER	SAME_CLASS_SUBSTITUTION	1	AIR	AL	RELATION	AL+AIN	YES	IDENTITY_EXACT_FUTURE_HIGH	PREDICTED_HIGH	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00103	AIR+AIN	T3_SECOND_RING_AMBER	SAME_CLASS_SUBSTITUTION	1	AIR	AR	RELATION	AR+AIN	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00104	AIR+AIN	T3_SECOND_RING_AMBER	SAME_CLASS_SUBSTITUTION	1	AIR	L	RELATION	L+AIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00108	AIR+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AL	AIR	RELATION	AIR+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00109	AIR+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AL	AR	RELATION	AIR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00110	AIR+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	2	AL	L	RELATION	AIR+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00111	AIR+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIR	AL	RELATION	AL+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00112	AIR+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIR	AR	RELATION	AR+AL	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00113	AIR+AL	T4_NARROW_APPENDIX	SAME_CLASS_SUBSTITUTION	1	AIR	L	RELATION	L+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
