neighbor_id	source_recipe	source_catalog_tier	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_recipe	target_is_exact_catalog_key	target_identity_route	target_identity_status	target_factor_gate_status	target_execution_route	target_execution_decision	target_blocked_factor_rules	source_identity_retained_without_exact_target	fuzzy_identity_matching_used	meaning_revision	surface_prediction
G447-N00114	AIR+CHD	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AIR>CHD	CHD>AIR	ORDER	CHD+AIR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00128	AIR+CHD+DY	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	CHD>DY	DY>CHD	ORDER	AIR+DY+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00129	AIR+CHD+DY	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AIR>CHD	CHD>AIR	ORDER	CHD+AIR+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00144	AIR+DY	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AIR>DY	DY>AIR	ORDER	DY+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N00150	AIR+K+AIN	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	K>AIN	AIN>K	ORDER	AIR+AIN+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00151	AIR+K+AIN	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AIR>K	K>AIR	ORDER	K+AIR+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00169	AIR+O	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AIR>O	O>AIR	ORDER	O+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00175	AIR+OL	T2_FUTURE_STRONG	ADJACENT_SWAP	1-2	AIR>OL	OL>AIR	ORDER	OL+AIR	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00182	AIR+OL+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	OL>Y	Y>OL	ORDER	AIR+Y+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00183	AIR+OL+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AIR>OL	OL>AIR	ORDER	OL+AIR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00194	AIR+OR	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AIR>OR	OR>AIR	ORDER	OR+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00203	AIR+SH+E+DY	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	SH>E	E>SH	ORDER	AIR+E+SH+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00204	AIR+SH+E+DY	T4_NARROW_APPENDIX	ADJACENT_SWAP	3-4	E>DY	DY>E	ORDER	AIR+SH+DY+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00205	AIR+SH+E+DY	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AIR>SH	SH>AIR	ORDER	SH+AIR+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00223	AIR+Y	T2_FUTURE_STRONG	ADJACENT_SWAP	1-2	AIR>Y	Y>AIR	ORDER	Y+AIR	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00232	AIR+Y+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	Y>DY	DY>Y	ORDER	AIR+DY+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N00233	AIR+Y+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AIR>Y	Y>AIR	ORDER	Y+AIR+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N00247	AL+AIIN	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>AIIN	AIIN>AL	ORDER	AIIN+AL	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00256	AL+AIIN+LOCAL_CHAR_I	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>AIIN	AIIN>AL	ORDER	AIIN+AL+LOCAL_CHAR_I	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00257	AL+AIIN+LOCAL_CHAR_I	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	AIIN>LOCAL_CHAR_I	LOCAL_CHAR_I>AIIN	ORDER	AL+LOCAL_CHAR_I+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00267	AL+AIN	T1_FUTURE_HIGH	ADJACENT_SWAP	1-2	AL>AIN	AIN>AL	ORDER	AIN+AL	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00283	AL+AR	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AL>AR	AR>AL	ORDER	AR+AL	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00292	AL+CH	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AL>CH	CH>AL	ORDER	CH+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00306	AL+CH+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	CH>Y	Y>CH	ORDER	AL+Y+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00307	AL+CH+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AL>CH	CH>AL	ORDER	CH+AL+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00325	AL+CHD	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>CHD	CHD>AL	ORDER	CHD+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00339	AL+CHD+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	CHD>DY	DY>CHD	ORDER	AL+DY+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00340	AL+CHD+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>CHD	CHD>AL	ORDER	CHD+AL+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00355	AL+CHD+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	CHD>Y	Y>CHD	ORDER	AL+Y+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00356	AL+CHD+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AL>CHD	CHD>AL	ORDER	CHD+AL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00374	AL+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>DY	DY>AL	ORDER	DY+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N00380	AL+D_ADDR+AIIN	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	D_ADDR>AIIN	AIIN>D_ADDR	ORDER	AL+AIIN+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00381	AL+D_ADDR+AIIN	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>D_ADDR	D_ADDR>AL	ORDER	D_ADDR+AL+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00391	AL+D_ADDR+AIN	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	D_ADDR>AIN	AIN>D_ADDR	ORDER	AL+AIN+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00392	AL+D_ADDR+AIN	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AL>D_ADDR	D_ADDR>AL	ORDER	D_ADDR+AL+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00402	AL+D_ADDR+OR	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	D_ADDR>OR	OR>D_ADDR	ORDER	AL+OR+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00403	AL+D_ADDR+OR	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AL>D_ADDR	D_ADDR>AL	ORDER	D_ADDR+AL+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00413	AL+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	D_ADDR>Y	Y>D_ADDR	ORDER	AL+Y+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00414	AL+D_ADDR+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>D_ADDR	D_ADDR>AL	ORDER	D_ADDR+AL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00424	AL+K+AIIN	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	K>AIIN	AIIN>K	ORDER	AL+AIIN+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00425	AL+K+AIIN	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AL>K	K>AL	ORDER	K+AL+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00443	AL+K+AIN	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	K>AIN	AIN>K	ORDER	AL+AIN+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00444	AL+K+AIN	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>K	K>AL	ORDER	K+AL+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00462	AL+K+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	K>Y	Y>K	ORDER	AL+Y+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00463	AL+K+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AL>K	K>AL	ORDER	K+AL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00481	AL+LOCAL_CHAR_F+SH+E+D_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	3-4	SH>E	E>SH	ORDER	AL+LOCAL_CHAR_F+E+SH+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00482	AL+LOCAL_CHAR_F+SH+E+D_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	4-5	E>D_ADDR	D_ADDR>E	ORDER	AL+LOCAL_CHAR_F+SH+D_ADDR+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00483	AL+LOCAL_CHAR_F+SH+E+D_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	LOCAL_CHAR_F>SH	SH>LOCAL_CHAR_F	ORDER	AL+SH+LOCAL_CHAR_F+E+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00484	AL+LOCAL_CHAR_F+SH+E+D_ADDR	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>LOCAL_CHAR_F	LOCAL_CHAR_F>AL	ORDER	LOCAL_CHAR_F+AL+SH+E+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00503	AL+O	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>O	O>AL	ORDER	O+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00509	AL+O+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	O>Y	Y>O	ORDER	AL+Y+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00510	AL+O+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>O	O>AL	ORDER	O+AL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00520	AL+OL	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>OL	OL>AL	ORDER	OL+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00527	AL+OL+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	2-3	OL>Y	Y>OL	ORDER	AL+Y+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00528	AL+OL+Y	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AL>OL	OL>AL	ORDER	OL+AL+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00539	AL+OR	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>OR	OR>AL	ORDER	OR+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00548	AL+R+OR	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	R>OR	OR>R	ORDER	AL+OR+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00549	AL+R+OR	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>R	R>AL	ORDER	R+AL+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00567	AL+S	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>S	S>AL	ORDER	S+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00581	AL+S+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	S>Y	Y>S	ORDER	AL+Y+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00582	AL+S+Y	T0_EXACT_OBSERVED	ADJACENT_SWAP	1-2	AL>S	S>AL	ORDER	S+AL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00600	AL+SH	T4_NARROW_APPENDIX	ADJACENT_SWAP	1-2	AL>SH	SH>AL	ORDER	SH+AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00614	AL+SH+E+DY	T0_EXACT_OBSERVED	ADJACENT_SWAP	2-3	SH>E	E>SH	ORDER	AL+E+SH+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
