neighbor_id	source_recipe	source_catalog_tier	mutation_family	mutation_positions	source_atom_or_pair	target_atom_or_pair	substitution_class	target_recipe	target_is_exact_catalog_key	target_identity_route	target_identity_status	target_factor_gate_status	target_execution_route	target_execution_decision	target_blocked_factor_rules	source_identity_retained_without_exact_target	fuzzy_identity_matching_used	meaning_revision	surface_prediction
G447-N00052	AIN+AIN	T4_NARROW_APPENDIX	ATOM_DELETION	1|2	AIN	NONE	ARGUMENT	AIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00060	AIN+AL	T4_NARROW_APPENDIX	ATOM_DELETION	2	AL	NONE	RELATION	AIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00061	AIN+AL	T4_NARROW_APPENDIX	ATOM_DELETION	1	AIN	NONE	ARGUMENT	AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00069	AIN+D_ADDR	T0_EXACT_OBSERVED	ATOM_DELETION	2	D_ADDR	NONE	LOCAL_OR_CLASS_SIGN	AIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00070	AIN+D_ADDR	T0_EXACT_OBSERVED	ATOM_DELETION	1	AIN	NONE	ARGUMENT	D_ADDR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00075	AIN+Y	T2_FUTURE_STRONG	ATOM_DELETION	2	Y	NONE	ARGUMENT	AIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00076	AIN+Y	T2_FUTURE_STRONG	ATOM_DELETION	1	AIN	NONE	ARGUMENT	Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00083	AIR	T0_EXACT_OBSERVED	ATOM_DELETION	1	AIR	NONE	RELATION	EMPTY_RECIPE	NO	IDENTITY_NEW_VISIBLE_RECIPE	NO_VISIBLE_RECIPE_AFTER_DELETION	STOP__EMPTY_RECIPE	EXECUTION_STOP_EMPTY_RECIPE	STOP	EMPTY_RECIPE	NO	NO	NO	NO
G447-N00088	AIR+AIIN	T2_FUTURE_STRONG	ATOM_DELETION	1	AIR	NONE	RELATION	AIIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00089	AIR+AIIN	T2_FUTURE_STRONG	ATOM_DELETION	2	AIIN	NONE	ARGUMENT	AIR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00097	AIR+AIN	T3_SECOND_RING_AMBER	ATOM_DELETION	1	AIR	NONE	RELATION	AIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00098	AIR+AIN	T3_SECOND_RING_AMBER	ATOM_DELETION	2	AIN	NONE	ARGUMENT	AIR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00106	AIR+AL	T4_NARROW_APPENDIX	ATOM_DELETION	2	AL	NONE	RELATION	AIR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00107	AIR+AL	T4_NARROW_APPENDIX	ATOM_DELETION	1	AIR	NONE	RELATION	AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00115	AIR+CHD	T4_NARROW_APPENDIX	ATOM_DELETION	2	CHD	NONE	ACTION_HEAD	AIR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00116	AIR+CHD	T4_NARROW_APPENDIX	ATOM_DELETION	1	AIR	NONE	RELATION	CHD	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00130	AIR+CHD+DY	T4_NARROW_APPENDIX	ATOM_DELETION	3	DY	NONE	FORMAL_CONTROL	AIR+CHD	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00131	AIR+CHD+DY	T4_NARROW_APPENDIX	ATOM_DELETION	2	CHD	NONE	ACTION_HEAD	AIR+DY	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N00132	AIR+CHD+DY	T4_NARROW_APPENDIX	ATOM_DELETION	1	AIR	NONE	RELATION	CHD+DY	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00145	AIR+DY	T4_NARROW_APPENDIX	ATOM_DELETION	2	DY	NONE	FORMAL_CONTROL	AIR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00146	AIR+DY	T4_NARROW_APPENDIX	ATOM_DELETION	1	AIR	NONE	RELATION	DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N00152	AIR+K+AIN	T4_NARROW_APPENDIX	ATOM_DELETION	2	K	NONE	ACTION_HEAD	AIR+AIN	YES	IDENTITY_EXACT_SECOND_RING_AMBER	PREDICTED_AMBER	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00153	AIR+K+AIN	T4_NARROW_APPENDIX	ATOM_DELETION	3	AIN	NONE	ARGUMENT	AIR+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00154	AIR+K+AIN	T4_NARROW_APPENDIX	ATOM_DELETION	1	AIR	NONE	RELATION	K+AIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00170	AIR+O	T4_NARROW_APPENDIX	ATOM_DELETION	2	O	NONE	FORMAL_CONTROL	AIR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00171	AIR+O	T4_NARROW_APPENDIX	ATOM_DELETION	1	AIR	NONE	RELATION	O	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00176	AIR+OL	T2_FUTURE_STRONG	ATOM_DELETION	2	OL	NONE	ORDER_CONTROL	AIR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00177	AIR+OL	T2_FUTURE_STRONG	ATOM_DELETION	1	AIR	NONE	RELATION	OL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00184	AIR+OL+Y	T4_NARROW_APPENDIX	ATOM_DELETION	3	Y	NONE	ARGUMENT	AIR+OL	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00185	AIR+OL+Y	T4_NARROW_APPENDIX	ATOM_DELETION	2	OL	NONE	ORDER_CONTROL	AIR+Y	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00186	AIR+OL+Y	T4_NARROW_APPENDIX	ATOM_DELETION	1	AIR	NONE	RELATION	OL+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00195	AIR+OR	T4_NARROW_APPENDIX	ATOM_DELETION	2	OR	NONE	ARGUMENT	AIR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00196	AIR+OR	T4_NARROW_APPENDIX	ATOM_DELETION	1	AIR	NONE	RELATION	OR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00206	AIR+SH+E+DY	T4_NARROW_APPENDIX	ATOM_DELETION	2	SH	NONE	ACTION_HEAD	AIR+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N00207	AIR+SH+E+DY	T4_NARROW_APPENDIX	ATOM_DELETION	3	E	NONE	GRADE	AIR+SH+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00208	AIR+SH+E+DY	T4_NARROW_APPENDIX	ATOM_DELETION	4	DY	NONE	FORMAL_CONTROL	AIR+SH+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00209	AIR+SH+E+DY	T4_NARROW_APPENDIX	ATOM_DELETION	1	AIR	NONE	RELATION	SH+E+DY	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00224	AIR+Y	T2_FUTURE_STRONG	ATOM_DELETION	2	Y	NONE	ARGUMENT	AIR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00225	AIR+Y	T2_FUTURE_STRONG	ATOM_DELETION	1	AIR	NONE	RELATION	Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00234	AIR+Y+DY	T0_EXACT_OBSERVED	ATOM_DELETION	2	Y	NONE	ARGUMENT	AIR+DY	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N00235	AIR+Y+DY	T0_EXACT_OBSERVED	ATOM_DELETION	3	DY	NONE	FORMAL_CONTROL	AIR+Y	YES	IDENTITY_EXACT_FUTURE_STRONG	PREDICTED_STRONG	FACTOR_AMBER_LOCAL_APPENDIX	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	NONE	NO	NO	NO	NO
G447-N00236	AIR+Y+DY	T0_EXACT_OBSERVED	ATOM_DELETION	1	AIR	NONE	RELATION	Y+DY	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N00243	AL	T0_EXACT_OBSERVED	ATOM_DELETION	1	AL	NONE	RELATION	EMPTY_RECIPE	NO	IDENTITY_NEW_VISIBLE_RECIPE	NO_VISIBLE_RECIPE_AFTER_DELETION	STOP__EMPTY_RECIPE	EXECUTION_STOP_EMPTY_RECIPE	STOP	EMPTY_RECIPE	NO	NO	NO	NO
G447-N00248	AL+AIIN	T0_EXACT_OBSERVED	ATOM_DELETION	1	AL	NONE	RELATION	AIIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00249	AL+AIIN	T0_EXACT_OBSERVED	ATOM_DELETION	2	AIIN	NONE	ARGUMENT	AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00258	AL+AIIN+LOCAL_CHAR_I	T0_EXACT_OBSERVED	ATOM_DELETION	1	AL	NONE	RELATION	AIIN+LOCAL_CHAR_I	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00259	AL+AIIN+LOCAL_CHAR_I	T0_EXACT_OBSERVED	ATOM_DELETION	3	LOCAL_CHAR_I	NONE	LOCAL_OR_CLASS_SIGN	AL+AIIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00260	AL+AIIN+LOCAL_CHAR_I	T0_EXACT_OBSERVED	ATOM_DELETION	2	AIIN	NONE	ARGUMENT	AL+LOCAL_CHAR_I	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00268	AL+AIN	T1_FUTURE_HIGH	ATOM_DELETION	1	AL	NONE	RELATION	AIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00269	AL+AIN	T1_FUTURE_HIGH	ATOM_DELETION	2	AIN	NONE	ARGUMENT	AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00276	AL+AL	T0_EXACT_OBSERVED	ATOM_DELETION	1|2	AL	NONE	RELATION	AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00284	AL+AR	T4_NARROW_APPENDIX	ATOM_DELETION	2	AR	NONE	RELATION	AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00285	AL+AR	T4_NARROW_APPENDIX	ATOM_DELETION	1	AL	NONE	RELATION	AR	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00293	AL+CH	T4_NARROW_APPENDIX	ATOM_DELETION	2	CH	NONE	ACTION_HEAD	AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00294	AL+CH	T4_NARROW_APPENDIX	ATOM_DELETION	1	AL	NONE	RELATION	CH	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00308	AL+CH+Y	T4_NARROW_APPENDIX	ATOM_DELETION	3	Y	NONE	ARGUMENT	AL+CH	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00309	AL+CH+Y	T4_NARROW_APPENDIX	ATOM_DELETION	2	CH	NONE	ACTION_HEAD	AL+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00310	AL+CH+Y	T4_NARROW_APPENDIX	ATOM_DELETION	1	AL	NONE	RELATION	CH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00326	AL+CHD	T0_EXACT_OBSERVED	ATOM_DELETION	2	CHD	NONE	ACTION_HEAD	AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00327	AL+CHD	T0_EXACT_OBSERVED	ATOM_DELETION	1	AL	NONE	RELATION	CHD	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00341	AL+CHD+DY	T0_EXACT_OBSERVED	ATOM_DELETION	3	DY	NONE	FORMAL_CONTROL	AL+CHD	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00342	AL+CHD+DY	T0_EXACT_OBSERVED	ATOM_DELETION	2	CHD	NONE	ACTION_HEAD	AL+DY	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N00343	AL+CHD+DY	T0_EXACT_OBSERVED	ATOM_DELETION	1	AL	NONE	RELATION	CHD+DY	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00357	AL+CHD+Y	T4_NARROW_APPENDIX	ATOM_DELETION	3	Y	NONE	ARGUMENT	AL+CHD	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00358	AL+CHD+Y	T4_NARROW_APPENDIX	ATOM_DELETION	2	CHD	NONE	ACTION_HEAD	AL+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00359	AL+CHD+Y	T4_NARROW_APPENDIX	ATOM_DELETION	1	AL	NONE	RELATION	CHD+Y	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00375	AL+DY	T0_EXACT_OBSERVED	ATOM_DELETION	2	DY	NONE	FORMAL_CONTROL	AL	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00376	AL+DY	T0_EXACT_OBSERVED	ATOM_DELETION	1	AL	NONE	RELATION	DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	CLOSE:NO_ACTIVE_ACTION	NO	NO	NO	NO
G447-N00382	AL+D_ADDR+AIIN	T0_EXACT_OBSERVED	ATOM_DELETION	2	D_ADDR	NONE	LOCAL_OR_CLASS_SIGN	AL+AIIN	YES	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00383	AL+D_ADDR+AIIN	T0_EXACT_OBSERVED	ATOM_DELETION	3	AIIN	NONE	ARGUMENT	AL+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
G447-N00384	AL+D_ADDR+AIIN	T0_EXACT_OBSERVED	ATOM_DELETION	1	AL	NONE	RELATION	D_ADDR+AIIN	YES	IDENTITY_EXACT_NARROW_APPENDIX	NARROW_LOOKUP_ONLY	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NO	NO	NO	NO
