sign	degree	decan	term	monomoirion	domicile
TAURUS	15	Moon	Jupiter	Venus	Venus
TAURUS	16	Moon	Jupiter	Mercury	Venus
TAURUS	17	Moon	Jupiter	Moon	Venus
TAURUS	18	Moon	Jupiter	Saturn	Venus
TAURUS	19	Moon	Jupiter	Jupiter	Venus
TAURUS	20	Moon	Jupiter	Mars	Venus
TAURUS	21	Saturn	Jupiter	Sun	Venus
TAURUS	22	Saturn	Jupiter	Venus	Venus
TAURUS	23	Saturn	Saturn	Mercury	Venus
TAURUS	24	Saturn	Saturn	Moon	Venus
TAURUS	25	Saturn	Saturn	Saturn	Venus
TAURUS	26	Saturn	Saturn	Jupiter	Venus
TAURUS	27	Saturn	Saturn	Mars	Venus
TAURUS	28	Saturn	Mars	Sun	Venus
TAURUS	29	Saturn	Mars	Venus	Venus
TAURUS	30	Saturn	Mars	Mercury	Venus
GEMINI	1	Jupiter	Mercury	Mercury	Mercury
GEMINI	2	Jupiter	Mercury	Moon	Mercury
GEMINI	3	Jupiter	Mercury	Saturn	Mercury
GEMINI	4	Jupiter	Mercury	Jupiter	Mercury
GEMINI	5	Jupiter	Mercury	Mars	Mercury
GEMINI	6	Jupiter	Mercury	Sun	Mercury
GEMINI	7	Jupiter	Jupiter	Venus	Mercury
GEMINI	8	Jupiter	Jupiter	Mercury	Mercury
GEMINI	9	Jupiter	Jupiter	Moon	Mercury
GEMINI	10	Jupiter	Jupiter	Saturn	Mercury
GEMINI	11	Mars	Jupiter	Jupiter	Mercury
GEMINI	12	Mars	Jupiter	Mars	Mercury
GEMINI	13	Mars	Venus	Sun	Mercury
GEMINI	14	Mars	Venus	Venus	Mercury
GEMINI	15	Mars	Venus	Mercury	Mercury
GEMINI	16	Mars	Venus	Moon	Mercury
GEMINI	17	Mars	Venus	Saturn	Mercury
GEMINI	18	Mars	Mars	Jupiter	Mercury
GEMINI	19	Mars	Mars	Mars	Mercury
GEMINI	20	Mars	Mars	Sun	Mercury
GEMINI	21	Sun	Mars	Venus	Mercury
GEMINI	22	Sun	Mars	Mercury	Mercury
GEMINI	23	Sun	Mars	Moon	Mercury
GEMINI	24	Sun	Mars	Saturn	Mercury
GEMINI	25	Sun	Saturn	Jupiter	Mercury
GEMINI	26	Sun	Saturn	Mars	Mercury
GEMINI	27	Sun	Saturn	Sun	Mercury
GEMINI	28	Sun	Saturn	Venus	Mercury
GEMINI	29	Sun	Saturn	Mercury	Mercury
GEMINI	30	Sun	Saturn	Moon	Mercury
CANCER	1	Venus	Mars	Moon	Moon
CANCER	2	Venus	Mars	Saturn	Moon
CANCER	3	Venus	Mars	Jupiter	Moon
CANCER	4	Venus	Mars	Mars	Moon
CANCER	5	Venus	Mars	Sun	Moon
CANCER	6	Venus	Mars	Venus	Moon
CANCER	7	Venus	Mars	Mercury	Moon
CANCER	8	Venus	Venus	Moon	Moon
CANCER	9	Venus	Venus	Saturn	Moon
CANCER	10	Venus	Venus	Jupiter	Moon
CANCER	11	Mercury	Venus	Mars	Moon
CANCER	12	Mercury	Venus	Sun	Moon
CANCER	13	Mercury	Venus	Venus	Moon
CANCER	14	Mercury	Mercury	Mercury	Moon
CANCER	15	Mercury	Mercury	Moon	Moon
CANCER	16	Mercury	Mercury	Saturn	Moon
CANCER	17	Mercury	Mercury	Jupiter	Moon
CANCER	18	Mercury	Mercury	Mars	Moon
CANCER	19	Mercury	Mercury	Sun	Moon
CANCER	20	Mercury	Jupiter	Venus	Moon
CANCER	21	Moon	Jupiter	Mercury	Moon
CANCER	22	Moon	Jupiter	Moon	Moon
CANCER	23	Moon	Jupiter	Saturn	Moon
CANCER	24	Moon	Jupiter	Jupiter	Moon
CANCER	25	Moon	Jupiter	Mars	Moon
CANCER	26	Moon	Jupiter	Sun	Moon
CANCER	27	Moon	Saturn	Venus	Moon
CANCER	28	Moon	Saturn	Mercury	Moon
CANCER	29	Moon	Saturn	Moon	Moon
CANCER	30	Moon	Saturn	Saturn	Moon
LEO	1	Saturn	Jupiter	Sun	Sun
LEO	2	Saturn	Jupiter	Venus	Sun
LEO	3	Saturn	Jupiter	Mercury	Sun
LEO	4	Saturn	Jupiter	Moon	Sun
LEO	5	Saturn	Jupiter	Saturn	Sun
LEO	6	Saturn	Jupiter	Jupiter	Sun
LEO	7	Saturn	Venus	Mars	Sun
LEO	8	Saturn	Venus	Sun	Sun
LEO	9	Saturn	Venus	Venus	Sun
LEO	10	Saturn	Venus	Mercury	Sun
LEO	11	Jupiter	Venus	Moon	Sun
LEO	12	Jupiter	Saturn	Saturn	Sun
LEO	13	Jupiter	Saturn	Jupiter	Sun
LEO	14	Jupiter	Saturn	Mars	Sun
LEO	15	Jupiter	Saturn	Sun	Sun
LEO	16	Jupiter	Saturn	Venus	Sun
LEO	17	Jupiter	Saturn	Mercury	Sun
LEO	18	Jupiter	Saturn	Moon	Sun
LEO	19	Jupiter	Mercury	Saturn	Sun
LEO	20	Jupiter	Mercury	Jupiter	Sun
LEO	21	Mars	Mercury	Mars	Sun
LEO	22	Mars	Mercury	Sun	Sun
LEO	23	Mars	Mercury	Venus	Sun
LEO	24	Mars	Mercury	Mercury	Sun
LEO	25	Mars	Mars	Moon	Sun
LEO	26	Mars	Mars	Saturn	Sun
LEO	27	Mars	Mars	Jupiter	Sun
LEO	28	Mars	Mars	Mars	Sun
LEO	29	Mars	Mars	Sun	Sun
LEO	30	Mars	Mars	Venus	Sun
VIRGO	1	Sun	Mercury	Mercury	Mercury
VIRGO	2	Sun	Mercury	Moon	Mercury
VIRGO	3	Sun	Mercury	Saturn	Mercury
VIRGO	4	Sun	Mercury	Jupiter	Mercury
VIRGO	5	Sun	Mercury	Mars	Mercury
VIRGO	6	Sun	Mercury	Sun	Mercury
VIRGO	7	Sun	Mercury	Venus	Mercury
VIRGO	8	Sun	Venus	Mercury	Mercury
VIRGO	9	Sun	Venus	Moon	Mercury
VIRGO	10	Sun	Venus	Saturn	Mercury
VIRGO	11	Venus	Venus	Jupiter	Mercury
VIRGO	12	Venus	Venus	Mars	Mercury
VIRGO	13	Venus	Venus	Sun	Mercury
VIRGO	14	Venus	Venus	Venus	Mercury
VIRGO	15	Venus	Venus	Mercury	Mercury
VIRGO	16	Venus	Venus	Moon	Mercury
VIRGO	17	Venus	Venus	Saturn	Mercury
VIRGO	18	Venus	Jupiter	Jupiter	Mercury
VIRGO	19	Venus	Jupiter	Mars	Mercury
VIRGO	20	Venus	Jupiter	Sun	Mercury
VIRGO	21	Mercury	Jupiter	Venus	Mercury
VIRGO	22	Mercury	Mars	Mercury	Mercury
VIRGO	23	Mercury	Mars	Moon	Mercury
VIRGO	24	Mercury	Mars	Saturn	Mercury
VIRGO	25	Mercury	Mars	Jupiter	Mercury
VIRGO	26	Mercury	Mars	Mars	Mercury
VIRGO	27	Mercury	Mars	Sun	Mercury
VIRGO	28	Mercury	Mars	Venus	Mercury
VIRGO	29	Mercury	Saturn	Mercury	Mercury
VIRGO	30	Mercury	Saturn	Moon	Mercury
LIBRA	1	Moon	Saturn	Venus	Venus
LIBRA	2	Moon	Saturn	Mercury	Venus
LIBRA	3	Moon	Saturn	Moon	Venus
LIBRA	4	Moon	Saturn	Saturn	Venus
LIBRA	5	Moon	Saturn	Jupiter	Venus
LIBRA	6	Moon	Saturn	Mars	Venus
LIBRA	7	Moon	Mercury	Sun	Venus
LIBRA	8	Moon	Mercury	Venus	Venus
LIBRA	9	Moon	Mercury	Mercury	Venus
LIBRA	10	Moon	Mercury	Moon	Venus
LIBRA	11	Saturn	Mercury	Saturn	Venus
LIBRA	12	Saturn	Mercury	Jupiter	Venus
LIBRA	13	Saturn	Mercury	Mars	Venus
LIBRA	14	Saturn	Mercury	Sun	Venus
LIBRA	15	Saturn	Jupiter	Venus	Venus
LIBRA	16	Saturn	Jupiter	Mercury	Venus
LIBRA	17	Saturn	Jupiter	Moon	Venus
LIBRA	18	Saturn	Jupiter	Saturn	Venus
LIBRA	19	Saturn	Jupiter	Jupiter	Venus
LIBRA	20	Saturn	Jupiter	Mars	Venus
LIBRA	21	Jupiter	Jupiter	Sun	Venus
LIBRA	22	Jupiter	Venus	Venus	Venus
LIBRA	23	Jupiter	Venus	Mercury	Venus
LIBRA	24	Jupiter	Venus	Moon	Venus
LIBRA	25	Jupiter	Venus	Saturn	Venus
LIBRA	26	Jupiter	Venus	Jupiter	Venus
LIBRA	27	Jupiter	Venus	Mars	Venus
LIBRA	28	Jupiter	Venus	Sun	Venus
LIBRA	29	Jupiter	Mars	Venus	Venus
LIBRA	30	Jupiter	Mars	Mercury	Venus
SCORPIUS	1	Mars	Mars	Mars	Mars
SCORPIUS	2	Mars	Mars	Sun	Mars
SCORPIUS	3	Mars	Mars	Venus	Mars
SCORPIUS	4	Mars	Mars	Mercury	Mars
SCORPIUS	5	Mars	Mars	Moon	Mars
SCORPIUS	6	Mars	Mars	Saturn	Mars
SCORPIUS	7	Mars	Mars	Jupiter	Mars
SCORPIUS	8	Mars	Venus	Mars	Mars
SCORPIUS	9	Mars	Venus	Sun	Mars
SCORPIUS	10	Mars	Venus	Venus	Mars
SCORPIUS	11	Sun	Venus	Mercury	Mars
SCORPIUS	12	Sun	Mercury	Moon	Mars
SCORPIUS	13	Sun	Mercury	Saturn	Mars
SCORPIUS	14	Sun	Mercury	Jupiter	Mars
SCORPIUS	15	Sun	Mercury	Mars	Mars
SCORPIUS	16	Sun	Mercury	Sun	Mars
SCORPIUS	17	Sun	Mercury	Venus	Mars
SCORPIUS	18	Sun	Mercury	Mercury	Mars
SCORPIUS	19	Sun	Mercury	Moon	Mars
SCORPIUS	20	Sun	Jupiter	Saturn	Mars
SCORPIUS	21	Venus	Jupiter	Jupiter	Mars
SCORPIUS	22	Venus	Jupiter	Mars	Mars
SCORPIUS	23	Venus	Jupiter	Sun	Mars
SCORPIUS	24	Venus	Jupiter	Venus	Mars
SCORPIUS	25	Venus	Saturn	Mercury	Mars
SCORPIUS	26	Venus	Saturn	Moon	Mars
SCORPIUS	27	Venus	Saturn	Saturn	Mars
SCORPIUS	28	Venus	Saturn	Jupiter	Mars
SCORPIUS	29	Venus	Saturn	Mars	Mars
SCORPIUS	30	Venus	Saturn	Sun	Mars
SAGITTARIUS	1	Mercury	Jupiter	Jupiter	Jupiter
SAGITTARIUS	2	Mercury	Jupiter	Mars	Jupiter
SAGITTARIUS	3	Mercury	Jupiter	Sun	Jupiter
SAGITTARIUS	4	Mercury	Jupiter	Venus	Jupiter
SAGITTARIUS	5	Mercury	Jupiter	Mercury	Jupiter
SAGITTARIUS	6	Mercury	Jupiter	Moon	Jupiter
SAGITTARIUS	7	Mercury	Jupiter	Saturn	Jupiter
SAGITTARIUS	8	Mercury	Jupiter	Jupiter	Jupiter
SAGITTARIUS	9	Mercury	Jupiter	Mars	Jupiter
SAGITTARIUS	10	Mercury	Jupiter	Sun	Jupiter
SAGITTARIUS	11	Moon	Jupiter	Venus	Jupiter
SAGITTARIUS	12	Moon	Jupiter	Mercury	Jupiter
SAGITTARIUS	13	Moon	Venus	Moon	Jupiter
SAGITTARIUS	14	Moon	Venus	Saturn	Jupiter
SAGITTARIUS	15	Moon	Venus	Jupiter	Jupiter
SAGITTARIUS	16	Moon	Venus	Mars	Jupiter
SAGITTARIUS	17	Moon	Venus	Sun	Jupiter
SAGITTARIUS	18	Moon	Mercury	Venus	Jupiter
SAGITTARIUS	19	Moon	Mercury	Mercury	Jupiter
SAGITTARIUS	20	Moon	Mercury	Moon	Jupiter
SAGITTARIUS	21	Saturn	Mercury	Saturn	Jupiter
SAGITTARIUS	22	Saturn	Saturn	Jupiter	Jupiter
SAGITTARIUS	23	Saturn	Saturn	Mars	Jupiter
SAGITTARIUS	24	Saturn	Saturn	Sun	Jupiter
SAGITTARIUS	25	Saturn	Saturn	Venus	Jupiter
SAGITTARIUS	26	Saturn	Saturn	Mercury	Jupiter
SAGITTARIUS	27	Saturn	Mars	Moon	Jupiter
SAGITTARIUS	28	Saturn	Mars	Saturn	Jupiter
SAGITTARIUS	29	Saturn	Mars	Jupiter	Jupiter
SAGITTARIUS	30	Saturn	Mars	Mars	Jupiter
CAPRICORN	1	Jupiter	Mercury	Saturn	Saturn
CAPRICORN	2	Jupiter	Mercury	Jupiter	Saturn
CAPRICORN	3	Jupiter	Mercury	Mars	Saturn
CAPRICORN	4	Jupiter	Mercury	Sun	Saturn
CAPRICORN	5	Jupiter	Mercury	Venus	Saturn
CAPRICORN	6	Jupiter	Mercury	Mercury	Saturn
CAPRICORN	7	Jupiter	Mercury	Moon	Saturn
CAPRICORN	8	Jupiter	Jupiter	Saturn	Saturn
CAPRICORN	9	Jupiter	Jupiter	Jupiter	Saturn
CAPRICORN	10	Jupiter	Jupiter	Mars	Saturn
CAPRICORN	11	Mars	Jupiter	Sun	Saturn
CAPRICORN	12	Mars	Jupiter	Venus	Saturn
CAPRICORN	13	Mars	Jupiter	Mercury	Saturn
CAPRICORN	14	Mars	Jupiter	Moon	Saturn
CAPRICORN	15	Mars	Venus	Saturn	Saturn
CAPRICORN	16	Mars	Venus	Jupiter	Saturn
CAPRICORN	17	Mars	Venus	Mars	Saturn
CAPRICORN	18	Mars	Venus	Sun	Saturn
CAPRICORN	19	Mars	Venus	Venus	Saturn
CAPRICORN	20	Mars	Venus	Mercury	Saturn
CAPRICORN	21	Sun	Venus	Moon	Saturn
CAPRICORN	22	Sun	Venus	Saturn	Saturn
CAPRICORN	23	Sun	Saturn	Jupiter	Saturn
CAPRICORN	24	Sun	Saturn	Mars	Saturn
CAPRICORN	25	Sun	Saturn	Sun	Saturn
CAPRICORN	26	Sun	Saturn	Venus	Saturn
CAPRICORN	27	Sun	Mars	Mercury	Saturn
CAPRICORN	28	Sun	Mars	Moon	Saturn
CAPRICORN	29	Sun	Mars	Saturn	Saturn
CAPRICORN	30	Sun	Mars	Jupiter	Saturn
AQUARIUS	1	Venus	Mercury	Saturn	Saturn
AQUARIUS	2	Venus	Mercury	Jupiter	Saturn
AQUARIUS	3	Venus	Mercury	Mars	Saturn
AQUARIUS	4	Venus	Mercury	Sun	Saturn
AQUARIUS	5	Venus	Mercury	Venus	Saturn
AQUARIUS	6	Venus	Mercury	Mercury	Saturn
AQUARIUS	7	Venus	Mercury	Moon	Saturn
AQUARIUS	8	Venus	Venus	Saturn	Saturn
AQUARIUS	9	Venus	Venus	Jupiter	Saturn
AQUARIUS	10	Venus	Venus	Mars	Saturn
AQUARIUS	11	Mercury	Venus	Sun	Saturn
AQUARIUS	12	Mercury	Venus	Venus	Saturn
AQUARIUS	13	Mercury	Venus	Mercury	Saturn
AQUARIUS	14	Mercury	Jupiter	Moon	Saturn
AQUARIUS	15	Mercury	Jupiter	Saturn	Saturn
AQUARIUS	16	Mercury	Jupiter	Jupiter	Saturn
AQUARIUS	17	Mercury	Jupiter	Mars	Saturn
AQUARIUS	18	Mercury	Jupiter	Sun	Saturn
AQUARIUS	19	Mercury	Jupiter	Venus	Saturn
AQUARIUS	20	Mercury	Jupiter	Mercury	Saturn
AQUARIUS	21	Moon	Mars	Moon	Saturn
AQUARIUS	22	Moon	Mars	Saturn	Saturn
AQUARIUS	23	Moon	Mars	Jupiter	Saturn
AQUARIUS	24	Moon	Mars	Mars	Saturn
AQUARIUS	25	Moon	Mars	Sun	Saturn
AQUARIUS	26	Moon	Saturn	Venus	Saturn
AQUARIUS	27	Moon	Saturn	Mercury	Saturn
AQUARIUS	28	Moon	Saturn	Moon	Saturn
AQUARIUS	29	Moon	Saturn	Saturn	Saturn
AQUARIUS	30	Moon	Saturn	Jupiter	Saturn
PISCES	1	Saturn	Venus	Jupiter	Jupiter
PISCES	2	Saturn	Venus	Mars	Jupiter
PISCES	3	Saturn	Venus	Sun	Jupiter
PISCES	4	Saturn	Venus	Venus	Jupiter
PISCES	5	Saturn	Venus	Mercury	Jupiter
PISCES	6	Saturn	Venus	Moon	Jupiter
PISCES	7	Saturn	Venus	Saturn	Jupiter
PISCES	8	Saturn	Venus	Jupiter	Jupiter
PISCES	9	Saturn	Venus	Mars	Jupiter
PISCES	10	Saturn	Venus	Sun	Jupiter
PISCES	11	Jupiter	Venus	Venus	Jupiter
PISCES	12	Jupiter	Venus	Mercury	Jupiter
PISCES	13	Jupiter	Jupiter	Moon	Jupiter
PISCES	14	Jupiter	Jupiter	Saturn	Jupiter
PISCES	15	Jupiter	Jupiter	Jupiter	Jupiter
PISCES	16	Jupiter	Jupiter	Mars	Jupiter
PISCES	17	Jupiter	Mercury	Sun	Jupiter
PISCES	18	Jupiter	Mercury	Venus	Jupiter
PISCES	19	Jupiter	Mercury	Mercury	Jupiter
PISCES	20	Jupiter	Mars	Moon	Jupiter
PISCES	21	Mars	Mars	Saturn	Jupiter
PISCES	22	Mars	Mars	Jupiter	Jupiter
PISCES	23	Mars	Mars	Mars	Jupiter
PISCES	24	Mars	Mars	Sun	Jupiter
PISCES	25	Mars	Mars	Venus	Jupiter
PISCES	26	Mars	Mars	Mercury	Jupiter
PISCES	27	Mars	Mars	Moon	Jupiter
PISCES	28	Mars	Mars	Saturn	Jupiter
PISCES	29	Mars	Saturn	Jupiter	Jupiter
PISCES	30	Mars	Saturn	Mars	Jupiter
