unified_serial	job_id	phase	page	local_unit	source_group_id	visible_owner	visible_surface	portable_card_value_de	owner_argument_de	controlled_local_expansion_de	meaning_provenance	menu_status	orientation	crosspage_key
U014	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H1-S002	E014	Bildpflanze; örtlicher Wurzel-/Materialansatz	cthy	bereit	Bildpflanze; örtlicher Wurzel-/Materialansatz	Besitzer: Bildpflanze; örtlicher Wurzel-/Materialansatz. Karten: weiterbearbeiten; danach · weiter; weiter; bereit.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U015	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E015	Bildpflanze; örtlicher Blatt-/Sprossansatz	ycheor	Posten · Auszug · Ansatz	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · Auszug · Ansatz; bereit; Ansatz; bereitstellen · Sollmaß; bereitstellen · weiter · Posten; dies; dies; Sollmaß; dies.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U016	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E016	Bildpflanze; örtlicher Blatt-/Sprossansatz	cthy	bereit	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · Auszug · Ansatz; bereit; Ansatz; bereitstellen · Sollmaß; bereitstellen · weiter · Posten; dies; dies; Sollmaß; dies.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U017	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E017	Bildpflanze; örtlicher Blatt-/Sprossansatz	chor	Ansatz	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · Auszug · Ansatz; bereit; Ansatz; bereitstellen · Sollmaß; bereitstellen · weiter · Posten; dies; dies; Sollmaß; dies.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U018	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E018	Bildpflanze; örtlicher Blatt-/Sprossansatz	cthaiin	bereitstellen · Sollmaß	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · Auszug · Ansatz; bereit; Ansatz; bereitstellen · Sollmaß; bereitstellen · weiter · Posten; dies; dies; Sollmaß; dies.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U019	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E019	Bildpflanze; örtlicher Blatt-/Sprossansatz	qoctholy	bereitstellen · weiter · Posten	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · Auszug · Ansatz; bereit; Ansatz; bereitstellen · Sollmaß; bereitstellen · weiter · Posten; dies; dies; Sollmaß; dies.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U020	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E020	Bildpflanze; örtlicher Blatt-/Sprossansatz	dy	dies	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · Auszug · Ansatz; bereit; Ansatz; bereitstellen · Sollmaß; bereitstellen · weiter · Posten; dies; dies; Sollmaß; dies.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U021	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E021	Bildpflanze; örtlicher Blatt-/Sprossansatz	chy	dies	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · Auszug · Ansatz; bereit; Ansatz; bereitstellen · Sollmaß; bereitstellen · weiter · Posten; dies; dies; Sollmaß; dies.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U022	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E022	Bildpflanze; örtlicher Blatt-/Sprossansatz	taiin	Sollmaß	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · Auszug · Ansatz; bereit; Ansatz; bereitstellen · Sollmaß; bereitstellen · weiter · Posten; dies; dies; Sollmaß; dies.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U023	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S001	E023	Bildpflanze; örtlicher Blatt-/Sprossansatz	shy	dies	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · Auszug · Ansatz; bereit; Ansatz; bereitstellen · Sollmaß; bereitstellen · weiter · Posten; dies; dies; Sollmaß; dies.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U024	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E024	Bildpflanze; örtlicher Blatt-/Sprossansatz	qotchor	Folgeansatz	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Folgeansatz; Ansatz; danach · weiter; weiter; derselbe Ansatz; weiter; Sollmaß; davon.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U025	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E025	Bildpflanze; örtlicher Blatt-/Sprossansatz	chor	Ansatz	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Folgeansatz; Ansatz; danach · weiter; weiter; derselbe Ansatz; weiter; Sollmaß; davon.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U026	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E026	Bildpflanze; örtlicher Blatt-/Sprossansatz	otol	danach · weiter	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Folgeansatz; Ansatz; danach · weiter; weiter; derselbe Ansatz; weiter; Sollmaß; davon.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U027	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E027	Bildpflanze; örtlicher Blatt-/Sprossansatz	chol	weiter	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Folgeansatz; Ansatz; danach · weiter; weiter; derselbe Ansatz; weiter; Sollmaß; davon.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U028	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E028	Bildpflanze; örtlicher Blatt-/Sprossansatz	cholor	derselbe Ansatz	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Folgeansatz; Ansatz; danach · weiter; weiter; derselbe Ansatz; weiter; Sollmaß; davon.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U029	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E029	Bildpflanze; örtlicher Blatt-/Sprossansatz	chol	weiter	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Folgeansatz; Ansatz; danach · weiter; weiter; derselbe Ansatz; weiter; Sollmaß; davon.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U030	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E030	Bildpflanze; örtlicher Blatt-/Sprossansatz	daiin	Sollmaß	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Folgeansatz; Ansatz; danach · weiter; weiter; derselbe Ansatz; weiter; Sollmaß; davon.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U031	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S002	E031	Bildpflanze; örtlicher Blatt-/Sprossansatz	dar	davon	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Folgeansatz; Ansatz; danach · weiter; weiter; derselbe Ansatz; weiter; Sollmaß; davon.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U032	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E032	Bildpflanze; örtlicher Blatt-/Sprossansatz	oykchor	Posten · bearbeiten · Ansatz	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · bearbeiten · Ansatz; Ansatz; Ansatz; dies; Arbeitsstufe; dies; Zutat · Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U033	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E033	Bildpflanze; örtlicher Blatt-/Sprossansatz	shor	Ansatz	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · bearbeiten · Ansatz; Ansatz; Ansatz; dies; Arbeitsstufe; dies; Zutat · Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U034	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E034	Bildpflanze; örtlicher Blatt-/Sprossansatz	chor	Ansatz	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · bearbeiten · Ansatz; Ansatz; Ansatz; dies; Arbeitsstufe; dies; Zutat · Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U035	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E035	Bildpflanze; örtlicher Blatt-/Sprossansatz	chy	dies	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · bearbeiten · Ansatz; Ansatz; Ansatz; dies; Arbeitsstufe; dies; Zutat · Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U036	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E036	Bildpflanze; örtlicher Blatt-/Sprossansatz	kaiiin	Arbeitsstufe	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · bearbeiten · Ansatz; Ansatz; Ansatz; dies; Arbeitsstufe; dies; Zutat · Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U037	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E037	Bildpflanze; örtlicher Blatt-/Sprossansatz	dy	dies	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · bearbeiten · Ansatz; Ansatz; Ansatz; dies; Arbeitsstufe; dies; Zutat · Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U038	J1_ROOT_AND_LEAF_BASIN	WHAT_OR_HOW_PROSE	f10r	H2-S003	E038	Bildpflanze; örtlicher Blatt-/Sprossansatz	chodaiin	Zutat · Sollmaß	Bildpflanze; örtlicher Blatt-/Sprossansatz	Besitzer: Bildpflanze; örtlicher Blatt-/Sprossansatz. Karten: Posten · bearbeiten · Ansatz; Ansatz; Ansatz; dies; Arbeitsstufe; dies; Zutat · Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U039	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E039	Bildpflanze; örtlicher Blüten-/Blattauszug	tshol	Zutat · abführen	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: Zutat · abführen; Zutat · Zielstelle; auswringen · Posten; halten · Sollmaß; nachseihen · Posten; Klarauszug; Zutat; schließen.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U040	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E040	Bildpflanze; örtlicher Blüten-/Blattauszug	schoal	Zutat · Zielstelle	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: Zutat · abführen; Zutat · Zielstelle; auswringen · Posten; halten · Sollmaß; nachseihen · Posten; Klarauszug; Zutat; schließen.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U041	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E041	Bildpflanze; örtlicher Blüten-/Blattauszug	cfhy	auswringen · Posten	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: Zutat · abführen; Zutat · Zielstelle; auswringen · Posten; halten · Sollmaß; nachseihen · Posten; Klarauszug; Zutat; schließen.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U042	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E042	Bildpflanze; örtlicher Blüten-/Blattauszug	shfydaiin	halten · Sollmaß	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: Zutat · abführen; Zutat · Zielstelle; auswringen · Posten; halten · Sollmaß; nachseihen · Posten; Klarauszug; Zutat; schließen.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U043	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E043	Bildpflanze; örtlicher Blüten-/Blattauszug	cphy	nachseihen · Posten	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: Zutat · abführen; Zutat · Zielstelle; auswringen · Posten; halten · Sollmaß; nachseihen · Posten; Klarauszug; Zutat; schließen.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U044	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E044	Bildpflanze; örtlicher Blüten-/Blattauszug	shey	Klarauszug	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: Zutat · abführen; Zutat · Zielstelle; auswringen · Posten; halten · Sollmaß; nachseihen · Posten; Klarauszug; Zutat; schließen.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U045	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S001	E045	Bildpflanze; örtlicher Blüten-/Blattauszug	tchody	Zutat; schließen	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: Zutat · abführen; Zutat · Zielstelle; auswringen · Posten; halten · Sollmaß; nachseihen · Posten; Klarauszug; Zutat; schließen.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U046	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S002	E046	Bildpflanze; örtlicher Blüten-/Blattauszug	shoyty	Zutat · Posten · Teil	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: Zutat · Posten · Teil.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U047	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S003	E047	Bildpflanze; örtlicher Blüten-/Blattauszug	dchol	vom vorigen	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: vom vorigen; dies; bearbeiten · Posten; dies; Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U048	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S003	E048	Bildpflanze; örtlicher Blüten-/Blattauszug	chy	dies	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: vom vorigen; dies; bearbeiten · Posten; dies; Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U049	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S003	E049	Bildpflanze; örtlicher Blüten-/Blattauszug	kchy	bearbeiten · Posten	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: vom vorigen; dies; bearbeiten · Posten; dies; Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U050	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S003	E050	Bildpflanze; örtlicher Blüten-/Blattauszug	dy	dies	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: vom vorigen; dies; bearbeiten · Posten; dies; Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U051	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S003	E051	Bildpflanze; örtlicher Blüten-/Blattauszug	daiin	Sollmaß	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: vom vorigen; dies; bearbeiten · Posten; dies; Sollmaß.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U052	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S004	E052	Bildpflanze; örtlicher Blüten-/Blattauszug	qotchy	danach · Posten	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: danach · Posten; einsetzen · weiter; bereit; dies.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
U053	J2_CLEAR_EXTRACT_STATIONS	WHAT_OR_HOW_PROSE	f11r	H3-S004	E053	Bildpflanze; örtlicher Blüten-/Blattauszug	okchol	einsetzen · weiter	Bildpflanze; örtlicher Blüten-/Blattauszug	Besitzer: Bildpflanze; örtlicher Blüten-/Blattauszug. Karten: danach · Posten; einsetzen · weiter; bereit; dies.	PROSE_CARD_PLUS_OWNER	ACTIVE_PROSE	PROSE_ORDER	NONE
