source_entity_id	source_reading_id	surface	original_working_meaning_de	occurrence_count	page_count	issue_cluster	repair_queue_rank	repair_queue	exact_normalized_master_card_links	master_card_automatic_score_credit	disposition	repair_mode	resolved_debt_atom	v97_reading_id	v97_lexical_core_de	v97_context_realization_de	old_score	old_level	new_lexical_score	new_lexical_level	new_context_score	new_context_level	historical_confirmation	positive_evidence_de	counterevidence_de	v97_audit_decision	v97_evidence_class	v97_open_semantic_slots	v97_lineage_class
AR078	dairody#1	dairody	abgemessener Ansatzanteil II, fertiggestellt	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	PREPARATION_HEAD_MOVED_TO_CONTEXT	PREPARATION_HEAD_MOVED_TO_CONTEXT	dairody#1	abgemessener Anteil II; fertig	abgemessener Anteil II des vorstehenden bis zur Mittelstufe getrockneten Pulvers; fertig	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT694 erhaelt D, Anteil II und DY-Ergebnis; der exakte linke Nachbar bezeichnet drei Portionen bis zur Mittelstufe getrockneten Pulvers.	Ansatz oder Pulverzubereitung bleibt als Binnenrahmen offen; der lokale Renderer folgt dem benannten Pulverreferenten und der nominale Block lizenziert weder abmessen noch fertigstellen als Handlung.	REVISE_CORE_AND_CONTEXT_SCOPE	EXACT_MEASURED_FINISHED_SHARE	PREPARATION_PRODUCT_TYPE|DY_RESULT_SCOPE|HISTORICAL_SHARE_UNIT	GDT694_COMPOSED_SHARE_RESULT
AR095	dy#1	dy	.	1	1	LIVE_RIVAL	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dy#1	.	.	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT687: vollstaendiger Action/Result/Boundary-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Die drei freien Belege verteilen sich auf zwei Semikola und einen Punkt und tragen keine Aktionslizenz.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: gesprochener Schließbefehl; Oberflaeche besitzt 2 getrennte Kontextlesarten; Der starke DY-Formalprior betrifft ein Atom; gebundenes dy erscheint auch in Aktionen und Resultaten und beweist kein Wort 'schließen'.	HELD_FOR_LATER_REPAIR	INHERITED_V96	NOT_EVALUATED	INHERITED_V96
AR096	dy#2	dy	;	2	2	LIVE_RIVAL	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dy#2	;	;	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	H0_NONE	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT687: vollstaendiger Action/Result/Boundary-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Die drei freien Belege verteilen sich auf zwei Semikola und einen Punkt und tragen keine Aktionslizenz.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: gesprochener Schließbefehl; Oberflaeche besitzt 2 getrennte Kontextlesarten; Der starke DY-Formalprior betrifft ein Atom; gebundenes dy erscheint auch in Aktionen und Resultaten und beweist kein Wort 'schließen'.	HELD_FOR_LATER_REPAIR	INHERITED_V96	NOT_EVALUATED	INHERITED_V96
AR099	fdar#1	fdar	Blütenanteil I abmessen	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	ACTION_MOVED_TO_LICENSED_CONTEXT	ACTION_MOVED_TO_LICENSED_CONTEXT	fdar#1	Blütenanteil I	Blütenanteil I abmessen	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	IDENTITY_FLOWER_FRUIT und ACT_MEASURE sind an P163 aktiv; GDT681/GDT694 binden Blütenkopf, Anteil I und die dortige Messhandlung.	Blüte versus Frucht und Blütenanteil versus Blütenauszug bleiben offen; das Verb wird nicht aus der Ganzform exportiert.	REVISE_CORE_AND_CONTEXT_SCOPE	EXACT_FLOWER_SHARE_LOCAL_MEASURE_ACTION	FLOWER_OR_FRUIT|SHARE_PRODUCT_TYPE|HISTORICAL_SHARE_UNIT	GDT694_COMPOSED_LOCAL_HEAD_ACTION
AR102	karchees#1	karchees	vollständig getrocknete Kräutercharge des heißen Drogenanteils I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	UNSUPPORTED_HERB_AND_DRUG_HEADS_REMOVED	UNSUPPORTED_HERB_AND_DRUG_HEADS_REMOVED	karchees#1	vollständig getrocknete Charge aus heißem Anteil I	vollständig getrocknete Charge aus heißem Anteil I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT678/GDT694 binden heißen Anteil I und vollständig getrocknete Charge; B003 liefert Holz nur durch das sichtbare vorangehende l.	Kräuter- und Drogenidentitaet fehlen an P436; Auszug bleibt Rivale und I kann Quelle oder Charge indexieren.	REVISE_CORE_AND_CONTEXT_SCOPE	BOUND_CHARGE_FROM_INDEXED_SHARE	CHARGE_MATERIAL_IDENTITY|SHARE_VS_CHARGE_INDEX|PRODUCT_TYPE|HISTORICAL_SHARE_UNIT	GDT694_BOUND_SPAN_SHARE_CHARGE
AR114	kodeey#1	kodeey	vollständig erhitzte und abgeschlossene Zubereitungsdosis	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	kodeey#1	vollständig erhitzte und abgeschlossene Zubereitungsdosis	vollständig erhitzte und abgeschlossene Zubereitungsdosis	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR; LOW/EXPLORATORY-Provenienz bleibt sichtbar	HELD_FOR_LATER_REPAIR	INHERITED_V96	NOT_EVALUATED	INHERITED_V96
AR121	lkar#1	lkar	Anteil I der erhitzten Holzdroge	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	REVISED_IN_V97	GENERIC_DRUG_HEAD_REMOVED	GENERIC_DRUG_HEAD_REMOVED	lkar#1	erhitzter Holzanteil I	Anteil I des vorstehenden bis zur Mittelstufe erhitzten Holzes	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT648/GDT690 und das aktive IDENTITY_WOOD-Signal tragen Holz, Hitze und Anteil I; unmittelbar links steht das bis zur Mittelstufe erhitzte Holz.	Heißes Drogenholz und ein Produkt aus Holz bleiben Rivalen; keine freie L/K/AR-Zerlegung wird exportiert.	REVISE_CORE_AND_CONTEXT_SCOPE	EXACT_HEATED_WOOD_SHARE	WOOD_PRODUCT_TYPE|HEAT_DEGREE|HISTORICAL_SHARE_UNIT	GDT694_EXACT_WOOD_SHARE
AR123	lldar#1	lldar	Anteil I der Holzdroge abmessen	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	ACTION_AND_GENERIC_DRUG_HEAD_LOCAL_ONLY	ACTION_AND_GENERIC_DRUG_HEAD_LOCAL_ONLY	lldar#1	Holzanteil I	Holzanteil I abmessen	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT678/GDT690 und die aktiven IDENTITY_WOOD/ACT_MEASURE-Signale tragen Holzanteil I und die Messhandlung an P334.	LLDAR bleibt unsegmentiertes Ganzwort; Holzauszug ist Rivale und das Verb wird nicht exportiert.	REVISE_CORE_AND_CONTEXT_SCOPE	EXACT_WOOD_SHARE_LOCAL_MEASURE_ACTION	WOOD_PRODUCT_TYPE|LLDAR_INTERNAL_BOUNDARY|HISTORICAL_SHARE_UNIT	GDT694_LEARNED_WHOLE_ACTION
AR127	losair#1	losair	Anteil II des Holzpostens	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	LOCAL_POST_HEAD_REMOVED	LOCAL_POST_HEAD_REMOVED	losair#1	Holzanteil II	Anteil II des Holzpostens	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	RF1b trennt LOS|AIR und das aktive IDENTITY_WOOD-Signal traegt Holz plus Index II.	LO+SAIR erlaubt Holzabsud mit Samenanteil; Posten, Absud und die innere Grenze bleiben offen.	REVISE_CORE_AND_CONTEXT_SCOPE	BOUND_WOOD_SHARE_II	LOS_VS_LO_SAIR_BOUNDARY|WOOD_PRODUCT_TYPE|HISTORICAL_SHARE_UNIT	GDT694_ALTERNATE_BOUNDARY_WOOD_SHARE
AR137	ockhdar#1	ockhdar	abgemessener Anteil I der Arzneizubereitung	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	MEDICINAL_HEAD_LOCAL_ONLY	MEDICINAL_HEAD_LOCAL_ONLY	ockhdar#1	abgemessener Zubereitungsanteil I	abgemessener Anteil I der Arzneizubereitung	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	GDT652/GDT694 halten O-CKH als Zubereitungskoerper und ZL3b/RF1b AR als Anteil I; P342 ist nominal abgemessen.	IT2a liest terminal OR als Portion; Arzneiansatz, Arzneikompositum und Auszug bleiben lokale Rivalen.	REVISE_CORE_AND_CONTEXT_SCOPE	BOUND_MEASURED_PREPARATION_SHARE	AR_VS_OR_READER|PREPARATION_PRODUCT_TYPE|MEDICINAL_IDENTITY|HISTORICAL_SHARE_UNIT	GDT694_ALTERNATE_READING_PREPARATION_SHARE
AR149	okeeodar#1	okeeodar	Anteil I des vollständig erhitzten Auszugs	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	PRODUCT_HEAD_LOCAL_ONLY	PRODUCT_HEAD_LOCAL_ONLY	okeeodar#1	vollständig erhitzter Anteil I	Anteil I des vollständig erhitzten Auszugs	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT694 korrigiert die doppelte Verwendung des einen geschriebenen d und sichert nur vollständige Erhitzung plus Anteil I.	Auszug, Ansatz und Absud bleiben Rivalen; dieselbe Form darf nicht zugleich abmessen und einen Auszug kodieren.	REVISE_CORE_AND_CONTEXT_SCOPE	BOUND_FULLY_HEATED_SHARE	PRODUCT_TYPE|D_BRACKET|MEASURE_VS_RESULT|HISTORICAL_SHARE_UNIT	GDT694_DOUBLE_SPEND_CORRECTION
AR164	olkaiir#1	olkaiir	Anteil III des heißen Holzansatzes	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	PRODUCT_HEAD_LOCAL_ONLY	PRODUCT_HEAD_LOCAL_ONLY	olkaiir#1	heißer Holzanteil III	Anteil III des heißen Holzansatzes	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT693s OLKAII-R/N-Paar trennt Anteil III von Hitzegrad III; IDENTITY_WOOD und STATE_HOT sind an P143 aktiv.	Holzansatz und Holzauszug sind lokale Produktalternativen; der linke Messbefehl wird nicht uebernommen.	REVISE_CORE_AND_CONTEXT_SCOPE	EXACT_R_N_INDEXED_WOOD_SHARE	WOOD_PRODUCT_TYPE|ANSATZ_VS_EXTRACT|HISTORICAL_SHARE_UNIT	GDT693_R_N_PAIR_WOOD_SHARE
AR184	oroiir#1	oroiir	eine Portion des Ansatzanteils III	1	1	NO_LISTED_DEBT_LOW_OR_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	ANSATZ_HEAD_NORMALIZED	ANSATZ_HEAD_NORMALIZED	oroiir#1	eine Portion des Zubereitungsanteils III	eine Portion des vorstehenden fertigen Zubereitungsanteils III	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	GDT693 haelt OR als abgeteilte Portion strikt getrennt von R als Anteil; P170 steht nach einer fertigen Zubereitung.	Der genaue Zubereitungsreferent bleibt offen; Portion und Anteil duerfen trotz fluessiger Ausgabe nicht verschmolzen werden.	REVISE_CORE_AND_CONTEXT_SCOPE	BOUND_PORTION_OVER_INDEXED_SHARE	PREPARATION_PRODUCT_TYPE|IIR_BOUNDARY|HISTORICAL_SHARE_UNIT	GDT693_PORTION_OVER_SHARE
AR186	oror#1	oror	zwei Portionen	3	3	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	oror#1	zwei Portionen	zwei Portionen	28	W1_WEAK_WORKING	28	W1_WEAK_WORKING	28	W1_WEAK_WORKING	H0_NONE	3 aktive exakte Positionen auf 3 Seiten und 3 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Drei Belege auf drei Seiten und ein Mengensignal tragen eine Zweierlesung.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR; LOW/EXPLORATORY-Provenienz bleibt sichtbar; Quelle LOW; Stoffkopf und historische Einheit fehlen.	HELD_FOR_LATER_REPAIR	INHERITED_V96	NOT_EVALUATED	INHERITED_V96
AR209	otytchol#1	otytchol	nachgekühlter Trockenstoff im Ansatz	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	otytchol#1	nachgekühlter Trockenstoff im Ansatz	nachgekühlter Trockenstoff im Ansatz	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR; LOW/EXPLORATORY-Provenienz bleibt sichtbar	HELD_FOR_LATER_REPAIR	INHERITED_V96	NOT_EVALUATED	INHERITED_V96
AR212	polairy#1	polairy	Pulveranteil II, abgeschlossen	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVIEWED_RETAINED_IN_V97	NO_CHANGE_REQUIRED	NO_CHANGE_REQUIRED	polairy#1	Pulveranteil II, abgeschlossen	Pulveranteil II, abgeschlossen	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	IDENTITY_POWDER, STATE_FINISHED und Anteil II sind aktiv; GDT694 bewahrt POL als gelernten Pulverkoerper statt P+OL zu erfinden.	Abschlusszustand versus Handlung und Samen-/Ansatzbezug bleiben abzugrenzen; POL, AIR und Y werden nicht frei exportiert.	REVIEWED_RETAINED	EXACT_POWDER_SHARE_RESULT	RESULT_STATE_VS_ACTION|POL_INTERNAL_BOUNDARY|HISTORICAL_SHARE_UNIT	GDT694_REVIEWED_RETAINED_SHARE
AR261	qy#1	qy	hiervon nehmen	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	qy#1	hiervon nehmen	hiervon nehmen	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Der Singleton ist an seiner Position als TAKE-Aktion lizenziert.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE; LOW/EXPLORATORY-Provenienz bleibt sichtbar; LOW_EXPLORATORY und kein seitenübergreifender Bedeutungsbeleg.	HELD_FOR_LATER_REPAIR	INHERITED_V96	NOT_EVALUATED	INHERITED_V96
AR270	sairy#1	sairy	Samenanteil II, abgeschlossen	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVIEWED_RETAINED_IN_V97	NO_CHANGE_REQUIRED	NO_CHANGE_REQUIRED	sairy#1	Samenanteil II, abgeschlossen	Samenanteil II, abgeschlossen	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	IDENTITY_SEED, STATE_FINISHED und Anteil II sind an der exakten Ganzform aktiv; GDT694 bewahrt den nominalen Ergebnisposten.	Samenposten II bleibt Rivale; Y und AIR werden nicht als freie Woerter oder Handlung exportiert.	REVIEWED_RETAINED	EXACT_SEED_SHARE_RESULT	RESULT_STATE_VS_ACTION|SEED_POST_RIVAL|HISTORICAL_SHARE_UNIT	GDT694_REVIEWED_RETAINED_SHARE
