source_position_id	event_id	record_unit_id	statement_id	surface	joint_tuple_id	family_id	family_head_de	controlled_phrase	fixed_reverse_formula	exact_card_value_de
S117	E117	B1	B1-S002	qokeedal	93f69c38fdedee1598e9	D02	Langhalten	ZUSTAND[Ziellanghalt]	D02::ZUSTAND[Ziellanghalt]	Ziellanghalt
S118	E118	B1	B1-S002	daiin	2f1c5e56e8f0ff459065	M01	Sollmaß	MASS[Sollmaß]	M01::MASS[Sollmaß]	Sollmaß
S119	E119	B1	B1-S002	chckhy	2cc8bb3c2af19607888f	T04	Durchgang	TRANSFER[durchleiten]	T04::TRANSFER[durchleiten]	durchleiten
S120	E120	B1	B1-S002	schedy	259b2b3b0bf859882e2c	T01	Transfer	TRANSFER[überführen]	T01::TRANSFER[überführen]	überführen
S121	E121	B1	B1-S003	qol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S122	E122	B1	B1-S003	sshkchdy	54e32e9c1414b20640e9	T01	Transfer	TRANSFER[Umsetzschluss]	T01::TRANSFER[Umsetzschluss]	Umsetzschluss
S123	E123	B1	B1-S004	chedy	6f7ff8287eddf4da9fdb	T01	Transfer	TRANSFER[Umsetzen]	T01::TRANSFER[Umsetzen]	Umsetzen
S124	E124	B1	B1-S004	ol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S125	E125	B1	B1-S004	shedy	bc4f1f5c006c74a4d26d	T05	Absetzen	TRANSFER[Kurzabsetzung]	T05::TRANSFER[Kurzabsetzung]	Kurzabsetzung
S126	E126	B1	B1-S005	qolchedy	28ffbc88b97772a75f1e	B04	Fortsetzung	BEZUG[weiterführen]	B04::BEZUG[weiterführen]	weiterführen
S127	E127	B1	B1-S006	qokain	1645e612504fcef59ced	M03	Zugabe	MASS[Zugabe]	M03::MASS[Zugabe]	Zugabe
S128	E128	B1	B1-S006	shckhy	2cc8bb3c2af19607888f	T04	Durchgang	TRANSFER[durchleiten]	T04::TRANSFER[durchleiten]	durchleiten
S129	E129	B1	B1-S006	dl	0f18de177ed7c878bf95	M03	Zugabe	MASS[Zusatz]	M03::MASS[Zusatz]	Zusatz
S130	E130	B1	B1-S006	ral	4da0f0f7b5fc7ac20067	Z01	Zielstelle	ZIEL[Zielmarke]	Z01::ZIEL[Zielmarke]	Zielmarke
S131	E131	B1	B1-S007	qokchdy	87411f84689b4f93a303	Z02	Einsetzen	ZIEL[Neueinsatz]	Z02::ZIEL[Neueinsatz]	Neueinsatz
S132	E132	B1	B1-S008	chey	b921a237be883a820352	B05	Diesposten	BEZUG[Diesposten]	B05::BEZUG[Diesposten]	Diesposten
S133	E133	B1	B1-S008	ol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S134	E134	B1	B1-S008	cheky	d904bf7b044dd3922781	D04	Wärmen	ZUSTAND[Kurzwärme]	D04::ZUSTAND[Kurzwärme]	Kurzwärme
S135	E135	B1	B1-S008	ol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S136	E136	B1	B1-S008	shedy	bc4f1f5c006c74a4d26d	T05	Absetzen	TRANSFER[Kurzabsetzung]	T05::TRANSFER[Kurzabsetzung]	Kurzabsetzung
S137	E137	B1	B1-S009	qokedy	7db18b2f0fb7ed0fcfd3	D03	Langkontakt	ZUSTAND[Kurzkontakt]	D03::ZUSTAND[Kurzkontakt]	Kurzkontakt
S138	E138	B1	B1-S010	qokedy	7db18b2f0fb7ed0fcfd3	D03	Langkontakt	ZUSTAND[Kurzkontakt]	D03::ZUSTAND[Kurzkontakt]	Kurzkontakt
S139	E139	B1	B1-S011	chckhy	2cc8bb3c2af19607888f	T04	Durchgang	TRANSFER[durchleiten]	T04::TRANSFER[durchleiten]	durchleiten
S140	E140	B1	B1-S011	qoky	276a7c2d74d1143446f4	Z02	Einsetzen	ZIEL[Einsetzen]	Z02::ZIEL[Einsetzen]	Einsetzen
S141	E141	B1	B1-S012	lsho	be0974b366c981dc1eef	T09	Waschgang	TRANSFER[Waschgang]	T09::TRANSFER[Waschgang]	Waschgang
S142	E142	B1	B1-S012	qokey	08bd5ca0c2ad137a056d	D03	Langkontakt	ZUSTAND[Kurzkontakt]	D03::ZUSTAND[Kurzkontakt]	Kurzkontakt
S143	E143	B1	B1-S012	lshedy	2e7e89e0bd12b999c280	T09	Waschgang	TRANSFER[Waschgang]	T09::TRANSFER[Waschgang]	Waschgang
S144	E144	B1	B1-S013	lshedy	2e7e89e0bd12b999c280	T09	Waschgang	TRANSFER[Waschgang]	T09::TRANSFER[Waschgang]	Waschgang
S145	E145	B1	B1-S014	chedy	6f7ff8287eddf4da9fdb	T01	Transfer	TRANSFER[Umsetzen]	T01::TRANSFER[Umsetzen]	Umsetzen
S146	E146	B1	B1-S014	qolky	c205570c49d4d93c23d3	B04	Fortsetzung	BEZUG[Weiterweg]	B04::BEZUG[Weiterweg]	Weiterweg
S147	E147	B1	B1-S014	lchedal	433713294b25b0a12f66	T03	Abführung	TRANSFER[Zielabführung]	T03::TRANSFER[Zielabführung]	Zielabführung
S148	E148	B1	B1-S014	qol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S149	E149	B1	B1-S014	otar	b6b654722e55729cc947	B02	Quelle	BEZUG[Folgequelle]	B02::BEZUG[Folgequelle]	Folgequelle
S150	E150	B1	B1-S015	ytey	a7af89ab31ce5e247395	M02	Portion	MASS[Kurzteil]	M02::MASS[Kurzteil]	Kurzteil
S151	E151	B1	B1-S015	okchedy	07913ef9b1fb773cd325	T01	Transfer	TRANSFER[Rücktransfer]	T01::TRANSFER[Rücktransfer]	Rücktransfer
S152	E152	B1	B1-S016	qokal	308e8ea2d5d190c498e8	Z01	Zielstelle	ZIEL[Zieleinsatz]	Z01::ZIEL[Zieleinsatz]	Zieleinsatz
S153	E153	B1	B1-S016	okeey	0275fbf14e07935b0a45	D03	Langkontakt	ZUSTAND[Langkontakt]	D03::ZUSTAND[Langkontakt]	Langkontakt
S154	E154	B1	B1-S016	qol	dcda95c81a5460feb191	B04	Fortsetzung	BEZUG[Fortsetzung]	B04::BEZUG[Fortsetzung]	Fortsetzung
S155	E155	B1	B1-S016	cheedy	bc4f1f5c006c74a4d26d	T05	Absetzen	TRANSFER[Kurzabsetzung]	T05::TRANSFER[Kurzabsetzung]	Kurzabsetzung
S156	E156	B1	B1-S017	sal	dd0ecaf5e27d81befffc	Z01	Zielstelle	ZIEL[Stelle]	Z01::ZIEL[Stelle]	Stelle
S157	E157	B1	B1-S017	teol	a06244ef1f2b37ca44c1	B04	Fortsetzung	BEZUG[Kurzfortgang]	B04::BEZUG[Kurzfortgang]	Kurzfortgang
S158	E158	B1	B1-S017	dchdy	d225b7a7b95da7aee437	T01	Transfer	TRANSFER[Transfer]	T01::TRANSFER[Transfer]	Transfer
S159	E159	B1	B1-S018	ly	b38d70daefd663d74625	T06	Sammeln	TRANSFER[Auffanggefäß]	T06::TRANSFER[Auffanggefäß]	Auffanggefäß
S160	E160	B1	B1-S018	dsheol	74c76d589d44120f647b	D02	Langhalten	ZUSTAND[Kurzhalt]	D02::ZUSTAND[Kurzhalt]	Kurzhalt
S161	E161	B1	B1-S018	oiiin	2c82523794dcb7d2b343	M04	Arbeitsstufe	MASS[Arbeitsstufe]	M04::MASS[Arbeitsstufe]	Arbeitsstufe
S162	E162	B1	B1-S018	olkeedy	3b70942557b3a40e8030	T06	Sammeln	TRANSFER[Langsammlung]	T06::TRANSFER[Langsammlung]	Langsammlung
S163	E163	B1	B1-S019	tedy	bc4f1f5c006c74a4d26d	T05	Absetzen	TRANSFER[Kurzabsetzung]	T05::TRANSFER[Kurzabsetzung]	Kurzabsetzung
S164	E164	B1	B1-S020	cheky	d904bf7b044dd3922781	D04	Wärmen	ZUSTAND[Kurzwärme]	D04::ZUSTAND[Kurzwärme]	Kurzwärme
S165	E165	B1	B1-S020	shckhedy	d68bc8de3bcee09db23c	T04	Durchgang	TRANSFER[durchlassen]	T04::TRANSFER[durchlassen]	durchlassen
S166	E166	B1	B1-S021	chal	dd0ecaf5e27d81befffc	Z01	Zielstelle	ZIEL[Stelle]	Z01::ZIEL[Stelle]	Stelle
S167	E167	B2	B2-S001	dchedy	259b2b3b0bf859882e2c	T01	Transfer	TRANSFER[überführen]	T01::TRANSFER[überführen]	überführen
S168	E168	B2	B2-S002	qolchedy	28ffbc88b97772a75f1e	B04	Fortsetzung	BEZUG[weiterführen]	B04::BEZUG[weiterführen]	weiterführen
