statement_id	record_unit_id	free_fluent_german	family_chain	family_heads_de	fixed_formula_chain	recovered_values_de	source_event_ids	reverse_status
H4-S002	H4	Überführe die abgemessene Menge und verwahre sie.	M01 → T01 → A03	Sollmaß → Transfer → Verwahren	M01::MASS[Sollmaß] · T01::TRANSFER[Umsetzen] · A03::SCHLUSS[Verwahren]	Sollmaß → Umsetzen → Verwahren	E061|E062|E063	EXACT
H4-S003	H4	Nimm das Sollmaß des Postens aus dem gewonnenen Auszug, halte es länger warm und schließe den fortgesetzten Schritt.	M01 → T01 → D04 → B04	Sollmaß → Transfer → Wärmen → Fortsetzung	M01::MASS[Postensollmaß] · T01::TRANSFER[Auszugnahme] · D04::ZUSTAND[Langwärme] · B04::BEZUG[Fortschluss]	Postensollmaß → Auszugnahme → Langwärme → Fortschluss	E064|E065|E066|E067	EXACT
H4-S004	H4	Setze das Sollmaß an der bezeichneten Stelle ein. Führe die Zubereitung dort weiter, halte den Ansatz als aktuellen Posten und verwende eine Ansatzportion.	M01 → Z01 → B03 → B03 → B05 → M02	Sollmaß → Zielstelle → Ansatz → Ansatz → Diesposten → Portion	M01::MASS[Sollmaß] · Z01::ZIEL[Zieleinsatz] · B03::BEZUG[Fortsetzungszubereitung] · B03::BEZUG[Ansatz] · B05::BEZUG[Diesposten] · M02::MASS[Ansatzportion]	Sollmaß → Zieleinsatz → Fortsetzungszubereitung → Ansatz → Diesposten → Ansatzportion	E068|E069|E070|E071|E072|E073	EXACT
H5-S001	H5	Richte einen Zutatenansatz her. Setze eine weitere Zutat an die bezeichnete Stelle, miss sie und führe sie gebunden weiter. Eröffne danach den Folgeansatz, setze ihn ein und bringe ihn an die Stelle.	B03 → B01 → Z01 → M01 → B01 → B07 → B03 → Z02 → Z01	Ansatz → Material → Zielstelle → Sollmaß → Material → Bindefortsetzung → Ansatz → Einsetzen → Zielstelle	B03::BEZUG[Zutatenansatz] · B01::BEZUG[Zutat] · Z01::ZIEL[Zutatstelle] · M01::MASS[Sollmaß] · B01::BEZUG[Zutat] · B07::BEZUG[Bindefortsetzung] · B03::BEZUG[Folgeansatz] · Z02::ZIEL[Einsetzen] · Z01::ZIEL[Stelle]	Zutatenansatz → Zutat → Zutatstelle → Sollmaß → Zutat → Bindefortsetzung → Folgeansatz → Einsetzen → Stelle	E074|E075|E076|E077|E078|E079|E080|E081|E082	EXACT
H5-S002	H5	Nimm die Fortsetzung des vorigen Postens, setze die Zutat ein, trage sie auf und schließe den Schritt.	B04 → B01 → Z02 → A04	Fortsetzung → Material → Einsetzen → Rest	B04::BEZUG[Vorfortsetzung] · B01::BEZUG[Zutatposten] · Z02::ZIEL[Einsetzen] · A04::SCHLUSS[Auftragsschluss]	Vorfortsetzung → Zutatposten → Einsetzen → Auftragsschluss	E083|E084|E085|E086	EXACT
H5-S003	H5	Nimm einen Teil der abgebildeten Pflanze und die Zutat, binde den Posten kurz und setze ihn erneut ein.	B01 → B01 → A02 → Z02	Material → Material → Festmachen → Einsetzen	B01::BEZUG[Pflanzenteil] · B01::BEZUG[Zutat] · A02::SCHLUSS[Kurzbindeposten] · Z02::ZIEL[Wiedereinsatz]	Pflanzenteil → Zutat → Kurzbindeposten → Wiedereinsatz	E087|E088|E089|E090	EXACT
H5-S004	H5	Setze den Posten ein, gib Auszug hinzu und binde beides an der Zielstelle.	Z02 → M03 → Z04	Einsetzen → Zugabe → Binden	Z02::ZIEL[Einsetzen] · M03::MASS[Auszugzugabe] · Z04::ZIEL[Zielbindung]	Einsetzen → Auszugzugabe → Zielbindung	E091|E092|E093	EXACT
H5-S005	H5	Gib die Zutat hinzu, setze sie ein, binde die Zutat aus der bezeichneten Quelle und gebrauche den Posten.	B01 → Z02 → B07 → Z03	Material → Einsetzen → Bindefortsetzung → Gebrauchen	B01::BEZUG[Zutat] · Z02::ZIEL[Einsetzen] · B07::BEZUG[Quellenzutatbindung] · Z03::ZIEL[Gebrauchen]	Zutat → Einsetzen → Quellenzutatbindung → Gebrauchen	E094|E095|E096|E097	EXACT
H5-S006	H5	Nimm den Folgeposten, führe ihn kurz gebunden weiter und prüfe das Sollmaß.	B04 → B07 → M01	Fortsetzung → Bindefortsetzung → Sollmaß	B04::BEZUG[Folgeposten] · B07::BEZUG[Kurzbindefortsetzung] · M01::MASS[Sollmaß]	Folgeposten → Kurzbindefortsetzung → Sollmaß	E098|E099|E100	EXACT
B1-S001	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Lass ihn kurz einwirken.	D03	Langkontakt	D03::ZUSTAND[Kurzkontakt]	Kurzkontakt	E101	EXACT
B1-S002	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Stelle das Sollmaß ein; dann führe durch den Beckenlauf; dann setze an der Zielstelle ein; dann nimm aus der bezeichneten Quelle; dann führe den laufenden Gang fort; dann nimm eine Portion; dann nimm einen weiteren Anteil; dann binde die bezeichnete Stelle; dann führe den laufenden Gang fort; dann schließe am nächsten Abschnitt an; dann gib den Zusatz zu; dann führe denselben Ansatz weiter; dann führe den laufenden Gang fort; dann führe ihn kurz durch die Zielpassage; dann arbeite nach dem vorgeschriebenen Maß; dann setze ihn lange am Ziel ein; dann arbeite nach dem vorgeschriebenen Maß; dann leite den Posten hindurch; dann führe den Posten über.	M01 → T04 → Z01 → B02 → B04 → M02 → M02 → Z01 → B04 → B04 → M03 → B03 → B04 → T04 → M01 → D02 → M01 → T04 → T01	Sollmaß → Durchgang → Zielstelle → Quelle → Fortsetzung → Portion → Portion → Zielstelle → Fortsetzung → Fortsetzung → Zugabe → Ansatz → Fortsetzung → Durchgang → Sollmaß → Langhalten → Sollmaß → Durchgang → Transfer	M01::MASS[Sollstellung] · T04::TRANSFER[Beckenlauf] · Z01::ZIEL[Zieleinsatz] · B02::BEZUG[Quelle] · B04::BEZUG[Fortsetzung] · M02::MASS[Portion] · M02::MASS[Folgeportion] · Z01::ZIEL[Stelle] · B04::BEZUG[Fortsetzung] · B04::BEZUG[Anschluss] · M03::MASS[Zusatz] · B03::BEZUG[Fortsetzungsansatz] · B04::BEZUG[Fortsetzung] · T04::TRANSFER[Zielkurzpassage] · M01::MASS[Sollmaß] · D02::ZUSTAND[Ziellanghalt] · M01::MASS[Sollmaß] · T04::TRANSFER[durchleiten] · T01::TRANSFER[überführen]	Sollstellung → Beckenlauf → Zieleinsatz → Quelle → Fortsetzung → Portion → Folgeportion → Stelle → Fortsetzung → Anschluss → Zusatz → Fortsetzungsansatz → Fortsetzung → Zielkurzpassage → Sollmaß → Ziellanghalt → Sollmaß → durchleiten → überführen	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	EXACT
B1-S003	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Führe den laufenden Gang fort; dann setze um und schließe den Schritt.	B04 → T01	Fortsetzung → Transfer	B04::BEZUG[Fortsetzung] · T01::TRANSFER[Umsetzschluss]	Fortsetzung → Umsetzschluss	E121|E122	EXACT
B1-S004	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Setze den laufenden Posten um; dann führe den laufenden Gang fort; dann lass ihn kurz absetzen.	T01 → B04 → T05	Transfer → Fortsetzung → Absetzen	T01::TRANSFER[Umsetzen] · B04::BEZUG[Fortsetzung] · T05::TRANSFER[Kurzabsetzung]	Umsetzen → Fortsetzung → Kurzabsetzung	E123|E124|E125	EXACT
B1-S005	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Führe ihn weiter.	B04	Fortsetzung	B04::BEZUG[weiterführen]	weiterführen	E126	EXACT
B1-S006	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Gib einen Anteil zu; dann leite den Posten hindurch; dann gib den Zusatz zu; dann halte die Zielmarke ein.	M03 → T04 → M03 → Z01	Zugabe → Durchgang → Zugabe → Zielstelle	M03::MASS[Zugabe] · T04::TRANSFER[durchleiten] · M03::MASS[Zusatz] · Z01::ZIEL[Zielmarke]	Zugabe → durchleiten → Zusatz → Zielmarke	E127|E128|E129|E130	EXACT
B1-S007	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Setze einen neuen Posten ein.	Z02	Einsetzen	Z02::ZIEL[Neueinsatz]	Neueinsatz	E131	EXACT
B1-S008	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Halte diesen Posten aktiv; dann führe den laufenden Gang fort; dann wärme ihn kurz; dann führe den laufenden Gang fort; dann lass ihn kurz absetzen.	B05 → B04 → D04 → B04 → T05	Diesposten → Fortsetzung → Wärmen → Fortsetzung → Absetzen	B05::BEZUG[Diesposten] · B04::BEZUG[Fortsetzung] · D04::ZUSTAND[Kurzwärme] · B04::BEZUG[Fortsetzung] · T05::TRANSFER[Kurzabsetzung]	Diesposten → Fortsetzung → Kurzwärme → Fortsetzung → Kurzabsetzung	E132|E133|E134|E135|E136	EXACT
B1-S009	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Lass ihn kurz einwirken.	D03	Langkontakt	D03::ZUSTAND[Kurzkontakt]	Kurzkontakt	E137	EXACT
B1-S010	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Lass ihn kurz einwirken.	D03	Langkontakt	D03::ZUSTAND[Kurzkontakt]	Kurzkontakt	E138	EXACT
B1-S011	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Leite den Posten hindurch; dann setze den Posten ein.	T04 → Z02	Durchgang → Einsetzen	T04::TRANSFER[durchleiten] · Z02::ZIEL[Einsetzen]	durchleiten → Einsetzen	E139|E140	EXACT
B1-S012	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Führe einen Waschgang aus; dann lass ihn kurz einwirken; dann führe einen Waschgang aus.	T09 → D03 → T09	Waschgang → Langkontakt → Waschgang	T09::TRANSFER[Waschgang] · D03::ZUSTAND[Kurzkontakt] · T09::TRANSFER[Waschgang]	Waschgang → Kurzkontakt → Waschgang	E141|E142|E143	EXACT
B1-S013	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Führe einen Waschgang aus.	T09	Waschgang	T09::TRANSFER[Waschgang]	Waschgang	E144	EXACT
B1-S014	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Setze den laufenden Posten um; dann führe auf dem Weg weiter; dann führe ihn am Ziel ab; dann führe den laufenden Gang fort; dann wechsle zur folgenden Quelle.	T01 → B04 → T03 → B04 → B02	Transfer → Fortsetzung → Abführung → Fortsetzung → Quelle	T01::TRANSFER[Umsetzen] · B04::BEZUG[Weiterweg] · T03::TRANSFER[Zielabführung] · B04::BEZUG[Fortsetzung] · B02::BEZUG[Folgequelle]	Umsetzen → Weiterweg → Zielabführung → Fortsetzung → Folgequelle	E145|E146|E147|E148|E149	EXACT
B1-S015	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Nimm einen kleinen Teil; dann führe den vorigen Posten über.	M02 → T01	Portion → Transfer	M02::MASS[Kurzteil] · T01::TRANSFER[Rücktransfer]	Kurzteil → Rücktransfer	E150|E151	EXACT
B1-S016	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Setze an der Zielstelle ein; dann lass ihn länger einwirken; dann führe den laufenden Gang fort; dann lass ihn kurz absetzen.	Z01 → D03 → B04 → T05	Zielstelle → Langkontakt → Fortsetzung → Absetzen	Z01::ZIEL[Zieleinsatz] · D03::ZUSTAND[Langkontakt] · B04::BEZUG[Fortsetzung] · T05::TRANSFER[Kurzabsetzung]	Zieleinsatz → Langkontakt → Fortsetzung → Kurzabsetzung	E152|E153|E154|E155	EXACT
B1-S017	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Binde die bezeichnete Stelle; dann führe ihn kurz weiter; dann führe ihn über.	Z01 → B04 → T01	Zielstelle → Fortsetzung → Transfer	Z01::ZIEL[Stelle] · B04::BEZUG[Kurzfortgang] · T01::TRANSFER[Transfer]	Stelle → Kurzfortgang → Transfer	E156|E157|E158	EXACT
B1-S018	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Stelle das Auffanggefäß bereit; dann halte ihn kurz; dann stelle die Arbeitsstufe ein; dann sammle ihn lange.	T06 → D02 → M04 → T06	Sammeln → Langhalten → Arbeitsstufe → Sammeln	T06::TRANSFER[Auffanggefäß] · D02::ZUSTAND[Kurzhalt] · M04::MASS[Arbeitsstufe] · T06::TRANSFER[Langsammlung]	Auffanggefäß → Kurzhalt → Arbeitsstufe → Langsammlung	E159|E160|E161|E162	EXACT
B1-S019	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Lass ihn kurz absetzen.	T05	Absetzen	T05::TRANSFER[Kurzabsetzung]	Kurzabsetzung	E163	EXACT
B1-S020	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Wärme ihn kurz; dann lass ihn hindurch.	D04 → T04	Wärmen → Durchgang	D04::ZUSTAND[Kurzwärme] · T04::TRANSFER[durchlassen]	Kurzwärme → durchlassen	E164|E165	EXACT
B1-S021	B1	Bei GEMEINSAMES_BEHANDLUNGSBECKEN: Binde die bezeichnete Stelle.	Z01	Zielstelle	Z01::ZIEL[Stelle]	Stelle	E166	EXACT
B2-S001	B2	Bei PAARBECKEN_MIT_MITTELZYLINDER: Führe den Posten über.	T01	Transfer	T01::TRANSFER[überführen]	überführen	E167	EXACT
B2-S002	B2	Bei PAARBECKEN_MIT_MITTELZYLINDER: Führe ihn weiter.	B04	Fortsetzung	B04::BEZUG[weiterführen]	weiterführen	E168	EXACT
B2-S003	B2	Bei PAARBECKEN_MIT_MITTELZYLINDER: Gib einen Anteil zu; dann halte diesen Posten aktiv; dann lass ihn lange einwirken.	M03 → B05 → D03	Zugabe → Diesposten → Langkontakt	M03::MASS[Zugabe] · B05::BEZUG[Diesposten] · D03::ZUSTAND[Langkontakt]	Zugabe → Diesposten → Langkontakt	E169|E170|E171	EXACT
B2-S004	B2	Bei PAARBECKEN_MIT_MITTELZYLINDER: Setze an der Zielstelle ein; dann führe ihn durch die Abführpassage; dann führe ihn ab; dann lass ihn länger einwirken; dann ziehe die getrennte Fraktion ab.	Z01 → T03 → T03 → D03 → T07	Zielstelle → Abführung → Abführung → Langkontakt → Klären	Z01::ZIEL[Zieleinsatz] · T03::TRANSFER[Abführpassage] · T03::TRANSFER[Abführung] · D03::ZUSTAND[Langkontakt] · T07::TRANSFER[Trennabzug]	Zieleinsatz → Abführpassage → Abführung → Langkontakt → Trennabzug	E172|E173|E174|E175|E176	EXACT
B2-S005	B2	Bei PAARBECKEN_MIT_MITTELZYLINDER: Setze an der Zielstelle ein; dann sammle ihn bis zur Sollmenge; dann leite den Posten hindurch; dann stelle das Sollmaß ein; dann stelle das Sollmaß ein; dann setze den nächsten Durchgang an; dann wärme ihn lange; dann ziehe ihn ab.	Z01 → T06 → T04 → M01 → B03 → D04 → T03	Zielstelle → Sammeln → Durchgang → Sollmaß → Ansatz → Wärmen → Abführung	Z01::ZIEL[Zieleinsatz] · T06::TRANSFER[Sollsammlung] · T04::TRANSFER[durchleiten] · M01::MASS[Sollstellung] · B03::BEZUG[Folgevorbereitung] · D04::ZUSTAND[Langwärmen] · T03::TRANSFER[abziehen]	Zieleinsatz → Sollsammlung → durchleiten → Sollstellung → Folgevorbereitung → Langwärmen → abziehen	E177|E178|E179|E181|E182|E183|E184	EXACT
B2-S006	B2	Bei PAARBECKEN_MIT_MITTELZYLINDER: Führe ihn länger im Folgegang weiter; dann setze an der Zielstelle ein; dann führe ihn kurz hindurch; dann setze den Posten ein.	B04 → Z01 → T04 → Z02	Fortsetzung → Zielstelle → Durchgang → Einsetzen	B04::BEZUG[Langfolge] · Z01::ZIEL[Zieleinsatz] · T04::TRANSFER[Kurzpassage] · Z02::ZIEL[Einsetzen]	Langfolge → Zieleinsatz → Kurzpassage → Einsetzen	E185|E186|E187|E188	EXACT
B2-S007	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Setze den vorigen Posten ab und schließe.	T05	Absetzen	T05::TRANSFER[Vorabsetzschluss]	Vorabsetzschluss	E189	EXACT
B2-S008	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Arbeite danach nach dem nächsten Maß; dann setze den Quellposten ein; dann lass ihn kurz absetzen.	M01 → Z02 → T05	Sollmaß → Einsetzen → Absetzen	M01::MASS[Folgemaß] · Z02::ZIEL[Quelleinsatz] · T05::TRANSFER[Kurzabsetzung]	Folgemaß → Quelleinsatz → Kurzabsetzung	E190|E191|E192	EXACT
B2-S009	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Lass danach den nächsten Posten absetzen.	T05	Absetzen	T05::TRANSFER[Folgeabsetzen]	Folgeabsetzen	E193	EXACT
B2-S010	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Lass ihn länger einwirken; dann setze den Posten ein; dann führe zum Auslass; dann nimm den Klarauszug.	D03 → Z02 → T04 → T07	Langkontakt → Einsetzen → Durchgang → Klären	D03::ZUSTAND[Langkontakt] · Z02::ZIEL[Einsetzen] · T04::TRANSFER[Auslass] · T07::TRANSFER[Klarauszug]	Langkontakt → Einsetzen → Auslass → Klarauszug	E194|E195|E196|E197	EXACT
B2-S011	B2	Bei AMBIGUER_RECHTER_POSTEN: Gib einen Anteil zu; dann nimm aus der bezeichneten Quelle; dann gib einen Anteil zu; dann lass ihn lange einwirken.	M03 → B02 → M03 → D03	Zugabe → Quelle → Zugabe → Langkontakt	M03::MASS[Zugabe] · B02::BEZUG[Quelle] · M03::MASS[Zugabe] · D03::ZUSTAND[Langkontakt]	Zugabe → Quelle → Zugabe → Langkontakt	E198|E199|E200|E201	EXACT
B2-S012	B2	Bei AMBIGUER_RECHTER_POSTEN: Nimm das abzuführende Gut. Neuer lokaler Posten: Bei MEHRPLATZ_BADBECKEN: Nimm den Klarauszug; dann bereite ihn kurz vor; dann lass ihn länger einwirken; dann ziehe den klaren Anteil ab; dann arbeite nach dem vorgeschriebenen Maß; dann halte diesen Posten aktiv; dann setze ihn vollständig ein.	T03 → T07 → D01 → D03 → T07 → M01 → B05 → Z02	Abführung → Klären → Kurzprozess → Langkontakt → Klären → Sollmaß → Diesposten → Einsetzen	T03::TRANSFER[Abführgut] · T07::TRANSFER[Klarauszug] · D01::ZUSTAND[Kurzvorbereitung] · D03::ZUSTAND[Langkontakt] · T07::TRANSFER[Klarabzug] · M01::MASS[Sollmaß] · B05::BEZUG[Diesposten] · Z02::ZIEL[Volleinsatz]	Abführgut → Klarauszug → Kurzvorbereitung → Langkontakt → Klarabzug → Sollmaß → Diesposten → Volleinsatz	E202|E203|E204|E205|E206|E207|E208|E209	EXACT
B2-S013	B2	Bei MEHRPLATZ_BADBECKEN: Führe ihn ab.	T03	Abführung	T03::TRANSFER[abführen]	abführen	E210	EXACT
B2-S014	B2	Bei MEHRPLATZ_BADBECKEN: Ziehe ihn aus der Quelle ab.	T03	Abführung	T03::TRANSFER[Quellabzug]	Quellabzug	E211	EXACT
B2-S015	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Nimm danach den klaren Ablauf; dann lass ihn lange einwirken.	B04 → D03	Fortsetzung → Langkontakt	B04::BEZUG[Folgeklarlauf] · D03::ZUSTAND[Langkontakt]	Folgeklarlauf → Langkontakt	E212|E213	EXACT
B2-S016	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Binde die bezeichnete Stelle; dann führe ihn von der Quelle ab; dann teile den Posten; dann arbeite nach dem vorgeschriebenen Maß; dann führe ihn länger im Folgegang weiter; dann stelle das Sollmaß ein; dann lass ihn kurz einwirken; dann führe ihn zu.	Z01 → T03 → M05 → M01 → B04 → M01 → D03 → T02	Zielstelle → Abführung → Teilen → Sollmaß → Fortsetzung → Sollmaß → Langkontakt → Zuführung	Z01::ZIEL[Stelle] · T03::TRANSFER[Quellabführung] · M05::MASS[teilen] · M01::MASS[Sollmaß] · B04::BEZUG[Langfolge] · M01::MASS[Sollstellung] · D03::ZUSTAND[Kurzkontakt] · T02::TRANSFER[Zuführung]	Stelle → Quellabführung → teilen → Sollmaß → Langfolge → Sollstellung → Kurzkontakt → Zuführung	E214|E215|E216|E217|E218|E219|E220|E221	EXACT
B2-S017	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Halte den zugeführten Posten kurz am Ziel; dann schließe den Schritt am Ziel ab.	D02 → Z01	Langhalten → Zielstelle	D02::ZUSTAND[Zielkurzhalt] · Z01::ZIEL[Zielschluss]	Zielkurzhalt → Zielschluss	E222|E223	EXACT
B2-S018	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Lass ihn lange einwirken.	D03	Langkontakt	D03::ZUSTAND[Langkontakt]	Langkontakt	E224	EXACT
B2-S019	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Setze ab und schließe.	T05	Absetzen	T05::TRANSFER[Absetzschluss]	Absetzschluss	E225	EXACT
B2-S020	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Führe die lange Folgestufe aus.	B04	Fortsetzung	B04::BEZUG[Langfolgestufe]	Langfolgestufe	E226	EXACT
B2-S021	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Lass ihn lange einwirken.	D03	Langkontakt	D03::ZUSTAND[Langkontakt]	Langkontakt	E227	EXACT
B2-S022	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Führe ihn ab.	T03	Abführung	T03::TRANSFER[Abführung]	Abführung	E228	EXACT
