terminal_card_id	surfaces	deck_origin	occurrence_count	pages	statement_ids	action_de	composition_status	component_parse	component_ids	action_core_de	order_direction_de	grade_de	close_construction	ignored_surface_elements	composed_reading_de	composition_rationale_de	exception_note_de
4de12cf322dfb76ded1e	qotchedy|otchedy	VARIANT_PROGRAM_28	2	f83r	B3-S022|B3-S030	Folgeumsetzung	PRODUCTIVE_COMPOSITION	[Q renderer] + OT + CHED + CLOSE_EXACT	ORDER_OT|CORE_CHED|CLOSE_EXACT	umsetzen	danach	KEIN	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	danach umsetzen; schließen	OT liefert Folge, CHED Transfer.	Q ist ohne eigenen Wert.
54e32e9c1414b20640e9	sshkchdy	VARIANT_PROGRAM_28	1	f81v	B1-S003	schwenken	MEMORIZED_WHOLE_CARD	[SCHWENKEN-GANZKARTE] + CLOSE_EXACT	CLOSE_EXACT	schwenken	KEIN	KEIN	EXACT_CARD_CLOSE	KEINE	schwenken; schließen	Ein einmaliger, stationsgebundener Spezialbefehl.	SSHK/CHD wird nicht erzwungen zerlegt.
601b77449028deed39de	otchdy	VARIANT_PROGRAM_28	1	f83r	B5-S001	Folgeumsetzung	PRODUCTIVE_COMPOSITION	OT + CHD + CLOSE_EXACT	ORDER_OT|CORE_CHED|CLOSE_EXACT	umsetzen	danach	KEIN	EXACT_CARD_CLOSE	KEINE	danach umsetzen; schließen	Kurze CHD-Realisierung derselben OT-Transferreihe.	Kein eigener Wert für sichtbares H.
65df3cd9e59060042d47	pchedy	VARIANT_PROGRAM_28	1	f82r	B2-S016	einführen	PRODUCTIVE_COMPOSITION	P + CHED + CLOSE_EXACT	DIR_P|CORE_CHED|CLOSE_EXACT	umsetzen	nach innen	KEIN	EXACT_CARD_CLOSE	KEINE	in den Empfänger führen; schließen	P bildet die Gegenrichtung zu L innerhalb des CHED-Rasters.	P ist dünn belegt und bleibt auf diese Reihe beschränkt.
78b3b3140714da19090d	daldy	VARIANT_PROGRAM_28	1	f82r	B2-S017	Nebenöffnung	LICENSED_PARTIAL	[D frame] + AL + [NEBENÖFFNUNG] + CLOSE_EXACT	TARGET_AL|CLOSE_EXACT	gelernte Öffnungshandlung	an der Zielstelle	KEIN	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	Nebenöffnung an der Zielstelle setzen; schließen	AL liefert nur die Ortsbindung.	Die Öffnungshandlung besitzt keinen unabhängigen Kern.
7d25241b0e56c836372a	qokeedy	VARIANT_PROGRAM_28	10	f82r|f83r	B2-S003|B2-S011|B2-S015|B2-S018|B2-S021|B3-S007|B3-S017|B3-S031|B4-S001|B4-S005	länger ansetzen	PRODUCTIVE_COMPOSITION	[Q renderer] + OK + EE + CLOSE_EXACT	CORE_OK|GRADE_EE|CLOSE_EXACT	Arbeitsgang ansetzen	KEIN	länger	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	länger ansetzen; schließen	Direkter Partner von OK+E+CLOSE.	EE bezeichnet keine genaue Zeit.
7db18b2f0fb7ed0fcfd3	qokedy	VARIANT_PROGRAM_28	8	f81v|f83r	B1-S001|B1-S009|B1-S010|B3-S013|B3-S028|B3-S029|B4-S002|B4-S008	kurz ansetzen	PRODUCTIVE_COMPOSITION	[Q renderer] + OK + E + CLOSE_EXACT	CORE_OK|GRADE_E|CLOSE_EXACT	Arbeitsgang ansetzen	KEIN	kurz	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	kurz ansetzen; schließen	Direkter Partner von OK+EE+CLOSE.	E ist nur in diesem lizenzierten Rahmen ein Grad.
7f68f60279efe6b28cd7	rshedy	VARIANT_PROGRAM_28	1	f82r	B2-S019	Waschung	MEMORIZED_WHOLE_CARD	[WASCHUNG-GANZKARTE] + CLOSE_EXACT	CLOSE_EXACT	waschen	KEIN	KEIN	EXACT_CARD_CLOSE	KEINE	Waschung ausführen; schließen	Der Kartenwert widerspricht einer mechanischen SHED=Absetzen-Zerlegung.	R bleibt ohne produktiven Beitrag.
87411f84689b4f93a303	qokchdy	VARIANT_PROGRAM_28	3	f81v|f83r	B1-S007|B3-S025|B5-S002	umsetzen	PRODUCTIVE_COMPOSITION	[Q renderer] + OK + CHD + CLOSE_EXACT	CORE_OK|CORE_CHED|CLOSE_EXACT	umsetzen	Arbeitsgang ansetzen	KEIN	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	Umsetzgang ansetzen; schließen	OK aktiviert den CHD-Transferkern.	Q ist ohne eigenen Wert.
8aedd154964a78e555d6	dairydy	VARIANT_PROGRAM_28	1	f83r	B4-S014	Wasserlauf schließen	LICENSED_PARTIAL	[D frame] + AIR + [LAUF SCHLIESSEN] + CLOSE_EXACT	MEDIUM_AIR|CLOSE_EXACT	gelernte Lauf-Schließung	am Wasserlauf	KEIN	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	Wasserlauf schließen	AIR bezeichnet den Lauf; die Schließhandlung bleibt Teil der Ganzkarte.	Das innere Y/DY wird nicht mechanisch zerlegt.
95987d6f198d6d247511	cheeckhody	OTHER_TERMINAL_9	1	f56r	H5-S002	auftragen	MEMORIZED_WHOLE_CARD	[AUFTRAGEN-GANZKARTE] + CLOSE_EXACT	CLOSE_EXACT	auftragen	KEIN	KEIN	EXACT_CARD_CLOSE	KEINE	auftragen; schließen	Gelernte Herbal-Anwendungskarte.	CHEECKHO wird nicht mit CKHE=Seihen vermischt.
97cc9ac109148723c472	ody	OTHER_TERMINAL_9	1	f55v	H4-S001	kühl	MEMORIZED_WHOLE_CARD	[KÜHL-GANZKARTE] + CLOSE_EXACT	CLOSE_EXACT	kühlen	KEIN	KEIN	EXACT_CARD_CLOSE	KEINE	kühlen; schließen	Gelernte kurze Kühlkarte.	O wird nicht global zu KÜHL promoviert.
a84fbe3ad380df345b97	chkeedy	VARIANT_PROGRAM_28	1	f83r	B3-S002	länger wärmen	PRODUCTIVE_COMPOSITION	CHK + EE + CLOSE_EXACT	CORE_CHK|GRADE_EE|CLOSE_EXACT	wärmen	KEIN	länger	EXACT_CARD_CLOSE	KEINE	länger wärmen; schließen	CHK bleibt vom umgestellten CKHE-Seihkern getrennt.	Nur die lange Stufe ist in diesem Programmsatz belegt.
b958a512ca6a3559e86e	lkedy	VARIANT_PROGRAM_28	1	f83r	B4-S011	nachwaschen	MEMORIZED_WHOLE_CARD	[NACHWASCHEN-GANZKARTE] + CLOSE_EXACT	CLOSE_EXACT	nachwaschen	KEIN	KEIN	EXACT_CARD_CLOSE	KEINE	nachwaschen; schließen	Ein einzelner gelernter Waschbefehl.	LK und E werden mangels eigener Reihe nicht abgetrennt.
bc4f1f5c006c74a4d26d	shedy|tedy	VARIANT_PROGRAM_28	12	f81v|f82r|f83r	B1-S004|B1-S008|B1-S016|B1-S019|B2-S008|B3-S012|B3-S018|B3-S034|B4-S003|B4-S009|B4-S013|B4-S016	absetzen	PRODUCTIVE_COMPOSITION	[S/T renderer] + SHED + CLOSE_EXACT	CORE_SHED|CLOSE_EXACT	absetzen	KEIN	KEIN	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	absetzen; schließen	Zwölf Vorkommen derselben exakten Absetzkarte stützen den Kern.	S/T sind Oberflächenrahmen derselben Karte.
c1db6b0a28d5cbb5d3d2	lcheckhedy	VARIANT_PROGRAM_28	1	f82r	B2-S004	abseihen	PRODUCTIVE_COMPOSITION	L + CKHE + CLOSE_EXACT	DIR_L|CORE_CKHE|CLOSE_EXACT	seihen	nach außen	KEIN	EXACT_CARD_CLOSE	KEINE	nach außen abseihen; schließen	L spezifiziert den Ausgang des CKHE-Seihgangs.	CHE gehört hier zum CKHE-Kern.
c45ebac60774620561e2	otedy	VARIANT_PROGRAM_28	2	f83r	B3-S010|B3-S032	kurze Folge	PRODUCTIVE_COMPOSITION	OT + E + CLOSE_EXACT	ORDER_OT|GRADE_E|CLOSE_EXACT	Folge ausführen	danach	kurz	EXACT_CARD_CLOSE	KEINE	kurze Folge; schließen	Direkter Partner von OT+EE+CLOSE.	Kein bestimmter Stoff oder Gegenstand ist enthalten.
cbb42a4fe68068325d6b	dshedy	OTHER_TERMINAL_9	1	f82r	B2-S007	Frischwasser	MEMORIZED_WHOLE_CARD	[FRISCHWASSER-GANZKARTE] + CLOSE_EXACT	CLOSE_EXACT	Frischwasser zugeben	KEIN	KEIN	EXACT_CARD_CLOSE	KEINE	Frischwasser zugeben; schließen	Gelernte lokale Zulaufkarte.	DSHE wird nicht aus dem ähnlich sichtbaren SHED-Absetzkern abgeleitet.
d225b7a7b95da7aee437	dchdy	OTHER_TERMINAL_9	1	f81v	B1-S017	umsetzen	PRODUCTIVE_COMPOSITION	[D renderer] + CHD + CLOSE_EXACT	CORE_CHED|CLOSE_EXACT	umsetzen	KEIN	KEIN	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	umsetzen; schließen	Kurze CHD-Realisierung der Transferfamilie.	D trägt keinen eigenen Handlungswert.
d25110e0d8488927278f	qokeeedy	OTHER_TERMINAL_9	1	f82r	B2-S012	vollständig ansetzen	PRODUCTIVE_COMPOSITION	[Q renderer] + OK + EEE + CLOSE_EXACT	CORE_OK|GRADE_EEE|CLOSE_EXACT	Arbeitsgang ansetzen	KEIN	vollständig	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	vollständig ansetzen; schließen	Oberste belegte Stufe des OK+E/EE/EEE-Rasters.	EEE ist nur in dieser lizenzierten Reihe ein Vollgrad.
d68bc8de3bcee09db23c	shckhedy	VARIANT_PROGRAM_28	3	f81v|f83r	B1-S020|B4-S006|B4-S007	seihen	PRODUCTIVE_COMPOSITION	[SH renderer] + CKHE + CLOSE_EXACT	CORE_CKHE|CLOSE_EXACT	seihen	KEIN	KEIN	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	seihen; schließen	CKHE ist der wiederkehrende Seihkern; SH bleibt Hülle.	Nicht als SHED+CHD lesen.
daa1347f456415fe8737	solshedy	VARIANT_PROGRAM_28	1	f82r	B2-S009	weiter absetzen	PRODUCTIVE_COMPOSITION	[S renderer] + OL + SHED + CLOSE_EXACT	ORDER_OL|CORE_SHED|CLOSE_EXACT	absetzen	weiter	KEIN	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	weiter absetzen; schließen	OL setzt den bereits laufenden SHED-Gang fort.	Die sichtbare S-Grenze trägt keinen Zusatzwert.
db167f8e9b53eefb58f8	qokshedy	VARIANT_PROGRAM_28	1	f83r	B3-S019	absetzen	PRODUCTIVE_COMPOSITION	[Q renderer] + OK + SHED + CLOSE_EXACT	CORE_OK|CORE_SHED|CLOSE_EXACT	absetzen	Arbeitsgang ansetzen	KEIN	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	Absetzgang ansetzen; schließen	OK aktiviert den SHED-Kern.	Kein Wärmebeitrag.
de7321bface5628e35d6	lchedy	VARIANT_PROGRAM_28	8	f82r|f83r	B2-S013|B3-S003|B3-S008|B3-S015|B3-S020|B3-S023|B4-S012|B4-S015	abführen	PRODUCTIVE_COMPOSITION	L + CHED + CLOSE_EXACT	DIR_L|CORE_CHED|CLOSE_EXACT	umsetzen	nach außen	KEIN	EXACT_CARD_CLOSE	KEINE	abführen; schließen	Stärkste Richtungsbildung des CHED-Rasters.	Ablassen ist die lokale natürliche Ausführung von L+CHED.
eb2e4bc143f623ee03ac	qokylddy	VARIANT_PROGRAM_28	1	f83r	B4-S004	befestigen	MEMORIZED_WHOLE_CARD	[BEFESTIGEN-GANZKARTE] + CLOSE_EXACT	CLOSE_EXACT	befestigen	KEIN	KEIN	EXACT_CARD_CLOSE	KEINE	befestigen; schließen	Ein einmaliger Apparate-/Auflagenbefehl.	OK/Y/LDDY wird nicht rückwirkend zu einer freien Regel gemacht.
f2af6326898fb5b490a4	lochedy	VARIANT_PROGRAM_28	1	f82r	B2-S022	Rest abführen	LICENSED_PARTIAL	L + [REST-SELEKTOR O] + CHED + CLOSE_EXACT	DIR_L|CORE_CHED|CLOSE_EXACT	umsetzen	nach außen; Rest	KEIN	EXACT_CARD_CLOSE	KEINE	Rest abführen; schließen	L+CHED liefert Abführung; der Restwert bleibt ein gelernter Selektor.	O wird nicht global als REST promoviert.
ff178343c18e287ce3b7	qoteedy	VARIANT_PROGRAM_28	2	f82r|f83r	B2-S020|B3-S027	lange Folge	PRODUCTIVE_COMPOSITION	[Q renderer] + OT + EE + CLOSE_EXACT	ORDER_OT|GRADE_EE|CLOSE_EXACT	Folge ausführen	danach	länger	EXACT_CARD_CLOSE	RENDERER/FRAME AS MARKED IN PARSE	lange Folge; schließen	Direkter Partner von OT+E+CLOSE.	Q ist ohne eigenen Wert.
