exact_card_id	registered_surfaces	component_recipe	rebuilt_reading_de	events	access_mode	model_only_components	reading_changed
PROC079	olchedy|qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	3	FAST_ORAL_COMPOSITION	NONE	NO
PROC080	okain|qokain	OK+AIN	ANSETZEN · PORTION	7	WALL_STRIP_COMPOSITION	NONE	NO
PROC081	ral	R+AL	KUEHLEN · ZIELSTELLE	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	FAST_ORAL_COMPOSITION	NONE	NO
PROC091	okchedy|qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	2	FAST_ORAL_COMPOSITION	NONE	NO
PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	3	WALL_STRIP_COMPOSITION	NONE	NO
PROC084	lsho	LSH+O	WASCHEN · ARBEITSGANG	1	REGISTERED_WHOLE_CARD_MODEL_LOOKUP	LSH	NO
PROC085	okey|qokey	OK+E+Y	ANSETZEN · KURZ · DIES	2	FAST_ORAL_COMPOSITION	NONE	NO
PROC086	lshedy	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	2	REGISTERED_WHOLE_CARD_MODEL_LOOKUP	LSH	NO
PROC087	qolky	SOLK+Y	SAMMELSTELLE · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC088	lchedal	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC089	otar	OT+AR	DANACH · QUELLE	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC090	ytey	T+E+Y	ANWENDEN · KURZ · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC092	okeey|qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	7	FAST_ORAL_COMPOSITION	NONE	NO
PROC093	teol	E+OL	KURZ · WEITER	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC095	ly	L+Y	LEITEN · DIES	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC096	dsheol	SH+E+OL	HALTEN · KURZ · WEITER	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC097	oiiin|soiiin	O+IIN	ARBEITSGANG · ARBEITSSTUFE	2	WALL_STRIP_COMPOSITION	NONE	NO
PROC098	olkeedy|solkeedy	SOLK+EE+DY	SAMMELSTELLE · LANG · SCHLUSS	3	WALL_STRIP_COMPOSITION	NONE	NO
PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	3	WALL_STRIP_COMPOSITION	NONE	NO
PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	10	FAST_ORAL_COMPOSITION	NONE	NO
PROC101	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC102	lched	L+CHD	LEITEN · UMSETZEN	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC103	lcheckhedy	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIELSTELLE · DIES	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC105	solkaiin	SOLK+AIIN	SAMMELSTELLE · SOLLMASS	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC106	octheol	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · WEITER	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC108	ldy	L+DY	LEITEN · SCHLUSS	2	FAST_ORAL_COMPOSITION	NONE	NO
PROC109	oteey	OT+EE+Y	DANACH · LANG · DIES	2	FAST_ORAL_COMPOSITION	NONE	NO
PROC110	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC111	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC112	otaiin|sotaiin	OT+AIIN	DANACH · SOLLMASS	3	FAST_ORAL_COMPOSITION	NONE	NO
PROC113	qokar	OK+AR	ANSETZEN · QUELLE	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC114	solshedy	OL+SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC116	lchy	L+CH+Y	LEITEN · ENTNEHMEN · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC117	qcthey|shcthey	CTH+E+Y	BEREITEN · KURZ · DIES	2	WALL_STRIP_COMPOSITION	NONE	NO
PROC118	lcheey	L+EE+Y	LEITEN · LANG · DIES	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC119	qokeeedy	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	8	FAST_ORAL_COMPOSITION	NONE	NO
PROC121	lar	L+AR	LEITEN · QUELLE	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC122	tshey	SH+E+Y	HALTEN · KURZ · DIES	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC123	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC124	ches	CH+E+S	ENTNEHMEN · KURZ · TEIL	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC125	pchedy	P+CHD+DY	FUELLEN · UMSETZEN · SCHLUSS	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC126	rsheal	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC127	daldy	AL+DY	ZIELSTELLE · SCHLUSS	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC128	rshedy	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC129	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	2	FAST_ORAL_COMPOSITION	NONE	NO
PROC130	lochedy	L+O+CHD+DY	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC131	otal|qotal	OT+AL	DANACH · ZIELSTELLE	3	FAST_ORAL_COMPOSITION	NONE	NO
PROC132	chkeedy	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC134	pchedal	P+CHD+AL	FUELLEN · UMSETZEN · ZIELSTELLE	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC135	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	2	FAST_ORAL_COMPOSITION	NONE	NO
PROC136	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC137	chary	AR+Y	QUELLE · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC138	okair	OK+AIR	ANSETZEN · WASSER	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC139	sheedy	SH+EE+DY	HALTEN · LANG · SCHLUSS	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC140	lo	L+O	LEITEN · ARBEITSGANG	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC141	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC142	shedal	SHED+AL	ABSETZEN · ZIELSTELLE	2	WALL_STRIP_COMPOSITION	NONE	NO
PROC143	shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC144	dalchdy	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC145	otchedy|qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	2	FAST_ORAL_COMPOSITION	NONE	NO
PROC166	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC146	cheedar	EE+AR	LANG · QUELLE	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC147	chldaiin	L+AIIN	LEITEN · SOLLMASS	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC148	chealror	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC149	cheeety	EEE+T+Y	VOLL · ANWENDEN · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC150	schedair	CHD+AIR	UMSETZEN · WASSER	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC151	chedain	CHD+AIN	UMSETZEN · PORTION	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC152	qotedaiin	OT+E+AIIN	DANACH · KURZ · SOLLMASS	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC153	olsaly	OL+AL+Y	WEITER · ZIELSTELLE · DIES	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC154	qolchey	OL+Y	WEITER · DIES	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	1	REGISTERED_WHOLE_CARD_MODEL_LOOKUP	LD	NO
PROC156	dain	AIN	PORTION	2	WALL_STRIP_COMPOSITION	NONE	NO
PROC158	okeeol	OK+EE+OL	ANSETZEN · LANG · WEITER	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC159	lkedy	L+K+E+DY	LEITEN · ZUGEBEN · KURZ · SCHLUSS	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC161	qockhey	O+CKH+E+Y	ARBEITSGANG · DURCHLASS · KURZ · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC162	dairydy	AIR+Y+DY	WASSER · DIES · SCHLUSS	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC163	chckhal	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC164	solkey	SOLK+E+Y	SAMMELSTELLE · KURZ · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC165	skar	K+AR	ZUGEBEN · QUELLE	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC167	lol	L+OL	LEITEN · WEITER	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC168	chdal	CHD+AL	UMSETZEN · ZIELSTELLE	1	FAST_ORAL_COMPOSITION	NONE	NO
PROC169	daiiin	DA+IIN	ZWEIT · ARBEITSSTUFE	1	REGISTERED_WHOLE_CARD_MODEL_LOOKUP	DA	NO
PROC170	solkeey	SOLK+EE+Y	SAMMELSTELLE · LANG · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC171	qekey	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC172	raly	R+AL+Y	KUEHLEN · ZIELSTELLE · DIES	1	WALL_STRIP_COMPOSITION	NONE	NO
PROC173	ldalor	L+AL+OR	LEITEN · ZIELSTELLE · ANSATZ	1	WALL_STRIP_COMPOSITION	NONE	NO
