event_id	physical_page	locus	surface	component_recipe	codebook_layer	register	portable_atomic_reading_de	register_expansion_de	former_canonical_reading_de
P912-E0093	f11r	f11r.1	tshol	T+SH+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	EINSTELLEN · HALTEN · FORTSETZEN	EINSTELLEN · HALTEN · FORTSETZEN	EINSTELLEN · HALTEN · FORTSETZEN
P912-E0094	f11r	f11r.1	schoal	SH+O+AL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	HALTEN · AUSFÜHREN · ZIEL	HALTEN · AUSFÜHREN · ZIELSTELLE	HALTEN · AUSFÜHREN · ZIEL
P912-E0095	f11r	f11r.1	cfhy	CFH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	TRENNEN · DIES	TRENNEN · DIES	TRENNEN · DIES
P912-E0096	f11r	f11r.1	shfydaiin	SH+Y+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	HALTEN · DIES · SOLLWERT	HALTEN · DIES · SOLLMASS	HALTEN · DIES · SOLLMASS
P912-E0097	f11r	f11r.1	cphy	CPH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	UMLEITEN · DIES	UMLEITEN · DIES	UMLEITEN · DIES
P912-E0098	f11r	f11r.1	shey	SH+E+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	HALTEN · KURZ · DIES	HALTEN · KURZ · DIES	KURZ HALTEN
P912-E0099	f11r	f11r.1	tchody	T+CH+O+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	EINSTELLEN · NEHMEN · AUSFÜHREN · SCHLIESSEN	EINSTELLEN · ENTNEHMEN · AUSFÜHREN · SCHLIESSEN	EINSTELLEN · ENTNEHMEN · AUSFÜHREN · SCHLIESSEN
P912-E0100	f11r	f11r.1	shoyty	SH+O+Y+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES
P912-E0101	f11r	f11r.2	socthody	S+O+CTH+O+D_ADDR+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES	AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES	AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES
P912-E0102	f11r	f11r.2	qodor	CARRIER_Q+O+D_ADDR+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	BEGINNEN · AUSFÜHREN · TEIL · SATZ	BEGINNEN · AUSFÜHREN · TEIL · ANSATZ	BEGINNEN · AUSFÜHREN · TEIL · ANSATZ
P912-E0103	f11r	f11r.2	y	Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES	DIES	DIES
P912-E0104	f11r	f11r.2	kshy	K+SH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	GEBEN · HALTEN · DIES	ZUGEBEN · HALTEN · DIES	ZUGEBEN · HALTEN · DIES
P912-E0105	f11r	f11r.2	daiin	AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	SOLLWERT	SOLLMASS	SOLLMASS
P912-E0106	f11r	f11r.2	ytchy	Y+T+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DIES · EINSTELLEN · DIES	DIES · EINSTELLEN · DIES	DIESEN POSTEN EINSTELLEN
P912-E0107	f11r	f11r.2	ytchoky	Y+T+OK+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES · EINSTELLEN · SETZEN · DIES	DIES · EINSTELLEN · ANSETZEN · DIES	DIES · EINSTELLEN · ANSETZEN · DIES
P912-E0108	f11r	f11r.2	kchol	K+OL	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	GEBEN · FORTSETZEN	ZUGEBEN · FORTSETZEN	WEITER ZUGEBEN
P912-E0109	f11r	f11r.2	daiin	AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	SOLLWERT	SOLLMASS	SOLLMASS
P912-E0110	f11r	f11r.3	qoty	OT+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	DANACH · DIES	DANACH · DIES	DANACH DIESER POSTEN
P912-E0111	f11r	f11r.3	chol	OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	FORTSETZEN	FORTSETZEN	FORTSETZEN
P912-E0112	f11r	f11r.3	cthy	CTH+Y	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	BEREIT · DIES	BEREIT · DIES	BIS BEREIT FUEHREN
P912-E0113	f11r	f11r.3	dor	D_ADDR+OR	LEARNED_FORMULA_CARD	HERBAL_PREPARATION	TEIL · SATZ	TEIL · ANSATZ	BEZEICHNETER TEILANSATZ
P912-E0114	f11r	f11r.3	ykychy	Y+K+Y+CH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	DIES · GEBEN · DIES · NEHMEN · DIES	DIES · ZUGEBEN · DIES · ENTNEHMEN · DIES	DIES · ZUGEBEN · DIES · ENTNEHMEN · DIES
P912-E0115	f11r	f11r.3	choty	CH+OT+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · DANACH · DIES	ENTNEHMEN · DANACH · DIES	ENTNEHMEN · DANACH · DIES
P912-E0116	f11r	f11r.3	dain	AIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	EINHEIT	PORTION	PORTION
P912-E0117	f11r	f11r.3	chaiin	CH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	NEHMEN · SOLLWERT	ENTNEHMEN · SOLLMASS	ENTNEHMEN · SOLLMASS
P912-E0118	f11r	f11r.3	daiin	AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	SOLLWERT	SOLLMASS	SOLLMASS
P912-E0119	f11r	f11r.3	dod	D_ADDR+O+D_ADDR	PRODUCTIVE_ABBREVIATION_COMPOSITION	HERBAL_PREPARATION	TEIL · AUSFÜHREN · TEIL	TEIL · AUSFÜHREN · TEIL	TEIL · AUSFÜHREN · TEIL
