opaque_id	phase	page	physical_folio	currier	hand	quire	folio_rank_quartile	page_side	canvas_id	leaf_margin_state	score_eligible	visual_provenance	group_count	locus_count	mean_symbols_per_group	label_group_rate	alternative_group_rate
LMFCAA8CDD	LM001_HELD	f34r	f34	B	2	q05	1	r	1006140	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	101	10	3.841584158416	0.000000000000	0.079207920792
LM213247BB	LM001_HELD	f38r	f38	A	1	q05	3	r	1006148	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	37	5	3.297297297297	0.000000000000	0.270270270270
LMAE19D35F	LM001_HELD	f40v	f40	B	2	q05	2	v	1006153	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	82	15	3.975609756098	0.000000000000	0.146341463415
LM3800E5EB	LM001_HELD	f41v	f41	B	5	q06	2	v	1006155	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	56	6	4.482142857143	0.000000000000	0.357142857143
LM8DD0010A	LM001_HELD	f42r	f42	A	1	q06	3	r	1006156	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	86	15	3.779069767442	0.000000000000	0.197674418605
LXF93AFBB6	LM001X	f45v	f45	A	1	q06	3	v	1006163	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	68	9	3.676470588235	0.000000000000	0.455882352941
LME32F24F5	LM001_HELD	f47v	f47	A	1	q06	4	v	1006167	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	83	13	3.530120481928	0.000000000000	0.313253012048
LME24EBA42	LM001_HELD	f48v	f48	B	5	q06	3	v	1006169	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	95	8	4.000000000000	0.000000000000	0.000000000000
LXC164AE70	LM001X	f49v	f49	A	1	q07	4	v	1006171	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	146	43	3.664383561644	0.130136986301	0.082191780822
LM0D77BF50	LM001_HELD	f51r	f51	A	1	q07	4	r	1006174	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	46	8	4.282608695652	0.000000000000	0.260869565217
LX13E439B5	LM001X	f52r	f52	A	1	q07	4	r	1006176	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	68	8	4.000000000000	0.000000000000	0.382352941176
LY4DCF82C2	LM001Y	f53v	f53	A	1	q07	4	v	1006179	TOOTHED	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	48	9	4.104166666667	0.000000000000	0.270833333333
LX449DB51B	LM001X	f54r	f54	A	1	q07	4	r	1006180	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	85	9	3.329411764706	0.000000000000	0.388235294118
LM56823A90	LM001_HELD	f55v	f55	B	2	q07	3	v	1006183	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	59	7	3.559322033898	0.000000000000	0.254237288136
LX69592034	LM001X	f87r	f87	A	1	q15	4	r	1006232	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	86	14	4.186046511628	0.000000000000	0.093023255814
LXEA1B71E7	LM001X	f93v	f93	A	1	q17	4	v	1006239	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	43	5	4.209302325581	0.000000000000	0.209302325581
LM16839C2C	LM001_HELD	f94v	f94	B	3	q17	4	v	1006241	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	81	10	3.901234567901	0.000000000000	0.000000000000
LM1A73FE1E	LM001_HELD	f95v2	f95	B	3	q17	4	2	1006243	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	52	6	4.096153846154	0.000000000000	0.211538461538
LX8C602775	LM001X	f96r	f96	A	1	q17	4	r	1006244	SMOOTH	1	FROZEN_AI_DIRECT_VISUAL_OBSERVATION_FROM_LM001_SERIES	62	9	4.032258064516	0.000000000000	0.096774193548
