candidate_id	rank	formal_feature	page	currier	leaf_margin_state	feature_rate	reason
cbea456efd4cc4b0	4	WITHIN_GROUP_3GRAM:BBA	f5v	A	TOOTHED	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
cbea456efd4cc4b0	4	WITHIN_GROUP_3GRAM:BBA	f10r	A	TOOTHED	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
cbea456efd4cc4b0	4	WITHIN_GROUP_3GRAM:BBA	f33r	B	SMOOTH	0.054794520548	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
cbea456efd4cc4b0	4	WITHIN_GROUP_3GRAM:BBA	f52r	A	SMOOTH	0.044117647059	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
41f7b3c07a909f19	5	FIRST_GROUP_PREFIX_2:KA	f34r	B	TOOTHED	0.100000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
41f7b3c07a909f19	5	FIRST_GROUP_PREFIX_2:KA	f40v	B	TOOTHED	0.066666666667	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
41f7b3c07a909f19	5	FIRST_GROUP_PREFIX_2:KA	f6r	A	SMOOTH	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
41f7b3c07a909f19	5	FIRST_GROUP_PREFIX_2:KA	f18v	A	SMOOTH	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
453139ab5ca73c6d	6	FIRST_GROUP_PREFIX_2:BA	f41v	B	TOOTHED	0.166666666667	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
453139ab5ca73c6d	6	FIRST_GROUP_PREFIX_2:BA	f9r	A	TOOTHED	0.125000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
453139ab5ca73c6d	6	FIRST_GROUP_PREFIX_2:BA	f3r	A	SMOOTH	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
453139ab5ca73c6d	6	FIRST_GROUP_PREFIX_2:BA	f7v	A	SMOOTH	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
152098e3cc55f1a3	7	LAST_GROUP_SUFFIX_3:BBA	f5v	A	TOOTHED	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
152098e3cc55f1a3	7	LAST_GROUP_SUFFIX_3:BBA	f9r	A	TOOTHED	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
152098e3cc55f1a3	7	LAST_GROUP_SUFFIX_3:BBA	f95v2	B	SMOOTH	0.166666666667	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
152098e3cc55f1a3	7	LAST_GROUP_SUFFIX_3:BBA	f52r	A	SMOOTH	0.125000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
6a71cac5967c57c3	8	FIRST_GROUP_PREFIX_1:B	f41v	B	TOOTHED	0.333333333333	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
6a71cac5967c57c3	8	FIRST_GROUP_PREFIX_1:B	f48v	B	TOOTHED	0.250000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
6a71cac5967c57c3	8	FIRST_GROUP_PREFIX_1:B	f3r	A	SMOOTH	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
6a71cac5967c57c3	8	FIRST_GROUP_PREFIX_1:B	f18v	A	SMOOTH	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
cc4c5e5495d8ab73	9	LAST_GROUP_SUFFIX_3:ABB	f9r	A	TOOTHED	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
cc4c5e5495d8ab73	9	LAST_GROUP_SUFFIX_3:ABB	f10r	A	TOOTHED	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
cc4c5e5495d8ab73	9	LAST_GROUP_SUFFIX_3:ABB	f51r	A	SMOOTH	0.125000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
cc4c5e5495d8ab73	9	LAST_GROUP_SUFFIX_3:ABB	f27r	A	SMOOTH	0.090909090909	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
63f4763d8c46f3ea	10	WITHIN_GROUP_2GRAM:JQ	f34r	B	TOOTHED	0.049504950495	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
63f4763d8c46f3ea	10	WITHIN_GROUP_2GRAM:JQ	f41v	B	TOOTHED	0.035714285714	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
63f4763d8c46f3ea	10	WITHIN_GROUP_2GRAM:JQ	f1v	A	SMOOTH	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
63f4763d8c46f3ea	10	WITHIN_GROUP_2GRAM:JQ	f6r	A	SMOOTH	0.000000000000	OPPOSITE_CLASS_EXTREME_FOR_OBSERVED_DIRECTION
