family	contrast_pair	frozen_frame	left_root	left_meaning_de	left_event_count	left_pages	left_registers	left_surfaces	right_root	right_meaning_de	right_event_count	right_pages	right_registers	right_surfaces	reading_rule_de
ARGUMENT	Y~AIIN	CHD+@CORE	Y	POSTEN	107	f1r|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	chdy|chedchy|chedy	AIIN	WERT	8	f67r2|f72r|f77r|f83r|f95v	BIOLOGICAL|CELESTIAL|HERBAL	chedaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	D_ADDR+CH+@CORE	Y	POSTEN	1	f17r	HERBAL	dchchy	AIIN	WERT	1	f1r	SOURCE_SECTION_T	dchaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	D_ADDR+O+@CORE	Y	POSTEN	1	f88v	PHARMA	doy	AIIN	WERT	1	f13r	HERBAL	doaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	K+@CORE	Y	POSTEN	7	f11r|f13r|f1r|f76r|f81v|f89r	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	kchy|ky	AIIN	WERT	6	f1r|f71v|f81r|f81v	BIOLOGICAL|CELESTIAL|SOURCE_SECTION_T	kaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	L+@CORE	Y	POSTEN	12	f75r|f76r|f77r|f81r|f81v|f82r|f88v	BIOLOGICAL|PHARMA	lchey|lklchey|ly	AIIN	WERT	6	f76r|f77r|f83r	BIOLOGICAL	chldaiin|laiin|ldaiin|llaiir	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	L+K+@CORE	Y	POSTEN	2	f81v	BIOLOGICAL	lky	AIIN	WERT	3	f75r|f76r|f82r	BIOLOGICAL	lkaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	O+@CORE	Y	POSTEN	2	f13r|f76r	BIOLOGICAL|HERBAL	qochy|qoy	AIIN	WERT	2	f55v|f67r2	CELESTIAL|HERBAL	oaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	O+D_ADDR+@CORE	Y	POSTEN	1	f13r	HERBAL	qodchy	AIIN	WERT	6	f10r|f1r|f24v|f81r|f88v|f95v	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	odaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	OK+@CORE	Y	POSTEN	59	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	choky|okcheeg|okchey|okchy|okshy|oky|qokchy|qoky	AIIN	WERT	64	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	chokaiin|okaiin|okalaiin|qokaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	OK+O+@CORE	Y	POSTEN	1	f72r	CELESTIAL	okochey	AIIN	WERT	1	f67r2	CELESTIAL	qokoaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	OL+@CORE	Y	POSTEN	31	f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	choldy|choly|kolches|olchey|oly|qolchey|qoly	AIIN	WERT	13	f17r|f18r|f72r|f75r|f76r|f77r|f81r|f88v|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	doldaiin|olaiin|qolaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	OL+K+@CORE	Y	POSTEN	3	f75r|f76r|f81v	BIOLOGICAL	olky|qolky	AIIN	WERT	3	f81r|f82r|f95v	BIOLOGICAL|HERBAL	olkaiin|solkaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	OR+@CORE	Y	POSTEN	3	f75r|f82r|f89r	BIOLOGICAL|PHARMA	orchey|ory|sorcheey	AIIN	WERT	3	f24v|f72r|f88v	CELESTIAL|HERBAL|PHARMA	oraiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	OT+@CORE	Y	POSTEN	33	f10r|f11r|f13r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	BIOLOGICAL|CELESTIAL|HERBAL	otchey|oty|qotchy|qoty	AIIN	WERT	20	f71v|f72r|f77r|f82r|f83r|f95v	BIOLOGICAL|CELESTIAL|HERBAL	chotaiin|otaiin|qotaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	OT+E+@CORE	Y	POSTEN	16	f72r|f75r|f76r|f77r|f81r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	otey|qotey	AIIN	WERT	2	f83r|f95v	BIOLOGICAL|HERBAL	qotedaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	R+@CORE	Y	POSTEN	2	f75r|f82r	BIOLOGICAL	ry	AIIN	WERT	8	f76r|f77r|f82r|f95v	BIOLOGICAL|HERBAL	raiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	S+OT+@CORE	Y	POSTEN	1	f13r	HERBAL	sotchy	AIIN	WERT	2	f18r|f82r	BIOLOGICAL|HERBAL	sotaiin|sotchaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	SH+@CORE	Y	POSTEN	1	f81v	BIOLOGICAL	shchey	AIIN	WERT	4	f13r|f18r|f1r	HERBAL|SOURCE_SECTION_T	shaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	SH+CH+T+@CORE	Y	POSTEN	5	f76r|f83r|f95v	BIOLOGICAL|HERBAL	shcthy	AIIN	WERT	1	f1r	SOURCE_SECTION_T	shcthaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	SH+E+@CORE	Y	POSTEN	44	f11r|f13r|f1r|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	shey|sheysy|tshey	AIIN	WERT	4	f77r|f82r|f83r	BIOLOGICAL	shedaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	SH+E+K+@CORE	Y	POSTEN	3	f1r|f71v|f82r	BIOLOGICAL|CELESTIAL|SOURCE_SECTION_T	sheky	AIIN	WERT	1	f95v	HERBAL	shekaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	SH+E+OL+@CORE	Y	POSTEN	1	f72r	CELESTIAL	sheoly	AIIN	WERT	1	f72r	CELESTIAL	sheolaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	SH+O+@CORE	Y	POSTEN	3	f1r|f88r|f88v	PHARMA|SOURCE_SECTION_T	shoy	AIIN	WERT	1	f1r	SOURCE_SECTION_T	shoaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	T+@CORE	Y	POSTEN	3	f10r|f13r|f83r	BIOLOGICAL|HERBAL	chety|tchy|tshy	AIIN	WERT	5	f10r|f81r|f82r|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA	taiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	T+CHD+@CORE	Y	POSTEN	5	f75r|f83r|f95v	BIOLOGICAL|HERBAL	tchedy	AIIN	WERT	1	f95v	HERBAL	tchdaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	Y+K+@CORE	Y	POSTEN	4	f13r|f17r|f68r1	CELESTIAL|HERBAL	ykchy|yky	AIIN	WERT	5	f1r|f55v|f77r|f81v	BIOLOGICAL|HERBAL|SOURCE_SECTION_T	qykaiin|ykaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIIN	Y+T+@CORE	Y	POSTEN	7	f10r|f11r|f13r|f89r|f95v	HERBAL|PHARMA	ytchy|ytshy|yty	AIIN	WERT	2	f55v|f83r	BIOLOGICAL|HERBAL	ytaiin	Gleicher Rahmen; Y liest POSTEN, AIIN liest WERT
ARGUMENT	Y~AIN	@CORE	Y	POSTEN	183	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	chey|chy|dy|shy|sshr|sy|y	AIN	ANTEIL	63	f10r|f11r|f18r|f1r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	ain|dain|dan	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	CH+K+@CORE	Y	POSTEN	29	f10r|f13r|f18r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chchky|chckhy|chky|ckhy|qckhsy	AIN	ANTEIL	4	f1r|f76r|f83r	BIOLOGICAL|SOURCE_SECTION_T	chekain|chkain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	CH+O+D_ADDR+@CORE	Y	POSTEN	8	f11r|f56r|f88r|f88v|f89r|f95v	HERBAL|PHARMA	chody	AIN	ANTEIL	1	f1r	SOURCE_SECTION_T	chodain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	CHD+@CORE	Y	POSTEN	107	f1r|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	chdy|chedchy|chedy	AIN	ANTEIL	4	f76r|f83r|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA	chedain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	D_ADDR+K+@CORE	Y	POSTEN	1	f11r	HERBAL	dky	AIN	ANTEIL	1	f81v	BIOLOGICAL	dkain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	D_ADDR+OL+K+@CORE	Y	POSTEN	1	f95v	HERBAL	dolkchy	AIN	ANTEIL	1	f95v	HERBAL	dolkain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	K+@CORE	Y	POSTEN	7	f11r|f13r|f1r|f76r|f81v|f89r	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	kchy|ky	AIN	ANTEIL	6	f75r|f76r|f81v|f83r|f95v	BIOLOGICAL|HERBAL	kain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	L+@CORE	Y	POSTEN	12	f75r|f76r|f77r|f81r|f81v|f82r|f88v	BIOLOGICAL|PHARMA	lchey|lklchey|ly	AIN	ANTEIL	1	f89r	PHARMA	ldain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	L+K+@CORE	Y	POSTEN	2	f81v	BIOLOGICAL	lky	AIN	ANTEIL	2	f76r	BIOLOGICAL	lkain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	O+@CORE	Y	POSTEN	2	f13r|f76r	BIOLOGICAL|HERBAL	qochy|qoy	AIN	ANTEIL	1	f88r	PHARMA	oain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	O+D_ADDR+@CORE	Y	POSTEN	1	f13r	HERBAL	qodchy	AIN	ANTEIL	1	f67r2	CELESTIAL	odain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	OK+@CORE	Y	POSTEN	59	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	choky|okcheeg|okchey|okchy|okshy|oky|qokchy|qoky	AIN	ANTEIL	63	f18r|f1r|f55v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	okain|qokain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	OL+@CORE	Y	POSTEN	31	f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	choldy|choly|kolches|olchey|oly|qolchey|qoly	AIN	ANTEIL	7	f1r|f76r|f89r	BIOLOGICAL|PHARMA|SOURCE_SECTION_T	olain|oldain|qolain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	OL+K+@CORE	Y	POSTEN	3	f75r|f76r|f81v	BIOLOGICAL	olky|qolky	AIN	ANTEIL	5	f77r|f81v|f83r|f95v	BIOLOGICAL|HERBAL	olkain|qolkain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	OR+@CORE	Y	POSTEN	3	f75r|f82r|f89r	BIOLOGICAL|PHARMA	orchey|ory|sorcheey	AIN	ANTEIL	3	f55v|f72r|f76r	BIOLOGICAL|CELESTIAL|HERBAL	chorain|orain|qorain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	OT+@CORE	Y	POSTEN	33	f10r|f11r|f13r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	BIOLOGICAL|CELESTIAL|HERBAL	otchey|oty|qotchy|qoty	AIN	ANTEIL	17	f75r|f76r|f77r|f81r|f81v|f82r|f95v	BIOLOGICAL|HERBAL	otain|otarain|qotain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	OT+AL+@CORE	Y	POSTEN	3	f71v|f72r|f76r	BIOLOGICAL|CELESTIAL	otaly|qotaly	AIN	ANTEIL	1	f95v	HERBAL	otalain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	R+@CORE	Y	POSTEN	2	f75r|f82r	BIOLOGICAL	ry	AIN	ANTEIL	3	f76r|f81r|f82r	BIOLOGICAL	rain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	SH+E+@CORE	Y	POSTEN	44	f11r|f13r|f1r|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	shey|sheysy|tshey	AIN	ANTEIL	1	f95v	HERBAL	shedain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	T+@CORE	Y	POSTEN	3	f10r|f13r|f83r	BIOLOGICAL|HERBAL	chety|tchy|tshy	AIN	ANTEIL	2	f77r|f89r	BIOLOGICAL|PHARMA	tain|tdain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	Y+@CORE	Y	POSTEN	3	f18r|f88r|f89r	HERBAL|PHARMA	ycheeo|ychey|ychy	AIN	ANTEIL	2	f1r|f75r	BIOLOGICAL|SOURCE_SECTION_T	ydain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	Y+K+@CORE	Y	POSTEN	4	f13r|f17r|f68r1	CELESTIAL|HERBAL	ykchy|yky	AIN	ANTEIL	3	f55v	HERBAL	ykain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~AIN	Y+T+@CORE	Y	POSTEN	7	f10r|f11r|f13r|f89r|f95v	HERBAL|PHARMA	ytchy|ytshy|yty	AIN	ANTEIL	3	f1r|f75r|f76r	BIOLOGICAL|SOURCE_SECTION_T	ytain	Gleicher Rahmen; Y liest POSTEN, AIN liest ANTEIL
ARGUMENT	Y~OR	@CORE	Y	POSTEN	183	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	chey|chy|dy|shy|sshr|sy|y	OR	EINHEIT	46	f10r|f17r|f18r|f1r|f24v|f55v|f67r2|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	or|qor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	@CORE+AIN	Y	POSTEN	2	f1r|f75r	BIOLOGICAL|SOURCE_SECTION_T	ydain	OR	EINHEIT	3	f55v|f72r|f76r	BIOLOGICAL|CELESTIAL|HERBAL	chorain|orain|qorain	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	@CORE+AL	Y	POSTEN	3	f13r|f24v|f72r	CELESTIAL|HERBAL	ydal	OR	EINHEIT	1	f72r	CELESTIAL	oral	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	@CORE+Y	Y	POSTEN	3	f18r|f88r|f89r	HERBAL|PHARMA	ycheeo|ychey|ychy	OR	EINHEIT	3	f75r|f82r|f89r	BIOLOGICAL|PHARMA	orchey|ory|sorcheey	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	AL+@CORE	Y	POSTEN	9	f71v|f72r|f75r|f76r|f77r|f81r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	aly|chealdy|chealy|daly|tealy	OR	EINHEIT	3	f76r|f77r|f95v	BIOLOGICAL|HERBAL	alor|chealor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	CH+K+@CORE	Y	POSTEN	29	f10r|f13r|f18r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	chchky|chckhy|chky|ckhy|qckhsy	OR	EINHEIT	3	f24v|f56r|f76r	BIOLOGICAL|HERBAL	chkor|chkorol|ckhor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	CH+K+E+@CORE	Y	POSTEN	13	f1r|f55v|f72r|f75r|f81v|f83r|f88r|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	cheky|ckhey	OR	EINHEIT	1	f88v	PHARMA	chkeor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	CH+P+@CORE	Y	POSTEN	2	f11r|f1r	HERBAL|SOURCE_SECTION_T	cphy	OR	EINHEIT	2	f17r|f68r1	CELESTIAL|HERBAL	chpor|cphor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	CH+T+@CORE	Y	POSTEN	19	f10r|f11r|f17r|f18r|f1r|f56r|f75r|f76r|f81r|f83r	BIOLOGICAL|HERBAL|SOURCE_SECTION_T	checthy|chty|cthy	OR	EINHEIT	3	f10r|f18r|f1r	HERBAL|SOURCE_SECTION_T	chtor|cthor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	CHD+@CORE	Y	POSTEN	107	f1r|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	chdy|chedchy|chedy	OR	EINHEIT	1	f76r	BIOLOGICAL	chedor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	D_ADDR+@CORE	Y	POSTEN	2	f10r|f13r	HERBAL	dchy	OR	EINHEIT	6	f11r|f13r|f17r|f75r|f83r	BIOLOGICAL|HERBAL	dor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	D_ADDR+CH+@CORE	Y	POSTEN	1	f17r	HERBAL	dchchy	OR	EINHEIT	3	f13r|f24v|f68r1	CELESTIAL|HERBAL	dchor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	K+@CORE	Y	POSTEN	7	f11r|f13r|f1r|f76r|f81v|f89r	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	kchy|ky	OR	EINHEIT	4	f1r|f76r|f88r	BIOLOGICAL|PHARMA|SOURCE_SECTION_T	kor|qkor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	K+E+@CORE	Y	POSTEN	1	f88v	PHARMA	key	OR	EINHEIT	1	f71v	CELESTIAL	keor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	L+@CORE	Y	POSTEN	12	f75r|f76r|f77r|f81r|f81v|f82r|f88v	BIOLOGICAL|PHARMA	lchey|lklchey|ly	OR	EINHEIT	4	f75r|f76r|f81v	BIOLOGICAL	lor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	O+CH+T+@CORE	Y	POSTEN	1	f89r	PHARMA	qocthy	OR	EINHEIT	1	f18r	HERBAL	octhor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	O+D_ADDR+@CORE	Y	POSTEN	1	f13r	HERBAL	qodchy	OR	EINHEIT	1	f24v	HERBAL	odor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	O+EE+@CORE	Y	POSTEN	3	f72r|f88v|f89r	CELESTIAL|PHARMA	qoeeeo|qoeey	OR	EINHEIT	1	f89r	PHARMA	oeeor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	OK+@CORE	Y	POSTEN	59	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	choky|okcheeg|okchey|okchy|okshy|oky|qokchy|qoky	OR	EINHEIT	9	f17r|f56r|f72r|f81r|f88r|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	cheokeor|chokor|chokshor|okor|qokor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
ARGUMENT	Y~OR	OK+CH+@CORE	Y	POSTEN	2	f18r|f56r	HERBAL	chokchy	OR	EINHEIT	5	f13r|f18r|f71v	CELESTIAL|HERBAL	okchor|qokchor	Gleicher Rahmen; Y liest POSTEN, OR liest EINHEIT
