case	edition	paragraph	leaf	variant	writer	original_status	status	source_forms	target_groups	independent_meaning_confirmation_capacity
27	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_TOPIC__GLORY_TOPIC_PAST	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	56	0
28	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_TOPIC__GLORY_TOPIC_PAST	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	56	0
29	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_TOPIC__GLORY_TOPIC_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	56	0
30	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_TOPIC__GLORY_TOPIC_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	56	0
31	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_TOPIC__GLORY_TOPIC_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	56	0
32	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_TOPIC__GLORY_TOPIC_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	56	0
33	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_TOPIC__GLORY_YOU_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	56	0
34	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_TOPIC__GLORY_YOU_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	56	0
35	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_TOPIC__GLORY_YOU_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	56	0
36	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_TOPIC__GLORY_YOU_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	56	0
37	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_TOPIC_PAST	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
38	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_TOPIC_PAST	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
39	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_TOPIC_PAST	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
40	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_TOPIC_PAST	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
41	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_TOPIC_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
42	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_TOPIC_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
43	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_TOPIC_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
44	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_TOPIC_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
45	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_YOU_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
46	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_YOU_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
47	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_YOU_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
48	ZL3b	f100r|f100r.22-f100r.27	100	VERSA_VIS__GLORY_YOU_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	56	0
49	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_TOPIC_PAST	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
50	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_TOPIC_PAST	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
51	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_TOPIC_PAST	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
52	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_TOPIC_PAST	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
53	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_TOPIC_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
54	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_TOPIC_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
55	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_TOPIC_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
56	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_TOPIC_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
57	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_YOU_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
58	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_YOU_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
59	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_YOU_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
60	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_TOPIC__GLORY_YOU_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	79	0
61	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_TOPIC_PAST	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
62	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_TOPIC_PAST	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
63	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_TOPIC_PAST	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
64	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_TOPIC_PAST	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
65	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_TOPIC_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
66	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_TOPIC_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
67	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_TOPIC_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
68	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_TOPIC_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
69	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_YOU_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
70	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_YOU_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
71	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_YOU_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
72	ZL3b	f100v|f100v.14-f100v.22	100	VERSA_VIS__GLORY_YOU_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	79	0
73	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_TOPIC_PAST	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
74	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_TOPIC_PAST	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
75	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_TOPIC_PAST	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
76	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_TOPIC_PAST	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
77	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
78	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
79	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
80	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
81	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_YOU_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
82	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_YOU_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
83	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_YOU_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
84	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_TOPIC__GLORY_YOU_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	28	0
85	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_TOPIC_PAST	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
86	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_TOPIC_PAST	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
87	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_TOPIC_PAST	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
88	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_TOPIC_PAST	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
89	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_TOPIC_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
90	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_TOPIC_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
91	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_TOPIC_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
92	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_TOPIC_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
93	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_YOU_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
94	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_YOU_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
95	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_YOU_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
96	ZL3b	f102r1|f102r1.3-f102r1.6	102	VERSA_VIS__GLORY_YOU_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	28	0
97	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_TOPIC_PAST	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
98	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_TOPIC_PAST	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
99	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_TOPIC_PAST	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
100	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_TOPIC_PAST	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
101	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
102	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
103	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
104	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
105	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_YOU_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
106	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_YOU_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
107	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_YOU_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
108	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_TOPIC__GLORY_YOU_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	32	0
109	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_TOPIC_PAST	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
110	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_TOPIC_PAST	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
111	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_TOPIC_PAST	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
112	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_TOPIC_PAST	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
113	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_TOPIC_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
114	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_TOPIC_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
115	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_TOPIC_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
116	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_TOPIC_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
117	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_YOU_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
118	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_YOU_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
119	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_YOU_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
120	ZL3b	f102r1|f102r1.8-f102r1.11	102	VERSA_VIS__GLORY_YOU_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	32	0
121	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_TOPIC_PAST	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
122	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_TOPIC_PAST	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
123	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_TOPIC_PAST	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
124	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_TOPIC_PAST	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
125	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
126	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
127	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
128	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_TOPIC_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
129	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_YOU_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
130	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_YOU_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
131	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_YOU_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
132	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_TOPIC__GLORY_YOU_FUTURE	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	192	43	0
133	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_VIS__GLORY_TOPIC_PAST	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	43	0
134	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_VIS__GLORY_TOPIC_PAST	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	43	0
135	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_VIS__GLORY_TOPIC_PAST	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	43	0
136	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_VIS__GLORY_TOPIC_PAST	POSTFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	43	0
137	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_VIS__GLORY_TOPIC_FUTURE	PREFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	43	0
138	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_VIS__GLORY_TOPIC_FUTURE	PREFIX_REVERSE	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	43	0
139	ZL3b	f102r1|f102r1.13-f102r1.17	102	VERSA_VIS__GLORY_TOPIC_FUTURE	POSTFIX_FORWARD	UNKNOWN_SOURCE	UNKNOWN_SOURCE	193	43	0
