length_id	island_length	island_id	anchor_id	statement_id	state_bank_id	first_event_id	last_event_id	last_stream_ordinal	immediate_post_island_event_id	immediate_post_island_decision	untouched_stop_cascade_length	cascade_recovery_event_id	cascade_recovery_decision	state_recovery_event_id	unmutated_card_distance_to_parity_or_next_island	state_recovery_status
L01	1	G457-L01-G457-A021	G457-A021	P1009-S045	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1061	G407-E1061	1061	G407-E1062	READ	0	G407-E1062	READ	G407-E1062	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A022	G457-A022	P1009-S046	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1078	G407-E1078	1078	G407-E1079	READ	0	G407-E1079	READ	G407-E1079	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A023	G457-A023	P1009-S047	f71v::zweite lokale Figuren-/Sternringgruppe	G407-E1102	G407-E1102	1102	G407-E1103	READ	0	G407-E1103	READ	G407-E1103	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A024	G457-A024	P1009-S053	f72r::Tierkreis-Ringgruppe A	G407-E1160	G407-E1160	1160	G407-E1161	READ	0	G407-E1161	READ	G407-E1161	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A025	G457-A025	P1009-S057	f72r::Tierkreis-Ringgruppe D	G407-E1219	G407-E1219	1219	G407-E1220	READ	0	G407-E1220	READ	G407-E1220	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A026	G457-A026	P1009-S058	f72r::Tierkreis-Ringgruppe E	G407-E1261	G407-E1261	1261	G407-E1262	READ	0	G407-E1262	READ	G407-E1262	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A027	G457-A027	P1009-S067	f72r::Tierkreis-Ringgruppe H	G407-E1372	G407-E1372	1372	G407-E1373	READ	0	G407-E1373	READ	G407-E1373	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A028	G457-A028	P1009-S075	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1442	G407-E1442	1442	G407-E1443	READ	0	G407-E1443	READ	G407-E1443	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A029	G457-A029	P1009-S109	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1621	G407-E1621	1621	G407-E1622	READ	0	G407-E1622	READ	G407-E1622	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A030	G457-A030	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2686	G407-E2686	2686	G407-E2687	READ	0	G407-E2687	READ	G407-E2687	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A031	G457-A031	G404-S014	f81r::F81R_UPPER_POOL	G407-E2720	G407-E2720	2720	G407-E2721	READ	0	G407-E2721	READ	G407-E2721	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A032	G457-A032	G404-S015	f81r::F81R_UPPER_POOL	G407-E2738	G407-E2738	2738	G407-E2739	READ	0	G407-E2739	READ	G407-E2739	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A033	G457-A033	G404-S043	f81r::F81R_LOWER_POOL	G407-E2843	G407-E2843	2843	G407-E2844	READ	0	G407-E2844	READ	G407-E2847	4	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A034	G457-A034	P1009-S400	f81v::gemeinsames zweireihiges Badfeld	G407-E3018	G407-E3018	3018	G407-E3019	READ	0	G407-E3019	READ	G407-E3019	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A035	G457-A035	P1009-S473	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3348	G407-E3348	3348	G407-E3349	READ	0	G407-E3349	READ	G407-E3349	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A036	G457-A036	P1009-S498	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3436	G407-E3436	3436	G407-E3437	READ	0	G407-E3437	READ	G407-E3437	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A037	G457-A037	P1009-S521	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3532	G407-E3532	3532	G407-E3533	READ	0	G407-E3533	READ	G407-E3533	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A038	G457-A038	P1009-S589	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3780	G407-E3780	3780	G407-E3781	READ	0	G407-E3781	READ	G407-E3781	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A039	G457-A039	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3806	G407-E3806	3806	G407-E3807	READ	0	G407-E3807	READ	G407-E3807	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A040	G457-A040	P1009-S592	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3861	G407-E3861	3861	G407-E3862	READ	0	G407-E3862	READ	G407-E3863	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A041	G457-A041	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3906	G407-E3906	3906	G407-E3907	READ	0	G407-E3907	READ	G407-E3907	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A042	G457-A042	P1009-S595	f88v::erste Gefaess-/Zutatengruppe	G407-E3932	G407-E3932	3932	G407-E3933	READ	0	G407-E3933	READ	G407-E3933	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A043	G457-A043	P1009-S596	f88v::erste Gefaess-/Zutatengruppe	G407-E3952	G407-E3952	3952	G407-E3953	READ	0	G407-E3953	READ	G407-E3953	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A044	G457-A044	P1009-S600	f88v::zweite Gefaess-/Zutatengruppe	G407-E3976	G407-E3976	3976	G407-E3977	READ	0	G407-E3977	READ	G407-E3978	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A045	G457-A045	P1009-S602	f88v::zweite Gefaess-/Zutatengruppe	G407-E4001	G407-E4001	4001	G407-E4002	READ	0	G407-E4002	READ	G407-E4002	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A046	G457-A046	P1009-S605	f88v::zweite Gefaess-/Zutatengruppe	G407-E4027	G407-E4027	4027	G407-E4028	READ	0	G407-E4028	READ	G407-E4028	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A047	G457-A047	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4072	G407-E4072	4072	G407-E4073	READ	0	G407-E4073	READ	G407-E4073	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A048	G457-A048	P1009-S612	f89r::Gefäß-/Pflanzenteilgruppe B	G407-E4124	G407-E4124	4124	G407-E4125	READ	0	G407-E4125	READ	G407-E4129	5	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A049	G457-A049	P1009-S614	f89r::Gefäß-/Pflanzenteilgruppe C	G407-E4150	G407-E4150	4150	G407-E4151	READ	0	G407-E4151	READ	G407-E4151	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A050	G457-A050	P1009-S617	f89r::Gefäß-/Pflanzenteilgruppe D	G407-E4200	G407-E4200	4200	G407-E4201	READ	0	G407-E4201	READ	G407-E4201	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A051	G457-A051	P1009-S620	f89r::Gefäß-/Pflanzenteilgruppe E	G407-E4244	G407-E4244	4244	G407-E4245	READ	0	G407-E4245	READ	G407-E4245	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A052	G457-A052	P1009-S622	f89r::Gefäß-/Pflanzenteilgruppe E	G407-E4264	G407-E4264	4264	G407-E4265	READ	0	G407-E4265	READ	G407-E4265	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A053	G457-A053	P1009-S627	f89r::Gefäß-/Pflanzenteilgruppe F	G407-E4354	G407-E4354	4354	G407-E4355	READ	0	G407-E4355	READ	G407-E4358	4	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A054	G457-A054	G404-S063	f95v::F95V_WHOLE_PLANT	G407-E4411	G407-E4411	4411	G407-E4412	READ	0	G407-E4412	READ	G407-E4412	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L01	1	G457-L01-G457-A055	G457-A055	G404-S065	f95v::F95V_WHOLE_PLANT	G407-E4433	G407-E4433	4433	G407-E4434	READ	0	G407-E4434	READ	G407-E4434	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A001	G457-A001	G404-S001	f1r::F1R_TEXT_BLOCK_A	G407-E0006	G407-E0007	7	G407-E0008	READ	0	G407-E0008	READ	G407-E0008	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A002	G457-A002	G404-S005	f1r::F1R_TEXT_BLOCK_C	G407-E0135	G407-E0136	136	G407-E0137	READ	0	G407-E0137	READ	G407-E0137	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A003	G457-A003	G404-S006	f1r::F1R_TEXT_BLOCK_D	G407-E0160	G407-E0161	161	G407-E0162	READ	0	G407-E0162	READ	G407-E0162	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A004	G457-A004	P1009-S001	f10r::zweiknolliges blauköpfiges Heilkraut	G407-E0237	G407-E0238	238	G407-E0239	READ	0	G407-E0239	READ	G407-E0239	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A005	G457-A005	P1009-S002	f10r::zweiknolliges blauköpfiges Heilkraut	G407-E0283	G407-E0284	284	G407-E0285	READ	0	G407-E0285	READ	G407-E0285	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A006	G457-A006	P1009-S004	f11r::blühender dreikroniger Sodenstock	G407-E0323	G407-E0324	324	G407-E0325	READ	0	G407-E0325	READ	G407-E0325	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A007	G457-A007	P1009-S005	f13r::große Wurzelkrone mit Blatt und Blütenstand	G407-E0367	G407-E0368	368	G407-E0369	READ	0	G407-E0369	READ	G407-E0370	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A008	G457-A008	P1009-S014	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G407-E0460	G407-E0461	461	G407-E0462	READ	0	G407-E0462	READ	G407-E0462	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A009	G457-A009	P1009-S017	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G407-E0505	G407-E0506	506	G407-E0507	READ	0	G407-E0507	READ	G407-E0508	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A010	G457-A010	P1009-S019	f18r::große abgebildete Blütenpflanze	G407-E0524	G407-E0525	525	G407-E0526	READ	0	G407-E0526	READ	G407-E0526	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A011	G457-A011	P1009-S020	f18r::große abgebildete Blütenpflanze	G407-E0553	G407-E0554	554	G407-E0555	READ	0	G407-E0555	READ	G407-E0558	4	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A012	G457-A012	P1009-S022	f18r::große abgebildete Blütenpflanze	G407-E0574	G407-E0575	575	G407-E0576	READ	0	G407-E0576	READ	G407-E0576	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A013	G457-A013	G404-S009	f24v::F24V_WHOLE_PLANT	G407-E0620	G407-E0621	621	G407-E0622	READ	0	G407-E0622	READ	G407-E0626	5	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A014	G457-A014	G404-S010	f24v::F24V_WHOLE_PLANT	G407-E0670	G407-E0671	671	G407-E0672	READ	0	G407-E0672	READ	G407-E0672	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A015	G457-A015	P1009-S026	f55v::große aromatische Doldenpflanze	G407-E0763	G407-E0764	764	G407-E0765	READ	0	G407-E0765	READ	G407-E0765	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A016	G457-A016	P1009-S029	f56r::stachelköpfiges Kraut in mehreren Reifestufen	G407-E0809	G407-E0810	810	G407-E0811	READ	0	G407-E0811	READ	G407-E0811	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A017	G457-A017	P1009-S030	f56r::stachelköpfiges Kraut in mehreren Reifestufen	G407-E0874	G407-E0875	875	G407-E0876	READ	0	G407-E0876	READ	G407-E0877	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A018	G457-A018	P1009-S032	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E0910	G407-E0911	911	G407-E0912	READ	0	G407-E0912	READ	G407-E0914	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A019	G457-A019	P1009-S041	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E1008	G407-E1009	1009	G407-E1010	READ	0	G407-E1010	READ	G407-E1010	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A020	G457-A020	P1009-S044	f68r1::mehrteilige Sternstellentafel	G407-E1043	G407-E1044	1044	G407-E1045	READ	0	G407-E1045	READ	G407-E1045	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A021	G457-A021	P1009-S045	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1061	G407-E1062	1062	G407-E1063	READ	0	G407-E1063	READ	G407-E1063	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A022	G457-A022	P1009-S046	f71v::erste lokale Figuren-/Sternringgruppe	G407-E1078	G407-E1079	1079	G407-E1080	READ	0	G407-E1080	READ	G407-E1080	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A023	G457-A023	P1009-S047	f71v::zweite lokale Figuren-/Sternringgruppe	G407-E1102	G407-E1103	1103	G407-E1104	READ	0	G407-E1104	READ	G407-E1104	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A024	G457-A024	P1009-S053	f72r::Tierkreis-Ringgruppe A	G407-E1160	G407-E1161	1161	G407-E1162	READ	0	G407-E1162	READ	G407-E1162	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A025	G457-A025	P1009-S057	f72r::Tierkreis-Ringgruppe D	G407-E1219	G407-E1220	1220	G407-E1221	READ	0	G407-E1221	READ	G407-E1222	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A026	G457-A026	P1009-S058	f72r::Tierkreis-Ringgruppe E	G407-E1261	G407-E1262	1262	G407-E1263	READ	0	G407-E1263	READ	G407-E1263	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A027	G457-A027	P1009-S067	f72r::Tierkreis-Ringgruppe H	G407-E1372	G407-E1373	1373	G407-E1374	READ	0	G407-E1374	READ	G407-E1374	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A028	G457-A028	P1009-S075	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1442	G407-E1443	1443	G407-E1444	READ	0	G407-E1444	READ	G407-E1444	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A029	G457-A029	P1009-S109	f75r::großes Bad-/Stationsblatt mit dreieckiger Insel	G407-E1621	G407-E1622	1622	G407-E1623	READ	0	G407-E1623	READ	G407-E1623	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A030	G457-A030	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2686	G407-E2687	2687	G407-E2688	READ	0	G407-E2688	READ	G407-E2688	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A031	G457-A031	G404-S014	f81r::F81R_UPPER_POOL	G407-E2720	G407-E2721	2721	G407-E2722	READ	0	G407-E2722	READ	G407-E2722	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A032	G457-A032	G404-S015	f81r::F81R_UPPER_POOL	G407-E2738	G407-E2739	2739	G407-E2740	READ	0	G407-E2740	READ	G407-E2740	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A033	G457-A033	G404-S043	f81r::F81R_LOWER_POOL	G407-E2843	G407-E2844	2844	G407-E2845	READ	0	G407-E2845	READ	G407-E2847	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A034	G457-A034	P1009-S400	f81v::gemeinsames zweireihiges Badfeld	G407-E3018	G407-E3019	3019	G407-E3020	READ	0	G407-E3020	READ	G407-E3020	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A035	G457-A035	P1009-S473	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3348	G407-E3349	3349	G407-E3350	READ	0	G407-E3350	READ	G407-E3350	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A036	G457-A036	P1009-S498	f82r::mehrere getrennte Bad- und Leitungsstationen	G407-E3436	G407-E3437	3437	G407-E3438	READ	0	G407-E3438	READ	G407-E3438	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A037	G457-A037	P1009-S521	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3532	G407-E3533	3533	G407-E3534	READ	0	G407-E3534	READ	G407-E3534	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A038	G457-A038	P1009-S589	f83r::Variantenatlas lokaler Becken und Anwendungen	G407-E3780	G407-E3781	3781	G407-E3782	READ	0	G407-E3782	READ	G407-E3782	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A039	G457-A039	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3806	G407-E3807	3807	G407-E3808	READ	0	G407-E3808	READ	G407-E3808	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A040	G457-A040	P1009-S592	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3861	G407-E3862	3862	G407-E3863	READ	0	G407-E3863	READ	G407-E3864	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A041	G457-A041	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3906	G407-E3907	3907	G407-E3908	READ	0	G407-E3908	READ	G407-E3908	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A042	G457-A042	P1009-S595	f88v::erste Gefaess-/Zutatengruppe	G407-E3932	G407-E3933	3933	G407-E3934	READ	0	G407-E3934	READ	G407-E3934	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A043	G457-A043	P1009-S596	f88v::erste Gefaess-/Zutatengruppe	G407-E3952	G407-E3953	3953	G407-E3954	READ	0	G407-E3954	READ	G407-E3954	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A044	G457-A044	P1009-S600	f88v::zweite Gefaess-/Zutatengruppe	G407-E3976	G407-E3977	3977	G407-E3978	READ	0	G407-E3978	READ	G407-E3978	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A045	G457-A045	P1009-S602	f88v::zweite Gefaess-/Zutatengruppe	G407-E4001	G407-E4002	4002	G407-E4003	READ	0	G407-E4003	READ	G407-E4003	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A046	G457-A046	P1009-S605	f88v::zweite Gefaess-/Zutatengruppe	G407-E4027	G407-E4028	4028	G407-E4029	READ	0	G407-E4029	READ	G407-E4029	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A047	G457-A047	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4072	G407-E4073	4073	G407-E4074	READ	0	G407-E4074	READ	G407-E4074	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A048	G457-A048	P1009-S612	f89r::Gefäß-/Pflanzenteilgruppe B	G407-E4124	G407-E4125	4125	G407-E4126	READ	0	G407-E4126	READ	G407-E4129	4	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A049	G457-A049	P1009-S614	f89r::Gefäß-/Pflanzenteilgruppe C	G407-E4150	G407-E4151	4151	G407-E4152	READ	0	G407-E4152	READ	G407-E4152	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A050	G457-A050	P1009-S617	f89r::Gefäß-/Pflanzenteilgruppe D	G407-E4200	G407-E4201	4201	G407-E4202	READ	0	G407-E4202	READ	G407-E4202	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A051	G457-A051	P1009-S620	f89r::Gefäß-/Pflanzenteilgruppe E	G407-E4244	G407-E4245	4245	G407-E4246	READ	0	G407-E4246	READ	G407-E4246	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L02	2	G457-L02-G457-A052	G457-A052	P1009-S622	f89r::Gefäß-/Pflanzenteilgruppe E	G407-E4264	G407-E4265	4265	G407-E4266	READ	0	G407-E4266	READ	G407-E4266	1	STATE_PARITY_BEFORE_NEXT_ISLAND
